date,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyPurchaseOfInvestment,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedEPS,quarterlyOtherNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyStockholdersEquity,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlySaleOfInvestment,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyNetOtherInvestingChanges,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyEbitda,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyBasicEPS,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyChangeInWorkingCapital,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyOperatingIncome,quarterlyPretaxIncome,quarterlyDeferredIncomeTax,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyCashDividendsPaid,quarterlyPurchaseOfBusiness
2013-12-31,,13291000.0,3858000.0,39239000.0,,,0.0,,287374000.0,110721000.0,,,2462000.0,7678000.0,,,,249000.0,,,,,220000.0,,120237000.0,,,,,,219000.0,,167137000.0,,7833000.0,,,,217000.0,78979000.0,141481000.0,2192000.0,141481000.0,154542000.0,,,5091000.0,29365000.0,,,,,,,,,,74169000.0,,82837000.0,,,-54644000.0,,,,,-100107000.0,19525000.0,,,,112559000.0,176653000.0,,,
2014-06-30,,12093000.0,,0.0,,,,,304980000.0,50086000.0,,,1597000.0,3988000.0,,,,297000.0,,,,,215000.0,,79965000.0,,,,,,1000.0,,225015000.0,,1862000.0,,,,-1723000.0,,231531000.0,0.0,231531000.0,156218000.0,,,3005000.0,23047000.0,,,,,,,,,,,,52344000.0,,,,,,,,-42697000.0,10761000.0,,,,75977000.0,254894000.0,,,
2014-09-30,24391000.0,,,,,-18494000.0,,898000.0,,,-12700000.0,-12357000.0,,,,3736000.0,,,0.0,577000.0,,3330000.0,,-15561000.0,,-10726000.0,-12357000.0,205869000.0,-7885000.0,,,7326000.0,,14000.0,,,,-221000.0,,,,,,,-67000.0,231531000.0,,,-7422000.0,705000.0,13665000.0,-9409000.0,-3077000.0,854000.0,1965000.0,,,,-15417000.0,,-22358000.0,-1161000.0,,-8002000.0,24391000.0,,1816000.0,,,-10505000.0,-10884000.0,,,,,,
2014-12-31,33910000.0,8691000.0,585000.0,,,-15615000.0,0.0,953000.0,270467000.0,56864000.0,-10298000.0,-10298000.0,924000.0,3976000.0,,4054000.0,,281000.0,-529000.0,-982000.0,,,,-3250000.0,64332000.0,-13664000.0,-10298000.0,187712000.0,-980000.0,,520000.0,-5062000.0,206135000.0,2000.0,2016000.0,,,-3047000.0,-1377000.0,27026000.0,187712000.0,,187712000.0,157274000.0,-10000.0,205869000.0,4626000.0,30007000.0,0.0,707000.0,20246000.0,-10041000.0,1656000.0,46000.0,56000.0,,,40021000.0,-17271000.0,-1000.0,-18156000.0,-682000.0,-29930000.0,-8041000.0,33910000.0,,287000.0,-63944000.0,10091000.0,-10617000.0,-10012000.0,287000.0,60356000.0,213603000.0,,,
2015-03-31,31570000.0,,,,,-33208000.0,,708000.0,,,-14227000.0,-14227000.0,,,30331000.0,3784000.0,,,-364000.0,1205000.0,,-5000.0,,-2114000.0,,-16772000.0,-14227000.0,161262000.0,316000.0,-0.47,,-4116000.0,,-31000.0,,30331000.0,,-1441000.0,,,,,,,-5000.0,187712000.0,,,568000.0,492000.0,14798000.0,-13782000.0,-477000.0,5814000.0,0.0,-0.47,,,-32731000.0,,-26450000.0,364000.0,,-18772000.0,31570000.0,,-1468000.0,,,-15331000.0,-15695000.0,-1468000.0,,,,,
2015-06-30,31713000.0,11801000.0,634000.0,,,-31463000.0,,1095000.0,488263000.0,66018000.0,-19956000.0,-19956000.0,1343000.0,4509000.0,,5437000.0,,361000.0,296000.0,105000.0,,271268000.0,,-19567000.0,44808000.0,-19845000.0,-19956000.0,397477000.0,269000.0,,865000.0,-3731000.0,443455000.0,-49000.0,1575000.0,,,407000.0,-416000.0,4170000.0,397477000.0,,397477000.0,184416000.0,-15000.0,161262000.0,5751000.0,32823000.0,2432000.0,493000.0,11868000.0,-18756000.0,-1987000.0,265429000.0,288917000.0,,,,-29476000.0,1000.0,236215000.0,-297000.0,,-10770000.0,31713000.0,,0.0,-97142000.0,11178000.0,-20252000.0,-19956000.0,0.0,40299000.0,422245000.0,,,
2015-09-30,33590000.0,19163000.0,470000.0,,,-30137000.0,,716000.0,461049000.0,63487000.0,-27223000.0,-27223000.0,1780000.0,5007000.0,,4379000.0,,344000.0,14847000.0,-112000.0,,-1190000.0,,-1749000.0,42258000.0,-27885000.0,-27223000.0,366545000.0,-2820000.0,,1594000.0,-1621000.0,418791000.0,17000.0,1517000.0,,,-214000.0,-786000.0,1279000.0,366545000.0,,366545000.0,185055000.0,-14000.0,397477000.0,4653000.0,32775000.0,-741000.0,1731000.0,5705000.0,-26561000.0,-2079000.0,-7000.0,1197000.0,,,,-28058000.0,1000.0,-30933000.0,-504000.0,,-3279000.0,33590000.0,,57000.0,-122634000.0,12577000.0,-27671000.0,-27165000.0,57000.0,37251000.0,397561000.0,,,
2015-12-31,32841000.0,10655000.0,490000.0,0.0,8371000.0,-26447000.0,,883000.0,442514000.0,68044000.0,-57004000.0,-57004000.0,2292000.0,5103000.0,,6709000.0,,325000.0,-46154000.0,-1152000.0,,143000.0,,-3298000.0,77515000.0,-25649000.0,-57004000.0,340314000.0,-2062000.0,,1600000.0,2248000.0,364999000.0,19000.0,1552000.0,,,540000.0,-485000.0,39806000.0,340314000.0,,340314000.0,185399000.0,-9000.0,366545000.0,-1000.0,29113000.0,-1000.0,2320000.0,7192000.0,-57080000.0,-2122000.0,134000.0,-18701000.0,,,34506000.0,-24325000.0,368000.0,-26231000.0,-11000.0,-20724000.0,-1266000.0,32841000.0,,193000.0,-177317000.0,13782000.0,-26189000.0,-56811000.0,193000.0,72412000.0,374470000.0,,,
2016-03-31,27818000.0,15075000.0,616000.0,,0.0,250482000.0,,964000.0,1079287000.0,71624000.0,35950000.0,35950000.0,895000.0,246006000.0,44425000.0,4394000.0,,347000.0,57479000.0,4761000.0,,-17000.0,,928000.0,350742000.0,-17698000.0,35950000.0,978334000.0,-1050000.0,0.79,1603000.0,-5209000.0,728545000.0,-23000.0,1382000.0,44425000.0,,-302000.0,-867000.0,77266000.0,978334000.0,,978334000.0,221779000.0,-17000.0,340314000.0,5642000.0,24223000.0,-1000.0,1902000.0,10120000.0,41675000.0,-1065000.0,392027000.0,392044000.0,0.81,,,251547000.0,0.0,638020000.0,4133000.0,,266683000.0,27818000.0,242251000.0,0.0,-139465000.0,14110000.0,-17396000.0,35950000.0,0.0,104736000.0,1007664000.0,,,
2016-06-30,34594000.0,17625000.0,720000.0,,0.0,-23232000.0,,1037000.0,1066524000.0,74257000.0,-3721000.0,-3721000.0,1391000.0,225175000.0,,6308000.0,,322000.0,0.0,-1755000.0,,-101000.0,,-9236000.0,336724000.0,-5919000.0,-3721000.0,960481000.0,-1976000.0,,1692000.0,-4932000.0,729800000.0,26000.0,1226000.0,,,1035000.0,-1057000.0,85961000.0,960481000.0,,960481000.0,223149000.0,-10000.0,978334000.0,6981000.0,22673000.0,-109000.0,2340000.0,28675000.0,-4463000.0,-1867000.0,2784000.0,-91000.0,,,,-21365000.0,0.0,-17853000.0,-3210000.0,,-17975000.0,34594000.0,220881000.0,-24000.0,-140845000.0,15091000.0,-6954000.0,-3745000.0,-24000.0,111549000.0,992267000.0,,,
2016-09-30,34327000.0,18127000.0,742000.0,,0.0,-26838000.0,,1076000.0,1043093000.0,80127000.0,-24162000.0,-24162000.0,1983000.0,204445000.0,,6081000.0,,326000.0,0.0,494000.0,,-182000.0,,6467000.0,334271000.0,-23114000.0,-24162000.0,930807000.0,-3631000.0,,4261000.0,-4586000.0,708822000.0,-4000.0,1150000.0,,,1018000.0,-1423000.0,99173000.0,930807000.0,,930807000.0,223462000.0,-14000.0,960481000.0,6848000.0,27749000.0,57000.0,2959000.0,11213000.0,-22497000.0,-945000.0,422000.0,-168000.0,,,,-25893000.0,1000.0,-29674000.0,-64000.0,,-6221000.0,34327000.0,199512000.0,95000.0,-162048000.0,15032000.0,-24132000.0,-24067000.0,95000.0,129826000.0,962967000.0,,,
2016-12-31,42835000.0,16783000.0,619000.0,,0.0,34201000.0,,1105000.0,1083338000.0,76107000.0,45945000.0,45945000.0,2469000.0,220846000.0,,6746000.0,0.0,300000.0,6697000.0,-3453000.0,,-3497000.0,,3943000.0,324637000.0,36674000.0,45945000.0,973241000.0,-630000.0,,3976000.0,1749000.0,758701000.0,26000.0,1025000.0,,,-315000.0,-2090000.0,70827000.0,973241000.0,,973241000.0,223928000.0,-8000.0,930807000.0,1000.0,31209000.0,288000.0,3833000.0,79509000.0,43760000.0,-913000.0,763000.0,-1000.0,,,37624000.0,35114000.0,60000.0,42434000.0,-9117000.0,-22663000.0,-7281000.0,42834000.0,214785000.0,164000.0,-112272000.0,14961000.0,36989000.0,46108000.0,164000.0,103791000.0,1007232000.0,,,
2017-03-31,44930000.0,26164000.0,921000.0,,,-23879000.0,,1050000.0,1072814000.0,80692000.0,-13605000.0,-13605000.0,1696000.0,196680000.0,48330000.0,6159000.0,,324000.0,1000.0,3274000.0,,,,11092000.0,324664000.0,-10938000.0,-13605000.0,953385000.0,5497000.0,-0.29,4015000.0,-11586000.0,748150000.0,-24000.0,963000.0,46256000.0,,288000.0,-2059000.0,79026000.0,953385000.0,,953385000.0,223928000.0,-14000.0,973241000.0,8215000.0,46964000.0,6532000.0,3023000.0,33992000.0,-9281000.0,-1036000.0,-14000.0,0.0,-0.29,,,-22843000.0,0.0,-19856000.0,2378000.0,,-15705000.0,44930000.0,191328000.0,0.0,-122854000.0,15064000.0,-11226000.0,-13605000.0,,127984000.0,992122000.0,,,
2017-06-30,47983000.0,15642000.0,1044000.0,,,-29883000.0,,1094000.0,1368355000.0,83398000.0,-35642000.0,-35642000.0,1961000.0,168651000.0,50200000.0,6861000.0,,318000.0,-13874000.0,15299000.0,,4647000.0,,-5785000.0,299329000.0,-21050000.0,-35642000.0,1262061000.0,-1046000.0,-0.71,3834000.0,9338000.0,1069026000.0,6000.0,859000.0,50200000.0,,626000.0,-2215000.0,91893000.0,1262061000.0,,1262061000.0,233018000.0,-19000.0,953385000.0,6936000.0,36686000.0,-1000.0,3945000.0,26933000.0,-19157000.0,-1428000.0,352787000.0,348140000.0,-0.71,,,-28455000.0,0.0,308676000.0,13877000.0,,-11871000.0,47983000.0,162970000.0,92000.0,-154553000.0,15506000.0,-21676000.0,-35550000.0,,130678000.0,1284957000.0,,,
2017-09-30,56313000.0,,,,,-35688000.0,,1067000.0,,,-36608000.0,-36608000.0,,,50147945.0,6661000.0,,,,8232000.0,,,,11157000.0,,-29368000.0,-36608000.0,1218856000.0,-846000.0,-0.73,,-5992000.0,,15000.0,,50147945.0,0.0,283000.0,,,,,,,-17000.0,1262061000.0,,,-79000.0,4729000.0,26945000.0,-27240000.0,-755000.0,246000.0,15784000.0,-0.73,,,-34933000.0,,-43205000.0,6886000.0,,-11177000.0,,,69000.0,,,-29651000.0,-36539000.0,69000.0,,,,,
2017-12-31,69276000.0,33915000.0,1159000.0,,,-65017000.0,,1074000.0,1286274000.0,88627000.0,-29850000.0,-29849000.0,1597000.0,102592000.0,,7537000.0,,279000.0,,-25869000.0,,1000.0,,-1692000.0,274291000.0,-30060000.0,-29849000.0,1151211000.0,-4154000.0,,3458000.0,-19416000.0,1011983000.0,25000.0,2498000.0,,0.0,-2809000.0,-3014000.0,122544000.0,1151211000.0,,1151211000.0,233414000.0,-15000.0,1218856000.0,1000.0,47122000.0,57000.0,4839000.0,39216000.0,-54608000.0,-4218000.0,338000.0,0.0,,,42194000.0,-60799000.0,,-67645000.0,2563000.0,-25502000.0,-39808000.0,,97348000.0,37000.0,-211441000.0,16692000.0,-27251000.0,-29813000.0,37000.0,171699000.0,1197647000.0,,,
2018-03-31,69765000.0,20086000.0,943000.0,,,-41336000.0,,1197000.0,1229864000.0,94129000.0,-37283000.0,-37283000.0,677000.0,106888000.0,50973000.0,7110000.0,,293000.0,,6794000.0,,,,7568000.0,330519000.0,-31859000.0,-37283000.0,1108186000.0,-1531000.0,-0.73,3339000.0,12928000.0,899345000.0,-14000.0,2555000.0,50973000.0,,179000.0,-2398000.0,166168000.0,1108186000.0,,1108186000.0,235027000.0,-19000.0,1151211000.0,7170000.0,55657000.0,,3943000.0,37906000.0,-29230000.0,-1532000.0,3905000.0,,-0.73,,,-39804000.0,1000.0,-43025000.0,5184000.0,,-13898000.0,,102486000.0,62000.0,-328620000.0,16971000.0,-32038000.0,-37221000.0,62000.0,223631000.0,1135735000.0,,,
2018-06-30,81680000.0,33762000.0,861000.0,,,-53667000.0,,2487000.0,1204348000.0,96467000.0,-21773000.0,-21773000.0,879000.0,72103000.0,51840476.0,9105000.0,,267000.0,,5553000.0,,,,13789000.0,318689000.0,-32004000.0,-21773000.0,1066766000.0,-2193000.0,-0.42,3663000.0,-16132000.0,885659000.0,26000.0,1403000.0,51840476.0,,1747000.0,-2245000.0,175722000.0,1066766000.0,,1066766000.0,235583000.0,12000.0,1108186000.0,7086000.0,69141000.0,,6597000.0,49676000.0,-13658000.0,-2193000.0,1349000.0,,-0.42,,,-51474000.0,,-41420000.0,-12051000.0,,-27755000.0,,67427000.0,75000.0,-343796000.0,17854000.0,-33751000.0,-21698000.0,75000.0,246586000.0,1107881000.0,,,
2018-09-30,80314000.0,37006000.0,867000.0,,,-5707000.0,,1132000.0,1485551000.0,95151000.0,14842000.0,14841000.0,1269000.0,28227000.0,53003571.0,10623000.0,,280000.0,,467000.0,,,,9014000.0,297329000.0,14560000.0,14841000.0,1343668000.0,-1933000.0,0.28,3700000.0,-113000.0,1188222000.0,-13000.0,2058000.0,51175862.0,134000.0,2289000.0,-2239000.0,186659000.0,1343668000.0,,1343668000.0,235672000.0,1000.0,1066766000.0,7432000.0,80721000.0,,7461000.0,94874000.0,15961000.0,-2067000.0,281181000.0,296188000.0,0.29,,,-3640000.0,,276901000.0,-2091000.0,,-24436000.0,,23083000.0,-480000.0,-321495000.0,18113000.0,12271000.0,14362000.0,-480000.0,269102000.0,1390400000.0,,,
2018-12-31,91118000.0,20409000.0,890000.0,,,-55473000.0,,265000.0,1439496000.0,110645000.0,14955000.0,14956000.0,1578000.0,5342000.0,,12940000.0,,276000.0,,-928000.0,,-956000.0,,,225247000.0,15261000.0,14956000.0,1290796000.0,-10257000.0,,7920000.0,,1214249000.0,4000.0,3631000.0,,2227000.0,6554000.0,-2292000.0,149801000.0,1290796000.0,,1290796000.0,236540000.0,1000.0,1343668000.0,,68038000.0,,8756000.0,106379000.0,14685000.0,-7925000.0,1441000.0,0.0,,,51321000.0,-47548000.0,1000.0,-62959000.0,4517000.0,-28184000.0,-67201000.0,,0.0,393000.0,-297779000.0,23137000.0,8707000.0,15348000.0,393000.0,219905000.0,1328851000.0,,,
2019-03-31,83195000.0,26992000.0,,,,-75002000.0,,2758000.0,1400200000.0,140956000.0,-48656000.0,-48656000.0,735000.0,24995000.0,54669663.0,10967000.0,-177000.0,,,2345000.0,,-1248000.0,,,224445000.0,-50148000.0,-48656000.0,1222901000.0,-3398000.0,-0.89,6377000.0,,1175755000.0,2000.0,6497000.0,54669663.0,82000.0,3096000.0,-2025000.0,123822000.0,1222901000.0,,1222901000.0,237348000.0,-1248000.0,1290796000.0,9351000.0,69880000.0,,6000000.0,33047000.0,-43485000.0,-3304000.0,2233000.0,,-0.89,,,-71698000.0,4580000.0,-72863000.0,-1584000.0,,-28186000.0,,,68000.0,-340020000.0,49542000.0,-53244000.0,-48588000.0,68000.0,199450000.0,1259244000.0,,,
2019-06-30,94372000.0,53711000.0,,,,-75306000.0,,2895000.0,1357848000.0,149244000.0,-47249000.0,-47249000.0,1373000.0,25769000.0,54940698.0,17586000.0,0.0,,,1472000.0,,,,,214481000.0,-35634000.0,-47249000.0,1147923000.0,-5263000.0,-0.86,5713000.0,,1143367000.0,1000.0,7191000.0,54940698.0,0.0,8734000.0,-2240000.0,96325000.0,1147923000.0,,1147923000.0,238475000.0,-896000.0,1222901000.0,6970000.0,86216000.0,,10751000.0,58738000.0,-42821000.0,-5264000.0,3428000.0,,-0.86,,,-70042000.0,-1000.0,-71877000.0,-1409000.0,,-41042000.0,,,61000.0,-376518000.0,51180000.0,-44368000.0,-47188000.0,61000.0,188712000.0,1208604000.0,,,
2019-09-30,120680000.0,42388000.0,,,,3456279000.0,,3184000.0,5851752000.0,200739000.0,361233000.0,361233000.0,2471000.0,2685171000.0,59905970.0,32643000.0,0.0,,-142349000.0,38631000.0,,,,,3316471000.0,513254000.0,361233000.0,5599787000.0,-14220000.0,6.03,5993000.0,,2535281000.0,0.0,23492000.0,57704952.0,0.0,22623000.0,-2002000.0,468764000.0,5599787000.0,,5599787000.0,272605000.0,-1690000.0,1147923000.0,8838000.0,156254000.0,,11377000.0,633934000.0,386220000.0,-14219000.0,965072000.0,,6.26,,,3470498000.0,-1000.0,4421350000.0,-1647000.0,,3000895000.0,,2659013000.0,-16828000.0,-3907000.0,61883000.0,490631000.0,344405000.0,-16828000.0,631300000.0,5651013000.0,,,
