date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyFreeCashFlow,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyInventory,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,quarterlyOtherCurrentAssets,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyOperatingIncome,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable,quarterlyDepreciationAndAmortization,quarterlyRepaymentOfDebt
2014-12-31,74360000000,42156000000.0,7666000000.0,45761000000,33467000000,,,,,,138507000000,171974000000,1018000000.0,0.0,,120121000000,,,,,27672000000.0,1589000000.0,,,,5527000000.0,,0,,2652000000,,,,,,9691000000,51722000000,-58483000000,,0.0,,21098000000,13023000000.0,6025000000.0,,,,6756000000.0,,156954000000,,,0.0,98471000000,,21098000000.0,,,,,,,,,,,,,,,,,,,,,
2015-06-30,71950000000,43105000000.0,7666000000.0,46247000000,31683000000,,,,0.0,,141479000000,173162000000,0.0,0.0,,118197000000,,,,,27396000000.0,1483000000.0,,,,5585000000.0,,0,,2758000000,,,,,,10291000000,54816000000,-58075000000,0.0,7088000000.0,,19252000000,13448000000.0,6931000000.0,,,,6865000000.0,,159216000000,,,0.0,101141000000,,19252000000.0,,,,,,,,,,,,,,,,,,,,,
2015-12-31,74983000000,45900000000.0,7666000000.0,49777000000,33225000000,,,,,,139602000000,172827000000,2390000000.0,0.0,,124760000000,,,,,26438000000.0,1366000000.0,,,,5360000000.0,,0,,2940000000,,,,,,9278000000,47927000000,-56805000000,,0.0,,20647000000,15132000000.0,9164000000.0,,,,5341000000.0,,157357000000,,,0.0,100552000000,,20647000000.0,,,,,,,,,,,,,,,,,,,,,
2016-06-30,71387000000,45191000000.0,7666000000.0,48155000000,32458000000,,,,0.0,,137906000000,170364000000,0.0,0.0,,119542000000,,,,,27662000000.0,1449000000.0,,,,5270000000.0,,0,,3088000000,,,,,,9878000000,50664000000,-60119000000,0.0,0.0,,21096000000,16318000000.0,9240000000.0,,,,4988000000.0,,159106000000,,,0.0,98987000000,,21096000000.0,,,,,,,,,,,,,,,,,,,,,
2016-12-31,77803000000,44672000000.0,7666000000.0,44092000000,31392000000,,,,,,146029000000,177421000000,2805000000.0,0.0,,121895000000,,,,,36125000000.0,1514000000.0,,,,5595000000.0,,0,,3268000000,,,,,,11380000000,55365000000,-59005000000,,0.0,,20290000000,15537000000.0,7217000000.0,,,,5061000000.0,,165461000000,,,0.0,106456000000,,20290000000.0,,,,,,,,,,,,,,,,,,,,,
2017-06-30,82493000000,42621000000.0,7666000000.0,43542000000,28910000000,,,,0.0,,150351000000,179261000000,0.0,0.0,,126035000000,,,,,43430000000.0,1573000000.0,,,,5562000000.0,,0,,3467000000,,,,,,11073000000,53077000000,-61036000000,0.0,7497000000.0,,17257000000,12421000000.0,3764000000.0,,,,5753000000.0,,170947000000,,,0.0,109911000000,,17257000000.0,,,,,,,,,,,,,,,,,,,,,
2017-12-31,85828000000,44115000000.0,7666000000.0,41278000000,32835000000,,,,,,155543000000,188378000000,2971000000.0,,,127106000000,,,,,49071000000.0,1515000000.0,,,,6131000000.0,,0,,3555000000,,,,,,12820000000,61101000000,-63430000000,,,,19094000000,14275000000.0,4823000000.0,,,,5112000000.0,,174612000000,,,,111182000000,,19094000000.0,,,,,,,,,,,,,,,,,,,,,
2018-06-30,75111000000,,7666000000.0,45578000000,30737000000,,,,0.0,,155187000000,185924000000,,,,120689000000,,,,,40372000000.0,1771000000.0,,,,6416000000.0,,0,,3523000000,,,,,,13383000000,65056000000,-67760000000,0.0,,,15394000000,10460000000.0,7446000000.0,,,,6704000000.0,,177874000000,,,,110114000000,,15394000000.0,,,,,,,,,,,,,,,,,,,,,
2018-12-31,78010000000,,7666000000.0,48345000000,29618000000,,,,,,160676000000,190294000000,3335000000.0,,,126355000000,,,,,40952000000.0,1828000000.0,,,,6559000000.0,,0,,3508000000,,,,,,13178000000,63936000000,-70275000000,,,,15315000000,10347000000.0,9753000000.0,,,,6801000000.0,,187399000000,,,,117124000000,,15315000000.0,,,,,,,,,,,,,,,,,,,,,
2019-06-30,89702000000,,7666000000.0,54125000000,26631000000,,,,,,179765000000,206396000000,,,,143827000000,,,,,39287000000.0,1737000000.0,,,,6312000000.0,,0,,3487000000,,,,,,13076000000,62566000000,-77260000000,,,,12528000000,,12115000000.0,,,,6795000000.0,,213949000000,,,,136689000000,,12528000000.0,,,,,,,,,,,,,,,,,,,,,
