date,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyOperatingIncome,quarterlyFreeCashFlow,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlyInventory,quarterlyGrossProfit,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyChangeInWorkingCapital,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyEbitda,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyAccumulatedDepreciation
2015-03-31,,-2712483000.0,515441000.0,25348705000,68752186000,170734469000,13321065292.0,3097434000,3271875000.0,3652616000.0,0.0582,-59420000.0,15340879000.0,,303559044000,278210339000,775286000.0,239486655000,42191000.0,920223000.0,775286000.0,-122004000.0,656607000,44607338000,11380070000.0,7768045000,899886000.0,8785829000.0,-2749413000.0,,688934000.0,155180791000,3717435000,3960809000.0,0.0582,8785829000,611240000.0,8785829000,249211193000,1578598000.0,,13310038000,-11591587000.0,5288498000.0,658375000.0,-3561620000.0,2127872000.0,12207448000,457279000,6622262000,532462000.0,32622096000,3497331000.0,13321065292.0,835414000.0,249211193000,,,,3028940000.0,22424080000,,26400000.0,3706470000.0,,,,,,,,,,,,,
2015-06-30,,-2872168000.0,1202748000.0,26642196000,70438436000,170062476000,,1777798000,3902626000.0,4388226000.0,,,16267685000.0,,304040077000,277397881000,1269020000.0,240500912000,42191000.0,1734977000.0,1269020000.0,867661000.0,524580000,44349606000,10970480000.0,8714939000,899886000.0,8752201000.0,-1253351000.0,,1394579000.0,153215188000,3652030000,5297205000.0,,9168724000,578705000.0,9168724000,248440319000,2524994000.0,,13310038000,-26725335000.0,8785829000.0,790017000.0,-2725474000.0,2052741000.0,15713928000,487576000,6594319000,1024623000.0,28725425000,241595000.0,,399389000.0,248440319000,,,,2925349000.0,22741918000,,-55945000.0,4577735000.0,,,,,,,,,,,,,
2015-09-30,,-4649671000.0,790384000.0,21131876000,62704842000,172498297000,13310284728.0,3320460000,3391438000.0,1843244000.0,0.1159,,15487375000.0,,300105173000,278973297000,1542662000.0,235203139000,42191000.0,1968166000.0,1542662000.0,81323000.0,150758000,45801937000,11127972000.0,6741022000,899886000.0,5485293000.0,-4394946000.0,,967965000.0,150393976000,3743000000,4359403000.0,0.1159,5485293000,582535000.0,5485293000,249516999000,2717172000.0,,13310038000,-26335990000.0,8752201000.0,749006000.0,-5432530000.0,1969453000.0,10597546000,468196000,6633025000,6893707000.0,29489839000,-3266908000.0,13310284728.0,646360000.0,249516999000,,,,3006984000.0,21005015000,,620245000.0,4686625000.0,,,,,,,,,,,,,
2015-12-31,,-2108434000.0,1492443000.0,21020315000,70915808000,169102408000,,2085379000,4222391000.0,-3021120000.0,,-319435000.0,14794346000.0,,303368348000,282348033000,-777935000.0,240018216000,372138000.0,-1340013000.0,-777935000.0,-719990000.0,76797000,45023163000,8927685000.0,7343067000,899886000.0,5199317000.0,-5804783000.0,,1644270000.0,145471230000,3857781000,5866661000.0,,5573891000,579632000.0,5573891000,253547681000,-252657000.0,,13310038000,-16095792000.0,5485293000.0,1087356000.0,-6466983000.0,1649942000.0,14785757000,342807000,6733081000,1091862000.0,31811602000,-285976000.0,,343349000.0,253547681000,,,,3194264000.0,24357798000,,560364000.0,1397285000.0,,,,,,,,,,,,,
2016-03-31,,-2225997000.0,593053000.0,20427625000,66720134000,170584302000,13320292398.0,2768710000,2373270000.0,873666000.0,0.0513,,13149936000.0,,301158262000,280730637000,683331000.0,237304436000,218419000.0,486311000.0,683331000.0,-74823000.0,37192000,45685336000,10052770000.0,7309320000,899886000.0,4512855000.0,-3357689000.0,,723896000.0,147068380000,4165356000,3097166000.0,0.0513,4512855000,572821000.0,4512855000,251707917000,1001003000.0,,13310038000,-24426532000.0,5573891000.0,514692000.0,-3360420000.0,1879695000.0,16525050000,344280000,6698230000,80314000.0,28365110000,-1061036000.0,13320292398.0,41750000.0,251707917000,,,,2996248000.0,21442046000,,36400000.0,2880698000.0,,,,,,,,,,,,,
2016-06-30,,-2743677000.0,1015619000.0,19600199000,71317352000,168507259000,,-697313000,4066123000.0,4283296000.0,,,16048603000.0,,301197060000,281596861000,1010356000.0,239824611000,195734000.0,1549125000.0,1010356000.0,-27462000.0,35111000,44337244000,10799956000.0,9205663000,899886000.0,3465103000.0,-1625286000.0,,1182524000.0,145519755000,3322742000,5248647000.0,,3689083000,566093000.0,3689083000,252679114000,2468001000.0,,13310038000,-26847385000.0,4512855000.0,918876000.0,-2207919000.0,1755211000.0,16525140000,346952000,6663319000,-451091000.0,28066136000,-673178000.0,,368560000.0,252679114000,,,,3056421000.0,22349025000,,194180000.0,4223212000.0,,,,,,,,,,,,,
2016-09-30,,-1613853000.0,603805000.0,18364809000,53291245000,117168861000,13308748625.0,-5536374000,2245792000.0,4285357000.0,-0.3636,0.0,15303996000.0,,227954998000,209590189000,-4839061000.0,170460106000,151505000.0,-792477000.0,-4839061000.0,-512412000.0,1043512000,39407998000,12235383000.0,6735360000,899886000.0,4659167000.0,-4110344000.0,,822821000.0,105487833000,1884178000,3068613000.0,-0.3636,4659167000,559536000.0,4659167000,180088897000,-3029288000.0,,13310038000,-15040436000.0,3465103000.0,-2236811000.0,-4112760000.0,1657710000.0,10887186000,1932487000,3205844000,82732000.0,21494330000,819490000.0,13308748625.0,513442000.0,180088897000,,,,1623779000.0,16941027000,,188590000.0,-1371578000.0,,,,,,,,,,,,,
2016-12-31,,-2985889000.0,1814743000.0,20194918000,57365578000,117263074000,,-5014331000,1932462000.0,-5381093000.0,,-451506000.0,14621784000.0,,233222425000,213027507000,522043000.0,174628652000,1783656000.0,765517000.0,522043000.0,263661000.0,1901939000,39718450000,10528386000.0,7505910000,899886000.0,4500684000.0,-4653400000.0,,2160936000.0,105592871000,2766573000,4093398000.0,,4528367000,555485000.0,4528367000,180556271000,800510000.0,,13310038000,-20055934000.0,4659167000.0,34993000.0,-6710652000.0,1266743000.0,11010175000,3911150000,3527049000,-405298000.0,24437656000,216091000.0,,2179183000.0,180556271000,,,,1783656000.0,17988617000,,358966000.0,2067253000.0,,,,,,,,,,,,,
2017-03-31,,-1480060000.0,305661000.0,20499623000,55289089000,117493524000,13311308017.0,-4383375000,1625034000.0,2160237000.0,0.0474,-3000000.0,15312078000.0,,232038778000,211539155000,630956000.0,172782613000,1672167000.0,605819000.0,630956000.0,-16964000.0,1412465000,40351054000,13139392000.0,8911420000,899886000.0,4024918000.0,-1337264000.0,,547652000.0,106534528000,2347642000,2172686000.0,0.0474,4037239000,552168000.0,4037239000,178694405000,860926000.0,,13310038000,-16988843000.0,4500684000.0,255107000.0,-1795858000.0,1396822000.0,16383599000,4177442000,3504926000,-199526000.0,17724410000,-475766000.0,13311308017.0,478558000.0,178694405000,,,,1672167000.0,16860380000,,54930000.0,2257748000.0,,,,,,,,,,,,,
2017-06-30,,-1978162000.0,314623000.0,21354052000,54772298000,117422436000,,5081608000,2114212000.0,828047000.0,,-40000000.0,14735838000.0,,231811315000,210457263000,449818000.0,172194734000,1691852000.0,717122000.0,449818000.0,-31412000.0,1810519000,40786330000,12215334000.0,8457072000,899886000.0,4709789000.0,-1999277000.0,,406292000.0,106787332000,2709809000,2520504000.0,,4722296000,549377000.0,4722296000,178289023000,921280000.0,,13310038000,-19457876000.0,4024918000.0,204158000.0,-2564450000.0,1458026000.0,24043379000,3785150000,3481641000,-400375000.0,10959074000,684871000.0,,612944000.0,178289023000,,,,1691852000.0,15472107000,,163160000.0,2379306000.0,,,,,,,,,,,,,
2017-09-30,,-1288914000.0,379085000.0,22159721000,55772210000,116965953000,13320321543.0,5910133000,2752708000.0,4932003000.0,0.0622,-169225000.0,17596050000.0,,232940946000,210781225000,828524000.0,172738163000,1574843000.0,1338935000.0,828524000.0,-34645000.0,1448863000,41699523000,14296121000.0,7906534000,899886000.0,5765336000.0,-2360703000.0,,547221000.0,106943982000,2838789000,3299929000.0,0.0622,5783462000,546458000.0,5783462000,177852690000,1623534000.0,,13310038000,-11304351000.0,4709789000.0,284599000.0,-2210474000.0,1499556000.0,23098860000,3997103000,3450459000,-575944000.0,11435660000,1055547000.0,13320321543.0,53402000.0,177852690000,,,,1574843000.0,16050441000,,143289000.0,3123090000.0,,,,,,,,,,,,,
2017-12-31,,-1882997000.0,1236797000.0,21440916000,62683578000,113055518000,,5362969000,1853098000.0,137731000.0,,-46849000.0,16963789000.0,,235673786000,214232870000,-197488000.0,175739096000,,-212413000.0,-197488000.0,107963000.0,1543787000,41478513000,14111730000.0,9144621000,899886000.0,4192369000.0,-3149178000.0,,998961000.0,103857511000,2916823000,2852059000.0,,4621714000,523891000.0,4621714000,180928528000,-77997000.0,,13310038000,-9219039000.0,5765336000.0,134416000.0,-3513290000.0,1555224000.0,24441440000,4539355000,3443984000,-703898000.0,14521572000,-1572967000.0,,197112000.0,180928528000,,,,1613873000.0,19763575000,,89600000.0,1477227000.0,,,,,,,,,,,,,
2018-03-31,,-1470061000.0,322520000.0,39199810000,65410179000,111985060000,13302530713.0,5904382000,2584367000.0,2475653000.0,0.0407,-26131000.0,17344622000.0,,251493998000,212294188000,541413000.0,177395239000,15869000.0,824016000.0,541413000.0,6503000.0,922376000,55357161000,14224385000.0,8850912000,899886000.0,21887579000.0,-2812520000.0,,535870000.0,102822974000,3319415000,3120237000.0,0.0407,22464565000,535218000.0,22464565000,178573446000,1099631000.0,,18506711000,-10235534000.0,4192369000.0,275615000.0,-2792892000.0,1618174000.0,24445826000,4857943000,3420505000,12498744000.0,19366311000,17695210000.0,13302530713.0,,178573446000,,,,1668550000.0,17579018000,,13360635000.0,2717805000.0,,,,,,,,,,,,,
2018-06-30,,-2363760000.0,520066000.0,35178376000,83728740000,133974998000,,4674201000,3426011000.0,-579559000.0,,-19293000.0,28198812000.0,,283285335000,248106959000,821705000.0,217703738000,,1420510000.0,821705000.0,29875000.0,1102449000,47097487000,23882518000.0,12131587000,899886000.0,12401137000.0,-11290603000.0,,890283000.0,122993552000,4295166000,4316294000.0,,12939939000,684026000.0,12939939000,212426511000,1916070000.0,,18506711000,-32941641000.0,21887579000.0,495560000.0,-3493237000.0,2080639000.0,19376121000,9148934000,3875720000,-718637000.0,26055699000,-11330340000.0,,,212426511000,,,,2658506000.0,21600814000,,126674000.0,3996709000.0,,,,,,,,,,,,,
2018-09-30,,-3889151000.0,643646000.0,34374705000,81968249000,135661678000,16741176471.0,5072641000,2635148000.0,5217126000.0,0.0238,-2101336000.0,23555883000.0,,283849456000,249474751000,398440000.0,217629927000,,764060000.0,398440000.0,110562000.0,1126597000,47396485000,20079131000.0,11383388000,899886000.0,12071261000.0,-13657857000.0,,841604000.0,124811265000,4526643000,3476752000.0,0.0238,12205356000,681053000.0,12205356000,214779476000,1113084000.0,-7500000000.0,18506711000,-27473536000.0,12401137000.0,349024000.0,-3627170000.0,1942356000.0,21462374000,8012842000,3849135000,553504000.0,32303610000,-337876000.0,16741176471.0,-543575000.0,214779476000,,,261000.0,2627862000.0,21500703000,,150410000.0,3055440000.0,,,,,,,,,,,,,
2018-12-31,,-2523755000.0,1651135000.0,34885444000,92157871000,125581978000,,3906621000,1857193000.0,-3370115000.0,,1715021000.0,24290308000.0,,287916388000,253030944000,-526849000.0,217739849000,46570000.0,-218498000.0,-526849000.0,-99234000.0,1628234000,50126658000,20569918000.0,12722331000,899886000.0,11380978000.0,12732258000.0,,1863197000.0,114614852000,4639385000,3720390000.0,,11541749000,710598000.0,11541749000,217484960000,39481000.0,,18506711000,-19713459000.0,12071261000.0,257979000.0,-5657686000.0,1870467000.0,24771641000,7620131000,4056550000,-12298047000.0,38055955000,-682283000.0,,759685000.0,217484960000,,,12432000.0,2564376000.0,21635391000,,5110343000.0,1909948000.0,,,,,,,,,,,,,
2019-03-31,,-1949336000.0,472834000.0,32628176000,85720669000,126282506000,22040000000.0,4267027000,2868030000.0,4319710000.0,0.0195,-25850000.0,22666184000.0,,282964918000,250336742000,429780000.0,212003175000,46570000.0,773084000.0,429780000.0,87922000.0,1530253000,50525277000,19036663000.0,13012105000,899886000.0,8900528000.0,-2032563000.0,,761491000.0,114815997000,4209533000,3629521000.0,0.0195,8976591000,709366000.0,8976591000,214936304000,1138751000.0,,18506711000,-21013766000.0,11380978000.0,365667000.0,-2095014000.0,1858889000.0,24716732000,7399508000,4025143000,-343239000.0,32205023000,-2480450000.0,22040000000.0,,214936304000,,,612000.0,2478818000.0,21161367000,,25770000.0,2997640000.0,,,,,,,,,,,,,
2019-06-30,,-2366738000.0,655582000.0,33415127000,86048472000,122444404000,,880160000,3109668000.0,2959512000.0,,,22374271000.0,,281883086000,248467959000,430479000.0,208492876000,575779000.0,1000186000.0,430479000.0,43101000.0,1668307000,52916187000,18366034000.0,13818298000,899886000.0,8421629000.0,372513000.0,,898569000.0,111145731000,4388248000,4008237000.0,,8501804000,688498000.0,8501804000,212831060000,1450383000.0,,18506711000,-33861336000.0,8900528000.0,450197000.0,-607968000.0,1796695000.0,28456777000,8180238000,4006226000,4576974000.0,26762989000,-478899000.0,,,212831060000,,,-601000.0,2346627000.0,20341717000,,4099950000.0,3247078000.0,,,,,,,,,,,,,
2019-09-30,,-92000000.0,612306000.0,35166770000,77643394000,124009114000,26154700855.0,1343411000,2976258000.0,1607074000.0,0.0234,,24003315000.0,,282187384000,247020614000,612020000.0,201652508000,39300000.0,1162703000.0,612020000.0,30776000.0,1479405000,63702785000,20187971000.0,12486166000,899886000.0,11302102000.0,-9480091000.0,,839086000.0,112286438000,4025838000,3815344000.0,0.0234,11381290000,686618000.0,11381290000,211477865000,1560188000.0,,18506711000,-31049896000.0,8421629000.0,397485000.0,-4067078000.0,1728468000.0,32136852000,7729317000,3989341000,11141172000.0,18822660000,2880474000.0,26154700855.0,0.0,211477865000,,,,2285232000.0,18813238000,,,3288656000.0,,,,,,,,,,,,,
