date,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyOperatingIncome,quarterlyEbitda,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyDilutedEPS,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyDilutedAverageShares,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTaxProvision,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyBasicEPS,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyOtherShortTermInvestments
1987-09-30,95600000,,,95600000,95600000,,,,,,,,,,,,,,,,,,,,,,0.02,,,8121000.0,,,,,,,,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8121000.0,,0.02,,,
1987-12-31,76900000,,,-277200000,-277200000,,260900000.0,,,,,,,,51500000.0,,40200000.0,200500000.0,,,,26700000.0,,,,146800000.0,,,,,213900000.0,,,,,3700000.0,,-4800000,700000.0,220700000.0,,,,1500000.0,,,-76900000.0,11500000.0,18100000.0,3100000.0,,,,,,,38700000.0,123600000.0,,,407700000.0,221100000.0,356200000.0,,1200000.0,1200000.0,,,,,,,,,,,
1988-03-31,70600000,,,70600000,70600000,,,,,,,,,,,,,,,,,,,,,,-0.32,,,8121000.0,,,,,,,,-2600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8121000.0,,-0.32,,,
1988-06-30,92100000,,,92100000,92100000,,,,,,,,,,,,,,,,,,,,,,0.38,,,8121000.0,,,,,,,,3100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8121000.0,,0.38,,,
1988-09-30,86900000,,,86900000,86900000,,,,,,,,,,,,,,,,,,,,,,0.13,,,8121000.0,,,,,,,,1100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8121000.0,,0.13,,,
1988-12-31,78500000,,,-216800000,-216800000,,262900000.0,,,,,,,,49600000.0,,35000000.0,207100000.0,,,,17700000.0,,,,136700000.0,,,,,217000000.0,,,,,7300000.0,,-3400000,1200000.0,227900000.0,,,,1600000.0,,,-84900000.0,8800000.0,17400000.0,3600000.0,,,,,,,33400000.0,122200000.0,,,399600000.0,219000000.0,350000000.0,,1700000.0,1700000.0,,,,,,,,,,,
1989-03-31,84700000,,,84700000,84700000,,,,,,,,,,,,,,,,,,,,,,-0.29,,,9181000.0,,,,,,,,-2600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9181000.0,,-0.29,,,
1989-06-30,105200000,,,8600000,15400000,,283900000.0,,1600000.0,,45200000.0,,,,66100000.0,,38700000.0,224300000.0,,,,17700000.0,,60000000.0,,178700000.0,0.17,,,9411765.0,232600000.0,36600000.0,,,29800000.0,12600000.0,1600000.0,1600000,1900000.0,245200000.0,,,,1700000.0,,6400000.0,-84900000.0,9400000.0,23100000.0,,,0.0,,,,2200000.0,0.0,139400000.0,600000.0,,462600000.0,247700000.0,396500000.0,,4600000.0,4600000.0,,,37000000.0,,,9411765.0,,0.17,,,
1989-09-30,101500000,,,6700000,13600000,,253200000.0,0.0,-300000.0,0.0,42400000.0,,,,30000000.0,,33300000.0,225000000.0,,,,17700000.0,,59100000.0,,170600000.0,-0.03,,,10000000.0,207200000.0,35700000.0,,,28800000.0,12700000.0,-300000.0,-300000,1900000.0,219900000.0,,,,1600000.0,,6300000.0,-84900000.0,7900000.0,20100000.0,,,-400000.0,0.0,,,100000.0,100000.0,140100000.0,400000.0,,423800000.0,245800000.0,393800000.0,0.0,2400000.0,2400000.0,,,31600000.0,,,10000000.0,0.0,-0.03,,,
1989-12-31,92800000,,,4700000,12100000,,281800000.0,0.0,-1700000.0,0.0,41200000.0,,,,36900000.0,,39600000.0,235700000.0,,,,900000.0,,51600000.0,,166700000.0,,,,,230000000.0,36500000.0,,,29100000.0,8800000.0,-1700000.0,-1700000,1500000.0,242200000.0,,,,1700000.0,,5700000.0,-94800000.0,9900000.0,21200000.0,3400000.0,,-900000.0,0.0,,,-2000000.0,37900000.0,140900000.0,-300000.0,,448500000.0,260800000.0,411600000.0,0.0,3400000.0,3400000.0,,,,,,,0.0,,,,
1990-03-31,94400000,,,4400000,11600000,,282600000.0,-6900000.0,-2000000.0,0.0,41300000.0,,-1300000.0,300000.0,33300000.0,,39200000.0,238800000.0,,,1900000.0,-1100000.0,,53100000.0,-2900000.0,162800000.0,-0.22,,,9090909.0,230700000.0,36900000.0,,,29700000.0,9400000.0,-2000000.0,-2000000,1900000.0,243400000.0,,-4100000.0,,1600000.0,-1400000.0,5800000.0,-98800000.0,10900000.0,20400000.0,3300000.0,-800000.0,-600000.0,7500000.0,-800000.0,,,1800000.0,140000000.0,,,445400000.0,261200000.0,412100000.0,3400000.0,2600000.0,2600000.0,7200000.0,,35800000.0,,,9090909.0,3400000.0,-0.22,,,
1990-06-30,123200000,,,11600000,19000000,,313600000.0,-21100000.0,2900000.0,0.0,54100000.0,,-1400000.0,1800000.0,48200000.0,,49800000.0,243800000.0,,,-6800000.0,2900000.0,,69100000.0,-17200000.0,172500000.0,0.32,,,9062500.0,250800000.0,42500000.0,,,35100000.0,9600000.0,3000000.0,3000000,2400000.0,263800000.0,,-4100000.0,,1400000.0,16600000.0,6300000.0,-102400000.0,14600000.0,23400000.0,3400000.0,-800000.0,-800000.0,5700000.0,1200000.0,,4500000.0,3000000.0,141400000.0,1500000.0,,486100000.0,281900000.0,437900000.0,1600000.0,3900000.0,3900000.0,7400000.0,,45400000.0,7300000.0,,9062500.0,0.0,0.32,,,
1990-09-30,115400000,,,7900000,15400000,,303200000.0,-6300000.0,200000.0,0.0,48200000.0,,-1500000.0,700000.0,35800000.0,,44600000.0,240800000.0,700000.0,,4000000.0,1600000.0,,67200000.0,-3200000.0,171100000.0,0.04,,,8181818.0,244300000.0,40300000.0,,,32800000.0,10200000.0,400000.0,400000,2600000.0,258600000.0,,-3500000.0,,1400000.0,-8000000.0,6100000.0,-101400000.0,16000000.0,21600000.0,4100000.0,100000.0,-700000.0,13400000.0,-900000.0,,1100000.0,3100000.0,139400000.0,700000.0,,474300000.0,283100000.0,438500000.0,9900000.0,2900000.0,2900000.0,7500000.0,,40100000.0,7300000.0,,8181818.0,0.0,0.04,,,
1990-12-31,98000000,,,5900000,13300000,,299900000.0,-1000000.0,-1300000.0,0.0,47300000.0,,-1500000.0,700000.0,35500000.0,,46800000.0,240400000.0,-400000.0,,2800000.0,-800000.0,,50700000.0,3200000.0,168100000.0,,,,,237600000.0,41400000.0,,,34000000.0,11800000.0,-1200000.0,-1200000,2400000.0,253100000.0,,-4600000.0,,1200000.0,-8400000.0,5900000.0,-100300000.0,12800000.0,19300000.0,3700000.0,-200000.0,-1300000.0,9600000.0,200000.0,,-1500000.0,3500000.0,140100000.0,-300000.0,,468000000.0,279600000.0,432500000.0,5000000.0,3200000.0,3200000.0,7400000.0,,42100000.0,7300000.0,,,0.0,,,,
1991-03-31,101900000,,,4500000,11700000,,307400000.0,-5900000.0,-1800000.0,0.0,45200000.0,,-8700000.0,300000.0,41300000.0,,36800000.0,243900000.0,-300000.0,,-16800000.0,-2400000.0,,56700000.0,-2300000.0,164400000.0,-0.19,,,9473684.0,262300000.0,40700000.0,,,33500000.0,4900000.0,-1600000.0,-1600000,2800000.0,270600000.0,,-4600000.0,,3400000.0,15900000.0,5700000.0,-104400000.0,11700000.0,21000000.0,3400000.0,-200000.0,-700000.0,-11200000.0,-1200000.0,,-1900000.0,1800000.0,139500000.0,-300000.0,,471800000.0,279300000.0,430500000.0,-15800000.0,1900000.0,1900000.0,7200000.0,,31600000.0,7300000.0,,9473684.0,3200000.0,-0.19,,,
1991-06-30,125100000,,,10300000,17800000,,306300000.0,-6800000.0,2500000.0,0.0,54900000.0,,-2100000.0,-100000.0,42800000.0,,47800000.0,247900000.0,1700000.0,,11100000.0,300000.0,,70200000.0,-300000.0,165000000.0,0.29,,,8620690.0,248800000.0,44600000.0,,,37200000.0,4600000.0,2700000.0,2700000,2100000.0,258500000.0,,-6800000.0,,3300000.0,-15700000.0,5400000.0,-107100000.0,10500000.0,26100000.0,5100000.0,0.0,-400000.0,22900000.0,300000.0,,4400000.0,2600000.0,140800000.0,1700000.0,,471300000.0,277200000.0,428500000.0,16100000.0,2300000.0,2300000.0,7500000.0,,41900000.0,7300000.0,,8620690.0,0.0,0.29,,,
1991-09-30,123300000,,,7300000,14700000,,298600000.0,-5400000.0,600000.0,0.0,52300000.0,,-2000000.0,400000.0,36700000.0,,41200000.0,248400000.0,700000.0,,2000000.0,300000.0,,71000000.0,-300000.0,163600000.0,0.06,,,10000000.0,247200000.0,45000000.0,,,37600000.0,4400000.0,600000.0,600000,2600000.0,257400000.0,,-5500000.0,,2900000.0,-3800000.0,5300000.0,-107300000.0,9500000.0,22600000.0,5800000.0,-200000.0,-700000.0,11100000.0,1900000.0,,1300000.0,2700000.0,141100000.0,700000.0,,462200000.0,274900000.0,425500000.0,5600000.0,4200000.0,4200000.0,7400000.0,,35600000.0,7300000.0,,10000000.0,0.0,0.06,,,
1991-12-31,114500000,,,4900000,12500000,,572500000.0,-28500000.0,1000000.0,0.0,49500000.0,,-2100000.0,100000.0,59500000.0,,72600000.0,294100000.0,,,14700000.0,800000.0,,65000000.0,-21600000.0,212700000.0,,,,,479400000.0,44600000.0,,,37000000.0,16700000.0,1200000.0,1200000,3400000.0,499900000.0,,-7500000.0,,4900000.0,3500000.0,5200000.0,-109900000.0,16300000.0,32500000.0,3800000.0,300000.0,-700000.0,21800000.0,-3200000.0,,,5700000.0,184200000.0,,,785200000.0,525200000.0,725700000.0,14300000.0,1000000.0,1000000.0,7600000.0,,62000000.0,57300000.0,,,0.0,,,,
1992-03-31,148100000,,,6800000,18200000,,592400000.0,-13700000.0,-3600000.0,0.0,64700000.0,,-2200000.0,200000.0,68700000.0,,57100000.0,299800000.0,,,-23300000.0,-1600000.0,,83400000.0,-6300000.0,207200000.0,-0.39,,,9230769.0,509400000.0,57900000.0,,,46500000.0,22200000.0,-2300000.0,-2300000,3500000.0,535300000.0,,-7600000.0,,1200000.0,32200000.0,8600000.0,-115400000.0,19000000.0,32600000.0,3700000.0,4400000.0,-500000.0,-14000000.0,4400000.0,,,4000000.0,184400000.0,,,799600000.0,527500000.0,730900000.0,-21600000.0,5400000.0,5400000.0,11400000.0,,51900000.0,57300000.0,,9230769.0,1000000.0,-0.39,,,
1992-06-30,173900000,,,13700000,22900000,,592300000.0,-11200000.0,2600000.0,0.0,74100000.0,,-3100000.0,200000.0,64800000.0,,65500000.0,292100000.0,,,9100000.0,1800000.0,,99800000.0,-700000.0,208000000.0,0.29,,,8965517.0,500700000.0,60400000.0,,,51200000.0,22400000.0,3800000.0,3800000,3900000.0,526800000.0,,-11500000.0,,1200000.0,-11700000.0,9200000.0,-118100000.0,21600000.0,34400000.0,3700000.0,100000.0,-700000.0,22400000.0,-400000.0,,,4200000.0,174000000.0,,,800300000.0,539900000.0,735500000.0,10900000.0,5000000.0,5000000.0,9200000.0,,60100000.0,57300000.0,,8965517.0,0.0,0.29,,,
1992-09-30,170900000,,,12000000,21900000,,579300000.0,-8600000.0,600000.0,0.0,72500000.0,,-3100000.0,100000.0,53000000.0,,48400000.0,295100000.0,400000.0,,-8800000.0,500000.0,,98400000.0,-2600000.0,206700000.0,0.06,,,10000000.0,504900000.0,60500000.0,,,50600000.0,21900000.0,1800000.0,1800000,4600000.0,530900000.0,,-6300000.0,,1200000.0,900000.0,9300000.0,-121000000.0,20200000.0,29600000.0,4100000.0,-100000.0,-400000.0,3500000.0,-4200000.0,,2300000.0,4000000.0,174100000.0,500000.0,,786000000.0,538700000.0,733000000.0,-2800000.0,800000.0,800000.0,9900000.0,,43200000.0,57300000.0,,10000000.0,0.0,0.06,,,
1992-12-31,162900000,,,11400000,21400000,,760100000.0,-13200000.0,-117900000.0,1400000.0,71600000.0,,-3400000.0,100000.0,49200000.0,,66100000.0,293500000.0,2400000.0,,15900000.0,-113300000.0,,91300000.0,-7100000.0,25800000.0,,17900000.0,,,555100000.0,60200000.0,,,50200000.0,29000000.0,-117400000.0,-1200000,3300000.0,694000000.0,,-7500000.0,,1200000.0,-13700000.0,9800000.0,-122800000.0,20600000.0,26600000.0,109900000.0,400000.0,-600000.0,27500000.0,600000.0,,1100000.0,0.0,170700000.0,2300000.0,,785900000.0,545400000.0,736700000.0,20000000.0,1400000.0,1400000.0,10000000.0,,64900000.0,,,,0.0,,,,
1993-03-31,154300000,,,11500000,21400000,,764600000.0,-5200000.0,1300000.0,0.0,69900000.0,,-1900000.0,200000.0,57000000.0,,57600000.0,298100000.0,1200000.0,,-16300000.0,-112000000.0,,84400000.0,0.0,25300000.0,0.15,,,8666667.0,568400000.0,58400000.0,,,48500000.0,27500000.0,1300000.0,1300000,4900000.0,707000000.0,,-5300000.0,,1000000.0,10100000.0,8300000.0,-128000000.0,21700000.0,28300000.0,111100000.0,-1300000.0,-600000.0,-3600000.0,1300000.0,,2500000.0,100000.0,170100000.0,1200000.0,,789900000.0,541100000.0,732900000.0,-8900000.0,2700000.0,2700000.0,9900000.0,,56500000.0,,,8666667.0,1400000.0,0.15,,,
1993-06-30,194500000,,,20000000,30400000,,757200000.0,-8100000.0,6000000.0,0.0,85600000.0,,-1900000.0,0.0,173000000.0,,94500000.0,288000000.0,4600000.0,,-600000.0,-105900000.0,,108900000.0,-1600000.0,31600000.0,0.65,,,9230769.0,555300000.0,65600000.0,,,55300000.0,20900000.0,6000000.0,6000000,5300000.0,662700000.0,,-7000000.0,,23000000.0,-14000000.0,8200000.0,-127500000.0,89900000.0,29900000.0,86500000.0,-1200000.0,-1100000.0,21300000.0,-800000.0,,10600000.0,0.0,160500000.0,4600000.0,,788800000.0,365400000.0,615800000.0,14300000.0,1900000.0,1900000.0,10400000.0,,71500000.0,,,9230769.0,0.0,0.65,,,
1993-09-30,181900000,,,16200000,25500000,,627800000.0,89300000.0,5700000.0,0.0,73200000.0,,-1900000.0,-300000.0,60600000.0,,72300000.0,292300000.0,2800000.0,,16600000.0,-100200000.0,,108700000.0,96100000.0,35400000.0,0.62,,,9193548.0,444600000.0,57000000.0,,,48000000.0,21900000.0,5700000.0,5700000,7300000.0,555500000.0,,-6800000.0,0.0,1100000.0,-111700000.0,7300000.0,-131900000.0,90300000.0,30600000.0,89000000.0,800000.0,-400000.0,22000000.0,-400000.0,,8500000.0,0.0,160400000.0,2800000.0,,663200000.0,351900000.0,602600000.0,15200000.0,1600000.0,1600000.0,9300000.0,,71200000.0,,,9193548.0,0.0,0.62,,,
1993-12-31,156300000,,,9700000,18700000,,618800000.0,-8400000.0,1700000.0,0.0,62400000.0,,-2000000.0,,58400000.0,,81900000.0,297500000.0,-1300000.0,,-3300000.0,-98500000.0,,93900000.0,0.0,29600000.0,,,,,434400000.0,52700000.0,,,43700000.0,22400000.0,1700000.0,1700000,7200000.0,536900000.0,,-9700000.0,,700000.0,-11900000.0,7200000.0,-134500000.0,87100000.0,27500000.0,80100000.0,400000.0,-200000.0,20100000.0,-300000.0,,2300000.0,0.0,163000000.0,600000.0,,648400000.0,339900000.0,590000000.0,10400000.0,1300000.0,1300000.0,9000000.0,,81200000.0,,,,0.0,,,,
1994-03-31,163800000,,,10200000,19200000,,638900000.0,-12900000.0,-700000.0,0.0,66500000.0,,-2300000.0,100000.0,71400000.0,,76100000.0,307500000.0,1100000.0,,-21600000.0,-99200000.0,,97300000.0,0.0,26600000.0,-0.08,,,8750000.0,461500000.0,56300000.0,,,47300000.0,21800000.0,-700000.0,1500000,11000000.0,562800000.0,,-14700000.0,,600000.0,23900000.0,7500000.0,-137100000.0,86800000.0,31800000.0,79500000.0,-1000000.0,-2300000.0,-9600000.0,1400000.0,,2600000.0,4800000.0,170400000.0,1100000.0,,665500000.0,336900000.0,594100000.0,-24300000.0,2700000.0,2700000.0,9000000.0,,70700000.0,,,8750000.0,1300000.0,-0.08,,,
1994-06-30,200700000,,,20000000,29000000,,642800000.0,-12700000.0,6700000.0,0.0,81800000.0,,-2300000.0,200000.0,75800000.0,,81900000.0,312200000.0,5100000.0,,400000.0,-92500000.0,,118900000.0,-100000.0,31000000.0,0.72,,,9305556.0,454100000.0,61800000.0,,,52800000.0,22200000.0,6700000.0,6700000,9800000.0,560900000.0,,-13100000.0,,900000.0,-9300000.0,7800000.0,-135400000.0,87300000.0,34700000.0,84600000.0,500000.0,-300000.0,21400000.0,-600000.0,,11800000.0,10300000.0,176800000.0,5100000.0,,673800000.0,333900000.0,598000000.0,8300000.0,2100000.0,2100000.0,9000000.0,,70700000.0,,,9305556.0,0.0,0.72,,,
1994-09-30,188400000,,,15700000,24700000,,627200000.0,-7100000.0,4900000.0,0.0,75800000.0,,-2400000.0,100000.0,62800000.0,,62900000.0,317000000.0,3700000.0,,-5800000.0,-87600000.0,,112600000.0,100000.0,33600000.0,0.53,,,9245283.0,454400000.0,60100000.0,,,51100000.0,21600000.0,4900000.0,4900000,10200000.0,564300000.0,,-8900000.0,,400000.0,-2800000.0,8000000.0,-138000000.0,88200000.0,30300000.0,88300000.0,-700000.0,800000.0,10000000.0,100000.0,,8600000.0,5600000.0,179000000.0,3700000.0,,660800000.0,330800000.0,598000000.0,1100000.0,2200000.0,2200000.0,8900000.0,,56900000.0,,,9245283.0,0.0,0.53,,,
1994-12-31,171000000,,,9900000,19500000,,630200000.0,-11100000.0,1000000.0,0.0,72900000.0,,-2300000.0,-7100000.0,59600000.0,,78200000.0,327000000.0,0.0,,30100000.0,-86600000.0,,98100000.0,0.0,34000000.0,,,,,433000000.0,63000000.0,,,53400000.0,29500000.0,1000000.0,1000000,6400000.0,552000000.0,,-12600000.0,,300000.0,-24100000.0,8000000.0,-141400000.0,91200000.0,31900000.0,89500000.0,-400000.0,-400000.0,34900000.0,-300000.0,,1300000.0,15600000.0,185600000.0,300000.0,,664200000.0,327800000.0,604600000.0,22300000.0,1800000.0,1800000.0,9600000.0,,62300000.0,,,,0.0,,,,
1995-03-31,171000000,,,12800000,22200000,,628200000.0,-7300000.0,2000000.0,0.0,72100000.0,,-2300000.0,-4800000.0,60100000.0,,73500000.0,329600000.0,1300000.0,,-1900000.0,-84600000.0,,98900000.0,-100000.0,33600000.0,0.21,,,9523810.0,436400000.0,59300000.0,,,49900000.0,27400000.0,2000000.0,2000000,5500000.0,554700000.0,,-7600000.0,,200000.0,100000.0,8400000.0,-143600000.0,91000000.0,31900000.0,90900000.0,-1000000.0,-1000000.0,7400000.0,300000.0,,3300000.0,8200000.0,186000000.0,1300000.0,,661800000.0,324700000.0,601700000.0,-200000.0,2100000.0,2100000.0,9400000.0,,65100000.0,,,9523810.0,1800000.0,0.21,,,
1995-06-30,207900000,,,22400000,32300000,,636400000.0,-9400000.0,8100000.0,0.0,87400000.0,,-2300000.0,-7700000.0,73800000.0,,79100000.0,336700000.0,5300000.0,,700000.0,-76500000.0,,120500000.0,100000.0,39300000.0,0.87,,,9310345.0,429700000.0,65000000.0,,,55100000.0,31500000.0,8100000.0,8100000,10400000.0,557300000.0,,-10000000.0,,200000.0,-6000000.0,8500000.0,-147800000.0,91300000.0,35900000.0,96100000.0,3000000.0,-600000.0,15800000.0,400000.0,,13400000.0,16400000.0,188900000.0,5300000.0,,675700000.0,321700000.0,601900000.0,5800000.0,2500000.0,2500000.0,9900000.0,,62500000.0,,,9310345.0,0.0,0.87,,,
