date,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedAverageShares,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCashAndCashEquivalents,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyBasicEPS,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyEbitda,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyNetIncome,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyOtherIncomeExpense,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
1994-04-30,24800000.0,1356176000.0,29800000.0,,85200000.0,357500000.0,96600000.0,106000000.0,3500000.0,329100000.0,50700000.0,0.0,43700000.0,,,34400000.0,-35500000.0,15500000.0,103400000.0,-121900000.0,0.045,38000000.0,1361000000.0,,,17000000.0,24300000.0,232500000.0,1800000.0,800000.0,94800000.0,331600000.0,59900000.0,55100000.0,-136100000.0,96600000.0,98200000,,424700000.0,12400000.0,-129200000.0,,,-1100000.0,85800000,1356176000.0,,-33400000.0,373000000.0,479400000.0,988000000.0,420300000.0,,411300000,555800000.0,110700000.0,-27800000.0,47700000.0,221900000.0,,337300000.0,0.0,805200000.0,,189400000.0,135500000.0,,207200000.0,55100000.0,103600000.0,55100000,,0.0,4900000.0,0.045,,
1994-07-31,25100000.0,1376528000.0,32000000.0,,91500000.0,411200000.0,73500000.0,600000.0,3700000.0,288000000.0,60100000.0,0.0,52500000.0,,,20800000.0,-61800000.0,17600000.0,6200000.0,-121900000.0,0.045,43300000.0,1466700000.0,,,26600000.0,45200000.0,214500000.0,-23200000.0,800000.0,96600000.0,352400000.0,60100000.0,58100000.0,-51100000.0,73400000.0,110500000,,482800000.0,18300000.0,-27100000.0,,,-41000000.0,92200000,1376528000.0,,-57000000.0,428800000.0,533100000.0,1037900000.0,455800000.0,,440200000,593200000.0,112300000.0,-28400000.0,43800000.0,234700000.0,,394200000.0,0.0,873500000.0,,205500000.0,137400000.0,,244000000.0,58100000.0,113300000.0,58100000,,0.0,3800000.0,0.045,,
1994-10-31,11600000.0,,34000000.0,,97100000.0,452500000.0,160300000.0,27400000.0,5200000.0,160300000.0,58500000.0,0.0,53700000.0,,,71900000.0,-59000000.0,19700000.0,121000000.0,-170100000.0,,59700000.0,1702700000.0,,,28900000.0,36200000.0,,86900000.0,800000.0,73400000.0,378200000.0,68200000.0,63100000.0,-106600000.0,160300000.0,115100000,,545900000.0,16900000.0,,,,12900000.0,98200000,,,24700000.0,472200000.0,622600000.0,1230500000.0,496400000.0,,467800000,736400000.0,209100000.0,700000.0,418700000.0,250400000.0,,405800000.0,19300000.0,966300000.0,,217400000.0,240000000.0,,245700000.0,63100000.0,119200000.0,63100000,,-266800000.0,-11600000.0,,,
1995-01-31,35400000.0,1380928000.0,35400000.0,,101200000.0,468400000.0,190600000.0,600000.0,5600000.0,403300000.0,72900000.0,-100000.0,60000000.0,,,-1000000.0,-31700000.0,19800000.0,13900000.0,-183700000.0,0.05,64500000.0,1820000000.0,,,27900000.0,62700000.0,212700000.0,30200000.0,800000.0,160300000.0,407400000.0,74100000.0,65800000.0,17600000.0,190600000.0,117700000,,611700000.0,15600000.0,-13400000.0,100000.0,,-32700000.0,102100000,1380928000.0,-700000.0,-81800000.0,488200000.0,652100000.0,1331800000.0,544800000.0,,506100000,788200000.0,208100000.0,-28600000.0,56400000.0,268100000.0,,497900000.0,-100000.0,1031800000.0,,238000000.0,243400000.0,,273800000.0,65800000.0,135900000.0,65800000,,0.0,-1800000.0,0.05,,
1995-04-30,39000000.0,1387248000.0,50400000.0,,144100000.0,522900000.0,170800000.0,3900000.0,5900000.0,404400000.0,69800000.0,100000.0,73400000.0,,,38400000.0,-49600000.0,22200000.0,14100000.0,-214100000.0,0.07,32500000.0,2052200000.0,,,49100000.0,71100000.0,233600000.0,-19800000.0,800000.0,190600000.0,520700000.0,86900000.0,93600000.0,-70500000.0,170700000.0,164700000,,705400000.0,20000000.0,-92000000.0,0.0,,-11200000.0,144700000,1387248000.0,-1700000.0,-73500000.0,545100000.0,737000000.0,1507100000.0,623000000.0,,675400000,901800000.0,239700000.0,-54000000.0,67600000.0,370400000.0,,587300000.0,100000.0,1150400000.0,,305000000.0,278800000.0,,342700000.0,93600000.0,160300000.0,93600000,,0.0,100000.0,0.07,,
1995-07-31,39700000.0,1422032000.0,75000000.0,,214200000.0,557700000.0,262400000.0,325500000.0,5500000.0,699800000.0,99000000.0,100000.0,85800000.0,,,3200000.0,-63300000.0,22200000.0,355400000.0,-225400000.0,0.1,65700000.0,2638100000.0,,,41200000.0,31400000.0,437400000.0,91600000.0,900000.0,170700000.0,595300000.0,106600000.0,139200000.0,-267000000.0,262400000.0,231900000,,844600000.0,18500000.0,-235200000.0,-300000.0,,-60100000.0,213400000,1422032000.0,-700000.0,-153600000.0,579900000.0,783100000.0,2058200000.0,760000000.0,,897700000,1030800000.0,231100000.0,-53600000.0,84500000.0,489300000.0,,778100000.0,0.0,1607300000.0,,408400000.0,270800000.0,,391200000.0,139200000.0,195000000.0,139200000,,100000.0,-2600000.0,0.1,,
1995-10-31,11600000.0,,83700000.0,,239000000.0,630700000.0,285800000.0,40400000.0,4200000.0,769300000.0,82800000.0,-100000.0,110500000.0,,,102100000.0,-121000000.0,23100000.0,89500000.0,-228900000.0,,119300000.0,2965400000.0,,,21700000.0,186000000.0,483500000.0,23500000.0,1800000.0,262400000.0,659600000.0,118500000.0,155400000.0,-167100000.0,285800000.0,262800000,,1000000000.0,29100000.0,-232100000.0,100000.0,,-18900000.0,233700000,,-96200000.0,13700000.0,653800000.0,859600000.0,2311600000.0,861700000.0,,982700000,1181900000.0,279800000.0,-50200000.0,98300000.0,524200000.0,,817700000.0,28800000.0,1783500000.0,,458500000.0,320200000.0,,427400000.0,155400000.0,224800000.0,155400000,,0.0,-100000.0,,,
1996-01-31,50200000.0,1472008000.0,92400000.0,,264000000.0,713700000.0,266900000.0,,5200000.0,812600000.0,81300000.0,0.0,110400000.0,,,164900000.0,-117700000.0,24100000.0,-3900000.0,-251300000.0,0.12,131200000.0,3242500000.0,-7000000.0,,16800000.0,105000000.0,545700000.0,-19000000.0,1800000.0,285800000.0,757100000.0,126900000.0,171600000.0,-180000000.0,266800000.0,289300000,,1171600000.0,29700000.0,-167200000.0,-100000.0,,47200000.0,259600000,1472008000.0,300000.0,-36600000.0,737800000.0,965000000.0,2504700000.0,969600000.0,,1040600000,1299300000.0,279600000.0,-55100000.0,83300000.0,543800000.0,,932300000.0,-100000.0,1943200000.0,,496800000.0,329700000.0,,479700000.0,171600000.0,237200000.0,171600000,,-100000.0,0.0,0.12,,
1996-04-30,49600000.0,1486568000.0,100100000.0,,285800000.0,808500000.0,200000000.0,,4800000.0,642400000.0,71000000.0,-5700000.0,124900000.0,,,-28100000.0,-131500000.0,25100000.0,-9900000.0,-251300000.0,0.13,36000000.0,3333800000.0,,,9500000.0,223500000.0,442400000.0,-66900000.0,1800000.0,266800000.0,778900000.0,135400000.0,185800000.0,-28100000.0,200000000.0,314400000,,1357400000.0,33400000.0,-120200000.0,,,-159600000.0,281000000,1486568000.0,1100000.0,-248500000.0,833600000.0,1059800000.0,2500200000.0,885900000.0,,1127900000,1217700000.0,282200000.0,-81000000.0,84200000.0,586600000.0,,1020700000.0,0.0,2116100000.0,,541300000.0,331800000.0,,556600000.0,185800000.0,260300000.0,185800000,,100000.0,-200000.0,0.13,,
1996-07-31,52600000.0,1466872000.0,91000000.0,,260100000.0,881300000.0,238800000.0,,4800000.0,787500000.0,47300000.0,5500000.0,128300000.0,,,280300000.0,-115600000.0,25700000.0,-19700000.0,-309300000.0,0.115,32700000.0,3485300000.0,,,11500000.0,166100000.0,548700000.0,38900000.0,1800000.0,200000000.0,779400000.0,147700000.0,169100000.0,-222000000.0,238800000.0,296900000,,1526500000.0,40800000.0,-272400000.0,,,164700000.0,256100000,1466872000.0,-2500000.0,72900000.0,907000000.0,1190600000.0,2578300000.0,859400000.0,,1115400000,1192600000.0,280500000.0,23800000.0,84700000.0,583400000.0,,974000000.0,100000.0,2292700000.0,,532000000.0,333200000.0,,533300000.0,169100000.0,275900000.0,169100000,,-100000.0,0.0,0.115,,
1996-10-31,11600000.0,,39400000.0,,-210400000.0,919000000.0,403900000.0,,5800000.0,1037600000.0,100100000.0,200000.0,117900000.0,,,274900000.0,-87700000.0,25900000.0,63900000.0,-346600000.0,,43200000.0,3638000000.0,-30000000.0,,5700000.0,213000000.0,633700000.0,165000000.0,1800000.0,238800000.0,791900000.0,129800000.0,73100000.0,-172700000.0,403900000.0,177000000,,1599600000.0,45000000.0,-298100000.0,,,187200000.0,132000000,,-84800000.0,241600000.0,944900000.0,1265600000.0,2693100000.0,935200000.0,,860900000,1267600000.0,275500000.0,52300000.0,72900000.0,481300000.0,,822400000.0,45300000.0,2370400000.0,,379600000.0,332400000.0,,478600000.0,73100000.0,247600000.0,73100000,,100000.0,-322800000.0,,,
1997-01-31,109600000.0,1483456000.0,48000000.0,,77500000.0,912700000.0,369400000.0,18000000.0,5800000.0,1066500000.0,43400000.0,0.0,116500000.0,,,386100000.0,-277100000.0,245600000.0,-80300000.0,-399400000.0,0.02,133300000.0,3778500000.0,,,2700000.0,84000000.0,697100000.0,-34500000.0,1800000.0,403900000.0,826300000.0,125900000.0,29600000.0,-340400000.0,369400000.0,177800000,,1629100000.0,48500000.0,-147300000.0,,,109000000.0,129300000,1483456000.0,4200000.0,244300000.0,1158300000.0,1312100000.0,2620200000.0,1003000000.0,,835800000,1346300000.0,233700000.0,58200000.0,67100000.0,464100000.0,,765600000.0,0.0,2432200000.0,,371700000.0,343300000.0,,441700000.0,29600000.0,242400000.0,29600000,,0.0,-59500000.0,0.02,,
1997-04-30,107600000.0,1503192000.0,55000000.0,,157100000.0,900000000.0,202700000.0,-17200000.0,4900000.0,1074900000.0,27600000.0,-100000.0,132000000.0,,,89000000.0,-46000000.0,240600000.0,-33100000.0,-346600000.0,0.07,147700000.0,3891900000.0,,,-9000000.0,160900000.0,872200000.0,-166700000.0,1800000.0,369400000.0,875800000.0,134600000.0,102100000.0,-221100000.0,202700000.0,204900000,,1731300000.0,57300000.0,-336100000.0,,,43000000.0,147600000,1503192000.0,-100000.0,-70200000.0,1140600000.0,1246600000.0,2751300000.0,1051100000.0,,900900000,1386500000.0,227800000.0,-73400000.0,83200000.0,486800000.0,,807200000.0,0.0,2505400000.0,,414100000.0,335400000.0,,507600000.0,102100000.0,266500000.0,102100000,,100000.0,-100000.0,0.07,,
1997-07-31,116400000.0,1516800000.0,100500000.0,,287100000.0,967200000.0,213100000.0,,4900000.0,1103800000.0,31700000.0,200000.0,143900000.0,,,165900000.0,139200000.0,236700000.0,-29800000.0,-346600000.0,0.125,205400000.0,4249400000.0,,,1700000.0,216000000.0,890700000.0,10400000.0,1800000.0,202700000.0,994300000.0,141800000.0,186600000.0,-125600000.0,213100000.0,253600000,,1917900000.0,56700000.0,-234400000.0,200000.0,,305100000.0,196900000,1516800000.0,-2800000.0,-91100000.0,1203900000.0,1313800000.0,3045500000.0,1231400000.0,,1057200000,1575800000.0,228100000.0,-94600000.0,105300000.0,558300000.0,,942300000.0,-100000.0,2673600000.0,,498900000.0,344400000.0,,609000000.0,186600000.0,302000000.0,186600000,,-246400000.0,63700000.0,0.125,,
1997-10-31,47200000.0,,96900000.0,,277100000.0,1066100000.0,448000000.0,,5100000.0,1542900000.0,66500000.0,-100000.0,175300000.0,199600000.0,,60700000.0,-155500000.0,34700000.0,533900000.0,-499700000.0,,177800000.0,5070800000.0,-49900000.0,,-10400000.0,203300000.0,1094900000.0,235000000.0,3700000.0,213100000.0,1157800000.0,164400000.0,180200000.0,-359800000.0,448000000.0,333600000,,2098000000.0,56900000.0,-407600000.0,,,-94800000.0,276700000,,-53800000.0,-122500000.0,1300400000.0,1565800000.0,3770400000.0,1402100000.0,,1280400000,2128600000.0,623100000.0,-61400000.0,105500000.0,664100000.0,,1110900000.0,56200000.0,2942200000.0,,616300000.0,726500000.0,,686500000.0,180200000.0,339600000.0,180200000,,0.0,-11000000.0,,,
1998-01-31,107900000.0,1516404000.0,123300000.0,,352100000.0,1151300000.0,328300000.0,,11900000.0,1398800000.0,61900000.0,-100000.0,182300000.0,,,103200000.0,-152600000.0,228500000.0,-61700000.0,-561300000.0,0.15,209000000.0,5186600000.0,-58300000.0,,-19100000.0,252400000.0,1070500000.0,-119700000.0,3700000.0,448000000.0,1085300000.0,152200000.0,228900000.0,-160500000.0,328300000.0,361900000,,2326900000.0,66900000.0,-228000000.0,-100000.0,,-49400000.0,295000000,1467576000.0,-400000.0,-224300000.0,1379800000.0,1712600000.0,3806800000.0,1356200000.0,,1307700000,2082500000.0,618300000.0,-65200000.0,179800000.0,678200000.0,,1158600000.0,100000.0,3104100000.0,,629500000.0,726300000.0,,745400000.0,228900000.0,334500000.0,228900000,,-32300000.0,47800000.0,0.15,,
1998-04-30,110300000.0,1516988000.0,76000000.0,,217300000.0,1229700000.0,309400000.0,,11900000.0,1216200000.0,41000000.0,100000.0,181900000.0,,,38300000.0,-141000000.0,223500000.0,-81000000.0,-499700000.0,0.095,131700000.0,5140100000.0,-56700000.0,,-17200000.0,267900000.0,906800000.0,-19000000.0,3700000.0,328300000.0,1050100000.0,161400000.0,141200000.0,22800000.0,309400000.0,280600000,,2468200000.0,69700000.0,-104200000.0,,,-102700000.0,210900000,1451384000.0,-500000.0,-172200000.0,1453200000.0,1729400000.0,3686900000.0,1222800000.0,,1176300000,1949500000.0,616500000.0,32700000.0,206100000.0,622000000.0,,1225800000.0,-100000.0,3190600000.0,,554300000.0,726700000.0,,714100000.0,141200000.0,343400000.0,141200000,,100000.0,100000.0,0.095,,
1998-07-31,110400000.0,1512288000.0,15900000.0,,63400000.0,1234200000.0,387100000.0,,11300000.0,1602800000.0,6600000.0,-100000.0,154000000.0,,,471400000.0,-81800000.0,222400000.0,-1300000.0,-499700000.0,0.035,117300000.0,5039800000.0,33400000.0,,-28400000.0,98000000.0,1215700000.0,77700000.0,3700000.0,309400000.0,933400000.0,149600000.0,47500000.0,-390800000.0,387000000.0,165300000,,2515700000.0,74500000.0,-406900000.0,,,389600000.0,90800000,1467768000.0,-1500000.0,350800000.0,1456600000.0,1733900000.0,3583200000.0,1057300000.0,,884500000,1779600000.0,611800000.0,76100000.0,208900000.0,490100000.0,,814900000.0,100000.0,3260200000.0,,394400000.0,722300000.0,,632500000.0,47500000.0,303600000.0,47500000,,-100000.0,-35000000.0,0.035,,
1998-10-31,11300000.0,,-66200000.0,,-195000000.0,1261500000.0,575200000.0,,10300000.0,1763600000.0,8000000.0,0.0,125600000.0,,,203500000.0,-73200000.0,149200000.0,21000000.0,-736600000.0,,69000000.0,4929700000.0,-71700000.0,,-4100000.0,161100000.0,1188400000.0,188200000.0,3700000.0,387000000.0,1041300000.0,130500000.0,-186700000.0,-45800000.0,575200000.0,-134800000,,2328900000.0,73400000.0,-133700000.0,0.0,,130300000.0,-208200000,,-47000000.0,235700000.0,1410700000.0,1998100000.0,3519000000.0,1118300000.0,,673200000,1809100000.0,616600000.0,90200000.0,97100000.0,388100000.0,,764500000.0,62900000.0,3120600000.0,,285100000.0,690800000.0,,555900000.0,-186700000.0,493300000.0,-128600000,,0.0,-235000000.0,,,
1999-01-31,80800000.0,1516404000.0,23800000.0,,76600000.0,1226700000.0,562400000.0,52100000.0,11500000.0,1924300000.0,7700000.0,0.0,141200000.0,11100000.0,,152200000.0,-39300000.0,125400000.0,47200000.0,-771000000.0,0.035,831400000.0,4960700000.0,,,-8100000.0,194800000.0,1361900000.0,-12800000.0,3700000.0,575200000.0,203900000.0,132300000.0,52900000.0,-212800000.0,562400000.0,113400000,,2381800000.0,70800000.0,-368400000.0,,,112900000.0,42600000,1482120000.0,100000.0,28400000.0,1363200000.0,1997700000.0,3597500000.0,1043000000.0,,742500000,1740600000.0,616900000.0,3700000.0,110900000.0,421400000.0,,671300000.0,-100000.0,3220100000.0,,321100000.0,697600000.0,,552800000.0,52900000.0,278500000.0,52900000,,100000.0,15000000.0,0.035,,
1999-04-30,84400000.0,1582896000.0,63600000.0,,205300000.0,1209200000.0,518600000.0,34100000.0,11600000.0,2017700000.0,15800000.0,0.0,166100000.0,,,106400000.0,-53800000.0,153400000.0,42400000.0,-816000000.0,0.095,199700000.0,5323500000.0,,,-18100000.0,228700000.0,1499100000.0,-43900000.0,3800000.0,562400000.0,1024400000.0,158100000.0,141600000.0,-191000000.0,518600000.0,226600000,,2523500000.0,70700000.0,-365800000.0,,,52600000.0,155900000,1497200000.0,1000000.0,-107000000.0,1362600000.0,2025200000.0,3960900000.0,1239900000.0,,1117600000,1937700000.0,613300000.0,-30000000.0,107800000.0,600400000.0,,920500000.0,100000.0,3385800000.0,,517200000.0,697800000.0,,577900000.0,141600000.0,361300000.0,141600000,,-100000.0,0.0,0.09,,
1999-07-31,85000000.0,1591508000.0,109800000.0,,354200000.0,1195300000.0,578000000.0,42200000.0,11900000.0,2258600000.0,7300000.0,0.0,171200000.0,,,260900000.0,-52700000.0,167700000.0,33500000.0,-865400000.0,0.165,275800000.0,5766900000.0,,,-22700000.0,280500000.0,1680600000.0,59500000.0,3800000.0,518600000.0,1118900000.0,187300000.0,244400000.0,-234300000.0,578000000.0,407300000,,2767900000.0,67100000.0,-462000000.0,,,208200000.0,340200000,1507604000.0,1400000.0,-51900000.0,1363000000.0,2060700000.0,4403900000.0,1402000000.0,,1433500000,2099000000.0,611900000.0,600000.0,127100000.0,734900000.0,,1107700000.0,100000.0,3667900000.0,,698600000.0,697000000.0,,575300000.0,244400000.0,358400000.0,244400000,,-100000.0,-100000.0,0.155,,
1999-10-31,33200000.0,,132700000.0,,385700000.0,1227700000.0,823300000.0,230800000.0,12200000.0,2760500000.0,42300000.0,0.0,203300000.0,,,413800000.0,-58200000.0,418300000.0,177400000.0,-931200000.0,,238300000.0,6706500000.0,,,-300000.0,257900000.0,1937200000.0,245300000.0,3800000.0,578000000.0,1388800000.0,180300000.0,307800000.0,-351200000.0,823300000.0,424900000,,3075600000.0,66800000.0,-514500000.0,,,355600000.0,358100000,,7800000.0,42900000.0,1646000000.0,2158900000.0,5060500000.0,1669400000.0,,1565500000,2369900000.0,584400000.0,-22700000.0,469200000.0,780600000.0,,1198100000.0,82900000.0,4336600000.0,,784900000.0,700500000.0,,632700000.0,307800000.0,426800000.0,286800000,,-36400000.0,400000.0,,,
2000-01-31,128300000.0,1639268000.0,140800000.0,,469200000.0,1188400000.0,796300000.0,90000000.0,12100000.0,3004200000.0,37100000.0,0.0,208400000.0,,,184100000.0,-21800000.0,407100000.0,82400000.0,-970800000.0,0.215,207200000.0,7058000000.0,,,1200000.0,322500000.0,2207900000.0,-27000000.0,3900000.0,823300000.0,1343700000.0,183200000.0,328500000.0,-292500000.0,796300000.0,524800000,,3404100000.0,80900000.0,-593200000.0,,,162300000.0,443900000,1539968000.0,6700000.0,-232000000.0,1595500000.0,2159200000.0,5462500000.0,1588000000.0,,1667000000,2301500000.0,585100000.0,-50300000.0,136600000.0,831500000.0,,1320400000.0,100000.0,4756500000.0,,835500000.0,713500000.0,,683400000.0,328500000.0,391600000.0,328500000,,0.0,-100000.0,0.2,,
2000-04-30,135806000.0,1722400000.0,200945000.0,,669816000.0,1241786000.0,1186813000.0,39214000.0,13259000.0,3373928000.0,42081000.0,0.0,253283000.0,150945000.0,,369137000.0,-91592000.0,248011000.0,35422000.0,-1051540000.0,0.29,1381215000.0,8129834000.0,,,-5452000.0,539145000.0,2187115000.0,345692000.0,8076000.0,796300000.0,501865000.0,230470000.0,468871000.0,-56753000.0,1186813000.0,676991000,,3917603000.0,103146000.0,-504306000.0,,,277545000.0,573845000,1610284000.0,3175000.0,-203950000.0,1640742000.0,2293326000.0,6489092000.0,1925161000.0,,2190031000,2636814000.0,575847000.0,-207540000.0,153486000.0,1092433000.0,,1650661000.0,0.0,5493020000.0,,1097598000.0,711653000.0,,979751000.0,468871000.0,523753000.0,468871000,,0.0,28158000.0,0.27,,
2000-07-31,135879000.0,1724142000.0,258763000.0,,862544000.0,1280137000.0,1342835000.0,41857000.0,12665000.0,3747328000.0,81921000.0,0.0,303946000.0,145410000.0,,405354000.0,-112140000.0,240913000.0,81399000.0,-1094953000.0,0.375,397153000.0,9218823000.0,,,-14126000.0,553596000.0,2404493000.0,156022000.0,8111000.0,1186813000.0,1899550000.0,261717000.0,603781000.0,-329518000.0,1342835000.0,911795000,,4521384000.0,85556000.0,-770974000.0,,,293214000.0,826239000,1618690000.0,-392000.0,-283591000.0,1666460000.0,2375090000.0,7552363000.0,2378624000.0,,2732028000,3088839000.0,574336000.0,-157733000.0,179270000.0,1340126000.0,,2162251000.0,0.0,6129984000.0,,1391902000.0,710215000.0,,1132625000.0,603781000.0,565663000.0,603781000,,0.0,0.0,0.35,,
2000-10-31,108545000.0,,284485000.0,,948282000.0,1366782000.0,1647604000.0,105287000.0,13221000.0,4228039000.0,106297000.0,0.0,327413000.0,,,693224000.0,-157723000.0,339801000.0,-50079000.0,-1129694000.0,,384806000.0,10545730000.0,,,-19170000.0,593016000.0,2580435000.0,304769000.0,8125000.0,1342835000.0,2268608000.0,276037000.0,663797000.0,-333665000.0,1647604000.0,1198616000,,5185181000.0,92368000.0,-768958000.0,,,535501000.0,1106248000,,-246745000.0,-203674000.0,1706583000.0,2496476000.0,8839147000.0,2759711000.0,,2920163000,3441382000.0,573126000.0,-373017000.0,206870000.0,1411256000.0,,2351379000.0,0.0,7104348000.0,,1508907000.0,681671000.0,,1503751000.0,663797000.0,402659000.0,663797000,,0.0,0.0,,,
2001-01-31,124442000.0,1689786000.0,239189000.0,,797296000.0,1441028000.0,1648966000.0,,12375000.0,3934002000.0,155797000.0,0.0,336312000.0,,,-4326000.0,-163796000.0,349188000.0,-113590000.0,-1129694000.0,0.345,385636000.0,10773019000.0,-173387000.0,,10564000.0,712284000.0,2285036000.0,1362000.0,8100000.0,1647604000.0,2018840000.0,245806000.0,558107000.0,131603000.0,1648966000.0,842363000,,5743288000.0,91830000.0,-416885000.0,,,-168122000.0,750533000,1620874000.0,847000.0,-655110000.0,1790216000.0,2570722000.0,8982803000.0,2560273000.0,,2731132000,3254217000.0,569502000.0,-232872000.0,323455000.0,1398481000.0,,2470454000.0,0.0,7518802000.0,,1332651000.0,693944000.0,,1709176000.0,558107000.0,582118000.0,558107000,,0.0,0.0,0.33,,
2001-04-30,124744000.0,1695824000.0,89218000.0,,315948000.0,1549206000.0,1977310000.0,,11897000.0,4540387000.0,117552000.0,0.0,312606000.0,,,838634000.0,-189531000.0,343924000.0,-22914000.0,-1129694000.0,0.14,187257000.0,10546566000.0,11238000.0,,-5971000.0,457675000.0,2563077000.0,328344000.0,8131000.0,1648966000.0,1798452000.0,209515000.0,226730000.0,-467572000.0,1977310000.0,367611000,,5970018000.0,93174000.0,-735716000.0,,,649103000.0,274437000,1622708000.0,1032000.0,499280000.0,1893130000.0,2678900000.0,8653436000.0,2103261000.0,,1909435000,2794432000.0,566427000.0,49381000.0,305611000.0,1054463000.0,,1614911000.0,0.0,7752134000.0,,854972000.0,691171000.0,,1649122000.0,226730000.0,580535000.0,226730000,,0.0,-58414000.0,0.135,,
2001-07-31,126505000.0,1707810000.0,16120000.0,,44645000.0,1653001000.0,1365036000.0,,10709000.0,4680922000.0,104645000.0,0.0,277333000.0,,,294019000.0,-184344000.0,339258000.0,33951000.0,,0.02,138689000.0,10233286000.0,47391000.0,,-39408000.0,423051000.0,3315886000.0,-612274000.0,8163000.0,1977310000.0,1502940000.0,240348000.0,28525000.0,-937153000.0,1365036000.0,98923000,,5998543000.0,97722000.0,-1175860000.0,,,109675000.0,1201000,1629840000.0,-2258000.0,170030000.0,1992259000.0,1653001000.0,8241027000.0,1746274000.0,,1333871000,2438672000.0,565893000.0,190201000.0,244711000.0,800839000.0,,1315800000.0,0.0,7794614000.0,,533032000.0,692398000.0,,1453996000.0,28525000.0,531831000.0,28525000,,0.0,-14150000.0,0.015,,
2001-10-31,124152000.0,,-15953000.0,,-54087000.0,1706488000.0,1356304000.0,,12659000.0,4841392000.0,4807000.0,0.0,272548000.0,,,451977000.0,-172949000.0,339848000.0,-158072000.0,-1309099000.0,,50478000.0,9828510000.0,-256642000.0,,24445000.0,460994000.0,3485088000.0,-8732000.0,8158000.0,1365036000.0,1477531000.0,206255000.0,-38134000.0,-310191000.0,1356304000.0,8220000,,5693010000.0,104245000.0,-577219000.0,,,279028000.0,-96025000,,88609000.0,124878000.0,2046336000.0,3015587000.0,7782174000.0,1532816000.0,,1368810000,2221773000.0,564805000.0,314454000.0,199549000.0,837432000.0,,776451000.0,0.0,7606737000.0,,531378000.0,688957000.0,,1412997000.0,-38134000.0,627403000.0,-38134000,,-21017000.0,-148600000.0,,,
2002-01-31,121411000.0,1636418000.0,-19037000.0,,-64532000.0,1682344000.0,1101435000.0,79326000.0,11991000.0,4888287000.0,64976000.0,0.0,246799000.0,,,101108000.0,-86586000.0,417138000.0,143404000.0,-1309099000.0,-0.03,133700000.0,9810153000.0,,,1094000.0,535197000.0,3786852000.0,-254869000.0,8199000.0,1356304000.0,1310528000.0,153847000.0,-45495000.0,-493789000.0,1101435000.0,-8816000,,5647515000.0,91857000.0,-860438000.0,27605000.0,,14522000.0,-100673000,1636418000.0,4341000.0,14800000.0,2099482000.0,2991443000.0,7710671000.0,1509204000.0,,1000460000,2192936000.0,562321000.0,148932000.0,232929000.0,615008000.0,,777582000.0,0.0,7617217000.0,,385452000.0,683732000.0,,1259915000.0,-45495000.0,486125000.0,-45495000,,0.0,-85479000.0,-0.03,,
