date,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedAverageShares,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCashAndCashEquivalents,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyBasicEPS,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyEbitda,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyNetIncome,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyOtherIncomeExpense,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
2016-07-31,16000000.0,1093000000.0,59000000.0,-2000000.0,564000000.0,905000000.0,2828000000.0,0.0,38000000.0,3266000000.0,0.0,5000000.0,386000000.0,621000000.0,0.0,981000000.0,-50000000.0,0.0,-301000000.0,-2153000000.0,0.47,0.0,13699000000.0,-196000000.0,63000000.0,-87000000.0,208000000.0,438000000.0,358000000.0,11000000.0,2470000000.0,1800000000.0,210000000.0,505000000.0,-322000000.0,2828000000.0,699000000,-108000000.0,14750000000.0,97000000.0,-483000000.0,5000000.0,48000000.0,931000000.0,596000000,1083000000.0,21000000.0,310000000.0,6300000000.0,3058000000.0,7399000000.0,2964000000.0,23000000.0,2821000000,6880000000.0,3343000000.0,-100000000.0,255000000.0,1629000000.0,458000000.0,1852000000.0,573000000.0,6819000000.0,960000000.0,1192000000.0,3916000000.0,171000000.0,2026000000.0,505000000.0,596000000.0,505000000,3305000000.0,0.0,0.0,0.46,1164000000.0,
2016-10-31,1000000.0,1093000000.0,130000000.0,0.0,740000000.0,937000000.0,3406000000.0,44000000.0,38000000.0,3749000000.0,200000000.0,5000000.0,394000000.0,575000000.0,-11000000.0,797000000.0,-88000000.0,0.0,-230000000.0,-2106000000.0,0.56,0.0,14588000000.0,-171000000.0,-430000000.0,-115000000.0,553000000.0,343000000.0,578000000.0,11000000.0,2828000000.0,2056000000.0,228000000.0,610000000.0,11000000.0,3406000000.0,878000000,-108000000.0,15252000000.0,100000000.0,-443000000.0,18000000.0,51000000.0,709000000.0,777000000,1081000000.0,7000000.0,16000000.0,6235000000.0,3043000000.0,8353000000.0,3632000000.0,101000000.0,3297000000,7371000000.0,3143000000.0,-24000000.0,275000000.0,1898000000.0,467000000.0,2279000000.0,596000000.0,7217000000.0,929000000.0,1399000000.0,3739000000.0,191000000.0,2050000000.0,610000000.0,622000000.0,610000000,3316000000.0,0.0,0.0,0.56,1376000000.0,
2017-01-31,2000000.0,1089000000.0,68000000.0,0.0,771000000.0,949000000.0,3491000000.0,0.0,38000000.0,4147000000.0,200000000.0,44000000.0,417000000.0,527000000.0,0.0,646000000.0,-64000000.0,0.0,-194000000.0,-2146000000.0,0.65,0.0,15244000000.0,-130000000.0,-89000000.0,-106000000.0,286000000.0,656000000.0,85000000.0,11000000.0,3406000000.0,2139000000.0,221000000.0,703000000.0,-367000000.0,3491000000.0,906000000,-108000000.0,15847000000.0,97000000.0,-589000000.0,9000000.0,54000000.0,582000000.0,807000000,1078000000.0,25000000.0,-198000000.0,6150000000.0,3095000000.0,9094000000.0,3808000000.0,59000000.0,3278000000,7557000000.0,3125000000.0,-231000000.0,297000000.0,1833000000.0,498000000.0,2369000000.0,624000000.0,7687000000.0,909000000.0,1445000000.0,3749000000.0,-158000000.0,2281000000.0,703000000.0,638000000.0,703000000,3316000000.0,0.0,0.0,0.65,1669000000.0,
2017-04-30,4000000.0,1087000000.0,84000000.0,0.0,908000000.0,969000000.0,4944000000.0,46000000.0,44000000.0,6744000000.0,200000000.0,4000000.0,437000000.0,490000000.0,-26000000.0,898000000.0,-77000000.0,0.0,1836000000.0,-2203000000.0,0.76,0.0,18240000000.0,-282000000.0,-9000000.0,-110000000.0,601000000.0,1800000000.0,1453000000.0,11000000.0,3491000000.0,2310000000.0,223000000.0,824000000.0,-1281000000.0,4944000000.0,1055000000,-108000000.0,16564000000.0,103000000.0,-1779000000.0,0.0,53000000.0,821000000.0,940000000,1078000000.0,-16000000.0,-62000000.0,6222000000.0,3172000000.0,12018000000.0,4097000000.0,83000000.0,3546000000,10028000000.0,5302000000.0,-328000000.0,284000000.0,1946000000.0,514000000.0,2381000000.0,629000000.0,8212000000.0,961000000.0,1600000000.0,5931000000.0,114000000.0,2609000000.0,824000000.0,660000000.0,824000000,3330000000.0,0.0,0.0,0.76,1787000000.0,
2017-07-31,8000000.0,1083000000.0,53000000.0,-205000000.0,978000000.0,996000000.0,5278000000.0,1000000.0,59000000.0,7231000000.0,0.0,3000000.0,454000000.0,461000000.0,-30000000.0,1366000000.0,-80000000.0,0.0,-683000000.0,-2251000000.0,0.86,0.0,19078000000.0,-375000000.0,124000000.0,-101000000.0,935000000.0,1953000000.0,334000000.0,11000000.0,4944000000.0,2255000000.0,223000000.0,925000000.0,-349000000.0,5278000000.0,1139000000,-107000000.0,17383000000.0,102000000.0,-1174000000.0,6000000.0,55000000.0,1286000000.0,1023000000,1071000000.0,-3000000.0,284000000.0,6347000000.0,3247000000.0,12731000000.0,4371000000.0,12000000.0,3744000000,10362000000.0,5303000000.0,-266000000.0,366000000.0,2044000000.0,566000000.0,2258000000.0,688000000.0,8716000000.0,1059000000.0,1700000000.0,5991000000.0,197000000.0,2876000000.0,925000000.0,677000000.0,925000000,3357000000.0,0.0,14000000.0,0.85,2116000000.0,
2017-10-31,,1076000000.0,92000000.0,0.0,1074000000.0,1066000000.0,5010000000.0,50000000.0,57000000.0,7276000000.0,,4000000.0,466000000.0,412000000.0,-12000000.0,699000000.0,-124000000.0,0.0,-438000000.0,-2245000000.0,0.92,0.0,19419000000.0,-385000000.0,-63000000.0,-64000000.0,921000000.0,2266000000.0,-268000000.0,11000000.0,5278000000.0,2450000000.0,223000000.0,982000000.0,-529000000.0,5010000000.0,1236000000,-107000000.0,18258000000.0,105000000.0,-1314000000.0,-24000000.0,58000000.0,575000000.0,1098000000,1064000000.0,-17000000.0,-401000000.0,6501000000.0,3311000000.0,12918000000.0,4115000000.0,112000000.0,3969000000,10070000000.0,5304000000.0,-54000000.0,374000000.0,2182000000.0,551000000.0,2338000000.0,651000000.0,9349000000.0,1143000000.0,1787000000.0,5955000000.0,92000000.0,2930000000.0,982000000.0,689000000.0,982000000,3368000000.0,0.0,0.0,0.91,1665000000.0,
2018-01-31,,1071000000.0,1027000000.0,,1162000000.0,1195000000.0,6799000000.0,,59000000.0,7454000000.0,,-141000000.0,488000000.0,362000000.0,-5000000.0,1466000000.0,-203000000.0,0.0,-1029000000.0,-2305000000.0,0.13,0.0,19663000000.0,-782000000.0,156000000.0,-79000000.0,1944000000.0,655000000.0,1789000000.0,11000000.0,5010000000.0,2381000000.0,236000000.0,135000000.0,1352000000.0,6799000000.0,1340000000,-106000000.0,18288000000.0,119000000.0,-384000000.0,65000000.0,65000000.0,1263000000.0,1196000000,1056000000.0,41000000.0,1106000000.0,6634000000.0,3500000000.0,13029000000.0,4399000000.0,153000000.0,4204000000,11157000000.0,5305000000.0,-195000000.0,268000000.0,2284000000.0,611000000.0,2182000000.0,295000000.0,8506000000.0,1203000000.0,1920000000.0,6758000000.0,-125000000.0,3125000000.0,135000000.0,724000000.0,135000000,3368000000.0,0.0,0.0,0.13,2018000000.0,
2018-04-30,,1040000000.0,166000000.0,,1295000000.0,1257000000.0,4870000000.0,56000000.0,56000000.0,5352000000.0,,-13000000.0,509000000.0,313000000.0,0.0,611000000.0,-121000000.0,,-2562000000.0,-2355000000.0,1.1,,18498000000.0,-2500000000.0,-482000000.0,-78000000.0,488000000.0,482000000.0,-1929000000.0,10000000.0,6799000000.0,2619000000.0,254000000.0,1129000000.0,22000000.0,4870000000.0,1459000000,-105000000.0,19216000000.0,108000000.0,-345000000.0,11000000.0,64000000.0,490000000.0,1327000000,1029000000.0,45000000.0,-746000000.0,6607000000.0,3612000000.0,11891000000.0,4580000000.0,82000000.0,4567000000,11456000000.0,5306000000.0,-369000000.0,380000000.0,2477000000.0,630000000.0,2665000000.0,288000000.0,7042000000.0,1214000000.0,2090000000.0,6876000000.0,225000000.0,3494000000.0,1129000000.0,763000000.0,1129000000,3368000000.0,,,1.09,1961000000.0,
2018-07-31,,1005000000.0,66000000.0,,1239000000.0,1321000000.0,3374000000.0,0.0,59000000.0,3984000000.0,,-6000000.0,504000000.0,263000000.0,0.0,633000000.0,-133000000.0,,-1455000000.0,-2403000000.0,1.18,,17883000000.0,-1250000000.0,-217000000.0,-77000000.0,391000000.0,610000000.0,-1496000000.0,10000000.0,4870000000.0,2741000000.0,266000000.0,1173000000.0,-674000000.0,3374000000.0,1408000000,-199000000.0,20191000000.0,110000000.0,-932000000.0,-7000000.0,64000000.0,500000000.0,1257000000,994000000.0,26000000.0,-733000000.0,6994000000.0,3724000000.0,10889000000.0,4322000000.0,121000000.0,4468000000,11058000000.0,5308000000.0,-187000000.0,342000000.0,2441000000.0,640000000.0,2882000000.0,280000000.0,6825000000.0,1613000000.0,2027000000.0,6736000000.0,114000000.0,3681000000.0,1173000000.0,770000000.0,1173000000,3368000000.0,,,1.17,1581000000.0,
2018-10-31,,984000000.0,122000000.0,0.0,998000000.0,1407000000.0,3440000000.0,68000000.0,60000000.0,4030000000.0,,-4000000.0,518000000.0,213000000.0,-1000000.0,1077000000.0,-165000000.0,,-882000000.0,-2405000000.0,0.9,,17773000000.0,-751000000.0,317000000.0,-125000000.0,453000000.0,590000000.0,66000000.0,10000000.0,3374000000.0,2721000000.0,246000000.0,876000000.0,-129000000.0,3440000000.0,1178000000,-195000000.0,20874000000.0,120000000.0,-416000000.0,0.0,65000000.0,912000000.0,1016000000,974000000.0,-18000000.0,34000000.0,7026000000.0,3812000000.0,10747000000.0,4068000000.0,136000000.0,4014000000,10934000000.0,5309000000.0,-41000000.0,430000000.0,2234000000.0,645000000.0,2565000000.0,303000000.0,6839000000.0,1568000000.0,1780000000.0,6866000000.0,-35000000.0,3722000000.0,876000000.0,764000000.0,876000000,3368000000.0,,,0.89,1347000000.0,
2019-01-31,,965000000.0,117000000.0,,888000000.0,1456000000.0,3192000000.0,,60000000.0,3712000000.0,,-74000000.0,516000000.0,199000000.0,0.0,834000000.0,-133000000.0,,-1016000000.0,-2466000000.0,0.81,,18922000000.0,-750000000.0,-121000000.0,-154000000.0,464000000.0,520000000.0,-248000000.0,9000000.0,3440000000.0,2420000000.0,241000000.0,771000000.0,-66000000.0,3192000000.0,1036000000,-192000000.0,23032000000.0,88000000.0,-397000000.0,1000000.0,65000000.0,701000000.0,908000000,957000000.0,41000000.0,-132000000.0,8637000000.0,3922000000.0,10285000000.0,3776000000.0,129000000.0,3753000000,10713000000.0,5310000000.0,18000000.0,426000000.0,2088000000.0,624000000.0,2444000000.0,324000000.0,8209000000.0,1588000000.0,1665000000.0,6937000000.0,-313000000.0,3703000000.0,771000000.0,757000000.0,771000000,3368000000.0,,,0.8,1356000000.0,
2019-04-30,,948000000.0,93000000.0,,759000000.0,1494000000.0,3116000000.0,73000000.0,60000000.0,3623000000.0,,-6000000.0,508000000.0,185000000.0,-23000000.0,800000000.0,-118000000.0,,-747000000.0,-2534000000.0,0.71,,18775000000.0,-625000000.0,181000000.0,-138000000.0,442000000.0,507000000.0,-76000000.0,9000000.0,3192000000.0,2212000000.0,246000000.0,666000000.0,-129000000.0,3116000000.0,913000000,-189000000.0,23502000000.0,94000000.0,-430000000.0,-10000000.0,65000000.0,682000000.0,776000000,942000000.0,8000000.0,-23000000.0,8713000000.0,4028000000.0,10062000000.0,3605000000.0,12000000.0,3539000000,10574000000.0,5311000000.0,26000000.0,498000000.0,2009000000.0,588000000.0,2264000000.0,332000000.0,8201000000.0,1609000000.0,1530000000.0,6969000000.0,-96000000.0,3677000000.0,666000000.0,754000000.0,666000000,3399000000.0,,,0.7,1393000000.0,
2019-07-31,,937000000.0,211000000.0,,782000000.0,1513000000.0,3014000000.0,0.0,58000000.0,3561000000.0,,-3000000.0,515000000.0,170000000.0,-5000000.0,787000000.0,-93000000.0,,-727000000.0,-2602000000.0,0.61,,18805000000.0,-528000000.0,-107000000.0,-137000000.0,479000000.0,547000000.0,-102000000.0,9000000.0,3116000000.0,2355000000.0,240000000.0,571000000.0,-162000000.0,3014000000.0,929000000,-196000000.0,23880000000.0,89000000.0,-543000000.0,-10000000.0,67000000.0,694000000.0,802000000,929000000.0,8000000.0,62000000.0,8763000000.0,4115000000.0,10042000000.0,3785000000.0,85000000.0,3562000000,10689000000.0,5312000000.0,138000000.0,569000000.0,2005000000.0,591000000.0,2373000000.0,339000000.0,8116000000.0,1650000000.0,1557000000.0,6904000000.0,72000000.0,3539000000.0,571000000.0,755000000.0,571000000,3399000000.0,,,0.61,1430000000.0,
2019-10-31,,931000000.0,142000000.0,,840000000.0,1529000000.0,3129000000.0,72000000.0,59000000.0,3618000000.0,600000000.0,-3000000.0,515000000.0,156000000.0,0.0,826000000.0,-97000000.0,,-625000000.0,-2542000000.0,0.76,,19024000000.0,-500000000.0,-160000000.0,-180000000.0,555000000.0,489000000.0,115000000.0,9000000.0,3014000000.0,958000000.0,255000000.0,698000000.0,-86000000.0,3129000000.0,991000000,-194000000.0,24386000000.0,92000000.0,-544000000.0,0.0,66000000.0,729000000.0,864000000,920000000.0,-8000000.0,-22000000.0,8818000000.0,4071000000.0,10206000000.0,4447000000.0,160000000.0,3754000000,10810000000.0,4713000000.0,66000000.0,581000000.0,2120000000.0,587000000.0,2533000000.0,375000000.0,8214000000.0,1703000000.0,1634000000.0,6363000000.0,90000000.0,3474000000.0,698000000.0,770000000.0,698000000,3399000000.0,,,0.75,1336000000.0,
