date,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyChangeInInventory,quarterlyIncomeTaxPayable
1986-09-30,,,,,,,10000000.0,,,,,,,3000000,,,3000000,,3000000,,,,,,,,,,,,,0.3,,,,,,,,,,,10000000.0,,,,,6000000.0,,,,0.3,,,,,,,,6000000.0,,,,,6000000.0,,,,,,,,,,,,
1986-12-31,245100000.0,14600000.0,,,,,,,,,,,,900000,,,900000,,900000,,,,,,,,,,,,,,,86400000.0,,,,,,,,,,158700000.0,,,,18300000.0,,,,,30100000.0,,,,,,,11700000.0,,,,,18300000.0,,,,,,,,,,,,
1987-03-31,,,,,,,10370370.0,,,,,,,2800000,,,2800000,,2800000,,,,,,,,,,,,,0.27,,,,,,,,,,,10370370.0,,,,,7100000.0,,,,0.27,,,,,,,,7100000.0,,,,,7100000.0,,,,,,,,,,,,
1987-06-30,,,,,,,10384615.0,,,,,,,2700000,,,2700000,,2700000,,,,,,,,,,,,,0.26,,,,,,,,,,,10384615.0,,,,,7100000.0,,,,0.26,,,,,,,,7100000.0,,,,,7100000.0,,,,,,,,,,,,
1987-09-30,,,,,,,10400000.0,,,,,,,2600000,,,2600000,,2600000,,,,,,,,,,,,,0.25,,,,,,,,,,,10400000.0,,,,,7100000.0,,,,0.25,,,,,,,,7100000.0,,,,,7100000.0,,,,,,,,,,,,
1987-12-31,244300000.0,8400000.0,,,,,,,,,,,,2500000,,,2500000,,2500000,,,,,,,,,,,,,,,79700000.0,,,,,,,,,,164600000.0,,,,16300000.0,,,,,-13800000.0,,,,,,,7100000.0,,,,,16300000.0,,,,,,,,,,,,
1988-03-31,,,,,,,11153846.0,,,,,,,2900000,,,2900000,,2900000,,,,,,,,,,,,,0.26,,,,,,,,,,,11153846.0,,,,,7400000.0,,,,0.26,,,,,,,,7400000.0,,,,,7400000.0,,,,,,,,,,,,
1988-06-30,,,,,,,11153846.0,,,,,,,2900000,,,2900000,,2900000,,,,,,,,,,,,,0.26,,,,,,,,,,,11153846.0,,,,,7400000.0,,,,0.26,,,,,,,,7400000.0,,,,,7400000.0,,,,,,,,,,,,
1988-09-30,,,,,,,10740741.0,,,,,,,2900000,,,2900000,,2900000,,,,,,,,,,,,,0.27,,,,,,,,,,,10740741.0,,,,,7500000.0,,,,0.27,,,,,,,,7500000.0,,,,,7500000.0,,,,,,,,,,,,
1988-12-31,255600000.0,3600000.0,,,,,,,,,,,,2900000,,,2900000,,2900000,,,,,,,,,,,,,,,93700000.0,,,,,,,,,,161900000.0,,,,17300000.0,,,,,,,,,,,,7500000.0,,,,,17300000.0,,,,,,,,,,,,
1989-03-31,,,,,,,10869565.0,,,,,,,2500000,,,2500000,,2500000,,,,,,,,,,,,,0.23,,,,,,,,,,,10869565.0,,,,,7200000.0,,,,0.23,,,,,,,,7200000.0,,,,,7200000.0,,,,,,,,,,,,
1989-06-30,,,,,,,10909091.0,,,,,,,2400000,,,2400000,,2400000,,,,,,,,,,,,,0.22,,,,,,,,,,,10909091.0,,,,,7000000.0,,,,0.22,,,,,,,,7000000.0,,,,,7000000.0,,,,,,,,,,,,
1989-09-30,,,,,,,10833333.0,,,,,,,2600000,,,2600000,,2600000,,,,,,,,,,,,,0.24,,,,,,,,,,,10833333.0,,,,,7000000.0,,,,0.24,,,,,,,,7000000.0,,,,,7000000.0,,,,,,,,,,,,
1989-12-31,240900000.0,80000000.0,,,,,,,,,,,,3600000,,,4000000,,3600000,,169800000.0,0.0,,,,,,,,,,,,83200000.0,,,,,,,,,,157700000.0,,,53200000.0,16000000.0,,,,,-21800000.0,,,,,169800000.0,,8500000.0,,,,,16000000.0,,,,,,,,,,,,
1990-03-31,233000000.0,69000000.0,,,2200000.0,-3600000.0,10909091.0,,,,,400000.0,,3600000,,300000.0,3600000,,3600000,1100000.0,170900000.0,0.0,,,2000000.0,-1800000.0,,,600000.0,-500000.0,-6000000.0,0.33,,72200000.0,,,100000.0,-300000.0,,,4200000.0,,10909091.0,160800000.0,700000.0,-6000000.0,47400000.0,9900000.0,,,-1300000.0,0.33,-18700000.0,,,-6500000.0,,170900000.0,-100000.0,7700000.0,2300000.0,,,,9500000.0,-400000.0,,,,,,,,,,,
1990-06-30,256500000.0,73100000.0,,,4400000.0,-200000.0,11363636.0,,,,,1400000.0,,2500000,,300000.0,2500000,,2500000,,151200000.0,0.0,,,1900000.0,-3100000.0,,,-400000.0,-2200000.0,-2200000.0,0.22,,77300000.0,,,200000.0,0.0,,,,,11363636.0,161000000.0,-200000.0,-2100000.0,90500000.0,12500000.0,,,300000.0,0.22,-18500000.0,,,-4400000.0,,151200000.0,-200000.0,8000000.0,4600000.0,,,,11100000.0,400000.0,,,,,,,,,,,
1990-09-30,255100000.0,69900000.0,,,7500000.0,200000.0,11481481.0,,,,,900000.0,,3100000,,300000.0,3100000,,3100000,,150700000.0,0.0,,,1800000.0,-3100000.0,,,-1800000.0,-2300000.0,-500000.0,0.27,,74600000.0,,,0.0,800000.0,,,,,11481481.0,165600000.0,-1500000.0,-2900000.0,89900000.0,12700000.0,,,2300000.0,0.27,-17700000.0,,,-5700000.0,,150700000.0,-300000.0,8700000.0,7800000.0,,,,11800000.0,1600000.0,,,,,,,,,,,
1990-12-31,270800000.0,77700000.0,,,-700000.0,-200000.0,,,,,,900000.0,,2900000,,100000.0,2900000,,2900000,0.0,166600000.0,0.0,,,1800000.0,-3300000.0,,,-6600000.0,-2600000.0,-900000.0,,,81900000.0,,,100000.0,-600000.0,,,,,,175600000.0,-5100000.0,1100000.0,90100000.0,12800000.0,,,-2000000.0,,-17400000.0,,,5500000.0,,166600000.0,-1500000.0,8600000.0,800000.0,,,,11900000.0,-1000000.0,,,,,,,,,,,
1991-03-31,299900000.0,86000000.0,,,4800000.0,100000.0,14000000.0,,,,,1400000.0,,2800000,,300000.0,2800000,,2800000,,159100000.0,0.0,,,2100000.0,-4500000.0,,,-3300000.0,-2800000.0,-1100000.0,0.2,,91400000.0,,,-200000.0,700000.0,,,800000.0,,14000000.0,182200000.0,-3300000.0,-500000.0,126800000.0,15800000.0,,,-400000.0,0.2,-17500000.0,,,-1400000.0,,159100000.0,,9900000.0,4800000.0,,,,14400000.0,1000000.0,,,,,,,,,,,
1991-06-30,302500000.0,84300000.0,,,5700000.0,-300000.0,15263158.0,,,,,1300000.0,,2900000,,200000.0,2900000,,2900000,,163300000.0,0.0,,,2100000.0,-4700000.0,,,-600000.0,-3000000.0,-700000.0,0.19,,90200000.0,,,0.0,500000.0,,,,,15263158.0,188100000.0,-400000.0,-1500000.0,125500000.0,16300000.0,,,700000.0,0.19,-17600000.0,,,-5500000.0,,163300000.0,,10300000.0,5900000.0,,,,15000000.0,1000000.0,,,,,,,,,,,
1991-09-30,301300000.0,83100000.0,,,5600000.0,500000.0,15238095.0,,,,,1500000.0,,3200000,,500000.0,3200000,,3200000,,163300000.0,0.0,,,2100000.0,-4700000.0,,,-600000.0,-3200000.0,-400000.0,0.21,,89000000.0,,,,100000.0,,,,,15238095.0,188200000.0,-300000.0,-700000.0,124200000.0,17100000.0,,,600000.0,0.21,-17500000.0,,,-4800000.0,,163300000.0,-300000.0,10900000.0,5900000.0,,,,15600000.0,600000.0,,,,,,,,,,,
1991-12-31,320500000.0,85200000.0,,,5600000.0,-500000.0,,,,,,4700000.0,,3100000,,-2800000.0,3100000,,3100000,,131300000.0,0.0,,,2200000.0,-15300000.0,,,-1500000.0,-3100000.0,-3300000.0,,,89900000.0,,,,,,,,,,188100000.0,-700000.0,0.0,175400000.0,38900000.0,,,1200000.0,,-104700000.0,,,-5500000.0,,131300000.0,-800000.0,18900000.0,6400000.0,,,,34200000.0,,,,,,,,,,,,
1992-03-31,321500000.0,87200000.0,,,3700000.0,-100000.0,15000000.0,,,,,2300000.0,,3000000,,200000.0,3000000,,3000000,,132300000.0,0.0,,,2000000.0,-6700000.0,,,-3500000.0,-3100000.0,-1100000.0,0.2,,91600000.0,,,,,,,1000000.0,,15000000.0,187900000.0,-1400000.0,-400000.0,175600000.0,21400000.0,,,500000.0,0.2,-17700000.0,,,-2300000.0,,132300000.0,-2100000.0,12400000.0,5800000.0,,,,19100000.0,,,,,,,,,,,,
1992-06-30,363100000.0,86300000.0,,,6800000.0,,15217391.0,,,,,3600000.0,,3500000,,300000.0,3500000,,3500000,,105500000.0,0.0,,,2100000.0,-8700000.0,,,0.0,-3200000.0,-3500000.0,0.23,,92500000.0,,,,,,,,,15217391.0,201200000.0,700000.0,-800000.0,243200000.0,27700000.0,,,400000.0,0.23,-111100000.0,,,-7500000.0,,105500000.0,-700000.0,15400000.0,7500000.0,,,,24100000.0,,,,,,,,,,,,
1992-09-30,373100000.0,88900000.0,,,3100000.0,,16923077.0,,,,,3300000.0,,4400000,,400000.0,4400000,,4400000,700000.0,110800000.0,0.0,,,2100000.0,-9100000.0,,,-5000000.0,-3500000.0,-2900000.0,0.26,,96300000.0,,,,,,,,,16923077.0,210000000.0,200000.0,-1100000.0,247000000.0,29700000.0,,,700000.0,0.26,-114600000.0,,,-3800000.0,,110800000.0,-5200000.0,17300000.0,8300000.0,,,,26400000.0,,,,,,,,,,,,
1992-12-31,401700000.0,53700000.0,,,7200000.0,400000.0,,,,,,5100000.0,,4300000,,400000.0,4300000,,4300000,0.0,79700000.0,0.0,,,1700000.0,-15000000.0,,,-11500000.0,-4400000.0,-46900000.0,,,61400000.0,,,,,,,,,,253700000.0,-7800000.0,-29300000.0,311600000.0,43200000.0,,,1500000.0,,-119000000.0,,,1000000.0,,79700000.0,-3700000.0,23100000.0,10900000.0,,,,38100000.0,,,,,,,,,,,,
1993-03-31,451500000.0,50300000.0,,,6800000.0,27700000.0,17315000.0,,,,,3900000.0,,5000000,,300000.0,5000000,,5000000,,80300000.0,0.0,,,1300000.0,-11500000.0,,,-25500000.0,-4800000.0,-59200000.0,0.22,,57600000.0,,,,,,,1400000.0,,17315000.0,309300000.0,-22600000.0,-3300000.0,311000000.0,34200000.0,,,800000.0,0.22,-16400000.0,,,43500000.0,55400000.0,80300000.0,-2900000.0,18800000.0,9700000.0,,,,30300000.0,,,,,,,,,,,,
1993-06-30,471200000.0,70100000.0,,,-4800000.0,-27400000.0,17516000.0,,,,,4500000.0,,6900000,,300000.0,6900000,,6900000,,90700000.0,0.0,,,1400000.0,-12100000.0,,,-46200000.0,-6300000.0,-5600000.0,0.24,,77800000.0,,,,,,,,,17516000.0,312000000.0,-28800000.0,1600000.0,333100000.0,38500000.0,,,1200000.0,0.24,-130100000.0,,,6200000.0,-300000.0,90700000.0,-17400000.0,21900000.0,12600000.0,,,,34000000.0,,,,,,,,,,,,
1993-09-30,631200000.0,49000000.0,,,4900000.0,-800000.0,17876000.0,,,,,9400000.0,,7900000,,700000.0,7900000,,7900000,,8400000.0,0.0,,,1500000.0,-18300000.0,,,-29900000.0,-7100000.0,54600000.0,0.25,,62400000.0,,,,,,,,,17876000.0,372700000.0,-14200000.0,-23300000.0,553400000.0,58000000.0,,,3300000.0,0.25,-137200000.0,,,8500000.0,-55000000.0,8400000.0,-15700000.0,30300000.0,20600000.0,,,,48600000.0,,,,,,,,,,,,
1993-12-31,666100000.0,84100000.0,,,-20700000.0,2600000.0,,,,,,6400000.0,,8200000,,700000.0,8200000,,8200000,,8800000.0,0.0,,,1400000.0,-18500000.0,,,-37400000.0,-7400000.0,-3500000.0,,,96300000.0,,,,,,,,,,376100000.0,1500000.0,-600000.0,588500000.0,55800000.0,,,2000000.0,,-144600000.0,,,23500000.0,2500000.0,8800000.0,-37300000.0,30900000.0,16600000.0,,,,49400000.0,,,,,,,,,,,,
1994-03-31,703400000.0,46500000.0,,,-12500000.0,9600000.0,23688000.0,48600000.0,,,,6600000.0,,8700000,,700000.0,8700000,,8700000,,8800000.0,0.0,,,1600000.0,-19900000.0,,,-31900000.0,-8600000.0,-82500000.0,0.24,,57000000.0,,,,-1800000.0,,,10500000.0,,23688000.0,454700000.0,-3800000.0,-39900000.0,621500000.0,59400000.0,,,3900000.0,0.24,-153200000.0,,,26000000.0,78500000.0,8800000.0,-28100000.0,32900000.0,15600000.0,,,,52800000.0,-3600000.0,,,,,,,,,,,
1994-06-30,722700000.0,49700000.0,,,-12800000.0,-8100000.0,23714000.0,43800000.0,,,,6400000.0,,10200000,,600000.0,10200000,,10200000,,8800000.0,0.0,,,1300000.0,-20700000.0,,,-44700000.0,-8600000.0,73800000.0,0.28,,62000000.0,,,,,,,,,23714000.0,485400000.0,-10700000.0,-500000.0,653400000.0,62700000.0,,,1000000.0,0.28,-161900000.0,,,15300000.0,200000.0,8800000.0,-34000000.0,35600000.0,21200000.0,,,,56300000.0,,,,,,,,,,,,
1994-09-30,799200000.0,46400000.0,,,2400000.0,4900000.0,26308000.0,24200000.0,,,,6900000.0,,10900000,,700000.0,10900000,,10900000,,8900000.0,0.0,,,1600000.0,-21300000.0,,,-31100000.0,-9300000.0,-1300000.0,0.27,,82400000.0,,,,,,,,,26308000.0,553300000.0,-12700000.0,-3200000.0,743800000.0,65700000.0,,,2900000.0,0.27,160300000.0,,,15200000.0,0.0,8900000.0,-18400000.0,37500000.0,20800000.0,,,,58800000.0,,,,,,,,,,,,
1994-12-31,820309000.0,77235000.0,,,742000.0,3219000.0,,23100000.0,,14061000.0,,7681000.0,,12218000,,531000.0,-4628000,,-4628000,,20151000.0,20151000.0,,,2393000.0,97688000.0,,,-61890000.0,-11595000.0,-11822000.0,,,91296000.0,,,,,,,,168158000.0,,587786000.0,-41052000.0,35367000.0,764973000.0,-101727000.0,-202745000.0,,1004000.0,,-10233000.0,,,43529000.0,31580000.0,,-20838000.0,41096000.0,21580000.0,,967718000.0,,-109408000.0,,,,,,,,,,,,
1995-03-31,932300000.0,87100000.0,,,-13700000.0,400000.0,32838000.0,20500000.0,,,,8100000.0,,13200000,,1100000.0,13200000,,13200000,,,,,,1500000.0,-25600000.0,,,-66500000.0,-17000000.0,-1700000.0,0.24,,102000000.0,,,,,,,20200000.0,,32838000.0,696400000.0,-29700000.0,-400000.0,878300000.0,76900000.0,,,1800000.0,0.24,185700000.0,,,43800000.0,53300000.0,,-36800000.0,43200000.0,23100000.0,,,,68800000.0,,,,,,,,,,,,
1995-06-30,1116900000.0,58500000.0,,,-2100000.0,69200000.0,42043000.0,14400000.0,,,,8800000.0,,16600000,,600000.0,16600000,,16600000,,,,,,1700000.0,-27100000.0,,,-35100000.0,-11200000.0,-6300000.0,0.26,,92700000.0,,,,,,,,,42043000.0,892700000.0,-6600000.0,-30400000.0,994000000.0,83800000.0,,,1000000.0,0.26,202200000.0,,,77900000.0,135400000.0,,-28500000.0,47900000.0,26400000.0,,,,75000000.0,,,,,,,,,,,,
1995-09-30,1190100000.0,110700000.0,,,-2600000.0,-75100000.0,46923077.0,10100000.0,,,,10900000.0,,19500000,,900000.0,19500000,,12200000,,,,,,2000000.0,-32800000.0,,,-86900000.0,-17800000.0,-7700000.0,0.26,,133400000.0,,,,,,,,,46923077.0,922900000.0,-51200000.0,4000000.0,1144700000.0,100600000.0,,,2800000.0,0.26,-228800000.0,,,-21300000.0,-108200000.0,,-35700000.0,56900000.0,33100000.0,,,,89700000.0,,,,,,,,,,,,
1995-12-31,1937461000.0,158052000.0,,,22179000.0,65785000.0,,23700000.0,,32533000.0,,12847000.0,,21186000,416216000.0,1382000.0,-9938000,,12062000,,80436000.0,80436000.0,,,3308000.0,139520000.0,231562000.0,,-60172000.0,-23072000.0,-46208000.0,,,190585000.0,,,,,,,,543972000.0,,1634503000.0,691615000.0,-12412000.0,1171168000.0,-134822000.0,-241966000.0,,6819000.0,,242871000.0,,,85091000.0,26000.0,,-18687000.0,64550000.0,40866000.0,,1413134000.0,,-147669000.0,,,,,,,,,,,,
1996-03-31,2114200000.0,120800000.0,,,-73000000.0,-11900000.0,71250000.0,26300000.0,,,,19100000.0,,32300000,,1400000.0,32300000,,17100000,,,,,,2600000.0,-36400000.0,229200000.0,,-153900000.0,-36100000.0,-500000.0,0.24,,157000000.0,,,,,,,80400000.0,,71250000.0,1829700000.0,-27200000.0,-38900000.0,1390600000.0,130500000.0,,,2300000.0,0.24,-283300000.0,,,88200000.0,600000.0,,-126700000.0,75000000.0,53700000.0,,,,111400000.0,,,,,,,,,,,,
1996-06-30,2222800000.0,121100000.0,,,95900000.0,-48700000.0,73333333.0,26000000.0,,,,20400000.0,,37700000,,1700000.0,37700000,,19800000,,,,,,2200000.0,-38500000.0,226900000.0,,-105000000.0,-29100000.0,-6000000.0,0.27,,157800000.0,,,,,,,,,73333333.0,1939100000.0,-140200000.0,-4800000.0,1520200000.0,141600000.0,,,2500000.0,0.27,-317700000.0,,,-4400000.0,30500000.0,,35200000.0,82700000.0,60700000.0,,,,121200000.0,,,,,,,,,,,,
1996-09-30,2374600000.0,112600000.0,,,9400000.0,40400000.0,77666667.0,,,,,21200000.0,,40400000,,1500000.0,40400000,,23300000,,,,,,2100000.0,-41000000.0,224600000.0,,-76000000.0,-50000000.0,12500000.0,0.3,,150000000.0,,,,,,,,,77666667.0,2103000000.0,-21400000.0,-3400000.0,1636700000.0,149600000.0,,,2500000.0,0.3,1600000.0,,,52500000.0,98400000.0,,-54600000.0,87400000.0,64000000.0,,,,128400000.0,,,,,,,,,,,,
1996-12-31,2572152000.0,108443000.0,,,-5833000.0,-33380000.0,,,,41467000.0,,4175000.0,,43149000,350190000.0,924000.0,-25450000,,24650000,,26856000.0,26856000.0,,,1582000.0,189409000.0,222253000.0,,-144726000.0,-21108000.0,-27889000.0,,,149910000.0,,,,,,,,843366000.0,,2305437000.0,309645000.0,-4210000.0,1923658000.0,-91287000.0,-297655000.0,,19562000.0,,396420000.0,,,44509000.0,1038000.0,,-72670000.0,96522000.0,66837000.0,,2221313000.0,,-95462000.0,,,,,,,,,,,,
1997-03-31,2681300000.0,107900000.0,,,43400000.0,98600000.0,93041000.0,,,,,23400000.0,,42300000,,1600000.0,42300000,,42300000,,,,,,1600000.0,-53300000.0,219900000.0,,-40000000.0,-56800000.0,700000.0,0.26,,147900000.0,,,,,,,26900000.0,,93041000.0,2422900000.0,-15200000.0,-500000.0,1932200000.0,178000000.0,,,2500000.0,0.26,-2100000.0,,,70500000.0,127100000.0,,-24800000.0,101300000.0,68200000.0,,,,154600000.0,,,,,,,,,,,,
1997-06-30,2965700000.0,104100000.0,,,34600000.0,-41000000.0,109932000.0,,,,,23800000.0,,44300000,,1700000.0,44300000,,44300000,,,,,,2000000.0,-60300000.0,217600000.0,,-108500000.0,-33400000.0,33800000.0,0.14,,157700000.0,,,,,,,,,109932000.0,2641000000.0,-72500000.0,-3800000.0,2356500000.0,194800000.0,,,2500000.0,0.14,4000000.0,,,-3200000.0,200000.0,,-36000000.0,110700000.0,70600000.0,,,,171000000.0,,,,,,,,,,,,
1997-09-30,3154500000.0,100300000.0,,,-6700000.0,6300000.0,104444444.0,,,,,26300000.0,,46500000,,1900000.0,46500000,,28200000,,,,,,2300000.0,-73000000.0,215300000.0,,-178800000.0,-54100000.0,22300000.0,0.27,,172000000.0,,,,,,,,,104444444.0,2791800000.0,-96600000.0,-3800000.0,2547900000.0,225700000.0,,,2700000.0,0.27,9600000.0,,,109600000.0,300000.0,,-82200000.0,126400000.0,75500000.0,,,,199400000.0,,,,,,,,,,,,
1997-12-31,3311645000.0,103558000.0,,,121521000.0,-49301000.0,,,,70648000.0,,17856000.0,,45549000,225873000.0,1184000.0,-42844000,,25256000,,41455000.0,41455000.0,,,992000.0,282540000.0,212944000.0,,-81013000.0,-30274000.0,-68040000.0,,,174206000.0,,,,,,,,933419000.0,,2848960000.0,-123671000.0,-10785000.0,2741916000.0,-132333000.0,-378248000.0,,15507000.0,,575069000.0,,,-47151000.0,54923000.0,,42658000.0,134144000.0,78863000.0,,3120164000.0,,-150189000.0,,,,,,,,,,,,
1998-03-31,3613800000.0,108000000.0,,,8000000.0,201700000.0,119582000.0,,,,,30100000.0,,48400000,,2300000.0,48400000,,48400000,,,,,,1200000.0,-84300000.0,210600000.0,,-65800000.0,-44700000.0,46300000.0,0.26,,176500000.0,,,,,,,41500000.0,,119582000.0,3072100000.0,11000000.0,-10100000.0,2858500000.0,257100000.0,,,6300000.0,0.26,11800000.0,,,182800000.0,191300000.0,,-76800000.0,142700000.0,84800000.0,,,,227000000.0,,,,,,,,,,,,
