date,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyChangeInInventory,quarterlyIncomeTaxPayable
2008-06-30,10252746000.0,,0.0,0.0,210858000.0,48072000.0,168028000.0,,9477744000.0,223197000.0,146463000.0,92957000.0,0.0,133813000,616257000.0,33173000.0,133914000,174634000.0,68124000,4538000.0,775002000.0,775002000.0,690339000.0,0.0,9601000.0,128556000.0,61698000.0,775002000.0,-61289000.0,-163911000.0,-1832000.0,0.4,96980000.0,913536000.0,0.0,-601476000.0,,,277675000.0,36517000.0,726932000.0,3544307000.0,168814000.0,8975834000.0,-7706000.0,-1832000.0,7909451000.0,244502000.0,-2234359000.0,,,0.41,4606982000.0,0.0,,-163156000.0,,,-61659000.0,424138000.0,272517000.0,913536000.0,10143810000.0,,149119000.0,,0.0,775002000.0,,,,,,,,,
2008-09-30,10195243000.0,,0.0,0.0,224374000.0,14810000.0,168307000.0,,9387335000.0,255337000.0,4000000.0,90823000.0,,137331000,600161000.0,1025000.0,138246000,174634000.0,71642000,6318000.0,789294000.0,789294000.0,646059000.0,-21791000.0,9099000.0,9017000.0,55344000.0,789294000.0,-115255000.0,-163992000.0,14654000.0,0.42,655886000.0,901396000.0,0.0,114000.0,,,31231000.0,3929000.0,775002000.0,3544324000.0,169022000.0,8929395000.0,-24653000.0,-4660000.0,7901310000.0,22214000.0,-2317190000.0,,,0.43,4744313000.0,0.0,,-163874000.0,,,-69565000.0,35231000.0,293939000.0,901396000.0,10218500000.0,,22214000.0,,,807908000.0,,,,,,,,,
2008-12-31,9936045000.0,643811000.0,0.0,0.0,242400000.0,-108913000.0,,,9255344000.0,212353000.0,128062000.0,107935000.0,643811000.0,151690000,544598000.0,5841000.0,151824000,174634000.0,121688000,-62666000.0,680701000.0,680701000.0,,0.0,8757000.0,110129000.0,52005000.0,680701000.0,4707000.0,-263510000.0,-14654000.0,,109857000.0,856164000.0,0.0,,,,293753000.0,-31931000.0,789294000.0,3441156000.0,,8715464000.0,36076000.0,-52017000.0,7821889000.0,291559000.0,-2405473000.0,,872850000.0,,4896003000.0,-74586000.0,,-376341000.0,,,-20321000.0,421815000.0,262721000.0,212353000.0,10227362000.0,,183624000.0,,,680701000.0,,,,,,,,,
2009-03-31,9626497000.0,,12798000.0,0.0,248698000.0,-187595000.0,168312000.0,,9133097000.0,210573000.0,143294000.0,85200000.0,12798000.0,217002000,545224000.0,9679000.0,153712000,174634000.0,159495000,-5086000.0,493400000.0,493400000.0,527235000.0,0.0,8128000.0,94846000.0,49748000.0,493400000.0,-1391000.0,-164237000.0,0.0,0.95,98412000.0,750606000.0,0.0,10261000.0,,,261772000.0,-42134000.0,680701000.0,3416612000.0,168473000.0,8742692000.0,-825000.0,-111512000.0,7747582000.0,252126000.0,-2485242000.0,3991000.0,3991000.0,0.95,-301582000.0,-170535000.0,,-445729000.0,,,-10827000.0,405066000.0,259525000.0,737808000.0,10232824000.0,,166926000.0,,,493400000.0,,,,,,,,,
2009-06-30,9703836000.0,,12872000.0,0.0,255042000.0,91234000.0,168348000.0,,9118976000.0,219697000.0,134852000.0,84284000.0,12872000.0,199172000,562732000.0,8199000.0,213720000,174634000.0,135487000,40603000.0,584860000.0,584860000.0,524440000.0,0.0,7288000.0,91995000.0,40511000.0,584860000.0,-27679000.0,-148091000.0,-14077000.0,0.8,95459000.0,757009000.0,0.0,0.0,,,272400000.0,-18090000.0,493400000.0,3416614000.0,168528000.0,8812993000.0,2000.0,-1856000.0,7695141000.0,264689000.0,-2568215000.0,17742000.0,17742000.0,0.8,-258732000.0,0.0,,-163810000.0,,,-27681000.0,407252000.0,282723000.0,744137000.0,10263356000.0,,180405000.0,,,584860000.0,,,,,,,,,
2009-09-30,9809375000.0,,12810000.0,0.0,281340000.0,86084000.0,168373000.0,,9138447000.0,236461000.0,128754000.0,86624000.0,0.0,237309000,613800000.0,8654000.0,243085000,174634000.0,173493000,60826000.0,670928000.0,670928000.0,521662000.0,,7289000.0,94562000.0,39366000.0,670928000.0,-46090000.0,-176459000.0,-138923000.0,1.03,104892000.0,758123000.0,0.0,,,,284110000.0,-12275000.0,584860000.0,3416617000.0,169043000.0,8904106000.0,-14527000.0,-1855000.0,7633972000.0,276172000.0,-2650793000.0,14937000.0,14937000.0,1.03,-177603000.0,153000000.0,,-163107000.0,,,-13941000.0,412864000.0,295281000.0,758123000.0,10284765000.0,,189548000.0,,,670928000.0,,,,,,,,,
2009-12-31,9805645000.0,,13122000.0,0.0,251260000.0,93324000.0,,,8948956000.0,212253000.0,116206000.0,86019000.0,0.0,181138000,612316000.0,9203000.0,188799000,174634000.0,117491000,4103000.0,763789000.0,763789000.0,518889000.0,,7211000.0,94766000.0,38270000.0,763789000.0,-16249000.0,-162855000.0,-8794000.0,,0.0,731142000.0,92900000.0,,,,286673000.0,-15002000.0,670928000.0,3416619000.0,,8928407000.0,7437000.0,5601000.0,7562033000.0,277926000.0,-2734449000.0,,32018000.0,,-153759000.0,0.0,,-165755000.0,293000.0,,-24068000.0,402879000.0,275328000.0,731142000.0,10296482000.0,,191907000.0,,,856689000.0,,,,,,,,,
2010-03-31,9744471000.0,,218472000.0,0.0,223456000.0,-42942000.0,168477000.0,,8929298000.0,201416000.0,141114000.0,84886000.0,218472000.0,123961000,601104000.0,10077000.0,129141000,174634000.0,34738000,-25557000.0,815173000.0,719982000.0,516132000.0,-95248000.0,7339000.0,94905000.0,37364000.0,719982000.0,-106203000.0,-179414000.0,-304000.0,0.21,101414000.0,936020000.0,0.0,932000.0,,,256942000.0,-24779000.0,763789000.0,3416644000.0,169310000.0,8676023000.0,-2221000.0,-1965000.0,7487539000.0,246865000.0,-2816692000.0,,-19507000.0,0.21,-202998000.0,0.0,,-169861000.0,,95191000.0,-9666000.0,398056000.0,233122000.0,717548000.0,10304231000.0,,162037000.0,,,815173000.0,,,,,,,,,
2010-06-30,9569513000.0,593275000.0,13151000.0,0.0,190405000.0,-245291000.0,168804000.0,,9000289000.0,231759000.0,137417000.0,85205000.0,606426000.0,125038000,586936000.0,10081000.0,126744000,174634000.0,60837000,-41408000.0,569224000.0,474336000.0,593275000.0,0.0,7278000.0,95120000.0,50062000.0,474336000.0,-78700000.0,-200412000.0,-178847000.0,0.36,93230000.0,838185000.0,0.0,11353000.0,,,270550000.0,-35251000.0,719982000.0,3406674000.0,169629000.0,8598390000.0,12032000.0,-53216000.0,7618396000.0,260469000.0,-2889931000.0,,26838000.0,0.36,-272485000.0,-360366000.0,,-459081000.0,,94888000.0,-102085000.0,407967000.0,292490000.0,231759000.0,10508327000.0,,175430000.0,,,569224000.0,,,,,,,,,
2010-09-30,9651410000.0,,13127000.0,0.0,233706000.0,40185000.0,169014000.0,,9035800000.0,243629000.0,134763000.0,92648000.0,13127000.0,239354000,607057000.0,8910000.0,243104000,174634000.0,182206000,64498000.0,615610000.0,513479000.0,589518000.0,-9580000.0,7838000.0,101558000.0,45804000.0,513479000.0,-55139000.0,-199571000.0,0.0,1.07,0.0,846274000.0,0.0,22076000.0,,,288002000.0,-11880000.0,474336000.0,3396696000.0,169977000.0,8672076000.0,-5239000.0,-2394000.0,7592060000.0,279092000.0,-2975105000.0,,12492000.0,1.08,-226343000.0,-9200000.0,,-200778000.0,10387000.0,102131000.0,-62396000.0,422765000.0,296102000.0,833147000.0,10567165000.0,,186444000.0,,,615610000.0,,,,,,,,,
2010-12-31,9495333000.0,568417000.0,12213000.0,0.0,368154000.0,-58045000.0,,,8936802000.0,205769000.0,116845000.0,91647000.0,568417000.0,183685000,601569000.0,9419000.0,189210000,174634000.0,121397000,-4209000.0,558531000.0,456252000.0,,0.0,7770000.0,101066000.0,42091000.0,456252000.0,-26563000.0,,-300315000.0,,90463000.0,774186000.0,0.0,,,,301393000.0,-15773000.0,513479000.0,3412954000.0,,8676598000.0,-127598000.0,-19517000.0,7532816000.0,291974000.0,-3061459000.0,,-25208000.0,,-236410000.0,-108750000.0,,-302989000.0,4706000.0,102279000.0,96647000.0,418238000.0,271507000.0,205769000.0,10594275000.0,,200327000.0,,,558531000.0,,,,,,,,,
2011-03-31,9435521000.0,461882000.0,12292000.0,0.0,252945000.0,-311232000.0,169315000.0,,9290416000.0,210769000.0,144300000.0,88553000.0,0.0,206108000,617026000.0,14235000.0,210923000,174634000.0,148059000,45166000.0,145105000.0,145105000.0,461882000.0,,6984000.0,102777000.0,35866000.0,145105000.0,-284527000.0,,-197362000.0,0.87,871777000.0,672651000.0,0.0,116111000.0,,,275518000.0,-678000.0,456252000.0,3412976000.0,170382000.0,8717565000.0,-388764000.0,-105535000.0,7493647000.0,261283000.0,-3142304000.0,,-2285000.0,0.87,-223960000.0,,,-291524000.0,11373000.0,0.0,-11874000.0,419818000.0,264819000.0,672651000.0,10635951000.0,210923000.0,172741000.0,,,145105000.0,,,,,,,,,
2011-06-30,9272336000.0,449519000.0,12325000.0,0.0,285227000.0,-1025000.0,169492000.0,,9127849000.0,227869000.0,139387000.0,89186000.0,0.0,206444000,733054000.0,12593000.0,210941000,174634000.0,131515000,23196000.0,144487000.0,144487000.0,449519000.0,,5933000.0,101779000.0,33958000.0,144487000.0,90269000.0,,-235425000.0,0.77,91578000.0,677388000.0,0.0,135125000.0,,,295457000.0,1666000.0,145105000.0,3270479000.0,170401000.0,8553194000.0,347713000.0,-21278000.0,7464019000.0,282864000.0,-3227804000.0,,24232000.0,0.78,-237689000.0,,,-408939000.0,1600000.0,0.0,-32418000.0,434844000.0,317645000.0,677388000.0,10691823000.0,,193678000.0,,,144487000.0,,,,,,,,,
2011-09-30,9085543000.0,418851000.0,12316000.0,0.0,313595000.0,16879000.0,169728000.0,,8924810000.0,244462000.0,138769000.0,90956000.0,0.0,191139000,716587000.0,14116000.0,193121000,174634000.0,117950000,-10187000.0,160733000.0,160733000.0,418851000.0,0.0,5862000.0,105051000.0,36791000.0,160733000.0,91999000.0,,-323813000.0,0.69,93136000.0,663313000.0,0.0,18185000.0,,,314221000.0,-15218000.0,144487000.0,3233274000.0,170830000.0,8385762000.0,85274000.0,-27598000.0,7437313000.0,300105000.0,-3312971000.0,,19140000.0,0.69,-265226000.0,-524756000.0,,-401449000.0,2755000.0,0.0,-12734000.0,452990000.0,326329000.0,663313000.0,10750284000.0,193121000.0,209170000.0,,,160733000.0,,,,,,,,,
2011-12-31,8932562000.0,398314000.0,12355000.0,0.0,281908000.0,-21071000.0,170090000.0,,8793554000.0,210966000.0,120695000.0,89830000.0,0.0,220151000,714627000.0,11466000.0,219138000,174600.0,164223000,1857000.0,139008000.0,139008000.0,398314000.0,,5443000.0,101296000.0,209658400.0,139008000.0,20904000.0,,-222378000.0,0.96,87204000.0,609280000.0,0.0,53063000.0,,,324020000.0,-23014000.0,160733000.0,3128295000.0,171383000.0,8288209000.0,-377011000.0,-19944000.0,7379197000.0,312554000.0,-3398379000.0,,-23357000.0,0.97,-259578000.0,-105000000.0,,-336634000.0,10688000.0,0.0,-12751000.0,444715000.0,294659000.0,609280000.0,10777576000.0,219138000.0,222724000.0,,,139008000.0,,,,,,,,,
2012-03-31,9406312000.0,372979000.0,0.0,476634000.0,265212000.0,481312000.0,170309000.0,,8786233000.0,212766000.0,148492000.0,86938000.0,0.0,205852000,723528000.0,16405000.0,206722000,174600.0,125343000,21272000.0,620079000.0,620079000.0,372979000.0,0.0,5334000.0,103343000.0,211103400.0,620079000.0,-54295000.0,,-265204000.0,0.73,87485000.0,1062379000.0,0.0,0.0,,,294127000.0,-11950000.0,139008000.0,3217495000.0,171415000.0,8321727000.0,-40017000.0,-24884000.0,7349109000.0,277722000.0,-3483067000.0,,-3970000.0,0.74,-296969000.0,-356687000.0,,256117000.0,9722000.0,,-14278000.0,442619000.0,279490000.0,1062379000.0,10832176000.0,206722000.0,190784000.0,,,620079000.0,,,,,,,,,
2012-06-30,9178947000.0,368728000.0,0.0,415625000.0,300267000.0,-182283000.0,170496000.0,,8349326000.0,226825000.0,139136000.0,88588000.0,0.0,198143000,703458000.0,12414000.0,198791000,174600.0,132343000,-13798000.0,438475000.0,438475000.0,368728000.0,0.0,5067000.0,100947000.0,212244400.0,438475000.0,-70351000.0,,-241882000.0,0.77,89674000.0,1011178000.0,0.0,0.0,,,318603000.0,-27433000.0,620079000.0,3089379000.0,171560000.0,8137608000.0,-44331000.0,-3904000.0,7343775000.0,306189000.0,-3568254000.0,,13938000.0,0.78,-339020000.0,-476634000.0,,-438219000.0,5846000.0,,-26020000.0,457739000.0,326287000.0,1011178000.0,10912029000.0,198791000.0,217656000.0,,,829621000.0,,,,,,,,,
2012-09-30,9288120000.0,347943000.0,0.0,0.0,331634000.0,97001000.0,170576000.0,,8752368000.0,242706000.0,137224000.0,89991000.0,715268000.0,263892000,716401000.0,15298000.0,252884000,174600000.0,202465000,21854000.0,535752000.0,535752000.0,,0.0,4926000.0,105195000.0,35548000.0,535752000.0,-63093000.0,,-239130000.0,1.18,95319000.0,957974000.0,0.0,15973000.0,,,335707000.0,-15371000.0,438475000.0,3217064000.0,171700000.0,8300626000.0,-60722000.0,-20499000.0,7330706000.0,347801000.0,-3650000000.0,,17389000.0,1.19,-312690000.0,-415625000.0,,-189884000.0,5439000.0,,-18344000.0,472931000.0,349978000.0,242706000.0,10980706000.0,252884000.0,230512000.0,,,535752000.0,,,,,,,,,
2012-12-31,8793403000.0,468828000.0,0.0,0.0,84606000.0,-518141000.0,170868000.0,,8776164000.0,201711000.0,115592000.0,92586000.0,468828000.0,271371000,735323000.0,12720000.0,272092000,174600000.0,209543000,26590000.0,17239000.0,17239000.0,468828000.0,0.0,4486000.0,105306000.0,34774000.0,17239000.0,-102726000.0,,718946000.0,1.22,88540000.0,670539000.0,0.0,-15973000.0,,,349859000.0,-1005000.0,535752000.0,2854639000.0,171982000.0,8093756000.0,138524000.0,-11726000.0,7331932000.0,369164000.0,-3738130000.0,,-19465000.0,1.23,-279474000.0,-729825000.0,,-745319000.0,103440000.0,,-245298000.0,465451000.0,329904000.0,201711000.0,11070062000.0,272092000.0,244553000.0,,,17239000.0,,,,,,,,,
2013-03-31,9101551000.0,142419000.0,0.0,0.0,260202000.0,381862000.0,171446000.0,,8703299000.0,205129000.0,150389000.0,91001000.0,142419000.0,211223000,717264000.0,15237000.0,212247000,174600000.0,161936000,-1094000.0,398252000.0,398252000.0,,-13540000.0,3497000.0,109254000.0,32404000.0,398252000.0,-41416000.0,-263733000.0,-1692000.0,0.94,88127000.0,347548000.0,0.0,,,,320511000.0,-20889000.0,17239000.0,3579654000.0,172514000.0,8725563000.0,7721000.0,-326186000.0,64022000.0,306745000.0,-3825115000.0,,-6153000.0,0.94,-331984000.0,0.0,1735000.0,113939000.0,3863000.0,,-49137000.0,470900000.0,309339000.0,205129000.0,64022000.0,212247000.0,211257000.0,,,398252000.0,,,,,,,,,
2013-06-30,9094598000.0,111688000.0,0.0,0.0,299988000.0,13107000.0,171625000.0,,8683688000.0,218703000.0,142571000.0,90937000.0,111688000.0,260463000,717937000.0,14085000.0,261679000,174600000.0,207685000,19025000.0,410910000.0,410910000.0,,,647000.0,105022000.0,30628000.0,410910000.0,-63348000.0,-267264000.0,-2181000.0,1.2,88875000.0,330391000.0,0.0,,,,342807000.0,-22522000.0,398252000.0,3579671000.0,172647000.0,8736106000.0,-106000.0,-30404000.0,74472000.0,353263000.0,-3913399000.0,,18452000.0,1.21,-338785000.0,0.0,1276000.0,-286775000.0,13074000.0,,-63242000.0,485378000.0,363230000.0,218703000.0,74472000.0,261679000.0,237785000.0,,,410910000.0,,,,,,,,,
2013-09-30,9149940000.0,100118000.0,0.0,0.0,-47368000.0,-355361000.0,171721000.0,,9092975000.0,243033000.0,147803000.0,96537000.0,100118000.0,284198000,766489000.0,17650000.0,285628000,174600000.0,231361000,30531000.0,56965000.0,56965000.0,,,478000.0,114187000.0,42423000.0,56965000.0,-441898000.0,-267303000.0,-5453000.0,1.34,114330000.0,343151000.0,0.0,,,,364154000.0,-4481000.0,410910000.0,3579676000.0,172793000.0,8778944000.0,2059000.0,-11346000.0,46039000.0,382643000.0,-4004681000.0,,3966000.0,1.35,-321890000.0,0.0,3077000.0,-280557000.0,3545000.0,,-414462000.0,511957000.0,367094000.0,243033000.0,46039000.0,285628000.0,249967000.0,,,56965000.0,,,,,,,,,
2013-12-31,9876266000.0,839053000.0,0.0,0.0,-406072000.0,-37822000.0,171768000.0,,9857097000.0,218358000.0,124398000.0,108927000.0,839053000.0,296569000,856182000.0,16691000.0,297977000,174600000.0,243749000,30432000.0,19169000.0,19169000.0,,-75288000.0,1822000.0,125618000.0,72254000.0,19169000.0,-865731000.0,-293161000.0,-3376000.0,1.41,86144000.0,1057411000.0,0.0,,,,389113000.0,-500000.0,56965000.0,3579678000.0,172798000.0,8791730000.0,6305000.0,33141000.0,52336000.0,408726000.0,-4098814000.0,,2165000.0,1.42,-318482000.0,0.0,4387000.0,437233000.0,629000.0,,-796748000.0,513511000.0,390676000.0,218358000.0,52336000.0,297977000.0,263495000.0,,-75288000.0,19169000.0,,,,,,,,,
2014-03-31,9682582000.0,460150000.0,0.0,0.0,292056000.0,81869000.0,171910000.0,,9581470000.0,222608000.0,174519000.0,109021000.0,460150000.0,227196000,858222000.0,18989000.0,228273000,174600000.0,174052000,12256000.0,101112000.0,101112000.0,,,3480000.0,128010000.0,57673000.0,101112000.0,173069000.0,-294226000.0,-1779000.0,1.01,96490000.0,682758000.0,0.0,,,,345105000.0,-15000.0,19169000.0,3814724000.0,172809000.0,8973401000.0,211722000.0,-378810000.0,37742000.0,340774000.0,-4192529000.0,,-7205000.0,1.01,-385512000.0,,2323000.0,-421909000.0,25409000.0,,-38653000.0,519624000.0,330709000.0,222608000.0,37742000.0,228273000.0,217095000.0,,,101112000.0,,,,,,,,,
2014-06-30,9946457000.0,396987000.0,0.0,0.0,320560000.0,287304000.0,172282000.0,,9558474000.0,237985000.0,150554000.0,106443000.0,396987000.0,276834000,854759000.0,15377000.0,278279000,174600000.0,218352000,13679000.0,387983000.0,387983000.0,,,2063000.0,121820000.0,50497000.0,387983000.0,-71348000.0,-299697000.0,-1621000.0,1.26,103647000.0,634972000.0,0.0,,,,387483000.0,-4568000.0,101112000.0,4152234000.0,173181000.0,9285238000.0,2140000.0,-68058000.0,60561000.0,386785000.0,-4287703000.0,,11384000.0,1.27,-408375000.0,,2184000.0,-36685000.0,5082000.0,,-74777000.0,538037000.0,395337000.0,237985000.0,60561000.0,278279000.0,265663000.0,,,387983000.0,,,,,,,,,
2014-09-30,9624468000.0,71632000.0,0.0,0.0,125679000.0,-289210000.0,172378000.0,,9526216000.0,260461000.0,159993000.0,111077000.0,71632000.0,293459000,837624000.0,17874000.0,294977000,174600000.0,231815000,12814000.0,98252000.0,98252000.0,,,1238000.0,128951000.0,55384000.0,98252000.0,-91939000.0,-302747000.0,-1820000.0,1.34,106013000.0,332093000.0,0.0,,,,411603000.0,-27895000.0,387983000.0,4152242000.0,173304000.0,9266430000.0,208193000.0,-325226000.0,72521000.0,407292000.0,-4384959000.0,,24196000.0,1.34,-417663000.0,,3372000.0,-624374000.0,5419000.0,,-301424000.0,571596000.0,427103000.0,260461000.0,72521000.0,294977000.0,282652000.0,,,98252000.0,,,,,,,,,
2014-12-31,9818676000.0,64364000.0,0.0,0.0,228070000.0,88384000.0,172434000.0,,9630964000.0,247141000.0,133654000.0,110573000.0,64364000.0,346715000,813740000.0,19219000.0,348426000,174600000.0,283957000,44950000.0,187712000.0,187712000.0,,0.0,0.0,129792000.0,54032000.0,187712000.0,-222778000.0,-303875000.0,-1970000.0,1.64,103304000.0,311505000.0,0.0,,,,432493000.0,-48156000.0,98252000.0,4342245000.0,173258000.0,9480796000.0,2761000.0,-22412000.0,104573000.0,458999000.0,-4482520000.0,,-8445000.0,1.65,-374823000.0,,2735000.0,-142447000.0,1962000.0,,-225539000.0,566147000.0,453609000.0,247141000.0,104573000.0,348426000.0,302701000.0,,0.0,187712000.0,,,,,,,,,
2015-03-31,9772017000.0,58657000.0,145000000.0,0.0,266345000.0,-34469000.0,172520000.0,,9619220000.0,264439000.0,173162000.0,107146000.0,203657000.0,281781000,792280000.0,24160000.0,283254000,174600000.0,212613000,17656000.0,152797000.0,152797000.0,,,0.0,131306000.0,46730000.0,152797000.0,-94147000.0,-305863000.0,-1822000.0,1.23,124212000.0,468096000.0,0.0,,,,396232000.0,-78572000.0,187712000.0,4197260000.0,173366000.0,9277895000.0,-538000.0,-5537000.0,135896000.0,390400000.0,-4574373000.0,,-11718000.0,1.23,-398905000.0,,2828000.0,-309513000.0,3709000.0,,-102846000.0,569394000.0,369191000.0,264439000.0,135896000.0,283254000.0,264926000.0,,,152797000.0,,,,,,,,,
2015-06-30,9634758000.0,58683000.0,0.0,0.0,339360000.0,-132089000.0,172629000.0,,9614502000.0,270414000.0,162232000.0,106473000.0,58683000.0,326405000,808455000.0,20988000.0,328040000,174600000.0,263926000,24168000.0,20256000.0,20256000.0,,,0.0,127461000.0,41712000.0,20256000.0,-93827000.0,-355770000.0,-1369000.0,1.52,92763000.0,329097000.0,0.0,,,,430399000.0,-61523000.0,152797000.0,4197267000.0,173387000.0,9279369000.0,18964000.0,-10745000.0,145455000.0,434513000.0,-4668557000.0,,38302000.0,1.53,-428270000.0,,2184000.0,-495105000.0,6779000.0,,-117483000.0,592631000.0,456843000.0,270414000.0,145455000.0,328040000.0,302938000.0,,,20256000.0,,,,,,,,,
2015-09-30,9654815000.0,55725000.0,125000000.0,0.0,374983000.0,15442000.0,172771000.0,,9619147000.0,295482000.0,164686000.0,106082000.0,180725000.0,339568000,806204000.0,23573000.0,341136000,174600000.0,273508000,12946000.0,35668000.0,35668000.0,,,0.0,129655000.0,38376000.0,35668000.0,-98112000.0,-355693000.0,-6755000.0,1.58,99586000.0,476207000.0,0.0,,,,454186000.0,-67437000.0,20256000.0,4072286000.0,173529000.0,9152118000.0,-2144000.0,-459000.0,174622000.0,447218000.0,-4767104000.0,,28074000.0,1.58,-444395000.0,0.0,1933000.0,-358481000.0,15426000.0,,-97052000.0,618872000.0,472035000.0,295482000.0,174622000.0,341136000.0,324531000.0,,,35668000.0,,,,,,,,,
2015-12-31,9778232000.0,319016000.0,0.0,0.0,280765000.0,68007000.0,172877000.0,,9673947000.0,261578000.0,137709000.0,106307000.0,319016000.0,363490000,809308000.0,19456000.0,365259000,174600000.0,303003000,14976000.0,104285000.0,104285000.0,,,610000.0,125763000.0,36858000.0,104285000.0,-154019000.0,-353705000.0,-1309000.0,1.74,95468000.0,580594000.0,0.0,,,,471621000.0,-68548000.0,35668000.0,4072293000.0,173759000.0,9170641000.0,-252000.0,-496000.0,219190000.0,472176000.0,-4866738000.0,,-31703000.0,1.75,-434610000.0,-125000000.0,3061000.0,-212506000.0,3749000.0,,-153767000.0,609330000.0,434532000.0,261578000.0,219190000.0,365259000.0,345858000.0,,,104285000.0,,,,,,,,,
2016-03-31,10064347000.0,336664000.0,375000000.0,0.0,276330000.0,202036000.0,172977000.0,,9758642000.0,275170000.0,173286000.0,105128000.0,711664000.0,315873000,812415000.0,23047000.0,317349000,174600000.0,241335000,3899000.0,305705000.0,305705000.0,,,711000.0,128175000.0,37906000.0,305705000.0,-162678000.0,-357335000.0,274000.0,1.39,90821000.0,986834000.0,0.0,,,,438500000.0,-67773000.0,104285000.0,3997309000.0,173850000.0,9048766000.0,1283000.0,-5952000.0,275131000.0,423188000.0,-4964848000.0,,10651000.0,1.4,-476861000.0,-13037000.0,2814000.0,-76266000.0,9667000.0,,-164650000.0,611786000.0,440980000.0,275170000.0,275131000.0,317349000.0,310325000.0,,,305705000.0,,,,,,,,,
2016-06-30,9997137000.0,436835000.0,0.0,0.0,330493000.0,-45928000.0,173087000.0,,9737013000.0,305769000.0,172004000.0,107013000.0,924335000.0,356659000,696069000.0,18321000.0,358359000,174600000.0,280775000,18859000.0,260124000.0,260124000.0,,,1378000.0,125334000.0,38796000.0,260124000.0,-125117000.0,-371710000.0,-1167000.0,1.61,93208000.0,1230104000.0,0.0,,,,462184000.0,-78991000.0,305705000.0,3709810000.0,174000000.0,8737753000.0,0.0,-4640000.0,228103000.0,466750000.0,-5064423000.0,,28385000.0,1.62,-491912000.0,-375267000.0,2275000.0,-444545000.0,1058000.0,,-193241000.0,634188000.0,523734000.0,305769000.0,228103000.0,358359000.0,336850000.0,,,260124000.0,,,,,,,,,
2016-09-30,9865769000.0,430892000.0,0.0,0.0,363123000.0,-202981000.0,173108000.0,,9808556000.0,345734000.0,178627000.0,109432000.0,430892000.0,367305000,697040000.0,22140000.0,369050000,174600000.0,308957000,13572000.0,57213000.0,57213000.0,,,1221000.0,131572000.0,37948000.0,57213000.0,-167764000.0,-369718000.0,-15142000.0,1.78,118236000.0,776626000.0,0.0,,,,484521000.0,-83667000.0,260124000.0,4034814000.0,173848000.0,9059656000.0,-15166000.0,-9403000.0,261372000.0,479703000.0,-5166881000.0,,38542000.0,1.78,-494325000.0,-474196000.0,2211000.0,-550543000.0,3466000.0,,-152203000.0,663148000.0,515326000.0,345734000.0,261372000.0,369050000.0,352949000.0,,,57213000.0,,,,,,,,,
