date,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyBasicEPS,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,quarterlyRepaymentOfDebt,quarterlyDeferredIncomeTax,quarterlyOtherNonCashItems,quarterlyChangeInInventory,quarterlyNetOtherInvestingChanges,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,quarterlyCashDividendsPaid,quarterlyOperatingCashFlow,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyBeginningCashPosition
2002-12-31,2177453100.0,,1954564200.0,1954564200.0,960136800.0,38242591650.0,8426914950.0,9395624400.0,5092154100.0,-402914550.0,,4860692550.0,3017572800.0,8401197000.0,9867120150.0,,,1954564200.0,64483473300.0,3283324950.0,3214743750.0,8495496150.0,609300000.0,231461550.0,3.214744,41937403800.0,1517359050.0,,6138017400.0,,-4183453200.0,32284599900.0,14539214400.0,3120444600.0,64526336550.0,3120444600.0,36125147100.0,15362188800.0,3.171881,68581200.0,31941693900.0,2914701000.0,22546069500.0,2606085600.0,,16922411100.0,620300000.0,0.0,-26283744900.0,5409342150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,,3409629120.0,3409629120.0,,,,,,,,,,,,,,3409629120.0,,,,,609300000.0,,2.644041,,,,,,,,14822415480.0,14822415480.0,,14822415480.0,,,2.604578,,,,,,,,619600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,4019461110.0,,334132350.0,902994630.0,,41437126080.0,583832340.0,9071856360.0,5748503040.0,,,6706586880.0,,,7365269520.0,5374251540.0,3061377270.0,902994630.0,73143713160.0,3458083860.0,3458083860.0,10381736610.0,,,,48675150090.0,2896706610.0,4812874290.0,,,-973053900.0,37312874550.0,26264963780.0,-29745515710.0,58323353760.0,-29745515710.0,37125748800.0,16145209710.0,,,35321856570.0,,24468563070.0,,,21167664840.0,,0.0,-16886227680.0,3690119790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,,2490461980.0,2490461980.0,,,,,,,,,,,,,,2490461980.0,,,,,609056948.0,,2.042318,,,,,,,,14949709100.0,14949709100.0,,14949709100.0,,,2.0222,,,,,,,,609056948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,4670457600.0,,1251254400.0,1251254400.0,729340800.0,44550009600.0,12880560000.0,,,-234192000.0,,6423552000.0,3111408000.0,9896284800.0,,,2857142400.0,1251254400.0,70986940800.0,,,6497155200.0,609400000.0,66912000.0,2.050184,49166937600.0,-53529600.0,,5112076800.0,,-5513548800.0,37102704000.0,15008361600.0,2000668800.0,59645356800.0,2000668800.0,36279686400.0,17724988800.0,2.03011,,33623280000.0,1980595200.0,21820003200.0,2810304000.0,,19377715200.0,616000000.0,,-15095347200.0,11301436800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,,1401193740.0,1401193740.0,,,,,,,,,,,,,,1401193740.0,,,,,613311331.0,,2.284637,,,,,,,,14137605000.0,14137605000.0,,14137605000.0,,,2.27207,,,,,,,,616703540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,5725681050.0,,1545070220.0,1545070220.0,,39196060950.0,0.0,7855168000.0,4706963950.0,,,8972074700.0,,,10260813200.0,5762502150.0,2939551150.0,1545070220.0,67855150450.0,1393064950.0,1393064950.0,7118746000.0,,,,47425576800.0,2246087100.0,4093278950.0,,,-2706350850.0,34274307250.0,15705205920.0,-33702573430.0,59398571150.0,-33702573430.0,36587899700.0,17134085200.0,,,33224905900.0,,20429573650.0,,,17140222050.0,,-6136850.0,-20202510200.0,3455046550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,,1993547490.0,1993547490.0,,,,,,,,,,,,,,1993547490.0,,,,,612973616.0,,3.252257,,,,,,,,16916121420.0,16916121420.0,,16916121420.0,,,3.201934,,,,,,,,622607294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,2152973600.0,,2005664880.0,2005664880.0,1155806880.0,50985814280.0,9512743880.0,9263452200.0,6203963400.0,-538243400.0,,16113307680.0,2900848640.0,10815859480.0,11416425800.0,,3036825920.0,2005664880.0,80362572480.0,2991500160.0,2991500160.0,10198296000.0,612400000.0,181303040.0,3.270254,56232271000.0,2583568320.0,,6192631960.0,,-3376769120.0,42249274040.0,17008491440.0,3291783320.0,69637364520.0,3291783320.0,41733693520.0,22538234160.0,3.219829,,37728029480.0,3184134640.0,24130301480.0,2317279480.0,,19711039880.0,622500000.0,11331440.0,-18651550240.0,220963080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,,2655421250.0,2655421250.0,,,,,,,,,,,,,,2655421250.0,,,,,626381724.0,,4.239302,,,,,,,,16007504100.0,16007504100.0,,16007504100.0,,,4.145581,,,,,,,,640542577.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,7167557320.0,,2714447080.0,2714447080.0,,46589122580.0,698138700.0,9647611940.0,5924205540.0,,,12386975220.0,,,8085111040.0,5212768960.0,3357714700.0,2714447080.0,80425578240.0,2347075820.0,2347075820.0,5618354300.0,,,,56176894060.0,1994682000.0,5179524260.0,,,-2772607980.0,39242043880.0,13906104240.0,-38587277060.0,69082486600.0,-38587277060.0,44009333860.0,22340438400.0,,,40944172520.0,,24248684180.0,,,16901605480.0,,6648940.0,-22493364020.0,4029257640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,,3713680850.0,3713680850.0,,,,,,,,,,,,,,3713680850.0,,,,,647777778.0,,5.732955,,,,,,,,20230961200.0,20230961200.0,,20230961200.0,,,5.732955,,,,,,,,647777778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,2850210000.0,,3654602600.0,3654602600.0,1836802000.0,60918488400.0,13966029000.0,11020812000.0,6460476000.0,-57004200.0,,13782348800.0,3097228200.0,11514848400.0,12857614000.0,,,3654602600.0,93917586400.0,2964218400.0,2945217000.0,3147898600.0,618500000.0,133009800.0,5.70042,66435228200.0,2248499000.0,,8651970800.0,,48763926200.0,44836970200.0,20166819200.0,5554742600.0,82345733800.0,5554742600.0,,27723042600.0,5.70042,19001400.0,48763926200.0,5535741200.0,27482358200.0,2970552200.0,,17113927600.0,633000000.0,38002800.0,-21427245400.0,7480217800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,,1536117500.0,1536117500.0,,,,,,,,,,,,,,1536117500.0,,,,,618500000.0,,2.483618,,,,,,,,11785093460.0,11785093460.0,,11785093460.0,,,2.426726,,,,,,,,633000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,9347805120.0,,8428121030.0,5791010870.0,,44166235200.0,6639228560.0,7075173600.0,5374273280.0,,,12149288000.0,,,6889360960.0,4966914800.0,0.0,5791010870.0,86467197360.0,2587083680.0,2587083680.0,2408417680.0,,,,55122034320.0,,4316570560.0,,,-1193488880.0,39535212480.0,21618735870.0,-16308482610.0,70222884640.0,-16308482610.0,47146384080.0,20953948480.0,,,46660412560.0,,31345163040.0,,807570320.0,18581264000.0,,10820012960.0,-26056649440.0,3430387200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,,4123876800.0,4077714000.0,,,,,,,,,,,,,,4077714000.0,,,,,622866948.0,,6.546685,,,,,,,,18680546400.0,18680546400.0,,18680546400.0,,,6.546685,,,,,,,,622866948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,2771485200.0,,4031251200.0,3982260300.0,1987630800.0,66648620100.0,17790695400.0,8986330800.0,7201662300.0,-20996100.0,,15110193300.0,2141602200.0,10561038300.0,12009769200.0,,,3982260300.0,110824414500.0,6207846900.0,6046876800.0,3009441000.0,623800000.0,223958400.0,6.384214,71141785500.0,664876500.0,,8223472500.0,,57802263300.0,51510432000.0,18784510800.0,6081870300.0,92641791900.0,6081870300.0,,30710295600.0,6.286232,160970100.0,57802263300.0,6130861200.0,39682629000.0,1847656800.0,454915500.0,20800136400.0,633500000.0,11771813400.0,-25993171800.0,8398440000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,,4517150600.0,4517150600.0,,,,,,,,,,,,,,4517150600.0,,,,,622600000.0,,7.189677,,,,,,,,30174856500.0,30174856500.0,,30174856500.0,,,7.117054,,,,,,,,630300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,3558583500.0,,4865297300.0,4865297300.0,,76498975200.0,10224761700.0,14664182700.0,8456040000.0,,42280200.0,13656504600.0,,,15002424300.0,1423433400.0,0.0,4865297300.0,121245520200.0,6187002600.0,6095395500.0,6673224900.0,,,,82157475300.0,641249700.0,5940368100.0,,,-1937842500.0,56817542100.0,32186733900.0,-41648588700.0,125107111800.0,-41648588700.0,61059655500.0,32513473800.0,,91607100.0,62743816800.0,,39088044900.0,,598969500.0,24304068300.0,,338241600.0,-48608136600.0,10400929200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,,4575420000.0,4575420000.0,,,,,,,,,,,,,,4575420000.0,,,,,607700000.0,,7.521963,,,,,,,,27747930000.0,27747930000.0,,27747930000.0,,,7.4196,,,,,,,,616000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,27028708980.0,,4569972120.0,4569972120.0,2195782400.0,54290719840.0,18279888480.0,17024175420.0,8652755020.0,-1564494960.0,,12680643360.0,4473906640.0,16269375220.0,17785837440.0,,,4569972120.0,123094188980.0,4192572020.0,3952408320.0,10574064620.0,607700000.0,219578240.0,7.523299,83316218440.0,583254700.0,,11479824860.0,,60212470500.0,61125092560.0,27749200080.0,7005918220.0,102920438180.0,7005918220.0,,32271139460.0,7.417627,240163700.0,60212470500.0,6978470940.0,39777970540.0,2854517120.0,603840160.0,28853953100.0,616000000.0,6861820.0,-48629718340.0,10937741080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,,,6983862200.0,6983862200.0,,,,,,,,,,,,,,6983862200.0,,,,,607700000.0,,11.13926,,,,,,,,37258092760.0,37258092760.0,,37258092760.0,,,10.978469,,,,,,,,616000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
