date,quarterlyOtherCurrentLiabilities,quarterlyDilutedEPS,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,quarterlyCashDividendsPaid,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyOtherNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyTotalNonCurrentAssets,quarterlyGrossPPE,quarterlySaleOfInvestment,quarterlyNetOtherInvestingChanges,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyChangeInWorkingCapital,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyBasicEPS,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable
2008-09-30,10262142000,-0.163,,15816755000,-509313000.0,-1939570000.0,-1987997000.0,,,13323677000.0,0.0,3083810000,511309000.0,18932450000,962454000,4049800000,4049800000,11899202454.0,,12251362000,4449779000.0,7947930000,-87708000.0,0,-417934000.0,302789000.0,-1939570000.0,1745472000,,97554239000,67913791000,744355000.0,88093814000,75536178000,16665000.0,464723000.0,,,,0,8283800000,-0.163,29157896000,-1967255000.0,591912000.0,-1501752000.0,3940466000.0,1457496000.0,,,1119510000.0,1118783000.0,-282047000.0,5128903000,9460425000,30702228000,37211563000,-2668123000.0,-2270044000.0,75536178000,-1572962000.0,-865584000.0,13915589000.0,,,,,,,,,,,,,,
2008-12-31,-5410836000,,,17282770000,-1027134000.0,-8491827000.0,-8481048000.0,,,12148704000.0,253406000.0,2074178000,349055000.0,17109828000,812941000,4663792000,4917198000,,-743694000.0,12251362000,3940466000.0,9379700000,957949000.0,0,396436000.0,1078615000.0,-8491827000.0,2563887000,,98897743000,78610201000,19131000.0,89671353000,77132040000,52510000.0,-2359061000.0,,,,0,9286453000,,19773890000,-8929233000.0,1145467000.0,-3676523000.0,2913332000.0,1575965000.0,,,214000000.0,1453337000.0,-1526800000.0,-4107603000,9226390000,42695897000,35914304000,-1729027000.0,-10007848000.0,77132040000,-1772468000.0,-430498000.0,13294171000.0,,,,,,,,,,,,,,
2009-03-31,9758578000,0.08,,17426981000,-64342000.0,981214000.0,880243000.0,,,9394323000.0,228384000.0,2085854000,349055000.0,22251355000,787666000,4601133000,4829517000,12265175000.0,-411374000.0,12251362000,2913332000.0,8067171000,-538147000.0,0,-265200000.0,259027000.0,981214000.0,2557283000,,99788035000,78621991000,-1084310000.0,90569772000,77904840000,,4926000.0,,,,0,9792942000,0.08,20753375000,1198262000.0,1849197000.0,-1510261000.0,2848990000.0,1370134000.0,,,165000000.0,1098173000.0,58992000.0,-3126393000,9218263000,37291483000,41330508000,-7892173000.0,939235000.0,77904840000,-1311745000.0,479063000.0,11243520000.0,,,,,,,,,,,,,,
2009-06-30,-4163352000,,,17523320000,274960000.0,1944435000.0,1984432000.0,,,9581450000.0,,2175082000,349055000.0,19854593000,809228000,3902568000,3902568000,,-379727000.0,12251362000,2848990000.0,6745850000,-308597000.0,0,0.0,457845000.0,1944435000.0,2558048000,,100240561000,77051940000,-638984000.0,91346441000,78158693000,,1006662000.0,,,,0,10290723000,,22721041000,2248785000.0,1580055000.0,-405664000.0,3123950000.0,1498769000.0,,,180000000.0,1227067000.0,-193492000.0,-1181954000,8894120000,38288297000,38763643000,-5797083000.0,1790940000.0,78158693000,-1535478000.0,81286000.0,11161505000.0,,,,,,,,,,,,,,
2009-09-30,-1105257000,0.07,,16723969000,1450178000.0,885298000.0,865157000.0,,,11282767000.0,,2450979000,349055000.0,19834258000,839729000,4575296000,4575296000,12647114286.0,-351700000.0,12251362000,3123950000.0,7193487000,1026034000.0,0,0.0,369740000.0,885298000.0,2546596000,,101959366000,77905457000,-2212467000.0,92673417000,79775218000,0.0,1371793000.0,1009541000.0,,,0,8858760000,0.07,23605019000,1684941000.0,2771568000.0,-311860000.0,4574128000.0,1836793000.0,,,189745000.0,1478442000.0,450044000.0,-296656000,9285949000,38803845000,39101612000,-5703155000.0,1315201000.0,79775218000,-1727000000.0,934775000.0,14054335000.0,,,,,,,,,,,,,,
2009-12-31,11304489000,,,1477776000,-1937307000.0,1218504000.0,1248436000.0,,,11688576000.0,,2201172000,349055000.0,27321078000,931271000,3201568000,3201568000,,-242753000.0,12251362000,4574128000.0,8870400000,-1041680000.0,0,-6262829000.0,197949000.0,1218504000.0,2576301000,,106163207000,82201764000,-1001745000.0,98984443000,80878658000,47647000.0,-1126472000.0,,,,0,10310639000,,23922872000,1467254000.0,2947433000.0,-10354282000.0,2636821000.0,2232189000.0,,,143000000.0,1629141000.0,20869000.0,921848000,7178764000,36394306000,45807458000,-1250538000.0,1269305000.0,80878658000,-3183437000.0,715244000.0,14636009000.0,,,,,,,,,,,,,,
2010-03-31,12671246000,0.19,,1342140000,1680657000.0,2171707000.0,2172255000.0,,,11569857000.0,,2513390000,349055000.0,27955331000,893757000,4526364000,4526364000,11430036842.0,-362586000.0,12251362000,2636821000.0,10022909000,-818584000.0,0,-38284000.0,231058000.0,2171707000.0,2557068000,,109290876000,83171123000,-652353000.0,100326488000,82319025000,4202000.0,360647000.0,,,,0,10123341000,0.19,26080634000,2838659000.0,3126511000.0,-2968046000.0,4317478000.0,1699464000.0,,,143000000.0,1353757000.0,435346000.0,3093555000,8964388000,37435738000,45735385000,-4472474000.0,2607601000.0,82319025000,-3338555000.0,1427047000.0,14696368000.0,,,,,,,,,,,,,,
2010-06-30,1097198000,,,16034858000,1162856000.0,2522314000.0,2608916000.0,,,15381556000.0,23073000.0,3189761000,1449030000.0,39698057000,1074784000,7058305000,7081378000,,-317897000.0,12251362000,4317478000.0,14151056000,1416651000.0,0,-173487000.0,244109000.0,2522314000.0,2768263000,,139578340000,111507013000,-624240000.0,126167483000,105132486000,131180000.0,424539000.0,2421210000.0,,,0,10064786000,,28200866000,3195765000.0,4229749000.0,-1219275000.0,5480334000.0,2343805000.0,,,869020000.0,2027408000.0,342740000.0,5615869000,13410857000,50174769000,61332244000,-7928476000.0,2951656000.0,105132486000,-3043857000.0,1885944000.0,19611305000.0,,,,,,,,,,,,,,
2010-09-30,1048653000,0.45,,15531418000,2392229000.0,5166778000.0,5473102000.0,,,17149479000.0,25968000.0,3381687000,1449030000.0,41075823000,1080817000,8601033000,8627001000,11481728889.0,-430066000.0,12251362000,5480334000.0,12735412000,2610934000.0,0,-13798000.0,580885000.0,5166778000.0,2763534000,,145746713000,112395863000,-1051455000.0,130466352000,108954635000,30914000.0,2306245000.0,2677342000.0,,,0,10325953000,0.45,33156735000,7491155000.0,7676897000.0,-4915146000.0,7872563000.0,2847547000.0,,,921043000.0,2333002000.0,1437168000.0,10782647000,15280361000,49863469000,62532394000,-9371499000.0,6910270000.0,108954635000,-5979474000.0,4829350000.0,24826376000.0,,,,,,,,,,,,,,
2010-12-31,-1031011000,,,18686033000,6332028000.0,2347250000.0,2200485000.0,,,16903908000.0,27379000.0,3180638000,1449030000.0,40923371000,932317000,15011027000,15038406000,,-489155000.0,12891955000,7872563000.0,15703154000,-865832000.0,0,-61799000.0,878411000.0,2347250000.0,2867600000,,155219613000,113520293000,5065145000.0,134231481000,111743286000,366044000.0,-371577000.0,,,,0,9813810000,,41652625000,3433946000.0,4924720000.0,-4971863000.0,14204591000.0,2560570000.0,,,1005840000.0,2129485000.0,355050000.0,12515511000,20988132000,50633098000,62887195000,-1296002000.0,2555535000.0,111743286000,-4961887000.0,2364150000.0,21828628000.0,,,,,,,,,,,,,,
2011-03-31,-938144000,0.14,,19063501000,375763000.0,1671318000.0,1818350000.0,,170324000.0,17120177000.0,33280000.0,3408307000,1425722000.0,41190790000,974436000,14580354000,14613634000,11937985714.0,-510404000.0,12891955000,14204591000.0,15779009000,-872444000.0,0,-49675000.0,272906000.0,1671318000.0,2897720000,,158338567000,114333272000,-383422000.0,137486361000,114744208000,,1339450000.0,,,,0,10520566000,0.14,43183857000,2591879000.0,4130918000.0,-2992461000.0,14580354000.0,2575514000.0,,,1050481000.0,2091128000.0,500623000.0,14186829000,20852206000,50456787000,63876485000,-6209830000.0,2318973000.0,114744208000,-4438427000.0,1555404000.0,21251095000.0,,,,,,,,,,,,,,
2011-06-30,1245512000,,,19149315000,909935000.0,2391896000.0,2533763000.0,,,18683783000.0,19748000.0,3451045000,1279076000.0,42020817000,1092316000,15623593000,15643341000,,-1995618000.0,12891955000,14580354000.0,14329373000,-1157486000.0,0,49675000.0,412272000.0,2391896000.0,2885195000,,164224541000,118153907000,-784578000.0,141929680000,119959216000,,-857214000.0,,,,0,12110790000,,43937067000,3620181000.0,5195480000.0,-4769521000.0,15490289000.0,2819393000.0,,,1076412000.0,2275681000.0,674146000.0,14402130000,22294861000,53460272000,64693635000,-7855165000.0,3207909000.0,119959216000,-7460579000.0,2376087000.0,23879263000.0,,,,,,,,,,,,,,
2011-09-30,-2806508000,0.31,,18251990000,977668000.0,3799624000.0,4179246000.0,,,20308920000.0,18363000.0,3235470000,1279076000.0,44380657000,1130397000,16599513000,16617876000,12256851613.0,-878534000.0,12891955000,15490289000.0,11983922000,4008290000.0,0,,660290000.0,3799624000.0,2860935000,,171421348000,121553339000,-655936000.0,148002273000,125888479000,-674082000.0,826369000.0,3192617000.0,,,0,12700818000,0.31,47316090000,6336974000.0,7835252000.0,-4625633000.0,16467957000.0,3215819000.0,,,1155985000.0,2561596000.0,1497438000.0,18201754000,23419075000,52015332000,69538007000,-7541320000.0,5676684000.0,125888479000,-4813270000.0,4619433000.0,28144172000.0,,,,,,,,,,,,,,
2011-12-31,2611609000,,,22699680000,-1161548000.0,-385983000.0,-633750000.0,,,20579555000.0,12144000.0,2652439000,1102185000.0,39398481000,1128164000,15420242000,15432386000,,-167434000.0,12891955000,16467957000.0,11507317000,-2858703000.0,0,,45847000.0,-385983000.0,2805249000,,173323568000,123822047000,-522234000.0,151861908000,129303895000,237968000.0,39657000.0,,,,0,12081912000,,46738018000,-1036200000.0,3285026000.0,-4509374000.0,15306409000.0,3458999000.0,,,1213030000.0,2899861000.0,-448297000.0,17134982000,21461660000,57867384000,65954663000,-3954224000.0,-1082047000.0,129303895000,-5807656000.0,-173973000.0,23864581000.0,,,,,,,,,,,,,,
2012-03-31,-2859078000,0.02,,24120872000,-4543331000.0,239071000.0,260374000.0,,,19495874000.0,14239000.0,2662787000,1102185000.0,40638974000,1105146000,10935386000,10949625000,11953550000.0,-623532000.0,12891955000,15306409000.0,12554137000,-2550665000.0,0,,393949000.0,239071000.0,2832286000,,172406090000,122645726000,-698790000.0,155105969000,132642923000,1400000.0,19464000.0,,,,0,12544957000,0.02,46975580000,822423000.0,3399031000.0,-3965631000.0,10763078000.0,2821307000.0,,,1214255000.0,2291166000.0,168100000.0,17374053000,17300121000,53754606000,68891120000,-8482728000.0,428474000.0,132642923000,-4166288000.0,577724000.0,22894905000.0,,,,,,,,,,,,,,
2012-06-30,-226417000,,,26643785000,656641000.0,822814000.0,938151000.0,,,19889319000.0,14392000.0,3441216000,1102185000.0,36766019000,1079389000,12207835000,12222227000,,-678604000.0,12891955000,10763078000.0,13972278000,791918000.0,0,,547484000.0,822814000.0,2802582000,,178062504000,128706615000,-677102000.0,158030679000,135889555000,401040000.0,-487603000.0,,,,108000000,13236154000,,46333131000,1622295000.0,4776129000.0,-2891768000.0,11419719000.0,2965876000.0,,,1404322000.0,2403972000.0,136660000.0,15996490000,20031825000,60993588000,67713027000,-4984149000.0,1074811000.0,135889555000,-2805776000.0,1810253000.0,24665448000.0,,,,,,,,,,,,,,
2012-09-30,-2263857000,0.26,,25554606000,1411152000.0,3174118000.0,3511987000.0,,,20777552000.0,13735000.0,3437092000,1102185000.0,36996551000,1130715000,13618987000,13632722000,12208146154.0,-2250031000.0,12891955000,11419719000.0,15776170000,3042836000.0,0,,768945000.0,3174118000.0,2775423000,,184587046000,131659725000,-1228544000.0,162788284000,140200380000,42951000.0,32211000.0,3780073000.0,,,8000000,11857743000,0.26,49566991000,5469847000.0,7971932000.0,-3228109000.0,12830871000.0,3105136000.0,,,1476220000.0,2550619000.0,1188915000.0,19170608000,21798762000,60987512000,70672213000,-6183588000.0,4700902000.0,140200380000,-3350469000.0,4866796000.0,28749484000.0,,,,,,,,,,,,,,
2012-12-31,-7796837000,,,25883077000,-1042928000.0,712041000.0,723926000.0,,,20611400000.0,12671000.0,2967150000,1102185000.0,42254161000,1105048000,12590884000,12603555000,,-699998000.0,12891955000,12830871000.0,18287697000,-4162184000.0,0,,185175000.0,712041000.0,2810814000,,185710906000,131764377000,-343328000.0,165162586000,142281000000,48935000.0,-70844000.0,3361737000.0,,,144552000,11247814000,,50578538000,1018525000.0,2919314000.0,-4688768000.0,11787943000.0,2908153000.0,,,1561424000.0,2826600000.0,109424000.0,19459551000,20548320000,55811383000,75952994000,-11877462000.0,833350000.0,142281000000,-4974382000.0,11161000.0,23530714000.0,,,,,,,,,,,,,,
2013-03-31,-7559443000,0.02,,28786786000,2259916000.0,248592000.0,252265000.0,,1046740000.0,19676482000.0,13022000.0,3372526000,1102185000.0,46468279000,1159045000,14850404000,14863426000,12429600000.0,-603186000.0,13084751000,11787943000.0,20648870000,-3858558000.0,0,-95803000.0,462562000.0,248592000.0,2803615000,,193456723000,138292625000,175335000.0,169718905000,146691315000,3510000.0,41725000.0,,,,297466000,12330124000,0.02,51794103000,814014000.0,3042549000.0,-7331129000.0,14047859000.0,2436304000.0,,,1667914000.0,2366222000.0,99187000.0,19708143000,23737818000,58544306000,79748319000,-4640837000.0,351452000.0,146691315000,-7308229000.0,606245000.0,22719031000.0,,,,,,,,,,,,,,
2013-06-30,-161638000,,,24276402000,-144614000.0,870300000.0,873234000.0,,-2291000.0,19854222000.0,11701000.0,3813000000,1102185000.0,35342459000,1132481000,14682342000,14694043000,,-430214000.0,13084751000,14047859000.0,28825868000,-2785379000.0,0,85400000.0,829396000.0,870300000.0,2783278000,,196916580000,141783680000,-1022679000.0,172452833000,149804053000,116266000.0,253889000.0,3708793000.0,,,469144000,11503707000,,51680687000,1990026000.0,3285060000.0,-4885953000.0,13903245000.0,2588575000.0,,,1832943000.0,2482086000.0,287396000.0,19294744000,24463747000,73373748000,68409932000,-9965003000.0,1160630000.0,149804053000,-5768019000.0,696485000.0,23139282000.0,,,,,,,,,,,,,,
2013-09-30,-2981976000,0.24,,27108734000,3875891000.0,2942127000.0,3266431000.0,,0.0,21254349000.0,12503000.0,3167922000,1102185000.0,40410190000,1111600000,18560025000,18572528000,12258862500.0,-1558903000.0,13084751000,13903245000.0,23915382000,5582711000.0,0,0.0,280574000.0,2942127000.0,2893524000,,204549853000,146264580000,-1104765000.0,176812125000,153651591000,97049000.0,9330000.0,3871700000.0,,,372527000,12401101000,0.24,54511169000,4429202000.0,6674326000.0,-1965248000.0,17779136000.0,2782682000.0,,,1836692000.0,2700975000.0,882197000.0,22236871000,27737728000,69749856000,76514724000,-9298386000.0,4148628000.0,153651591000,-2592616000.0,3891644000.0,27928675000.0,,,,,,,,,,,,,,
2013-12-31,-1004032000,,,26349316000,-3017306000.0,-742406000.0,-721998000.0,,0.0,21860599000.0,11350000.0,3100584000,1102185000.0,42266406000,1044617000,15507677000,15519027000,,-1012063000.0,13084751000,17779136000.0,23521013000,-3911574000.0,0,0.0,2187548000.0,-742406000.0,2864299000,,205361883000,147418890000,-682557000.0,179936272000,155761214000,81425000.0,116620000.0,3767948000.0,,,1236939000,11828973000,,54154190000,1110226000.0,1980666000.0,-6455741000.0,14761830000.0,2773617000.0,,,2014407000.0,2723383000.0,-355324000.0,21245364000,25425611000,69644261000,77774629000,-9071103000.0,-1077322000.0,155761214000,-6740052000.0,-792951000.0,23841265000.0,,,,,,,,,,,,,,
2014-03-31,-6238011000,0.01,,27842020000,-4417156000.0,92708000.0,92729000.0,,,20732739000.0,11909000.0,3250330000,1102185000.0,46628235000,1053831000,11095064000,11106973000,9270800000.0,-791374000.0,13084751000,14761830000.0,20766755000,-1114936000.0,0,,1311394000.0,92708000.0,2880055000,,205636613000,147422503000,-935247000.0,184451087000,160021596000,,39230000.0,3944432000.0,,,1248851000,13065310000,0.01,54421183000,1453110000.0,3686104000.0,-4537812000.0,10344674000.0,2493287000.0,,,2133206000.0,2453526000.0,48987000.0,21338072000,21185526000,63426038000,83996465000,-11337256000.0,141716000.0,160021596000,-4845716000.0,1192817000.0,24418843000.0,,,,,,,,,,,,,,
2014-06-30,-12863833000,,,28059392000,-1282470000.0,381673000.0,328809000.0,,,21566483000.0,10753000.0,3167486000,1102185000.0,48923840000,1075501000,9154556000,9165309000,,-471259000.0,13084751000,10344674000.0,22892353000,2187715000.0,0,,99074000.0,381673000.0,3242350000,,203948660000,146525228000,-1390080000.0,183547198000,159291060000,,782278000.0,4038858000.0,,,1937320000,13595564000,,53799896000,469162000.0,3131975000.0,-405631000.0,9062204000.0,2684510000.0,,,2079324000.0,2639864000.0,41279000.0,20878864000,20401462000,60037722000,86487506000,-17919286000.0,370088000.0,159291060000,-2034924000.0,447465000.0,24698458000.0,,,,,,,,,,,,,,
