date,quarterlyGrossProfit,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyEbitda,quarterlyBasicAverageShares,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedEPS,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetPPE,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyBasicEPS,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable
2007-09-30,25300000,,0.0,,-6900000.0,81400000.0,813200000.0,21800000.0,188600000,3900000,636500000.0,-403700000,59600000,11800000,22300000.0,2300000.0,,-12800000.0,,,,21400000,13500000,231400000.0,657100000.0,86400000.0,,-295300000.0,156100000.0,190100000.0,5700000.0,-148600000.0,27100000.0,0.29,7500000,,277700000.0,22300000.0,-4000000.0,363500000.0,44800000,7500000,,10800000.0,28000000.0,487900000.0,,73400000.0,100000000.0,630000000.0,,4600000.0,163300000,1300000.0,46600000.0,0.29,7900000.0,25700000.0,55000000,238300000.0,1067800000.0,7500000,877700000.0,40800000,59600000.0,59600000.0,,-104700000.0,8100000.0,-366400000.0,262000000.0,,,,,,
2007-12-31,-48500000,,,,-14900000.0,165800000.0,925400000.0,33800000.0,270900000,20400000,657400000.0,-22600000,24500000,29000000,,-9300000.0,,-15200000.0,,,,-68900000,-14000000,168400000.0,705800000.0,80200000.0,,0.0,219600000.0,218500000.0,21600000.0,-156700000.0,75800000.0,,-39900000,,291600000.0,,181600000.0,-11800000.0,-700000,-39900000,,11200000.0,37300000.0,500700000.0,,52200000.0,0.0,630000000.0,1300000.0,-35100000.0,319400000,1600000.0,133800000.0,,8600000.0,29700000.0,59600000,183300000.0,1120700000.0,-39900000,902200000.0,180900000,25800000.0,24500000.0,,3200000.0,9300000.0,-127500000.0,130900000.0,,,,,,
2008-03-31,34500000,,,,-97500000.0,113000000.0,935900000.0,21000000.0,374800000,-16600000,660600000.0,-141600000,53100000,-8100000,24900000.0,6200000.0,,-16200000.0,,,,51100000,5500000,267000000.0,762600000.0,82100000.0,,0.0,173300000.0,205200000.0,8400000.0,-156700000.0,107600000.0,-0.33,-8200000,,412100000.0,24900000.0,-9200000.0,145100000.0,25100000,-6500000,,-19900000.0,31000000.0,503900000.0,,59300000.0,132300000.0,655000000.0,400000.0,28600000.0,340300000,1000000.0,112300000.0,-0.33,8500000.0,29200000.0,24500000,364500000.0,1232500000.0,-8200000,1027300000.0,15900000,53500000.0,53100000.0,,4000000.0,8100000.0,-391800000.0,270300000.0,,,,,,
2008-06-30,33700000,,,,-21400000.0,132000000.0,1115200000.0,132400000.0,332500000,-165700000,655500000.0,-10800000,12300000,-156700000,28200000.0,-8200000.0,,-22800000.0,,,,199400000,5300000,102900000.0,887000000.0,82100000.0,,-4400000.0,228200000.0,226300000.0,40600000.0,-156700000.0,227000000.0,-5.66,-159300000,,409700000.0,28200000.0,-7900000.0,-17600000.0,-12400000,-159300000,,-171700000.0,39300000.0,498800000.0,,95400000.0,-200000.0,660000000.0,1100000.0,-40800000.0,298800000,800000.0,133000000.0,-5.66,9000000.0,28800000.0,53100000,124300000.0,1245700000.0,-159300000,1019400000.0,-20300000,13400000.0,12300000.0,,400000.0,7900000.0,-70100000.0,71600000.0,,,,,,
2008-09-30,177400000,,,,-91100000.0,70500000.0,899800000.0,-125200000.0,426800000,152400000,653600000.0,-6000000,23500000,161200000,28200000.0,7500000.0,,-16400000.0,,,,25000000,16200000,233400000.0,773000000.0,82100000.0,,-1300000.0,126800000.0,149500000.0,3600000.0,-156700000.0,118000000.0,2.97,152700000,,405500000.0,28200000.0,-5900000.0,-24800000.0,42000000,152700000,,8100000.0,31800000.0,496900000.0,,54700000.0,0.0,655000000.0,2500000.0,11200000.0,249400000,1600000.0,88100000.0,2.97,8800000.0,28300000.0,12300000,324500000.0,1162300000.0,152700000,1012800000.0,36100000,26000000.0,23500000.0,,-3400000.0,8300000.0,-70300000.0,69000000.0,,,,,,
2008-12-31,184200000,,,,-45300000.0,78400000.0,816200000.0,-118000000.0,378500000,152500000,820400000.0,-8500000,48000000,162700000,,10900000.0,,-20800000.0,,,,31700000,18400000,329100000.0,691400000.0,88800000.0,,-8100000.0,124800000.0,165200000.0,15900000.0,-191100000.0,34900000.0,,138800000,,249000000.0,,-18000000.0,-13800000.0,46800000,138800000,,-7500000.0,20900000.0,629300000.0,,45100000.0,0.0,656500000.0,,24500000.0,194300000,1300000.0,80400000.0,,10200000.0,47700000.0,23500000,374400000.0,1180000000.0,138800000,1014800000.0,28800000,48000000.0,48000000.0,,5500000.0,8500000.0,-76000000.0,239600000.0,,,,,,
2009-03-31,48600000,,,-18300000.0,-40500000.0,60100000.0,785800000.0,-9600000.0,240600000,32400000,,-28000000,12000000,40800000,28200000.0,2900000.0,100000.0,-20100000.0,,-300000.0,23100000.0,16200000,5800000,0.0,680000000.0,89300000.0,-11500000.0,0.0,105800000.0,118300000.0,16600000.0,,8700000.0,0.67,22100000,234700000.0,4600000.0,28200000.0,-25700000.0,-34600000.0,26600000,23000000,100000.0,-2200000.0,18000000.0,646500000.0,,44800000.0,,645000000.0,,-36000000.0,192000000,900000.0,71700000.0,0.67,10400000.0,46600000.0,48000000,,1149500000.0,18900000,1031200000.0,900000,12000000.0,12000000.0,,-3000000.0,7300000.0,-2800000.0,800000.0,8400000.0,,,,,
2009-06-30,76800000,,,-19700000.0,-31000000.0,57300000.0,825900000.0,50000000.0,475300000,30200000,1334700000.0,-71000000,4600000,25100000,30000000.0,1100000.0,100000.0,-20100000.0,,200000.0,-20100000.0,46600000,15700000,0.0,695400000.0,89100000.0,-75300000.0,0.0,130500000.0,121900000.0,1700000.0,-360800000.0,13800000.0,-0.86,-21000000,152100000.0,4600000.0,30000000.0,-92700000.0,25000000.0,24700000,-20200000,100000.0,-36300000.0,16900000.0,973900000.0,,59000000.0,,638000000.0,0.0,-21300000.0,398500000,800000.0,35200000.0,-0.86,20500000.0,46000000.0,12000000,,1391400000.0,-25900000,1269500000.0,-68000000,4600000.0,4600000.0,,52100000.0,14300000.0,-4100000.0,25600000.0,14400000.0,,,,,
2009-09-30,35400000,,,15200000.0,-33900000.0,85700000.0,819400000.0,16100000.0,205700000,11100000,1352600000.0,1100000,12900000,35900000,31700000.0,-8400000.0,-600000.0,-38000000.0,,0.0,12400000.0,24300000,7900000,0.0,667700000.0,89100000.0,-70400000.0,0.0,151700000.0,138700000.0,12900000.0,-376600000.0,14100000.0,0.21,9900000,127800000.0,4600000.0,31700000.0,-24600000.0,-36600000.0,43800000,12400000,0.0,8400000.0,25300000.0,976000000.0,,65300000.0,,613000000.0,,8300000.0,170300000,700000.0,87600000.0,0.21,16400000.0,45300000.0,4600000,,1383600000.0,6500000,1244900000.0,19200000,12900000.0,12900000.0,,26400000.0,7100000.0,0.0,25000000.0,5100000.0,,,,,
2009-12-31,23200000,,,44300000.0,-31900000.0,128600000.0,876100000.0,-4000000.0,300300000,-3100000,1393600000.0,-65900000,2100000,22000000,,-8900000.0,20200000.0,-7100000.0,,-44400000.0,-2500000.0,26300000,8700000,0.0,685000000.0,92100000.0,-123300000.0,300000.0,191100000.0,197700000.0,1600000.0,-393500000.0,14000000.0,,-9000000,124600000.0,4500000.0,,-21800000.0,42300000.0,12800000,-3000000,500000.0,7500000.0,34200000.0,1000100000.0,,61800000.0,,613000000.0,0.0,-10800000.0,277100000,700000.0,152500000.0,,17600000.0,60500000.0,12900000,,1481500000.0,-11400000,1283800000.0,-9000000,2100000.0,2100000.0,,-20100000.0,6900000.0,-1200000.0,1900000.0,-64500000.0,,,,,
2010-03-31,51900000,,,-9300000.0,-33500000.0,119900000.0,863400000.0,4900000.0,403700000,25500000,1427500000.0,-24600000,2600000,51200000,34600000.0,-8900000.0,-7400000.0,-28300000.0,,-22000000.0,26200000.0,26400000,8600000,0.0,682300000.0,92100000.0,-114600000.0,0.0,181100000.0,173900000.0,7700000.0,-410500000.0,14300000.0,0.64,25800000,113500000.0,4400000.0,34600000.0,-12200000.0,-25900000.0,51000000,25900000,300000.0,7900000.0,43100000.0,1017000000.0,,60500000.0,,615000000.0,,500000.0,351800000,700000.0,120500000.0,0.64,17800000.0,59700000.0,2100000,,1464200000.0,22000000,1290300000.0,38800000,2600000.0,2600000.0,,400000.0,7200000.0,-700000.0,10300000.0,31900000.0,,,,,
2010-06-30,28700000,,,-33200000.0,-33700000.0,86300000.0,809400000.0,-12200000.0,255000000,1800000,1437000000.0,-11700000,4800000,53100000,34600000.0,23500000.0,8500000.0,-20800000.0,,0.0,27100000.0,26900000,8200000,0.0,668600000.0,92100000.0,-94000000.0,0.0,140800000.0,134700000.0,1500000.0,-428500000.0,14200000.0,0.63,26000000,109800000.0,4000000.0,34600000.0,-13200000.0,-23800000.0,37700000,27000000,100000.0,32600000.0,19600000.0,1008500000.0,,53700000.0,,615000000.0,0.0,2200000.0,226300000,800000.0,104400000.0,0.63,18700000.0,58900000.0,2600000,,1413200000.0,21800000,1278500000.0,24500000,4800000.0,4800000.0,,-3000000.0,7300000.0,0.0,1500000.0,15900000.0,,,,,
2010-09-30,20500000,,,-2100000.0,-33200000.0,85400000.0,835000000.0,33900000.0,239900000,2700000,1489000000.0,-92300000,11800000,26000000,36000000.0,4400000.0,-10400000.0,-25300000.0,,-81800000.0,-700000.0,17800000,8200000,0.0,675200000.0,99700000.0,-449800000.0,1200000.0,159800000.0,158400000.0,11700000.0,-446500000.0,15600000.0,-0.23,-4100000,103600000.0,6100000.0,36000000.0,-11700000.0,57600000.0,41700000,-800000,100000.0,4100000.0,31800000.0,1042500000.0,,74400000.0,,612800000.0,,7000000.0,219400000,,103100000.0,-0.23,19200000.0,87600000.0,4800000,,1499200000.0,-8200000,1340800000.0,30000000,11800000.0,11800000.0,,-8100000.0,7500000.0,0.0,0.0,4300000.0,,,,,
2010-12-31,33500000,,,50300000.0,-27700000.0,136700000.0,962400000.0,-13800000.0,348400000,6800000,1631900000.0,-113000000,6700000,30000000,,-27700000.0,30200000.0,-27500000.0,,-99500000.0,4900000.0,26700000,8700000,0.0,751200000.0,99700000.0,-175000000.0,2200000.0,211200000.0,233100000.0,2100000.0,-462800000.0,53100000.0,,300000,104300000.0,6000000.0,,-13600000.0,97500000.0,10400000,5100000,-200000.0,5200000.0,65200000.0,1169100000.0,,74500000.0,,647800000.0,0.0,-5100000.0,314900000,,151000000.0,,18000000.0,87000000.0,11800000,,1700600000.0,-4500000,1467500000.0,-3200000,6700000.0,6700000.0,,-6100000.0,7100000.0,-1600000.0,-500000.0,-46300000.0,,,,,
2011-03-31,66200000,,,-15100000.0,-23300000.0,89100000.0,1000500000.0,7600000.0,465300000,37300000,1602500000.0,-165000000,5000000,25700000,41300000.0,22000000.0,2300000.0,-30100000.0,,-151500000.0,-2200000.0,28900000,9000000,0.0,760700000.0,146800000.0,-519000000.0,200000.0,239800000.0,199900000.0,1400000.0,-481900000.0,15700000.0,-0.28,-5900000,216000000.0,7100000.0,41300000.0,-13700000.0,99300000.0,64000000,-2400000,200000.0,-31500000.0,42100000.0,1120600000.0,,80100000.0,139700000.0,675800000.0,0.0,-1700000.0,399100000,,81100000.0,-0.28,19900000.0,117800000.0,6700000,,1811300000.0,-11400000,1611400000.0,50300000,5000000.0,5000000.0,,-38300000.0,8000000.0,-100000.0,0.0,500000.0,,,,,
2011-06-30,65600000,,,-14800000.0,-22500000.0,78400000.0,971800000.0,-7200000.0,361600000,36900000,1615100000.0,-20900000,2400000,79700000,44100000.0,-300000.0,-8300000.0,-33300000.0,,100000.0,51200000.0,28700000,8600000,0.0,318200000.0,146900000.0,-134000000.0,-200000.0,653600000.0,188300000.0,1600000.0,-499800000.0,15800000.0,0.8,41500000,218500000.0,7300000.0,44200000.0,-15500000.0,-6300000.0,24600000,51200000,0.0,22700000.0,42400000.0,1115300000.0,,546000000.0,-300000.0,249800000.0,0.0,-2600000.0,296000000,,140600000.0,0.8,20100000.0,117000000.0,5000000,,1795000000.0,35300000,1606700000.0,9100000,2400000.0,2400000.0,,-7700000.0,8400000.0,-7000000.0,1800000.0,17100000.0,,,,,
2011-09-30,94500000,,,13400000.0,-22800000.0,120900000.0,979100000.0,-38000000.0,383300000,64700000,1656000000.0,-46700000,2000000,95300000,44100000.0,-15000000.0,45800000.0,-34100000.0,,-23400000.0,66100000.0,29800000,9400000,0.0,287100000.0,146900000.0,-101000000.0,200000.0,692000000.0,198200000.0,2700000.0,-518300000.0,16000000.0,1.35,66300000,222200000.0,7100000.0,44200000.0,-17200000.0,-14000000.0,60300000,65900000,200000.0,10000000.0,57400000.0,1137700000.0,,571100000.0,12600000.0,249800000.0,0.0,-400000.0,288800000,,127400000.0,1.35,20600000.0,115400000.0,2400000,,1839400000.0,59500000,1641200000.0,43100000,2000000.0,2000000.0,,-7500000.0,8600000.0,-6100000.0,-200000.0,6300000.0,,,,,
2011-12-31,35900000,,,62800000.0,-21200000.0,188100000.0,1062700000.0,77500000.0,387200000,5300000,1719000000.0,-41400000,6700000,34000000,,-7300000.0,-9700000.0,-34900000.0,,0.0,4700000.0,30600000,10300000,0.0,793500000.0,141900000.0,-671000000.0,5000000.0,269200000.0,239900000.0,1900000.0,-537200000.0,16500000.0,,-1500000,208700000.0,11100000.0,,-57800000.0,-9100000.0,55200000,4500000,200000.0,8300000.0,64700000.0,1181800000.0,,81100000.0,17700000.0,746800000.0,0.0,4700000.0,351300000,,161400000.0,,20400000.0,113900000.0,2000000,,1903600000.0,-8200000,1663700000.0,-2600000,6700000.0,6700000.0,,-12900000.0,8900000.0,-1900000.0,13300000.0,-34600000.0,,,,,
2012-03-31,73400000,,,-75700000.0,-19200000.0,168000000.0,1228400000.0,-12300000.0,530900000,36300000,2265800000.0,-365200000,6100000,62000000,46900000.0,19000000.0,400000.0,-36700000.0,,-311400000.0,24200000.0,37100000,11900000,0.0,923900000.0,153800000.0,-604000000.0,0.0,304500000.0,291400000.0,1300000.0,-719700000.0,22200000.0,0.26,23300000,108500000.0,14700000.0,47000000.0,-53400000.0,302700000.0,61000000,24000000,200000.0,500000.0,69000000.0,1546100000.0,,98000000.0,234200000.0,865200000.0,0.0,-1500000.0,457500000,,70100000.0,0.26,25200000.0,143200000.0,7600000,,2288900000.0,12300000,1997500000.0,7600000,6100000.0,6100000.0,,-13200000.0,12600000.0,-1500000.0,1100000.0,55100000.0,,,,,
2012-06-30,34500000,,,-63400000.0,-16800000.0,133600000.0,1213900000.0,-14600000.0,338400000,13900000,2305900000.0,-67500000,5500000,101000000,51900000.0,-5100000.0,200000.0,-42700000.0,,19800000.0,80300000.0,20600000,11000000,0.0,987400000.0,153800000.0,-203000000.0,0.0,226500000.0,254700000.0,1500000.0,-727200000.0,22500000.0,1.33,79100000,147100000.0,14300000.0,51900000.0,-46400000.0,56300000.0,10600000,79800000,500000.0,77500000.0,74000000.0,1578700000.0,,86200000.0,13800000.0,948300000.0,0.0,-600000.0,303900000,,55900000.0,1.33,9600000.0,141100000.0,6100000,,2333500000.0,68900000,2078800000.0,-35800000,5500000.0,5500000.0,,2200000.0,11100000.0,-40900000.0,0.0,39800000.0,,,,,
2012-09-30,47100000,,,43400000.0,-15500000.0,170000000.0,1375900000.0,48500000.0,350800000,21200000,2413700000.0,-210100000,8400000,25100000,58700000.0,2400000.0,900000.0,-49300000.0,,-113600000.0,2200000.0,25900000,11100000,0.0,1080200000.0,153800000.0,-255000000.0,0.0,295700000.0,270600000.0,2900000.0,-739900000.0,28300000.0,-0.16,1300000,229000000.0,14000000.0,58700000.0,-52700000.0,125800000.0,87200000,1900000,300000.0,-10900000.0,71600000.0,1673800000.0,,111600000.0,197200000.0,1038300000.0,0.0,2900000.0,303700000,,72600000.0,-0.16,14800000.0,139000000.0,5500000,,2517400000.0,-9500000,2246800000.0,34500000,8400000.0,8400000.0,,-112100000.0,8100000.0,-43900000.0,100000.0,-11500000.0,,,,,
2012-12-31,77600000,,,-37600000.0,-14700000.0,112600000.0,1888800000.0,-115000000.0,500600000,115900000,2479100000.0,-427700000,1300000,91500000,,-3000000.0,1300000.0,-52600000.0,,-466200000.0,67300000.0,-38300000,11800000,0.0,1655400000.0,153800000.0,-729500000.0,0.0,233400000.0,309100000.0,2400000.0,-751700000.0,27400000.0,,64300000,558000000.0,17000000.0,,-47900000.0,454500000.0,-33900000,67300000,0.0,-38200000.0,74700000.0,1727400000.0,,69800000.0,10000000.0,1620300000.0,0.0,-7100000.0,423000000,17300000.0,95000000.0,,13800000.0,136900000.0,8400000,,2972000000.0,52500000,2662900000.0,-81800000,1300000.0,1300000.0,,-84800000.0,10400000.0,-97700000.0,-1200000.0,-53500000.0,,,,,
2013-03-31,80000000,,,77000000.0,-14000000.0,282000000.0,2205000000.0,55000000.0,731000000,60000000,3690000000.0,-608000000,37000000,88000000,65100000.0,46000000.0,4000000.0,-57000000.0,,-507000000.0,56000000.0,20000000,16000000,0.0,1781000000.0,154000000.0,-690000000.0,0.0,424000000.0,473000000.0,2000000.0,-1084000000.0,36000000.0,0.48,52000000,326000000.0,24000000.0,65100000.0,-101000000.0,496000000.0,147000000,55000000,1000000.0,8000000.0,30000000.0,2606000000.0,,97000000.0,494000000.0,1739000000.0,0.0,35000000.0,651000000,16000000.0,115000000.0,0.48,20000000.0,135000000.0,2000000,,3846000000.0,31000000,3373000000.0,46000000,37000000.0,37000000.0,,-60000000.0,12000000.0,-26000000.0,0.0,-79000000.0,,,,,
