date,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicEPS,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyDilutedAverageShares,quarterlyDilutedEPS,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyEbitda,quarterlyBasicAverageShares,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyOtherIntangibleAssets,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyGoodwill,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyNonCurrentDeferredRevenue
1993-03-31,,,,,,,,900000,900000,0.1,,,,,,,,,,,,,,900000,,,,,,9000000.0,0.1,,,,,,,,,,,,9000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,,,,,,,900000,900000,0.1,,,,,,,,,,,,,,900000,,,,,,9000000.0,0.1,,,,,,,,,,,,9000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,,,,,,,,900000,900000,0.1,,,,,,,,,,,,,,900000,,,,,,9000000.0,0.1,,,,,,,,,,,,9000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,,,,,304300000.0,111500000.0,,800000,800000,,,,,,,,,,,126300000.0,,,,800000,,,,,,,,178000000.0,,,,2000000.0,5800000.0,5400000.0,5400000.0,,,,,,,,,,,6800000.0,,,,,,,,,,293200000.0,,,,-2700000.0,,,,,,,,,,,,,
1994-03-31,,,,,412300000.0,147200000.0,2200000.0,1800000,1800000,0.14,900000.0,3600000.0,,,,,2600000.0,0.0,-38100000.0,159400000.0,,-300000.0,,1800000,,,,-3700000.0,,12857143.0,0.14,252900000.0,,,-1100000.0,2000000.0,,2100000.0,2100000.0,,5400000.0,,12857143.0,,,15000000.0,1900000.0,32600000.0,,,2200000.0,,,,,,,-2600000.0,-3300000.0,345000000.0,-600000.0,,,,,,,,,,,,,,,,
1994-06-30,,,,,436800000.0,145500000.0,9400000.0,2300000,2300000,0.19,1000000.0,3600000.0,,,,,2000000.0,0.0,-83100000.0,164600000.0,,600000.0,,2300000,,,,-4000000.0,,12105263.0,0.19,272200000.0,,,-45700000.0,2000000.0,,2000000.0,2000000.0,,0.0,,12105263.0,,,15600000.0,2300000.0,73600000.0,,,9400000.0,,,,,,,3600000.0,0.0,423700000.0,,,,,,,,,,,,,,,,,
1994-09-30,,,,,490300000.0,198600000.0,8600000.0,3100000,3100000,0.22,1100000.0,4300000.0,,,,,2100000.0,0.0,-56300000.0,220000000.0,,-700000.0,,3100000,,,,-6000000.0,,14090909.0,0.22,270300000.0,,,34900000.0,2000000.0,9100000.0,1900000.0,1900000.0,,0.0,,14090909.0,,,18300000.0,3100000.0,47600000.0,,7900000.0,8600000.0,,,,,,,,-200000.0,476500000.0,,,,,,,,,,,,,,,,,
1994-12-31,,,,,504300000.0,197300000.0,13400000.0,3000000,3000000,,1100000.0,4700000.0,,,,,2500000.0,0.0,-20600000.0,224700000.0,,500000.0,,3000000,,,,-6000000.0,,,,279600000.0,,,-900000.0,2000000.0,11400000.0,200000.0,200000.0,,0.0,,,,,19800000.0,3000000.0,5600000.0,,10300000.0,13400000.0,,,,,,,,-1600000.0,492600000.0,,,,-15500000.0,,,,,,,,,,,,,
1995-03-31,,,,,515600000.0,218200000.0,2900000.0,3100000,3100000,0.22,1000000.0,4700000.0,,,,,3000000.0,0.0,-17500000.0,239300000.0,,0.0,,3100000,,,,,,14090909.0,0.22,276300000.0,,,-4100000.0,2000000.0,11400000.0,200000.0,200000.0,,200000.0,,14090909.0,,,19500000.0,3000000.0,14600000.0,,3300000.0,2900000.0,,,,,,,,0.0,506200000.0,-4900000.0,,,-18900000.0,,,,,,,,,,,,,
1995-06-30,,,,,539500000.0,238600000.0,9900000.0,3100000,3100000,0.22,1000000.0,4900000.0,,,,,3200000.0,0.0,-27600000.0,263000000.0,,-6600000.0,,3100000,,,,,,14090909.0,0.22,276500000.0,,,-200000.0,2000000.0,12900000.0,,,,0.0,,14090909.0,,,20300000.0,3100000.0,17500000.0,,6300000.0,9900000.0,,,,,,,,-200000.0,528600000.0,1900000.0,,,-22500000.0,,,,,,,,,,,,,
1995-09-30,,,,,566300000.0,261500000.0,15000000.0,2900000,2900000,0.2,1000000.0,5300000.0,,,,,3600000.0,0.0,-29300000.0,293200000.0,,-300000.0,,2900000,,,,-6600000.0,,14500000.0,0.2,273100000.0,,,-200000.0,2000000.0,15400000.0,1700000.0,1700000.0,,0.0,,14500000.0,,,21500000.0,2900000.0,16000000.0,,9400000.0,15000000.0,,,,,,,,1700000.0,553300000.0,6800000.0,,,-26200000.0,,,,,,,,,,,,,
1995-12-31,,,,,582400000.0,279500000.0,9800000.0,3200000,3200000,,1200000.0,5400000.0,,,,,4000000.0,0.0,-22600000.0,312600000.0,,0.0,,3200000,,,,-6700000.0,,,,269800000.0,,,-200000.0,2000000.0,14900000.0,200000.0,200000.0,,0.0,,,,,22200000.0,3300000.0,11300000.0,,11900000.0,9800000.0,,,,,,,,-1500000.0,570800000.0,,,,-29600000.0,,,,,,,,,,,,,
1996-03-31,,,,,572500000.0,286400000.0,2300000.0,-1700000,-1700000,-0.12,1100000.0,5500000.0,,,,,4100000.0,0.0,4100000.0,311000000.0,,-6500000.0,,-1700000,,,,-6600000.0,,14166667.0,-0.12,261500000.0,,,-97500000.0,,13500000.0,400000.0,400000.0,,200000.0,,14166667.0,,,22700000.0,-1800000.0,-6200000.0,,3700000.0,2300000.0,,,,,,,,200000.0,561800000.0,-1500000.0,,,-38300000.0,,,,,,,,,,,,,
1996-06-30,,,,,592200000.0,302300000.0,12600000.0,3500000,3500000,0.24,1100000.0,5700000.0,,,,,4200000.0,0.0,-24100000.0,331300000.0,,5400000.0,,3500000,,,,-6900000.0,,14583333.0,0.24,260900000.0,,,16700000.0,,14000000.0,600000.0,600000.0,,0.0,,14583333.0,,,23000000.0,3500000.0,11700000.0,,7300000.0,12600000.0,,,,,,,,100000.0,580600000.0,3400000.0,,,-41700000.0,,,,,,,,,,,,,
1996-09-30,,,,,601400000.0,314500000.0,8700000.0,2800000,2800000,0.19,1200000.0,6200000.0,,,,,4700000.0,0.0,-13900000.0,342800000.0,,2300000.0,,2800000,,,,-7000000.0,,14736842.0,0.19,258600000.0,,,5200000.0,,12200000.0,1900000.0,1900000.0,,0.0,,14736842.0,,,23800000.0,2800000.0,6500000.0,,10500000.0,8700000.0,,,,,,,,1400000.0,588200000.0,-300000.0,,,-45900000.0,,,,,,,,,,,,,
1996-12-31,7675000.0,,,148000.0,603510000.0,244182000.0,-53621000.0,4113000,4113000,,39835000.0,6494000.0,,,,,4336000.0,2366000.0,-7797000.0,308082000.0,,-66786000.0,,4109000,,,,-6957000.0,,,,295428000.0,,,73347000.0,165000.0,7512000.0,2366000.0,2366000.0,,0.0,,,,,30285000.0,4213000.0,-9440000.0,-56369000.0,13246000.0,17667000.0,,,,,,646545000.0,,430000.0,590176000.0,-1528000.0,,,-49515000.0,,,,,,,,,,,,,
1997-03-31,,,,,612000000.0,286700000.0,-10300000.0,4100000,4100000,0.25,,6500000.0,,,,,4200000.0,0.0,-14100000.0,314400000.0,,-600000.0,,4100000,,,,-7800000.0,,17083333.0,0.24,297600000.0,-200000.0,,-29400000.0,,7300000.0,4000000.0,4000000.0,,2400000.0,,16400000.0,-13900000.0,,25300000.0,4100000.0,12200000.0,,4300000.0,3600000.0,,,,,,,,1700000.0,598200000.0,-7000000.0,,,-53600000.0,,,,,,,,,,,,,
1997-06-30,,,,,1265700000.0,575000000.0,-12700000.0,6400000,6400000,0.24,1200000.0,12100000.0,,,,,9100000.0,0.0,-4400000.0,632600000.0,,200000.0,,6400000,,,,-16600000.0,,26666667.0,0.24,568500000.0,23100000.0,,-101900000.0,,30000000.0,5100000.0,5100000.0,,0.0,,26666667.0,-27500000.0,,45000000.0,7000000.0,-9300000.0,,12500000.0,14800000.0,,,,,,,,1000000.0,1245800000.0,-3700000.0,,,-60300000.0,,,,,,,,,,,,,
1997-09-30,,,,,1273700000.0,446900000.0,-2000000.0,8300000,8300000,0.27,1000000.0,12800000.0,,,,,7500000.0,0.0,-21300000.0,504700000.0,,300000.0,,8300000,,,,-14400000.0,,30740741.0,0.27,705000000.0,-100000.0,,-68600000.0,,8200000.0,3900000.0,3900000.0,-5400000.0,0.0,,30740741.0,-21200000.0,,49400000.0,8800000.0,900000.0,,18000000.0,19200000.0,,,,,,,,-1200000.0,1255000000.0,-1900000.0,,,-67600000.0,,,,,,,,,,,,,
1997-12-31,15881000.0,,,950000.0,1323620000.0,480754000.0,-42232000.0,21293000,19638000,,71968000.0,13436000.0,,,,,7837000.0,6468000.0,-33909000.0,549731000.0,15089000.0,909000.0,,19638000,,,,-16714000.0,,,,710564000.0,-15600000.0,,-7185000.0,317000.0,13698000.0,6468000.0,6468000.0,,0.0,,,-70606000.0,,60481000.0,20093000.0,8037000.0,-94665000.0,16568000.0,28374000.0,,,,,,1382049000.0,,2602000.0,1287384000.0,14255000.0,,,-63526000.0,,,,,,,,,,,,,
1998-03-31,,,,,1356700000.0,541600000.0,-40600000.0,9000000,9000000,0.28,,14500000.0,,,,,7800000.0,0.0,-50500000.0,589400000.0,,200000.0,,9000000,,,,-16800000.0,,33333333.0,0.27,710000000.0,-200000.0,,-9900000.0,,22900000.0,4200000.0,4200000.0,-11100000.0,6500000.0,,32142857.0,-50300000.0,,50800000.0,9300000.0,38500000.0,,7200000.0,9700000.0,,,,,,,,-2300000.0,1340100000.0,-13800000.0,,,-70700000.0,,,,,,,,,,,,,
1998-06-30,,,,,2284100000.0,929900000.0,-48200000.0,14300000,14300000,0.22,2300000.0,22500000.0,,,,,15500000.0,0.0,194400000.0,1005300000.0,,800000.0,,9600000,,,,-20200000.0,,45714286.0,0.21,1204300000.0,279600000.0,,-115000000.0,,35700000.0,124100000.0,124100000.0,-11100000.0,0.0,,43636364.0,-85200000.0,,76100000.0,14900000.0,-111600000.0,,14200000.0,37000000.0,,,,,,,,119900000.0,2135400000.0,300000.0,,,-83600000.0,,,,,,,,,,,,,
1998-09-30,,,,,2322300000.0,966500000.0,-85700000.0,17000000,17000000,0.33,2200000.0,20400000.0,,,,,13400000.0,0.0,-132000000.0,1054000000.0,,-1100000.0,,14700000,,,,-26100000.0,,47419355.0,0.31,1195500000.0,4200000.0,,-54300000.0,,34100000.0,35900000.0,35900000.0,-10400000.0,0.0,,44545455.0,-136200000.0,,73100000.0,17000000.0,-6500000.0,,22400000.0,50500000.0,,,,,,,,-88100000.0,2265900000.0,13100000.0,,,-91500000.0,,,,,,,,,,,,,
1998-12-31,28278000.0,,,831000.0,2347982000.0,1002568000.0,-22648000.0,18455000,17133000,,99135000.0,20713000.0,,,,,13767000.0,5647000.0,-66913000.0,1105811000.0,32484000.0,-112045000.0,,14762000,,,,-26015000.0,,,,1170388000.0,-56209000.0,,17545000.0,489000.0,24180000.0,5647000.0,5647000.0,,0.0,,,-63867000.0,,72060000.0,17455000.0,-4627000.0,-167560000.0,21474000.0,41219000.0,,,,,,2455458000.0,,-30321000.0,2287898000.0,1722000.0,,,-98897000.0,,,,,,,,,,,,,
1999-03-31,,,,,2377800000.0,1017000000.0,-29600000.0,16000000,16000000,0.32,2400000.0,21400000.0,,,,,13500000.0,0.0,-48200000.0,1103400000.0,,800000.0,,13700000,,,,-26100000.0,,44193548.0,0.31,1106500000.0,3000000.0,,-11800000.0,,20700000.0,4800000.0,4800000.0,-11600000.0,5600000.0,,42812500.0,-51200000.0,,76000000.0,17500000.0,25800000.0,,10700000.0,21600000.0,,,,,,,,-800000.0,2349400000.0,-15100000.0,,,-107200000.0,,,,,,,,,,,,,
1999-06-30,,,,,2422400000.0,1064800000.0,-10000000.0,15200000,15200000,0.31,2400000.0,21400000.0,,,,,14000000.0,0.0,-51100000.0,1161700000.0,,-400000.0,,12900000,,,,-26200000.0,,43000000.0,0.3,1093800000.0,-600000.0,,-1000000.0,,46000000.0,9700000.0,9700000.0,-10000000.0,0.0,,41612903.0,-50500000.0,,77400000.0,17700000.0,15500000.0,,18800000.0,40500000.0,,,,,,,,4900000.0,2372700000.0,3900000.0,,,-116000000.0,,,,,,,,,,,,,
1999-09-30,,,,,2468700000.0,1054000000.0,-6200000.0,15900000,15900000,0.33,2500000.0,22700000.0,,,,35000000.0,14700000.0,13800000.0,-73400000.0,1196800000.0,,2800000.0,,13600000,,,,-27400000.0,,42500000.0,0.32,1073600000.0,-8100000.0,,-10900000.0,400000.0,46200000.0,13800000.0,13800000.0,-9300000.0,0.0,,41212121.0,-65300000.0,,81800000.0,19200000.0,18400000.0,,26700000.0,59100000.0,,,,,,,,4000000.0,2402900000.0,22800000.0,,,-123800000.0,,,,,,,,,,,,,
1999-12-31,33987000.0,,,2228000.0,2487932000.0,1165090000.0,-3531000.0,24815000,14523000,,111278000.0,24016000.0,,,,,15656000.0,5517000.0,-47871000.0,1274405000.0,21869000.0,-4479000.0,,12152000,,,,-28553000.0,,,,1016675000.0,-19703000.0,,-1478000.0,490000.0,20323000.0,5517000.0,5517000.0,,13800000.0,,,-46352000.0,,80536000.0,17515000.0,-3280000.0,-253545000.0,24485000.0,42821000.0,,,,,,2656165000.0,,-8230000.0,2402620000.0,-9586000.0,,,-132198000.0,,,,,,,,,,,,,
2000-03-31,,,,,2497459000.0,1203723000.0,-9994000.0,15019000,15019000,0.33,3139000.0,24599000.0,,,,,16584000.0,5684000.0,-27863000.0,1301839000.0,,53000.0,,12676000,,,,-27101000.0,,41575000.0,0.31,982774000.0,10621000.0,,,491000.0,51504000.0,5684000.0,5684000.0,-12167000.0,5517000.0,,38492000.0,-38484000.0,,84063000.0,18629000.0,-460000.0,,12301000.0,28490000.0,,,,,,,98000.0,167000.0,2419163000.0,-9293000.0,,,-141431000.0,,,,,,,,,,,,,
2000-06-30,,,,,2507497000.0,1217328000.0,9012000.0,12937000,12937000,0.28,3626000.0,25244000.0,,,,,17605000.0,3012000.0,-32700000.0,1321992000.0,,733000.0,,10594000,,,,-28504000.0,,41146000.0,0.27,973719000.0,2352000.0,,,491000.0,20474000.0,3012000.0,3012000.0,-12138000.0,5684000.0,,37927000.0,-35052000.0,,83722000.0,16534000.0,-14036000.0,,20738000.0,44064000.0,,,,,,,,-2672000.0,2429369000.0,5981000.0,,,-152489000.0,,,,,,,,,,,,,
2000-09-30,,,,,2434417000.0,1132846000.0,17595000.0,30546000,30546000,0.74,2926000.0,23700000.0,,,,,17640000.0,13396000.0,75926000.0,1241069000.0,,-191000.0,,28203000,,,,-28614000.0,,44746000.0,0.72,981727000.0,105877000.0,,-1283000.0,492000.0,14089000.0,13396000.0,13396000.0,-11172000.0,3012000.0,,38050000.0,-29951000.0,,101195000.0,35200000.0,-113088000.0,,28898000.0,47546000.0,,,,,,,,10384000.0,2322449000.0,9740000.0,,,-145958000.0,,,,,,,,,,,,,
2000-12-31,36981000.0,,,3236000.0,2430881000.0,1138117000.0,26572000.0,31228000,15922000,,117385000.0,23423000.0,,,,,17207000.0,4936000.0,-28499000.0,1246321000.0,22612000.0,2432000.0,,13580000,,,,-28631000.0,,,,974183000.0,-158789000.0,,-103586000.0,492000.0,13592000.0,4936000.0,4936000.0,,13396000.0,,,-17149000.0,,83081000.0,19367000.0,-23682000.0,-326723000.0,26781000.0,43721000.0,,,,,,2623729000.0,,-8460000.0,2297006000.0,-3967000.0,,,-153972000.0,,,,,,,,,,,,,
2001-03-31,,,,,2428377000.0,1152709000.0,16709000.0,18544000,18544000,0.43,3283000.0,24496000.0,,,,,17143000.0,4125000.0,-22253000.0,1248303000.0,,-37000.0,,16201000,,,,-28544000.0,,39570000.0,0.41,970298000.0,-3398000.0,,-113343000.0,493000.0,42062000.0,4125000.0,4125000.0,-10798000.0,4936000.0,,37975000.0,-18855000.0,,89927000.0,22833000.0,-14122000.0,,12503000.0,35564000.0,,,,,,,,-811000.0,2309202000.0,-5760000.0,,,-161469000.0,,,,,,,,,,,,,
2001-06-30,,,,,2446581000.0,1195465000.0,11892000.0,17136000,17136000,0.43,3109000.0,24848000.0,,,,,17774000.0,2576000.0,-39498000.0,1300556000.0,,467000.0,,16934000,,,,-30900000.0,,44525000.0,0.4,938361000.0,1276000.0,,-14787000.0,475000.0,44571000.0,2576000.0,2576000.0,-10434000.0,4125000.0,,39797000.0,-40774000.0,,87442000.0,20832000.0,-14717000.0,,20967000.0,52666000.0,,,,,,,,-1549000.0,2323621000.0,10919000.0,,,-169787000.0,,,,,,,,,,,,,
2001-09-30,,,,,2450969000.0,1192188000.0,46698000.0,18484000,18096000,0.44,3426000.0,26574000.0,,,,,17755000.0,3213000.0,-29588000.0,1308852000.0,,-341000.0,,18096000,,,,-29878000.0,,42649000.0,0.42,934829000.0,-12504000.0,,-26554000.0,476000.0,43680000.0,3213000.0,3213000.0,-9626000.0,2576000.0,,40669000.0,-17084000.0,,94586000.0,22918000.0,-33557000.0,,30367000.0,63782000.0,,,,,,,,637000.0,2311565000.0,19654000.0,,,-176939000.0,,,,,,,,,,,,,
2001-12-31,46275000.0,,,4586000.0,2449665000.0,1207047000.0,122914000.0,23515000,7516000,,119497000.0,25742000.0,,,,,17169000.0,5625000.0,-28288000.0,1325335000.0,87056000.0,-347000.0,,7516000,,,,-29904000.0,,,,918251000.0,-109158000.0,,-64675000.0,476000.0,13337000.0,5625000.0,5625000.0,,3213000.0,,,,,80264000.0,11096000.0,-15501000.0,-422154000.0,28378000.0,46201000.0,,,,,,2736474000.0,,2412000.0,2314320000.0,-11434000.0,,,-194718000.0,,,,,,,,,,,,,
2002-03-31,,,,,2462205000.0,1240381000.0,-2866000.0,13982000,13982000,0.34,3589000.0,26057000.0,,,,,17104000.0,7540000.0,-34932000.0,1346356000.0,,4019000.0,,13982000,,,,-29910000.0,,44648000.0,0.32,911599000.0,-2553000.0,,-35775000.0,478000.0,51093000.0,7540000.0,7540000.0,-16722000.0,5625000.0,,40826000.0,-32379000.0,,86926000.0,17654000.0,7334000.0,,13290000.0,29513000.0,,,,,,,-11625000.0,1915000.0,2410299000.0,1099000.0,,,-207284000.0,,,,,,,,,,,,,
2002-06-30,,,,,2558485000.0,1326507000.0,-87101000.0,12117000,12117000,0.3,3357000.0,25644000.0,,,,,17483000.0,4701000.0,-112661000.0,1453487000.0,,2964000.0,,12117000,,,,-31308000.0,,45051000.0,0.28,901876000.0,26602000.0,,-1294000.0,479000.0,61656000.0,4701000.0,4701000.0,-16190000.0,7540000.0,,41061000.0,-139263000.0,,86776000.0,15812000.0,57660000.0,,21187000.0,52162000.0,,,,,,,,-2839000.0,2499455000.0,3060000.0,,,-221801000.0,,,,,,,,,,,,,
2002-09-30,,,,,2580736000.0,1387540000.0,8125000.0,10469000,10235000,0.25,6424000.0,26675000.0,,,,,18075000.0,4154000.0,-47950000.0,1523002000.0,,-2372000.0,,10235000,,,,-31393000.0,,44346000.0,0.24,855922000.0,-3842000.0,,-9111000.0,479000.0,58187000.0,4154000.0,4154000.0,-15048000.0,4701000.0,,40645000.0,-44108000.0,,87939000.0,13963000.0,-4830000.0,,30502000.0,52233000.0,,,,,,,,-547000.0,2518705000.0,15326000.0,,,-237607000.0,,,,,,,,,,,,,
2002-12-31,49144000.0,,,5843000.0,2609899000.0,1427016000.0,266766000.0,20624000,38278000,,117789000.0,24966000.0,,,,,18837000.0,405000.0,-28276000.0,1569717000.0,15386000.0,-62843000.0,,38278000,,,,-30801000.0,,,,839453000.0,-441586000.0,,-38908000.0,479000.0,36189000.0,405000.0,405000.0,,4154000.0,,,,,78202000.0,9763000.0,-24043000.0,-498776000.0,26827000.0,51016000.0,,,,,,3020584000.0,,-1303000.0,2521808000.0,-17444000.0,,,-224756000.0,,,,,,,,,,,,,
2003-03-31,,,,,2613054000.0,1456994000.0,-7273000.0,8334000,8334000,0.21,3611000.0,26555000.0,,,,,18356000.0,1945000.0,-23696000.0,1589740000.0,,418000.0,,8334000,,,,-30173000.0,,42752000.0,0.2,823878000.0,8756000.0,,-1188000.0,479000.0,67617000.0,1945000.0,1945000.0,-16282000.0,405000.0,,39164000.0,-32452000.0,,86510000.0,11921000.0,57000.0,,12782000.0,25179000.0,,,,,,,,1540000.0,2536743000.0,-8287000.0,,,-241960000.0,,,,,,,,,,,,,
2003-06-30,,,,,2613237000.0,1477392000.0,5645000.0,5908000,5908000,0.15,4437000.0,27390000.0,,,,,18519000.0,1550000.0,-28091000.0,1608583000.0,,1444000.0,,5908000,,,,-30266000.0,,41169000.0,0.14,806485000.0,2551000.0,,-7769000.0,480000.0,65243000.0,1550000.0,1550000.0,-15477000.0,1945000.0,,39218000.0,-30642000.0,,85486000.0,9646000.0,-8591000.0,,20822000.0,36287000.0,,,,,,,,-395000.0,2537520000.0,3648000.0,,,-261577000.0,,,,,,,,,,,,,
2003-09-30,,,,,2607648000.0,1481805000.0,22639000.0,5938000,5938000,0.15,3878000.0,26677000.0,,,,,18584000.0,2341000.0,-21553000.0,1619238000.0,,3846000.0,,5938000,,,,-30300000.0,,41465000.0,0.14,791213000.0,365000.0,,-7759000.0,481000.0,54723000.0,2341000.0,2341000.0,-12667000.0,1550000.0,,39290000.0,-21918000.0,,86333000.0,9749000.0,-22213000.0,,31444000.0,44557000.0,,,,,,,,791000.0,2530322000.0,12031000.0,,,-281256000.0,,,,,,,,,,,,,
2003-12-31,50111000.0,,,25997000.0,2625561000.0,1509677000.0,116951000.0,24234000,9250000,,136983000.0,27454000.0,,,,,19955000.0,3357000.0,-18607000.0,1644291000.0,11033000.0,-21006000.0,,9250000,,,,-30336000.0,,,,784885000.0,-138761000.0,,-51155000.0,483000.0,26150000.0,3357000.0,3357000.0,,2341000.0,,,,,85387000.0,13098000.0,-12316000.0,-601688000.0,27407000.0,31939000.0,,,,,,3088823000.0,,1016000.0,2487135000.0,-5155000.0,,,-297808000.0,,,,,,,,,,,,,
2004-03-31,,,,,2617074000.0,1521696000.0,15045000.0,9388000,9388000,0.23,41904000.0,27373000.0,,,,,21135000.0,3836000.0,-11587000.0,1647344000.0,,175000.0,,9388000,,,,-30945000.0,,42146000.0,0.22,774204000.0,2754000.0,,-6494000.0,484000.0,57086000.0,3836000.0,3836000.0,-15937000.0,3357000.0,,40031000.0,-14341000.0,,91451000.0,12987000.0,-17320000.0,,14165000.0,29386000.0,,,,,,,,479000.0,2483518000.0,-6120000.0,,,-314720000.0,,,,,,,,,,,,,
2004-06-30,,,,,2644446000.0,1561639000.0,-4329000.0,7654000,7654000,0.19,4140000.0,27260000.0,,,,,19261000.0,1922000.0,-53780000.0,1689878000.0,,-1124000.0,,7654000,,,,-30975000.0,,42419000.0,0.18,759869000.0,-8897000.0,,-225870000.0,485000.0,62347000.0,1922000.0,1922000.0,-15384000.0,3836000.0,,40291000.0,-44883000.0,,89829000.0,11266000.0,11312000.0,,21935000.0,40554000.0,,,,,,,,-1914000.0,2501641000.0,5640000.0,,,-333416000.0,,,,,,,,,,,,,
2004-09-30,,,,,2646929000.0,1605326000.0,30433000.0,5807000,5807000,0.14,4074000.0,27916000.0,,,,,19305000.0,2465000.0,-27346000.0,1745375000.0,,-2603000.0,,5807000,,,,-31037000.0,,42574000.0,0.14,742613000.0,-6087000.0,,-59294000.0,486000.0,59125000.0,2465000.0,2465000.0,-14069000.0,1922000.0,,40377000.0,-21259000.0,,90651000.0,9769000.0,-23803000.0,,32732000.0,51692000.0,,,,,,,,543000.0,2496358000.0,17969000.0,,,-353996000.0,,,,,,,,,,,,,
2004-12-31,65237000.0,,,31380000.0,2629364000.0,1576405000.0,118888000.0,21678000,18492000,,145956000.0,20979000.0,,,,,19513000.0,2253000.0,23783000.0,1731282000.0,9641000.0,-3281000.0,,18492000,,,,-30884000.0,,,,738515000.0,-102330000.0,,-932000.0,486000.0,31904000.0,2253000.0,2253000.0,,2465000.0,,,,,82710000.0,10504000.0,-62400000.0,-688333000.0,27324000.0,38405000.0,,,,,,3087018000.0,,-212000.0,2398685000.0,-9738000.0,,,-361973000.0,,,,,,,,,,,,,
2005-03-31,,,,,4450005000.0,2576183000.0,6744000.0,151358000,166664000,3.63,5276000.0,40361000.0,,,,,23501000.0,6351000.0,-80954000.0,2794715000.0,,-4130000.0,,166664000,,,,-55301000.0,,49374000.0,3.4,1425751000.0,-41128000.0,,-190793000.0,605000.0,70198000.0,6351000.0,6351000.0,-18282000.0,2253000.0,,45900000.0,-39826000.0,,260606000.0,154646000.0,38482000.0,,17179000.0,46570000.0,,,,,,,-384000.0,4098000.0,4265288000.0,10636000.0,,,-224533000.0,,,,,,,,,,,,,
2005-06-30,,,,,4440828000.0,2532664000.0,5024000.0,-272000,128000,0.41,6558000.0,47836000.0,,,,,28584000.0,6432000.0,3758000.0,2793900000.0,,40797000.0,,128000,,,,-14571000.0,,55538000.0,0.39,1421006000.0,51147000.0,,,606000.0,100733000.0,6432000.0,6432000.0,-17816000.0,6351000.0,,53873000.0,-47389000.0,,114267000.0,2059000.0,-56090000.0,,29510000.0,52413000.0,,,,,,,,81000.0,4248071000.0,4065000.0,,,-236954000.0,,,,,,,,,,,,,
2005-09-30,,,,,4468024000.0,2564817000.0,-53731000.0,-3020000,-2317000,-0.04,6183000.0,47697000.0,,,,,29331000.0,1076000.0,-61641000.0,2855008000.0,,-42603000.0,,-2317000,,,,-57013000.0,,55671000.0,-0.05,1389476000.0,513018000.0,,,607000.0,98181000.0,1076000.0,1076000.0,-16304000.0,6432000.0,,54018000.0,-116609000.0,,113752000.0,-897000.0,-6593000.0,,39740000.0,62878000.0,,,,,,,,-5356000.0,4289356000.0,17498000.0,,,-273609000.0,,,,,,,,,,,,,
