date,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTotalAssets,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashDividendsPaid,quarterlyResearchAndDevelopment,quarterlyCurrentDeferredRevenue,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1999-06-30,1147758932.823216,,0.722891,,6769324.205619,63775439.738972,,29151643.975932,,,345939477.129503,22983037.234512,29040565.0,37310125.019502,0.0,29151643.975932,-28408776.362709,58999744.941221,-70388457.660005,515576178.459743,,-934742993.684582,25783342.978043,,58402782.582741,116418341.529816,,2944714037.729706,584027820.400632,437573144.209962,275398468.290631,,-20292952.87233,1396666.371041,97205288.752814,19003289.986908,40692909.230279,2009971044.045124,,1986118.518083,88009565.167107,1142286781.714456,,,,392800993.779551,2729011770.012956,29040565.0,2144983949.612324,805202240.582836,153220245.968918,26465315.397817,21689619.243371,20993163.61071,38205543.811593,0.722891,,19003289.986908,33230884.497717,-18306834.354247,,-20246540.891768,29151643.975932,-0.678348,292411884.653737,122775184.680193,21689619.243371,135012905.567201,,1579859925.246071,183864295.162702,-4850514.640211,,,,,
1999-09-30,1184140833.753252,,1.08071,,-4070732.081645,64747554.033258,,13588992.46871,,,309149585.983358,20483408.691626,31527783.0,36770215.99684,29151643.975932,13588992.46871,-33610765.441373,76238246.149237,-17811542.830853,540662058.234709,-47089579.991554,-977807965.734675,-15588600.482953,,70143183.025318,39798565.267282,,2989378573.27686,591021266.70026,418760799.84202,306451771.146853,,-789192.334651,12193103.385139,114629436.752906,23181222.847182,57253624.007518,2011570607.542185,,2809219.383683,6187799.825909,1135879925.640432,,,,399676258.052215,2740180426.137524,31527783.0,2149159159.437264,786462957.08663,152576411.265611,26578471.134596,34072401.160336,34072401.160336,38391190.603669,1.08071,,19084541.108856,39468030.833345,-99919.648086,,-37675541.88652,13588992.46871,99918.967137,292762859.030057,140985800.182494,34072401.160336,137588551.895079,,1554640725.482452,196840557.288191,-4836527.563258,,,,,
1999-12-31,1236557474.470597,,,57337748.303218,7591207.313114,79361279.594246,,2097722.204194,,-699240.504581,348022153.790918,13085793.292965,,37259547.20264,13588992.46871,2097722.204194,-58511874.585567,88056521.742483,-76210675.097377,594131897.313049,-9967967.593517,-1005308540.87121,-11589483.525288,,26870826.400061,107950514.011243,,3055282892.020465,584165773.684174,424638971.090843,348022153.790918,,-293676.450571,55436259.683739,132476947.039215,26257608.834374,72788881.959126,2049974351.149255,,-1999344.045889,49438639.425677,1113690870.174615,,,,426714095.97632,2774887315.736055,,2190721542.05188,711127931.479704,142944805.39656,34940854.297514,46531273.124752,45832417.131929,44420425.296731,,,18763678.808634,49745990.899864,99919.648086,,-43329295.071306,2097722.204194,3496231.962104,301073126.290279,167417801.336729,46531273.124752,83409442.599408,,1538329841.265457,259618133.298351,-5090534.676376,,,,,
2000-03-31,1162887222.38286,,1.559261,,-13974610.681978,69873052.03299,,28947407.300315,,-998186.624809,320417852.864637,40925644.732675,30666544.0,36932898.921889,1996373.249618,28947407.300315,-14972796.618338,95825899.458879,-24954661.489529,600908246.932959,-29945593.925124,-1044103033.995621,26951034.050697,-998186.624809,35934712.29708,80853102.840541,,3062436049.953874,650817569.912016,388294531.64801,280490394.068322,,-9981864.871191,20961915.678742,135753357.566745,28947407.300315,78856730.279373,2018333015.958252,,,65880306.222204,1262705867.652526,,,,435209295.441089,2813887622.371845,30666544.0,2163070052.459829,719692435.320198,181669934.735016,29945593.925124,49909322.979057,48911136.354248,39927458.107866,1.559261,,16969169.867955,31941966.486293,-998185.93636,,-28947407.300315,28947407.300315,0.0,313430547.179424,165698951.491869,49909322.979057,144737036.501577,,1651000399.988985,361343497.597312,-4990932.435596,,,,,
2000-06-30,1169049498.700334,,1.320479,,-5009954.014373,65946382.203018,,9991875.907234,,-999187.793269,315743283.259629,35970754.481315,30533211.0,34971566.012895,28947407.300315,9991875.907234,-49974397.791412,81933383.519563,-58977097.616571,561543434.493468,3966716.026194,-1063135612.193228,-18957533.05485,,34971566.012895,95003915.692355,,3052518134.557607,618497127.907369,419658794.180198,305751407.352395,,-8003512.031891,11012087.629498,121900887.823651,23980502.312392,64947194.409749,1989382522.364379,,,45029517.900944,1171047873.611721,,,,413663668.770887,2759756166.492253,31133208.0,2141259038.584883,627489816.021335,178854581.237552,25978877.89893,40966692.097357,39967504.304088,39008362.707041,1.320479,,16986189.109813,68943944.907673,998185.261209,,-53985164.012516,9991875.907234,0.0,300755469.061202,147879765.72258,40966692.097357,151876516.220504,,1590706667.791918,364703476.352834,-4001755.67837,,,,,
2000-09-30,1190360726.837061,,1.32197,,979108.759184,72021825.745474,,19005759.451544,,-1000302.848775,337102155.218317,38011519.56869,30466544.0,35010609.691161,9991875.907234,19005759.451544,-29081299.999197,82024856.230032,-26101585.542462,635192488.684771,-32038703.97008,-1095331929.57934,9011652.092544,,36010913.205538,69217248.639627,,3055926068.290735,762230986.421725,425128831.203408,330100033.280085,,-14024323.576151,21042062.985689,121036678.647497,25007578.541001,65019703.807242,1960594138.711395,,,40135948.640431,1266383764.643237,,,,481145806.709265,2881873322.683706,31083209.0,2119642336.261981,703213101.70394,180054563.365282,33010003.328009,40012125.266241,40012125.266241,38099645.771887,1.32197,,17005153.088392,52015762.779553,0.675151,,-35103198.122739,19005759.451544,0.0,342103670.793397,154046681.975506,40012125.266241,159048197.550586,,1691512595.846645,383116099.574015,-5011555.762499,,,,,
2000-12-31,1221162902.967656,,,49006537.512504,6003855.403656,70974681.701586,,19002534.844948,,-1000133.377793,355047363.12104,33004402.800934,,34004536.178726,19005759.451544,19002534.844948,-66992986.084552,66965830.802804,-75991470.956639,633785041.401181,54017048.357839,-1136151562.52084,-2884.999029,,13001734.578193,145977898.882828,,3132417864.621541,685091391.130377,427056969.656552,371049497.832611,,-21997503.922234,-3009395.403633,105951177.153655,-6013698.693139,48971916.192955,1996266302.1007,,,78984912.798276,1197159701.233745,,,,495844528.896791,2845379573.857953,,2160288182.727576,649086588.196065,169022547.515839,31989334.683846,54985614.886094,53985650.979285,38985346.350851,,,16993782.563259,59007871.957319,0.0,,-69989312.925217,19002534.844948,-1000132.712191,364048564.188063,137940512.50439,54985614.886094,115015343.114371,,1624216670.223408,379050565.521841,-4998290.968484,,,,,
2001-03-31,1181405458.121827,,0.659432,,-4001373.730964,73025062.182741,,20006866.116751,,1000343.274112,320109861.675127,33011329.949239,30049879.0,32010986.040609,18006179.568528,20006866.116751,-35012015.862944,51017509.517766,44015105.964467,605207707.48731,-69023689.086294,-1120384515.862944,1000343.274112,,17005836.294416,-3001029.822335,,3019036133.248731,712244442.258883,369126684.010152,370127027.284264,,-1000343.274112,5001716.370558,88030212.563452,13004463.19797,35012016.497462,1898651617.385787,,1000343.274112,-38013045.685279,1235423997.461929,,,,481165135.786802,2785956140.228426,30166546.0,2073711697.969543,706242382.614213,164056303.93401,36012359.137056,22007553.299492,21007209.390863,37012703.045685,0.719356,,16005493.020305,32010986.040609,1000343.274112,,-39013389.593909,20006866.116751,0.0,380130460.659898,124042571.700508,22007553.299492,175060080.583756,,1604550682.106599,365125310.913706,-4001373.096447,,,,,
2001-06-30,1274460266.270235,,1.630413,,-6993969.513172,73968674.595309,,10995343.244136,,-999576.478361,318864960.687149,33985606.87149,30116546.0,31986453.914767,20006866.116751,10995343.244136,-38956658.732365,57975446.977205,-42015952.347024,623735848.034357,14046971.544174,-1203490321.77073,-9996533.561525,,16992803.435745,93962507.853389,,3192647913.445656,699703675.586389,347852684.506112,430817548.728114,,766.13503,-13997906.657972,99929301.579356,-6997036.66997,42981797.158903,1989157591.674926,,998810.343331,55005849.121024,1239475082.259663,,,277882317.145689,491791726.461843,2861788033.036009,30266545.0,2162084357.44962,702702405.682194,169928035.01817,33985606.87149,49978833.828873,48979257.350512,41953854.602151,1.670136,,14993650.479022,11994920.383218,-1000342.613391,,-62943431.681281,10995343.244136,0.0,376840408.325074,131944121.572514,49978833.828873,172926765.774694,,1587327766.765775,366844641.5593,-4994817.190967,,,,,
2001-09-30,1234808923.272036,,0.456793,,2990099.109704,97063586.556753,,20013110.336081,,1000655.675333,397260245.402663,0.0,30133212.0,30019665.821179,10995343.244136,20013110.336081,-48111300.040075,53034742.549144,1586041171.683762,746489024.730501,36964917.92259,-1208791879.518072,10997501.638079,-1000656.336053,23015076.727964,93159139.597355,,4651046901.077996,920603086.873811,469307443.246671,423277289.156627,,-1078.536251,-7014297.981452,103067518.706405,6003933.417882,20013110.336081,3442255021.559924,,1002813.408556,45047839.55728,2840861048.192771,,,375245823.715916,596390695.624604,4544977414.711477,30266545.0,3624374327.837666,2306510995.561192,206135038.68104,47030809.765377,14009177.552315,14009177.552315,46115383.379431,0.456793,,34022287.888396,49032121.116043,-1000656.336053,,-1669203465.97909,20013110.336081,1000655.041218,490321209.258085,150098329.105897,14009177.552315,182119306.277743,,3310168491.439442,328215013.950539,-4012331.589568,,,,,
2001-12-31,1544873573.788615,,,45996236.13362,9005162.475115,102812393.234802,,22998118.06681,,999918.340683,451963013.354439,0.0,,29997545.195291,20013110.336081,22998118.06681,-56905378.195682,37880387.607483,-219152349.321607,797497505.713288,200996824.55703,-1246897959.145215,2998279.724599,1000656.303482,11999017.575598,272841986.173147,,4762610247.616176,732940019.346977,515957775.851455,426965058.606264,,-999180.377884,11797.330537,94783553.805181,-3008602.391802,7928558.961417,3515712288.470961,,309972420.215047,215936607.977465,2397803773.288609,,,187984616.012764,656804724.871003,4458635122.92868,,3725695104.209852,1802852461.714343,255979051.872511,45911439.035088,10937161.353219,10937899.316017,56903166.197698,,,30950272.323415,51995744.921419,1000655.675333,,-49690701.451608,22998118.06681,998443.677349,488959985.678212,140692780.842285,10937161.353219,163986579.605271,,2913761549.140065,338972259.701755,-4990005.114564,,,,,
2002-03-31,1514547186.030472,,-0.188326,,-9990416.954041,138866793.529375,-6993291.742429,40960709.135369,,,455563005.831087,0.0,37749849.0,28972208.915919,22977958.492695,40960709.135369,-16983708.69647,19980833.281083,60941542.416452,832201718.603047,-74928125.90131,-1244805932.660355,17982750.015675,2997125.211612,10989458.273246,999041.946204,,4710481517.963509,814218968.587372,529492089.786193,392623380.149226,,-999041.946204,-8991375.007837,87915667.439965,-4995208.477021,-11988500.219449,3465675585.303154,,7992333.688633,-15984666.750266,2414683738.792401,,,243766169.66581,673354091.792589,4458723014.609066,37749849.0,3644504046.021694,1849226148.347859,241768086.400401,50951125.462411,-6993291.742429,-6993291.742429,67934834.158881,-0.188326,,32968375.446736,62939625.681861,0.0,,-42958792.400777,40960709.135369,-27973166.969716,496523714.339457,158847626.810458,-6993291.742429,178828460.71854,,2944175828.578594,323689504.044141,-4995208.477021,,,,,
2002-06-30,1617805493.570722,,0.953159,,997056.58477,120910725.354435,45964517.591423,41969012.199143,,-7994097.593142,462658396.307287,999262.776129,37883181.0,29977866.139136,40960709.135369,41969012.199143,-28982351.969537,77942451.697989,-139883255.571744,933310890.207715,49946571.005168,-1310032737.223871,3969.404041,661.797949,35973438.839433,168875531.0838,,4843423857.566766,784420822.947577,539601585.229146,442673151.994725,,-220.170513,9990637.124554,146906538.079826,13989670.952852,49963109.792285,3533391120.342895,,2000288.137942,139893179.114263,2320286816.353445,,51961634.025717,238823664.358721,734457713.155292,4477693894.4939,38049847.0,3693273071.546324,1728723597.098582,242820713.484998,55958683.151995,35973438.839433,35973438.839433,68964086.381837,0.953159,,27979341.246291,40969750.082427,-6994835.476426,,-29987348.054218,41969012.199143,0.0,466655444.774151,198853177.052423,35973438.839433,107920317.177712,,2859888401.582591,348742505.769865,-5996675.46627,,,,,
2002-09-30,1590252055.070729,,0.982279,50007926.026275,3992567.703634,106016803.503355,4035590.571408,46007292.145805,,4000633.88047,486077042.941306,1000158.785167,37899848.0,29004597.208658,41969012.199143,46007292.145805,-29045828.688455,86013632.840805,-70081907.398566,876138867.710532,-22408.432045,-1251198315.112945,5016926.968236,-1997628.854494,26004121.483255,99168070.238955,,4679741739.075643,798126503.260767,576091310.292681,455072128.792414,,-896.668451,12002798.939961,146023144.198355,18002853.722315,55008718.691913,3428543423.962698,,1009122.289868,70122241.550499,2218351608.96002,,,268042484.483791,684108431.366372,4384694974.32343,38049847.0,3586568471.062663,1647261090.702876,224035509.90832,45007133.360638,37005865.599698,37005865.599698,53131199.493307,0.982279,,32005072.93406,64010145.86812,6994834.846326,,-24069236.502253,46007292.145805,1000158.155068,448071019.186541,192030436.344161,37005865.599698,108017121.07369,,2794442919.252702,347055008.348823,-5010652.20869,,,,,
2002-12-31,1622486362.914547,,,49984176.55989,6000476.336579,135785010.005682,-16015361.116174,23992404.926603,,2999050.377626,475849358.766698,0.0,,27991138.97517,46007292.145805,23992404.926603,-66943171.592873,63894246.06595,-121890614.888971,882483340.042333,53994785.3391,-1481530985.638153,-22003962.717011,-1999840.555611,9996834.803819,160821272.986417,,4903447695.815945,746763594.209527,542828154.556599,477848725.473382,,-999208.556716,6991609.186159,140779627.426186,9984485.58905,33946015.575682,3421916710.177792,,1994141.700201,93878101.393544,2184308504.67824,,,192938920.542968,682804083.970702,4349623022.149386,,3602859428.575058,1552508516.11182,234925628.370524,55911027.650686,24961213.022375,23961529.986632,76885381.360236,,,29946805.77769,56981960.986083,1.265299,,-60934620.184357,23992404.926603,-11982902.697382,467851890.034364,199679256.071632,24961213.022375,130958541.837376,,2727136659.234839,396874360.195895,-4990817.761798,,,,,
2003-03-31,1721518644.483506,,0.491274,52045912.193926,0.0,117103302.947308,-27023839.403725,34030019.485209,,-23020307.539277,454400851.626266,0.0,37816515.0,30026488.302062,26022956.437613,34030019.485209,-28024722.369837,53046795.841339,54047678.12615,882778746.814918,-105092708.035264,-1588401214.759705,10008829.661121,-1000882.966112,9007946.695009,-16014126.776492,,5084485299.568055,850750493.261933,535472369.156141,525463539.49502,,-1000882.966112,4003531.864448,119105069.560833,7006180.762785,26022956.437613,3496084084.80835,,3002648.898336,-44038849.14633,2276007789.314475,,,231203957.677581,712628648.026271,4532998802.954121,38149847.0,3682248310.373489,1601412692.637861,251221616.318522,50044146.943002,18015892.708717,18015892.708717,66058273.719495,0.491274,,28024722.369837,72063570.834866,0.0,,-28024722.369837,34030019.485209,1000883.647413,514453827.549088,170150098.788647,18015892.708717,134118313.371214,,2811480158.470615,423373480.358092,-6005297.796673,,,,,
2003-06-30,1823160832.380585,,0.134435,57161808.638584,-8022710.06251,128363358.772959,24015323.315884,26073807.331957,,-75212905.908031,474342724.4651,-1002838.943414,37866515.0,32090839.507639,34030019.485209,26073807.331957,-34151279.501014,41116389.255965,-73101614.339011,920605965.196217,12831543.8012,-1730899668.14652,-12014506.805548,2003721.909526,16045420.12502,106269613.86613,,5371204299.989606,860435640.469792,537521565.279366,567606727.642578,,-1955.977302,7823.166807,117461216.547621,1002838.943414,7019871.119096,3640304631.843086,,1008706.132919,72118334.365116,2337617106.415834,,,247701169.282395,751126217.167293,4698299504.818186,38166514.0,3837863864.348394,1591505083.22321,272772136.928536,56158969.69517,6017032.175682,6017032.175682,76344827.291656,0.134435,,36102194.538894,47133420.689246,1002838.201013,,-42173989.563525,26073807.331957,2005677.144427,516461951.922078,169479748.028924,6017032.175682,140397423.866724,,2875138672.437601,473339886.264087,-7031605.498105,,,,,
2003-09-30,1807926907.859219,,0.044329,56934714.569914,3984.50943,118863702.788851,-8977739.338622,52939296.094426,,-77910662.120887,489438776.189384,-998854.433984,37899848.0,31963348.543452,26073807.331957,52939296.094426,-44701445.491536,26969075.633981,75698.269408,862011559.197438,11353938.071674,-1725021972.82886,25978188.736904,,22973657.158493,69561256.367176,,5318900986.562341,886982925.223899,548371200.366818,557360891.751777,,3983.769878,-9005627.940727,95890046.369909,-3995418.475488,-1997709.60752,3593879013.73348,,4978337.093256,24859810.87564,2328330178.158072,,,243720533.660708,716178780.774607,4684628286.384109,38183180.0,3797645361.899761,1599166287.523019,266694190.07965,52939296.094426,1997709.60752,1997709.60752,68355228.932569,0.044329,,29965639.675485,35958767.01894,-2001691.895445,,-45668426.813985,52939296.094426,3995418.475488,521402124.732837,145832778.422831,1997709.60752,146831633.596367,,2876701378.52489,462469700.555404,-9936753.863715,,,,,
2003-12-31,1674808009.901525,,,59601708.861248,5492.4654,338663286.666048,14966340.561066,36754386.668415,,-107283075.641787,503634437.101414,21853960.995396,,32780939.565227,52939296.094426,36754386.668415,-66960869.378437,-196384373.508067,-55523897.361959,945525005.418922,86867397.202745,-1809905216.036768,-13045531.480353,,20860598.255666,108390944.876507,,5310512231.158956,790715999.753233,543368909.675579,394364638.293606,,-987868.763631,-57587521.08638,-96220457.409698,-55650232.359214,-231634565.077115,3500607015.122188,,2930649.956197,41430075.498069,2296652502.75685,,,151984356.516576,803246092.260941,4514829422.333953,,3724113421.809573,1584412085.412217,279134668.445445,80554843.010749,-173992116.315333,-173992116.315333,100163916.098369,,,34240351.433116,18873874.318499,5492.496995,,-67904796.13702,36754386.668415,-177833735.216313,516548140.379558,142278913.157981,-173992116.315333,163904697.826137,,2840021412.432428,433105748.899188,-11794006.343901,,,,,
2004-03-31,1621528410.945532,,-0.871162,59019232.470524,0.0,127041398.849926,-14004563.688778,54017602.690624,,-98031945.821449,519169182.898369,1000326.413569,38033181.0,31010105.092967,37012061.286436,54017602.690624,-31010105.092967,-19006192.706029,101032923.536859,934304463.781822,-82026730.068181,-1789583175.210872,18005867.817758,16005215.753268,28009127.377557,-53017277.039703,,5230704540.046674,890290120.650997,568185155.809094,344112136.78864,,-1000325.650921,-23007497.597657,50016300.086942,-21006845.533168,-54017602.690624,3441121364.835802,,5001629.7799,-84027382.13267,2372773220.359665,,,222072366.955965,826269257.637925,4562486786.351642,38033181.0,3672196665.700645,1691551229.389424,275089643.995668,57018580.406034,-34011083.571025,-34011083.571025,69022492.792971,-0.871162,,30009779.442046,21006845.533168,0.0,,-31010105.092967,54017602.690624,-6001956.193469,522170160.61378,108035206.143897,-34011083.571025,172056068.39432,,2940958376.168759,406132346.974573,-11003585.973368,,,,,
2004-06-30,1604277935.881665,,-0.045231,61048630.321942,-6004783.371838,129102840.619281,24012535.725143,58046238.260974,,-79062979.687359,486387446.368028,-0.750098,38099847.0,30023916.109094,54017602.690624,58046238.260974,-37044105.204372,21016742.176483,-9960377.105823,1009804390.320742,11970925.06353,-1760402301.299169,4011670.962284,,28022322.15188,58021263.057886,,5154105657.235441,874696765.579525,540430495.964475,326259892.285997,,-471.702735,-9018013.218749,91072547.181134,-8006378.07915,-9007174.682709,3393703355.936272,,5006342.256465,20977157.853514,2354875846.860092,,,223177779.111284,859684807.524978,4499584278.706232,38099847.0,3624887513.126706,1690346496.294518,274218436.646764,58046238.260974,-1000797.353656,-1000797.353656,68086725.905459,-0.045231,,31024713.46275,26020727.444568,-1000797.353656,,-43048888.57621,58046238.260974,1000797.353656,498397013.111705,150119582.795763,-1000797.353656,170135526.868493,,2895306342.824567,390310913.918809,-10013155.453017,,,,,
2004-09-30,1672316807.935363,,0.621225,66932631.879415,-998995.39324,131867275.351057,-37979818.467117,48950730.659139,,-121877330.140582,521475133.802203,998994.600338,38166514.0,30968829.438863,58046238.260974,48950730.659139,-33843229.422291,51947714.460153,-32131870.561421,1058934179.624006,-24848673.305517,-1861126769.95536,-11028598.969228,,30968829.438863,62927640.461571,,5314650787.748079,920073942.863486,579416815.07148,357640034.411944,,-997191.84702,-941307.823133,131620304.212471,4994972.208787,27971846.430752,3453524017.79272,,1979962.374787,29084411.03928,2393590843.568376,,,232765720.470349,875119189.812796,4645324467.368121,38449846.0,3725250524.504635,1671317813.335025,289708407.932191,57941681.269277,22976873.429063,22976873.429063,79672589.752318,0.621225,,25973857.230076,26972851.830414,1000796.560754,,-42823364.262618,48950730.659139,1997989.200676,554441952.441742,183814989.81121,22976873.429063,204793874.832499,,2973007658.639856,432564622.30116,-11950077.213153,,,,,
2004-12-31,1702826822.998985,,,69869799.690552,855.409544,135409503.217005,-35909112.525776,42920019.298917,,-149720998.386211,308425256.625684,-0.83185,,32938619.46196,48950730.659139,42920019.298917,-67786358.340496,26903636.643279,-6039256.733741,1158187799.964883,-916960.956474,-2221859617.848171,-7994519.859726,-2989293.044137,262510818.20753,33878652.689062,,5728325403.031261,935257170.54586,595889574.425608,342362016.903189,,1709.233284,-29916000.333293,121541504.769301,-17945156.669178,-39893127.91889,3506465785.18309,,3982305.327981,-33907705.651434,2432467156.071672,,,193639157.668824,995874660.1046,4731183552.664415,,3795926382.118555,1684860303.292462,284469897.016986,79701658.305042,-21947970.417862,-21947970.417862,94637868.126023,,,32861712.725046,24953499.592394,-0.038948,,-35833060.405504,42920019.298917,-2989293.044137,601878414.327782,162313139.860283,-21947970.417862,219590797.244913,,3028356729.66543,463136955.762224,-13945760.594161,,,,,
2005-03-31,1688287711.002728,,0.198496,68970901.049847,-2998735.223609,122948128.461602,-59974697.032322,37983974.539142,,-149936741.340828,553766366.041167,0.0,38233180.0,30986926.510705,42981865.751839,37983974.539142,-26988613.705877,32986082.499793,48979335.372406,1040560987.021576,-88962466.727288,-2208068416.136232,-4997891.212697,-11994940.067785,28987769.694966,-27988192.113747,,5646617691.98975,1006575326.113913,594749074.977267,336857879.63958,,-999578.40787,-10995360.833264,106954874.762338,-6997048.028437,999578.40787,3438549275.853517,,1999156.815739,-54976805.819625,2460961720.261222,,,225904690.419112,884626776.06018,4743998507.067868,38433179.0,3737423180.953956,1756259034.471357,276883182.607258,48979335.372406,7996626.436307,7996626.436307,73968792.262544,0.198496,,27988192.113747,11994939.241134,999577.581218,,-25989035.298008,37983974.539142,-4997891.212697,657722507.233198,155934210.961395,7996626.436307,229903004.050591,,3055710795.238489,427819503.182607,-11994939.241134,,,,,
2005-06-30,1665263770.162607,,0.04888,68133536.047803,994808.004906,129253325.605695,3864726.745638,57111934.304186,,-140274926.533011,508997590.282766,-1001964.017501,38266513.0,30058913.178345,37983974.539142,57111934.304186,-38139031.10572,33064803.59825,18152236.657895,1051059984.980082,-30271221.152292,-2180273143.734082,19025384.192518,-12052189.821851,28054985.959642,30994083.349952,,5545869416.508849,1025008927.055443,562101670.149546,322632331.189186,,-1004348.810833,-10045877.820167,111394502.813535,-8015709.691112,-6011782.472409,3365596272.774767,,1006734.420465,-7144947.755769,2476854416.998629,,,216424172.271926,888741855.776138,4704219857.310782,38449846.0,3679210929.439039,1768466037.843662,267524324.103703,51100151.831777,2003927.218703,2003927.218703,78329699.215285,0.04888,,32062840.397048,25049093.907138,2386.436283,,-30120934.988677,57111934.304186,-8015709.691112,650274480.833279,162318129.203944,2003927.218703,245481120.61647,,3038956086.331875,440864055.051264,-11050227.4473,,,,,
2005-09-30,1678251848.793704,,-1.186071,70926119.640476,2003927.218703,145848078.09745,38128700.773073,33964620.479078,,-169823104.115598,526451621.726229,-0.860104,38299846.0,30967742.656861,57111934.304186,33964620.479078,-32770379.529347,-29968783.382789,-7194006.124826,1084869945.383391,-31609186.588231,-2297606697.630413,-24017087.440751,,23975026.878252,10979541.181118,,5704058367.52247,1001956311.873737,578397512.579022,283704479.42201,,6008.670559,-43891124.482508,60479867.4436,-31966701.930934,-76919876.145014,3406451669.892057,,1988905.99426,-21790838.348229,2490405868.490087,,,246742980.260612,968990650.668731,4747055229.862813,38299846.0,3745098917.989077,1779146751.81697,273714884.96108,65931322.410012,-44953174.21408,-44953174.21408,90448650.82639,-1.186071,,34963580.613254,27970863.974541,-1001964.017501,,-29800541.045187,33964620.479078,-12986472.283146,626347565.475423,115879294.71466,-44953174.21408,267721128.456543,,3068803381.069109,437544231.712037,-12917373.198892,,,,,
2005-12-31,1385818388.15223,,,,-35045985.018082,162174493.723592,2961561.402711,71093283.967625,,-176231239.8829,560735763.733425,0.86103,,31040730.153263,33964620.479078,71093283.967625,-42285916.592411,-65992537.479568,134317323.882712,1001021174.685952,27681269.508279,-2769634147.580506,37025068.888345,,25032847.425521,-22997256.939451,,5898739972.447047,996307294.644395,605794888.066127,-16021022.042363,,-1006023.246242,-140336979.0373,278030244.445591,-146302482.234396,-445777733.202789,3129105824.86654,,1013086.358307,-65283173.531862,2479253127.260203,,79103795.419322,253332407.439297,904839218.441929,4470866402.617531,,3474559107.973136,1943550210.091269,284373137.592561,81506675.460775,-300474210.242465,-300474210.242465,344022781.92516,,,35276719.933207,20026276.907181,-1001313.931462,,-75301020.440128,71093283.967625,-342512911.039156,615808026.519718,96181956.244023,-300474210.242465,266349487.687274,,3085048015.32633,251329779.576373,-12100525.378732,,,,,
2006-03-31,1360188379.653457,,-0.514207,,-3004834.448447,121194987.991079,15024172.242237,84135363.698748,,-175282008.063133,528850857.780065,-1001611.768742,38366513.0,30048344.484474,71114414.136215,84135363.698748,-21033841.139132,-5008057.128152,49078962.086121,1038671097.100703,-34054789.843884,-2759439607.13673,13020949.562532,-1001612.626523,28045120.946989,-13020949.562532,,5826373936.352719,1002613083.719334,587945934.122491,-37059624.292331,,-1001611.768742,-23037063.818837,63101523.417396,-20032229.370389,-40064458.740779,3066934329.215989,,1001611.768742,-34054790.701664,2464965834.620003,,79127306.570595,254409313.775948,922484166.237777,4413100148.395951,38366513.0,3410487064.676617,1977181047.34946,269433486.018185,52083796.534569,-21033841.139132,-21033841.139132,68109580.545548,-0.514207,,33053178.932922,31049955.395437,0.0,,-23037063.818837,84135363.698748,-3004834.448447,598963661.005318,116186930.862927,-21033841.139132,264425428.890033,,3052911768.742494,218351301.252359,,,,,,
