date,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyDilutedEPS,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyGrossProfit,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyNetPPE,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyChangeInInventory,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid
2013-10-31,,,-6614000,101384000,7000.0,310614000,266182000.0,171617000.0,289779000.0,-0.11,,0.0,,436733000.0,,,56000,43959000.0,-3978000,94373000,-7861000,-7861000,11560000.0,33642000.0,350164000.0,-93959000,237000,0.0,,,33807000,17876000.0,91439000.0,-205000,266182000,3146000,71681000.0,-117135000.0,14713000,81491000,121835000.0,552332000.0,228329000.0,639943000.0,87611000.0,-122238000.0,23201000,14496000.0,-7861000,-8000.0,15218000.0,5000.0,19893000,-15680000,-7011000,0.0,10646000,38881000,128180000,28883000,,107339000.0,1247000,42409000.0,-3865000,14383000,5988000.0,170551000.0,-44432000,71681000.0,-0.11,,,,,,
2014-01-31,,,-37340000,140720000,7000.0,266182000,261867000.0,202330000.0,284444000.0,-0.55,,0.0,,438212000.0,,,618000,91767000.0,5349000,103564000,-39946000,-39946000,24899000.0,63105000.0,404582000.0,-55703000,-371000,-10102000.0,,,37504000,20425000.0,86090000.0,-4182000,261867000,3936000,72854000.0,-157081000.0,24089000,116467000,141773000.0,555287000.0,262809000.0,689026000.0,133739000.0,-127565000.0,31593000,19512000.0,-39946000,-101000.0,10341000.0,43000.0,24253000,-9803000,-37156000,0.0,9992000,41396000,141068000,53317000,,122261000.0,2606000,45735000.0,-33220000,24346000,0.0,176345000.0,-4315000,72854000.0,-0.55,,,,,,
2014-04-30,49613000.0,-75624000.0,-137843000,135550000,7000.0,261867000,234790000.0,231227000.0,279165000.0,-1.96,,0.0,,367970000.0,,,84000,68984000.0,-28591000,110990000,-139115000,-139115000,6853000.0,103902000.0,601222000.0,-79644000,-113555000,0.0,155086000.0,,39710000,142823000.0,114789000.0,13352000,234790000,4556000,74967000.0,-296196000.0,28305000,107713000,173343000.0,516445000.0,427879000.0,880387000.0,363942000.0,-67108000.0,28383000,36636000.0,-139115000,-23000.0,24641000.0,61000.0,27837000,-5896000,-24560000,0.0,18288000,34279000,150700000,148005000,,136707000.0,1272000,48488000.0,-24560000,27956000,6881000.0,133180000.0,-27077000,74967000.0,-1.96,,,,,,
2014-07-31,47955000.0,0.0,-32891000,155072000,8000.0,234790000,653812000.0,259918000.0,468583000.0,,,0.0,-30622000.0,772502000.0,1848000.0,,-110776000,103417000.0,-20729000,129624000,-32058000,-32058000,66528000.0,201880000.0,1009883000.0,-91042000,-5595000,0.0,155033000.0,466875000.0,48607000,25000000.0,135518000.0,-10065000,653812000,7781000,,-335726000.0,35054000,122242000,661712000.0,958326000.0,348171000.0,1478466000.0,520140000.0,-189731000.0,-30878000,32177000.0,-32058000,0.0,14526000.0,-105000.0,32830000,-4728000,-25448000,12790000.0,536214000,-26150000,178231000,-81487000,79366000.0,162660000.0,-833000,48744000.0,-23262000,33089000,0.0,118690000.0,419022000,,,,,,,,
2014-10-31,47451000.0,,-28911000,162648000,8000.0,653812000,543747000.0,286682000.0,493211000.0,-0.38,,0.0,,771499000.0,5489000.0,,346000,52691000.0,19294000,138885000,-30068000,-30068000,65471000.0,289011000.0,1047145000.0,-201093000,341000,0.0,155033000.0,471856000.0,53461000,27852000.0,116224000.0,-4460000,543747000,6115000,79388000.0,-365794000.0,5478000,125343000,686179000.0,933567000.0,360966000.0,1540356000.0,606789000.0,-247849000.0,68993000,30285000.0,-30068000,0.0,10497000.0,-13000.0,37305000,-5935000,-23763000,0.0,16100000,74928000,192346000,54639000,,184038000.0,1157000,49823000.0,-17307000,38443000,7791000.0,227752000.0,-110065000,79388000.0,-0.38,,,,,,
2015-01-31,45856000.0,,-43711000,196846000,8000.0,543747000,342983000.0,324479000.0,516061000.0,-0.53,,0.0,,675057000.0,5539000.0,,925000,59229000.0,-19027000,158330000,-43008000,-43008000,93475000.0,463908000.0,1156723000.0,-286295000,344000,0.0,155402000.0,476872000.0,59325000,23436000.0,135251000.0,2563000,342983000,6802000,80824000.0,-408802000.0,5521000,149898000,741649000.0,861504000.0,415074000.0,1672784000.0,811280000.0,-339424000.0,70726000,53413000.0,-43008000,0.0,14001000.0,221000.0,46948000,-6100000,-38516000,0.0,8705000,76826000,217655000,50745000,,211364000.0,-703000,52639000.0,-31370000,56848000,0.0,332074000.0,-200764000,80824000.0,-0.53,,,,,,
2015-04-30,43885000.0,0.0,-42410000,206501000,8000.0,342983000,454123000.0,365384000.0,547318000.0,-0.56,,0.0,,822973000.0,5631000.0,481960000.0,-753000,95878000.0,-15272000,169777000,-45935000,-45935000,76625000.0,408465000.0,1237114000.0,6853000,-55000,0.0,155402000.0,0.0,64395000,28535000.0,150523000.0,-1999000,454123000,7356000,82320000.0,-454737000.0,5611000,158015000,293107000.0,1040509000.0,944007000.0,1784432000.0,743923000.0,-79198000.0,77398000,54601000.0,-45935000,0.0,14661000.0,140000.0,48486000,-9827000,-36724000,0.0,17062000,87225000,234172000,58435000,,238506000.0,3525000,59546000.0,-29423000,60207000,10422000.0,368850000.0,111140000,82320000.0,-0.56,,,,,,
2015-07-31,52656000.0,-15128000.0,-40545000,244094000,8000.0,454123000,375814000.0,423853000.0,575815000.0,-0.55,,0.0,-47784000.0,788979000.0,5666000.0,487084000.0,1937000,149750000.0,-61825000,209561000,-45971000,-45971000,73251000.0,538841000.0,1389363000.0,-198471000,-346000,0.0,163522000.0,0.0,74318000,28291000.0,212366000.0,398000,375814000,8608000,83968000.0,-500708000.0,5655000,191005000,357136000.0,1074030000.0,1032227000.0,1965178000.0,891148000.0,-321127000.0,99359000,67335000.0,-45971000,0.0,13204000.0,-88000.0,53089000,-11966000,-34533000,0.0,8837000,111325000,283879000,78300000,110662000.0,289801000.0,5426000,62878000.0,-26271000,65817000,30036000.0,413165000.0,-78309000,83968000.0,-0.55,,,,,,
2015-10-31,51000000.0,,-34400000,248800000,1083600000.0,375800000,275800000.0,477300000.0,626500000.0,-0.45,,0.0,,761300000.0,5800000.0,492300000.0,200000,268500000.0,16000000,218000000,-38700000,-38700000,68800000.0,694500000.0,1467900000.0,-263500000,2200000,0.0,163500000.0,,79200000,38300000.0,196400000.0,5200000,275800000,9200000,85100000.0,-539400000.0,5700000,189100000,389700000.0,1039900000.0,1078200000.0,2094400000.0,1054500000.0,-512500000.0,127200000,62500000.0,-38700000,,17500000.0,-400000.0,59700000,-19500000,-30800000,0.0,16800000,146700000,297200000,97000000,,327200000.0,4300000,76700000.0,-19400000,72900000,16600000.0,485500000.0,-100000000,85100000.0,-0.45,,,,,,
2016-01-31,48700000.0,,-58600000,295800000,1195400000.0,275800000,413200000.0,541200000.0,670300000.0,-0.72,,0.0,,964600000.0,5800000.0,497500000.0,300000,93900000.0,-58000000,240500000,-62500000,-62500000,73600000.0,631100000.0,1646300000.0,-21200000,2500000,0.0,163500000.0,,94200000,44000000.0,254400000.0,8400000,413200000,10300000,86600000.0,-601900000.0,5800000,221800000,459900000.0,1307100000.0,1186400000.0,2316600000.0,1009500000.0,-97700000.0,136400000,72300000.0,-62500000,,32500000.0,-700000.0,74000000,-17400000,-55300000,0.0,4800000,153800000,334700000,97800000,,387600000.0,3900000,92600000.0,-42500000,101900000,4500000.0,551400000.0,137400000,86600000.0,-0.72,,,,,,
2016-04-30,46400000.0,,-63400000,309500000,1330500000.0,413200000,550000000.0,610400000.0,731200000.0,-0.8,,0.0,,1087500000.0,5800000.0,502800000.0,200000,184600000.0,-13300000,250900000,-70200000,-70200000,67500000.0,682900000.0,1775800000.0,-54600000,1000000,0.0,163500000.0,,94900000,45100000.0,267600000.0,-1900000,550000000,11200000,87800000.0,-672100000.0,5900000,235500000,536800000.0,1446200000.0,1239000000.0,2507000000.0,1060800000.0,-219900000.0,150800000,78000000.0,-70200000,,24300000.0,600000.0,74000000,-19300000,-58600000,0.0,21300000,170100000,345800000,114200000,,458800000.0,6800000,100500000.0,-46400000,108400000,21100000.0,537500000.0,136800000,87800000.0,-0.8,,,,,,
2016-07-31,44000000.0,,-48700000,344500000,1515500000.0,550000000,734400000.0,703900000.0,789900000.0,-0.61,,0.0,-78200000.0,1285600000.0,6000000.0,0.0,-6600000,223600000.0,-81100000,299100000,-54500000,-54500000,64600000.0,652800000.0,1971300000.0,400000,2700000,0.0,163500000.0,508200000.0,101700000,39200000.0,348700000.0,3400000,734400000,12100000,88900000.0,-726600000.0,6000000,268000000,1124500000.0,1719100000.0,846800000.0,2761200000.0,1042100000.0,-206900000.0,171200000,79400000.0,-54500000,,30200000.0,1000000.0,76500000,-16300000,-45400000,0.0,-3500000,187500000,400800000,113500000,195400000.0,536900000.0,5800000,117200000.0,-30600000,109600000,3100000.0,551200000.0,184400000,88900000.0,-0.61,,,,,,
2016-10-31,41700000.0,,-53400000,346700000,1542200000.0,734400000,839400000.0,758100000.0,918300000.0,-0.69,,0.0,,1390000000.0,6000000.0,506200000.0,200000,235400000.0,2200000,296800000,-61800000,-61800000,102000000.0,708400000.0,2088200000.0,-71200000,2500000,0.0,163500000.0,,101300000,48400000.0,346500000.0,1800000,839400000,13600000,89800000.0,-683400000.0,6000000,262100000,687300000.0,1865900000.0,1400900000.0,3006500000.0,1140600000.0,-285700000.0,182400000,85800000.0,-61800000,-50000000.0,29200000.0,-1900000.0,84600000,-20900000,-49900000,0.0,-27100000,203300000,398100000,130800000,,601500000.0,8400000,125000000.0,-33800000,114200000,22700000.0,550600000.0,105000000,89800000.0,-0.69,,,,,,
2017-01-31,39500000.0,,-57800000,363800000,1613300000.0,839400000,761400000.0,828000000.0,870600000.0,-0.67,,0.0,,1354400000.0,6100000.0,,-200000,148600000.0,-39500000,309400000,-60600000,-60600000,146600000.0,790500000.0,2304000000.0,-173100000,2700000,0.0,163500000.0,512300000.0,113200000,58800000.0,386100000.0,-1600000,761400000,14400000,90700000.0,-737600000.0,6100000,273900000,1310400000.0,1880400000.0,993600000.0,3174600000.0,1294200000.0,-277000000.0,169800000,127500000.0,-60600000,-120100000.0,28000000.0,-5100000.0,89900000,-44700000,-54400000,0.0,-119400000,214500000,422600000,122400000,,670600000.0,2800000,154100000.0,-37300000,126400000,900000.0,593000000.0,-78000000,90700000.0,-0.67,,,,,,
2017-04-30,56500000.0,,-53200000,357200000,1615800000.0,761400000,692000000.0,885000000.0,813100000.0,-0.67,,0.0,,1372000000.0,6200000.0,,-11000000,136700000.0,22400000,308100000,-60900000,-60900000,148200000.0,719100000.0,2437000000.0,-166800000,2100000,-90700000.0,238800000.0,518400000.0,123700000,60100000.0,364100000.0,2600000,692000000,15100000,91000000.0,-798500000.0,6200000,271200000,1382300000.0,1895200000.0,1054700000.0,3250100000.0,1354900000.0,-164200000.0,162600000,137100000.0,-60900000,-125000000.0,33200000.0,-4200000.0,86000000,-48600000,-49100000,0.0,-113800000,211200000,431800000,133900000,,726800000.0,7700000,192300000.0,-31900000,116200000,22200000.0,680000000.0,-69400000,91000000.0,-0.67,,,,,,
2017-07-31,53700000.0,0.0,-30600000,397900000,1599700000.0,692000000,744300000.0,968400000.0,759600000.0,,,0.0,-102300000.0,1375000000.0,6200000.0,,-10400000,256700000.0,-68000000,370600000,-38200000,-38200000,169100000.0,789300000.0,2678700000.0,-61500000,2900000,0.0,238800000.0,524700000.0,138500000,79900000.0,432100000.0,3100000,744300000,16700000,,-836700000.0,6200000,310600000,1477400000.0,1976300000.0,1201300000.0,3438300000.0,1462000000.0,-269000000.0,190300000,147600000.0,-38200000,-115900000.0,35500000.0,-3400000.0,87300000,-49200000,-27300000,0.0,-125700000,239500000,509100000,115600000,313400000.0,805100000.0,7600000,211100000.0,-7700000,117700000,600000.0,630700000.0,52300000,,,,,,,,
2017-10-31,51000000.0,,-55800000,418400000,1573200000.0,744300000,842600000.0,1017900000.0,704700000.0,-0.7,,0.0,,1503200000.0,6300000.0,531000000.0,-11400000,206600000.0,81300000,364100000,-64000000,-64000000,122900000.0,777400000.0,2781800000.0,-52400000,4800000,0.0,238800000.0,0.0,141400000,80800000.0,350800000.0,4200000,842600000,21300000,90900000.0,-900700000.0,6300000,324200000,1038800000.0,2039500000.0,1743000000.0,3486500000.0,1447000000.0,-226800000.0,241900000,192200000.0,-64000000,-134100000.0,38800000.0,-7000000.0,94200000,-32200000,-54300000,0.0,-123400000,274100000,505500000,168900000,,846600000.0,8200000,256900000.0,-28200000,125700000,22100000.0,660600000.0,98300000,90900000.0,-0.7,,,,,,
2018-01-31,48300000.0,,-33300000,414900000,1575900000.0,842600000,915000000.0,1088800000.0,666600000.0,-0.38,,0.0,,1635700000.0,6400000.0,537400000.0,-11500000,135200000.0,-14300000,383100000,-34900000,-34900000,143200000.0,722300000.0,2960900000.0,-36100000,4900000,0.0,238800000.0,0.0,159300000,83600000.0,365100000.0,-10600000,915000000,22100000,91100000.0,-935600000.0,6400000,318300000,1104500000.0,2210200000.0,1856400000.0,3627500000.0,1417300000.0,-145700000.0,218100000,196600000.0,-34900000,-125000000.0,33400000.0,-7200000.0,96600000,-25600000,-31800000,0.0,-135200000,243700000,542400000,117900000,,907900000.0,1600000,264700000.0,-4800000,130800000,1300000.0,720700000.0,72400000,91100000.0,-0.38,,,,,,
2018-04-30,147700000.0,,-49500000,458800000,1717600000.0,915000000,949000000.0,1165500000.0,749800000.0,-0.51,,,,1621200000.0,6500000.0,543800000.0,-11400000,189200000.0,5500000,407200000,-46700000,-46700000,175800000.0,592900000.0,3158500000.0,-225100000,8600000,,522200000.0,,159900000,106000000.0,361800000.0,1800000,949000000,24600000,91900000.0,-982300000.0,6500000,359200000,1215400000.0,2205500000.0,1943100000.0,3908300000.0,1702800000.0,-15400000.0,212500000,226000000.0,-46700000,0.0,32700000.0,-13200000.0,99600000,-28800000,-51600000,,17800000,241300000,567100000,115900000,,989400000.0,-2800000,264200000.0,-18400000,116600000,,672200000.0,34000000,91900000.0,-0.51,,,,,,
2018-07-31,140800000.0,-4000000.0,8400000,464800000,1967400000.0,949000000,2506900000.0,1268900000.0,988300000.0,,,,-161900000.0,3403400000.0,10400000.0,550400000.0,-341400000,160800000.0,-105500000,473400000,-2300000,-2300000,206800000.0,547500000.0,4834700000.0,-206400000,10200000,,522800000.0,1369700000.0,184700000,107000000.0,467300000.0,8300000,2506900000,28400000,,-984600000.0,9600000,354500000,2695300000.0,4132000000.0,2139400000.0,5823000000.0,1691000000.0,-337800000.0,252500000,229600000.0,-2300000,0.0,49400000.0,-16400000.0,110300000,-25400000,8600000,,1486400000,277900000,658100000,118700000,435000000.0,1096000000.0,10700000,273100000.0,47200000,123600000,,896500000.0,1557900000,,,,,,,,
2018-10-31,186200000.0,-154800000.0,-41800000,504600000,2129300000.0,2509200000,1784400000.0,1269800000.0,1259900000.0,-0.41,-275000000.0,,,3203800000.0,22700000.0,239900000.0,-17500000,217000000.0,86600000,472500000,-38300000,-38300000,321700000.0,565500000.0,4541600000.0,-713100000,13000000,,636400000.0,1384500000.0,183500000,163600000.0,382300000.0,-800000,1786600000,32500000,93800000.0,-857300000.0,8200000,391200000,2725900000.0,3815200000.0,1815700000.0,5801500000.0,1986300000.0,-741000000.0,218000000,226800000.0,-38300000,0.0,43000000.0,-19000000.0,113400000,-34300000,-32100000,,-261800000,252300000,656000000,113200000,,1114600000.0,-3500000,276500000.0,-19100000,136900000,,1419400000.0,-722600000,93800000.0,-0.41,,,,,,
2019-01-31,171800000.0,-100000.0,2000000,502000000,1941500000.0,1786600000,1127800000.0,1369200000.0,1074600000.0,-0.03,-73500000.0,,,2830000000.0,20600000.0,156300000.0,-7200000,790700000.0,-32700000,508600000,-2600000,-2600000,330000000.0,808600000.0,4632900000.0,-523800000,16000000,,636400000.0,1399500000.0,202600000,171400000.0,415000000.0,-10400000,1130400000,38800000,94000000.0,-859900000.0,44200000,373700000,2764700000.0,3487500000.0,1868200000.0,5707500000.0,2220000000.0,-1290900000.0,251900000,208700000.0,-2600000,-330000000.0,27900000.0,-9800000.0,128300000,-23500000,6600000,,-407800000,275400000,711200000,57500000,,1156500000.0,4600000,273200000.0,22600000,142400000,,1702200000.0,-656200000,94000000.0,-0.03,,,,,,
2019-04-30,234200000.0,-227900000.0,-21100000,540400000,2340800000.0,1130400000,1314900000.0,1449600000.0,1454600000.0,-0.21,0.0,,,3048100000.0,20600000.0,158100000.0,-4900000,502600000.0,9900000,521700000,-20200000,-20200000,337900000.0,669900000.0,4807200000.0,-140300000,18200000,,1027300000.0,1414700000.0,204900000,178500000.0,407500000.0,34400000,1318300000,40300000,94400000.0,-880100000.0,81700000,401300000,2808400000.0,3717500000.0,1998800000.0,6261800000.0,2544300000.0,-394700000.0,276100000,211100000.0,-20200000,0.0,68600000.0,-7200000.0,139100000,-20300000,-18700000,,31800000,296400000,726600000,57600000,,1182600000.0,-900000,275000000.0,-500000,138200000,,1733200000.0,187900000,94400000.0,-0.21,,,,,,
