date,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,quarterlySellingGeneralAndAdministration,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyEbitda,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyChangeInWorkingCapital,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyOperatingIncome,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyDilutedAverageShares,quarterlyCapitalExpenditure,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyInventory,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyFreeCashFlow,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness
2002-03-31,,0.0,,,0.013501,655015000.0,,148352947.65,19672034.66,23991967.59,949872464.87,11550.64,,23687759.65,142840.66,11834625.27,341502140.11,22914775.43,,,,,,-371802574.94,-4319932.93,894651354.42,1206264401.91,114418328.93,341502140.11,,,,2201458178.04,1306806823.62,0.013501,94746294.27,96714915.53,172237204.95,10067379.77,,27309760.62,18011550.64,,11691784.61,10795375.46,113754110.8,,,10795375.46,,,,11080150.16,838630000.0,174223320.28,346460525.23,0.0,,1224275952.55,86933013.3,,,,,,,,,,,,,,,,,
2002-06-30,,0.0,,,,655015000.0,,186015680.4,30702764.27,38711709.98,959438141.36,11550.64,,38154625.59,518334.65,16725573.91,337892086.67,30878862.16,,,,,,-362312443.99,-8008945.71,1085638423.73,1308171016.06,224797781.59,337892086.67,,,,2368445470.63,1282807046.9,,194095017.32,138839573.34,190000000.0,10168593.44,,62824762.57,38011550.64,,16207239.26,9490130.95,145500985.99,,,9490130.95,,,,14153288.25,841280000.0,426809270.41,616809270.41,0.0,,1346182566.7,82983512.29,,,,,,,,,,,,,,,,,
2002-09-30,,0.0,,,,655015000.0,,176035862.18,53553932.88,42603543.29,982006705.37,11550.64,,42101952.56,768558.0,26881844.86,336009144.42,34790379.41,,,,,,-339743880.28,10950389.59,1387425095.17,1342238792.67,349365978.1,336009144.42,,,,2428375301.42,1040950206.25,,295812045.22,297652626.47,190000000.0,13837904.78,,66118252.74,38011550.64,,26113286.86,22568563.71,221150905.88,,,22568563.71,,,,7908534.55,874200000.0,256157761.45,446157761.45,0.0,,1380250343.31,78930678.08,,,,,,,,,,,,,,,,,
2002-12-31,,0.0,,,,655015000.0,,315953005.34,118728278.5,93692627.59,1030356081.95,11550.64,,92793932.42,1017871.43,58423274.11,337192104.94,78434831.25,,,,,,-291413000.5,25035650.91,1667669895.36,1577679324.56,647283471.86,337192104.94,,,,2727635445.47,1059965550.11,,528555193.36,358869682.41,97462000.0,5372331.73,,80610181.35,38989857.61,,57405402.68,48330879.78,231176686.54,,,48330879.78,,,,20011557.14,991800000.0,685007974.75,782469974.75,0.0,,1616669182.17,75197876.94,,,,,,,,,,,,,,,,,
2003-03-31,-455843019.48,0.0,0.0,105000000.0,0.018243,655015000.0,685007974.75,542290538.77,86496314.63,67547407.4,1044942740.5,11550.64,-331800000.0,60103332.13,245435.2,20431704.57,339530673.77,45655187.75,,5707965.32,-526796492.85,,,-276826341.95,18948907.23,2201543529.71,2098941981.37,581762516.79,339530673.77,-504092248.59,,-29999802.65,3268106064.68,1066562534.97,0.018243,495266202.16,409020412.79,230000000.0,29969890.34,-396545619.43,86209792.17,38011550.64,,20186269.37,14586658.55,684370101.58,,-154799249.58,14586658.55,288462355.32,-230000000.0,-5621636.64,14423755.98,1259800000.0,288462355.32,518462355.32,0.0,-32484.62,2136953532.01,74445831.32,10799727.2,-534092051.24,,,,,,,,,,,,,,,
2003-06-30,-31547991.75,1224240.63,-35662069.72,-103882596.9,,655015000.0,288462355.32,687348179.8,73549225.15,54531403.17,1063334599.04,11550.64,,60728128.69,3020962.05,25043689.74,339652277.62,62824421.91,,47868069.86,-65176219.19,,,-258559609.88,19017821.98,2415217159.96,2309813934.67,951096090.27,339652277.62,205708337.14,,18923594.96,3501591609.5,1086374449.54,,877546865.12,644736551.43,200000000.0,19708530.12,-18978867.34,89209035.07,39234040.72,,22022727.69,18266732.07,708006556.54,,-91939027.83,18266732.07,245167264.29,30000000.0,-32070483.97,23268364.63,1341000000.0,427077441.59,627077441.59,0.01,-181877692.68,2349047975.39,67077206.94,14512367.54,224631932.1,,,,,,,,,,,,,,,
2003-09-30,171621219.2,1202674.1,-10255552.86,170189689.0,0.012629,655015000.0,245167264.29,732063867.94,128120384.73,101698831.89,1073306847.39,11550.64,,100781076.32,7359132.03,22196607.43,348031181.64,54805727.82,,171971.19,190316523.36,,,-248462235.06,26421552.84,2583865003.33,2323605423.63,1304385362.14,348031181.64,11398251.46,,-7004692.13,3530594929.05,946729925.72,0.012629,1176264977.41,776837905.26,200604800.0,75125084.51,273697866.67,93119083.7,40563574.33,,14837475.4,10097374.82,546946478.57,,153225885.08,10097374.82,518865130.96,0.0,-23876728.87,23394975.4,1232500000.0,518865130.96,719469930.96,0.0,4000000.0,2364168997.96,66325161.32,9214144.99,4393559.33,,,,,,,,,,,,,,,
2003-12-31,170767132.39,0.0,71351249.37,297726280.9,,655015000.0,518865130.96,699800073.49,182749398.38,143496688.69,1128973984.29,11550.64,-820550000.0,138161044.91,-8031344.78,72873228.34,362851879.89,103817677.9,13397767.86,50856258.97,176553258.49,,,-193066201.96,39252709.69,2620746708.29,2292569609.12,1055668438.48,362851879.89,308947531.2,,-30564162.6,3592429930.02,971683221.73,,872919040.1,743368044.82,155175485.37,28549314.58,-178747327.62,132874785.97,38011550.64,,80904573.12,55396033.1,364940839.02,,91271.69,55396033.1,340117803.34,-339254533.12,-15790623.52,17711137.72,1217500000.0,788498054.79,943673540.16,0.0,-246503500.55,2330581159.76,59095959.93,13233311.84,278383368.6,,,,,,,,,,,,,,,
2004-03-31,-7642297.24,0.0,80339490.0,14726655.7,0.020391,655015000.0,788498054.79,789778076.45,81685161.86,55003629.94,1145278047.81,11550.64,-502053105.92,53689857.43,3178014.7,23789458.15,353980226.94,54375848.78,,4256605.72,-206334771.59,,,-176762138.44,26681531.92,2822457446.09,2483785293.45,677035376.24,353980226.94,-278843644.58,,-8617891.25,3803306715.55,980849269.46,0.020391,595350214.38,635648757.99,151028252.56,32438803.01,-14145726.15,136231823.65,38011550.64,,20611443.45,16304063.52,372583136.26,,86448254.45,16304063.52,774352328.64,,-11274570.1,20774922.0,1301053300.0,774352328.64,925380581.2,0.0,50570934.08,2521796844.09,55410479.58,9811468.63,-287461535.83,,,,,,,,,,,,,,,
2004-06-30,-447031569.11,0.0,-718669.74,298548932.34,,655015000.0,774352328.64,1572188178.65,63561149.61,94942277.8,1186975535.86,11550.64,,94234656.92,3147378.86,42573086.71,375735352.24,67417546.93,,9141984.07,-827095044.02,,,-135064650.39,-31381128.19,3672725014.26,3338130012.93,561542445.85,375735352.24,-522738405.19,,-12468795.95,4659023852.69,986298838.43,,497981296.24,891369481.23,0.0,40866658.91,-409790296.98,133906753.26,11550.64,,39425707.85,41697488.05,801535177.98,,207635614.2,41697488.05,364562031.66,,-1049100307.82,20236277.04,1346376700.0,364562031.66,364562031.66,0.0,-95882904.37,3338141563.57,51292619.9,4608183.18,-535207201.14,,,,,,,,,,,,,,,
2004-09-30,142211288.44,0.0,126776672.79,112421905.01,0.031625,655015000.0,364562031.66,1454752766.6,101200819.28,41378581.64,1212262162.7,11550.64,,39632161.06,461392.6,26654040.49,371864237.28,85897000.73,,35480529.57,112900680.69,,,-109778023.55,59822237.64,3766624569.04,3263961642.75,533661102.69,371864237.28,-53765532.92,,-18398133.8,4600399780.8,833775211.76,0.031625,432460283.41,1218580889.63,0.0,41654612.13,-26904006.78,124164424.71,11550.64,,26192647.89,25286626.84,659323889.54,,94025419.26,25286626.84,337658024.88,,960899014.51,47077126.02,1333376700.0,337658024.88,337658024.88,0.0,45311970.29,3263973193.39,47172160.22,12165834.22,-72163666.72,,,,,,,,,,,,,,,
2004-12-31,260940150.02,0.0,-578014739.1,-160729588.29,,655015000.0,337658024.88,139742896.85,-137762130.79,174431.58,1181997292.61,11550.64,192503300.0,1339292.69,-4419135.46,-37671489.45,367833440.38,-66349180.43,,-19588055.16,417317057.21,,,-140697582.62,-137936562.37,1678293387.61,1521988950.13,-1094084738.34,367833440.38,459818284.45,,3017921.15,2741888102.14,1063594714.53,,-956322607.55,123342962.4,0.0,9344024.01,-235531844.64,37320308.76,581550.64,,-33252353.99,-30919559.07,147372336.66,0.0,-724290106.03,-30919559.07,102126180.24,,45707676.13,-34428661.99,933600000.0,102126180.24,102126180.24,0.0,7559000.81,1522570500.77,41749495.66,5750971.01,462836205.6,,,,,,,,,,,,,,,
2005-03-31,-38305203.35,0.0,3371.55,120003371.55,0.031487,655015000.0,102126180.24,144618468.31,24912349.54,31013476.24,1205473336.96,11550.64,-349685988.53,30298239.89,285949.26,26733039.19,313243910.55,48935332.13,,11917841.46,-80789222.83,,,-117221538.27,-6101126.7,1799684967.42,1463348269.4,143543162.17,313243910.55,-88564769.01,,-8390408.38,2699759303.64,900074336.22,0.031487,118630812.63,141400879.74,0.0,11286684.09,2871234.59,30356146.64,581550.64,,26447089.93,25176044.35,185686676.81,,111784763.17,25176044.35,104997414.83,,-21948759.57,15379310.98,932000000.0,104997414.83,104997414.83,0.0,0.0,1463929820.04,18270168.02,6822981.96,-96955177.39,,,,,,,,,,,,,,,
2005-06-30,-15397093.83,0.0,3167.62,3167.62,,655015000.0,104997414.83,163226003.24,27164416.68,42549241.35,1226258567.17,11550.64,-359894011.47,41833989.43,677831.18,21507729.85,311025647.32,50308863.42,,19821336.92,122258788.15,,,-96436308.06,-15384824.67,1708858390.03,1402197453.14,201779368.63,311025647.32,136449035.25,,-8159512.72,2668752418.08,959894028.05,,174614951.95,156425395.98,0.0,11993223.94,104321959.1,40284847.13,11550.64,,20829898.67,19085230.21,201083770.64,0.0,-8061345.1,19085230.21,209319373.93,,-9833897.7,15599513.21,901276500.0,209319373.93,209319373.93,0.0,19691666.65,1402209003.78,14337784.17,13201620.36,128289522.53,,,,,,,,,,,,,,,
2005-09-30,-37441892.69,0.0,169360363.73,169360363.73,0.025031,655015000.0,209319373.93,156907055.88,24245753.78,55332544.56,1234879874.21,11550.64,-285978000.0,54327840.56,569272.62,22210096.96,316756202.61,66786333.67,,16534785.64,54846.44,,,-87815001.02,-31086790.78,1838260642.87,1403419778.16,153769718.46,316756202.61,8322632.52,,2997860.23,2682452195.99,844191553.12,0.025031,129523964.68,135627760.73,0.0,17809194.67,163008694.77,44140992.98,11550.64,,21640824.34,20014307.05,238525663.33,,172357623.96,20014307.05,372328068.7,,-8891561.72,14389419.2,896276500.0,372328068.7,372328068.7,0.0,220000.01,1403431328.8,10398100.32,30186817.51,11320492.75,,,,,,,,,,,,,,,
2005-12-31,45935624.58,0.0,3471273.31,-34688089.1,,655015000.0,372328068.7,216045445.63,62434528.21,125551499.98,1258237459.35,11550.64,-457452000.0,124396772.04,1642868.99,19776976.74,322831255.88,32412295.66,,11233397.43,120414010.24,,,-58682872.55,-63116971.77,1779748279.92,1343754568.77,366384817.23,322831255.88,126044368.56,,-11405626.74,2640844839.45,861096559.53,,303950289.02,195674049.18,0.0,10994929.57,-54868473.79,38841260.69,11550.64,,13345045.58,25424940.37,175154976.76,,-45498347.81,25424940.37,347456855.55,,-16921291.77,12635318.92,795070200.0,347456855.55,347456855.55,0.0,-20473194.16,1343766119.41,6458416.47,-9871563.74,114638741.82,,,,,,,,,,,,,,,
2006-03-31,-32779023.14,0.0,0.0,,0.016221,655015000.0,347456855.55,174392449.96,27097829.36,32418206.69,1270738652.67,11550.64,-185000000.0,31318650.32,798963.93,15220282.23,326892236.22,38342211.39,,11580021.77,411118.99,,,-45712766.96,-5320377.33,1813683042.64,1388178165.96,172087742.43,326892236.22,4912872.78,,-10679436.46,2704708980.4,891025937.76,0.016221,144989913.07,177032404.84,0.0,9571861.84,99395258.1,38342453.13,7449708.64,,13952406.04,12970105.59,209848162.81,,-10515836.46,12970105.59,446852113.65,,-15007660.9,12131404.89,915070200.0,437573682.66,437573682.66,0.0,5882.68,1395627874.6,2518732.62,10990524.27,-5766563.68,,,,,,,,,,,,,,,
2006-06-30,-29518620.65,0.0,-10000000.0,,,655015000.0,446852113.65,160407921.38,29569569.52,28998221.73,1288967544.02,11550.64,-328500000.0,27993611.5,859570.57,20046148.11,406021393.2,41186846.9,,13283133.92,-13014045.38,,,-27538679.45,571347.79,1713923128.46,1398131119.64,188442130.7,406021393.2,-21713361.3,,-2679802.84,2730911264.54,1016988136.08,,158872561.18,128059192.83,0.0,10618585.72,-54030533.89,37425486.24,6387114.64,,19241381.37,18174087.51,237471714.84,,-12095432.84,18174087.51,361237428.45,,-20270194.11,14285077.21,915070200.0,361237428.45,361237428.45,0.0,45081.47,1404518234.28,2457548.77,6855621.58,-24393164.14,,,,,,,,,,,,,,,
2006-09-30,-54441399.12,0.0,133582332.16,,0.056422,655015000.0,361237428.45,175340007.39,44839711.33,68775156.41,1325598273.6,11550.64,-348000000.0,67746707.3,-261088.75,38526804.7,424369358.09,60070693.25,,14513597.59,-8792003.6,,,9418515.67,-23935445.08,1604081710.48,1213790854.32,209612836.86,424369358.09,-23570858.93,,-112259904.53,2582934883.15,978853172.67,0.056422,164773125.53,190882395.48,0.0,14182602.73,-141143222.12,39491525.31,4054229.92,,38461427.92,36957195.12,291894019.67,,22922427.63,36957195.12,284478173.1,0.0,-15599225.6,14707350.34,790070200.0,239530161.6,239530161.6,0.0,-50964.15,1217845084.24,3158444.92,6836538.21,-135830763.46,,,,,,,,,,,,,,,
2006-12-31,72083905.08,0.0,100000000.0,100000000.0,,655015000.0,284478173.1,186345718.6,51797778.88,99687882.35,1347078479.95,11550.64,-343070200.0,98743364.14,2762804.14,23321488.73,500221720.06,49556641.14,,18279445.42,288227345.4,,,27418123.14,-47890103.47,1716035106.18,1346431684.22,327373127.16,500221720.06,289619933.77,,525709.31,2766941876.32,1050906770.14,,275575348.28,163415609.64,0.0,7274922.2,400587749.08,38429342.88,35002369.27,,18794949.92,21046065.47,236837950.71,,96971249.31,21046065.47,652094029.71,-4124400.0,-6711232.69,13437586.93,836070200.0,652094029.71,652094029.71,0.0,-24456081.63,1381434053.49,12734190.07,12797565.48,290145643.08,,,,,,,,,,,,,,,
2007-03-31,-65627843.9,0.0,0.0,,0.0233,655015000.0,607318095.22,174196011.24,28298997.51,46599754.24,1376794310.36,11550.64,-194000000.0,45608419.33,565991.9,16859406.34,493171782.05,39735391.65,,14403658.31,30963800.73,,,50190535.98,-18300756.73,1675695180.94,1335285572.22,141893845.31,493171782.05,21323484.54,655775939.0,-13518844.41,2790071082.28,1114375901.34,0.0233,113594847.8,125849421.39,,0.0,-57493196.88,43914228.15,34076971.55,655775939.0,16293414.44,15279579.39,302519504.59,,-13511844.41,15279579.39,549824898.34,,-13621745.09,13850311.31,784070200.0,569793273.57,569793273.57,0.0,0.0,1369362543.77,12568813.22,9025674.0,7804640.13,,,,,,,,,,,,,,,
2007-06-30,-26360355.57,0.0,6322470.0,,,655015000.0,549824898.34,214479390.22,26569876.78,36376849.65,1393847415.92,11550.64,-194412327.14,35176819.68,4150391.62,20585842.98,490442895.44,43594047.97,,12821299.65,-51279243.52,,,67243641.54,-9806972.87,1181782795.46,1299908609.95,176660483.95,490442895.44,-70087002.68,,-14662560.36,2768150410.15,1586367614.69,,150090607.17,156854633.55,,0.0,-131339249.51,44710118.18,29684266.1,,16435451.36,17053105.56,336407539.05,,-8339010.36,17053105.56,418485648.83,,-12184001.25,12756801.42,743396372.86,456838659.26,456838659.26,0.0,0.0,1329592876.05,12447655.04,10251403.57,-84749563.04,,,,,,,,,,,,,,,
2007-09-30,,0.0,179017802.4,179017802.4,0.0355,655015000.0,418485648.83,246712178.32,30452104.05,30858150.24,1417068713.54,11550.64,-273304352.26,29205180.33,1523896.0,22865364.32,533517560.91,39219568.54,,,,,,90464939.16,-406046.19,1375999126.27,1364727382.42,200514217.77,533517560.91,,654121060.0,-43630091.72,2848762122.7,1472762996.43,0.0355,170062113.72,158773150.19,,0.0,69105680.21,41746080.05,25219946.69,654121060.0,21341468.32,23221297.62,420170612.67,,135397630.68,23221297.62,487591329.04,,-16685698.91,16354204.22,747092020.6,533169936.57,533169936.57,0.0,0.0,1389947329.11,12326444.72,,-102846534.65,,,,,,,,,,,,,,,
2007-12-31,,0.0,0.0,0.0,,655015000.0,487591329.04,235455139.31,89035948.77,75447876.64,1437690036.74,,-609745799.65,73913943.85,986724.52,43195284.85,500239754.24,55947187.46,,,,,,107737884.91,13588072.13,1059161852.5,1086605748.79,490867108.47,500239754.24,,,-22480092.58,2589635753.94,1530473901.44,,401831159.7,159234159.78,,0.0,-106768971.35,600000.0,18521097.26,,42208560.33,33538727.31,305991561.56,,-21906692.58,33538727.31,380822357.69,,-13560713.48,12751902.61,657304600.0,483699275.19,483699275.19,0.0,-48556153.66,1105126846.05,44556461.9,,53419169.13,,,,,,,,,,,,,,,
2008-03-31,,0.0,0.0,,0.0168,655015000.0,380822357.69,251519228.52,44151675.66,48279432.54,1465425145.46,,-167000000.0,47091663.53,1084175.83,11840382.54,506188720.66,26355065.52,,,,,,118711716.82,-4127756.88,1043039061.72,1117082032.06,227234932.91,506188720.66,,653204280.0,-25865925.15,2610313783.49,1567274721.77,0.0168,183083257.25,195257876.61,,0.0,-109624124.5,525000.0,15880838.97,653204280.0,10756206.71,10973831.91,351952304.32,,-25263725.15,10973831.91,271198233.19,,-13639387.51,14514682.98,662304600.0,340475517.55,340475517.55,0.0,0.0,1132962871.03,44316004.12,,-101488361.33,,,,,,,,,,,,,,,
2008-06-30,,0.0,50000000.0,,,655015000.0,271198233.19,258794731.89,48569246.51,45809758.68,1428686523.51,,-45000000.0,44463447.06,1723641.83,16814653.47,523127877.02,30969583.74,,,,,,80652474.16,2759487.83,1087817227.67,1121751693.66,299303444.41,523127877.02,,,-18003558.68,2576145387.99,1488328160.32,,250734197.9,257799483.95,,0.0,-88047090.98,525000.0,13032349.52,,15091011.64,14341957.34,365262777.7,,32111641.32,14341957.34,183151142.21,,-54715714.55,14154930.27,661861500.0,255384679.17,255384679.17,0.0,0.0,1134784043.18,43886957.62,,-79098142.61,,,,,,,,,,,,,,,
