date,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyInventory,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyTotalAssets,quarterlyChangesInAccountReceivables,quarterlyNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyOperatingIncome,quarterlyBasicEPS,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyGrossPPE,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment
2002-09-30,-924000000,-924000000,6796000000.0,-558000000.0,-424000000.0,1344000000.0,2852000000.0,18249000000.0,-683000000.0,,648000000.0,-525000000.0,0.0,10509000000.0,2707000000.0,1228000000.0,-72000000.0,3062000000.0,2456000000.0,,470000000.0,,182000000.0,195000000.0,2830000000.0,58197976.0,123000000.0,25515000000.0,,171000000.0,-982000000.0,405000000.0,1344000000.0,-339000000.0,31502000000.0,,-924000000,,-45000000.0,1432000000.0,28991000000.0,58197976.0,-4198000000,-15.876841,,4494000000,1360000000.0,,,28253000000.0,123000000.0,-550000000.0,-3858000000,,,,-858000000.0,0.0,5987000000.0,-1449000000.0,5630000000.0,1206000000.0,-816000000.0,,2511000000.0,2751000000.0,-96000000.0,21773000000.0,7218000000.0,154000000.0,-10004000000.0,-15.876841,5989000000.0,,,,
2002-12-31,-529000000,-529000000,4344000000.0,-639000000.0,-344000000.0,761000000.0,2614000000.0,19694000000.0,16000000.0,0.0,627000000.0,-299000000.0,0.0,10888000000.0,1846000000.0,0.0,-1000000.0,2235000000.0,2560000000.0,,1292000000.0,,182000000.0,123000000.0,1950000000.0,,104000000.0,25330000000.0,,184000000.0,-983000000.0,713000000.0,761000000.0,623000000.0,30267000000.0,,-529000000,,-1076000000.0,1955000000.0,29310000000.0,,-3392000000,,-2526000000.0,4190000000,1198000000.0,,487000000.0,29073000000.0,104000000.0,-525000000.0,-3045000000,,,,-123000000.0,0.0,4937000000.0,-828000000.0,5347000000.0,677000000.0,-946000000.0,,957000000.0,2122000000.0,-123000000.0,22070000000.0,7240000000.0,1502000000.0,-9379000000.0,,6619000000.0,,,,
2003-03-31,-1043000000,-1043000000,5859000000.0,-321000000.0,-393000000.0,-14000000.0,2781000000.0,18316000000.0,5000000.0,,618000000.0,0.0,0.0,10995000000.0,1115000000.0,,53000000.0,2754000000.0,2433000000.0,,1277000000.0,,182000000.0,104000000.0,1272000000.0,58317440.0,157000000.0,25452000000.0,,192000000.0,-714000000.0,649000000.0,,731000000.0,29086000000.0,,-1043000000,,-1096000000.0,1366000000.0,29188000000.0,58317440.0,-4104000000,-17.884873,722000000.0,4120000000,1052000000.0,,,27695000000.0,157000000.0,-372000000.0,-3766000000,,,,388000000.0,,3634000000.0,-1043000000.0,5470000000.0,-366000000.0,338000000.0,,-102000000.0,2604000000.0,-228000000.0,22115000000.0,7073000000.0,820000000.0,-9379000000.0,-17.884873,7069000000.0,,,,
2003-06-30,-75000000,-75000000,5282000000.0,705000000.0,-454000000.0,115000000.0,2987000000.0,18421000000.0,302000000.0,,557000000.0,0.0,0.0,11241000000.0,1670000000.0,,0.0,2521000000.0,2272000000.0,,1270000000.0,,182000000.0,157000000.0,1827000000.0,59601064.0,157000000.0,24973000000.0,,190000000.0,251000000.0,564000000.0,,-555000000.0,29220000000.0,,-75000000,,-1438000000.0,1803000000.0,29722000000.0,59601064.0,-3191000000,-1.258367,780000000.0,4324000000,1100000000.0,,,27800000000.0,157000000.0,-272000000.0,-2847000000,,,,-820000000.0,,4247000000.0,-75000000.0,4994000000.0,-441000000.0,344000000.0,,-502000000.0,2344000000.0,-312000000.0,22641000000.0,7081000000.0,939000000.0,-9379000000.0,-1.258367,4648000000.0,,,,
2003-09-30,1000000,1000000,5241000000.0,425000000.0,356000000.0,72000000.0,3046000000.0,18363000000.0,38000000.0,,527000000.0,0.0,,11933000000.0,2566000000.0,,1000000.0,2612000000.0,2273000000.0,,1263000000.0,,182000000.0,157000000.0,2724000000.0,58730380.0,158000000.0,24867000000.0,,198000000.0,781000000.0,538000000.0,,67000000.0,29943000000.0,,1000000,,-1461000000.0,1993000000.0,30464000000.0,58730380.0,-2938000000,0.016802,424000000.0,4605000000,1075000000.0,,,27742000000.0,158000000.0,386000000.0,-2593000000,,,,-496000000.0,,5076000000.0,1000000.0,4931000000.0,-440000000.0,345000000.0,,-521000000.0,2160000000.0,-997000000.0,23332000000.0,7132000000.0,889000000.0,-9379000000.0,0.016802,7402000000.0,,,,
2003-12-31,-111000000,-111000000,3935000000.0,-208000000.0,-189000000.0,-113000000.0,2799000000.0,19460000000.0,-185000000.0,,516000000.0,-80000000.0,,11901000000.0,2486000000.0,,-38000000.0,2504000000.0,1989000000.0,,1253000000.0,,182000000.0,158000000.0,2606000000.0,,120000000.0,24648000000.0,67000000.0,123000000.0,-397000000.0,603000000.0,,13000000.0,29330000000.0,,-111000000,,-785000000.0,1887000000.0,29284000000.0,,-2838000000,,-949000000.0,4391000000,967000000.0,,520000000.0,29003000000.0,120000000.0,-142000000.0,-2488000000,,,,283000000.0,,4682000000.0,-191000000.0,4725000000.0,-551000000.0,-1067000000.0,,46000000.0,2041000000.0,651000000.0,22725000000.0,6559000000.0,764000000.0,-9543000000.0,,4276000000.0,,,,
2004-03-31,-166000000,-166000000,3946000000.0,371000000.0,-213000000.0,430000000.0,3201000000.0,19353000000.0,-10000000.0,,490000000.0,0.0,2000000.0,12403000000.0,3074000000.0,,32000000.0,2674000000.0,2072000000.0,,1245000000.0,,182000000.0,120000000.0,3226000000.0,60195146.0,152000000.0,24544000000.0,-614000000.0,212000000.0,158000000.0,619000000.0,627000000.0,26000000.0,29950000000.0,,-166000000,,-802000000.0,1838000000.0,30085000000.0,60195146.0,-3090000000,-2.757697,537000000.0,4512000000,1022000000.0,,,29153000000.0,152000000.0,-199000000.0,-2764000000,,,,-769000000.0,,5406000000.0,-166000000.0,4928000000.0,-717000000.0,326000000.0,,-135000000.0,2098000000.0,-826000000.0,22975000000.0,7110000000.0,725000000.0,-9800000000.0,-2.757697,4678000000.0,,,,
2004-06-30,6000000,6000000,3918000000.0,362000000.0,-301000000.0,41000000.0,3376000000.0,19332000000.0,44000000.0,,505000000.0,0.0,3000000.0,12491000000.0,3168000000.0,,44000000.0,2809000000.0,1977000000.0,,1238000000.0,,182000000.0,152000000.0,3364000000.0,74700000.0,196000000.0,24488000000.0,-106000000.0,217000000.0,61000000.0,626000000.0,,12000000.0,30001000000.0,,6000000,,-802000000.0,2021000000.0,30123000000.0,56025000.0,-3098000000,0.107095,356000000.0,4830000000,1133000000.0,,,29332000000.0,196000000.0,-287000000.0,-2778000000,,,,-359000000.0,,5513000000.0,6000000.0,5119000000.0,-711000000.0,320000000.0,,-122000000.0,2157000000.0,456000000.0,22826000000.0,7297000000.0,725000000.0,-10000000000.0,0.080321,4596000000.0,,,,
2004-09-30,-214000000,-214000000,3476000000.0,70000000.0,-259000000.0,-65000000.0,3257000000.0,19254000000.0,31000000.0,,519000000.0,0.0,1000000.0,12488000000.0,3018000000.0,,-79000000.0,2953000000.0,2029000000.0,,1231000000.0,,182000000.0,196000000.0,3135000000.0,60096992.0,117000000.0,23961000000.0,142000000.0,219000000.0,-189000000.0,647000000.0,-66000000.0,8000000.0,29261000000.0,,-214000000,,-782000000.0,1809000000.0,29575000000.0,60096992.0,-3445000000,-3.56091,284000000.0,4762000000,1043000000.0,,,29554000000.0,117000000.0,-253000000.0,-3128000000,,,,-84000000.0,,5300000000.0,-214000000.0,5254000000.0,-925000000.0,317000000.0,,-314000000.0,2143000000.0,-205000000.0,22451000000.0,7124000000.0,743000000.0,-10300000000.0,-3.56091,-603000000.0,,,,
2004-12-31,-387000000,-387000000,3442000000.0,-86000000.0,-254000000.0,-75000000.0,3183000000.0,19137000000.0,112000000.0,,488000000.0,0.0,1000000.0,12436000000.0,2809000000.0,,3000000.0,3020000000.0,2026000000.0,,1223000000.0,,182000000.0,117000000.0,2929000000.0,,120000000.0,23802000000.0,206000000.0,223000000.0,-340000000.0,659000000.0,-76000000.0,3000000.0,28773000000.0,,-387000000,,-664000000.0,1521000000.0,29354000000.0,,-3752000000,,-876000000.0,4541000000,1003000000.0,,470000000.0,29708000000.0,120000000.0,776000000.0,-3423000000,,,,164000000.0,,4971000000.0,-387000000.0,5273000000.0,-1312000000.0,-953000000.0,,-581000000.0,2117000000.0,-1078000000.0,22336000000.0,7018000000.0,718000000.0,-10571000000.0,,3599000000.0,,,,
2005-03-31,-162000000,-162000000,3415000000.0,465000000.0,-242000000.0,-92000000.0,3687000000.0,19116000000.0,14000000.0,,489000000.0,0.0,1000000.0,12366000000.0,2912000000.0,,28000000.0,2970000000.0,2034000000.0,,1216000000.0,,182000000.0,120000000.0,3060000000.0,60507000.0,148000000.0,23747000000.0,-103000000.0,235000000.0,223000000.0,709000000.0,-93000000.0,,29167000000.0,,-162000000,,-619000000.0,1780000000.0,29864000000.0,60507000.0,-3395000000,-2.677376,627000000.0,4750000000,1131000000.0,,,24087000000.0,148000000.0,-245000000.0,-3105000000,,,,-345000000.0,,5420000000.0,-162000000.0,5175000000.0,-1474000000.0,290000000.0,,-697000000.0,2092000000.0,-235000000.0,22133000000.0,7731000000.0,838000000.0,-4971000000.0,-2.677376,4045000000.0,,,,
2005-06-30,58000000,58000000,3400000000.0,599000000.0,-242000000.0,-22000000.0,4007000000.0,19096000000.0,23000000.0,,488000000.0,0.0,11000000.0,12357000000.0,3233000000.0,,18000000.0,3303000000.0,1900000000.0,,1209000000.0,,182000000.0,148000000.0,3399000000.0,72210000.0,166000000.0,23705000000.0,-321000000.0,223000000.0,357000000.0,738000000.0,-33000000.0,,29494000000.0,,58000000,,-607000000.0,2006000000.0,30109000000.0,61894286.0,-3540000000,0.937082,541000000.0,5309000000,1202000000.0,,,24067000000.0,166000000.0,-253000000.0,-3254000000,,,,-559000000.0,,5789000000.0,58000000.0,5546000000.0,-1416000000.0,286000000.0,,-615000000.0,2137000000.0,-178000000.0,22090000000.0,8019000000.0,850000000.0,-4971000000.0,0.803213,4014000000.0,,,,
2005-09-30,-153000000,-153000000,3336000000.0,-32000000.0,-102000000.0,147000000.0,3851000000.0,18911000000.0,8000000.0,,540000000.0,0.0,7000000.0,12292000000.0,3285000000.0,,-39000000.0,3683000000.0,1957000000.0,,1202000000.0,,182000000.0,166000000.0,3412000000.0,61446774.0,127000000.0,23449000000.0,-52000000.0,240000000.0,-134000000.0,790000000.0,140000000.0,,29436000000.0,,-153000000,,-575000000.0,1802000000.0,30165000000.0,61446774.0,-4129000000,-2.48996,121000000.0,5485000000,1101000000.0,,,23882000000.0,127000000.0,-109000000.0,-3837000000,,,,-154000000.0,,5987000000.0,-153000000.0,5931000000.0,-1569000000.0,292000000.0,,-729000000.0,2149000000.0,-468000000.0,22296000000.0,7869000000.0,924000000.0,-4971000000.0,-2.48996,4266000000.0,,,,
2005-12-31,-604000000,-604000000,3591000000.0,-8000000.0,-95000000.0,500000000.0,3615000000.0,18546000000.0,-5000000.0,,515000000.0,0.0,204000000.0,12530000000.0,3676000000.0,,11000000.0,3670000000.0,2388000000.0,,1194000000.0,,195000000.0,127000000.0,3814000000.0,,138000000.0,23331000000.0,-391000000.0,260000000.0,-103000000.0,1077000000.0,-9000000.0,,29495000000.0,,-604000000,,-979000000.0,1498000000.0,30973000000.0,,-4508000000,,-625000000.0,5168000000,1078000000.0,,421000000.0,30005000000.0,138000000.0,576000000.0,-4212000000,,,,-481000000.0,,6164000000.0,-604000000.0,6006000000.0,-2173000000.0,-841000000.0,,-1478000000.0,2230000000.0,-250000000.0,22653000000.0,8320000000.0,844000000.0,-11459000000.0,,3778000000.0,,,,
2006-03-31,-92000000,-92000000,3548000000.0,789000000.0,-104000000.0,-237000000.0,4189000000.0,18362000000.0,1000000.0,,494000000.0,0.0,79000000.0,12292000000.0,4124000000.0,,6000000.0,3406000000.0,2210000000.0,,1188000000.0,,195000000.0,138000000.0,4268000000.0,70126531.0,144000000.0,23098000000.0,-448000000.0,261000000.0,685000000.0,1049000000.0,48000000.0,,29918000000.0,,-92000000,,-958000000.0,1938000000.0,31190000000.0,70126531.0,-3753000000,-1.311914,881000000.0,5344000000,1160000000.0,,,18362000000.0,144000000.0,-104000000.0,-3466000000,,,,-546000000.0,,6820000000.0,-92000000.0,5691000000.0,-2265000000.0,287000000.0,,-1272000000.0,2191000000.0,-364000000.0,22446000000.0,8744000000.0,985000000.0,,-1.311914,4155000000.0,,,,
2006-06-30,291000000,291000000,3513000000.0,822000000.0,-141000000.0,222000000.0,4440000000.0,18218000000.0,7000000.0,,510000000.0,0.0,442000000.0,12106000000.0,4986000000.0,,23000000.0,3725000000.0,2377000000.0,,1181000000.0,,218000000.0,144000000.0,5153000000.0,95340789.0,167000000.0,22912000000.0,-862000000.0,260000000.0,681000000.0,1042000000.0,27000000.0,,30752000000.0,,291000000,,-947000000.0,2250000000.0,31260000000.0,75478125.0,-3732000000,3.855422,531000000.0,5975000000,1263000000.0,,,28616000000.0,167000000.0,-165000000.0,-3441000000,,,,-1021000000.0,,7840000000.0,291000000.0,5982000000.0,-1974000000.0,291000000.0,,-508000000.0,2163000000.0,-247000000.0,22028000000.0,9232000000.0,1056000000.0,-10398000000.0,3.052209,4104000000.0,,,,
2006-09-30,15000000,15000000,3441000000.0,118000000.0,-103000000.0,-175000000.0,4067000000.0,18040000000.0,-90000000.0,,506000000.0,0.0,13000000.0,11571000000.0,4940000000.0,,-53000000.0,3766000000.0,2015000000.0,,1174000000.0,,220000000.0,167000000.0,5054000000.0,93375000.0,114000000.0,22655000000.0,46000000.0,259000000.0,15000000.0,1400000000.0,32000000.0,,30128000000.0,,15000000,,-993000000.0,2081000000.0,30642000000.0,80035714.0,-3953000000,0.187416,103000000.0,5847000000,1087000000.0,,,28438000000.0,114000000.0,-41000000.0,-3663000000,,,,4000000.0,,7473000000.0,15000000.0,6034000000.0,-1959000000.0,290000000.0,,-514000000.0,2165000000.0,-220000000.0,21967000000.0,8675000000.0,753000000.0,-10398000000.0,0.160643,4100000000.0,,,,
2006-12-31,17000000,17000000,943000000.0,210000000.0,-182000000.0,-401000000.0,3782000000.0,20133000000.0,4000000.0,,506000000.0,0.0,96000000.0,11217000000.0,4594000000.0,,7000000.0,3449000000.0,2301000000.0,,1167000000.0,,228000000.0,114000000.0,4715000000.0,,121000000.0,22243000000.0,346000000.0,250000000.0,28000000.0,1246000000.0,38000000.0,,29145000000.0,,17000000,,-1291000000.0,1948000000.0,29751000000.0,,-3737000000,,-1099000000.0,5397000000,1073000000.0,,372000000.0,32341000000.0,121000000.0,-186000000.0,-3448000000,,,,198000000.0,,6902000000.0,17000000.0,5685000000.0,-1894000000.0,-726000000.0,,-606000000.0,2183000000.0,-535000000.0,21246000000.0,8505000000.0,693000000.0,-12208000000.0,,-1849000000.0,,,,
2007-03-31,81000000,81000000,3069000000.0,902000000.0,-182000000.0,-60000000.0,4321000000.0,17822000000.0,-3000000.0,,503000000.0,0.0,544000000.0,10720000000.0,5238000000.0,,24000000.0,3449000000.0,2136000000.0,,1160000000.0,,246000000.0,121000000.0,5383000000.0,100845000.0,145000000.0,22051000000.0,-644000000.0,241000000.0,720000000.0,1165000000.0,42000000.0,,29884000000.0,,81000000,,-1219000000.0,1978000000.0,29658000000.0,86438571.0,-3681000000,0.937082,821000000.0,5427000000,1212000000.0,,,30030000000.0,145000000.0,-187000000.0,-3391000000,,,,-818000000.0,,7833000000.0,81000000.0,5659000000.0,-1813000000.0,290000000.0,,226000000.0,2151000000.0,-646000000.0,20700000000.0,8958000000.0,823000000.0,-12208000000.0,0.803213,-1503000000.0,,,,
2007-06-30,317000000,317000000,2952000000.0,841000000.0,-182000000.0,-160000000.0,4607000000.0,17700000000.0,-5000000.0,,532000000.0,0.0,39000000.0,10511000000.0,5685000000.0,,70000000.0,3659000000.0,2109000000.0,,1170000000.0,,254000000.0,145000000.0,5900000000.0,109629167.0,215000000.0,21822000000.0,-447000000.0,235000000.0,659000000.0,1195000000.0,17000000.0,,30410000000.0,,317000000,,-1219000000.0,2220000000.0,29800000000.0,92499609.0,-3657000000,3.427041,524000000.0,5879000000,1359000000.0,,,29908000000.0,215000000.0,-174000000.0,-3362000000,,,,-611000000.0,,8588000000.0,317000000.0,5877000000.0,-1496000000.0,295000000.0,,610000000.0,2120000000.0,-216000000.0,20407000000.0,9393000000.0,937000000.0,-12208000000.0,2.891566,-1521000000.0,,,,
2007-09-30,175000000,175000000,2821000000.0,202000000.0,-151000000.0,-590000000.0,4268000000.0,17553000000.0,-7000000.0,,556000000.0,0.0,2000000.0,9830000000.0,5229000000.0,,-54000000.0,3805000000.0,2236000000.0,,1163000000.0,,255000000.0,215000000.0,5390000000.0,107151639.0,161000000.0,21537000000.0,456000000.0,227000000.0,51000000.0,1325000000.0,2000000.0,,29599000000.0,,175000000,,-1210000000.0,2141000000.0,28771000000.0,93375000.0,-3962000000,1.874163,27000000.0,5946000000,1269000000.0,,,29761000000.0,161000000.0,-126000000.0,-3655000000,,,,334000000.0,,8062000000.0,175000000.0,6103000000.0,-1321000000.0,307000000.0,,828000000.0,2197000000.0,-594000000.0,19535000000.0,9236000000.0,950000000.0,-12208000000.0,1.633199,-1463000000.0,,,,
2007-12-31,-69000000,-69000000,2792000000.0,-10000000.0,-199000000.0,-865000000.0,3985000000.0,17394000000.0,111000000.0,,601000000.0,0.0,-88000000.0,9413000000.0,4387000000.0,,-13000000.0,-4521000000.0,2267000000.0,,1156000000.0,,255000000.0,161000000.0,4535000000.0,,148000000.0,21342000000.0,,211000000.0,-209000000.0,902000000.0,-2000000.0,,28571000000.0,,-69000000,,670000000.0,10204000000.0,25914000000.0,,16003000000,,-1061000000.0,5683000000,1182000000.0,,320000000.0,30400000000.0,148000000.0,492000000.0,13028000000,,,,861000000.0,,7229000000.0,-69000000.0,-5799000000.0,-1390000000.0,-869000000.0,,2657000000.0,1330000000.0,-865000000.0,17431000000.0,8483000000.0,638000000.0,-13006000000.0,,3398000000.0,,,,
2008-03-31,-328000000,-328000000,2760000000.0,449000000.0,-217000000.0,-253000000.0,0.0,17345000000.0,-5000000.0,,637000000.0,0.0,0.0,8745000000.0,4316000000.0,,55000000.0,2044000000.0,2221000000.0,,1148000000.0,,255000000.0,148000000.0,4519000000.0,93001500.0,203000000.0,21253000000.0,,194000000.0,232000000.0,5887000000.0,1000000.0,71000000.0,28766000000.0,,-328000000,,823000000.0,3653000000.0,26277000000.0,93001500.0,709000000,-3.534137,,5697000000,1318000000.0,,,17345000000.0,203000000.0,3000000.0,175000000,,,,-141000000.0,,7513000000.0,-328000000.0,2944000000.0,-1718000000.0,,,2489000000.0,1901000000.0,-254000000.0,16705000000.0,9572000000.0,822000000.0,,-3.534137,3673000000.0,,,,
2008-06-30,-1448000000,-1448000000,2748000000.0,705000000.0,-256000000.0,95000000.0,0.0,15982000000.0,-1193000000.0,,702000000.0,0.0,0.0,8708000000.0,4782000000.0,,84000000.0,2436000000.0,2804000000.0,,1123000000.0,,257000000.0,203000000.0,5069000000.0,93748500.0,287000000.0,19853000000.0,,185000000.0,449000000.0,6314000000.0,150000000.0,,28925000000.0,,-1448000000,,1445000000.0,3743000000.0,27265000000.0,93748500.0,760000000,-15.448461,,6179000000,1389000000.0,,,15982000000.0,287000000.0,-396000000.0,-939000000,,,,-716000000.0,,9072000000.0,-1448000000.0,2983000000.0,-3166000000.0,,,1660000000.0,1917000000.0,-125000000.0,16625000000.0,10640000000.0,1701000000.0,,-15.448461,3624000000.0,,,,
2008-09-30,45000000,45000000,2399000000.0,-1184000000.0,-214000000.0,521000000.0,0.0,15928000000.0,377000000.0,,670000000.0,0.0,294000000.0,8946000000.0,4348000000.0,,-14000000.0,2695000000.0,2325000000.0,,1116000000.0,,285000000.0,287000000.0,4621000000.0,100098000.0,273000000.0,19443000000.0,,180000000.0,-1398000000.0,5874000000.0,1000000.0,,26950000000.0,,45000000,,368000000.0,3726000000.0,26016000000.0,96363000.0,743000000,0.455154,,6421000000,1164000000.0,,,15928000000.0,273000000.0,401000000.0,514000000,,,,649000000.0,,7507000000.0,45000000.0,2983000000.0,-3121000000.0,,,934000000.0,1897000000.0,-528000000.0,16532000000.0,9484000000.0,656000000.0,,0.455154,3260000000.0,,,,
2008-12-31,-340000000,-340000000,2396000000.0,-1364000000.0,-189000000.0,19000000.0,716000000.0,15735000000.0,-32000000.0,,525000000.0,0.0,0.0,8419000000.0,2916000000.0,,-82000000.0,1803000000.0,2042000000.0,,1109000000.0,,285000000.0,273000000.0,3107000000.0,,191000000.0,19240000000.0,-3000000.0,177000000.0,-1553000000.0,5557000000.0,202000000.0,1432000000.0,25175000000.0,,-340000000,,,3666000000.0,28110000000.0,,692000000,,,5469000000,952000000.0,,297000000.0,26180000000.0,191000000.0,3000000.0,122000000,,,,1263000000.0,,5935000000.0,-340000000.0,2974000000.0,-3461000000.0,,,-2935000000.0,1937000000.0,-185000000.0,18736000000.0,9374000000.0,1033000000.0,-10445000000.0,,2824000000.0,,,,
2009-03-31,-375000000,-375000000,2480000000.0,459000000.0,-169000000.0,-578000000.0,613000000.0,15574000000.0,-29000000.0,,494000000.0,0.0,,8314000000.0,2677000000.0,,-4000000.0,1269000000.0,1976000000.0,,1102000000.0,,285000000.0,191000000.0,2864000000.0,104206500.0,187000000.0,19156000000.0,-3000000.0,186000000.0,290000000.0,5216000000.0,1000000.0,239000000.0,24518000000.0,,-375000000,,-2988000000.0,3570000000.0,27627000000.0,104206500.0,715000000,-3.614458,,4839000000,1005000000.0,,,15574000000.0,187000000.0,45000000.0,83000000,,,,115000000.0,,5362000000.0,-375000000.0,2855000000.0,-4043000000.0,,,-3109000000.0,1905000000.0,-753000000.0,18719000000.0,8908000000.0,757000000.0,,-3.614458,3138000000.0,,,,
2009-06-30,-390000000,-390000000,2328000000.0,479000000.0,-433000000.0,-108000000.0,134000000.0,15572000000.0,-39000000.0,,535000000.0,0.0,,8292000000.0,2617000000.0,,4000000.0,1307000000.0,1918000000.0,,1098000000.0,,286000000.0,187000000.0,2808000000.0,104580000.0,191000000.0,18998000000.0,2000000.0,167000000.0,46000000.0,4971000000.0,0.0,60000000.0,24138000000.0,,-390000000,,-2499000000.0,3582000000.0,27138000000.0,104580000.0,725000000,-3.721553,,4889000000,1143000000.0,,,15572000000.0,191000000.0,2000000.0,59000000,,,,-367000000.0,,5140000000.0,-390000000.0,2857000000.0,-4433000000.0,,,-3000000000.0,1905000000.0,-404000000.0,18868000000.0,8270000000.0,557000000.0,,-3.721553,3123000000.0,,,,
2009-09-30,-359000000,-359000000,2614000000.0,-12000000.0,-501000000.0,1803000000.0,156000000.0,15596000000.0,-95000000.0,,546000000.0,-30000000.0,,9872000000.0,3941000000.0,,-20000000.0,1440000000.0,1959000000.0,,1091000000.0,,335000000.0,191000000.0,4112000000.0,106447500.0,171000000.0,19301000000.0,-1024000000.0,182000000.0,-513000000.0,4614000000.0,233000000.0,-299000000.0,25754000000.0,,-359000000,,-2396000000.0,3687000000.0,28613000000.0,106447500.0,810000000,-3.373494,,5127000000,1081000000.0,,,15596000000.0,171000000.0,5000000.0,65000000,,,,-1811000000.0,,6453000000.0,-389000000.0,2877000000.0,-4792000000.0,,,-2859000000.0,1923000000.0,-691000000.0,20712000000.0,7901000000.0,522000000.0,,-3.373494,3246000000.0,,,,
2009-12-31,-344000000,-344000000,3068000000.0,4000000.0,-418000000.0,638000000.0,80000000.0,15476000000.0,-88000000.0,,557000000.0,-254000000.0,30000000.0,9984000000.0,4246000000.0,,-18000000.0,1446000000.0,2039000000.0,,252000000.0,,339000000.0,171000000.0,4399000000.0,,153000000.0,18796000000.0,-306000000.0,167000000.0,-414000000.0,4455000000.0,534000000.0,,25438000000.0,,-344000000,,-2724000000.0,3616000000.0,28927000000.0,,633000000,,,5062000000,1064000000.0,,272000000.0,26310000000.0,153000000.0,1000000.0,-153000000,,,,-660000000.0,,6642000000.0,-598000000.0,2983000000.0,-5136000000.0,,,-3489000000.0,1927000000.0,-568000000.0,21199000000.0,7728000000.0,458000000.0,-10834000000.0,,2947000000.0,,,,
2010-03-31,-505000000,-505000000,3052000000.0,456000000.0,-317000000.0,8000000.0,45000000.0,15393000000.0,-13000000.0,,552000000.0,0.0,,9861000000.0,4357000000.0,,36000000.0,1461000000.0,2010000000.0,,246000000.0,,339000000.0,153000000.0,4546000000.0,124375500.0,189000000.0,18691000000.0,-111000000.0,199000000.0,139000000.0,4961000000.0,1000000.0,,25525000000.0,,-505000000,,-2635000000.0,3607000000.0,29417000000.0,124375500.0,664000000,-4.069612,,5068000000,1140000000.0,,,15393000000.0,189000000.0,0.0,-39000000,,,,-428000000.0,,6834000000.0,-505000000.0,2943000000.0,-5641000000.0,,,-3892000000.0,1937000000.0,-291000000.0,21176000000.0,8241000000.0,434000000.0,,-4.069612,3225000000.0,,,,
2010-06-30,-11000000,-11000000,3035000000.0,717000000.0,-415000000.0,237000000.0,4222000000.0,15267000000.0,-12000000.0,,569000000.0,0.0,,9142000000.0,4887000000.0,,8000000.0,1619000000.0,2003000000.0,,239000000.0,,339000000.0,189000000.0,5084000000.0,124375500.0,197000000.0,18541000000.0,-531000000.0,209000000.0,302000000.0,1727000000.0,0.0,,25885000000.0,,-11000000,,-2674000000.0,4055000000.0,29815000000.0,124375500.0,1190000000,-0.080321,,5674000000,1305000000.0,,,15267000000.0,197000000.0,0.0,465000000,,,,-946000000.0,,7344000000.0,-11000000.0,2865000000.0,-5652000000.0,,,-3930000000.0,1962000000.0,-176000000.0,20456000000.0,9359000000.0,320000000.0,,-0.080321,0.0,,,,
