date,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyInventory,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyTotalAssets,quarterlyChangesInAccountReceivables,quarterlyNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyOperatingIncome,quarterlyBasicEPS,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyGrossPPE,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment
1986-12-31,35100000,35100000,677200000.0,,,,1706900000.0,4741400000.0,,,262500000.0,,,2412000000.0,,483100000.0,,,,,,,,,1083400000.0,,1083400000.0,5418600000.0,,,,278100000.0,,,7528000000.0,,31900000,,,,5043100000.0,,-4108700000,,,1498600000,,,,7015700000.0,,,-4108700000,,,,,,2109400000.0,,,1367700000.0,,,2484900000.0,,,3058100000.0,1985000000.0,73200000.0,-2274300000.0,,163000000.0,,,,
1987-03-31,19900000,19900000,,,,,,,,,,,,,,,,,,,,,,,,41292500.0,,,,,,,,,,,19900000,,,,,41292500.0,1509300000,0.481928,,1509300000,,,,,,,1509300000,,,,,,,,,,,,,,,,,,,0.481928,,,,,
1987-06-30,92200000,92200000,,,,,,,,,,,,,,,,,,,,,,,,45311447.0,,,,,,,,,,,92200000,,,,,45311447.0,1831100000,2.034806,,1831100000,,,,,,,1831100000,,,,,,,,,,,,,,,,,,,2.034806,,,,,
1987-09-30,87100000,87100000,,,,,,,,,,,,,,,,,,,,,,,,45183125.0,,,,,,,,,,,87100000,,,,,45183125.0,1975400000,1.927711,,1975400000,,,,,,,1975400000,,,,,,,,,,,,,,,,,,,1.927711,,,,,
1987-12-31,-800000,-800000,689100000.0,,,,1865900000.0,5587900000.0,,,299400000.0,,,2782100000.0,,573500000.0,,,,,,,,,1012300000.0,,1012300000.0,6277000000.0,,,,205100000.0,,,8423300000.0,,-5000000,,,,5742200000.0,,-4854800000,,,1882100000,,,,8222000000.0,,,-4854800000,,,,,,2146300000.0,,,1561900000.0,,,2681100000.0,,,3671200000.0,2071000000.0,105400000.0,-2634100000.0,,315600000.0,,,,
1988-03-31,68400000,68400000,,,,,,,,,,,,,,,,,,,,,,,,45620357.0,,,,,,,,,,,68400000,,,,,45620357.0,1964800000,1.499331,,1964800000,,,,,,,1964800000,,,,,,,,,,,,,,,,,,,1.499331,,,,,
1988-06-30,141400000,141400000,,,,,,,,,,,,,,,,,,,,,,,,44380588.0,,,,,,,,,,,141400000,,,,,44380588.0,2163200000,3.186078,,2163200000,,,,,,,2163200000,,,,,,,,,,,,,,,,,,,3.186078,,,,,
1988-09-30,150300000,150300000,,,,,,,,,,,,,,,,,,,,,,,,44909640.0,,,,,,,,,,,150300000,,,,,44909640.0,2328300000,3.34672,,2328300000,,,,,,,2328300000,,,,,,,,,,,,,,,,,,,3.34672,,,,,
1988-12-31,116700000,116700000,835100000.0,,,,2582400000.0,6272300000.0,,,375100000.0,,,2749500000.0,,667500000.0,,,,,,,,,1286600000.0,,1286600000.0,7107400000.0,,,,213200000.0,,,9722400000.0,,106400000,,,,6574400000.0,,-5649800000,,,2368000000,,,,9380600000.0,,,-5649800000,,,,,,2615000000.0,,,2028400000.0,,,3148000000.0,,,3778800000.0,2795600000.0,119700000.0,-3108300000.0,,361800000.0,,,,
1989-03-31,101000000,101000000,,,,,,,,,,,,,,,,,,,,,,,,46572222.0,,,,,,,,,,,101000000,,,,,46572222.0,2451000000,2.168675,,2451000000,,,,,,,2451000000,,,,,,,,,,,,,,,,,,,2.168675,,,,,
1989-06-30,177900000,177900000,886200000.0,,,,2227400000.0,6966800000.0,53000000.0,,438400000.0,102000000.0,,2649300000.0,,715800000.0,,1055500000.0,,,,,,,68900000.0,46329894.0,68900000.0,7853000000.0,,59600000.0,,268100000.0,,,10471900000.0,,174900000,,,1660200000.0,6907200000.0,46329894.0,286500000,3.7751,,2715700000,809100000.0,,,10339600000.0,,,433500000,,,,,,2618900000.0,279900000.0,1373700000.0,2291000000.0,,,3564700000.0,1226700000.0,,3602600000.0,3304600000.0,1046200000.0,-3372800000.0,3.7751,237500000.0,,,,
1989-09-30,137000000,137000000,809500000.0,300800000.0,-576400000.0,368300000.0,2172300000.0,7250300000.0,41500000.0,,451700000.0,77000000.0,,2628000000.0,,776500000.0,37600000.0,1064700000.0,,,,157000000.0,,,106500000.0,46774766.0,106500000.0,8059800000.0,-5104400000.0,58300000.0,-275600000.0,270100000.0,371900000.0,5041700000.0,10780200000.0,9100000.0,134000000,,,1662700000.0,7079400000.0,46774766.0,230800000,2.864793,-53900000.0,2727400000,857100000.0,60700000.0,,10762400000.0,,-5000000.0,387800000,-16700000.0,-100000.0,-3600000.0,-631500000.0,,2720400000.0,214000000.0,1431900000.0,2424300000.0,314000000.0,,3700800000.0,1274900000.0,-20100000.0,3779900000.0,3299500000.0,1105800000.0,-3512100000.0,2.864793,375400000.0,,,,
1989-12-31,38900000,38900000,966600000.0,265100000.0,-827000000.0,142200000.0,2116800000.0,7819600000.0,56800000.0,,490400000.0,27400000.0,,2305800000.0,,802400000.0,13800000.0,1713800000.0,,,,158600000.0,,,120300000.0,,120300000.0,8786200000.0,-10355600000.0,60500000.0,-561900000.0,433000000.0,294100000.0,10831200000.0,10877400000.0,176900000.0,35900000,,,871700000.0,7111600000.0,,70000000,,41700000.0,2585500000,929300000.0,25900000.0,,11489100000.0,,-41500000.0,228600000,-1000000.0,107000000.0,-2100000.0,-393500000.0,,2091200000.0,66300000.0,801700000.0,2465100000.0,317200000.0,,3765800000.0,643100000.0,-27200000.0,3632500000.0,3479100000.0,594400000.0,-3669500000.0,,524300000.0,,,,
1990-03-31,-19300000,-19300000,2174700000.0,-75700000.0,-542700000.0,710400000.0,2263600000.0,6988900000.0,49000000.0,,519400000.0,-10100000.0,,2597100000.0,,754700000.0,27500000.0,1800300000.0,,,,164000000.0,,120300000.0,147800000.0,45053438.0,147800000.0,9163600000.0,-15927100000.0,70200000.0,-618400000.0,837600000.0,,15863800000.0,11704800000.0,,-19300000,,,887900000.0,7957600000.0,45053438.0,-8200000,-0.42838,-220400000.0,2688200000,970700000.0,,,10288900000.0,,-1200000.0,155800000,,,,-607200000.0,,2541200000.0,-29400000.0,896100000.0,2445800000.0,328000000.0,,3747200000.0,732100000.0,-141300000.0,3885700000.0,4071900000.0,747900000.0,-3300000000.0,-0.42838,533900000.0,,,,
1990-06-30,129200000,129200000,2386100000.0,483300000.0,-761300000.0,521900000.0,2466400000.0,7449700000.0,55200000.0,,563200000.0,79500000.0,,2668100000.0,,827800000.0,-19200000.0,1809900000.0,,,,173500000.0,,,128600000.0,46850680.0,128600000.0,9835800000.0,-15106300000.0,80200000.0,-278000000.0,1073400000.0,,15057800000.0,12521300000.0,,129200000,,,1164500000.0,8643500000.0,46850680.0,233700000,2.757697,180600000.0,2974400000,965200000.0,,,10649700000.0,,-214600000.0,407200000,,,,-1024400000.0,,2685500000.0,208700000.0,930800000.0,2575000000.0,347000000.0,,3877800000.0,757300000.0,-78800000.0,4138500000.0,4505000000.0,807300000.0,-3200000000.0,2.757697,642600000.0,,,,
1990-09-30,65600000,65600000,2616000000.0,459800000.0,-861800000.0,961500000.0,2494000000.0,7669100000.0,51700000.0,,594400000.0,41300000.0,,2891300000.0,,784900000.0,100800000.0,1940900000.0,,,,186100000.0,,,229400000.0,45373333.0,229400000.0,10285100000.0,-21313400000.0,88400000.0,-402000000.0,1199000000.0,614300000.0,21106600000.0,13341400000.0,,65600000,,,1113800000.0,9397800000.0,45373333.0,143600000,1.445783,208100000.0,3054700000,1268500000.0,,,10869100000.0,,-251900000.0,329700000,,,,-1320500000.0,,3056300000.0,106900000.0,970200000.0,2640500000.0,372200000.0,,3943600000.0,784100000.0,-28500000.0,4436300000.0,4961500000.0,1008700000.0,-3200000000.0,1.445783,760100000.0,,,,
1990-12-31,-215100000,-215100000,2843200000.0,-181600000.0,-735500000.0,851600000.0,2539300000.0,7852600000.0,24100000.0,,608500000.0,-104500000.0,,3271900000.0,,650400000.0,-115900000.0,2255700000.0,,,,199500000.0,,,113500000.0,,113500000.0,10695800000.0,-8565200000.0,98600000.0,-917100000.0,1319100000.0,511500000.0,8528900000.0,13353600000.0,,-215100000,,,746600000.0,9626200000.0,,-245100000,,-46000000.0,3002300000,966300000.0,,,10550600000.0,,-14100000.0,-45600000,,,,-785900000.0,,2657800000.0,-319600000.0,991700000.0,2422200000.0,399000000.0,,3727400000.0,792200000.0,-162400000.0,4801500000.0,4824700000.0,984400000.0,-2698000000.0,,879200000.0,,,,
1991-03-31,-195600000,-195600000,3051800000.0,-299600000.0,-940100000.0,1761900000.0,2371600000.0,8431800000.0,58400000.0,,603900000.0,-94600000.0,299900000.0,4332700000.0,,553700000.0,5000000.0,2019700000.0,,,,201500000.0,,113500000.0,118500000.0,49362568.0,118500000.0,11483600000.0,-11170000000.0,107700000.0,-1239700000.0,1425900000.0,310900000.0,10906500000.0,14549600000.0,,-195600000,,,749900000.0,10714900000.0,49362568.0,-240900000,-3.962517,-305500000.0,2769600000,1048900000.0,,,11931800000.0,,-253700000.0,-39400000,,,,-1457300000.0,,3066000000.0,-290200000.0,990800000.0,2226600000.0,403000000.0,,3834700000.0,789300000.0,-322300000.0,5868500000.0,4846400000.0,1254500000.0,-3500000000.0,-3.962517,982100000.0,,,,
1991-06-30,10300000,10300000,3679400000.0,468200000.0,-555300000.0,262400000.0,2732500000.0,8701100000.0,45300000.0,,625000000.0,9900000.0,-4400000.0,5160300000.0,,562600000.0,91100000.0,2056600000.0,,,,211800000.0,,,209600000.0,42745000.0,209600000.0,12380500000.0,-22232600000.0,125200000.0,-87100000.0,892200000.0,175300000.0,22586100000.0,15347900000.0,,10300000,,,1137900000.0,11500900000.0,42745000.0,100100000,0.240964,246100000.0,3194500000,1115800000.0,,,12401100000.0,,-437700000.0,311900000,,,,-639500000.0,,2967400000.0,20200000.0,1037800000.0,2236900000.0,423600000.0,,3847000000.0,826000000.0,-534400000.0,6760400000.0,4740500000.0,916200000.0,-3700000000.0,0.240964,1037500000.0,,,,
1991-09-30,70300000,70300000,3750100000.0,427700000.0,-1107600000.0,1082800000.0,2575200000.0,8961900000.0,62700000.0,,625800000.0,46100000.0,0.0,5482600000.0,,606600000.0,-76200000.0,2210100000.0,,,,224800000.0,,,133400000.0,53585816.0,133400000.0,12712000000.0,-18347400000.0,133500000.0,-679900000.0,889600000.0,878600000.0,17878800000.0,15794900000.0,,70300000,,,1308500000.0,11876900000.0,51484412.0,187200000,1.365462,132600000.0,3518600000,1074300000.0,,,12761900000.0,,-10500000.0,412000000,,,,-1586700000.0,,3082900000.0,116400000.0,1121300000.0,2307200000.0,449600000.0,,3918000000.0,896500000.0,-381200000.0,7337800000.0,4539100000.0,1360900000.0,-3800000000.0,1.311914,1248600000.0,,,,
1991-12-31,-125000000,-125000000,3921000000.0,147700000.0,-933000000.0,699900000.0,2705000000.0,9481000000.0,-3400000.0,,620000000.0,-61400000.0,4500000.0,5879000000.0,,541000000.0,-39900000.0,1022600000.0,,,,244900000.0,,,94000000.0,,94000000.0,13402000000.0,-13200000000.0,141600000.0,-785300000.0,1036000000.0,317200000.0,13259600000.0,16208000000.0,,-125000000,,,2381700000.0,12414000000.0,,-41400000,,60800000.0,3404300000,1001000000.0,,,13472000000.0,,-14100000.0,203500000,,,,-887500000.0,,2806000000.0,-186400000.0,2423100000.0,2181000000.0,489800000.0,,3794000000.0,2178200000.0,-104100000.0,7672000000.0,4742000000.0,1289000000.0,-3991000000.0,,1252000000.0,,,,
1992-03-31,20000000,20000000,4031000000.0,157000000.0,-675000000.0,916000000.0,2789000000.0,9825000000.0,54000000.0,,658000000.0,19000000.0,454000000.0,6315000000.0,,555000000.0,-14000000.0,2421000000.0,,,,244000000.0,,94000000.0,80000000.0,57461538.0,80000000.0,13856000000.0,-13740000000.0,152000000.0,-518000000.0,1058000000.0,160000000.0,13312000000.0,17371000000.0,,20000000,,,1086000000.0,13088000000.0,57461538.0,137000000,0.348059,-107000000.0,3507000000,1050000000.0,,,14025000000.0,,16000000.0,381000000,,,,-1087000000.0,,3515000000.0,39000000.0,949000000.0,2201000000.0,488000000.0,,4283000000.0,705000000.0,-171000000.0,8191000000.0,4897000000.0,1741000000.0,-4200000000.0,0.348059,1321000000.0,,,,
1992-06-30,-166000000,-166000000,4122000000.0,478000000.0,-1021000000.0,386000000.0,3228000000.0,10391000000.0,-138000000.0,,669000000.0,-77000000.0,0.0,6639000000.0,,480000000.0,-6000000.0,2570000000.0,,,,259000000.0,,,74000000.0,55358036.0,74000000.0,14513000000.0,-12175000000.0,160000000.0,-543000000.0,1029000000.0,258000000.0,12309000000.0,17766000000.0,,-166000000,,,1017000000.0,13642000000.0,55358036.0,55000000,-2.998661,385000000.0,3587000000,976000000.0,,,14791000000.0,,17000000.0,314000000,,,,-870000000.0,,3253000000.0,-243000000.0,962000000.0,2035000000.0,518000000.0,,4124000000.0,703000000.0,-109000000.0,8409000000.0,5233000000.0,1626000000.0,-4400000000.0,-2.998661,1290000000.0,,,,
1992-09-30,-85000000,-85000000,4442000000.0,101000000.0,-1017000000.0,489000000.0,3276000000.0,11000000000.0,51000000.0,,686000000.0,-37000000.0,0.0,7567000000.0,,444000000.0,-25000000.0,2726000000.0,,,,263000000.0,,,49000000.0,54737069.0,49000000.0,15442000000.0,,169000000.0,-916000000.0,716000000.0,183000000.0,-25493000000.0,18394000000.0,,-85000000,,,999000000.0,14354000000.0,54737069.0,-4000000,-1.552878,-77000000.0,3725000000,1016000000.0,,,15300000000.0,,-20000000.0,259000000,,,,-615000000.0,,2952000000.0,-122000000.0,1003000000.0,1950000000.0,526000000.0,,4040000000.0,740000000.0,-377000000.0,9346000000.0,5008000000.0,1202000000.0,-4300000000.0,-1.552878,1335000000.0,,,,
1992-12-31,-704000000,-244000000,4459000000.0,107000000.0,-586000000.0,271000000.0,3110000000.0,11379000000.0,12000000.0,,685000000.0,-127000000.0,0.0,7838000000.0,,196000000.0,-4000000.0,559000000.0,,,,275000000.0,,,45000000.0,,45000000.0,15838000000.0,,170000000.0,-479000000.0,662000000.0,30000000.0,214000000.0,18706000000.0,,-704000000,,,3018000000.0,15357000000.0,,-213000000,,12000000.0,3577000000,948000000.0,,,15908000000.0,,-10000000.0,62000000,,,,-382000000.0,,2868000000.0,-371000000.0,3231000000.0,1256000000.0,550000000.0,,3349000000.0,2956000000.0,-275000000.0,10637000000.0,4720000000.0,1191000000.0,-4529000000.0,,2603000000.0,,,,
1993-03-31,-22000000,-22000000,2622000000.0,256000000.0,-719000000.0,842000000.0,3231000000.0,13662000000.0,401000000.0,,706000000.0,-6000000.0,1081000000.0,7873000000.0,,201000000.0,33000000.0,2122000000.0,,,,292000000.0,,45000000.0,78000000.0,54327273.0,78000000.0,16284000000.0,-349000000.0,175000000.0,-463000000.0,418000000.0,,,19760000000.0,,-32000000,,,1322000000.0,15360000000.0,54327273.0,-254000000,-0.589023,-14000000.0,3444000000,1013000000.0,,,19039000000.0,,3000000.0,38000000,,,,-1065000000.0,,3476000000.0,-28000000.0,1576000000.0,1224000000.0,584000000.0,,4400000000.0,1284000000.0,-321000000.0,10698000000.0,4662000000.0,1564000000.0,-5377000000.0,-0.589023,2624000000.0,,,,
1993-06-30,47000000,47000000,2650000000.0,611000000.0,-565000000.0,-124000000.0,3428000000.0,13909000000.0,267000000.0,,707000000.0,32000000.0,0.0,7853000000.0,,236000000.0,2000000.0,2235000000.0,,,,304000000.0,,,80000000.0,56025000.0,80000000.0,16559000000.0,77000000.0,168000000.0,46000000.0,335000000.0,,,19885000000.0,,30000000,,,1593000000.0,15448000000.0,56025000.0,-20000000,0.535475,260000000.0,3828000000,948000000.0,,,18809000000.0,,3000000.0,284000000,,,,-485000000.0,,3326000000.0,79000000.0,1613000000.0,1254000000.0,608000000.0,,4437000000.0,1309000000.0,-196000000.0,10737000000.0,4711000000.0,1475000000.0,-4900000000.0,0.535475,2648000000.0,,,,
1993-09-30,118000000,125000000,2614000000.0,524000000.0,-418000000.0,3000000.0,3187000000.0,13976000000.0,15000000.0,,692000000.0,98000000.0,0.0,7570000000.0,,250000000.0,51000000.0,2197000000.0,,,,293000000.0,,,131000000.0,66992857.0,131000000.0,16590000000.0,-50000000.0,164000000.0,106000000.0,644000000.0,0.0,,19874000000.0,,113000000,,,2002000000.0,15328000000.0,64931538.0,372000000,1.740295,106000000.0,4199000000,947000000.0,,,19519000000.0,,-8000000.0,665000000,,,-16000000.0,-476000000.0,,3284000000.0,223000000.0,1630000000.0,1356000000.0,586000000.0,,4546000000.0,1337000000.0,-109000000.0,10550000000.0,4778000000.0,1510000000.0,-5543000000.0,1.686747,2730000000.0,,,,
1993-12-31,-253000000,-246000000,4375000000.0,-14000000.0,-378000000.0,-326000000.0,3186000000.0,12261000000.0,-64000000.0,,688000000.0,-141000000.0,0.0,7554000000.0,,310000000.0,-68000000.0,2150000000.0,,,,334000000.0,,,63000000.0,,63000000.0,16636000000.0,,161000000.0,-392000000.0,310000000.0,78000000.0,,19326000000.0,,-281000000,,,1441000000.0,15050000000.0,,-162000000,,-254000000.0,3591000000,921000000.0,,,17175000000.0,,38000000.0,172000000,,,-17000000.0,272000000.0,,2690000000.0,-387000000.0,1603000000.0,1084000000.0,668000000.0,,4276000000.0,1269000000.0,-823000000.0,10633000000.0,4417000000.0,1029000000.0,-4914000000.0,,2769000000.0,,,,
1994-03-31,-7000000,-7000000,2661000000.0,202000000.0,-341000000.0,294000000.0,3213000000.0,14074000000.0,-18000000.0,,700000000.0,9000000.0,,7649000000.0,669000000.0,314000000.0,12000000.0,2025000000.0,,,,320000000.0,76000000.0,63000000.0,744000000.0,56772000.0,75000000.0,16735000000.0,-146000000.0,145000000.0,-139000000.0,598000000.0,310000000.0,,19774000000.0,,-23000000,,,1783000000.0,15517000000.0,56772000.0,-1328000000,-0.401606,-111000000.0,3808000000,927000000.0,,,19748000000.0,75000000.0,3000000.0,-1008000000,,,-16000000.0,-484000000.0,,3039000000.0,2000000.0,3111000000.0,1062000000.0,640000000.0,,4257000000.0,2084000000.0,-162000000.0,10779000000.0,4738000000.0,539000000.0,-5674000000.0,-0.401606,2816000000.0,,,,
1994-06-30,153000000,153000000,2851000000.0,790000000.0,-271000000.0,-458000000.0,3442000000.0,14137000000.0,-10000000.0,,680000000.0,95000000.0,,7710000000.0,568000000.0,410000000.0,-10000000.0,2023000000.0,,,,320000000.0,76000000.0,75000000.0,633000000.0,67230000.0,65000000.0,16988000000.0,102000000.0,150000000.0,519000000.0,189000000.0,-441000000.0,,19867000000.0,,136000000,,,2078000000.0,15468000000.0,56772000.0,-1085000000,2.382865,317000000.0,4101000000,917000000.0,,,20120000000.0,65000000.0,-173000000.0,-765000000,,,-17000000.0,-342000000.0,,2879000000.0,248000000.0,3163000000.0,1204000000.0,640000000.0,,4399000000.0,2113000000.0,-280000000.0,10920000000.0,4548000000.0,526000000.0,-5983000000.0,2.248996,2800000000.0,,,,
1994-09-30,205000000,205000000,2862000000.0,680000000.0,-133000000.0,-133000000.0,3373000000.0,14064000000.0,-15000000.0,,675000000.0,131000000.0,,7493000000.0,1026000000.0,542000000.0,-34000000.0,2097000000.0,,,,298000000.0,76000000.0,65000000.0,1057000000.0,67230000.0,31000000.0,16926000000.0,-459000000.0,151000000.0,547000000.0,408000000.0,0.0,,20288000000.0,,188000000,,,2136000000.0,15693000000.0,56772000.0,-1038000000,3.319946,177000000.0,4233000000,961000000.0,,,20316000000.0,31000000.0,11000000.0,-740000000,,,-16000000.0,-581000000.0,,3362000000.0,336000000.0,3174000000.0,1397000000.0,596000000.0,,4595000000.0,2125000000.0,-154000000.0,10951000000.0,4742000000.0,516000000.0,-6252000000.0,3.052209,2916000000.0,,,,
