date,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyBasicEPS,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedAverageShares,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyFreeCashFlow,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyGoodwill,quarterlyDilutedEPS,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyAccountsReceivable,quarterlyNonCurrentDeferredRevenue,quarterlyCommonStockIssuance,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2011-01-31,7821000.0,139023000.0,-7207000.0,229611000.0,467845000.0,145161000.0,0.0,2547713000,0.28,22655000.0,-1282127000.0,,350000000.0,649532000.0,598813000.0,6579000.0,24262000.0,,267814000.0,3692000.0,-21177000.0,-161794000.0,543480000.0,165332000.0,1921558000,,-16737000.0,-15843000.0,2197759000.0,228844000,915632000.0,0.0,79576000.0,8240000.0,50719000.0,3845000.0,-13731000.0,267387000,130968000.0,550761000.0,2683690000.0,148595000.0,1949230000,145161000.0,1020203000,630707000.0,0.275,4122948000,148826000,2173718000.0,94527000.0,,31197000.0,,1570964000.0,155567000.0,211169000.0,1777000.0,374005000,148826000,150035000,533120000.0,-18521000.0,598813000.0,787280000.0,,,6491000.0,6905000.0,302815000.0,1547553000.0,-27904000.0,406677000.0,,,,
2011-04-30,7835000.0,767310000.0,0.0,167548000.0,598813000.0,153464000.0,0.0,2643248000,0.205,17937000.0,-1306264000.0,,350000000.0,964706000.0,913704000.0,7187000.0,885000.0,,277116000.0,-6879000.0,-14645000.0,-149099000.0,545694000.0,110587000.0,1959041000,,-19155000.0,218246000.0,2211785000.0,172763000,905521000.0,0.0,-56846000.0,4002000.0,51002000.0,-1858000.0,-20987000.0,174735000,314891000.0,802233000.0,2759116000.0,91432000.0,2287204000,160136000.0,1005936000,630707000.0,0.2,4451417000,109579000,2164213000.0,552233000.0,,31084000.0,,1808169000.0,491382000.0,222817000.0,5848000.0,326227000,109579000,110702000,534414000.0,-13942000.0,913704000.0,810388000.0,,250000000.0,-23108000.0,0.0,326177000.0,1632814000.0,-34021000.0,405792000.0,,,,
2011-07-31,7803000.0,765037000.0,0.0,141338000.0,913704000.0,151033000.0,0.0,2666615000,0.185,10842000.0,-1326718000.0,,0.0,573489000.0,497364000.0,5623000.0,-22135000.0,,301578000.0,8227000.0,-90136000.0,-154554000.0,545518000.0,43506000.0,1910592000,,-19036000.0,-419355000.0,2222613000.0,146822000,895895000.0,0.0,41374000.0,2578000.0,76125000.0,-257705000.0,-45930000.0,177607000,-416340000.0,781951000.0,2806391000.0,24470000.0,1977121000,156595000.0,700963000,630707000.0,0.18,4149529000,98481000,2172408000.0,531951000.0,,30646000.0,,1482914000.0,511476000.0,227810000.0,10734000.0,297855000,98481000,99964000,533850000.0,-40491000.0,497364000.0,865875000.0,,250000000.0,-55487000.0,0.0,176548000.0,1612737000.0,-34066000.0,427927000.0,,,,
2011-10-31,7734000.0,762930000.0,0.0,180339000.0,497364000.0,149076000.0,0.0,2659816000,,8417000.0,-1341740000.0,0.0,0.0,539207000.0,463130000.0,3273000.0,-33183000.0,,390171000.0,1712000.0,23177000.0,-175483000.0,,171054000.0,2103898000,,-39768000.0,-107257000.0,2248830000.0,186950000,907090000.0,0.0,61844000.0,2409000.0,76077000.0,-1856000.0,-72282000.0,214850000,-34234000.0,806389000.0,2824331000.0,131286000.0,1998231000,156694000.0,778186000,630884000.0,,4244391000,117309000,2246160000.0,556389000.0,-51253000.0,31238000.0,,1584575000.0,576140000.0,295698000.0,-991000.0,336026000,117309000,118495000,,-98031000.0,463130000.0,885823000.0,,250000000.0,-19948000.0,-786000.0,117902000.0,1767872000.0,-33984000.0,461110000.0,,,,
2012-01-31,7731000.0,760495000.0,-168000.0,194309000.0,463130000.0,141476000.0,0.0,2739106000,0.245,8960000.0,-1361272000.0,,,625001000.0,548618000.0,3214000.0,38605000.0,998000.0,308721000.0,-201000.0,-11040000.0,-185336000.0,539216000.0,152160000.0,2039439000,,-29403000.0,-38903000.0,2269554000.0,195933000,908282000.0,0.0,64976000.0,6240000.0,76383000.0,3052000.0,-11117000.0,228338000,85488000.0,806602000.0,2912503000.0,122757000.0,2021731000,152477000.0,724586000,630875000.0,0.24,4270294000,128395000,2248563000.0,556602000.0,,30815000.0,,1531188000.0,579786000.0,292901000.0,5814000.0,337409000,128395000,129333000,527892000.0,-28573000.0,548618000.0,882828000.0,,250000000.0,2995000.0,0.0,160312000.0,1702030000.0,-33600000.0,422505000.0,,,,
2012-04-30,7713000.0,758468000.0,0.0,193794000.0,548618000.0,140868000.0,0.0,2805823000,0.245,8345000.0,-1384136000.0,,,601590000.0,524779000.0,3283000.0,-16843000.0,3748000.0,318432000.0,-592000.0,-89361000.0,-187529000.0,538122000.0,60871000.0,2012859000,,-27011000.0,-61709000.0,2292665000.0,194739000,908529000.0,0.0,64859000.0,4889000.0,76811000.0,-7595000.0,-30971000.0,225969000,-23839000.0,808872000.0,2980353000.0,33860000.0,2060075000,148684000.0,699968000,630875000.0,0.24,4314663000,127887000,2254588000.0,558872000.0,,28892000.0,,1508840000.0,587591000.0,301685000.0,8848000.0,335607000,127887000,128935000,527220000.0,-23263000.0,524779000.0,912672000.0,,250000000.0,-29844000.0,7816000.0,173337000.0,1677252000.0,-39586000.0,439348000.0,,,,
2012-07-31,7713000.0,756242000.0,0.0,169494000.0,524779000.0,135199000.0,0.0,2896199000,0.21,5806000.0,-1404652000.0,,0.0,610230000.0,533217000.0,3207000.0,-35077000.0,12915000.0,289212000.0,976000.0,-71591000.0,-168896000.0,537492000.0,71022000.0,2008188000,,-33991000.0,-41252000.0,2320444000.0,171857000,915792000.0,0.0,57087000.0,3062000.0,77013000.0,1286000.0,-8604000.0,201621000,8438000.0,809710000.0,3050070000.0,37031000.0,2117258000,145022000.0,676710000,630875000.0,0.205,4382619000,111167000,2265361000.0,559710000.0,,28920000.0,,1486420000.0,593327000.0,296785000.0,6849000.0,307056000,111167000,112407000,526718000.0,-21076000.0,533217000.0,927047000.0,,250000000.0,-14375000.0,9823000.0,128440000.0,1701132000.0,-39497000.0,474425000.0,,,,
2012-10-31,7707000.0,753947000.0,0.0,200738000.0,533217000.0,159685000.0,0.0,2824925000,0.25,5555000.0,-1417538000.0,0.0,,759775000.0,682388000.0,3155000.0,-32616000.0,3482000.0,385877000.0,4485000.0,65318000.0,-323569000.0,536298000.0,233728000.0,2170184000,,-37334000.0,-49895000.0,2342018000.0,192094000,924480000.0,0.0,66452000.0,2519000.0,77387000.0,-987000.0,-10674000.0,234760000,149171000.0,909957000.0,3135317000.0,196394000.0,2320684000,159685000.0,829084000,630875000.0,0.245,4563966000,132601000,2243282000.0,659957000.0,0.0,30867000.0,,1739041000.0,564855000.0,286537000.0,300000.0,351779000,132601000,134286000,525898000.0,-33852000.0,682388000.0,950521000.0,,250000000.0,-23474000.0,10051000.0,168553000.0,1818405000.0,-39521000.0,507041000.0,,,,
2013-01-31,7755000.0,751757000.0,0.0,196921000.0,682388000.0,155831000.0,0.0,2933952000,0.245,8272000.0,-1439955000.0,,,887677000.0,887677000.0,3094000.0,40505000.0,85477000.0,324367000.0,-2395000.0,-19076000.0,-324458000.0,538280000.0,141813000.0,2116241000,,-19134000.0,-2955000.0,2356149000.0,188362000,916194000.0,0.0,65876000.0,5576000.0,0.0,-1142000.0,0.0,229859000,205289000.0,951492000.0,3220347000.0,122679000.0,2399845000,155831000.0,737386000,630875000.0,0.24,4622830000,129716000,2222985000.0,701492000.0,,29844000.0,-53949000.0,1688878000.0,555034000.0,280886000.0,36483000.0,344193000,129716000,131045000,527888000.0,66343000.0,887677000.0,953682000.0,,250000000.0,-3161000.0,9843000.0,204237000.0,1772048000.0,-39438000.0,466536000.0,,,,
2013-04-30,7763000.0,1314930000.0,-663128000.0,184903000.0,887677000.0,173066000.0,0.0,3017832000,0.235,7920000.0,-1465290000.0,,,262748000.0,262748000.0,3142000.0,4297000.0,-7919000.0,315040000.0,2129000.0,-42213000.0,-325172000.0,541560000.0,115745000.0,2152686000,,-22049000.0,-42625000.0,2423049000.0,179735000,957759000.0,0.0,58262000.0,6330000.0,0.0,-742000.0,-7928000.0,219362000,-624929000.0,941915000.0,3300597000.0,93696000.0,1832340000,173066000.0,707894000,932114000.0,0.23,4667641000,125520000,2835301000.0,691915000.0,,31317000.0,-62314000.0,1649809000.0,562612000.0,284043000.0,10270000.0,352801000,125520000,126641000,529736000.0,-698112000.0,262748000.0,998931000.0,,250000000.0,3977000.0,7194000.0,188007000.0,1799885000.0,-44967000.0,462239000.0,,,,
2013-07-31,7737000.0,1314882000.0,-2287000.0,177076000.0,262748000.0,150999000.0,0.0,3053884000,0.215,9723000.0,-1485578000.0,0.0,,329496000.0,329496000.0,3122000.0,-52159000.0,0.0,369887000.0,-5743000.0,25561000.0,-325565000.0,541538000.0,171291000.0,2159525000,,-21029000.0,-81316000.0,2434599000.0,179307000,949021000.0,0.0,63171000.0,4523000.0,0.0,432000.0,-37740000.0,212023000,66748000.0,917881000.0,3363363000.0,150262000.0,1951590000,150999000.0,789484000,934472000.0,0.21,4761249000,113635000,2809659000.0,667881000.0,206000.0,31825000.0,79575000.0,1707365000.0,545756000.0,269221000.0,1445000.0,330306000,113635000,113905000,529210000.0,-23110000.0,329496000.0,1003736000.0,,250000000.0,-4876000.0,1346000.0,193708000.0,1829219000.0,-45021000.0,514398000.0,,,,
2013-10-31,7725000.0,1312565000.0,0.0,239607000.0,329496000.0,147444000.0,0.0,3316579000,0.3,7379000.0,-1505529000.0,25000000.0,,434014000.0,434014000.0,3095000.0,-37102000.0,0.0,387284000.0,7076000.0,18607000.0,-149214000.0,540416000.0,208956000.0,2323202000,,-34386000.0,-68625000.0,2460862000.0,238072000,955333000.0,0.0,81122000.0,1167000.0,0.0,-1253000.0,-25151000.0,274566000,104518000.0,815292000.0,3452529000.0,174570000.0,2047413000,147444000.0,784009000,934472000.0,0.29,4915880000,157340000,2868467000.0,565292000.0,-1809000.0,31864000.0,25941000.0,1599301000.0,600569000.0,270609000.0,1420000.0,385516000,157340000,158485000,527706000.0,-36195000.0,434014000.0,967977000.0,,250000000.0,35759000.0,2130000.0,157808000.0,1937686000.0,-44894000.0,551500000.0,,,,
2014-01-31,7733000.0,1340463000.0,-41401000.0,235271000.0,434014000.0,166189000.0,0.0,3424431000,0.29,10034000.0,-1528011000.0,,,639844000.0,639844000.0,3094000.0,46476000.0,4028000.0,354832000.0,428000.0,128074000.0,-150986000.0,540448000.0,314292000.0,2242672000,,-32760000.0,-37285000.0,2495532000.0,232453000,967521000.0,0.0,80813000.0,4957000.0,,-135000.0,,270125000,205830000.0,818214000.0,3553213000.0,281532000.0,2166833000,166189000.0,824525000,962102000.0,0.285,5067170000,153348000,2900337000.0,568214000.0,,31760000.0,32445000.0,1642739000.0,592353000.0,258128000.0,7548000.0,398642000,153348000,154458000,527504000.0,-70133000.0,639844000.0,924500000.0,,250000000.0,46161000.0,4739000.0,219240000.0,1844030000.0,-44833000.0,505024000.0,,,,
2014-04-30,7733000.0,1338262000.0,-101000.0,213157000.0,639844000.0,165785000.0,0.0,3513144000,0.265,5975000.0,-1550563000.0,,,499330000.0,499330000.0,3093000.0,-10137000.0,-4028000.0,339354000.0,2211000.0,-211887000.0,-142318000.0,540820000.0,-39257000.0,2244866000,,-38072000.0,-59851000.0,2526810000.0,212973000,976247000.0,0.0,72451000.0,5987000.0,,-447000.0,,248174000,-140514000.0,820686000.0,3640464000.0,-77329000.0,2172612000,165785000.0,751994000,962204000.0,0.26,5085824000,140090000,2913212000.0,570686000.0,,31924000.0,-83599000.0,1572680000.0,598703000.0,267706000.0,8036000.0,378758000,140090000,140706000,527852000.0,-42312000.0,499330000.0,1053501000.0,,250000000.0,-129001000.0,3583000.0,205865000.0,1866108000.0,-52761000.0,515161000.0,,,,
2014-07-31,7735000.0,1336293000.0,-374000.0,212982000.0,499330000.0,153035000.0,0.0,3579580000,0.26,9164000.0,-1559858000.0,0.0,,530977000.0,530977000.0,3125000.0,-21344000.0,905000.0,358016000.0,-257000.0,-53133000.0,-151771000.0,540800000.0,119331000.0,2284947000,,-32427000.0,-54982000.0,2538008000.0,210964000,978150000.0,0.0,73968000.0,1746000.0,,-1270000.0,-12942000.0,249557000,31647000.0,823754000.0,3715339000.0,86904000.0,2245041000,153035000.0,785099000,962577000.0,0.255,5188433000,137975000,2943392000.0,573754000.0,,33450000.0,24859000.0,1608853000.0,628949000.0,263136000.0,10726000.0,363999000,137975000,139014000,527966000.0,-31785000.0,530977000.0,1076892000.0,,250000000.0,-23391000.0,3540000.0,200827000.0,1920948000.0,-52766000.0,536505000.0,,,,
2014-10-31,7724000.0,1781296000.0,-424328000.0,260742000.0,530977000.0,165939000.0,0.0,3612056000,0.325,6738000.0,-1580465000.0,-115000000.0,,334174000.0,334174000.0,3392000.0,-35481000.0,-905000.0,484042000.0,7418000.0,147755000.0,-207700000.0,539656000.0,352513000.0,2543771000,,-45594000.0,-77252000.0,2582232000.0,257645000,1001767000.0,0.0,88894000.0,1703000.0,,465000.0,-30869000.0,297044000,-196803000.0,888871000.0,3805654000.0,306919000.0,2132771000,165939000.0,954692000,1226406000.0,0.315,5455619000,171264000,3322848000.0,638871000.0,,32910000.0,98602000.0,1843563000.0,539785000.0,264451000.0,6413000.0,423584000,171264000,171848000,527176000.0,-472545000.0,334174000.0,1054552000.0,24002000.0,250000000.0,84586000.0,5723000.0,219863000.0,2120187000.0,-52796000.0,609526000.0,,,,
2015-01-31,7729000.0,1778269000.0,0.0,264037000.0,334174000.0,180299000.0,0.0,3732316000,0.325,7821000.0,-1592603000.0,,,527097000.0,527097000.0,3078000.0,31288000.0,14932000.0,407419000.0,1161000.0,41313000.0,-200037000.0,540122000.0,246502000.0,2395073000,,-17743000.0,-49362000.0,2589840000.0,264306000,997237000.0,0.0,91607000.0,5524000.0,,-1068000.0,,299874000,192923000.0,890003000.0,3911548000.0,228759000.0,2246331000,180299000.0,937304000,1225449000.0,0.32,5559623000,171718000,3313292000.0,640003000.0,,32759000.0,-39944000.0,1827307000.0,537786000.0,255777000.0,3439000.0,444605000,171718000,172430000,527352000.0,-2811000.0,527097000.0,1016788000.0,29863000.0,250000000.0,36824000.0,1660000.0,283513000.0,1950468000.0,-52801000.0,578238000.0,,,,
2015-04-30,7740000.0,1779787000.0,0.0,275731000.0,527097000.0,189733000.0,0.0,3843815000,0.34,5691000.0,-1614451000.0,,,624395000.0,624395000.0,3083000.0,-3972000.0,-9553000.0,385855000.0,12280000.0,-14168000.0,-199757000.0,540888000.0,199235000.0,2279345000,,-26191000.0,-65877000.0,2604519000.0,269823000,990068000.0,0.0,95296000.0,7025000.0,,-1188000.0,,311782000,97298000.0,909001000.0,4025770000.0,173044000.0,2302431000,189733000.0,870182000,1228933000.0,0.335,5622998000,180201000,3320567000.0,659001000.0,,32968000.0,-78931000.0,1779183000.0,550712000.0,264054000.0,37000.0,459556000,180201000,180435000,528056000.0,-35744000.0,624395000.0,963481000.0,43832000.0,250000000.0,53307000.0,7874000.0,262736000.0,1819789000.0,-65914000.0,578726000.0,,,,
2015-07-31,7745000.0,2527874000.0,-768339000.0,228219000.0,624395000.0,184627000.0,0.0,3936012000,0.28,6850000.0,-1626957000.0,,350000000.0,349169000.0,349169000.0,3129000.0,51654000.0,-1955000.0,393795000.0,-3822000.0,64252000.0,-191843000.0,541204000.0,244508000.0,2188587000,,-37844000.0,289171000.0,2628767000.0,224763000,1001810000.0,0.0,81263000.0,1711000.0,,1058000.0,0.0,264648000,-275226000.0,909962000.0,4106566000.0,206664000.0,2003776000,184627000.0,1245107000,1978907000.0,0.27,6091081000,146938000,4087305000.0,659962000.0,,33300000.0,-6436000.0,2155069000.0,557621000.0,245618000.0,5217000.0,409390000,146938000,146956000,528516000.0,-808138000.0,349169000.0,984452000.0,40582000.0,250000000.0,-756000.0,6396000.0,258588000.0,1779197000.0,-66046000.0,549056000.0,,,,
2015-10-31,7741000.0,2526703000.0,-2248000.0,289156000.0,349169000.0,188952000.0,0.0,4001393000,0.355,9422000.0,-1634160000.0,,1214025000.0,347239000.0,347239000.0,3821000.0,-56519000.0,-3424000.0,495317000.0,10360000.0,58360000.0,-225668000.0,541792000.0,301747000.0,2400858000,,-43784000.0,-244559000.0,2645899000.0,306078000,1011739000.0,1029025000.0,101713000.0,1457000.0,,351000.0,-24928000.0,327384000,-1930000.0,924413000.0,4216125000.0,257963000.0,2063032000,188952000.0,1214025000,1699484000.0,0.345,6139831000,187231000,4076799000.0,674413000.0,,34407000.0,117882000.0,2138438000.0,538357000.0,258998000.0,11442000.0,495030000,187231000,187443000,528648000.0,-54254000.0,347239000.0,993265000.0,64096000.0,250000000.0,-6938000.0,-13580000.0,257626000.0,1905828000.0,-66073000.0,605689000.0,,,,
2016-01-31,7755000.0,2524430000.0,,354168000.0,347239000.0,209948000.0,0.0,4163513000,0.44,7484000.0,-1659462000.0,-185000000.0,1020098000.0,375215000.0,375215000.0,3407000.0,50951000.0,11088000.0,411031000.0,-1735000.0,11720000.0,-227739000.0,542737000.0,278691000.0,2292672000,,-32069000.0,-227474000.0,2673465000.0,348063000,1014003000.0,0.0,119001000.0,7162000.0,,2081000.0,,389379000,27976000.0,857278000.0,4374596000.0,246622000.0,1946083000,209948000.0,1020098000,1699361000.0,0.43,6040889000,235061000,4094806000.0,607278000.0,,31804000.0,-27787000.0,1877376000.0,535381000.0,253589000.0,23663000.0,558011000,235061000,235167000,528862000.0,-20981000.0,375215000.0,994826000.0,0.0,250000000.0,-1439000.0,11475000.0,317237000.0,1734661000.0,-66137000.0,554738000.0,,,,
2016-04-30,7765000.0,2521500000.0,,324197000.0,375215000.0,211144000.0,0.0,4309639000,0.41,5356000.0,-1682791000.0,0.0,937384000.0,379881000.0,379881000.0,3029000.0,6240000.0,1090000.0,389418000.0,-662000.0,-118035000.0,-225666000.0,543769000.0,130444000.0,2300235000,,-65074000.0,-61936000.0,2731721000.0,315215000,1048930000.0,0.0,108813000.0,7016000.0,,-2456000.0,,359330000,4666000.0,863322000.0,4513097000.0,65370000.0,1975082000,211144000.0,937384000,1698370000.0,0.4,6110345000,215397000,4135263000.0,613322000.0,,32104000.0,-81440000.0,1800706000.0,541669000.0,254949000.0,21163000.0,526359000,215397000,215384000,529898000.0,-63984000.0,379881000.0,1027440000.0,0.0,250000000.0,-32613000.0,8602000.0,304891000.0,1773876000.0,-76741000.0,548497000.0,,,,
2016-07-31,7752000.0,2737207000.0,,274117000.0,379881000.0,206876000.0,-171506000.0,4393947000,0.37,8432000.0,-1642537000.0,145000000.0,1128727000.0,379597000.0,379597000.0,3147000.0,-9424000.0,-5313000.0,414691000.0,6825000.0,-15837000.0,-224361000.0,542163000.0,212551000.0,2302376000,,-66095000.0,33113000.0,2695455000.0,268409000,1052918000.0,983727000.0,78341000.0,1913000.0,,-872000.0,-38618000.0,309876000,-284000.0,865623000.0,4607360000.0,146456000.0,2010105000,206876000.0,1128727000,1921971000.0,0.36,6388297000,195654000,4378192000.0,615623000.0,,32612000.0,3761000.0,1994350000.0,574192000.0,257061000.0,3597000.0,475285000,195654000,195776000,529660000.0,-242914000.0,379597000.0,1034307000.0,0.0,250000000.0,-26527000.0,6381000.0,308914000.0,1827091000.0,-76866000.0,564922000.0,,,,
2016-10-31,7742000.0,2737755000.0,766000.0,364733000.0,379597000.0,244006000.0,0.0,4451406000,0.46,5719000.0,-1661866000.0,-145000000.0,1053196000.0,415143000.0,415143000.0,3288000.0,-26378000.0,4213000.0,481826000.0,39899000.0,91524000.0,-296303000.0,541312000.0,371162000.0,2627941000,,-86059000.0,-253349000.0,2767315000.0,354514000,1105449000.0,0.0,120543000.0,1738000.0,,-40000.0,-42909000.0,403469000,35546000.0,865465000.0,4736567000.0,285103000.0,2029912000,244006000.0,1053196000,1834497000.0,0.45,6370067000,243940000,4340155000.0,615465000.0,,35448000.0,30787000.0,1918661000.0,490728000.0,239590000.0,11309000.0,598520000,243940000,244190000,528778000.0,-81080000.0,415143000.0,985683000.0,0.0,250000000.0,48298000.0,11236000.0,278994000.0,2029421000.0,-76749000.0,591310000.0,,,,
2017-01-31,7747000.0,2709468000.0,,354785000.0,415143000.0,210217000.0,0.0,4575297000,0.44,5428000.0,-1522572000.0,0.0,,609821000.0,609821000.0,3026000.0,36507000.0,3596000.0,387711000.0,11215000.0,-89003000.0,-302140000.0,540064000.0,177619000.0,2280227000,,-33969000.0,-82189000.0,2557847000.0,342063000,1035275000.0,0.0,119482000.0,7240000.0,,-1208000.0,-30588000.0,389130000,194678000.0,871339000.0,4866374000.0,143650000.0,2119586000,210217000.0,919762000,1822671000.0,0.44,6366398000,235147000,4246812000.0,615103000.0,,31319000.0,-98131000.0,1791101000.0,502069000.0,243868000.0,25028000.0,552280000,235147000,235303000,528585000.0,105571000.0,609821000.0,958130000.0,6236000.0,250000000.0,-17513000.0,13299000.0,286985000.0,1727947000.0,-76629000.0,530851000.0,,,,
2017-04-30,7743000.0,2707410000.0,,315827000.0,609821000.0,181009000.0,0.0,4686428000,0.4,5242000.0,-1545435000.0,0.0,,548901000.0,548901000.0,3023000.0,5529000.0,-927000.0,372361000.0,121000.0,-159358000.0,-299151000.0,539635000.0,83537000.0,2187309000,,-41849000.0,-104318000.0,2589001000.0,305911000,1043566000.0,0.0,104941000.0,4621000.0,,-1410000.0,-18995000.0,350859000,-60920000.0,874692000.0,4974512000.0,41688000.0,2125791000,181009000.0,824587000,1822671000.0,0.39,6385707000,210926000,4259916000.0,617172000.0,,32009000.0,-117122000.0,1699279000.0,508940000.0,246840000.0,4555000.0,486920000,210926000,210886000,528712000.0,-42776000.0,548901000.0,988408000.0,7520000.0,250000000.0,-30279000.0,10121000.0,254212000.0,1700389000.0,-89878000.0,525322000.0,,,,
2017-07-31,7732000.0,2705388000.0,,278024000.0,548901000.0,176660000.0,0.0,4753180000,0.35,4433000.0,-1567678000.0,0.0,,633341000.0,633341000.0,3057000.0,-23688000.0,,421170000.0,23000.0,34973000.0,-291964000.0,538814000.0,250317000.0,2207375000,,-40161000.0,-125125000.0,2621774000.0,275749000,1054096000.0,0.0,95473000.0,2006000.0,,-1172000.0,-44904000.0,313874000,84440000.0,877014000.0,5033945000.0,210156000.0,2217095000,176660000.0,877771000,1822671000.0,0.34,6507965000,182508000,4290870000.0,617443000.0,,32793000.0,48744000.0,1754785000.0,531386000.0,248129000.0,9613000.0,452409000,182508000,182551000,528165000.0,-43984000.0,633341000.0,1013214000.0,9571000.0,250000000.0,-24806000.0,3956000.0,241442000.0,1754966000.0,-89834000.0,549011000.0,,,,
2017-10-31,7741000.0,3146827000.0,-520463000.0,330009000.0,633341000.0,194218000.0,0.0,4939697000,0.41,4538000.0,-1573454000.0,-280000000.0,,444122000.0,444122000.0,3577000.0,-46439000.0,,552714000.0,50807000.0,245324000.0,-248075000.0,537952000.0,498723000.0,2492608000,,-101297000.0,-77626000.0,2776705000.0,317336000,1203251000.0,0.0,111646000.0,1724000.0,,-1074000.0,0.0,368442000,-189219000.0,977999000.0,5162571000.0,397426000.0,2026523000,194218000.0,1058212000,2119813000.0,0.41,6975908000,218154000,4949385000.0,629589000.0,,34856000.0,163956000.0,2036211000.0,599307000.0,242369000.0,12043000.0,511554000,218154000,218363000,527990000.0,-611814000.0,444122000.0,921022000.0,98410000.0,250000000.0,113910000.0,12034000.0,268826000.0,1981054000.0,-89669000.0,618351000.0,,,,
2018-01-31,7764000.0,3980785000.0,-858102000.0,305165000.0,444122000.0,219122000.0,3028000.0,5155374000,0.57,4417000.0,-1599700000.0,-375274000.0,1323514000.0,385775000.0,385775000.0,4729000.0,69629000.0,5746000.0,532847000.0,-68856000.0,-38157000.0,-242176000.0,543482000.0,304177000.0,2331293000,,-52943000.0,538168000.0,2892766000.0,283057000,1293066000.0,1068514000.0,1954000.0,7339000.0,,-10880000.0,-25199000.0,349017000,-58347000.0,1379960000.0,5366501000.0,251234000.0,1948269000,219122000.0,1323514000,2957463000.0,0.56,7858848000,303107000,5910579000.0,640546000.0,,39123000.0,-58077000.0,2703474000.0,636728000.0,262147000.0,23455000.0,502179000,303107000,303211000,529453000.0,-905299000.0,385775000.0,973221000.0,114688000.0,624726000.0,-21255000.0,23531000.0,302011000.0,1829114000.0,-89814000.0,569099000.0,,,,
2018-04-30,7766000.0,3983252000.0,429000.0,296883000.0,385775000.0,203799000.0,0.0,5291633000,0.45,5138000.0,-1633366000.0,375037000.0,1148461000.0,261571000.0,261571000.0,7001000.0,17512000.0,188000.0,465572000.0,-5630000.0,-139551000.0,-235753000.0,542811000.0,139164000.0,2330568000,,-81778000.0,-182307000.0,2987219000.0,292887000,1353853000.0,,59361000.0,4052000.0,,2429000.0,-19542000.0,345077000,-124204000.0,1389655000.0,5504221000.0,57386000.0,1850780000,203799000.0,1148461000,2731956000.0,0.44,7829749000,237384000,5978969000.0,639467000.0,,41193000.0,-64770000.0,2538116000.0,641864000.0,265579000.0,6523000.0,496686000,237384000,237522000,529799000.0,-81161000.0,261571000.0,1011215000.0,125425000.0,624763000.0,-37839000.0,13486000.0,290623000.0,1833882000.0,-99325000.0,551392000.0,,,,
