date,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDeferredRevenue,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyDilutedEPS,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyChangeInInventory,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyStockBasedCompensation,quarterlyCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyEbitda,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAssets,quarterlyCostOfRevenue,quarterlyOtherCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyOtherIncomeExpense,quarterlyResearchAndDevelopment
1996-07-31,-4256837264.0,1129586368,-3503845354,593651230.0,1977463240.0,200634877010,,322935276,-142775717,,,194511592.0,,,-92439480.0,47702165.0,4688745362,,,,9605606706,1408660483.0,,3642984746,358664285,358664285,696715680.0,,1233220000.0,0.25426,,-81128070.0,2091521231.0,,2027187311.0,39595987357,,3528489895,,584031882.0,,-169980242,-195986254,225367597.0,,1864779442,,0.25426,1233220000.0,210240483716,-277114324,,81166235,,1298842750,2006321286,19251064999,,,,,,,,,,,,,,,,,,,,
1996-10-31,1477184735.0,0,-12558399889,606967902.0,2146298573.0,207738060201,,340575516,-140129542,,,-4333850392.0,,,68942869.0,61511438.0,4785953177,,,,10336989967,-14029197377.0,,3627023411,375960783,375960783,800674449.0,,,,,-6387247.0,2223792395.0,,9382264844.0,43490033445,,13058850798,,590851535.0,,-335967016,-836551705,214890752.0,,1785016722,,,,218075050167,-842938952,,87214503,,1129586368,1751973244,23692040134,,,,,,,,,,,,,,,,,,,,
1997-01-31,,0,3489014692,681897830.0,2227928292.0,224878015905,,398975603,-147054859,,,-921957138.0,,,-252999056.0,81951746.0,4894999326,,,,9560048524,1749966303.0,,4002965359,398975603,398975603,828009166.0,,1345254579.0,0.29658,,-90982612.0,2052028575.0,,-1680010783.0,43317023858,,-2694972368,,663970885.0,,176034506,-618007818,264995282.0,,1799973042,,0.28984,1376537410.0,234438064429,-708990430,,76021027,1830031001.0,792964011,1756031810,19038010514,,,,,,,,,,,,,,,,,,,,
1997-04-30,,0,-15798983974,685004189.0,2186958950.0,240960067020,,402960067,-146997082,,,-959919433.0,,,-74004574.0,11039039.0,5136972913,,,,9821977101,-20510926928.0,,4549008657,402960067,402960067,800055850.0,,1340920658.0,0.30051,,-55065978.0,2002094387.0,,5798134212.0,39237922368,,16582015093,,667969841.0,,243959909,-538931584,265009774.0,,1773945825,,0.30051,1340920658.0,250782044122,-593997562,,80918375,4767008932.0,0,1778972354,24646048590,,,,,,,,,,,,,,,,,,,,
1997-07-31,,0,10718928620,744038594.0,2377946244.0,235741006203,,427980703,-152950127,,,-1397103443.0,,,-107041856.0,-292025933.0,5411026878,,,,10087939352,3770884815.0,,5215024121,427980703,427980703,857064094.0,,1317634011.0,0.32481,,-60016193.0,2090971744.0,,-5581114469.0,36459958649,,-8730047549,,722949690.0,,741962856,-1247057841,294968987.0,,1713025500,,0.3179,1346274624.0,245828945555,-1307074034,,121075760,7008059998.0,0,1769951757,25046037216,,,,,,,,,,,,,,,,,,,,
1997-10-31,,0,-2791018203,735120057.0,2486004426.0,234384030418,,318043575,-152913437,,,1796935231.0,,,47057738.0,428016982.0,5699056471,,,,10389945078,21394103412.0,,4227010280,449011044,449011044,879974214.0,,,,,-86992533.0,2161995568.0,,-5579115705.0,33037037037,,-719028692,,714050058.0,,-684982197,2825064698,265039014.0,,1695958316,,,,244773975496,2738072165,,104043703,,0,1783974088,21585973807,,,,,,,,,,,,,,,,,,,,
1998-01-31,-3563128003.0,0,-8261977574,793068297.0,2454055628.0,246723896898,,427115189,-162953255,,,-2732197466.0,,,154070191.0,31017912.0,5988058832,,,,10710062618,-6094946848.0,,4769040338,461045580,461045580,878986457.0,,1217476737.0,0.35082,,-79947575.0,2372943061.0,,2923838649.0,33603028979,,10667977283,,771079074.0,,395951653,-2010048056,310033494.0,,1700014562,,0.34352,1243348827.0,257433959517,-2089995631,,76015727,1476044852.0,1269986894,1805009466,21754914810,,,,,,,,,,,,,,,,,,,,
1998-04-30,-5156843364.0,0,3786959679,790980673.0,2701932713.0,238933858268,,430064424,-164033144,,,1611223951.0,,,-15058022.0,142926254.0,6284037223,,,,11300071582,4829807263.0,,4735003579,463994273,463994273,934001432.0,,1227212715.0,0.35044,,-89988001.0,2357050823.0,,-32070576.0,30447959914,,-5889022380,,773944166.0,,176990366,2279053067,309949893.0,,1713958482,,0.34329,1252772944.0,250233929850,2189065066,,76024359,4203983781.0,0,2094058697,17659985684,,,,,,,,,,,,,,,,,,,,
1998-07-31,4461921480.0,0,3730044350,784278156.0,2457142857.0,248558881330,,424943311,-180950109,,,-3437907816.0,,,-70077929.0,-79915443.0,6567951625,,,,11623129252,2396205345.0,,4734996221,463945578,463945578,882993197.0,,1225821586.0,0.34666,,-122127916.0,2471050642.0,,-824043206.0,35433106576,,928981605,,764021164.0,,1624034549,-3034991406,300075586.0,,1746938776,,0.33912,1253076525.0,260182010582,-3157119322,,88927412,-3005954559.0,0,2131065760,13938019652,,,,,,,,,,,,,,,,,,,,
1998-10-31,-10825913688.0,0,767970921,707214296.0,2436080892.0,262008025930,,397182152,-180132638,,,-4542214517.0,,,173078416.0,87017735.0,6822966507,,1.0,1352986572.0,11891958636,-5287108359.0,,3964037660,435082446,435082446,898079206.0,32992.0,,,123012811.0,-225917678.0,2510934390.0,,-554837076.0,41398981324,,1920092509,,690079222.0,,-1057911898,-3745975327,254996776.0,,1872048156,,,,274398981324,-3971893005,551010958.0,101060593,17106910646.0,0,2144003704,16394968359,,2116067294.0,,,,,,,,,,,,,,,,,,
1999-01-31,-516996525.0,0,-1098957546,563075994.0,2571083246.0,254904970539,,322858438,-179936546,,,-557032785.0,,,83094123.0,-25985798.0,7003021604,,,,12231001662,-3003928085.0,,4332074331,360930654,360930654,1033993050.0,-74935791.0,1257139000.0,0.25682,,-24021756.0,2442967216.0,,-200181297.0,42672004835,,1667019187,,560960870.0,,497960417,-69950144,200030216.0,,1809941079,,0.25682,1257139000.0,267135972201,-93971900,,101979151,2445988820.0,2408974165,2129928992,20919927481,,,,,,,,,,,,,,,,,,,,
1999-04-30,-8197956064.0,1863019694,-5732989938,678920496.0,2548942378.0,254878045222,,394894238,-182134935,,,-734141541.0,,,34921924.0,57058008.0,7243034282,,,,12435010941,4998968201.0,,4631072210,431947484,431947484,968052516.0,975178.0,1261199700.0,0.31311,,-88013255.0,2233989789.0,,2629940597.0,45395915390,,4791915897,,676878192.0,,-1043985216,-103062256,244930708.0,,1802042305,,0.31311,1261199700.0,267313056163,-191075511,,111004073,,0,2061998541,20022027717,22027717.0,,,,,,,,,,,,,,,,,,,
1999-07-31,-988026647.0,3080048149,-9429111800,735179055.0,2632109540.0,265865934397,,411074330,-181864721,,,-1332810025.0,,,84963189.0,53941332.0,7456966596,,,,12882034306,-8354053056.0,,4678001806,452001204,452001204,1004965393.0,-68879.0,1245113827.0,0.33015,,-87032097.0,2360969004.0,,3727327670.0,47523924165,,11247053481,,733072525.0,,1216954682,-600986998,281071321.0,,1791002107,,0.32265,1274056501.0,278747968703,-688019095,,115033628,,1863019694,2374962383,24663105627,-52061390.0,,,,,,,,,,,,,,,,,,,
1999-10-31,-17871097562.0,2460055907,6197060461,728897630.0,2855883961.0,260889951449,,438041717,-191093958,,,11558072920.0,,,-6373054269.0,-112084309.0,7495071355,,,,12408121230,8121996609.0,,4595998235,479013108,479013108,1067031772.0,-48965947.0,,,,-55898318.0,2044909774.0,,-8240064755.0,73008091805,,-12483978855,,726971606.0,,-619877948,5667040446,247958498.0,,1273944387,,,,273298072679,5611142128,659997058.0,131009189,,3080048149,1973076357,23042077387,-122995439.0,,,,,,,,,,,,,,,,,,,
2000-01-31,-5122974537.0,1091001157,1896990741,879050927.0,2811053241.0,257375000000,,494068287,-180989583,,,590133101.0,,,-4097077546.0,-3038194.0,7606047454,,,,12634982639,-3963107639.0,,5072048611,527054398,527054398,1084056713.0,,1217846846.0,0.40569,,-65972222.0,2514033565.0,,-1501880787.0,48915943287,,-383969907,,877025463.0,,-1369068287,-2881944444,349971065.0,,1301070602,,0.39845,1239975623.0,270009982639,-2947916666,708043981.0,101996528,11049045139.0,2460069444,1994936343,22121961806,,,,,,,,,,,,,,,,,,,,
2000-04-30,-6026314563.0,1837973934,-3809016807,971563981.0,3053909953.0,267347452607,,528732227,-199638379,,,-166554902.0,,,-2631299231.0,-5848062.0,7738447867,,,,12689573460,1038048398.0,,5103672986,561315166,561315166,1199644550.0,,1216572000.0,0.43709,,-51030148.0,2585900474.0,,2782982683.0,73733708531,,6721351424,,968601896.0,,747030372,-2165448921,407286730.0,,1239632701,,0.43709,1222228000.0,280037026066,-2216479069,866409953.0,108311529,1553146805.0,1091001157,1978672986,18289395735,-85900474.0,,,,,,,,,,,,,,,,,,,
2000-07-31,-6754991518.0,1706302021,519338789,917063020.0,3003864447.0,267821046373,,529131986,-196066449,,,-9988084738.0,,,6215594375.0,-7463328.0,7960760999,,,,12893876338,-2963763589.0,,5090665874,563317479,563317479,1181629013.0,,1204988000.0,0.43829,,-73247333.0,2774970274.0,,1003380862.0,73335315101,,2442344999,,915576694.0,,-131529267,-3091726730,352259215.0,,1220273484,,0.43829,1211664000.0,280714922711,-3164974063,921521998.0,115197294,10311006629.0,1837973934,1981272295,20555885850,-102556480.0,,,,,,,,,,,,,,,,,,,
2000-10-31,-5849907624.0,947304295,-3515932887,897655671.0,3094127388.0,280053304905,,534488734,-213741166,,,10347327130.0,,,-17895685463.0,-189255046.0,8314042035,,,,13297289065,-5841302055.0,,5825464514,568928665,568928665,1208480215.0,-476729.0,,,,-102165771.0,2955479404.0,,-1358500425.0,78566859580,,9767334099,,885325007.0,,-758769096,-7013179631,316396342.0,,1215351812,,,,294054218702,-7115345402,901614377.0,134439821,8277785283.0,1706302021,2001218398,19605543710,-91379836.0,,,,,,,,,,,,,,,,,,,
2001-01-31,-8372058162.0,989356918,-4179283466,1064308200.0,3455254086.0,290887423175,,661070304,-214360666,,,-788487482.0,,,-2548343577.0,-4497077.0,8769299955,,,,14471593464,-515664819.0,,6447309249,695547894,695547894,1329635737.0,-26982462.0,1217648000.0,0.54806,,-64458102.0,2995053215.0,,244341179.0,88013791036,,6690151402,,1040323790.0,,41972718,-2468895218,344775896.0,,1293659122,,0.54055,1229372000.0,306811572478,-2533353320,2485384500.0,116923999,7478638885.0,947384200,1987707990,17333233398,,,,,,,,,,,,,,,,,,,,
2001-04-30,-13020755106.0,1073402948,-6760519974,1001228501.0,3498157248.0,297493857494,,569717445,-237113535,,,-7540750848.0,,,3018245297.0,-317984495.0,8975737101,,,,14749692875,-978499800.0,,6836609337,601965602,601965602,1337530713.0,-658816.0,1232730000.0,0.46026,,-78355166.0,2794840295.0,,1090118280.0,68031326781,,10920413709,,972051597.0,,85484284,-4074409450,370085995.0,,1314496314,,0.46026,1243814000.0,313723894349,-4152764616,2552211302.0,142596886,4611348830.0,989356918,2045454545,18043611794,,,,,,,,,,,,,,,,,,,,
2001-07-31,-6825841167.0,2157492355,5840415061,845565749.0,3718654434.0,310047400612,,455657492,-238128245,,,6268076250.0,,,-8509657072.0,129821022.0,9125382263,,,,18474006116,7070617219.0,,6296636086,492354740,492354740,1538226300.0,-538107958.0,1316592000.0,0.34488,,-14679087.0,2591743120.0,,-482777502.0,75802752294,,-3289464194,,818042813.0,,1082023120,-1467398696,325688073.0,,1477064220,,0.33984,1327992000.0,329974006116,-1482077783,4773700306.0,176258932,8316740114.0,1073402948,2293577982,17767584098,,,,,,,,,,,,,,,,,,,,
2001-10-31,-16832924679.0,1791779083,-17622401813,932983309.0,4026102115.0,339617521028,,624453086,-281671955,,,2642022261.0,,,-2791858678.0,27607384.0,9168385970,,,,18163783526,-6308082501.0,,6313283606,655376774,655376774,1514950057.0,-13523895.0,,,,-212290219.0,2400442481.0,,-508879228.0,80507855896,,16448618175,,904632632.0,,-365169695,807084891,249255858.0,,1601333122,,,,359260434852,594794672,5537216315.0,237129245,6144613228.0,2157492355,2023488335,17535311855,,,,,,,,,,,,,,,,,,,,
2002-01-31,-9778235387.0,1186440678,5027720577,1137335656.0,4080468874.0,334042452083,,696974497,-275621733,,,-2673847616.0,,,-178995723.0,-188499921.0,9524790116,,,,18230635197,2856011405.0,,7104387771,722319024,722319024,1653730398.0,-42768890.0,1348930000.0,0.51697,,-83953746.0,2043402503.0,,-617772849.0,86160304134,,-3432599398,,1111991129.0,,-605100586,-2200221765,389672105.0,,1596705211,,0.51697,1359458000.0,353712973230,-2284175511,5547283383.0,115634405,12033898305.0,1791541264,1706003485,15634405196,,,,,,,,,,,,,,,,,,,,
2002-04-30,-7703339021.0,1823741571,-5919989669,1019288067.0,3929747531.0,336280382625,,653912498,-266953145,,,3749588561.0,,,966199737.0,132047043.0,9803983064,,,,18569860436,-4676616705.0,,7025246981,677434530,677434530,1566567351.0,-57591781.0,1347502000.0,0.48551,,-74427938.0,1803355810.0,,824766733.0,87555276776,,7003243902,,992629763.0,,636463296,-446790937,315195233.0,,1580680571,,0.48049,1357502000.0,356316449741,-521218875,5494746746.0,111745241,6534393995.0,1186440678,1698290732,19814960013,,,,,,,,,,,,,,,,,,,,
2002-07-31,-7782083549.0,2226444972,-838530591,1100554236.0,3862232779.0,353125890736,,671417260,-280861385,,,-513587343.0,,,-10106285566.0,-21140154.0,10088677751,,,,18870942201,735886377.0,,7043547110,696753761,696753761,1580364212.0,-985331.0,1347574000.0,0.50024,,-129821008.0,1895486936.0,,1159593606.0,91885985748,,4972506723,,1072050673.0,,404108391,-3729867741,375296912.0,,1631037213,,0.49524,1358336000.0,373441013460,-3859688749,5770387965.0,128914891,6495840716.0,1823741571,1703879652,19524940618,,,,,,,,,,,,,,,,,,,,
2002-10-31,-7829799987.0,2534267913,-4133686298,977904559.0,3847892202.0,356704049844,,641381964,-280925108,,,-462465129.0,,,2741199932.0,175723873.0,10180685358,,,,18783489097,-3310919706.0,,6613707165,665086835,665086835,1513374920.0,-400211631.0,,,,-130800423.0,1941572136.0,,-1368145123.0,93800623053,,1086132262,,949604487.0,,305961921,3353515957,284517652.0,,1652647975,,,,376956386293,3222715534,5668224299.0,123456242,7079169165.0,2226444972,1545171340,21323987539,,,,,,,,,,,,,,,,,,,,
2003-01-31,-11304744526.0,3000304136,-2425486618,1227189781.0,4037408759.0,369084549878,,755778589,-288929440,,,196167882.0,,,-4113442822.0,45620438.0,10615875912,,,,19274635036,322384428.0,,6570863747,778588808,778588808,1640815085.0,,1332012000.0,0.57412,,-74513382.0,1926703163.0,,-1520682.0,100355839416,,5856143552,,1198296837.0,,466849148,-2962287105,419708029.0,,1627128954,,0.56401,1346800000.0,389803832117,-3036800487,5740571776.0,120133820,8826034064.0,2533454988,1531326034,20387773723,80596107.0,,,,,,,,,,,,,,,,,,,
2003-04-30,-9401255761.0,2669339825,-925508656,1042531863.0,3813547186.0,371535156810,,675927252,-289618462,,,2965796889.0,,,3205523590.0,56055060.0,10465416010,,,,19077760275,-674668547.0,,6474294716,697407991,697407991,1573822139.0,,1329268000.0,0.5059,,-58667199.0,1810110268.0,,1520682.0,104476585995,,1034877499,,1012458829.0,,-332236517,-443126041,315050838.0,,1582414435,,0.50089,1342796000.0,392087927825,-501793240,5461835887.0,120450456,9207762299.0,3000304136,1502219676,21960475440,80194759.0,,,,,,,,,,,,,,,,,,,
2003-07-31,-19562786654.0,2473965663,-12569353727,1239797354.0,4024767802.0,378992400788,,769772024,-308026824,,,-3349130547.0,,,267615264.0,131929906.0,10602307909,,,,18546298902,-3101135526.0,,2354348438,782437377,782437377,1629608781.0,,1321620000.0,0.58541,,-90573993.0,1891359415.0,,896425555.0,107749788911,,6967689897,,1207430341.0,,-195124874,5406538955,424992964.0,,1576132845,,0.58041,1335086000.0,403978328173,5315964962,5358851675.0,114045614,10163501695.0,2669339825,841542359,21282015198,81621165.0,,,,,,,,,,,,,,,,,,,
2003-10-31,-9938255126.0,2886720295,10487143146,1083547350.0,5543436203.0,382269550309,,735875450,-295015674,,,-2452950274.0,,,-8010625743.0,42011107.0,10440458921,,,,18375313201,4158945163.0,,6242911776,746752173,746752173,1603433867.0,,,,,-195604519.0,1783676167.0,,317159.0,117388896215,,-501200728,,1047013111.0,,413934371,-9573326785,300260938.0,,1669523935,,,,403033100356,-9768931304,5166820520.0,114841296,16571263197.0,2473965663,7850454965,17553738626,,,,,,,,,,,,,,,,,,,,
2004-01-31,-14318422446.0,3341715193,-2979089465,1131551086.0,4366066702.0,395575701430,,779512970,-308364214,,,-2972472207.0,,,-1393594494.0,-37056644.0,11733721546,,,,18471413446,-1941503441.0,,7638962414,790100582,790100582,2128110111.0,,1300088000.0,0.60315,,-181312864.0,1745632610.0,,0.0,126588141874,,6949444150,,1090524086.0,,455267337,-3516410799,300423504.0,,1753573319,,0.5931,1317476000.0,416443885654,-3697723663,5333509794.0,113816834,12903652727.0,2886447856,7887771308,19383271572,-849655903.0,,,,,,,,,,,,,,,,,,,
2004-04-30,-10686376677.0,3762511998,-10769710754,1136706432.0,4541341013.0,411811325929,,751405457,-310036993,,,3970689675.0,,,-4235090546.0,34842.0,11952557247,,,,19156725627,-10640424434.0,,8423145482,762374880,762374880,1729055258.0,,1297352000.0,0.58172,,-87437993.0,1682435212.0,,1.0,133085150144,,10640025204,,1099684629.0,,420915304,551924305,337309749.0,,1775675305,,0.57169,1315040000.0,433437542849,464486312,5579322638.0,113798688,10756020933.0,3341715193,7889757302,13769367887,-570409982.0,,,,,,,,,,,,,,,,,,,
2004-07-31,-12427003937.0,4983366600,-5987726727,1129740519.0,4572188955.0,412771789753,,734530938,-502024608,,,1081622851.0,,,4948711653.0,-41487845.0,12127744511,,,,19023286760,-6145949703.0,,8440452428,746506986,746506986,1713905522.0,-491334347.0,1292038000.0,0.56928,,-75893188.0,1765801730.0,,-1330673.0,129013972056,,391901238,,1087159015.0,,1220956414,6815451231,340652029.0,,1757817698,,0.5593,1308550000.0,434211576846,6739558043,5418496341.0,117028523,12670332993.0,3762511998,7854956753,17354624085,-842315369.0,,,,,,,,,,,,,,,,,,,
2004-10-31,-13855687796.0,4758595465,5733844673,821166250.0,4641482701.0,408583272373,,507690788,-352385694,,,-2650432857.0,,,-1045215591.0,9014402.0,12065349915,,,,18204096562,-1487923446.0,,8116313094,518204264,518204264,3859202833.0,-149017741.0,,,,-99150152.0,1867515395.0,,1330672.0,128946598391,,-2839941672,,772897998.0,,-208575290,-3102366834,254693734.0,,1755669349,,,,429196537430,-3201516986,4891489881.0,51600773,21614397151.0,4983366600,7820043892,9978054133,-1555718118.0,,,,,,,,,,,,,,,,,,,
