date,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDeferredRevenue,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyDilutedEPS,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyChangeInInventory,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyStockBasedCompensation,quarterlyCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyEbitda,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAssets,quarterlyCostOfRevenue,quarterlyOtherCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyOtherIncomeExpense,quarterlyResearchAndDevelopment
2015-04-30,-15948000000.0,18393000000,-5558000000,3319000000.0,8791000000.0,973925000000,,2426000000,-1121000000,,,309000000.0,-1989000000.0,,1913000000.0,98000000.0,34142000000,52880000000.0,,,56431000000,0.0,8890000000.0,7795000000,2502000000,2473000000,3713000000.0,0.0,1442078000.0,1.68,,-218000000.0,2000000000.0,,-6000000.0,223742000000,,-959000000,,3319000000.0,,-1634000000,5063000000,817000000.0,1968000000.0,2595000000,,1.68,1448651000.0,1032172000000,4845000000,2779000000.0,318000000,11189000000.0,20027000000,4650000000,22795000000,,,,,,,,,,,,,,,,,,,,
2015-07-31,-18391000000.0,19976000000,-14823000000,3267000000.0,8800000000.0,1023275000000,,2399000000,-1158000000,,,285000000.0,-1382000000.0,,14487000000.0,-54000000.0,35795000000,63145000000.0,,,60103000000,63000000.0,9322000000.0,7374000000,2475000000,2449000000,3759000000.0,-1500000000.0,1443052000.0,1.66,,-449000000.0,1972000000.0,,-51000000.0,236682000000,,-1282000000,,3267000000.0,,1583000000,17408000000,792000000.0,1526000000.0,2667000000,,1.66,1449540000.0,1085173000000,16959000000,2810000000.0,306000000,10642000000.0,18393000000,4950000000,30707000000,,,,,,,,,,,,,,,,,,,,
2015-10-31,-9119000000.0,12452000000,-9998000000,2805000000.0,7979000000.0,1010264000000,,2569000000,-1160000000,6849000000.0,1533000000.0,275000000.0,-956000000.0,2028000000.0,218000000.0,253000000.0,37811000000,56805000000.0,6358000000.0,4600000000.0,62146000000,192000000.0,9289000000.0,7362000000,2593000000,2569000000,3227000000.0,0.0,1442935000.0,1.74,,-389000000.0,1915000000.0,-4121000000.0,-3000000.0,216698000000,201000000.0,-1003000000,,2805000000.0,,-7524000000,3470000000,212000000.0,967000000.0,2728000000,,1.74,1449509000.0,1074208000000,3081000000,2814000000.0,320000000,11277000000.0,19976000000,5100000000,35142000000,,5659000000.0,,,,,,,,,,,,,,,,,,
2016-01-31,-10041000000.0,17050000000,-2318000000,3160000000.0,9312000000.0,1130464000000,,2366000000,-1195000000,,,440000000.0,-978000000.0,,2864000000.0,91000000.0,38856000000,72269000000.0,,,69315000000,0.0,12016000000.0,9854000000,2447000000,2426000000,4108000000.0,-1500000000.0,1486560000.0,1.59,,-407000000.0,1860000000.0,,-1253000000.0,234550000000,,522000000,,3160000000.0,-2964000000.0,4598000000,6115000000,713000000.0,1115000000.0,3084000000,,1.58,1495035000.0,1200352000000,5708000000,4872000000.0,386000000,10261000000.0,12452000000,6204000000,41686000000,,,,,,,,,,,,,,,,,,,,
2016-04-30,-14026000000.0,14845000000,-10900000000,3191000000.0,9485000000.0,1082231000000,,2486000000,-1235000000,,,478000000.0,-1927000000.0,,6655000000.0,-188000000.0,39590000000,72419000000.0,,,67538000000,0.0,11200000000.0,9564000000,2573000000,2560000000,4226000000.0,0.0,1487346000.0,1.67,,-150000000.0,1976000000.0,,-9000000.0,225253000000,,-834000000,,3191000000.0,0.0,-2205000000,9821000000,618000000.0,1598000000.0,2970000000,,1.66,1495609000.0,1150357000000,9671000000,4526000000.0,368000000,8596000000.0,17050000000,6713000000,44074000000,3439000000.0,,,,,,,,,,,,,,,,,,,
2016-07-31,-15418000000.0,19501000000,5892000000,3636000000.0,10211000000.0,1129039000000,,2801000000,-1280000000,,,350000000.0,-1850000000.0,,-2737000000.0,-298000000.0,40424000000,76552000000.0,,,69253000000,584000000.0,11254000000.0,9765000000,2895000000,2886000000,4529000000.0,0.0,1485915000.0,1.88,,-305000000.0,2061000000.0,,-17000000.0,234931000000,,-1565000000,,3636000000.0,0.0,4656000000,227000000,741000000.0,1581000000.0,2872000000,,1.88,1494126000.0,1198875000000,-78000000,4605000000.0,382000000,13810000000.0,14845000000,6712000000,41509000000,,,,,,,,,,,,,,,,,,,,
2016-10-31,-18997000000.0,14929000000,-14100000000,3312000000.0,9221000000.0,1108646000000,,2458000000,-1287000000,7286000000.0,2730000000.0,368000000.0,-1132000000.0,1971000000.0,7522000000.0,-84000000.0,41519000000,84801000000.0,6448000000.0,5357000000.0,71017000000,50000000.0,11156000000.0,9762000000,2543000000,2533000000,3707000000.0,0.0,,,,-395000000.0,2024000000.0,-4450000000.0,0.0,237996000000,989000000.0,-1257000000,,3312000000.0,0.0,-4572000000,10693000000,769000000.0,1158000000.0,2836000000,,,,1180258000000,10298000000,4648000000.0,410000000,11085000000.0,19501000000,6713000000,42780000000,,5740000000.0,,,,,,,,,,,,,,,,,,
2017-01-31,-14326000000.0,25363000000,4440000000,3854000000.0,9295000000.0,1089615000000,,2940000000,-1309000000,,,311000000.0,-1267000000.0,,3623000000.0,304000000.0,42996000000,82635000000.0,,,71566000000,0.0,10967000000.0,9487000000,3027000000,3015000000,3667000000.0,0.0,1484262000.0,1.98,37969000000.0,-257000000.0,2135000000.0,,-17000000.0,225848000000,,-1290000000,,3854000000.0,0.0,10434000000,7376000000,827000000.0,1308000000.0,2746000000,,1.97,1492350000.0,1161766000000,7119000000,4537000000.0,414000000,13552000000.0,14929000000,6713000000,47743000000,3992000000.0,,,,,,,,,,,,,,,,,,,
2017-04-30,-13709000000.0,30518000000,-4896000000,3689000000.0,10269000000.0,1129751000000,,2724000000,-1307000000,,,316000000.0,-3611000000.0,,10525000000.0,-274000000.0,42538000000,87035000000.0,,,72570000000,0.0,11352000000.0,9646000000,2809000000,2801000000,4572000000.0,0.0,1468015000.0,1.86,37331000000.0,-414000000.0,2293000000.0,,-1000000.0,220501000000,,-3746000000,,3689000000.0,0.0,5155000000,13658000000,880000000.0,1185000000.0,2754000000,,1.85,1475562000.0,1202919000000,13244000000,4640000000.0,397000000,12722000000.0,25363000000,6712000000,56393000000,5613000000.0,,,,,,,,,,,,,,,,,,,
2017-07-31,-16318000000.0,24302000000,-14971000000,3588000000.0,9953000000.0,1128186000000,,2707000000,-1348000000,,,332000000.0,-1014000000.0,,6798000000.0,153000000.0,44479000000,85430000000.0,,,72274000000,0.0,10733000000.0,9200000000,2796000000,2783000000,4278000000.0,-119000000.0,1457854000.0,1.86,40512000000.0,-228000000.0,2551000000.0,,-17000000.0,215247000000,,-1339000000,,3588000000.0,0.0,-6216000000,10381000000,792000000.0,1172000000.0,2646000000,92000000.0,1.85,1465035000.0,1201047000000,10153000000,4421000000.0,398000000,11798000000.0,30518000000,6713000000,60400000000,3211000000.0,,,,,,,,,,,,,,,,,,,
2017-10-31,-17206000000.0,28407000000,-31000000,3541000000.0,10513000000.0,1138425000000,,2829000000,-1345000000,7448000000.0,2342000000.0,243000000.0,-2009000000.0,2079000000.0,2864000000.0,20000000.0,45359000000,90722000000.0,7192000000.0,5685000000.0,73829000000,0.0,10977000000.0,9265000000,2837000000,2829000000,4735000000.0,0.0,1457855000.0,1.89,30008000000.0,-465000000.0,2785000000.0,-4778000000.0,0.0,219595000000,97000000.0,-2276000000,,3541000000.0,0.0,4105000000,6310000000,704000000.0,1078000000.0,2670000000,,1.88,1464916000.0,1212853000000,5845000000,4507000000.0,408000000,14204000000.0,24302000000,6413000000,61069000000,4354000000.0,6006000000.0,,,,,,,,,,,,,,,,,,
2018-01-31,-13342000000.0,34488000000,-5957000000,4047000000.0,10803000000.0,1202951000000,,2929000000,-1396000000,,,334000000.0,-2502000000.0,,10626000000.0,271000000.0,45764000000,92901000000.0,,,72736000000,0.0,10736000000.0,8961000000,3012000000,3001000000,4562000000.0,,1451781000.0,2.02,30404000000.0,-357000000.0,3095000000.0,,-18000000.0,223532000000,,-2400000000,,4047000000.0,,6081000000,14574000000,1035000000.0,1517000000.0,2648000000,-132000000.0,2.01,1458714000.0,1276275000000,14217000000,4420000000.0,396000000,12349000000.0,28407000000,6306000000,71757000000,3026000000.0,,,,,,,,,,,,,,,,,,,
2018-04-30,-11310000000.0,32765000000,5496000000,,10040000000.0,1198753000000,,2979000000,-1391000000,,,,-1723000000.0,,-10260000000.0,42000000.0,47405000000,89673000000.0,,,75425000000,,10990000000.0,9068000000,3060000000,3051000000,3994000000.0,,1443084000.0,2.06,,-517000000.0,3444000000.0,,-1000000.0,222149000000,,-799000000,,3877000000.0,,-1723000000,-6541000000,817000000.0,1417000000.0,2706000000,,2.06,1449737000.0,1274778000000,-7058000000,4533000000.0,407000000,17033000000.0,34488000000,6303000000,69744000000,,,,,,,,,,,,,,,,,,,,
2018-07-31,-14225000000.0,32015000000,-13344000000,,11051000000.0,1214502000000,,3031000000,-1427000000,,,,-1500000000.0,,11587000000.0,90000000.0,49424000000,90746000000.0,,,77781000000,,11012000000.0,9129000000,3109000000,3101000000,4706000000.0,,1440477000.0,2.1,,-521000000.0,4030000000.0,,-518000000.0,218528000000,,-2961000000,,3896000000.0,,-750000000,15513000000,787000000.0,1382000000.0,2771000000,,2.1,1446956000.0,1292374000000,14992000000,4581000000.0,419000000,13568000000.0,32765000000,6306000000,81174000000,,,,,,,,,,,,,,,,,,,,
2018-10-31,-20409000000.0,30209000000,5787000000,,10661000000.0,1254779000000,,3247000000,-1426000000,8038000000.0,2071000000.0,,-1628000000.0,2259000000.0,-10138000000.0,56000000.0,51112000000,94608000000.0,7073000000.0,6688000000.0,79861000000,,11137000000.0,9131000000,3250000000,3247000000,4239000000.0,,1440207000.0,2.21,,-585000000.0,4261000000.0,-5206000000.0,0.0,224234000000,84000000.0,-1560000000,,3940000000.0,,-1806000000,-6072000000,690000000.0,1494000000.0,2832000000,,2.2,1446514000.0,1334734000000,-6657000000,4687000000.0,430000000,14158000000.0,32015000000,6309000000,66680000000,,7832000000.0,,,,,,,,,,,,,,,,,,
2019-01-31,-20668000000.0,40033000000,-5107000000,,11574000000.0,1285557000000,,3096000000,-1483000000,,,,-2230000000.0,,7324000000.0,-162000000.0,52208000000,97659000000.0,,,80553000000,,11149000000.0,9255000000,3172000000,3170000000,5108000000.0,,1437074000.0,2.15,,-561000000.0,5265000000.0,,,237275000000,,3117000000,,3938000000.0,,9824000000,11227000000,766000000.0,1620000000.0,2918000000,,2.15,1443195000.0,1366207000000,10666000000,4711000000.0,443000000,18304000000.0,30209000000,6406000000,78686000000,,,,,,,,,,,,,,,,,,,,
2019-04-30,-16218000000.0,33041000000,7992000000,,11485000000.0,1296930000000,,3161000000,-1481000000,,,,-2094000000.0,,-15103000000.0,-124000000.0,53640000000,,,,81845000000,,11289000000.0,9360000000,3230000000,3226000000,5055000000.0,,1435091000.0,2.2,,-575000000.0,5295000000.0,,,242552000000,,-4004000000,,3997000000.0,,-6992000000,-11174000000,767000000.0,1345000000.0,3014000000,,2.2,1441163000.0,1378876000000,-11749000000,4758000000.0,457000000,12850000000.0,40033000000,5706000000,59759000000,,,,,,,,,,,,,,,,,,,,
2019-07-31,-15291000000.0,26863000000,-5422000000,,11523000000.0,1324515000000,,3197000000,-1531000000,,,,-1212000000.0,,-745000000.0,-218000000.0,54716000000,,,,82279000000,,11115000000.0,9818000000,3263000000,3263000000,4942000000.0,-1000000000.0,1434276000.0,2.23,,-483000000.0,5562000000.0,,-1000000.0,242263000000,,-3449000000,,4081000000.0,-27000000.0,-6178000000,3135000000,818000000.0,1088000000.0,3058000000,,2.22,1440130000.0,1406893000000,2652000000,4735000000.0,458000000,15214000000.0,33041000000,5705000000,58416000000,,,,,,,,,,,,,,,,,,,,
2019-10-31,-20258000000.0,26310000000,-8589000000,,11344000000.0,1345310000000,,3201000000,-1530000000,8863000000.0,2202000000.0,,-2008000000.0,2563000000.0,7084000000.0,-15000000.0,55981000000,,7416000000.0,7435000000.0,83523000000,,11236000000.0,9815000000,3206000000,3201000000,4670000000.0,-100000000.0,1432685000.0,2.19,,-642000000.0,5331000000.0,-5672000000.0,-1000000.0,250667000000,82000000.0,-3121000000,,3898000000.0,-79000000.0,-553000000,11077000000,692000000.0,1574000000.0,3191000000,,2.18,1438257000.0,1428935000000,10435000000,4674000000.0,576000000,19009000000.0,26863000000,5707000000,64655000000,,8335000000.0,,,,,,,,,,,,,,,,,,
