date,quarterlyNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyTaxProvision,quarterlyNetPPE,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyDilutedEPS,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyChangeInWorkingCapital,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangesInAccountReceivables,quarterlyGoodwill,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyDeferredIncomeTax,quarterlyPurchaseOfBusiness,quarterlyCurrentDeferredRevenue
2003-03-31,870000000.0,6704761905.0,,-5934000000.0,30215000000.0,,0.0,12328000000.0,79585000000.0,12328000000.0,7229000000.0,,27592000000.0,0.0,3388000000.0,96595000000.0,18306000000,-110020000000.0,-2938000000.0,45474000000.0,106460000000.0,1.05,206615000000.0,8646000000.0,-1110000000.0,-2944000000.0,-2504000000.0,,,16124000000,5888000000.0,63780000000,,37652000000.0,9878000000.0,1928000000.0,22146000000.0,6704761905.0,21519000000.0,5099000000.0,5708000000.0,6489000000.0,,33565000000.0,117021000000.0,162495000000.0,2182000000.0,7040000000.0,6490000000,3102000000.0,45258000000.0,-735000000.0,3592000000.0,12328000000.0,8862000000.0,,4172000000.0,42000000.0,17250000000.0,,14091000000.0,-45000000.0,-1602000000.0,1.05,7040000000.0,20426000000.0,82910000000.0,,,,,,,,,,
2003-06-30,-590000000.0,6619047619.0,,-4366000000.0,27436000000.0,,0.0,12521000000.0,82581000000.0,12521000000.0,12328000000.0,,26530000000.0,0.0,2578000000.0,99500000000.0,14983000000,-110020000000.0,-3294000000.0,44066000000.0,108963000000.0,0.62,209520000000.0,7349000000.0,-1101000000.0,-3744000000.0,468000000.0,,,12814000000,5791000000.0,57165000000,,36648000000.0,6748000000.0,542000000.0,19471000000.0,6725806452.0,22522000000.0,193000000.0,4055000000.0,5811000000.0,,29729000000.0,121037000000.0,165103000000.0,2169000000.0,4170000000.0,4170000000,3340000000.0,45874000000.0,-3636000000.0,998000000.0,12521000000.0,10035000000.0,,4327000000.0,70000000.0,17541000000.0,,14622000000.0,-115000000.0,-1917000000.0,0.63,4170000000.0,21537000000.0,82522000000.0,,,,,,,,,,
2003-09-30,-502000000.0,6636363636.0,,-3603000000.0,27064000000.0,,0.0,11015000000.0,83764000000.0,11015000000.0,12521000000.0,,27731000000.0,0.0,2312000000.0,101192000000.0,14207000000,-110020000000.0,-3073000000.0,42958000000.0,110955000000.0,0.55,211212000000.0,5704000000.0,-1577000000.0,-3948000000.0,-2186000000.0,,,12004000000,6906000000.0,59841000000,,38641000000.0,5962000000.0,2037000000.0,20248000000.0,6636363636.0,21251000000.0,-1506000000.0,2631000000.0,5615000000.0,,32777000000.0,124029000000.0,166987000000.0,2203000000.0,3650000000.0,3650000000,3246000000.0,44582000000.0,-3335000000.0,1081000000.0,11015000000.0,9757000000.0,,4004000000.0,41000000.0,17716000000.0,,15060000000.0,-11000000.0,-1724000000.0,0.55,3650000000.0,22837000000.0,83223000000.0,,,,,,,,,,
2003-12-31,-51000000.0,,,-1148000000.0,32095000000.0,,0.0,10626000000.0,89915000000.0,10626000000.0,11015000000.0,,15334000000.0,0.0,2728000000.0,104965000000.0,18273000000,-124350000000.0,-3554000000.0,45960000000.0,115956000000.0,,229315000000.0,6799000000.0,-2093000000.0,-4127000000.0,2033000000.0,,,15780000000,12889000000.0,65952000000,,38386000000.0,9378000000.0,-4721000000.0,24309000000.0,,17721000000.0,-389000000.0,3245000000.0,4756000000.0,5374000000.0,33857000000.0,128318000000.0,174278000000.0,2493000000.0,6650000000.0,6650000000,3708000000.0,42595000000.0,-3136000000.0,4013000000.0,10626000000.0,8957000000.0,,4789000000.0,54000000.0,20118000000.0,,16315000000.0,-76000000.0,-1702000000.0,,6650000000.0,23353000000.0,80981000000.0,,,,,,,,,,
2004-03-31,775000000.0,6554216867.0,,-1490000000.0,31359000000.0,,0.0,15894000000.0,91681000000.0,15894000000.0,10626000000.0,,30356000000.0,0.0,3522000000.0,104784000000.0,17953000000,-124350000000.0,-2810000000.0,52475000000.0,119754000000.0,0.83,229134000000.0,10138000000.0,-1745000000.0,-3170000000.0,-48000000.0,,,15580000000,6765000000.0,67602000000,,41955000000.0,8962000000.0,2373000000.0,24189000000.0,6554216867.0,21450000000.0,5268000000.0,7328000000.0,5135000000.0,,36243000000.0,127727000000.0,180202000000.0,2373000000.0,5440000000.0,5440000000,3242000000.0,46566000000.0,-1581000000.0,1542000000.0,15894000000.0,10186000000.0,,4834000000.0,48000000.0,19981000000.0,,15779000000.0,-31000000.0,-1714000000.0,0.83,5440000000.0,22943000000.0,88521000000.0,,,,,,,,,,
2004-06-30,-4565000000.0,6505617978.0,,-1982000000.0,31799000000.0,,0.0,14177000000.0,93535000000.0,14177000000.0,15894000000.0,,30184000000.0,0.0,3690000000.0,103854000000.0,18536000000,-124350000000.0,-2932000000.0,54250000000.0,123781000000.0,0.88,228204000000.0,8652000000.0,-1730000000.0,-3727000000.0,-138000000.0,,,16186000000,6318000000.0,70693000000,,41248000000.0,9480000000.0,650000000.0,23089000000.0,6579545455.0,21598000000.0,-1717000000.0,5720000000.0,5084000000.0,,38894000000.0,126739000000.0,180989000000.0,2350000000.0,5790000000.0,5790000000,3332000000.0,46206000000.0,-6569000000.0,1473000000.0,14177000000.0,9958000000.0,,4746000000.0,50000000.0,19524000000.0,,15613000000.0,-52000000.0,-1791000000.0,0.89,5790000000.0,22885000000.0,87454000000.0,,,,,,,,,,
2004-09-30,-603000000.0,6454545455.0,,-1296000000.0,33219000000.0,,0.0,16108000000.0,95442000000.0,16108000000.0,14177000000.0,,32107000000.0,0.0,3854000000.0,104893000000.0,19668000000,-124350000000.0,-2837000000.0,57935000000.0,127708000000.0,0.88,229243000000.0,9453000000.0,-2760000000.0,-4810000000.0,210000000.0,,,17237000000,7175000000.0,76375000000,,44195000000.0,9534000000.0,1132000000.0,24506000000.0,6454545455.0,22945000000.0,1931000000.0,6616000000.0,5196000000.0,,43156000000.0,129498000000.0,187433000000.0,2431000000.0,5680000000.0,5680000000,3372000000.0,47796000000.0,-2870000000.0,1521000000.0,16108000000.0,10079000000.0,,4913000000.0,459000000.0,19655000000.0,,15982000000.0,-68000000.0,-1830000000.0,0.88,5680000000.0,24605000000.0,91991000000.0,,,,,,,,,,
2004-12-31,-1285000000.0,,,513000000.0,38111000000.0,,0.0,18531000000.0,101756000000.0,18531000000.0,16108000000.0,,31763000000.0,0.0,4845000000.0,108639000000.0,23528000000,-133783000000.0,-3407000000.0,60377000000.0,134390000000.0,,242422000000.0,12308000000.0,-3716000000.0,-6561000000.0,90000000.0,,,20915000000,7938000000.0,83365000000,,42981000000.0,13265000000.0,1494000000.0,25359000000.0,,20462000000.0,2423000000.0,8901000000.0,5013000000.0,,45254000000.0,134879000000.0,195256000000.0,2613000000.0,8420000000.0,8420000000,3903000000.0,46567000000.0,-3890000000.0,2247000000.0,18531000000.0,9487000000.0,,3280000000.0,81000000.0,21092000000.0,,17196000000.0,-64000000.0,-1776000000.0,,8420000000.0,26240000000.0,89548000000.0,,,,,,,,,,
2005-03-31,-170000000.0,6390243902.0,,-742000000.0,36481000000.0,,0.0,25165000000.0,103698000000.0,25165000000.0,18531000000.0,,35489000000.0,0.0,5043000000.0,107415000000.0,22845000000,-133783000000.0,-2713000000.0,68590000000.0,140522000000.0,1.22,241198000000.0,12968000000.0,-3087000000.0,-5003000000.0,-994000000.0,,,20292000000,8959000000.0,82051000000,,47757000000.0,12903000000.0,3549000000.0,25489000000.0,6442622951.0,24051000000.0,6634000000.0,10255000000.0,5015000000.0,,45570000000.0,132662000000.0,201252000000.0,2553000000.0,7860000000.0,7860000000,3451000000.0,49797000000.0,-1086000000.0,2576000000.0,25165000000.0,10462000000.0,,3309000000.0,56000000.0,20731000000.0,,16189000000.0,-103000000.0,-1822000000.0,1.23,7860000000.0,25247000000.0,97554000000.0,,,,,,,,,,
2005-06-30,-422000000.0,6314049587.0,,-2054000000.0,37210000000.0,,0.0,25648000000.0,104596000000.0,25648000000.0,25165000000.0,,36185000000.0,0.0,5119000000.0,106215000000.0,23233000000,-133783000000.0,-3735000000.0,69630000000.0,146322000000.0,1.2,239998000000.0,9013000000.0,-3609000000.0,-5869000000.0,-167000000.0,,,20717000000,7429000000.0,88568000000,,46629000000.0,12759000000.0,-976000000.0,25716000000.0,6366666667.0,24441000000.0,483000000.0,5278000000.0,6071000000.0,,51358000000.0,132186000000.0,201816000000.0,2516000000.0,7640000000.0,7640000000,3508000000.0,50591000000.0,-2128000000.0,1946000000.0,25648000000.0,10583000000.0,,3015000000.0,244000000.0,20079000000.0,,16493000000.0,-90000000.0,-1884000000.0,1.21,7640000000.0,25971000000.0,97220000000.0,,,,,,,,,,
2005-09-30,-1427000000.0,6200000000.0,,-1628000000.0,41587000000.0,,0.0,29240000000.0,107890000000.0,29240000000.0,25648000000.0,,39055000000.0,0.0,6132000000.0,107094000000.0,26972000000,-133783000000.0,-3492000000.0,74730000000.0,154420000000.0,1.58,240877000000.0,15767000000.0,-5289000000.0,-8098000000.0,-319000000.0,,,24459000000,9489000000.0,100717000000,,50875000000.0,16052000000.0,3653000000.0,26193000000.0,6278481013.0,24305000000.0,3592000000.0,12275000000.0,6126000000.0,,59130000000.0,134991000000.0,209721000000.0,2513000000.0,9920000000.0,9920000000,3765000000.0,50956000000.0,-4165000000.0,3986000000.0,29240000000.0,10976000000.0,,2331000000.0,73000000.0,20525000000.0,,17128000000.0,-158000000.0,-1913000000.0,1.6,9920000000.0,27897000000.0,101831000000.0,,,,,,,,,,
2005-12-31,-448000000.0,,,-2545000000.0,42400000000.0,,0.0,28671000000.0,111186000000.0,28671000000.0,29240000000.0,,36120000000.0,0.0,7008000000.0,107010000000.0,28672000000,-133284000000.0,-3899000000.0,73342000000.0,163335000000.0,,240294000000.0,10390000000.0,-6236000000.0,-7971000000.0,-718000000.0,,,26001000000,8416000000.0,99344000000,,46307000000.0,17718000000.0,-2561000000.0,27484000000.0,,20217000000.0,-569000000.0,6491000000.0,6220000000.0,,56944000000.0,134993000000.0,208335000000.0,2671000000.0,10710000000.0,10710000000,3678000000.0,47315000000.0,-2891000000.0,3217000000.0,28671000000.0,9321000000.0,,1771000000.0,123000000.0,20878000000.0,,16399000000.0,-330000000.0,-1859000000.0,,10710000000.0,27983000000.0,93622000000.0,,,,,,,,,,
2006-03-31,227000000.0,6086956522.0,,-882000000.0,39755000000.0,,0.0,31945000000.0,112463000000.0,31945000000.0,28671000000.0,,39019000000.0,0.0,7059000000.0,108397000000.0,26114000000,-133284000000.0,-3730000000.0,78474000000.0,169778000000.0,1.37,241681000000.0,14631000000.0,-5764000000.0,-8002000000.0,330000000.0,,,23470000000,10676000000.0,88980000000,,51434000000.0,15459000000.0,3257000000.0,26962000000.0,6131386861.0,23955000000.0,3274000000.0,10901000000.0,6255000000.0,,49225000000.0,137528000000.0,216002000000.0,2644000000.0,8400000000.0,8400000000,3466000000.0,52105000000.0,-3503000000.0,2663000000.0,31945000000.0,11584000000.0,,1739000000.0,165000000.0,21895000000.0,,16285000000.0,-226000000.0,-1957000000.0,1.38,8400000000.0,29131000000.0,103539000000.0,,,,,,,,,,
2006-06-30,-867000000.0,5954022989.0,,513000000.0,43262000000.0,,0.0,32113000000.0,115764000000.0,32113000000.0,31945000000.0,,39302000000.0,0.0,7844000000.0,111110000000.0,29535000000,-133284000000.0,-3856000000.0,80658000000.0,178212000000.0,1.72,244394000000.0,11296000000.0,-6630000000.0,-8373000000.0,431000000.0,,,26775000000,10288000000.0,99034000000,,51554000000.0,18204000000.0,-2255000000.0,28607000000.0,6023255814.0,25024000000.0,168000000.0,7440000000.0,6393000000.0,,55772000000.0,140352000000.0,221010000000.0,2760000000.0,10360000000.0,10360000000,3557000000.0,53692000000.0,-3273000000.0,3010000000.0,32113000000.0,11829000000.0,,1964000000.0,107000000.0,22275000000.0,,16487000000.0,-23000000.0,-1926000000.0,1.74,10360000000.0,29242000000.0,105246000000.0,,,,,,,,,,
2006-09-30,-1151000000.0,5860335196.0,,548000000.0,42820000000.0,,0.0,32734000000.0,116593000000.0,32734000000.0,32113000000.0,,40225000000.0,0.0,7688000000.0,111722000000.0,29245000000,-133284000000.0,-3715000000.0,81753000000.0,186810000000.0,1.77,245006000000.0,14497000000.0,-7985000000.0,-9759000000.0,-1557000000.0,,,26515000000,12454000000.0,99593000000,,54804000000.0,18178000000.0,2834000000.0,28390000000.0,5926553672.0,25068000000.0,621000000.0,10782000000.0,6464000000.0,,56773000000.0,142194000000.0,223947000000.0,2730000000.0,10490000000.0,10490000000,3412000000.0,52550000000.0,-3988000000.0,3325000000.0,32734000000.0,12528000000.0,,2125000000.0,281000000.0,21018000000.0,,16305000000.0,-68000000.0,-1892000000.0,1.79,10490000000.0,30472000000.0,107354000000.0,,,,,,,,,,
2006-12-31,2547000000.0,,,-2762000000.0,39845000000.0,,0.0,28244000000.0,113844000000.0,28244000000.0,32734000000.0,,25084000000.0,0.0,5311000000.0,113687000000.0,-4371000000,-145597000000.0,-4161000000.0,75777000000.0,195207000000.0,,259284000000.0,8862000000.0,-9179000000.0,-10076000000.0,-1657000000.0,,,-7653000000,8033000000.0,90028000000,,48817000000.0,15561000000.0,-4299000000.0,25076000000.0,,28858000000.0,-4490000000.0,4701000000.0,6645000000.0,13998000000.0,50183000000.0,143238000000.0,219015000000.0,3282000000.0,10250000000.0,10250000000,3838000000.0,56354000000.0,-3466000000.0,3170000000.0,28244000000.0,10714000000.0,,1702000000.0,101000000.0,20851000000.0,,47498000000.0,47000000.0,-1853000000.0,,10250000000.0,29551000000.0,105171000000.0,,,,,,,,,,
2007-03-31,-670000000.0,5658536585.0,,-2546000000.0,39626000000.0,,0.0,29994000000.0,114110000000.0,29994000000.0,28244000000.0,,38923000000.0,0.0,6784000000.0,114201000000.0,26643000000,-145597000000.0,-3106000000.0,78065000000.0,202984000000.0,1.62,259798000000.0,14286000000.0,-7788000000.0,-9282000000.0,,,,23701000000,9661000000.0,87223000000,,50590000000.0,16064000000.0,1843000000.0,27582000000.0,5728395062.0,30831000000.0,1750000000.0,11180000000.0,6758000000.0,,47597000000.0,145234000000.0,223299000000.0,2942000000.0,9280000000.0,9280000000,3392000000.0,58599000000.0,-3238000000.0,3049000000.0,29994000000.0,12605000000.0,,2006000000.0,103000000.0,21010000000.0,,15925000000.0,-223000000.0,-1825000000.0,1.64,9280000000.0,31033000000.0,109189000000.0,,,,,,,,,,
2007-06-30,-434000000.0,5545945946.0,,-1274000000.0,42692000000.0,,0.0,28959000000.0,116350000000.0,28959000000.0,29994000000.0,,41247000000.0,0.0,7668000000.0,116058000000.0,29016000000,-145597000000.0,-3786000000.0,80720000000.0,211283000000.0,1.83,261655000000.0,11318000000.0,-7633000000.0,-9879000000.0,,,,26022000000,8636000000.0,98350000000,,51916000000.0,17928000000.0,-2209000000.0,30315000000.0,5606557377.0,31744000000.0,-1035000000.0,7532000000.0,6757000000.0,,55658000000.0,147595000000.0,228315000000.0,2994000000.0,10260000000.0,10260000000,3788000000.0,60049000000.0,-3085000000.0,3291000000.0,28959000000.0,12895000000.0,,2033000000.0,96000000.0,21548000000.0,,16670000000.0,-1000000.0,-1961000000.0,1.85,10260000000.0,31537000000.0,111965000000.0,,,,,,,,,,
2007-09-30,-556000000.0,5470930233.0,,849000000.0,42131000000.0,,0.0,31613000000.0,118603000000.0,31423000000.0,28959000000.0,,43525000000.0,0.0,7350000000.0,119102000000.0,28246000000,-145597000000.0,-3935000000.0,85247000000.0,218761000000.0,1.7,264699000000.0,15063000000.0,-7572000000.0,-9777000000.0,,190000000.0,,25087000000,10300000000.0,102337000000,,55920000000.0,16760000000.0,1649000000.0,31832000000.0,5535294118.0,32913000000.0,2464000000.0,11128000000.0,6896000000.0,,60206000000.0,151414000000.0,236661000000.0,3159000000.0,9410000000.0,9410000000,3656000000.0,62138000000.0,-3742000000.0,3207000000.0,31423000000.0,13019000000.0,,2095000000.0,73000000.0,22329000000.0,,17044000000.0,-182000000.0,-1932000000.0,1.72,9410000000.0,32312000000.0,118058000000.0,,,,,,,,,,
2007-12-31,6655000000.0,,,1989000000.0,47251000000.0,,0.0,34500000000.0,121762000000.0,33981000000.0,31423000000.0,,29239000000.0,0.0,8062000000.0,120869000000.0,31952000000,-159471000000.0,-4560000000.0,85963000000.0,228518000000.0,,280340000000.0,11335000000.0,-8829000000.0,-9407000000.0,,519000000.0,,28797000000,0.0,116642000000,10654000000.0,58312000000.0,19722000000.0,-144000000.0,36450000000.0,,27644000000.0,2558000000.0,6775000000.0,7183000000.0,,69391000000.0,156119000000.0,242082000000.0,3155000000.0,11660000000.0,11660000000,4054000000.0,57726000000.0,337000000.0,4677000000.0,33981000000.0,11089000000.0,,2383000000.0,128000000.0,22899000000.0,,18454000000.0,-173000000.0,-1903000000.0,,11660000000.0,35250000000.0,116038000000.0,,,,,,,,,,
2008-03-31,-734000000.0,5312195122.0,,3504000000.0,46648000000.0,,0.0,41393000000.0,123139000000.0,40913000000.0,33981000000.0,,53613000000.0,0.0,9302000000.0,122935000000.0,23708000000,-159471000000.0,-3979000000.0,97758000000.0,237529000000.0,2.03,282406000000.0,21420000000.0,-9465000000.0,-11353000000.0,,480000000.0,131000000.0,20604000000,14599000000.0,116854000000,,70983000000.0,20192000000.0,7803000000.0,,5364532020.0,32837000000.0,6932000000.0,17441000000.0,7235000000.0,,70206000000.0,160444000000.0,258202000000.0,3104000000.0,10890000000.0,10890000000,3802000000.0,64080000000.0,-4300000000.0,3631000000.0,40913000000.0,15378000000.0,,2771000000.0,130000000.0,24008000000.0,,26044000000.0,-319000000.0,-1879000000.0,2.05,10890000000.0,37509000000.0,135063000000.0,,,,,,,,,,
2008-06-30,-755000000.0,5201000000.0,,3847000000.0,50973000000.0,,0.0,39700000000.0,124826000000.0,38968000000.0,40913000000.0,,60262000000.0,0.0,10526000000.0,124925000000.0,25628000000,-159471000000.0,-4872000000.0,103982000000.0,247111000000.0,2.22,284396000000.0,13418000000.0,-8761000000.0,-10851000000.0,,732000000.0,307000000.0,22538000000,14661000000.0,138072000000,,77233000000.0,22206000000.0,-517000000.0,,5261000000.0,33073000000.0,-1945000000.0,8546000000.0,7327000000.0,,87099000000.0,162776000000.0,266758000000.0,3090000000.0,11680000000.0,11680000000,4389000000.0,64699000000.0,-4468000000.0,4296000000.0,38968000000.0,15861000000.0,,2310000000.0,107000000.0,24299000000.0,,28435000000.0,112000000.0,-2098000000.0,2.25,11680000000.0,37851000000.0,141932000000.0,,,,,,,,,,
2008-09-30,-1592000000.0,5102000000.0,,-61000000.0,54158000000.0,,0.0,38434000000.0,125286000000.0,36674000000.0,38968000000.0,,49087000000.0,0.0,11327000000.0,123258000000.0,39346000000,-145597000000.0,-5142000000.0,96021000000.0,259878000000.0,2.86,268855000000.0,14403000000.0,-8663000000.0,-10420000000.0,,1760000000.0,51000000.0,36338000000,15663000000.0,137737000000,,67631000000.0,26157000000.0,-2856000000.0,35251000000.0,5185314685.0,32653000000.0,-2294000000.0,9261000000.0,7383000000.0,,83579000000.0,160197000000.0,256218000000.0,3008000000.0,14830000000.0,14830000000,3823000000.0,63301000000.0,-4104000000.0,5652000000.0,36674000000.0,15940000000.0,,2881000000.0,318000000.0,23265000000.0,,17820000000.0,-296000000.0,-2063000000.0,2.89,14830000000.0,36939000000.0,130932000000.0,,,,,,,,,,
2008-12-31,3655000000.0,,,-9931000000.0,36770000000.0,,0.0,32007000000.0,112965000000.0,31437000000.0,36674000000.0,,21190000000.0,3911000000.0,5375000000.0,121346000000.0,24305000000,-149499000000.0,-5325000000.0,72266000000.0,265680000000.0,,270845000000.0,10484000000.0,-8845000000.0,-11403000000.0,,570000000.0,264000000.0,21128000000,0.0,84696000000,10057000000.0,49100000000.0,13195000000.0,-2998000000.0,18707000000.0,,34678000000.0,-5237000000.0,5159000000.0,7025000000.0,11901000000.0,47926000000.0,155786000000.0,228052000000.0,3177000000.0,7820000000.0,7820000000,3859000000.0,61429000000.0,-2627000000.0,4201000000.0,31437000000.0,11646000000.0,,2400000000.0,118000000.0,19726000000.0,,15642000000.0,42000000.0,-2018000000.0,,7820000000.0,34440000000.0,110529000000.0,,,,,,,,,,
2009-03-31,0.0,4937000000.0,6344000000.0,-10900000000.0,21998000000.0,,0.0,25140000000.0,107003000000.0,24972000000.0,31437000000.0,-214000000.0,38468000000.0,4019000000.0,3148000000.0,122224000000.0,10750000000,,-4673000000.0,64818000000.0,268249000000.0,0.92,,8910000000.0,-7852000000.0,-10105000000.0,283000000.0,168000000.0,121000000.0,7957000000,0.0,64028000000,8874000000.0,49505000000.0,7850000000.0,1132000000.0,22942000000.0,4959000000.0,14053000000.0,-6465000000.0,4237000000.0,7041000000.0,,42030000000.0,157673000000.0,222491000000.0,,4550000000.0,4702000000,3448000000.0,61608000000.0,-4740000000.0,1470000000.0,24972000000.0,12717000000.0,-208000000.0,2163000000.0,107000000.0,20063000000.0,29105000000.0,14041000000.0,-111000000.0,-2071000000.0,0.92,4550000000.0,0.0,111113000000.0,,,,,,,,,,
2009-06-30,-178000000.0,4817073171.0,6946000000.0,-8249000000.0,22819000000.0,,0.0,15729000000.0,106592000000.0,15576000000.0,24972000000.0,-156000000.0,41895000000.0,4464000000.0,3571000000.0,127861000000.0,10864000000,,-5565000000.0,59496000000.0,270160000000.0,0.81,,2197000000.0,-5246000000.0,-7255000000.0,-2629000000.0,153000000.0,64000000.0,7860000000,0.0,74457000000,7562000000.0,51614000000.0,7517000000.0,-2124000000.0,26862000000.0,4871000000.0,14610000000.0,-9396000000.0,-3368000000.0,7117000000.0,,51638000000.0,165165000000.0,224661000000.0,,3950000000.0,3946000000,3519000000.0,61894000000.0,-4973000000.0,1583000000.0,15576000000.0,12441000000.0,,2157000000.0,343000000.0,21880000000.0,30358000000.0,14959000000.0,42000000.0,-2082000000.0,0.82,3950000000.0,0.0,113508000000.0,,,,,,,,,,
2009-09-30,-966000000.0,4784000000.0,,-6380000000.0,30799000000.0,,0.0,12623000000.0,107265000000.0,12472000000.0,15576000000.0,343000000.0,42645000000.0,5179000000.0,4333000000.0,132874000000.0,12193000000,,-5490000000.0,57324000000.0,272879000000.0,0.98,,8827000000.0,-4233000000.0,-6028000000.0,889000000.0,151000000.0,111000000.0,7591000000,0.0,80585000000,7870000000.0,52933000000.0,9204000000.0,140000000.0,26937000000.0,4784000000.0,15214000000.0,-3104000000.0,3337000000.0,7185000000.0,,49786000000.0,171983000000.0,229307000000.0,,4730000000.0,4871000000,3887000000.0,64269000000.0,-6284000000.0,1675000000.0,12472000000.0,12585000000.0,,2418000000.0,62000000.0,23238000000.0,32064000000.0,23208000000.0,-216000000.0,-1878000000.0,0.98,4730000000.0,7045000000.0,117202000000.0,,,,,,,,,,
2009-12-31,724000000.0,,7307000000.0,-5461000000.0,32084000000.0,,0.0,10862000000.0,110569000000.0,10693000000.0,12472000000.0,-1687000000.0,24236000000.0,5175000000.0,4067000000.0,139116000000.0,13435000000,-166790000000.0,-6763000000.0,55235000000.0,276937000000.0,,305906000000.0,8504000000.0,-2372000000.0,-3895000000.0,1705000000.0,169000000.0,456000000.0,7827000000,0.0,87426000000,8310000000.0,52061000000.0,10206000000.0,-307000000.0,,,17651000000.0,-1779000000.0,1741000000.0,7129000000.0,,55342000000.0,178088000000.0,233323000000.0,,6050000000.0,6139000000,3881000000.0,65870000000.0,-6422000000.0,2415000000.0,10693000000.0,11553000000.0,,2476000000.0,36000000.0,23148000000.0,31665000000.0,24257000000.0,129000000.0,-1992000000.0,,6050000000.0,0.0,117931000000.0,,,,,,,,,,
2010-03-31,0.0,4722000000.0,7692000000.0,-5537000000.0,28216000000.0,,0.0,13827000000.0,112541000000.0,13742000000.0,10693000000.0,-124000000.0,46136000000.0,5329000000.0,5493000000.0,140819000000.0,15403000000,,-5756000000.0,61696000000.0,281251000000.0,1.33,,13046000000.0,-2495000000.0,-4620000000.0,-10000000.0,85000000.0,42000000.0,12123000000,0.0,90251000000,9212000000.0,57744000000.0,12068000000.0,3201000000.0,29052000000.0,4736000000.0,19035000000.0,3049000000.0,7290000000.0,7054000000.0,,62035000000.0,181052000000.0,242748000000.0,,6300000000.0,6575000000,3514000000.0,67338000000.0,-5167000000.0,0.0,13742000000.0,13488000000.0,,2396000000.0,55000000.0,23662000000.0,32541000000.0,16093000000.0,-84000000.0,-1986000000.0,1.33,6300000000.0,0.0,125082000000.0,,,,,,,,,,
2010-06-30,138000000.0,4716000000.0,8141000000.0,2051000000.0,28288000000.0,,0.0,13267000000.0,140172000000.0,13252000000.0,13742000000.0,-589000000.0,45454000000.0,6304000000.0,4960000000.0,188069000000.0,16112000000,,-5644000000.0,62216000000.0,286745000000.0,1.6,,9235000000.0,-1568000000.0,-4177000000.0,-744000000.0,15000000.0,69000000.0,12746000000,0.0,92486000000,9421000000.0,57821000000.0,12706000000.0,-1133000000.0,29206000000.0,4729000000.0,18968000000.0,-490000000.0,3591000000.0,17486000000.0,,64198000000.0,228852000000.0,291068000000.0,,7560000000.0,7746000000,3607000000.0,87880000000.0,-5078000000.0,2244000000.0,13252000000.0,13439000000.0,,2946000000.0,40000000.0,34283000000.0,32642000000.0,15542000000.0,110000000.0,-2205000000.0,1.61,7560000000.0,0.0,145701000000.0,,,,,,,,,,
