date,quarterlyNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyTaxProvision,quarterlyNetPPE,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyDilutedEPS,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyChangeInWorkingCapital,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangesInAccountReceivables,quarterlyGoodwill,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyDeferredIncomeTax,quarterlyPurchaseOfBusiness,quarterlyCurrentDeferredRevenue
1986-09-30,,5777240000.0,,,,,,,,,,,,,,,15570000000,,,,,0.185,,,,,,,,15570000000,,15570000000,,,,,,5777240000.0,,,,,,,,,,,1055000000,,,,,,,,,,,,,,,0.185,,,,,,,,,,,,,
1986-12-31,,,,,,,,3816000000.0,32012000000.0,3816000000.0,,,,1169000000.0,,49289000000.0,-44512000000,-28602000000.0,,16320000000.0,37322000000.0,,77891000000.0,,,,,,,-44512000000,11636000000.0,17525000000,,15220000000.0,,,,,7130000000.0,,,4294000000.0,,,53164000000.0,69484000000.0,,,1480000000,,22252000000.0,,,,4551000000.0,,3584000000.0,,10828000000.0,,,,,,,3875000000.0,37472000000.0,,,,,,,,,,
1987-03-31,,5704000000.0,,,,,,,,,,,,,,,17781000000,,,,,0.19,,,,,,,,17781000000,,17781000000,,,,,,5704000000.0,,,,,,,,,,,1070000000,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,
1987-06-30,,5704000000.0,,,,,,,,,,,,,,,18588000000,,,,,0.205,,,,,,,,18588000000,,18588000000,,,,,,5704000000.0,,,,,,,,,,,1150000000,,,,,,,,,,,,,,,0.205,,,,,,,,,,,,,
1987-09-30,,5705376000.0,,,,,,,,,,,,,,,19600000000,,,,,0.19,,,,,,,,19600000000,,19600000000,,,,,,5705376000.0,,,,,,,,,,,1065000000,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,
1987-12-31,,,,,,,,2531000000.0,33626000000.0,2531000000.0,,,,1410000000.0,,53434000000.0,-48961000000,-32785000000.0,,15391000000.0,39476000000.0,,86219000000.0,,,,,,,-48961000000,12432000000.0,20447000000,,15296000000.0,,,,,8236000000.0,,,5021000000.0,,,58651000000.0,74042000000.0,,,1555000000,,25120000000.0,,,,5172000000.0,,2864000000.0,,11863000000.0,,,,,,,5217000000.0,40416000000.0,,,,,,,,,,
1988-03-31,,5424800000.0,,,,,,,,,,,,,,,20406000000,,,,,0.265,,,,,,,,20406000000,,20406000000,,,,,,5424800000.0,,,,,,,,,,,1455000000,,,,,,,,,,,,,,,0.265,,,,,,,,,,,,,
1988-06-30,,5424800000.0,,,,,,,,,,,,,,,19928000000,,,,,0.225,,,,,,,,19928000000,,19928000000,,,,,,5424800000.0,,,,,,,,,,,1200000000,,,,,,,,,,,,,,,0.225,,,,,,,,,,,,,
1988-09-30,,5232000000.0,,,,,,,,,,,,,,,19745000000,,,,,0.235,,,,,,,,19745000000,,19745000000,,,,,,5232000000.0,,,,,,,,,,,1225000000,,,,,,,,,,,,,,,0.235,,,,,,,,,,,,,
1988-12-31,,,,,,,,2409000000.0,31767000000.0,2409000000.0,,,,1192000000.0,,54059000000.0,-51792000000,-35664000000.0,,14846000000.0,41865000000.0,,89723000000.0,,,,,,,-51792000000,12530000000.0,19478000000,,17479000000.0,,,,,8509000000.0,,,4689000000.0,,,59447000000.0,74293000000.0,,,1380000000,,25047000000.0,,,,5151000000.0,,4949000000.0,,11849000000.0,,,,,,,5388000000.0,42526000000.0,,,,,,,,,,
1989-03-31,,5154800000.0,,,,,,,,,,,,,,,22244000000,,,,,0.25,,,,,,,,22244000000,,22244000000,,,,,,5154800000.0,,,,,,,,,,,1270000000,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,
1989-06-30,,5095504000.0,,,,,,,,,,,,,,,23611000000,,,,,0.035,,,,,,,,23611000000,,23611000000,,,,,,5095504000.0,,,,,,,,,,,160000000,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,
1989-09-30,,5045454545.0,,,8961000000.0,,1006000000.0,1999000000.0,29727000000.0,1999000000.0,,,11075000000.0,1668000000.0,667000000.0,57793000000.0,3204000000,-35664000000.0,,16030000000.0,42238000000.0,0.22,93457000000.0,,,,,,,1999000000,1470000000.0,21248000000,,20329000000.0,1777000000.0,,,5045454545.0,20351000000.0,,,8559000000.0,,12287000000.0,62936000000.0,78966000000.0,,1110000000.0,1110000000,1750000000.0,28910000000.0,,225000000.0,,5567000000.0,,7784000000.0,373000000.0,,,6962000000.0,,,0.22,1110000000.0,5143000000.0,49239000000.0,,,,,,,,,,
1989-12-31,-4303000000.0,,,,9441000000.0,,1006000000.0,1865000000.0,30244000000.0,1865000000.0,0.0,,13581000000.0,1302000000.0,325000000.0,60425000000.0,3329000000,-39131000000.0,2285000000.0,16576000000.0,42433000000.0,,99556000000.0,2819000000.0,-83000000.0,-1270000000.0,121000000.0,,0.0,1846000000,1646000000.0,23696000000,,21984000000.0,760000000.0,1056000000.0,,,6500000000.0,-134000000.0,5104000000.0,9275000000.0,,14255000000.0,66643000000.0,83219000000.0,1483000000.0,970000000.0,435000000,1535000000.0,28128000000.0,-1728000000.0,-857000000.0,0.0,5622000000.0,,6757000000.0,167000000.0,12353000000.0,,7595000000.0,-14000000.0,-824000000.0,,970000000.0,6218000000.0,50112000000.0,,,,,,,,,,
1990-03-31,181000000.0,5019607843.0,,,9688000000.0,,1006000000.0,1684000000.0,30539000000.0,1684000000.0,1865000000.0,,12263000000.0,1241000000.0,910000000.0,60144000000.0,3608000000,-39131000000.0,-1296000000.0,16158000000.0,42944000000.0,0.255,99275000000.0,1770000000.0,-93000000.0,-998000000.0,-923000000.0,,,2322000000,1818000000.0,24127000000,,20994000000.0,2190000000.0,,,5019607843.0,21813000000.0,-181000000.0,474000000.0,8939000000.0,,14439000000.0,66127000000.0,82285000000.0,1286000000.0,1280000000.0,1280000000,1621000000.0,30752000000.0,-931000000.0,330000000.0,0.0,5624000000.0,,6913000000.0,391000000.0,,,7366000000.0,18000000.0,-832000000.0,0.255,1280000000.0,5983000000.0,51746000000.0,,,,,,,,,,
1990-06-30,423000000.0,5000000000.0,,,9843000000.0,,983000000.0,1530000000.0,31232000000.0,1530000000.0,0.0,,12482000000.0,1409000000.0,769000000.0,61008000000.0,3204000000,-39131000000.0,-1503000000.0,15697000000.0,43276000000.0,0.22,100139000000.0,2751000000.0,,-1800000000.0,,,,1881000000,1648000000.0,23444000000,,20726000000.0,1869000000.0,,,5000000000.0,22330000000.0,-154000000.0,1248000000.0,8320000000.0,,13601000000.0,66911000000.0,82608000000.0,1323000000.0,1100000000.0,1100000000,1800000000.0,30650000000.0,-1064000000.0,419000000.0,0.0,5708000000.0,,6596000000.0,321000000.0,,,7962000000.0,-277000000.0,-705000000.0,0.22,1100000000.0,5903000000.0,51376000000.0,,,,,,,,,,
1990-09-30,-218000000.0,5000000000.0,,,10142000000.0,,969000000.0,1340000000.0,32255000000.0,1340000000.0,0.0,,14083000000.0,1324000000.0,781000000.0,62262000000.0,3148000000,-39131000000.0,-1618000000.0,17309000000.0,43585000000.0,0.215,101393000000.0,1971000000.0,,-749000000.0,,,,1963000000,2090000000.0,26086000000,,23290000000.0,1856000000.0,,,5000000000.0,22777000000.0,-190000000.0,353000000.0,7835000000.0,,15944000000.0,68848000000.0,86157000000.0,1185000000.0,1075000000.0,1075000000,1863000000.0,30612000000.0,-1481000000.0,191000000.0,0.0,6277000000.0,,7117000000.0,240000000.0,,,8179000000.0,308000000.0,-956000000.0,0.215,1075000000.0,6586000000.0,53902000000.0,,,,,,,,,,
1990-12-31,35000000.0,,,,12148000000.0,,955000000.0,1332000000.0,33055000000.0,1332000000.0,0.0,,15611000000.0,1044000000.0,710000000.0,62688000000.0,4191000000,-44911000000.0,-2131000000.0,18336000000.0,44286000000.0,,107599000000.0,4154000000.0,-111000000.0,-2486000000.0,,,,2440000000,2324000000.0,31862000000,,24025000000.0,2265000000.0,,,,7422000000.0,-8000000.0,2023000000.0,7687000000.0,,19714000000.0,69371000000.0,87707000000.0,1751000000.0,1555000000.0,1555000000,2492000000.0,27677000000.0,-1693000000.0,206000000.0,0.0,6386000000.0,,6090000000.0,348000000.0,12568000000.0,,9708000000.0,-12000000.0,-904000000.0,,1484800000.0,6683000000.0,51702000000.0,,,,,,,,,,
1991-03-31,331000000.0,5033707865.0,,,11474000000.0,,940000000.0,1635000000.0,33037000000.0,1635000000.0,1332000000.0,,13047000000.0,1045000000.0,1181000000.0,60754000000.0,4483000000,-44911000000.0,-1513000000.0,16843000000.0,45674000000.0,0.445,105665000000.0,2750000000.0,-68000000.0,-1788000000.0,-880000000.0,,,3278000000,2022000000.0,27237000000,,19991000000.0,3421000000.0,,,5033707865.0,22757000000.0,303000000.0,1237000000.0,7876000000.0,,15763000000.0,66818000000.0,83661000000.0,1205000000.0,2240000000.0,2240000000,1834000000.0,30633000000.0,-744000000.0,492000000.0,0.0,6088000000.0,,4922000000.0,248000000.0,,,8196000000.0,17000000.0,-917000000.0,0.445,2240000000.0,6064000000.0,50624000000.0,,,,,,,,,,
1991-06-30,-39000000.0,5000000000.0,,,9929000000.0,,918000000.0,1036000000.0,32799000000.0,1036000000.0,0.0,,12560000000.0,1041000000.0,662000000.0,60324000000.0,2910000000,-44911000000.0,-1646000000.0,15511000000.0,45948000000.0,0.225,105235000000.0,2593000000.0,-91000000.0,-1562000000.0,-116000000.0,,,1722000000,1727000000.0,24251000000,,18463000000.0,1787000000.0,,,5000000000.0,22508000000.0,-599000000.0,947000000.0,7974000000.0,,14322000000.0,66233000000.0,81744000000.0,1188000000.0,1125000000.0,1125000000,1928000000.0,30482000000.0,-1518000000.0,285000000.0,0.0,5753000000.0,,4176000000.0,173000000.0,,,8207000000.0,9000000.0,-913000000.0,0.225,1125000000.0,5909000000.0,48945000000.0,,,,,,,,,,
1991-09-30,-158000000.0,5068181818.0,,,9735000000.0,,895000000.0,1417000000.0,33888000000.0,1417000000.0,0.0,,13063000000.0,921000000.0,454000000.0,62115000000.0,2814000000,-44911000000.0,-1826000000.0,16168000000.0,46212000000.0,0.22,107026000000.0,2799000000.0,-99000000.0,-660000000.0,275000000.0,,,1620000000,2037000000.0,24238000000,,19350000000.0,1569000000.0,,,5068181818.0,23044000000.0,381000000.0,973000000.0,8311000000.0,,14503000000.0,68425000000.0,84593000000.0,1194000000.0,1115000000.0,1115000000,1905000000.0,31355000000.0,-1779000000.0,188000000.0,0.0,6135000000.0,,4250000000.0,163000000.0,,,8115000000.0,20000000.0,-916000000.0,0.22,1115000000.0,6310000000.0,50705000000.0,,,,,,,,,,
1991-12-31,-37000000.0,,,,10461000000.0,,867000000.0,1496000000.0,34927000000.0,1496000000.0,0.0,,14079000000.0,895000000.0,621000000.0,63864000000.0,2688000000,-48576000000.0,-2339000000.0,17012000000.0,46483000000.0,,112440000000.0,2800000000.0,-208000000.0,-547000000.0,,,,1451000000,2315000000.0,27121000000,,20854000000.0,1741000000.0,,,,7781000000.0,79000000.0,461000000.0,8582000000.0,,16660000000.0,70548000000.0,87560000000.0,1237000000.0,1120000000.0,1120000000,2214000000.0,28812000000.0,-2179000000.0,459000000.0,0.0,6081000000.0,,4460000000.0,226000000.0,12449000000.0,,9010000000.0,32000000.0,-899000000.0,,1054500000.0,6684000000.0,49666000000.0,,,,,,,,,,
1992-03-31,201000000.0,5000000000.0,,,10219000000.0,,844000000.0,1627000000.0,34243000000.0,1627000000.0,1496000000.0,,12736000000.0,873000000.0,641000000.0,62454000000.0,3086000000,-48576000000.0,-1608000000.0,15670000000.0,46985000000.0,0.27,111030000000.0,2480000000.0,-68000000.0,-1054000000.0,-44000000.0,,,1784000000,2205000000.0,24475000000,,18994000000.0,1991000000.0,,,5000000000.0,22762000000.0,131000000.0,872000000.0,8508000000.0,,14256000000.0,68837000000.0,84507000000.0,1302000000.0,1350000000.0,1350000000,1870000000.0,31270000000.0,-1258000000.0,480000000.0,0.0,5722000000.0,,4053000000.0,223000000.0,,,8435000000.0,273000000.0,-916000000.0,0.27,1350000000.0,6383000000.0,50264000000.0,,,,,,,,,,
1992-06-30,-234000000.0,5026315789.0,,,9550000000.0,,819000000.0,1320000000.0,35276000000.0,1320000000.0,0.0,,13702000000.0,1169000000.0,323000000.0,64115000000.0,2529000000,-48576000000.0,-1691000000.0,16658000000.0,47030000000.0,0.19,112691000000.0,1756000000.0,-49000000.0,-337000000.0,-360000000.0,,,1306000000,1918000000.0,24547000000,,20418000000.0,1278000000.0,,,5026315789.0,23039000000.0,-307000000.0,65000000.0,8485000000.0,,14997000000.0,70560000000.0,87218000000.0,1223000000.0,955000000.0,955000000,1927000000.0,31524000000.0,-1752000000.0,223000000.0,0.0,6149000000.0,,4798000000.0,194000000.0,,,8244000000.0,44000000.0,-979000000.0,0.19,955000000.0,6445000000.0,51942000000.0,,,,,,,,,,
1992-09-30,-384000000.0,5044444444.0,,,10768000000.0,,795000000.0,994000000.0,35340000000.0,994000000.0,0.0,,14132000000.0,1381000000.0,807000000.0,63860000000.0,3089000000,-48576000000.0,-1774000000.0,17136000000.0,47256000000.0,0.225,112436000000.0,2591000000.0,-54000000.0,-1150000000.0,164000000.0,,,2054000000,2086000000.0,27241000000,,20302000000.0,1942000000.0,,,5044444444.0,23022000000.0,-326000000.0,817000000.0,8879000000.0,,16473000000.0,70407000000.0,87543000000.0,1035000000.0,1135000000.0,1135000000,1812000000.0,31901000000.0,-1749000000.0,211000000.0,0.0,6357000000.0,,4084000000.0,231000000.0,,,8714000000.0,0.0,-969000000.0,0.225,1135000000.0,6547000000.0,52203000000.0,,,,,,,,,,
1992-12-31,188000000.0,,,,10336000000.0,,770000000.0,898000000.0,33776000000.0,898000000.0,0.0,,12645000000.0,1640000000.0,706000000.0,61799000000.0,3224000000,-48939000000.0,-2152000000.0,16424000000.0,47697000000.0,,110738000000.0,2784000000.0,-187000000.0,-582000000.0,200000000.0,,,1740000000,2231000000.0,26897000000,,19663000000.0,2076000000.0,,,,8844000000.0,-96000000.0,632000000.0,8637000000.0,,16561000000.0,68606000000.0,85030000000.0,1484000000.0,1330000000.0,1370000000,1823000000.0,28616000000.0,-2274000000.0,520000000.0,0.0,5807000000.0,,4787000000.0,136000000.0,11135000000.0,,8596000000.0,-137000000.0,-968000000.0,,1269200000.0,6807000000.0,48279000000.0,,,,,,,,,,
1993-03-31,276000000.0,5042553191.0,,,9105000000.0,,744000000.0,1109000000.0,34115000000.0,1109000000.0,898000000.0,,12320000000.0,1768000000.0,685000000.0,61821000000.0,2915000000,-48939000000.0,-1298000000.0,16178000000.0,47979000000.0,0.235,110760000000.0,2612000000.0,-47000000.0,-1498000000.0,268000000.0,,,1721000000,2362000000.0,24139000000,,19047000000.0,1870000000.0,,,5042553191.0,22718000000.0,211000000.0,1314000000.0,8855000000.0,,15034000000.0,68557000000.0,84735000000.0,1194000000.0,1185000000.0,1185000000,1608000000.0,31573000000.0,-904000000.0,365000000.0,0.0,5582000000.0,,4365000000.0,151000000.0,,,7384000000.0,-255000000.0,-976000000.0,0.235,1185000000.0,6736000000.0,50620000000.0,,,,,,,,,,
1993-06-30,-134000000.0,5040816327.0,,,9646000000.0,,719000000.0,1387000000.0,34351000000.0,1387000000.0,0.0,,12253000000.0,1890000000.0,529000000.0,61608000000.0,2900000000,-48939000000.0,-1828000000.0,16256000000.0,48311000000.0,0.245,110547000000.0,2688000000.0,-61000000.0,-759000000.0,-123000000.0,,,1664000000,2027000000.0,24702000000,,19185000000.0,1764000000.0,,,5040816327.0,22322000000.0,278000000.0,860000000.0,8692000000.0,,15056000000.0,68294000000.0,84550000000.0,1236000000.0,1235000000.0,1235000000,1762000000.0,31014000000.0,-1637000000.0,348000000.0,0.0,5491000000.0,,4905000000.0,190000000.0,,,7982000000.0,-222000000.0,-983000000.0,0.245,1235000000.0,6686000000.0,50199000000.0,,,,,,,,,,
1993-09-30,-260000000.0,4945454545.0,,,9633000000.0,,694000000.0,1552000000.0,34648000000.0,1552000000.0,0.0,,12630000000.0,1855000000.0,677000000.0,61722000000.0,2964000000,-48939000000.0,-1715000000.0,16228000000.0,48768000000.0,0.275,110661000000.0,3177000000.0,-46000000.0,-1520000000.0,906000000.0,,,1754000000,2451000000.0,24455000000,,19466000000.0,2037000000.0,,,4945454545.0,22092000000.0,165000000.0,1462000000.0,8781000000.0,,14822000000.0,68759000000.0,84987000000.0,1210000000.0,1360000000.0,1360000000,1676000000.0,30873000000.0,-1484000000.0,540000000.0,0.0,5406000000.0,,4385000000.0,193000000.0,,,7879000000.0,-56000000.0,-966000000.0,0.275,1360000000.0,7037000000.0,50339000000.0,,,,,,,,,,
1993-12-31,-45000000.0,,,,10558000000.0,,668000000.0,983000000.0,34792000000.0,983000000.0,0.0,,12122000000.0,1544000000.0,881000000.0,61962000000.0,3409000000,-49173000000.0,-2115000000.0,14859000000.0,49365000000.0,,111135000000.0,3026000000.0,-169000000.0,-1503000000.0,-801000000.0,,,2165000000,2359000000.0,24529000000,,18590000000.0,2381000000.0,,,,8923000000.0,-569000000.0,911000000.0,8506000000.0,,13971000000.0,69286000000.0,84145000000.0,1244000000.0,1500000000.0,1500000000,1963000000.0,28368000000.0,-2076000000.0,426000000.0,0.0,5472000000.0,,4109000000.0,147000000.0,10939000000.0,,8393000000.0,33000000.0,-954000000.0,,1425100000.0,7324000000.0,46958000000.0,,,,,,,,,,
1994-03-31,432000000.0,5043478261.0,,,9420000000.0,,641000000.0,1648000000.0,35253000000.0,1648000000.0,983000000.0,,12326000000.0,1649000000.0,548000000.0,61777000000.0,3012000000,-49173000000.0,-1328000000.0,15488000000.0,49623000000.0,0.23,110950000000.0,2363000000.0,-48000000.0,-1111000000.0,-145000000.0,,,1723000000,2225000000.0,22883000000,,18414000000.0,1708000000.0,,,5043478261.0,22275000000.0,665000000.0,1035000000.0,8712000000.0,,13463000000.0,69166000000.0,84654000000.0,1289000000.0,1160000000.0,1160000000,1616000000.0,30987000000.0,-565000000.0,340000000.0,0.0,5219000000.0,,3863000000.0,301000000.0,,,7697000000.0,27000000.0,-1008000000.0,0.23,1160000000.0,7389000000.0,49401000000.0,,,,,,,,,,
1994-06-30,221000000.0,5057142857.0,,,9479000000.0,,612000000.0,1879000000.0,35861000000.0,1879000000.0,0.0,,12729000000.0,1193000000.0,552000000.0,62443000000.0,2598000000,-49173000000.0,-1670000000.0,15986000000.0,49606000000.0,0.175,111616000000.0,2055000000.0,-55000000.0,-752000000.0,81000000.0,,,1365000000,2044000000.0,24246000000,,18889000000.0,1437000000.0,,,5057142857.0,22598000000.0,231000000.0,385000000.0,8754000000.0,,14767000000.0,70116000000.0,86102000000.0,1233000000.0,885000000.0,885000000,1735000000.0,31352000000.0,-1113000000.0,217000000.0,0.0,5469000000.0,,4116000000.0,107000000.0,,,8114000000.0,13000000.0,-1105000000.0,0.175,885000000.0,7673000000.0,50241000000.0,,,,,,,,,,
1994-09-30,-535000000.0,5021739130.0,,,10446000000.0,,583000000.0,1700000000.0,36516000000.0,1700000000.0,0.0,,12832000000.0,1870000000.0,785000000.0,63454000000.0,3024000000,-49173000000.0,-1648000000.0,16450000000.0,49860000000.0,0.23,112627000000.0,2683000000.0,-29000000.0,-838000000.0,-248000000.0,,,1837000000,2226000000.0,26047000000,,19253000000.0,1940000000.0,,,5021739130.0,23085000000.0,-179000000.0,1035000000.0,8936000000.0,,15601000000.0,71340000000.0,87790000000.0,1187000000.0,1155000000.0,1155000000,1783000000.0,32021000000.0,-2063000000.0,326000000.0,0.0,5565000000.0,,4195000000.0,126000000.0,,,8609000000.0,-9000000.0,-974000000.0,0.23,1155000000.0,7886000000.0,51274000000.0,,,,,,,,,,
1994-12-31,-256000000.0,,,,11114000000.0,,554000000.0,1157000000.0,37415000000.0,1157000000.0,0.0,,13391000000.0,1689000000.0,819000000.0,63425000000.0,3415000000,-52901000000.0,-1997000000.0,16460000000.0,50821000000.0,,116326000000.0,2750000000.0,-88000000.0,-1533000000.0,509000000.0,,,2109000000,2244000000.0,26507000000,,19493000000.0,2719000000.0,,,,8520000000.0,-543000000.0,753000000.0,8831000000.0,,15393000000.0,71402000000.0,87862000000.0,1306000000.0,1900000000.0,1900000000,2092000000.0,28786000000.0,-1681000000.0,893000000.0,0.0,5541000000.0,,3858000000.0,239000000.0,11435000000.0,,9005000000.0,-6000000.0,-992000000.0,,1857900000.0,7977000000.0,48279000000.0,,,,,,,,,,
