date,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyInventory,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyDilutedAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyDilutedEPS,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2011-09-30,116412000.0,-555000.0,1007623000.0,1114291000.0,-1481698000.0,360663000.0,114872000.0,360663000.0,294010000.0,2579000.0,609959000.0,315725000.0,300459000.0,9621000.0,2.56,0.0,53232000.0,69846000.0,,-44040000.0,250502000.0,-348239000.0,4550645000.0,0.0,206462000.0,-105042000.0,,-31445000.0,1972951000.0,37529000.0,447687000.0,-3240000.0,465705000.0,54830000.0,71280000.0,182121000.0,340567000,12125000.0,2.51,-1726000.0,,360663000.0,-392279000.0,-46936000.0,3214000.0,4704619000.0,-50613000.0,1919140000.0,,2114647000,1224608000.0,2489321000.0,303040000,10294000.0,15811000.0,2577694000.0,0.0,-58020000.0,313416000.0,0.0,944984000.0,148872000.0,1201648000.0,9717000.0,694532000.0,912999000.0,182121000.0,,2631505000.0,609959000.0,184047000,546701000.0,0.0,-80273000.0,,,
2011-12-31,74370000.0,6731000.0,1060295000.0,1268647000.0,-1505027000.0,335491000.0,106573000.0,335491000.0,341509000.0,2654000.0,684292000.0,350854000.0,226078000.0,20523000.0,,0.0,-145226000.0,,,-73102000.0,186137000.0,-11045000.0,4716062000.0,0.0,113035000.0,-25172000.0,,53643000.0,2021162000.0,45627000.0,477648000.0,-28738000.0,360663000.0,54830000.0,,148484000.0,274359000,12482000.0,,7113000.0,,335491000.0,-62977000.0,-47808000.0,8431000.0,4806110000.0,-49700000.0,1991783000.0,,2076904000,1387925000.0,2565322000.0,221493000,-31327000.0,23156000.0,2694900000.0,0.0,-164153000.0,175055000.0,0.0,888697000.0,178652000.0,1171119000.0,27202000.0,603858000.0,905785000.0,148484000.0,,2628785000.0,684292000.0,151708000,509183000.0,13892000.0,-144063000.0,,,
2012-03-31,113055000.0,614000.0,1071782000.0,1244419000.0,-1534271000.0,338755000.0,102034000.0,338755000.0,332138000.0,3057000.0,669971000.0,350698000.0,302513000.0,18185000.0,2.63,0.0,-55445000.0,70133000.0,,-40636000.0,106238000.0,,4751210000.0,0.0,65602000.0,3264000.0,,-86639000.0,2045012000.0,36679000.0,447655000.0,-8584000.0,335491000.0,54830000.0,71656000.0,187516000.0,342249000,11443000.0,2.57,-1426000.0,,338755000.0,-39368000.0,-47017000.0,-2178000.0,4946609000.0,-61757000.0,1877661000.0,,2193445000,1230866000.0,2606053000.0,304361000,-130369000.0,81235000.0,2706198000.0,0.0,36845000.0,191550000.0,353211000.0,977442000.0,169850000.0,1219113000.0,-28549000.0,646795000.0,974332000.0,187516000.0,,2873549000.0,669971000.0,189458000,514424000.0,666000.0,-30102000.0,,,
2012-06-30,117628000.0,-963000.0,1077518000.0,1265830000.0,-1555009000.0,249746000.0,103029000.0,249746000.0,75042000.0,2910000.0,664343000.0,352049000.0,310729000.0,17317000.0,2.68,0.0,-152908000.0,69937000.0,,-55742000.0,131982000.0,,4761308000.0,0.0,76240000.0,-89009000.0,,-42009000.0,2062577000.0,36763000.0,473036000.0,-34818000.0,338755000.0,54830000.0,71308000.0,190704000.0,350402000,49628000.0,2.63,-1422000.0,,249746000.0,-77333000.0,-58344000.0,-1696000.0,5080295000.0,-149224000.0,1867156000.0,,2249275000,962912000.0,2632527000.0,314000000,-146189000.0,11479000.0,2698731000.0,0.0,-31927000.0,473502000.0,0.0,1015159000.0,162874000.0,1270932000.0,21798000.0,904244000.0,978343000.0,190704000.0,,2894152000.0,664343000.0,193101000,523391000.0,-603000.0,-309374000.0,,,
2012-09-30,92916000.0,438000.0,1093197000.0,1269683000.0,-1587679000.0,420803000.0,109012000.0,420803000.0,82390000.0,4751000.0,739634000.0,372876000.0,250720000.0,8675000.0,2.19,0.0,-114120000.0,69625000.0,,-58785000.0,337889000.0,,4983744000.0,0.0,279104000.0,171057000.0,,-2409000.0,2108791000.0,39896000.0,439595000.0,-8268000.0,249746000.0,54830000.0,70961000.0,155394000.0,295367000,-18256000.0,2.15,-625000.0,,420803000.0,-57371000.0,-56637000.0,-2441000.0,5178930000.0,-85477000.0,2015381000.0,,2281205000,1083201000.0,2680876000.0,254326000,159335000.0,10291000.0,2874953000.0,0.0,7198000.0,479699000.0,0.0,1022185000.0,243412000.0,1287245000.0,-32906000.0,932180000.0,993960000.0,155394000.0,,2968363000.0,739634000.0,157804000,526634000.0,377000.0,-16490000.0,,,
2012-12-31,95341000.0,-7000.0,1144573000.0,1301935000.0,-1615861000.0,452063000.0,119280000.0,452063000.0,97596000.0,5360000.0,711087000.0,242735000.0,253827000.0,13708000.0,2.21,374179000.0,-71963000.0,69557000.0,,-94697000.0,240086000.0,,5014598000.0,0.0,145389000.0,31260000.0,,85104000.0,2113958000.0,45711000.0,428782000.0,53578000.0,420803000.0,54830000.0,70809000.0,153562000.0,304898000,12685000.0,2.17,13443000.0,,452063000.0,-131584000.0,-58079000.0,18658000.0,5278577000.0,-44074000.0,1897232000.0,,2226120000,1080003000.0,2760434000.0,258438000,-11797000.0,12941000.0,2900640000.0,0.0,-26988000.0,467048000.0,0.0,940020000.0,204800000.0,1256595000.0,-14657000.0,817229000.0,969525000.0,156267000.0,,3117366000.0,711087000.0,158486000,543670000.0,42000.0,-68990000.0,,,
2013-03-31,127397000.0,887000.0,1133406000.0,1230614000.0,-1645200000.0,485516000.0,118995000.0,485516000.0,95359000.0,3166000.0,688431000.0,379095000.0,341924000.0,12650000.0,2.99,379095000.0,-97814000.0,69562000.0,,-42962000.0,176417000.0,,5013728000.0,0.0,133455000.0,33453000.0,,-101803000.0,2090300000.0,38945000.0,431848000.0,31860000.0,452063000.0,54830000.0,70775000.0,208243000.0,384035000,11547000.0,2.94,-4698000.0,,485516000.0,-41478000.0,-56546000.0,-1000000.0,5433869000.0,-69797000.0,1795538000.0,,2280435000,989422000.0,2778606000.0,343305000,-84400000.0,64470000.0,2923428000.0,0.0,60122000.0,454527000.0,0.0,1031920000.0,196557000.0,1248699000.0,8672000.0,806116000.0,1031736000.0,211838000.0,,3218190000.0,688431000.0,214527000,521579000.0,-89000.0,-3750000.0,,,
2013-06-30,126767000.0,-147000.0,1118750000.0,1221888000.0,-1672321000.0,488741000.0,118326000.0,488741000.0,95509000.0,3201000.0,696912000.0,382242000.0,347520000.0,29040000.0,3.08,382242000.0,-152172000.0,69665000.0,,-40213000.0,210406000.0,,5030135000.0,0.0,170193000.0,3225000.0,,-54084000.0,2067951000.0,41868000.0,452179000.0,365000.0,485516000.0,54830000.0,70801000.0,214605000.0,392589000,19825000.0,3.03,-350000.0,,488741000.0,-47303000.0,-67003000.0,-74000.0,5585752000.0,-132603000.0,1787940000.0,,2381561000,986885000.0,2791071000.0,350072000,-73903000.0,9104000.0,2962184000.0,0.0,-2351000.0,452449000.0,0.0,1075592000.0,182682000.0,1334577000.0,22800000.0,801055000.0,1046984000.0,217660000.0,,3242195000.0,696912000.0,220753000,513545000.0,189000.0,-1095000.0,,,
2013-09-30,130786000.0,58000.0,1136316000.0,1256852000.0,-1703658000.0,539995000.0,120703000.0,539995000.0,100524000.0,3734000.0,704651000.0,439128000.0,343861000.0,11629000.0,2.99,439128000.0,-118507000.0,69461000.0,,-65186000.0,353605000.0,-119726000.0,5251549000.0,0.0,288419000.0,51254000.0,,25819000.0,2202452000.0,45351000.0,435165000.0,18254000.0,488741000.0,54830000.0,70547000.0,207820000.0,392946000,12656000.0,2.95,-747000.0,,539995000.0,-184046000.0,-65139000.0,-7609000.0,5731002000.0,-77219000.0,1882410000.0,,2398530000,1074492000.0,2839974000.0,346715000,88886000.0,18038000.0,3049097000.0,0.0,-12814000.0,448127000.0,0.0,1082108000.0,206927000.0,1347164000.0,-29745000.0,807918000.0,1051366000.0,210789000.0,,3369139000.0,704651000.0,213075000,568954000.0,-260000.0,-9312000.0,,,
2013-12-31,94902000.0,-63000.0,1208562000.0,1305520000.0,-1732528000.0,430644000.0,113585000.0,430644000.0,96442000.0,3123000.0,749635000.0,303412000.0,254295000.0,6665000.0,2.24,471805000.0,-222376000.0,69140000.0,,-123784000.0,246070000.0,-25955000.0,5269081000.0,0.0,122286000.0,-109351000.0,,3603000.0,2217646000.0,54449000.0,504129000.0,28914000.0,539995000.0,54830000.0,70191000.0,154764000.0,311867000,11562000.0,2.2,2434000.0,,430644000.0,-126600000.0,-66778000.0,24256000.0,5822612000.0,-158854000.0,1942245000.0,,2377232000,1197699000.0,2941090000.0,256762000,-13233000.0,6330000.0,3051435000.0,0.0,-68593000.0,446357000.0,0.0,1101656000.0,228093000.0,1370835000.0,62886000.0,744546000.0,1006397000.0,156749000.0,,3326836000.0,749635000.0,159393000,525467000.0,92000.0,-156974000.0,,,
2014-03-31,132558000.0,-503000.0,1210778000.0,1266460000.0,-1675231000.0,375564000.0,114812000.0,375564000.0,136632000.0,2863000.0,721632000.0,474181000.0,351613000.0,6807000.0,3.11,474181000.0,-165557000.0,68700000.0,,-65664000.0,167518000.0,,5234229000.0,0.0,101854000.0,-55080000.0,,-78676000.0,2238565000.0,45776000.0,493915000.0,7721000.0,430644000.0,54830000.0,69677000.0,213734000.0,400252000,11262000.0,3.07,-287000.0,,375564000.0,-52179000.0,-64682000.0,-2671000.0,5974519000.0,-150553000.0,1905638000.0,,2385627000,1166137000.0,2886009000.0,354339000,-108030000.0,98932000.0,2995664000.0,0.0,30608000.0,438068000.0,0.0,1159556000.0,220692000.0,1309656000.0,-13497000.0,739501000.0,1075971000.0,216653000.0,,3328591000.0,721632000.0,219055000,522063000.0,13023000.0,-5807000.0,,,
2014-06-30,129348000.0,18000.0,1249088000.0,1317467000.0,-1708342000.0,331707000.0,112319000.0,331707000.0,134969000.0,2757000.0,739935000.0,460570000.0,338425000.0,15370000.0,2.97,460570000.0,-131671000.0,68454000.0,,-90546000.0,160948000.0,,5311312000.0,0.0,70402000.0,-43857000.0,,-19898000.0,2271177000.0,48020000.0,513829000.0,38687000.0,375564000.0,54830000.0,69342000.0,203543000.0,389202000,17726000.0,2.94,1530000.0,,331707000.0,-79416000.0,-76203000.0,-6934000.0,6105729000.0,-85294000.0,1863288000.0,,2506104000,1126453000.0,2957430000.0,340751000,-125416000.0,8700000.0,3040135000.0,0.0,-44105000.0,432485000.0,0.0,1177543000.0,214479000.0,1425418000.0,16349000.0,736835000.0,1080686000.0,205915000.0,,3448024000.0,739935000.0,209077000,554719000.0,6176000.0,-3731000.0,,,
2014-09-30,149585000.0,-1131000.0,1259264000.0,1306504000.0,-1742202000.0,314744000.0,95861000.0,314744000.0,72001000.0,2377000.0,717271000.0,463065000.0,382635000.0,7265000.0,3.33,463065000.0,-233454000.0,68296000.0,,-83986000.0,329377000.0,,5301007000.0,0.0,245391000.0,-16963000.0,,-64498000.0,2281289000.0,53955000.0,493254000.0,-24822000.0,331707000.0,54830000.0,69112000.0,227731000.0,438967000,9871000.0,3.3,-3020000.0,,314744000.0,-103329000.0,-74380000.0,-473000.0,6261502000.0,-81573000.0,1824601000.0,,2562263000,1149349000.0,3001466000.0,385513000,32716000.0,16776000.0,3019718000.0,0.0,-6258000.0,385191000.0,0.0,1234884000.0,241033000.0,1459479000.0,-13384000.0,675252000.0,1102784000.0,230322000.0,,3476406000.0,717271000.0,233050000,540407000.0,6816000.0,-42783000.0,,,
2014-12-31,110599000.0,-3089000.0,1324346000.0,1365500000.0,-1790784000.0,226644000.0,95455000.0,226644000.0,80300000.0,2096000.0,788287000.0,263930000.0,261713000.0,4330000.0,2.17,468733000.0,-227441000.0,67899000.0,,-147194000.0,301971000.0,-20107000.0,5300755000.0,0.0,154777000.0,-88100000.0,,40492000.0,2316002000.0,60575000.0,570591000.0,-96673000.0,314744000.0,54830000.0,68705000.0,147201000.0,324384000,10173000.0,2.14,356000.0,,226644000.0,-149134000.0,-76130000.0,-3654000.0,6335990000.0,-207700000.0,2016654000.0,,2510959000,1278219000.0,3115130000.0,266514000,35409000.0,12256000.0,2984753000.0,0.0,-81792000.0,404536000.0,0.0,1173624000.0,245300000.0,1456158000.0,59055000.0,738435000.0,1054801000.0,148839000.0,,3284101000.0,788287000.0,151114000,506205000.0,27229000.0,-235863000.0,,,
2015-03-31,133493000.0,-2164000.0,1306962000.0,1328395000.0,-1792022000.0,243427000.0,92141000.0,243427000.0,256949000.0,1636000.0,742496000.0,462340000.0,347639000.0,4319000.0,3.11,462340000.0,-39996000.0,67230000.0,,-99489000.0,156209000.0,,5210972000.0,0.0,56720000.0,16783000.0,,-50968000.0,2264331000.0,52411000.0,513551000.0,-172725000.0,226644000.0,54830000.0,67982000.0,208802000.0,401686000,9161000.0,3.07,-2080000.0,,243427000.0,-92204000.0,-73393000.0,1732000.0,6473464000.0,-149992000.0,2000703000.0,,2439661000,1297545000.0,3098984000.0,351247000,-121719000.0,74792000.0,2946641000.0,0.0,-2808000.0,371070000.0,0.0,1198153000.0,246145000.0,1345918000.0,-7326000.0,703158000.0,1093743000.0,211015000.0,,3210269000.0,742496000.0,214146000,481536000.0,-48000.0,-1860000.0,,,
2015-06-30,123451000.0,-4124000.0,1324551000.0,1302977000.0,-1825696000.0,819786000.0,95464000.0,819786000.0,56770000.0,4184000.0,716715000.0,474640000.0,348686000.0,12787000.0,3.28,474640000.0,441626000.0,66652000.0,,-71384000.0,213296000.0,,5826909000.0,0.0,141912000.0,576359000.0,,382000.0,2303163000.0,54526000.0,498416000.0,-162721000.0,243427000.0,54830000.0,67317000.0,218402000.0,407396000,17882000.0,3.25,-187000.0,,819786000.0,-78193000.0,-80513000.0,263000.0,6615081000.0,-292603000.0,2727471000.0,,2522565000,1047102000.0,3150247000.0,356717000,-90746000.0,10828000.0,3523746000.0,0.0,28883000.0,1348642000.0,0.0,1197856000.0,255910000.0,1449133000.0,-21818000.0,1680369000.0,1073432000.0,220548000.0,,3099438000.0,716715000.0,225235000,486612000.0,-519000.0,-47053000.0,,,
2015-09-30,122825000.0,-7847000.0,1372992000.0,1367533000.0,-1910377000.0,258151000.0,127713000.0,258151000.0,234930000.0,13899000.0,721150000.0,627523000.0,319447000.0,7309000.0,2.94,627523000.0,-365030000.0,64720000.0,,-82324000.0,366425000.0,-468799000.0,5807153000.0,0.0,284101000.0,-561635000.0,,-19198000.0,2702467000.0,57263000.0,582477000.0,-217861000.0,819786000.0,54830000.0,65289000.0,190396000.0,390609000,8584000.0,2.92,1565000.0,-5497000.0,258151000.0,-549644000.0,-77042000.0,-8901000.0,6730068000.0,-734646000.0,3361101000.0,,2532900000,1421379000.0,3283369000.0,340729000,104193000.0,16039000.0,3104686000.0,0.0,-13448000.0,1577281000.0,0.0,1291365000.0,307473000.0,1471021000.0,48270000.0,1939722000.0,1061879000.0,192201000.0,,2446052000.0,721150000.0,196622000,678311000.0,361000.0,-22456000.0,,,
2015-12-31,85762000.0,-3073000.0,1431241000.0,1414177000.0,-1939072000.0,240261000.0,154352000.0,240261000.0,600418000.0,13852000.0,750749000.0,463294000.0,234933000.0,3138000.0,2.32,711540000.0,-181401000.0,62100000.0,,-120671000.0,275727000.0,-5824000.0,5807880000.0,0.0,155056000.0,-17890000.0,,68824000.0,2809113000.0,63767000.0,583474000.0,-221091000.0,258151000.0,54830000.0,62550000.0,143873000.0,312552000,11234000.0,2.3,354000.0,-4695000.0,240261000.0,-115216000.0,-75526000.0,4482000.0,6802130000.0,-243203000.0,3455166000.0,,2478258000,1788534000.0,3370313000.0,251626000,38013000.0,16686000.0,2998767000.0,0.0,-48696000.0,1338539000.0,0.0,1209641000.0,266702000.0,1475883000.0,2950000.0,1666632000.0,1002375000.0,145232000.0,,2352714000.0,750749000.0,149171000,582336000.0,23630000.0,-31695000.0,,,
2016-03-31,105940000.0,-5948000.0,1442191000.0,1420897000.0,-1965579000.0,279906000.0,158238000.0,279906000.0,705201000.0,13725000.0,727961000.0,458230000.0,297584000.0,17287000.0,3.0,263719000.0,-131342000.0,61669000.0,,-51797000.0,153731000.0,-7199000.0,5964839000.0,0.0,101934000.0,-10230000.0,,-84435000.0,2825878000.0,56294000.0,620410000.0,-176010000.0,290136000.0,54830000.0,62100000.0,184973000.0,367603000,7456000.0,2.98,-8290000.0,-7199000.0,279906000.0,-45385000.0,-72632000.0,21035000.0,6916043000.0,-172047000.0,3600639000.0,,2506538000,1880440000.0,3407770000.0,317092000,-116785000.0,50289000.0,3138961000.0,0.0,10831000.0,1387124000.0,0.0,1304560000.0,274458000.0,1461485000.0,30827000.0,1720199000.0,1045053000.0,186713000.0,,2364200000.0,727961000.0,191644000,595487000.0,13611000.0,-135829000.0,,,
2016-06-30,103535000.0,-5965000.0,1418705000.0,1418678000.0,-1966861000.0,315997000.0,135950000.0,315997000.0,505474000.0,16806000.0,734470000.0,437521000.0,282980000.0,-7517000.0,2.81,266200000.0,-112265000.0,60891000.0,,-53920000.0,172658000.0,-3141000.0,5964804000.0,0.0,118738000.0,36091000.0,,-13959000.0,2740020000.0,57202000.0,628659000.0,-192310000.0,279906000.0,54830000.0,61302000.0,171137000.0,356988000,13679000.0,2.79,-1222000.0,-3141000.0,315997000.0,-28150000.0,-74848000.0,18052000.0,7013688000.0,-240600000.0,3722230000.0,,2563668000,1641344000.0,3385566000.0,305589000,-96654000.0,17287000.0,3224784000.0,0.0,-2098000.0,1765809000.0,0.0,1310382000.0,250573000.0,1523609000.0,12511000.0,2080886000.0,1040059000.0,172676000.0,,2242574000.0,734470000.0,179445000,590109000.0,28911000.0,-13458000.0,,,
2016-09-30,99776000.0,-11525000.0,1436938000.0,1381468000.0,-1984384000.0,285981000.0,132761000.0,285981000.0,404172000.0,18024000.0,717165000.0,420087000.0,293185000.0,2103000.0,3.07,267268000.0,-256294000.0,60017000.0,,-107905000.0,343994000.0,-9118000.0,5885509000.0,0.0,236089000.0,-30016000.0,,-25528000.0,2756317000.0,63899000.0,623745000.0,-208126000.0,315997000.0,54830000.0,60416000.0,184248000.0,375108000,6410000.0,3.05,-828000.0,-8959000.0,285981000.0,-111861000.0,-73651000.0,-14828000.0,7125727000.0,-200551000.0,3724473000.0,,2596288000,1536311000.0,3421322000.0,322587000,80493000.0,10469000.0,3129192000.0,0.0,33205000.0,1874132000.0,0.0,1326359000.0,269057000.0,1556536000.0,-6744000.0,2188162000.0,1039752000.0,185873000.0,,2161036000.0,717165000.0,193409000,594511000.0,5162000.0,-140337000.0,,,
2016-12-31,76969000.0,-11386000.0,1420891000.0,1406470000.0,-1990611000.0,274146000.0,126101000.0,274146000.0,406106000.0,17777000.0,815464000.0,586126000.0,145309000.0,32000.0,1.02,75136000.0,-254631000.0,59171000.0,,-70627000.0,332593000.0,-14645000.0,5694307000.0,0.0,261966000.0,-11835000.0,,78322000.0,2674078000.0,71462000.0,650092000.0,-272294000.0,285981000.0,54830000.0,59566000.0,60148000.0,234548000,8190000.0,1.01,59000.0,-14804000.0,274146000.0,-76868000.0,-81840000.0,-30143000.0,7113559000.0,-176575000.0,3788539000.0,,2470710000,1628937000.0,3411502000.0,174229000,153451000.0,15059000.0,3020229000.0,0.0,-46341000.0,1840946000.0,0.0,1223096000.0,290207000.0,1481017000.0,36288000.0,2159602000.0,989693000.0,60666000.0,,1905768000.0,815464000.0,68340000,527150000.0,7770000.0,-9982000.0,,,
2017-03-31,87820000.0,-8029000.0,1410312000.0,1388091000.0,-1985930000.0,238801000.0,133984000.0,238801000.0,441624000.0,16979000.0,723704000.0,587418000.0,270673000.0,-11625000.0,2.95,75960000.0,-183199000.0,58720000.0,,-78768000.0,180946000.0,-7067000.0,5782549000.0,0.0,102178000.0,-35345000.0,,-95419000.0,2686366000.0,62249000.0,672471000.0,-249933000.0,274146000.0,54830000.0,59203000.0,173274000.0,349901000,6757000.0,2.93,302000.0,-7067000.0,238801000.0,-37529000.0,-72118000.0,-7632000.0,7216018000.0,-159146000.0,3866026000.0,,2541129000,1688430000.0,3396242000.0,295488000,-64909000.0,88874000.0,3096183000.0,0.0,27826000.0,1847717000.0,0.0,1325218000.0,317243000.0,1521937000.0,18051000.0,2177596000.0,1019192000.0,174744000.0,,1916523000.0,723704000.0,182853000,533012000.0,48306000.0,-11485000.0,,,
2017-06-30,100237000.0,-5429000.0,1392196000.0,1397804000.0,-2018041000.0,275065000.0,135270000.0,275065000.0,158298000.0,19905000.0,807891000.0,592473000.0,207196000.0,-5094000.0,1.68,75021000.0,-121285000.0,58013000.0,,-52379000.0,191232000.0,-6233000.0,5861881000.0,0.0,138853000.0,36264000.0,,-41425000.0,2675534000.0,65946000.0,692689000.0,-203604000.0,238801000.0,54830000.0,58287000.0,97278000.0,293047000,13273000.0,1.67,4674000.0,-6233000.0,275065000.0,-37306000.0,-79519000.0,293000.0,7239159000.0,-154416000.0,4013684000.0,,2615269000,1410577000.0,3410237000.0,232065000,-38388000.0,22387000.0,3186347000.0,0.0,2110000.0,2267872000.0,0.0,1369626000.0,291225000.0,1575313000.0,18766000.0,2603107000.0,1039956000.0,97921000.0,,1848197000.0,807891000.0,106959000,536580000.0,21306000.0,-276392000.0,,,
2017-09-30,79182000.0,-10114000.0,1395906000.0,1391993000.0,-2045896000.0,284575000.0,135149000.0,284575000.0,53184000.0,21765000.0,736010000.0,582274000.0,249998000.0,-827000.0,2.8,72518000.0,-314608000.0,57317000.0,,-60036000.0,348700000.0,-9130000.0,5825060000.0,0.0,288664000.0,9510000.0,,-8787000.0,2650000000.0,66143000.0,713453000.0,-134029000.0,275065000.0,54830000.0,57521000.0,160600000.0,337906000,7122000.0,2.79,3737000.0,-9130000.0,284575000.0,-24803000.0,-73867000.0,-7922000.0,7327140000.0,-122421000.0,3923975000.0,,2635999000,1392523000.0,3441802000.0,281170000,96992000.0,34074000.0,3175060000.0,0.0,4915000.0,2270001000.0,0.0,1373323000.0,333311000.0,1618819000.0,19900000.0,2531452000.0,1017180000.0,162006000.0,,1901085000.0,736010000.0,170816000,543248000.0,44363000.0,-121576000.0,,,
2017-12-31,45642000.0,-11878000.0,1391967000.0,1429199000.0,-2052693000.0,326876000.0,111710000.0,326876000.0,94312000.0,21809000.0,781290000.0,569115000.0,207457000.0,-10338000.0,2.64,70918000.0,-247452000.0,56681000.0,,-46100000.0,335679000.0,-12324000.0,5804254000.0,0.0,289579000.0,42301000.0,,42505000.0,2598265000.0,69726000.0,731582000.0,-134674000.0,284575000.0,54830000.0,56954000.0,149923000.0,298992000,5509000.0,2.63,-9113000.0,-12324000.0,326876000.0,-46445000.0,-78969000.0,10213000.0,7405192000.0,-169448000.0,3976521000.0,,2632461000,1506661000.0,3444660000.0,239939000,75604000.0,19759000.0,3205989000.0,0.0,-39766000.0,2248036000.0,0.0,1325186000.0,313766000.0,1611232000.0,15615000.0,2469860000.0,1021229000.0,151059000.0,,1827733000.0,781290000.0,161815000,543903000.0,11979000.0,-750000.0,,,
2018-03-31,66209000.0,-3799000.0,1370071000.0,1434609000.0,-2069843000.0,302015000.0,121767000.0,302015000.0,167922000.0,24665000.0,756929000.0,570134000.0,306994000.0,-14878000.0,4.09,72726000.0,-146065000.0,56063000.0,,-49149000.0,146885000.0,-8115000.0,5902811000.0,,97736000.0,-24861000.0,,-94221000.0,2595649000.0,63931000.0,748372000.0,-122353000.0,326876000.0,54830000.0,56403000.0,229545000.0,395590000,11652000.0,4.07,-596000.0,-8115000.0,302015000.0,-31277000.0,-72254000.0,-1660000.0,7564319000.0,-172917000.0,3976905000.0,,2766401000,1504332000.0,3439914000.0,334830000,-176562000.0,52774000.0,3307162000.0,,3136000.0,2244406000.0,,1428233000.0,324319000.0,1674642000.0,13244000.0,2472573000.0,1091759000.0,231535000.0,,1925906000.0,756929000.0,240785000,549418000.0,25987000.0,-45108000.0,,,
2018-06-30,75617000.0,1284000.0,1359908000.0,1464181000.0,-2066286000.0,312461000.0,117209000.0,312461000.0,84394000.0,22924000.0,766955000.0,533641000.0,323360000.0,-11408000.0,4.19,75281000.0,-185306000.0,56110000.0,,-53934000.0,247954000.0,-5871000.0,5904572000.0,,194020000.0,10446000.0,,-53927000.0,2531570000.0,63800000.0,735266000.0,-167109000.0,302015000.0,54830000.0,56553000.0,235175000.0,410084000,16181000.0,4.16,1604000.0,-5871000.0,312461000.0,-42512000.0,-82878000.0,4736000.0,7724635000.0,-27961000.0,3854303000.0,,2860212000,1424495000.0,3426194000.0,343986000,-80802000.0,38431000.0,3373002000.0,,-47476000.0,2210358000.0,,1462603000.0,272238000.0,1749271000.0,-7819000.0,2429808000.0,1110941000.0,236981000.0,,2050269000.0,766955000.0,247743000,535121000.0,17293000.0,-103149000.0,,,
2018-09-30,55972000.0,2245000.0,1348914000.0,1473117000.0,-2092289000.0,516850000.0,115644000.0,516850000.0,86402000.0,22353000.0,890113000.0,479521000.0,171017000.0,-1274000.0,1.84,69860000.0,-124997000.0,56340000.0,,-65813000.0,367091000.0,2111000.0,5932183000.0,,301278000.0,204389000.0,2111000.0,-23681000.0,2348839000.0,63871000.0,730215000.0,-164862000.0,312461000.0,54830000.0,56804000.0,103495000.0,257241000,8408000.0,1.82,5355000.0,2111000.0,516850000.0,-31424000.0,-77157000.0,6928000.0,7751677000.0,-81868000.0,3832129000.0,,2831429000,1467332000.0,3441203000.0,189122000,26571000.0,39216000.0,3583344000.0,,-8930000.0,2148399000.0,,1481300000.0,302263000.0,1752194000.0,-1006000.0,2364797000.0,1079235000.0,104377000.0,,2100054000.0,890113000.0,115045000,429818000.0,32278000.0,-58751000.0,,,
