date,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyInventory,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyDilutedAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyDilutedEPS,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1986-12-31,,,227800000.0,261100000.0,-111000000.0,180500000.0,36800000.0,180500000.0,20500000.0,,,,,,,9600000.0,,,,,,,820000000.0,157900000.0,,,,,237400000.0,,,,,,,,-734900000,,,,,,,,,520600000.0,,237900000.0,,295400000,178400000.0,338800000.0,-734900000,,,582600000.0,10400000.0,,22600000.0,100000.0,,,,,59500000.0,,,,582100000.0,,21300000,,,,,,
1987-03-31,,,,,,,,,,,,,,,0.17,,,115588000.0,,,,,,,,,,,,,,,,,115588000.0,,286800000,,0.17,,,,,,,,,,,286800000,,,286800000,,,,,,,,,,,,,,,,,,19000000,,,,,,
1987-06-30,,,,,,,,,,,,,,,0.21,,,115584000.0,,,,,,,,,,,,,,,,,115584000.0,,345300000,,0.21,,,,,,,,,,,345300000,,,345300000,,,,,,,,,,,,,,,,,,24200000,,,,,,
1987-09-30,,,,,,,,,,,,,,,0.2,,,115584000.0,,,,,,,,,,,,,,,,,115584000.0,,351100000,,0.2,,,,,,,,,,,351100000,,,351100000,,,,,,,,,,,,,,,,,,23300000,,,,,,
1987-12-31,,,250500000.0,342200000.0,-129200000.0,58400000.0,42900000.0,58400000.0,35700000.0,,,,,,,7400000.0,,,,,,,832100000.0,165200000.0,,,,,257900000.0,,,,,,,,-825800000,,,,,,,,,519000000.0,,250900000.0,,337700000,200900000.0,379700000.0,-825800000,,,574200000.0,23300000.0,,7000000.0,100000.0,,,,,50000000.0,,,,581200000.0,,24000000,,,,,,
1988-03-31,,,,,,,,,,,,,,,0.22,,,112604000.0,,,,,,,,,,,,,,,,,112604000.0,,346900000,,0.22,,,,,,,,,,,346900000,,,346900000,,,,,,,,,,,,,,,,,,24100000,,,,,,
1988-06-30,,,,,,,,,,,,,,,0.27,,,110848000.0,,,,,,,,,,,,,,,,,110848000.0,,395900000,,0.27,,,,,,,,,,,395900000,,,395900000,,,,,,,,,,,,,,,,,,29100000,,,,,,
1988-09-30,,,,,,,,,,,,,,,0.27,,,110700000.0,,,,,,,,,,,,,,,,,110700000.0,,408100000,,0.27,,,,,,,,,,,408100000,,,408100000,,,,,,,,,,,,,,,,,,29800000,,,,,,
1988-12-31,,,308600000.0,329900000.0,-156600000.0,79200000.0,47300000.0,79200000.0,15500000.0,,,,,,,8000000.0,,,,,,,936200000.0,221300000.0,,,,,316600000.0,,,,,,,,-973100000,,,,,,,,,568100000.0,,300700000.0,,384600000,236800000.0,465200000.0,-973100000,,,619600000.0,27700000.0,,16500000.0,100000.0,,,,,63900000.0,,,,635500000.0,,25900000,,,,,,
1989-03-31,,,,,,,,,,,,,,,0.26,,,110316000.0,,,,,,,,,,,,,,,,,110316000.0,,393600000,,0.26,,,,,,,,,,,393600000,,,393600000,,,,,,,,,,,,,,,,,,27600000,,,,,,
1989-06-30,19600000.0,1100000.0,297100000.0,384500000.0,-169000000.0,26200000.0,45500000.0,26200000.0,15300000.0,100000.0,111700000.0,,49900000.0,,0.28,7900000.0,,108214286.0,,,,,972400000.0,78500000.0,,,,,305000000.0,,137500000.0,,,,108214286.0,30300000.0,57800000,,0.28,,,,,,,610200000.0,,294200000.0,,446900000,231300000.0,466100000.0,48900000,,,667400000.0,32400000.0,,5600000.0,11800000.0,,,286300000.0,,62900000.0,160600000.0,30300000.0,,678200000.0,102800000.0,30300000,,,,,,
1989-09-30,18600000.0,1000000.0,298600000.0,369200000.0,-174400000.0,55300000.0,47300000.0,55300000.0,15500000.0,200000.0,110100000.0,,47400000.0,300000.0,0.27,15200000.0,-6800000.0,106666667.0,,-9600000.0,45600000.0,,985000000.0,86600000.0,36000000.0,29100000.0,0.0,,313800000.0,8100000.0,110800000.0,,0.0,,106666667.0,28800000.0,54700000,,0.27,,,0.0,-9700000.0,-7100000.0,600000.0,631300000.0,0.0,279700000.0,,438400000,212900000.0,473000000.0,46600000,8100000.0,,671200000.0,35500000.0,15300000.0,7600000.0,11900000.0,,,281700000.0,,66800000.0,156700000.0,28800000.0,,705300000.0,102000000.0,28800000,,-100000.0,,,,
1989-12-31,21000000.0,1200000.0,302300000.0,412400000.0,-179200000.0,81400000.0,58300000.0,81400000.0,26600000.0,500000.0,116800000.0,,53900000.0,-600000.0,,7700000.0,-1900000.0,,,-10600000.0,34900000.0,,1065200000.0,99800000.0,24300000.0,26100000.0,2000000.0,,310000000.0,7400000.0,135200000.0,,0.0,,,32900000.0,60600000,,,,,0.0,-6800000.0,-7100000.0,5000000.0,657700000.0,0.0,333500000.0,,448600000,261600000.0,481500000.0,53200000,-19000000.0,,755200000.0,41100000.0,-37500000.0,2800000.0,10800000.0,,,278600000.0,,71900000.0,170000000.0,32900000.0,,731700000.0,109400000.0,32900000,,-1000000.0,,,,
1990-03-31,18600000.0,1600000.0,296700000.0,445600000.0,-187900000.0,69100000.0,58800000.0,69100000.0,26600000.0,600000.0,119200000.0,,47500000.0,0.0,0.27,18300000.0,-6100000.0,107037037.0,1000000.0,-3200000.0,1000000.0,,1081400000.0,78900000.0,-2200000.0,-12300000.0,,,315000000.0,8800000.0,142000000.0,,81400000.0,,107037037.0,28900000.0,55200000,,0.27,-100000.0,,0.0,-7200000.0,-7100000.0,-800000.0,679400000.0,,320300000.0,,447400000,247500000.0,484600000.0,46400000,-38600000.0,,766400000.0,42900000.0,-33200000.0,2700000.0,11300000.0,,,281800000.0,,72800000.0,165600000.0,28900000.0,,761100000.0,110400000.0,28900000,,-4000000.0,,,,
1990-06-30,20700000.0,800000.0,297100000.0,422500000.0,-196400000.0,62300000.0,59600000.0,62300000.0,26300000.0,100000.0,124000000.0,,52800000.0,-7900000.0,0.29,18300000.0,-15200000.0,110689655.0,700000.0,-6000000.0,11200000.0,,1078100000.0,69900000.0,5200000.0,-6900000.0,,,315400000.0,8800000.0,118600000.0,,0.0,,110689655.0,32100000.0,61000000,,0.29,200000.0,,0.0,-2900000.0,-8000000.0,400000.0,703600000.0,,288600000.0,,495700000,214800000.0,493500000.0,52200000,-33100000.0,,762700000.0,40000000.0,29200000.0,2600000.0,11600000.0,,,319500000.0,,73800000.0,176200000.0,32100000.0,,789500000.0,115200000.0,32100000,,3100000.0,,,,
1990-09-30,20300000.0,1600000.0,299200000.0,403300000.0,-204800000.0,108500000.0,55400000.0,108500000.0,21500000.0,300000.0,128100000.0,,51800000.0,0.0,0.29,16500000.0,-33600000.0,108620690.0,200000.0,-9200000.0,89700000.0,,1101100000.0,78800000.0,80500000.0,46300000.0,,,315700000.0,8500000.0,131100000.0,,0.0,,108620690.0,31500000.0,59100000,,0.29,,,0.0,-9800000.0,-8000000.0,-2100000.0,703200000.0,,306200000.0,,503500000,231400000.0,504000000.0,50600000,48800000.0,,785400000.0,41200000.0,25600000.0,7600000.0,11800000.0,,,324800000.0,,74800000.0,178700000.0,31500000.0,,794900000.0,119600000.0,31500000,,-600000.0,,,,
1990-12-31,22100000.0,2400000.0,311600000.0,416700000.0,-209200000.0,147500000.0,51200000.0,147500000.0,22600000.0,600000.0,134200000.0,,56400000.0,100000.0,,22200000.0,-23200000.0,,100000.0,-16600000.0,80900000.0,,1162400000.0,107800000.0,64300000.0,38900000.0,,,333800000.0,7000000.0,138100000.0,,0.0,,,34300000.0,61500000,,,,,0.0,-18800000.0,-7900000.0,-6300000.0,717800000.0,-12600000.0,347000000.0,,488600000,268500000.0,520800000.0,54500000,44800000.0,,828600000.0,43900000.0,-6000000.0,14500000.0,12800000.0,,,299900000.0,,78500000.0,188700000.0,34300000.0,,815400000.0,127200000.0,34300000,,-4200000.0,,,,
1991-03-31,18200000.0,2000000.0,309500000.0,418900000.0,-218200000.0,131700000.0,48400000.0,131700000.0,22600000.0,600000.0,130700000.0,,46500000.0,0.0,0.27,21900000.0,-23500000.0,104814815.0,1100000.0,-7000000.0,14400000.0,,1149300000.0,87500000.0,7400000.0,-15800000.0,,,331400000.0,9100000.0,142700000.0,,147500000.0,,104814815.0,28300000.0,54200000,,0.27,-100000.0,,0.0,-6700000.0,-7800000.0,-2500000.0,723900000.0,-15200000.0,327600000.0,,475900000,252800000.0,527700000.0,45100000,-23600000.0,,817900000.0,44200000.0,-2200000.0,12900000.0,13500000.0,,,300100000.0,,74800000.0,175800000.0,28300000.0,,821700000.0,121600000.0,28300000,,300000.0,,,,
1991-06-30,21300000.0,1500000.0,310800000.0,410700000.0,-226300000.0,93600000.0,50000000.0,93600000.0,22400000.0,500000.0,141100000.0,,54400000.0,0.0,0.31,50400000.0,-12000000.0,106774194.0,1100000.0,-8500000.0,17500000.0,,1173200000.0,83600000.0,9000000.0,-38100000.0,,,361200000.0,8200000.0,147100000.0,,0.0,,106774194.0,33100000.0,61500000,,0.31,0.0,,0.0,-43500000.0,-8300000.0,-1100000.0,744500000.0,-4400000.0,329400000.0,,540300000,253100000.0,537100000.0,53300000,-26100000.0,,812000000.0,42000000.0,11200000.0,12100000.0,14200000.0,,,345900000.0,,76300000.0,194400000.0,33100000.0,,843800000.0,132900000.0,33100000,,-35000000.0,,,,
1991-09-30,19900000.0,1400000.0,310700000.0,406700000.0,-233800000.0,147700000.0,49200000.0,147700000.0,22300000.0,400000.0,144000000.0,,51500000.0,0.0,0.29,48900000.0,-15000000.0,108965517.0,300000.0,-7600000.0,75300000.0,,1207600000.0,100100000.0,67700000.0,54100000.0,,,359600000.0,7700000.0,148500000.0,,0.0,,108965517.0,31600000.0,58200000,,0.29,,,0.0,-6400000.0,-8300000.0,0.0,860700000.0,-6800000.0,346900000.0,,541200000,270900000.0,544500000.0,50500000,32500000.0,,848000000.0,46400000.0,3600000.0,12000000.0,14800000.0,,,346700000.0,,76000000.0,194500000.0,31600000.0,,860700000.0,136300000.0,31600000,,1200000.0,,,,
1991-12-31,22200000.0,2000000.0,311600000.0,443300000.0,-241400000.0,141000000.0,49100000.0,141000000.0,19400000.0,400000.0,141500000.0,,56900000.0,1300000.0,,50700000.0,-38600000.0,,400000.0,-9700000.0,43400000.0,,1216600000.0,108200000.0,33700000.0,-6700000.0,,,362300000.0,8000000.0,152600000.0,,0.0,,,34700000.0,63300000,,,,,0.0,-11400000.0,-8300000.0,2700000.0,760500000.0,-28400000.0,356200000.0,,519700000,280200000.0,553000000.0,55300000,-5000000.0,,854300000.0,42900000.0,-36200000.0,11300000.0,15600000.0,,,322900000.0,,76000000.0,196800000.0,34700000.0,,860400000.0,133500000.0,34700000,,-2100000.0,,,,
1992-03-31,18100000.0,1000000.0,312100000.0,442100000.0,-249300000.0,109400000.0,48300000.0,109400000.0,22300000.0,500000.0,149500000.0,,46400000.0,0.0,0.27,52900000.0,-12300000.0,104814815.0,1600000.0,-8600000.0,-4600000.0,,1204900000.0,88900000.0,-13200000.0,-31500000.0,,,365000000.0,8900000.0,144400000.0,,141000000.0,,104814815.0,28300000.0,54800000,,0.27,-100000.0,,0.0,-14600000.0,-8200000.0,-1200000.0,772400000.0,-8500000.0,331200000.0,,532300000,255600000.0,561400000.0,45900000,-45300000.0,,839900000.0,46000000.0,3200000.0,11200000.0,16100000.0,,,336900000.0,,75600000.0,195400000.0,28300000.0,,873700000.0,140600000.0,28300000,,-6000000.0,,,,
1992-06-30,24100000.0,300000.0,338400000.0,455000000.0,-257600000.0,12300000.0,46900000.0,12300000.0,78700000.0,1000000.0,167500000.0,,60100000.0,0.0,0.34,170500000.0,47600000.0,105882353.0,100000.0,-7600000.0,33200000.0,,1308400000.0,97800000.0,25600000.0,-97200000.0,,,508900000.0,13100000.0,156000000.0,,0.0,,105882353.0,36000000.0,73800000,,0.34,-100000.0,,0.0,-178000000.0,-8700000.0,-2300000.0,799700000.0,0.0,407200000.0,,606300000,332500000.0,596000000.0,60700000,-14600000.0,,799500000.0,44900000.0,-2300000.0,11100000.0,16700000.0,,,378100000.0,,74700000.0,228200000.0,36000000.0,,901200000.0,154400000.0,36000000,,-170400000.0,,,,
1992-09-30,24300000.0,-100000.0,342100000.0,435600000.0,-266200000.0,5100000.0,47100000.0,5100000.0,27300000.0,400000.0,165400000.0,,61400000.0,0.0,0.35,167000000.0,-73100000.0,106000000.0,500000.0,-13400000.0,80900000.0,,1280500000.0,112800000.0,67500000.0,-7100000.0,,,509100000.0,4300000.0,149200000.0,,0.0,,106000000.0,37100000.0,66200000,,0.35,,,0.0,-14900000.0,-8700000.0,-300000.0,815100000.0,-13500000.0,363900000.0,,627200000,289300000.0,608300000.0,61900000,26600000.0,,771400000.0,47400000.0,19400000.0,11000000.0,16500000.0,,,399900000.0,,74600000.0,227300000.0,37100000.0,,916600000.0,165400000.0,37100000,,-1500000.0,,,,
1992-12-31,23500000.0,-100000.0,352700000.0,432200000.0,-274000000.0,44800000.0,41000000.0,44800000.0,25000000.0,500000.0,193600000.0,,59300000.0,-200000.0,,163500000.0,-36000000.0,,4100000.0,-187600000.0,86900000.0,,1310500000.0,138600000.0,-100700000.0,39600000.0,,,516200000.0,22800000.0,151900000.0,,0.0,,,35800000.0,82700000,,,,,0.0,-11300000.0,-8700000.0,-8600000.0,826300000.0,-16600000.0,379300000.0,,598600000,315500000.0,626700000.0,59900000,44700000.0,,794300000.0,51900000.0,3400000.0,6900000.0,15900000.0,,,345100000.0,,63800000.0,253500000.0,35800000.0,,931200000.0,170800000.0,35800000,,175200000.0,,,,
1993-03-31,22400000.0,900000.0,356900000.0,419600000.0,-284400000.0,36400000.0,36500000.0,36400000.0,25700000.0,300000.0,182800000.0,,56500000.0,0.0,0.31,158200000.0,-35200000.0,105483871.0,900000.0,-14600000.0,41600000.0,,1294200000.0,120100000.0,27000000.0,-8400000.0,,,515100000.0,10400000.0,160400000.0,,44800000.0,,105483871.0,32700000.0,66400000,,0.31,5600000.0,,0.0,-14800000.0,-8600000.0,,823700000.0,-27700000.0,365600000.0,,606200000,306200000.0,641300000.0,56000000,-8000000.0,,779100000.0,49300000.0,12600000.0,6400000.0,16500000.0,,,367400000.0,,59400000.0,238800000.0,32700000.0,,928600000.0,172400000.0,34100000,,-200000.0,,,,
1993-06-30,23200000.0,-300000.0,370700000.0,433200000.0,-293200000.0,2700000.0,34300000.0,2700000.0,42700000.0,300000.0,197700000.0,,58600000.0,0.0,0.34,152700000.0,-31000000.0,104117647.0,200000.0,-24100000.0,20700000.0,,1315000000.0,111000000.0,-3400000.0,-33700000.0,,,523400000.0,20400000.0,187500000.0,,0.0,,104117647.0,35400000.0,79800000,,0.34,-5300000.0,,0.0,-23400000.0,-9300000.0,,812300000.0,-38800000.0,398800000.0,,660400000,341200000.0,663900000.0,59400000,-28600000.0,,791600000.0,45800000.0,-13600000.0,6300000.0,17000000.0,,,403300000.0,,57600000.0,257100000.0,35400000.0,,916200000.0,182300000.0,35400000,,700000.0,,,,
1993-09-30,28100000.0,100000.0,390600000.0,448800000.0,-300800000.0,5500000.0,28800000.0,5500000.0,82000000.0,500000.0,199700000.0,,66800000.0,0.0,0.38,147900000.0,-8100000.0,101842105.0,100000.0,-30900000.0,41700000.0,,1358900000.0,134800000.0,10800000.0,2800000.0,,,538500000.0,15800000.0,181600000.0,,0.0,,101842105.0,38700000.0,83000000,,0.38,0.0,,0.0,-30800000.0,-9200000.0,-6900000.0,805000000.0,-38200000.0,451200000.0,,698800000,398400000.0,691400000.0,67200000,-8400000.0,,820400000.0,50100000.0,-15600000.0,6300000.0,17700000.0,,,431900000.0,,52800000.0,266900000.0,38700000.0,,907700000.0,184200000.0,38700000,,100000.0,,,,
1993-12-31,27100000.0,-900000.0,409400000.0,466200000.0,-307400000.0,2600000.0,23000000.0,2600000.0,56000000.0,500000.0,196400000.0,,68100000.0,100000.0,,143400000.0,-33400000.0,,1700000.0,-28800000.0,58500000.0,,1376700000.0,147300000.0,29700000.0,-2900000.0,,,552800000.0,12600000.0,178100000.0,,0.0,,,41600000.0,82200000,,,600000.0,,0.0,-28000000.0,-9200000.0,-10700000.0,837400000.0,0.0,434800000.0,,663000000,381400000.0,716800000.0,69600000,12500000.0,,823900000.0,55200000.0,-17400000.0,6200000.0,24200000.0,,,397000000.0,,53400000.0,266000000.0,41600000.0,,941900000.0,183800000.0,41000000,,300000.0,,,,
1994-03-31,28000000.0,-300000.0,416100000.0,481600000.0,-318800000.0,14200000.0,21000000.0,14200000.0,59600000.0,300000.0,202600000.0,,69500000.0,-100000.0,0.41,139000000.0,-5300000.0,101219512.0,500000.0,-19100000.0,36200000.0,,1432000000.0,143900000.0,17100000.0,11600000.0,,,555100000.0,17200000.0,201100000.0,,2600000.0,,101219512.0,41500000.0,87500000,,0.41,-100000.0,,0.0,-19300000.0,-9100000.0,-2400000.0,869800000.0,,457200000.0,,706400000,404600000.0,734900000.0,70300000,-22700000.0,,876900000.0,57500000.0,-15300000.0,6000000.0,25600000.0,,,433500000.0,,52600000.0,272900000.0,41500000.0,,974800000.0,185400000.0,41500000,,-200000.0,,,,
1994-06-30,28600000.0,400000.0,426600000.0,498100000.0,-330900000.0,12500000.0,19100000.0,12500000.0,91300000.0,700000.0,215400000.0,,70900000.0,100000.0,0.42,134500000.0,22000000.0,100714286.0,400000.0,-23900000.0,300000.0,,1499300000.0,131300000.0,-23600000.0,-1700000.0,,,561100000.0,17800000.0,217500000.0,,0.0,,100714286.0,42300000.0,89000000,,0.42,0.0,,0.0,-24000000.0,-10200000.0,-2300000.0,902000000.0,,491800000.0,,768600000,440100000.0,757500000.0,71200000,-60400000.0,,938200000.0,54800000.0,-16600000.0,6000000.0,26600000.0,,,482000000.0,,51700000.0,286600000.0,42300000.0,,1007500000.0,197600000.0,42300000,,-100000.0,,,,
1994-09-30,29100000.0,-700000.0,441900000.0,527100000.0,-341700000.0,12100000.0,17500000.0,12100000.0,61500000.0,500000.0,213500000.0,,72100000.0,0.0,0.42,130200000.0,-39800000.0,102380952.0,200000.0,-28800000.0,67900000.0,,1530700000.0,142800000.0,39100000.0,-400000.0,,,572100000.0,4600000.0,235100000.0,,0.0,,102380952.0,43000000.0,86400000,,0.42,13100000.0,,0.0,-28500000.0,-10100000.0,-1800000.0,934900000.0,,490100000.0,,779300000,439400000.0,783600000.0,73200000,7100000.0,,958600000.0,61900000.0,-29000000.0,6000000.0,27200000.0,,,492600000.0,,50700000.0,286700000.0,43000000.0,,1040600000.0,200300000.0,43000000,,300000.0,,,,
1994-12-31,15200000.0,-53400000.0,469100000.0,520000000.0,-341100000.0,15300000.0,15200000.0,15300000.0,37500000.0,400000.0,230900000.0,,16200000.0,1400000.0,,102100000.0,-37500000.0,,100000.0,-48600000.0,87000000.0,,1534800000.0,195100000.0,38400000.0,3200000.0,,,571200000.0,27100000.0,226500000.0,,0.0,,,1000000.0,97200000,,,-12900000.0,,0.0,-46200000.0,-10200000.0,-25300000.0,925700000.0,,502000000.0,,768900000,459100000.0,810200000.0,70100000,26200000.0,,963600000.0,82500000.0,-9200000.0,1000000.0,26700000.0,,,467900000.0,,42900000.0,301000000.0,1000000.0,,1032800000.0,203800000.0,1000000,,-200000.0,,,,
1995-03-31,31500000.0,300000.0,476300000.0,535500000.0,-354200000.0,14100000.0,13200000.0,14100000.0,61300000.0,100000.0,232600000.0,,78400000.0,100000.0,0.46,98200000.0,13900000.0,101956522.0,400000.0,-22200000.0,7200000.0,,1572500000.0,169700000.0,-15000000.0,-1200000.0,,,574500000.0,19100000.0,229700000.0,,15300000.0,,101956522.0,46900000.0,97300000,,0.46,-100000.0,,0.0,-22200000.0,-10200000.0,-1800000.0,962400000.0,,502600000.0,,806800000,460700000.0,830500000.0,78200000,-59500000.0,,998000000.0,82900000.0,-15600000.0,1000000.0,27700000.0,,,496000000.0,,41900000.0,310800000.0,46900000.0,,1069900000.0,213500000.0,46900000,,0.0,,,,
