date,quarterlyNetPPE,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyAccumulatedDepreciation,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyOtherShortTermInvestments,quarterlyAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyGoodwill,quarterlyInventory,quarterlyStockholdersEquity,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,quarterlyNetIncome,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlyEndCashPosition,quarterlyCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyEbitda,quarterlyChangeInInventory
2013-12-31,27978141000,30233451000,13943724000,15635341000,382000.0,59988000,-8086487000.0,32677838000,82769284000,5688371000.0,,524988000,1691617000.0,7989018000,50036828000,777883000,9487402000.0,50091446000,45648182000,36064628000.0,1691617000.0,4244776000,0,4388646000,,1079869000,18304422000,28982703000,3157234000,,243062000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,27922442000,40148974000,16401409000,16653378000,127665000.0,47316000,,32108925000,90787563000,5318953000.0,,9771664000,251969000.0,7972542000,58536216000,822395000,9147323000.0,58678638000,54706546000,27922442000.0,636516000.0,3708098000,0,3829670000,,1079349000,22005743000,28350557000,2664323000,,133351000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,28090993000,33754201000,12551444000,12804971000,54309000.0,75317000,-9562262000.0,32625525000,78561321000,4291372000.0,,9771664000,253527000.0,5156712000,46139547000,812715000,3932006000.0,45935796000,43882946000,37653255000.0,-27059000.0,2599980000,25523000,2256601000,,1079686000,18918441000,28075130000,1047391000,,160811000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,27741741000,35147214000,11398220000,11403926000,95916000.0,78394000,,32204284000,80061593000,4176891000.0,,9771664000,5706000.0,4586597000,47616925000,835889000,8689135000.0,47857309000,44505053000,27741741000.0,143565000.0,2985970000,28287000,3111872000,,1079704000,19473394000,27843927000,1939038000,,98467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,26182309000,25848170000,5439436000,5439436000,84251000.0,68678000,-10476318000.0,30462616000,67253511000,3787119000.0,,9771664000,110132000.0,3072376000,36700275000,774303000,8304665000.0,36790895000,33833355000,36658627000.0,157446000.0,3422817000,26547000,2866920000,,1076489000,16125637000,26324643000,1794414000,,66811000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,25338565000,33678166000,7748515000,7748515000,96986000.0,64131000,,29661205000,77464662000,4120765000.0,,9771664000,179498000.0,3979427000,47736380000,767667000,8067823000.0,47803457000,45001212000,25338565000.0,81818000.0,3422110000,26565000,2735168000,,1075471000,17885788000,25652640000,1686573000,,53553000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,24284260000,29046123000,7585981000,7585981000,50375000.0,57254000,-11103579000.0,28576452000,72126000000,5013664000.0,,9771664000,266476000.0,3307508000,41813681000,719877000,9650430000.0,43549548000,39192354000,35387839000.0,72665000.0,2902576000,23865000,2621327000,,1073220000,17886990000,26249345000,1596416000,,83998000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,24780329000,30765752000,5127184000,5127184000,28103000.0,55404000,,29114225000,75544725000,5430795000.0,,9771664000,22638000.0,2799422000,43427010000,744038000,10417061000.0,46430500000,42213819000,24780329000.0,3287000.0,3103858000,23336000,1213191000,,1074699000,21857079000,27778936000,197370000,,48884000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,18789714000,19529877000,10571797000,10571797000,,640592000,-8853241000.0,23553477000,67336717000,,,9771664000,,4149625000,33057923000,648400000,,43783240000,31736644000,27642955000.0,,3138320000,24965000,1321279000,,1382735000,22630782000,29855212000,174181000,,271089000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,18492186000,23954228000,10817579000,11964868000,,626596000,,23586932000,72418264000,2108450000.0,,9796250000,1147289000.0,4198714000,38836909000,638262000,,48831332000,37490449000,18492186000.0,,3270105000,42393000,1346460000,,1387800000,24084124000,29344480000,149448000,,314425000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,19059006000,22146049000,7396978000,7583343000,,612338000,-9583910000.0,24448731000,70565828000,,,9797048000,186365000.0,3003744000,37369899000,643141000,,46117097000,35949515000,28642916000.0,,4102926000,24561000,1420384000,,1518670000,23314434000,28963195000,97010000,,387033000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,20462036000,18408960000,5083956000,5309838000,,600437000,,26100830000,66003437000,,,9797612000,225882000.0,3793100000,32162108000,656952000,,39902607000,30550897000,20462036000.0,,3250384000,40295000,1611211000,,1519833000,22965403000,29232118000,90944000,,387591000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
