date,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyDilutedEPS,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyNetOtherFinancingCharges,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyStockBasedCompensation,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyFreeCashFlow,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,quarterlyRepaymentOfDebt,quarterlyEndCashPosition,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,quarterlyOperatingExpense,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyLongTermDebt,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,quarterlyInventory,quarterlyTaxProvision,quarterlyNonCurrentDeferredRevenue,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyGoodwill
2014-09-30,33864000,0.0,0.11,61830000,2451000.0,92758000.0,113983000.0,9297125000.0,449000,244078000.0,-69548000,-57705000.0,13298000.0,-1452732000.0,6753996000.0,22136000,-12158000,276981000.0,-3866000.0,10749857000.0,99873000,-646000,65545000,1329000.0,210559000,,30928000,0.0,1896000.0,99242000,6076295000.0,244835000.0,-275043000.0,340838000.0,-49019000,677701000.0,21225000.0,-3026000,27030000,9775410000.0,9434572000.0,153650000,306592000,153650000,5216000.0,233418000,0.11,121470000.0,0.0,,-464000,170615000.0,3848000.0,73174000,-53174000,-32371000,92758000,33864000,2434381000.0,133545000,27030000,19624000,5933358000.0,,,,,,,,,,,,,,
2014-12-31,25178000,0.0,0.08,92758000,2966000.0,60595000.0,80910000.0,9253015000.0,-11860000,271904000.0,-73300000,-68179000.0,13059000.0,-1549234000.0,6722099000.0,-18975000,-13500000,239287000.0,-4435000.0,10802249000.0,102522000,-2873000,63348000,3783000.0,196232000,,-32163000,45059000.0,2433000.0,97275000,6042997000.0,272835000.0,-318762000.0,316498000.0,-49019000,679102000.0,20315000.0,-3017000,22948000,9702402000.0,9385904000.0,106920000,314605000,106920000,5072000.0,234102000,0.08,0.0,88028000.0,,-13996000,182424000.0,-2838000.0,80503000,-65783000,-303781000,60595000,25178000,2903710000.0,131580000,23098000,20954000,6042997000.0,,,,,,,,,,,,,,
2015-03-31,31136000,,0.1,60595000,2985000.0,68184000.0,88212000.0,9174599000.0,3675000,296189000.0,-73476000,-40411000.0,12852000.0,-1628329000.0,6686461000.0,-23723000,-23510000,,-6838000.0,10802928000.0,94190000,-4200000,62564000,4499000.0,202244000,,7589000,0.0,12951000.0,95014000,6059258000.0,297715000.0,-355872000.0,328700000.0,-67079000,627203000.0,20028000.0,-2951000,30419000,9639179000.0,9310479000.0,112937000,315293000,112937000,5056000.0,235944000,0.1,0.0,0.0,-2608000.0,-490000,178801000.0,-1678000.0,79349000,-31872000,-841043000,68184000,31136000,2895298000.0,141754000,30423000,30715000,6059258000.0,,,,,,,,,,,,,,
2015-06-30,55167000,,0.18,68184000,2985000.0,42735000.0,62769000.0,9167136000.0,9382000,298464000.0,-108537000,-109742000.0,14115000.0,-1711841000.0,6635261000.0,19608000,-1509000,,-6136000.0,10878977000.0,110219000,-5451000,62158000,5406000.0,221766000,,-25449000,0.0,2597000.0,93534000,5998651000.0,298994000.0,-369194000.0,293291000.0,-67159000,636610000.0,20034000.0,-2728000,54106000,9577504000.0,9284213000.0,158456000,312111000,158456000,5039000.0,237470000,0.18,0.0,0.0,-8937000.0,7106000,169359000.0,2542000.0,74641000,-75368000,-336869000,42735000,55167000,2885094000.0,127251000,54112000,20285000,5998651000.0,,,,,,,,,,,,,,
2015-09-30,54819000,,0.18,42735000,2985000.0,37983000.0,62572000.0,9111681000.0,-2555000,298464000.0,-92523000,-49518000.0,17134000.0,-1798676000.0,6595936000.0,-4950000,-2975000,,-6227000.0,10910357000.0,113179000,-9669000,61567000,5109000.0,218825000,,-4752000,0.0,3811000.0,92509000,5969336000.0,298936000.0,-382797000.0,287249000.0,-67160000,626600000.0,24589000.0,-1951000,53767000,9527623000.0,9240374000.0,140531000,313025000,140531000,5047000.0,239601000,0.18,0.0,0.0,-12387000.0,3207000,171914000.0,1318000.0,73424000,-52760000,-674378000,37983000,54819000,2874891000.0,126422000,53773000,22030000,5969336000.0,,,,,,,,,,,,,,
2015-12-31,56414000,,0.18,37983000,2991000.0,69528000.0,92529000.0,9067313000.0,-8673000,298868000.0,-61488000,-42471000.0,17197000.0,-1880685000.0,6577705000.0,-22505000,-1479000,258893000.0,-2509000.0,10947998000.0,112075000,-4958000,58723000,6427000.0,217648000,,31545000,0.0,3972000.0,89121000,5974266000.0,299697000.0,-400945000.0,314477000.0,-66883000,603439000.0,23001000.0,-1775000,55262000,9498007000.0,9183530000.0,122101000,325551000,122101000,5019000.0,242577000,0.18,0.0,88998000.0,-16528000.0,3062000,180486000.0,-507000.0,82974000,-29068000,-388303000,69528000,56414000,2869783000.0,130502000,55412000,25424000,5974266000.0,,,,,,,,,,,,,,
2016-03-31,61549000,,0.2,69528000,2992000.0,105822000.0,128988000.0,8990042000.0,10589000,299180000.0,-40649000,-36340000.0,17283000.0,-1957169000.0,6560182000.0,-33528000,-1297000,,-2448000.0,10947211000.0,119719000,-6893000,57443000,6810000.0,219471000,-1165000.0,36294000,0.0,-1582000.0,89461000,6007397000.0,299379000.0,-413445000.0,343097000.0,-73447000,552785000.0,23166000.0,-1898000,60477000,9465258000.0,9122161000.0,114002000,323104000,114002000,5023000.0,243662000,0.2,0.0,0.0,-5310000.0,-727000,169898000.0,-636000.0,79442000,-37059000,-4740000,105822000,61549000,2853218000.0,123943000,60477000,20724000,6007397000.0,,,,,,,,,,,,,,
2016-06-30,65470000,,0.21,105822000,3011000.0,114272000.0,143024000.0,8929664000.0,-38000,299872000.0,-115637000,-47299000.0,17122000.0,-2034045000.0,6526748000.0,7474000,-2586000,,-1281000.0,10963709000.0,115322000,-10468000,56184000,4899000.0,217472000,-1918000.0,8450000,0.0,6160000.0,86720000,5966533000.0,300204000.0,-423018000.0,360709000.0,-73394000,560215000.0,28752000.0,-1488000,64447000,9427789000.0,9067080000.0,156457000,310057000,156457000,5028000.0,239959000,0.21,0.0,115266000.0,-10304000.0,6332000,169824000.0,-36000.0,70098000,-32370000,-770807000,114272000,65470000,2866042000.0,124637000,64456000,27198000,5966533000.0,,,,,,,,,,,,,,
2016-09-30,57805000,,0.19,114272000,3043000.0,31143000.0,57723000.0,8859761000.0,-6509000,303013000.0,-184007000,-58962000.0,41232000.0,-2100229000.0,6424175000.0,-2105000,-10282000,,-15000.0,10959990000.0,117382000,-17811000,57855000,19913000.0,213997000,-123000.0,-83129000,0.0,3463000.0,88982000,5857431000.0,303521000.0,-440348000.0,279471000.0,-73786000,566744000.0,26580000.0,-620000,57483000,9312709000.0,9033238000.0,148080000,318577000,148080000,5044000.0,239724000,0.19,0.0,0.0,-17487000.0,-1722000,176086000.0,-876000.0,78853000,-47202000,-895371000,31143000,57805000,2884155000.0,122342000,57492000,21787000,5857431000.0,,,,,,,,,,,,,,
2016-12-31,93318000,,0.31,31143000,3043000.0,51402000.0,76975000.0,8842004000.0,-2476000,304292000.0,-93414000,-96660000.0,40315000.0,-2167054000.0,6392525000.0,-10677000,-185000,,21519000.0,11009058000.0,126701000,-11153000,55189000,12025000.0,241175000,-98000.0,20259000,0.0,3528000.0,84409000,5838889000.0,305192000.0,-426552000.0,306658000.0,-74578000,553636000.0,25573000.0,399000,93053000,9319685000.0,9013027000.0,148656000,324034000,148656000,7921000.0,244511000,0.31,0.0,0.0,,21806000,178216000.0,-8185000.0,79523000,-34983000,-83553000,51402000,93318000,2922884000.0,117810000,93203000,22539000,5838889000.0,,,,,,,,,,,,,,
2017-03-31,71655000,,0.23,102869000,3049000.0,59883000.0,84613000.0,8870259000.0,-3593000,304569000.0,2510000,-144071000.0,42693000.0,-2226018000.0,6437481000.0,-50369000,-1009000,,24139000.0,11096277000.0,125976000,-7502000,55731000,8335000.0,221317000,-2463000.0,1513000,0.0,2126000.0,86135000,5924834000.0,304795000.0,-434453000.0,310651000.0,-79493000,512647000.0,24730000.0,460000,71569000,9359098000.0,9048447000.0,108150000,325806000,108150000,7963000.0,241914000,0.23,0.0,0.0,-12321000.0,1410000,181539000.0,0.0,83892000,-109147000,-452961000,104382000,71655000,2920969000.0,115938000,71579000,20957000,5924834000.0,,,,,,,,,,,,,,
2017-06-30,75438000,,0.25,104382000,3049000.0,54479000.0,79254000.0,8734523000.0,-10335000,304914000.0,-186063000,-42618000.0,56744000.0,-2280581000.0,6381326000.0,15012000,-8299000,,21027000.0,11015104000.0,123854000,-5473000,57443000,5380000.0,229751000,-198000.0,18262000,0.0,2848000.0,89297000,5819948000.0,305115000.0,-439213000.0,366660000.0,-79310000,561378000.0,24775000.0,912000,75389000,9297074000.0,8930414000.0,174037000,322818000,174037000,7972000.0,245729000,0.25,0.0,0.0,,9027000,219241000.0,0.0,77089000,30288000,-839736000,122644000,75438000,2915748000.0,121875000,75438000,23248000,5819948000.0,,,,,,,,,,,,,,
2017-09-30,83380000,,0.27,122644000,3049000.0,29978000.0,58818000.0,8610429000.0,-1747000,304936000.0,-184276000,-65137000.0,51920000.0,-2320090000.0,6274879000.0,-14030000,-3261000,561191000.0,20054000.0,10930519000.0,120622000,-11023000,57410000,6925000.0,235029000,-53000.0,19374000,0.0,2864000.0,86596000,5713688000.0,305176000.0,-435458000.0,390731000.0,-79303000,561191000.0,28840000.0,1376000,83380000,9196220000.0,8805489000.0,138926000,314496000,138926000,0.0,238915000,0.27,561191000.0,0.0,,20168000,219873000.0,12369000.0,75581000,64724000,-441659000,142018000,83380000,2921341000.0,118293000,83380000,22838000,5713688000.0,,,,,,,,,,,,,,
2017-12-31,69896000,,0.23,142018000,3046000.0,56938000.0,84944000.0,8560421000.0,-10783000,304892000.0,-123330000,-141534000.0,75103000.0,-2361070000.0,6245578000.0,-25267000,44000,569340000.0,24211000.0,10921491000.0,124941000,-4265000,56076000,4983000.0,215960000,-5872000.0,-31241000,0.0,2639000.0,83366000,5676238000.0,305265000.0,-449375000.0,370894000.0,-79283000,569340000.0,28006000.0,1411000,69896000,9153926000.0,8783032000.0,130828000,320060000,130828000,0.0,241433000,0.23,569340000.0,0.0,,1031000,232111000.0,0.0,78627000,-38739000,-93219000,110777000,69896000,2908348000.0,116492000,69896000,25204000,5676238000.0,,,,,,,,,,,,,,
2018-03-31,61022000,,0.2,110777000,3028000.0,27332000.0,54395000.0,,12171000,304158000.0,-170694000,-76803000.0,50406000.0,,6126282000.0,-28755000,-184000,504171000.0,28898000.0,,120736000,-3655000,55171000,4496000.0,206576000,-29765000.0,-18008000,,2484000.0,83559000,5622111000.0,304278000.0,-471832000.0,339144000.0,-84165000,504171000.0,27063000.0,1554000,61022000,8987858000.0,8648714000.0,124450000,317175000,124450000,27063000.0,235960000,0.2,504171000.0,,,-4543000,219312000.0,,81215000,28236000,-54858000,92769000,61022000,2861576000.0,115224000,61022000,22426000,5622111000.0,,,,,,,,,,,,,,
2018-06-30,80362000,,0.26,92769000,3026000.0,53418000.0,84644000.0,,-3474000,302776000.0,-226798000,-51288000.0,97303000.0,,5993576000.0,3763000,-256000,510222000.0,28363000.0,,120599000,-12869000,55200000,8701000.0,226896000,-3500000.0,8855000,,2784000.0,83336000,5483354000.0,302934000.0,-475054000.0,352842000.0,-83411000,510222000.0,31226000.0,1702000,80362000,8850547000.0,8497705000.0,155903000,313030000,155903000,31226000.0,234202000,0.27,510222000.0,,,14963000,219992000.0,,78828000,79750000,-174498000,101624000,80362000,2856971000.0,113603000,80362000,21320000,5483354000.0,,,,,,,,,,,,,,
2018-09-30,147346000,,0.49,101624000,2999000.0,19607000.0,50332000.0,,-7281000,302170000.0,-528518000,,124491000.0,,5623176000.0,-27850000,-28577000,,27121000.0,,120314000,-11399000,55364000,11879000.0,287893000,-48670000.0,-36605000,,2738000.0,79361000,5106708000.0,302382000.0,-410580000.0,326526000.0,-83310000,516468000.0,30725000.0,1436000,147184000,8497438000.0,8170912000.0,119829000,306480000,119829000,30725000.0,229800000,0.49,,,,82396000,230782000.0,,76680000,372084000,-797952000,65019000,147346000,2874262000.0,109486000,147346000,21209000,5106708000.0,,,,,,,,,,,,,,
2018-12-31,77554000,,0.26,65019000,2985000.0,41745000.0,71988000.0,,-13728000,299112000.0,-345294000,,34903000.0,,5406322000.0,4514000,-27581000,,15973000.0,,103150000,-5173000,49290000,5804000.0,212189000,-22765000.0,-14254000,,1372000.0,79423000,4885863000.0,299438000.0,-416188000.0,312206000.0,-82525000,520459000.0,30243000.0,2761000,77554000,8242421000.0,7930215000.0,141507000,297655000,141507000,30243000.0,220760000,0.26,,,,23694000,228297000.0,,76895000,189533000,-497409000,50765000,77554000,2836099000.0,117610000,77554000,28641000,4885863000.0,,,,,,,,,,,,,,
2019-03-31,62900000,,0.21,50765000,2980000.0,349000.0,29983000.0,,-816000,298599000.0,-112363000,,74178000.0,,5391159000.0,-47762000,-133000,,6048000.0,,105717000,-5246000,46666000,5977000.0,194961000,-11586000.0,-47359000,,2641000.0,80497000,4873065000.0,299029000.0,-439101000.0,278524000.0,-84097000,518094000.0,29634000.0,3082000,62900000,8183930000.0,7905406000.0,96838000,291139000,96838000,,216555000,0.21,,,,3849000,236391000.0,,74584000,-31834000,-65000000,3406000,62900000,2792771000.0,110838000,62900000,25443000,4873065000.0,,,,,,,,,,,,,,
2019-06-30,68960000,,0.23,3406000,2978000.0,10809000.0,26622000.0,,-6812000,298140000.0,-36869000,,63713000.0,,5456342000.0,8313000,-3269000,,-7887000.0,,111741000,-18956000,48475000,32965000.0,199028000,-2977000.0,9850000,,2970000.0,76845000,4925537000.0,298893000.0,-453968000.0,282837000.0,-83675000,530805000.0,15813000.0,3231000,68786000,8220523000.0,7937686000.0,154169000,291005000,154169000,,218509000,0.23,,,,5694000,221683000.0,,72496000,-107450000,-472000000,13256000,68960000,2764181000.0,106768000,68960000,25175000,4925537000.0,,,,,,,,,,,,,,
2019-09-30,80854000,,0.27,13256000,2978000.0,29072000.0,48181000.0,,-5904000,298031000.0,-159442000,,60260000.0,,5400798000.0,253000,-3287000,,-13207000.0,,112317000,-11843000,47698000,8567000.0,211389000,0.0,18225000,,3236000.0,78358000,4852510000.0,298879000.0,-456939000.0,280099000.0,-83562000,548288000.0,19109000.0,2733000,80678000,8160161000.0,7880062000.0,148926000,292965000,148926000,,219704000,0.27,,,,16235000,223323000.0,,73261000,28741000,-504000000,31481000,80854000,2759363000.0,107387000,80854000,24550000,4852510000.0,,,,,,,,,,,,,,
