date,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyOperatingExpense,quarterlyCashAndCashEquivalents,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyCommonStockIssuance,quarterlyIncomeTaxPayable,quarterlyOtherNonCurrentAssets,quarterlyCurrentAssets,quarterlyOtherIncomeExpense,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,quarterlyCurrentDebt,quarterlyOtherCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyResearchAndDevelopment,quarterlyAccountsReceivable,quarterlyGrossProfit,quarterlyEbitda,quarterlyAccumulatedDepreciation
2003-09-30,9558090.48,869487.15,-1390081.3,,42444512.46,-846759.7,13813317.63,22114299.82,-10296681.84,4053877.82,12718597.16,514146939.72,189632580.81,13736340.25,12718597.16,1972.42,296810583.04,,29993243.87,-10478602.15,104135432.27,-5674545.98,,0.013654,10421286.31,29993243.87,198359490.4,13979500.95,,156587810.0,0.0,34891826.82,243160.7,,-816860.2,0.013654,59504.05,7000000.0,-4898582.95,561267.47,-29899.5,198359490.4,-1261746.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,6050331.57,1756855.91,18470306.67,,47610431.86,30123104.4,31084789.33,47445939.09,-5283847.56,6857334.46,27344820.94,582178621.92,223169664.4,32060970.13,27344820.94,4193375.07,325358922.98,,96923638.21,20994084.51,216276575.13,4386264.41,,,8175263.04,96923638.21,42491143.52,32491613.54,,156587810.0,-91090000.0,29993243.87,430643.41,,-1029939.99,,96634135.59,-20201598.41,66930394.34,24791605.36,31153044.39,42491143.52,20518526.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,11931683.55,1443502.21,-2151935.0,,63786908.88,-9626388.09,18990074.03,42191312.99,-10434520.0,1694067.6,16176477.02,567080434.13,187767641.07,18854027.53,16176477.02,-247812.09,342071616.19,,123540190.62,70296109.4,237904731.71,1894992.25,,0.017366,13263208.31,123540190.62,36822902.77,18984602.93,,156587810.0,-30078438.67,96923638.21,130575.4,,-1583123.22,0.017366,96143963.23,-3405918.45,26616552.41,82561564.71,-8043264.87,36822902.77,-8407864.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,7501759.38,1410550.13,-14080106.63,,61733932.29,-26152461.25,44837947.83,39116768.4,8309600.0,1906833.23,37093975.91,674956880.71,265336661.55,43116270.61,37093975.91,1994333.92,371336201.6,,167562871.1,-14452602.81,278061455.65,-6505428.81,,,8824724.73,167562871.1,66854630.72,43317618.06,,250540496.0,-6000000.0,123540190.62,201347.45,,-23399472.67,,95656890.87,1308378.5,44022680.48,-1522374.06,-2752988.58,66854630.72,-8721898.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,7041140.64,1791933.63,-1667911.16,,101437435.47,-12871964.12,43834967.2,30871183.26,0.0,953973.68,39703503.18,688758079.36,224003557.66,44528231.22,39703503.18,1357224.18,411041999.78,,117737458.99,-4485379.22,324768750.65,-9272249.58,,0.042623,8475155.11,117737458.99,76673401.88,44673017.2,,250540496.0,-99083831.96,167562871.1,144785.98,,-8841590.94,0.042623,101750822.37,23442083.41,-49825412.11,2998987.54,-4030373.18,76673401.88,-5908727.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,11752112.62,1635519.36,4790361.51,,115280510.82,-1678579.77,85548569.25,59288931.63,-15344742.5,2440200.73,73168286.46,777766999.55,226129268.57,83230086.27,73168286.46,76619470.16,485021136.49,,140453717.04,2136128.2,343866791.75,1180782.54,,,13492718.35,140453717.04,56535837.65,86285372.46,,250540496.0,-107837729.37,117737458.99,3055286.19,,2679523.14,,99829432.35,-12286043.46,22716258.05,17874843.48,-4358102.91,56535837.65,-8763586.71,,1617000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,10556807.0,1440465.49,-1440700.0,,135671830.38,-34722235.48,23672488.77,49337331.57,,1613824.55,20391319.56,767206207.03,190060397.98,23508078.07,20391319.56,-48558.0,505412456.05,,93811927.3,26228978.2,369440405.88,-1589800.27,,0.021891,12118140.53,93811927.3,58161840.07,23675445.94,,250540496.0,-50000000.0,140453717.04,167367.87,,-6292167.54,0.021891,99313973.07,2000000.0,-46641789.74,32560000.0,-28430067.94,58161840.07,-29418914.75,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,11514120.96,1906361.15,-1788858.5,,150524302.37,-13007653.75,44858285.13,70502818.12,,1523673.98,39906521.99,795235440.59,174257534.56,44262096.98,39906521.99,0.0,545318978.04,,68015415.05,-12769194.9,415769862.64,4017498.14,,,13159021.65,68015415.05,75620404.41,45467658.31,,275594546.0,-16000000.0,93811927.3,1205561.33,,-12769194.9,,98767485.3,0.0,-25796512.25,0.0,-238458.85,75620404.41,-1606335.64,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,10641758.61,1442287.57,-1479300.5,,193255285.02,901725.63,45075693.86,58419703.68,,1687965.75,42730982.65,862954173.28,192264512.22,49711755.02,42730982.65,-27814.0,588049960.69,,81233638.66,4327579.48,451461331.77,-7923248.97,,0.045873,12099324.9,81233638.66,76419889.81,48540960.88,,275594546.0,-6000000.0,68015415.05,-1170794.14,,-5467974.9,0.045873,98222550.84,0.0,13218223.61,9823368.38,6369700.53,76419889.81,-957470.31,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,16268236.79,2554495.87,-1193340.04,,200608538.39,38010930.65,40796121.8,88293686.42,,2119288.46,35103412.66,914425570.91,205753070.59,41553424.57,35103412.66,-26220.5,619672805.66,,96151783.62,-23323708.02,504184080.36,-227985.75,,,17660811.5,96151783.62,65732208.25,41163931.63,,275594546.0,-80000000.0,81233638.66,-389492.94,,9930818.9,,97691421.34,-3944269.06,14918144.96,32657670.32,28080111.75,65732208.25,23641009.47,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,14542940.95,1501228.01,-3508450.0,,220977123.24,-39321584.48,23957604.85,104352527.6,,1741793.02,20368584.85,989055595.34,243965657.11,23377437.89,20368584.85,-30433.0,640041390.51,,53286258.21,-2375056.0,530866653.88,-2399074.23,,0.028426,16148042.9,53286258.21,65019095.62,23992887.1,,275594546.0,-5000000.0,96151783.62,615449.21,,-2344823.0,0.028426,112180036.05,0.0,-42865525.41,,-36976761.48,65019095.62,-36651943.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,13722265.0,694813.45,-10086596.38,,165352201.48,-7343161.16,40026810.27,100823139.68,,2027084.28,35321278.62,1035687942.8,255677834.96,39305888.49,35321278.62,3377875.28,667572260.35,,66817761.62,-7546349.05,566224173.02,-4695406.18,,,15569227.58,66817761.62,84243643.06,40470745.27,,358272910.0,-5000000.0,53286258.21,1164856.78,,-16210911.0,,111684003.89,0.0,13531503.41,,8867749.84,84243643.06,7747082.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,13131349.18,3534977.77,-3558826.61,,203957525.28,-6699906.14,44145944.38,99745272.22,0.0,1874700.88,38605323.8,1083871459.41,261249436.89,43265814.79,38605323.8,-472250.0,706824194.55,,115800137.99,58159342.66,603077007.51,-5235290.48,,0.053877,15876639.82,115800137.99,84248895.68,43837341.25,,358272910.0,-99459598.87,66817761.62,571526.46,,-1393175.0,0.053877,111204897.99,0.0,48982376.37,60024767.66,-5306731.14,84248895.68,-7866357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,25867484.33,2791747.1,-2235539.25,,237928779.81,24289812.14,90374189.89,88323043.99,,12585181.36,67862547.84,1190817600.54,290115085.66,79534218.67,67862547.84,64020.0,774998391.3,,171370598.43,14891941.35,666775449.0,-7277249.72,,,28310349.08,171370598.43,70332221.75,81913093.46,,358272910.0,-29640401.13,115800137.99,2378874.79,,11783578.94,,109933092.09,-2984598.87,55570460.44,2958554.41,12506233.2,70332221.75,10750026.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,14859319.61,,-2430249.66,,242323262.87,-45388407.19,3889921.15,103447607.76,-240030.0,,4394483.06,1186686377.32,274052155.63,3549051.95,4394483.06,538202.8,787324000.08,,96499682.71,-616387.4,688855800.82,,714550091.0,0.00615,17695691.05,96499682.71,69900276.74,3828206.07,,358272910.0,-32000000.0,171370598.43,279154.12,,-916160.2,0.00615,109411286.19,0.0,-74870915.72,538202.8,-44472246.99,69900276.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,994595582.92,,,,2431552643.0,29443327542.06,3285475324.67,4427741097.4,-102539130.0,,2036440705.57,57433312473.62,50593821722.66,2073226910.88,2036440705.57,238090693.64,6680023956.3,,50061376536.8,75544759.73,3155537349.25,,,,1446198740.23,52442123754.56,903347695.3,3259262171.62,,3389272910.0,,96499682.71,1186035260.74,,-118942604.91,,156409346.85,-76406093.51,30290790537.3,299005245.47,29562270146.97,903347695.3,,17019.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,691136106.51,,,6742261347.0,4487942353.86,184884579.49,2734867256.28,3581624546.67,-57857685.76,,2056389710.86,60990005441.58,51749967512.58,2086938742.62,2056389710.86,-30000000.0,9025377115.88,,50074731542.33,-140085593.36,4899261696.03,,6742261347.0,0.305,810765283.51,52679580426.18,921938571.97,2742332367.89,,3389272910.0,,50061376536.8,655393625.27,,-55088400.83,0.305,158853230.33,23330000.0,13355005.53,2860493.23,239972980.32,921938571.97,,7897.89,23330000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,1567008475.2,,0.0,,4120162985.0,6996475905.71,1300088752.47,2850509317.81,-83856241.79,,1359496306.57,95345162921.41,58461539305.18,1396416254.14,1359496306.57,708041168.72,36632307490.68,,83782228432.29,546885423.22,6625548771.0,,,,1632385678.28,86911437121.99,985400047.97,1788664847.72,,4113910590.0,,50074731542.33,392248593.58,,-159700250.23,,178853623.85,25901549489.62,33599840259.49,82400746.52,7156176155.94,985400047.97,,,25901549489.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,556462601.91,,,8162601407.0,5018049139.74,-4828951733.25,1237348459.48,1889212150.19,-451328.79,,897886154.75,87918894788.41,50586715843.01,936258683.3,897886154.75,750999.93,37044756250.31,,79064093028.33,107488673.73,3917837471.62,,8162601407.0,0.11,675637207.48,82434786345.44,1002040901.73,1238641727.05,,4113910590.0,,83782228432.29,302383043.75,,-65667357.75,0.11,176487085.33,,-4718135403.96,173607360.27,-4763284375.5,1002040901.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,533724136.73,,,,4485967406.55,9341025673.89,1516571420.43,2077854185.38,-1364066537.86,,1113482502.8,97110090965.09,59364543323.09,1135915503.85,1113482502.8,72856942.96,37491072488.94,,87223336888.13,-795961073.26,7470954193.93,,,,628963048.39,87999426078.72,1014278860.2,1512620205.65,,8227821180.0,,79064093028.33,376704701.8,,-64359606.35,,179576761.32,,8159243859.8,630332858.22,9405385280.24,1014278860.2,,718096644.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,601657183.61,,-54119231.19,8007127216.0,5126537583.86,-27135609211.86,869121376.53,1518691263.53,-1149911059.08,,640570177.31,75067418083.8,37054820944.26,655788817.36,640570177.31,1059011.98,37744908053.63,,59901064260.56,-196483621.29,12763540383.98,,8007127216.0,0.08,666777393.77,60556774941.15,1019311926.68,868288130.74,,8227821180.0,,87223336888.13,212499313.38,,-75699986.45,0.08,192162633.78,0.0,-27322272627.57,1028068412.26,-27059909225.41,1019311926.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,1260754619.01,,54119231.19,,4788338275.87,-1061533485.4,41019227.82,1423244587.2,-358582720.69,,649713829.91,74686018276.38,36049024194.88,657055986.2,649713829.91,20045252.42,38361988009.28,,58760294926.77,-165802086.69,12196435623.29,,,,1319378107.95,60366895616.08,983848316.41,78310758.76,,8227821180.0,,59901064260.56,-578745227.44,,-88065687.25,,195975043.11,0.0,-1140769333.79,260801068.83,-973467798.15,983848316.41,,480815351.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,420339680.3,,,8300258358.0,5784369278.85,12212029535.39,1276576807.09,1762875346.34,-282715164.04,,996031002.98,86120603401.72,46078238391.03,1011031027.34,996031002.98,1020493.51,39750183866.73,,72036832824.14,1027408289.04,10059201496.25,,8300258358.0,0.12,500489681.02,73776267737.85,972903977.59,1329031916.88,,8227821180.0,,58760294926.77,318000889.54,,-39039585.33,0.12,191764241.32,,13276537897.37,1348142544.9,12251069120.72,972903977.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,560091043.43,,,,6418128954.53,-4944757734.15,1675546679.5,2337617081.52,-1065691598.56,,1456541793.68,82403459675.27,41431834480.07,1482267470.72,1456541793.68,2363560.31,40700918484.22,,65564589615.55,-1020238227.83,12425403391.48,,,,680410140.18,67458141897.29,959177961.23,1794949266.94,,8227821180.0,,72036832824.14,312681796.22,,-38160969.49,,188796865.47,,-6472243208.59,81250779.91,-4906596764.66,959177961.23,,624931350.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,953144867.46,,-1052711.55,8537571445.0,7528013242.35,16524323531.36,1462657257.18,2529552921.96,-3251533908.54,,1109884287.82,100875666221.16,58682509045.08,1135077129.21,1109884287.82,4858266.35,41898531110.23,,79511977063.61,-2288042411.56,15662764895.16,,8537571445.0,0.13,1083689324.05,83029933529.74,941547700.14,1461150584.97,,8227821180.0,,65564589615.55,326073455.76,,-41433982.94,0.13,187064504.51,0.0,13947387448.06,1000067213.57,16565757514.3,941547700.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,1791628135.31,,-910447.05,,7218380173.65,10720786689.56,1315210440.94,3243708942.12,-461659428.4,,985768380.06,120726512858.68,76207917986.91,1033364998.12,985768380.06,2787844450.62,43413960157.89,,93758887336.36,2968759729.27,19777404533.43,,,,1942036924.53,95616002219.31,993401745.96,1396695112.3,,8227821180.0,-527859817.14,79511977063.61,363330114.18,,-122162982.56,,275662077.2,0.0,14246910272.75,764737689.61,10842949672.12,993401745.96,,90186.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,815318067.1,,-3875080.38,8428651844.0,8229818394.9,1454598697.34,1333364406.18,2216358453.16,-826031306.04,,1011438221.25,119833169380.72,74007248127.87,1057595205.6,1011438221.25,315553.95,44730372987.25,,95013469145.34,-757517908.07,16077436324.96,,8428651844.0,0.12,903300692.46,97413346570.32,991054794.3,1375575351.76,,8227821180.0,,93758887336.36,317980146.16,,-59538575.26,0.12,267428146.78,6531679.66,1254581808.98,127736419.28,1514137272.6,991054794.3,,389804.17,6531679.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,946011270.51,,-6027580.35,,7414792411.71,-17559493568.06,1101542867.88,2126426867.98,-2209039143.0,,830538252.81,109002733949.91,65202745301.82,867740286.04,830538252.81,366946.27,42749041252.48,,78474820799.95,-192803445.82,18644748532.94,,,,1046892325.38,80973421597.1,1012924409.77,1099871056.08,,8227821180.0,,95013469145.34,232130770.04,,-128880084.19,,281915200.15,5348.84,-16538648345.39,2144748835.1,-17430613483.87,1012924409.77,,67633.37,5348.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,1073901914.08,,-1652583597.0,8287705452.0,8326440011.45,-11301888311.68,1263773713.47,2402913367.24,-818907651.19,,911647599.74,110191941924.5,65476989314.65,963083259.42,911647599.74,2728656.87,43604738490.67,,72545758414.11,94266737.81,17572992984.2,,8287705452.0,0.11,1157932412.87,75387157660.78,1000053814.97,1273521644.38,,8227821180.0,,78474820799.95,310438384.96,,-67007401.19,0.11,278010809.93,1745700.0,-5929062385.84,977453133.32,-11234880910.49,1000053814.97,,284386.2,1745700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
