date,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccumulatedDepreciation,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyOtherCurrentAssets,quarterlyLongTermDebt,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyOtherNonCurrentLiabilities,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation
2012-03-31,-3000000.0,338000000,1509000000.0,2205000000.0,-6063000000.0,2000000,3352000000.0,3000000.0,567000000,,-910000000.0,-309000000.0,336000000.0,347000000.0,27000000.0,201000000.0,934000000,12246000000.0,,156000000.0,3304000000.0,5000000.0,842000000.0,0.0,18752000000,582000000.0,5867000000.0,-32000000.0,1521000000,302000000.0,596000000,596000000,9216000000.0,0.85,6889000000.0,596000000,700000000.0,263000000,1186000000,-7000000.0,-87000000.0,2205000000.0,-311000000.0,192000000.0,-770000000.0,16090000000.0,-850000000.0,639000000.0,,9201000000.0,20273000000,,954000000,18309000000.0,11580000000.0,1407000000.0,0.855,-874000000.0,696000000.0,0.0,,38000000.0,13726000000.0,25306000000.0,7803000000.0,4000000.0,230000000.0,3079000000.0,22000000.0,17000000.0,2205000000.0,-862000000.0,,,,,
2012-06-30,-3000000.0,476000000,1823000000.0,1895000000.0,-6275000000.0,9000000,4030000000.0,-9000000.0,676000000,,-92000000.0,-326000000.0,334000000.0,269000000.0,5000000.0,204000000.0,1290000000,12414000000.0,,73000000.0,3316000000.0,6000000.0,925000000.0,0.0,18274000000,604000000.0,4708000000.0,-665000000.0,1974000000,302000000.0,814000000,814000000,10326000000.0,1.19,6787000000.0,814000000,682000000.0,376000000,1534000000,-4000000.0,-85000000.0,1895000000.0,-487000000.0,136000000.0,-1196000000.0,14355000000.0,0.0,961000000.0,,7568000000.0,20248000000,,1298000000,18689000000.0,10706000000.0,2136000000.0,1.195,-310000000.0,680000000.0,0.0,,-57000000.0,13975000000.0,24681000000.0,6155000000.0,4000000.0,236000000.0,2205000000.0,47000000.0,19000000.0,1895000000.0,-497000000.0,,,,,
2012-09-30,-6000000.0,646000000,1954000000.0,3387000000.0,-6519000000.0,8000000,3889000000.0,-3000000.0,617000000,,-106000000.0,-331000000.0,305000000.0,1833000000.0,22000000.0,77000000.0,1870000000,12532000000.0,-27000000.0,139000000.0,3329000000.0,138000000.0,930000000.0,0.0,18737000000,709000000.0,5101000000.0,142000000.0,2505000000,300000000.0,1224000000,1224000000,11467000000.0,1.795,6808000000.0,1224000000,680000000.0,305000000,2134000000,-15000000.0,-119000000.0,3387000000.0,-235000000.0,97000000.0,611000000.0,15116000000.0,0.0,1113000000.0,,8308000000.0,21242000000,,1888000000,19051000000.0,12516000000.0,3241000000.0,1.805,1492000000.0,676000000.0,0.0,,1502000000.0,14067000000.0,26583000000.0,6951000000.0,4000000.0,246000000.0,1895000000.0,,20000000.0,3387000000.0,-489000000.0,,,,,
2012-12-31,-5000000.0,385000000,2050000000.0,4860000000.0,-6766000000.0,7000000,3449000000.0,9000000.0,2048000000,,-151000000.0,-403000000.0,300000000.0,2043000000.0,461000000.0,112000000.0,1144000000,12643000000.0,0.0,110000000.0,3342000000.0,-42000000.0,930000000.0,0.0,17456000000,364000000.0,4610000000.0,440000000.0,3230000000,321000000.0,755000000,759000000,11694000000.0,1.12,6915000000.0,755000000,672000000.0,279000000,1465000000,26000000.0,-116000000.0,4860000000.0,-419000000.0,67000000.0,868000000.0,15118000000.0,-500000000.0,-2660000000.0,,8203000000.0,20686000000,,1182000000,19409000000.0,13029000000.0,3880000000.0,1.13,1473000000.0,668000000.0,0.0,,1640000000.0,14194000000.0,27223000000.0,6785000000.0,4000000.0,283000000.0,3387000000.0,45000000.0,19000000.0,4860000000.0,-464000000.0,,,,,
2013-03-31,-5000000.0,378000000,2094000000.0,4737000000.0,-7040000000.0,1000000,4879000000.0,4000000.0,2069000000,,-520000000.0,-195000000.0,369000000.0,2079000000.0,28000000.0,152000000.0,1108000000,13850000000.0,-1493000000.0,172000000.0,3394000000.0,6000000.0,930000000.0,0.0,20106000000,316000000.0,5509000000.0,-517000000.0,3224000000,327000000.0,725000000,730000000,12000000000.0,1.085,7633000000.0,725000000,666000000.0,249000000,1442000000,-21000000.0,-116000000.0,4737000000.0,-1682000000.0,6000000.0,1090000000.0,18361000000.0,-431000000.0,-8000000.0,,10728000000.0,23330000000,,1155000000,20890000000.0,15297000000.0,4489000000.0,1.095,-123000000.0,662000000.0,11000000.0,-884000000.0,1884000000.0,15476000000.0,30773000000.0,8872000000.0,4000000.0,287000000.0,4860000000.0,42000000.0,22000000.0,4737000000.0,-382000000.0,,,,,
2013-06-30,-5000000.0,316000000,2187000000.0,3069000000.0,-7307000000.0,8000000,4830000000.0,-2000000.0,2326000000,,-996000000.0,-229000000.0,378000000.0,-436000000.0,6000000.0,315000000.0,915000000,13799000000.0,-22000000.0,190000000.0,3387000000.0,15000000.0,938000000.0,0.0,22399000000,284000000.0,6163000000.0,62000000.0,3278000000,328000000.0,593000000,599000000,11784000000.0,0.915,7257000000.0,593000000,648000000.0,358000000,1254000000,-17000000.0,-113000000.0,3069000000.0,-236000000.0,28000000.0,-1295000000.0,17498000000.0,-882000000.0,2000000.0,,10241000000.0,25677000000,,952000000,21106000000.0,14252000000.0,4969000000.0,0.92,-1668000000.0,644000000.0,17000000.0,-655000000.0,-665000000.0,15443000000.0,29695000000.0,8601000000.0,4000000.0,302000000.0,4737000000.0,42000000.0,23000000.0,3069000000.0,-254000000.0,,,,,
2013-09-30,-6000000.0,81000000,2228000000.0,2018000000.0,-7580000000.0,10000000,5714000000.0,35000000.0,2309000000,,-1125000000.0,-309000000.0,322000000.0,407000000.0,3000000.0,190000000.0,254000000,13795000000.0,0.0,206000000.0,3380000000.0,13000000.0,938000000.0,0.0,23656000000,341000000.0,5593000000.0,-875000000.0,2600000000,417000000.0,168000000,173000000,10851000000.0,0.27,7338000000.0,168000000,622000000.0,305000000,590000000,-75000000.0,-129000000.0,2018000000.0,-333000000.0,-12000000.0,-71000000.0,17739000000.0,-1028000000.0,-22000000.0,,10401000000.0,26256000000,,291000000,21375000000.0,13531000000.0,5007000000.0,0.27,-1051000000.0,618000000.0,48000000.0,565000000.0,98000000.0,15472000000.0,29003000000.0,8961000000.0,4000000.0,299000000.0,3069000000.0,41000000.0,23000000.0,2018000000.0,-205000000.0,,,,,
2013-12-31,-5000000.0,338000000,2304000000.0,2292000000.0,-7872000000.0,23000000,4689000000.0,-4000000.0,2315000000,,-576000000.0,-473000000.0,326000000.0,1355000000.0,11000000.0,275000000.0,969000000,13921000000.0,0.0,197000000.0,3373000000.0,5000000.0,938000000.0,0.0,21597000000,406000000.0,5559000000.0,1025000000.0,3300000000,463000000.0,626000000,631000000,10920000000.0,1.035,7229000000.0,626000000,602000000.0,336000000,1317000000,-38000000.0,-126000000.0,2292000000.0,-505000000.0,1000000.0,495000000.0,17053000000.0,-452000000.0,7000000.0,,9824000000.0,24897000000,513000000.0,985000000,21793000000.0,12737000000.0,5507000000.0,1.045,274000000.0,598000000.0,1000000.0,34000000.0,882000000.0,15648000000.0,28385000000.0,8234000000.0,4000000.0,332000000.0,2018000000.0,42000000.0,23000000.0,2292000000.0,-204000000.0,,,,,
2014-03-31,-6000000.0,108000000,2290000000.0,2166000000.0,-8133000000.0,36000000,5689000000.0,3000000.0,2261000000,,-532000000.0,-267000000.0,317000000.0,766000000.0,13000000.0,265000000.0,315000000,13854000000.0,0.0,173000000.0,3635000000.0,30000000.0,938000000.0,0.0,20699000000,259000000.0,5420000000.0,-1000000000.0,2586000000,602000000.0,199000000,207000000,10344000000.0,0.335,7555000000.0,199000000,590000000.0,346000000,645000000,-123000000.0,-123000000.0,2166000000.0,-360000000.0,-14000000.0,150000000.0,18401000000.0,-689000000.0,41000000.0,,10846000000.0,23285000000,614000000.0,325000000,21987000000.0,13448000000.0,5591000000.0,0.34,-126000000.0,586000000.0,0.0,139000000.0,499000000.0,15711000000.0,29159000000.0,9313000000.0,4000000.0,320000000.0,2292000000.0,43000000.0,24000000.0,2166000000.0,-205000000.0,,,,,
2014-06-30,-20000000.0,457000000,2170000000.0,2125000000.0,-8427000000.0,68000000,5621000000.0,-1000000.0,2317000000,,-598000000.0,-302000000.0,303000000.0,878000000.0,4000000.0,519000000.0,1321000000,13850000000.0,-42000000.0,125000000.0,3612000000.0,61000000.0,937000000.0,0.0,23226000000,286000000.0,5725000000.0,77000000.0,3618000000,690000000.0,855000000,864000000,10620000000.0,1.475,7284000000.0,855000000,578000000.0,316000000,1626000000,-41000000.0,-122000000.0,2125000000.0,-321000000.0,-77000000.0,-240000000.0,18339000000.0,-459000000.0,17000000.0,,11055000000.0,26844000000,909000000.0,1301000000,22277000000.0,13596000000.0,6325000000.0,1.485,-41000000.0,574000000.0,3000000.0,-300000000.0,576000000.0,15780000000.0,29376000000.0,8934000000.0,4000000.0,325000000.0,2166000000.0,42000000.0,26000000.0,2125000000.0,-218000000.0,,,,,
2014-09-30,-6000000.0,333000000,2165000000.0,1854000000.0,-8713000000.0,31000000,5608000000.0,-195000000.0,2360000000,,1994000000.0,-383000000.0,420000000.0,1078000000.0,4000000.0,324000000.0,1012000000,15999000000.0,-2789000000.0,154000000.0,6238000000.0,6000000.0,1537000000.0,0.0,22047000000,345000000.0,5271000000.0,192000000.0,3391000000,862000000.0,672000000,679000000,10849000000.0,1.18,10067000000.0,672000000,568000000.0,342000000,1353000000,-177000000.0,-141000000.0,1854000000.0,-3343000000.0,-35000000.0,101000000.0,20439000000.0,-301000000.0,27000000.0,,10372000000.0,25438000000,586000000.0,1031000000,24712000000.0,12887000000.0,6856000000.0,1.19,-271000000.0,564000000.0,0.0,585000000.0,695000000.0,18818000000.0,31705000000.0,8726000000.0,4000000.0,322000000.0,2125000000.0,49000000.0,26000000.0,1854000000.0,-228000000.0,,,,,
2014-12-31,-516000000.0,382000000,2014000000.0,1494000000.0,-9041000000.0,39000000,5642000000.0,-9000000.0,2727000000,,-229000000.0,-528000000.0,429000000.0,388000000.0,226000000.0,354000000.0,1187000000,16261000000.0,10000000.0,145000000.0,6610000000.0,65000000.0,1566000000.0,0.0,18303000000,427000000.0,4058000000.0,-55000000.0,3947000000,865000000.0,798000000,805000000,10751000000.0,1.43,10491000000.0,798000000,558000000.0,371000000,1579000000,-72000000.0,-138000000.0,1494000000.0,-519000000.0,-116000000.0,-702000000.0,19070000000.0,-682000000.0,-67000000.0,,8579000000.0,22250000000,647000000.0,1220000000,25302000000.0,11339000000.0,7515000000.0,1.44,-360000000.0,554000000.0,6000000.0,1218000000.0,-140000000.0,19121000000.0,30460000000.0,6661000000.0,4000000.0,359000000.0,1854000000.0,68000000.0,27000000.0,1494000000.0,-313000000.0,,,,,
2015-03-31,-421000000.0,486000000,2019000000.0,2078000000.0,-9380000000.0,20000000,5437000000.0,-1000000.0,2621000000,,-218000000.0,-389000000.0,420000000.0,1190000000.0,21000000.0,321000000.0,1389000000,16241000000.0,,174000000.0,5967000000.0,42000000.0,1566000000.0,0.0,13120000000,474000000.0,3364000000.0,205000000.0,4071000000,902000000.0,891000000,903000000,11338000000.0,1.62,9856000000.0,891000000,550000000.0,358000000,1813000000,-42000000.0,-136000000.0,2078000000.0,-388000000.0,-2000000.0,-43000000.0,18202000000.0,-209000000.0,-42000000.0,,8346000000.0,17191000000,,1450000000,25621000000.0,11053000000.0,8269000000.0,1.63,584000000.0,546000000.0,1000000.0,691000000.0,801000000.0,19129000000.0,30182000000.0,5387000000.0,4000000.0,363000000.0,1494000000.0,72000000.0,776000000.0,2078000000.0,-313000000.0,,,,,
2015-06-30,-6000000.0,432000000,2011000000.0,1881000000.0,-9724000000.0,19000000,5540000000.0,-178000000.0,2773000000,,-723000000.0,-375000000.0,379000000.0,994000000.0,5000000.0,365000000.0,1271000000,16283000000.0,,134000000.0,5918000000.0,11000000.0,1566000000.0,0.0,16448000000,369000000.0,3876000000.0,-103000000.0,4089000000,994000000.0,826000000,839000000,11643000000.0,1.51,9638000000.0,826000000,544000000.0,393000000,1678000000,-107000000.0,-136000000.0,1881000000.0,-468000000.0,-10000000.0,-267000000.0,18363000000.0,-408000000.0,-4000000.0,,8725000000.0,20537000000,,1316000000,26007000000.0,11431000000.0,8959000000.0,1.52,-197000000.0,541000000.0,3000000.0,-512000000.0,619000000.0,19222000000.0,30653000000.0,6225000000.0,7000000.0,362000000.0,2078000000.0,61000000.0,780000000.0,1881000000.0,-309000000.0,,,,,
2015-09-30,-6000000.0,521000000,1942000000.0,2044000000.0,-10067000000.0,25000000,5556000000.0,-4000000.0,2966000000,,-334000000.0,-513000000.0,368000000.0,1069000000.0,3000000.0,309000000.0,1479000000,16294000000.0,0.0,137000000.0,5912000000.0,13000000.0,1565000000.0,0.0,14226000000,417000000.0,3124000000.0,-16000000.0,4490000000,1073000000.0,948000000,958000000,12277000000.0,1.76,9550000000.0,948000000,538000000.0,392000000,2032000000,-72000000.0,-171000000.0,2044000000.0,-572000000.0,6000000.0,-380000000.0,17236000000.0,-156000000.0,0.0,,7686000000.0,18716000000,,1524000000,26361000000.0,10861000000.0,9736000000.0,1.77,163000000.0,535000000.0,0.0,752000000.0,556000000.0,19300000000.0,30161000000.0,4993000000.0,7000000.0,508000000.0,1881000000.0,66000000.0,780000000.0,2044000000.0,-312000000.0,,,,,
2015-12-31,-1793000000.0,67000000,3285000000.0,1127000000.0,-10440000000.0,31000000,5225000000.0,-26000000.0,2833000000,719000000.0,288000000.0,-721000000.0,839000000.0,808000000.0,4000000.0,426000000.0,235000000,25164000000.0,-1218000000.0,192000000.0,11896000000.0,36000000.0,4019000000.0,0.0,12467000000,503000000.0,2927000000.0,-6000000.0,3140000000,3622000000.0,187000000,168000000,13237000000.0,0.35,17095000000.0,187000000,535000000.0,433000000,720000000,-110000000.0,-170000000.0,1127000000.0,-2013000000.0,140000000.0,-338000000.0,23440000000.0,-192000000.0,385000000.0,,6345000000.0,15607000000,,307000000,35604000000.0,9471000000.0,9752000000.0,0.35,-917000000.0,531000000.0,0.0,361000000.0,87000000.0,33644000000.0,43115000000.0,4743000000.0,7000000.0,413000000.0,2044000000.0,89000000.0,29000000.0,1127000000.0,-318000000.0,,,,,
2016-03-31,-1221000000.0,11000000,3356000000.0,308000000.0,-10896000000.0,-82000000,4983000000.0,-120000000.0,2775000000,,-419000000.0,-745000000.0,886000000.0,327000000.0,316000000.0,391000000.0,-67000000,25319000000.0,,204000000.0,11351000000.0,84000000.0,3649000000.0,0.0,9823000000,302000000.0,2602000000.0,226000000.0,2932000000,3807000000.0,1000000,-78000000,12902000000.0,0.003,16669000000.0,1000000,531000000.0,378000000,647000000,-66000000.0,-169000000.0,308000000.0,-727000000.0,-2000000.0,-259000000.0,22264000000.0,-75000000.0,32000000.0,,5595000000.0,12755000000,,157000000,36215000000.0,8097000000.0,9584000000.0,0.003,-819000000.0,529000000.0,0.0,325000000.0,-418000000.0,33661000000.0,41758000000.0,4083000000.0,7000000.0,490000000.0,1127000000.0,137000000.0,215000000.0,308000000.0,-318000000.0,,,,,
2016-06-30,-1148000000.0,395000000,3520000000.0,1754000000.0,-11365000000.0,-51000000,5209000000.0,-291000000.0,2876000000,,-48000000.0,-686000000.0,876000000.0,2263000000.0,1000000.0,359000000.0,1178000000,25512000000.0,,142000000.0,11032000000.0,21000000.0,3648000000.0,993000000.0,12569000000,366000000.0,3199000000.0,160000000.0,4242000000,3793000000.0,801000000,783000000,13490000000.0,1.51,17416000000.0,801000000,531000000.0,401000000,1866000000,-105000000.0,-170000000.0,1754000000.0,-769000000.0,177000000.0,1001000000.0,24198000000.0,-51000000.0,-393000000.0,,6782000000.0,16811000000,,1366000000,36877000000.0,10304000000.0,10215000000.0,1.51,1446000000.0,528000000.0,1000000.0,-601000000.0,1577000000.0,33829000000.0,44133000000.0,5214000000.0,7000000.0,500000000.0,308000000.0,133000000.0,27000000.0,1754000000.0,-321000000.0,,,,,
