date,quarterlyNetPPE,quarterlyTaxProvision,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyDilutedAverageShares,quarterlyInvestingCashFlow,quarterlyBasicEPS,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyBasicAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangeInInventory,quarterlyCashDividendsPaid,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable
2013-03-31,9138106000.0,1029001000,629286000.0,,82198000.0,30493186000.0,15024047000.0,770924000.0,5639693000.0,,5100129000,0.4332,,12621000000.0,,6978391000.0,82084417000.0,40745369000.0,15469139000.0,5931524000.0,13383398000.0,199000.0,1677471000.0,,6096692000.0,9335125000.0,-4690908000.0,0.4408,15024047000.0,4043819000,5182327000,42312904000.0,41339048000.0,9174585000.0,36502179000.0,9138106000.0,23899586000.0,,,6978391000.0,4468073000,13547554000,,2622579000.0,5953761000,0.0,0.0,7593793000,3125720000,,12602593000.0,,1456988000.0,,9612590000.0,4043819000,4071128000,3158509000,44709146000.0,,,,,,,,,,,,,,,,,,
2013-06-30,9924708000.0,926157000,715789000.0,,14333000.0,30712554000.0,14791822000.0,368935000.0,5622399000.0,,4610412000,0.3952,,13081000000.0,,4974005000.0,86154194000.0,43424581000.0,15920732000.0,7546012000.0,15024047000.0,199000.0,-158162000.0,,6410489000.0,9313845000.0,-2780128000.0,0.4018,14791822000.0,3680389000,4624745000,44525134000.0,42729613000.0,9158915000.0,38702418000.0,9924708000.0,25910450000.0,,,4974005000.0,4209341000,14384521000,,2895327000.0,6590285000,0.0,0.0,7794236000,3584895000,,12791968000.0,,1388002000.0,,9868126000.0,3680389000,3684255000,3635060000,46628019000.0,,,,,,,,,,,,,,,,,,
2013-09-30,10722956000.0,954801000,984761000.0,,22483000.0,36003804000.0,18602602000.0,2564100000.0,5753880000.0,,4830995000,0.414,,13620000000.0,,5557549000.0,99422826000.0,50850950000.0,17401202000.0,8210724000.0,14791822000.0,200000.0,3859187000.0,,6563151000.0,9337535000.0,-6512681000.0,0.421,18602602000.0,3866662000,4853478000,48391639000.0,48571876000.0,9185855000.0,45736002000.0,10722956000.0,29936760000.0,,,5557549000.0,4472423000,15535112000,,2669501000.0,7036286000,0.0,0.0,8498826000,4026403000,,15799242000.0,,1593835000.0,,12659271000.0,3866662000,3876194000,4087016000,52879893000.0,,,,,,,,,,,,,,,,,,
2013-12-31,11605000000.0,808041000,1384000000.0,,303652000.0,39851000000.0,20228000000.0,2589000000.0,1551000000.0,,4739464000,,-6019000000.0,456000000.0,,6864055000.0,107235000000.0,53549000000.0,19623000000.0,10246000000.0,18602602000.0,0.0,1569504000.0,,6680000000.0,,-5150283000.0,,20228000000.0,3911130000,5043116000,52224000000.0,53686000000.0,,48772000000.0,17624000000.0,33267000000.0,,,783055000.0,4165163000,16969813000,,2955000000.0,8197668000,2845000000.0,0.0,8772145000,4606982000,,15505000000.0,,1441000000.0,2552000000.0,12464000000.0,3911130000,3931423000,4802415000,57945000000.0,,,,,,,,,,,,,,,,,,
2014-03-31,11648000000.0,1164000000,939000000.0,,238000000.0,44097000000.0,26523000000.0,3836000000.0,5175000000.0,,7596000000,0.6898,,8415000000.0,,6574000000.0,126915000000.0,65572000000.0,17574000000.0,12127000000.0,20228000000.0,0.0,6239000000.0,,8006000000.0,9360000000.0,-3378000000.0,0.7,26523000000.0,6457000000,7834000000,58681000000.0,61343000000.0,9225000000.0,61909000000.0,11648000000.0,40217000000.0,4147000000.0,,6574000000.0,5663000000,18400000000,,3103000000.0,7800000000,0.0,0.0,10600000000,4937000000,,21692000000.0,,1490000000.0,,14431000000.0,6457000000,6432000000,4792000000,64515000000.0,,,,,,,,,,,,,,,,,,
2014-06-30,11648000000.0,1686000000,656000000.0,,354000000.0,50778000000.0,32639000000.0,4790000000.0,4983000000.0,,7512000000,0.623,,6719000000.0,,7239000000.0,150633000000.0,81200000000.0,18139000000.0,13517000000.0,26523000000.0,0.0,6049000000.0,,8362000000.0,9361000000.0,-16045000000.0,0.632,32639000000.0,5836000000,7866000000,62756000000.0,69433000000.0,9237000000.0,80158000000.0,11648000000.0,42826000000.0,3966000000.0,,7239000000.0,6716000000,19746000000,,4185000000.0,7574000000,0.0,0.0,12172000000,5456000000,,37332000000.0,,1917000000.0,,30222000000.0,5836000000,5826000000,5426000000,69982000000.0,,,,,,,,,,,,,,,,,,
2014-09-30,11859000000.0,1383000000,154000000.0,,317000000.0,50649000000.0,33454000000.0,4553000000.0,5153000000.0,,7059000000,0.605,,4931000000.0,,8219000000.0,155895000000.0,86443000000.0,17195000000.0,14966000000.0,32639000000.0,0.0,1058000000.0,,7441000000.0,9352000000.0,-6200000000.0,0.612,33454000000.0,5657000000,7376000000,68413000000.0,69452000000.0,9243000000.0,80501000000.0,11859000000.0,43577000000.0,3732000000.0,,8219000000.0,7019000000,19808000000,,4293000000.0,7167000000,0.0,0.0,12641000000,5622000000,,36924000000.0,,2176000000.0,,29744000000.0,5657000000,5676000000,5696000000,74786000000.0,,,,,,,,,,,,,,,,,,
2014-12-31,12499000000.0,892000000,244000000.0,,-43000000.0,53511000000.0,42713000000.0,5049000000.0,2948000000.0,,6846000000,,-8508000000.0,553000000.0,,10679000000.0,171166000000.0,95845000000.0,10798000000.0,0.0,33454000000.0,0.0,9327000000.0,,8683000000.0,,-2765000000.0,,42713000000.0,5860000000,6803000000,74062000000.0,75321000000.0,,89042000000.0,21007000000.0,50035000000.0,3478000000.0,,4040000000.0,6950000000,20978000000,,4588000000.0,8332000000,3673000000.0,0.0,12646000000,5696000000,,39007000000.0,,2942000000.0,6356000000.0,30535000000.0,5860000000,5954000000,6038000000,80013000000.0,,,,,,,,,,,,,,,,,,
2015-03-31,12924000000.0,1699000000,279000000.0,,433000000.0,69730000000.0,55583000000.0,5375000000.0,11189000000.0,,8629000000,0.733,,4121000000.0,,9688000000.0,202540000000.0,104351000000.0,14147000000.0,23125000000.0,42713000000.0,0.0,12935000000.0,,10061000000.0,9385000000.0,-9540000000.0,0.741,55583000000.0,6883000000,9062000000,80940000000.0,98189000000.0,9287000000.0,111870000000.0,12924000000.0,60074000000.0,3256000000.0,,9688000000.0,8444000000,22399000000,,5195000000.0,8965000000,27979000000.0,0.0,13434000000,4990000000,,51796000000.0,,2739000000.0,,43157000000.0,6883000000,6930000000,4994000000,88246000000.0,,,,,,,,,,,,,,,,,,
2015-06-30,14819000000.0,1847000000,238000000.0,,341000000.0,65600000000.0,48271000000.0,6114000000.0,12571000000.0,,9243000000,0.778,,3619000000.0,,7607000000.0,218062000000.0,116882000000.0,17329000000.0,32085000000.0,55583000000.0,0.0,-7261000000.0,,10311000000.0,9395000000.0,-11480000000.0,0.787,48271000000.0,7314000000,9584000000,85614000000.0,101180000000.0,9292000000.0,117838000000.0,14819000000.0,68498000000.0,3000000000.0,,7607000000.0,8830000000,23429000000,,5536000000.0,8991000000,37591000000.0,0.0,14438000000,5608000000,,49340000000.0,,3017000000.0,,41442000000.0,7314000000,7396000000,5612000000,97602000000.0,,,,,,,,,,,,,,,,,,
2015-09-30,15587000000.0,1564000000,240000000.0,,481000000.0,71690000000.0,46714000000.0,6711000000.0,15458000000.0,,9148000000,0.792,,3674000000.0,,9945000000.0,261877000000.0,132507000000.0,24976000000.0,51467000000.0,48271000000.0,0.0,-1888000000.0,,12418000000.0,9397000000.0,-16014000000.0,0.8,46714000000.0,7445000000,9629000000,93059000000.0,129370000000.0,9307000000.0,150874000000.0,15587000000.0,92512000000.0,3307000000.0,,9945000000.0,9101000000,26594000000,,6821000000.0,11014000000,63786000000.0,0.0,15580000000,6479000000,,58362000000.0,,3232000000.0,,47414000000.0,7445000000,7584000000,6422000000,108288000000.0,,,,,,,,,,,,,,,,,,
2015-12-31,18756000000.0,1998000000,222000000.0,,255000000.0,80769000000.0,43438000000.0,15903000000.0,6284000000.0,,9196000000,,-11001000000.0,1382000000.0,,18191000000.0,306818000000.0,151440000000.0,37331000000.0,4619000000.0,46714000000.0,0.0,-3432000000.0,,15700000000.0,,-26571000000.0,,43438000000.0,7164000000,9451000000,100012000000.0,155378000000.0,,184718000000.0,29757000000.0,124406000000.0,3004000000.0,,5086000000.0,10221000000,30441000000,,7061000000.0,12661000000,3802000000.0,0.0,17780000000,7559000000,,60312000000.0,,3668000000.0,7155000000.0,50014000000.0,7164000000,7198000000,7790000000,120035000000.0,,,,,,,,,,,,,,,,,,
2016-03-31,19564000000.0,2550000000,226000000.0,,491000000.0,90326000000.0,56607000000.0,16242000000.0,17880000000.0,,11818000000,0.97,,9033000000.0,,16916000000.0,358997000000.0,161830000000.0,33719000000.0,98546000000.0,43438000000.0,0.0,13215000000.0,,19748000000.0,9469000000.0,-9908000000.0,0.981,56607000000.0,9183000000,12309000000,109185000000.0,197167000000.0,9357000000.0,229888000000.0,19564000000.0,164221000000.0,2687000000.0,,16916000000.0,12354000000,31995000000,,7148000000.0,13406000000,119535000000.0,0.0,18589000000,6235000000,,65667000000.0,,3518000000.0,,55688000000.0,9183000000,9268000000,6400000000,126866000000.0,,,,,,,,,,,,,,,,,,
2016-06-30,19601000000.0,2780000000,216000000.0,,377000000.0,99980000000.0,64206000000.0,17362000000.0,18256000000.0,,13660000000,1.133,,9034000000.0,,11933000000.0,430959000000.0,183018000000.0,35774000000.0,138759000000.0,56607000000.0,0.0,6646000000.0,,21168000000.0,9480000000.0,-11784000000.0,1.146,64206000000.0,10737000000,14037000000,116192000000.0,247941000000.0,9369000000.0,286838000000.0,19601000000.0,209002000000.0,2365000000.0,,11933000000.0,13117000000,35691000000,,8810000000.0,15235000000,161264000000.0,0.0,20456000000,7339000000,,77836000000.0,,3920000000.0,,67615000000.0,10737000000,10880000000,7664000000,141270000000.0,,,,,,,,,,,,,,,,,,
2016-09-30,22169000000.0,2461000000,231000000.0,,604000000.0,94922000000.0,52417000000.0,19893000000.0,38394000000.0,,13237000000,1.121,,5414000000.0,,16669000000.0,352762000000.0,232547000000.0,42505000000.0,17832000000.0,64206000000.0,0.0,-11960000000.0,,23900000000.0,9494000000.0,-34477000000.0,1.134,52417000000.0,10646000000,13841000000,126855000000.0,120215000000.0,9384000000.0,178813000000.0,22169000000.0,96049000000.0,2546000000.0,,16669000000.0,12788000000,40388000000,,9507000000.0,18560000000,68884000000.0,0.0,21828000000,9040000000,,82764000000.0,,4406000000.0,,72075000000.0,10646000000,10776000000,9160000000,163798000000.0,,,,,,,,,,,,,,,,,,
2016-12-31,23748000000.0,2402000000,263000000.0,,695000000.0,122222000000.0,71902000000.0,15744000000.0,13540000000.0,,12925000000,,-13786000000.0,2308000000.0,,20000000000.0,395899000000.0,246745000000.0,50320000000.0,20873000000.0,52417000000.0,0.0,18137000000.0,,27413000000.0,,-14754000000.0,,71902000000.0,10529000000,13620000000,136743000000.0,149154000000.0,,209652000000.0,37534000000.0,101197000000.0,2038000000.0,,1246000000.0,12426000000,43864000000,,10152000000.0,20238000000,5028000000.0,0.0,23626000000,11200000000,,108455000000.0,,5153000000.0,22927000000.0,93753000000.0,10529000000,10523000000,11371000000,174624000000.0,,,,,,,,,,,,,,,,,,
2017-03-31,24674000000.0,3658000000,263000000.0,,691000000.0,135492000000.0,68861000000.0,19470000000.0,41485000000.0,,18206000000,1.522,,5414000000.0,,26614000000.0,435738000000.0,266488000000.0,66631000000.0,17998000000.0,71902000000.0,0.0,-2915000000.0,,32804000000.0,9512000000.0,-34100000000.0,1.54,68861000000.0,14476000000,18897000000,151219000000.0,169250000000.0,9398000000.0,230051000000.0,24674000000.0,121090000000.0,1650000000.0,,26614000000.0,16113000000,49552000000,,12900000000.0,24109000000,67394000000.0,0.0,25443000000,9330000000,,108961000000.0,,5515000000.0,,94814000000.0,14476000000,14548000000,10170000000,194303000000.0,,,,,,,,,,,,,,,,,,
2017-06-30,26385000000.0,3970000000,297000000.0,,760000000.0,131775000000.0,70301000000.0,14838000000.0,44056000000.0,,22224000000,1.914,,1979000000.0,,20468000000.0,465513000000.0,297679000000.0,61474000000.0,21224000000.0,68861000000.0,0.0,2254000000.0,,36982000000.0,9524000000.0,-16233000000.0,1.939,70301000000.0,18231000000,22984000000,164398000000.0,167834000000.0,9403000000.0,239115000000.0,26385000000.0,123377000000.0,1886000000.0,,8228000000.0,17457000000,56606000000,,14448000000.0,28300000000,7055000000.0,0.0,28306000000,10849000000,,115738000000.0,,5171000000.0,,101754000000.0,18231000000,18254000000,11830000000,214674000000.0,,,,,,,,,,,,,,,,,,
2017-09-30,28472000000.0,4993000000,312000000.0,,524000000.0,144714000000.0,87343000000.0,20733000000.0,44332000000.0,,23040000000,1.888,,5364000000.0,,30464000000.0,513618000000.0,332008000000.0,57371000000.0,26155000000.0,70301000000.0,0.0,18141000000.0,,41850000000.0,9539000000.0,-28756000000.0,1.912,87343000000.0,18006000000,23564000000,182401000000.0,181610000000.0,9418000000.0,268713000000.0,28472000000.0,142810000000.0,2195000000.0,,42704000000.0,18794000000,65210000000,,15567000000.0,33529000000,58778000000.0,0.0,31681000000,12887000000,,125903000000.0,,5647000000.0,,111202000000.0,18006000000,18047000000,13870000000,233034000000.0,,,,,,,,,,,,,,,,,,
2017-12-31,31871000000.0,3123000000,295000000.0,,1011000000.0,142421000000.0,105697000000.0,20448000000.0,16658000000.0,,24745000000,,-17064000000.0,2084000000.0,,28594000000.0,554672000000.0,376226000000.0,36724000000.0,,87343000000.0,0.0,18866000000.0,,50085000000.0,,-17303000000.0,,105697000000.0,20797000000,25756000000,202682000000.0,178446000000.0,,277579000000.0,48935000000.0,151740000000.0,2391000000.0,,-3410000000.0,18102000000,66392000000,,16549000000.0,34897000000,6406000000.0,,31495000000,13393000000,,125839000000.0,,5975000000.0,23608000000.0,111457000000.0,20797000000,21622000000,14833000000,256074000000.0,,,,,,,,,,,,,,,,,,
2018-03-31,36092000000.0,5746000000,285000000.0,,654000000.0,142381000000.0,117072000000.0,18836000000.0,,,29719000000,2.435,,,,19825000000.0,614182000000.0,426380000000.0,25309000000.0,,105697000000.0,0.0,13594000000.0,,53890000000.0,9564000000.0,-39303000000.0,2.47,117072000000.0,23290000000,30373000000,242150000000.0,187802000000.0,9429000000.0,313127000000.0,36092000000.0,155667000000.0,3592000000.0,,19825000000.0,23174000000,73528000000,,20627000000.0,36486000000,,,37042000000,13868000000,,157460000000.0,,8808000000.0,,138223000000.0,23290000000,23973000000,15000000000,277543000000.0,,,,,,,,,,,,,,,,,,
2018-06-30,41400000000.0,3602000000,306000000.0,,1188000000.0,134043000000.0,104623000000.0,42168000000.0,,,22182000000,1.868,,2363000000.0,,21578000000.0,646808000000.0,464957000000.0,29420000000.0,,117072000000.0,0.0,-14964000000.0,,60838000000.0,9563000000.0,-33593000000.0,1.893,104623000000.0,17867000000,23370000000,256551000000.0,181851000000.0,9438000000.0,326066000000.0,41400000000.0,178874000000.0,3325000000.0,,-4976000000.0,19015000000,73675000000,,21558000000.0,39229000000,9427000000.0,,34446000000,15431000000,,147192000000.0,,9097000000.0,,127309000000.0,17867000000,18580000000,16217000000,294786000000.0,,,,,,,,,,,,,,,,,,
2018-09-30,45159000000.0,3228000000,456000000.0,,1492000000.0,144351000000.0,105394000000.0,39712000000.0,,,26633000000,2.44,,,,31819000000.0,690926000000.0,491454000000.0,38957000000.0,,104623000000.0,0.0,-1299000000.0,,69439000000.0,9561000000.0,-29328000000.0,2.469,105394000000.0,23333000000,28125000000,285952000000.0,199472000000.0,9452000000.0,348164000000.0,45159000000.0,192079000000.0,4741000000.0,,58373000000.0,19044000000,80595000000,,25736000000.0,45115000000,,,35480000000,16436000000,,156085000000.0,,9881000000.0,,133988000000.0,23333000000,23405000000,17463000000,314381000000.0,,,,,,,,,,,,,,,,,,
2018-12-31,47076000000.0,1906000000,324000000.0,,1601000000.0,166907000000.0,97814000000.0,40554000000.0,24045000000.0,,15932000000,,-23049000000.0,3396000000.0,,33221000000.0,723521000000.0,506441000000.0,69093000000.0,,105394000000.0,0.0,-7421000000.0,,73735000000.0,,-49689000000.0,,97814000000.0,14229000000,17533000000,299660000000.0,217080000000.0,,367314000000.0,70125000000.0,202435000000.0,7077000000.0,,-20840000000.0,16952000000,84896000000,,28427000000.0,49744000000,7093000000.0,,35152000000,18200000000,,164879000000.0,,10964000000.0,32605000000.0,138735000000.0,14229000000,14026000000,17075000000,323510000000.0,,,,,,,,,,,,,,,,,,
2019-03-31,58451000000.0,4812000000,300000000.0,,1117000000.0,174744000000.0,109692000000.0,50846000000.0,,,32668000000,2.844,,,,28799000000.0,780747000000.0,549666000000.0,65052000000.0,,97814000000.0,0.0,13003000000.0,,76494000000.0,9568000000.0,-21376000000.0,2.877,109692000000.0,27210000000,33785000000,326859000000.0,231081000000.0,9457000000.0,382444000000.0,58451000000.0,217427000000.0,6191000000.0,,28799000000.0,25373000000,85465000000,,29471000000.0,45645000000,,,39820000000,14447000000,,165017000000.0,,11520000000.0,,133426000000.0,27210000000,27856000000,15575000000,363962000000.0,,,,,,,,,,,,,,,,,,
