date,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyOperatingExpense,quarterlyCurrentDebt,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyOtherCurrentAssets,quarterlyDilutedAverageShares,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyBasicEPS,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyTaxProvision,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable
1990-08-31,3556800000.0,182700000.0,14800000.0,693100000.0,504500000.0,911000000.0,2545800000.0,,,,1309500000.0,647500000.0,123800000,,129500000.0,560800000.0,129500000.0,5700000.0,433700000.0,498400000.0,15500000.0,15500000.0,,,611700000.0,285800000.0,0.0,86000000.0,13000000.0,-206600000.0,50900000.0,-52500000.0,2646100000.0,457000000.0,68500000.0,-31400000.0,0.2,188500000.0,647500000.0,,,,,546300000.0,,,828500000.0,,700000.0,910700000.0,-94900000.0,,0.2,-998800000.0,2002800000.0,80000000.0,-14000000.0,267700000,,-82900000.0,-1400000.0,141000000.0,1608300000.0,,19400000.0,1739500000,80400000.0,-111800000.0,203800000.0,,1011000000.0,1336600000.0,3001600000.0,216800000,,,
1990-11-30,3733000000.0,181400000.0,49400000.0,785400000.0,510000000.0,962700000.0,2638900000.0,,,,1394900000.0,656666667.0,118200000,,118200000.0,604100000.0,118200000.0,0.0,428100000.0,507300000.0,64900000.0,64900000.0,,,657400000.0,254900000.0,0.0,82400000.0,15900000.0,-109200000.0,53300000.0,-52600000.0,2748600000.0,482000000.0,-4700000.0,7500000.0,0.18,187600000.0,656666667.0,,,,,588800000.0,,,874100000.0,,0.0,984400000.0,-24200000.0,,0.18,-1030400000.0,2074500000.0,82600000.0,-12100000.0,270000000,,-18400000.0,3200000.0,15500000.0,1674600000.0,,9100000.0,1836800000,143100000.0,-135600000.0,200800000.0,,1094100000.0,1353700000.0,3104900000.0,216700000,,,
1991-02-28,3889500000.0,178000000.0,-28000000.0,886300000.0,553500000.0,877100000.0,2741200000.0,,,,1496400000.0,654146341.0,131300000,,134100000.0,585300000.0,134100000.0,2800000.0,432100000.0,514300000.0,36900000.0,36900000.0,,,640600000.0,210600000.0,0.0,81500000.0,15600000.0,-100900000.0,55300000.0,-52700000.0,2820100000.0,498400000.0,-1700000.0,-85300000.0,0.205,187500000.0,654146341.0,,,,,559600000.0,,,870500000.0,,0.0,1069400000.0,-20600000.0,,0.205,-1062600000.0,2161300000.0,83000000.0,-25000000.0,285200000,,-102800000.0,3700000.0,7800000.0,1756600000.0,,6600000.0,1747600000,65100000.0,-150400000.0,214300000.0,,1148300000.0,1323700000.0,3223900000.0,229900000,,,
1991-05-31,3901800000.0,181700000.0,2900000.0,879000000.0,541300000.0,971300000.0,2819500000.0,,,,1515900000.0,,90900000,,90900000.0,635800000.0,90900000.0,0.0,455200000.0,493600000.0,39800000.0,39800000.0,,,694700000.0,152400000.0,0.0,,16600000.0,-139000000.0,58900000.0,-52800000.0,2788300000.0,578200000.0,-2800000.0,99000000.0,,242600000.0,,,,,,578700000.0,,,858000000.0,,0.0,1113500000.0,14200000.0,,,-1095800000.0,2241300000.0,55800000.0,4400000.0,222200000,,107400000.0,-4600000.0,-113900000.0,1795500000.0,,6400000.0,1829300000,255800000.0,-156800000.0,146700000.0,,1082300000.0,1272400000.0,3337100000.0,163300000,,,
1991-08-31,4092500000.0,180900000.0,-7600000.0,877000000.0,561200000.0,1001900000.0,2915900000.0,,,,1515800000.0,660930233.0,142100000,,142100000.0,606400000.0,142100000.0,0.0,457900000.0,555900000.0,32200000.0,32200000.0,,,664100000.0,192100000.0,0.0,,16100000.0,-154000000.0,57700000.0,-61100000.0,2877400000.0,591600000.0,-2100000.0,4800000.0,0.215,227300000.0,660930233.0,,,,,608300000.0,,,914600000.0,,39800000.0,1215100000.0,-7900000.0,,0.215,-1138600000.0,2324300000.0,92300000.0,3500000.0,308200000,,-52900000.0,3300000.0,-5800000.0,1877400000.0,,17000000.0,1916500000,152200000.0,-147400000.0,234400000.0,,1176600000.0,1361600000.0,3462900000.0,250500000,,,
1991-11-30,4240100000.0,179700000.0,-1000000.0,821600000.0,543500000.0,1045600000.0,3025800000.0,,,,1460000000.0,657948718.0,128300000,,128300000.0,652700000.0,128300000.0,0.0,458700000.0,565500000.0,31200000.0,31200000.0,,,712500000.0,289300000.0,0.0,,12200000.0,-112900000.0,59800000.0,-61400000.0,2943900000.0,601300000.0,-800000.0,-42500000.0,0.195,235300000.0,657948718.0,,,,,651100000.0,,,946900000.0,,0.0,1296200000.0,-19500000.0,,0.195,-1173700000.0,2424500000.0,93900000.0,-1100000.0,294200000,,-51900000.0,-2100000.0,-20300000.0,1945000000.0,,4600000.0,1992500000,132200000.0,-174700000.0,222200000.0,,1214300000.0,1483900000.0,3598200000.0,234400000,,,
1992-02-29,4365000000.0,175900000.0,7000000.0,840700000.0,581700000.0,983400000.0,3125400000.0,,,,1472700000.0,660500000.0,132100000,,132100000.0,589600000.0,132100000.0,0.0,456100000.0,550300000.0,38200000.0,38200000.0,,,652700000.0,287800000.0,0.0,,12600000.0,-167900000.0,63100000.0,-61300000.0,2986800000.0,611200000.0,-1600000.0,44500000.0,0.2,245400000.0,660500000.0,,,,,644600000.0,,,884900000.0,,0.0,1378200000.0,-5100000.0,,0.2,-1219500000.0,2514200000.0,87500000.0,-1800000.0,295300000,,30700000.0,800000.0,-33900000.0,2016500000.0,,10600000.0,1868300000,208800000.0,-164300000.0,219600000.0,,1239600000.0,1514100000.0,3733700000.0,232200000,,,
1992-05-31,4305000000.0,207400000.0,-37700000.0,920500000.0,537300000.0,1092300000.0,3270400000.0,,,,1562400000.0,,103100000,,93100000.0,655800000.0,93100000.0,-10000000.0,434500000.0,487200000.0,500000.0,500000.0,,,722600000.0,201900000.0,0.0,,17300000.0,-213200000.0,66800000.0,-61400000.0,2934100000.0,621800000.0,-3400000.0,69500000.0,,255000000.0,,,,,,632500000.0,,,908200000.0,,0.0,1370900000.0,71700000.0,,,-1206700000.0,2648600000.0,65200000.0,13300000.0,252400000,,94100000.0,11500000.0,-102900000.0,2049000000.0,,7100000.0,2000500000,278400000.0,-208900000.0,168300000.0,,1034600000.0,1371700000.0,3855300000.0,185600000,,,
1992-08-31,4513300000.0,199900000.0,400000.0,1038900000.0,560400000.0,1042300000.0,3409500000.0,,,,1675600000.0,651428571.0,159600000,,159600000.0,636200000.0,159600000.0,0.0,436800000.0,511100000.0,900000.0,900000.0,,,700100000.0,258300000.0,0.0,,16500000.0,-221800000.0,63900000.0,-68700000.0,3164100000.0,744900000.0,4000000.0,33700000.0,0.245,238800000.0,651428571.0,,,-135400000.0,,669800000.0,,,977300000.0,,500000.0,1349200000.0,-49400000.0,,0.245,-1231700000.0,2664600000.0,101100000.0,7100000.0,341100000,,-27900000.0,2700000.0,16100000.0,2140700000.0,,8800000.0,2019600000,206100000.0,-172400000.0,260700000.0,,1103800000.0,1488500000.0,3896300000.0,277200000,,,
1992-11-30,4679000000.0,192500000.0,54600000.0,1166000000.0,478600000.0,1080300000.0,3459700000.0,,,,1795800000.0,642325581.0,138100000,,138100000.0,708300000.0,138100000.0,0.0,437300000.0,548400000.0,55500000.0,55500000.0,,,773800000.0,317200000.0,0.0,,17100000.0,-127300000.0,65500000.0,-68800000.0,3288700000.0,711800000.0,-1100000.0,-73600000.0,0.215,247000000.0,642325581.0,,,-36300000.0,,697100000.0,,,1016600000.0,,0.0,1390300000.0,33700000.0,,0.215,-1276200000.0,2747900000.0,87600000.0,-5600000.0,308300000,,-106700000.0,1000000.0,91900000.0,2211100000.0,,7500000.0,2096900000,90000000.0,-163600000.0,225700000.0,,1219300000.0,1492900000.0,4024100000.0,242800000,,,
1993-02-28,4756700000.0,178300000.0,-16600000.0,1181500000.0,629100000.0,1069300000.0,3589600000.0,,,,1788300000.0,655348837.0,140900000,,140900000.0,616900000.0,140900000.0,0.0,428500000.0,486000000.0,38900000.0,38900000.0,,,684500000.0,390900000.0,0.0,,19800000.0,-197200000.0,67600000.0,-69000000.0,3447200000.0,752900000.0,-8900000.0,95100000.0,0.215,237100000.0,655348837.0,,,-94100000.0,,638900000.0,,,941400000.0,,0.0,1309500000.0,-29500000.0,,0.215,-1331900000.0,2836700000.0,96200000.0,-9600000.0,324500000,,48900000.0,5200000.0,-72000000.0,2216400000.0,,11600000.0,2010700000,252600000.0,-157500000.0,237100000.0,,1167100000.0,1658900000.0,4168600000.0,256900000,,,
1993-05-31,4650800000.0,147600000.0,-47000000.0,1268300000.0,537900000.0,1105700000.0,3573900000.0,,,,1873500000.0,,67500000,,67500000.0,683800000.0,67500000.0,0.0,457600000.0,439000000.0,100000000.0,100000000.0,,-57400000.0,761000000.0,403900000.0,0.0,,20200000.0,-237800000.0,77200000.0,-68300000.0,3432300000.0,714300000.0,-1400000.0,180900000.0,,250500000.0,,,,-154400000.0,,617000000.0,,,901700000.0,,0.0,1218500000.0,-50600000.0,,,-1379900000.0,2859600000.0,53000000.0,50400000.0,217900000,,88200000.0,31900000.0,-120400000.0,2284500000.0,,4400000.0,2007400000,311200000.0,-130300000.0,120500000.0,,1076900000.0,1558800000.0,4239500000.0,140700000,,,
1993-08-31,4939200000.0,174800000.0,31700000.0,1453900000.0,610600000.0,1078100000.0,3636600000.0,,,,2067300000.0,637692308.0,165600000,,165800000.0,640500000.0,165800000.0,200000.0,438600000.0,500800000.0,131700000.0,131700000.0,,,711900000.0,366300000.0,0.0,,26700000.0,-136400000.0,71400000.0,-75300000.0,3710200000.0,720000000.0,-700000.0,39100000.0,0.26,248400000.0,637692308.0,,5100000.0,-92000000.0,,666000000.0,,,1011700000.0,,100000000.0,1229000000.0,-1800000.0,,0.26,-1431000000.0,2916600000.0,107500000.0,5800000.0,371200000,,-58000000.0,-4800000.0,-10700000.0,2375700000.0,,8000000.0,2089800000,178800000.0,-139700000.0,273100000.0,,1302600000.0,1642900000.0,4347600000.0,299800000,,,
1993-11-30,4996000000.0,183900000.0,-74900000.0,1414800000.0,525900000.0,1127100000.0,3746700000.0,,,,2035700000.0,639545455.0,140700000,,140700000.0,729500000.0,140700000.0,0.0,437000000.0,553600000.0,56800000.0,56800000.0,,,802000000.0,466000000.0,0.0,,23400000.0,-174300000.0,72500000.0,-74800000.0,3725700000.0,774800000.0,-4900000.0,-5900000.0,0.22,247500000.0,639545455.0,,19400000.0,-10900000.0,,698100000.0,,,1055100000.0,,0.0,1270300000.0,-13900000.0,,0.22,-1483700000.0,2971900000.0,89000000.0,2800000.0,325600000,,-91600000.0,4900000.0,-28400000.0,2442300000.0,,2500000.0,2182200000,127800000.0,-133700000.0,229700000.0,,1249300000.0,1690000000.0,4455600000.0,253100000,,,
1994-02-28,5211100000.0,183700000.0,-34000000.0,1426300000.0,685100000.0,1106800000.0,3919200000.0,,,,2078700000.0,630434783.0,145000000,,145000000.0,663700000.0,145000000.0,0.0,468700000.0,566400000.0,22800000.0,22800000.0,,-4700000.0,739500000.0,546000000.0,0.0,,22200000.0,-238500000.0,75800000.0,-74700000.0,3945800000.0,871000000.0,1200000.0,63000000.0,0.23,261900000.0,630434783.0,,7600000.0,-24900000.0,,636000000.0,,,994600000.0,,0.0,1265300000.0,-95800000.0,,0.23,-1542300000.0,3048200000.0,87900000.0,-3200000.0,330900000,,-30500000.0,22800000.0,-4100000.0,2438200000.0,,4000000.0,2101400000,208600000.0,-145600000.0,232900000.0,,1291900000.0,1867100000.0,4590500000.0,255100000,,,
1994-05-31,5198300000.0,310600000.0,-22600000.0,1417200000.0,633200000.0,1146200000.0,4069100000.0,,,,2215000000.0,,18400000,,18400000.0,721800000.0,18400000.0,-146900000.0,487200000.0,488300000.0,200000.0,200000.0,,-33000000.0,805900000.0,548500000.0,0.0,,26900000.0,-233000000.0,84100000.0,-74600000.0,4047100000.0,976500000.0,200000.0,175000000.0,,331000000.0,,,1600000.0,-17900000.0,,650400000.0,,,997300000.0,,0.0,1151200000.0,-68300000.0,,,-1597200000.0,3092600000.0,-800000.0,156900000.0,275500000,,108100000.0,-50700000.0,-105100000.0,2457900000.0,,-1200000.0,2143500000,315500000.0,-140500000.0,17600000.0,,1129200000.0,1832100000.0,4689800000.0,191400000,,,
1994-08-31,5526200000.0,248900000.0,4300000.0,1397200000.0,616700000.0,1074900000.0,4189100000.0,,,,2156800000.0,632400000.0,150800000,,150800000.0,556500000.0,150800000.0,0.0,510700000.0,689800000.0,4500000.0,4500000.0,,-1700000.0,637300000.0,829500000.0,4500000.0,,27800000.0,-154800000.0,80800000.0,-74600000.0,4256000000.0,1065900000.0,-1100000.0,-80700000.0,0.24,296000000.0,632400000.0,,500000.0,-57700000.0,,653000000.0,,,906200000.0,,200000.0,1270200000.0,-43300000.0,,0.24,-1661900000.0,3123200000.0,90300000.0,7900000.0,349700000,,-249300000.0,40700000.0,129500000.0,2534900000.0,,5600000.0,1981100000,29600000.0,-110300000.0,241100000.0,,1337100000.0,2099200000.0,4785100000.0,268900000,,,
1994-11-30,5635000000.0,219600000.0,36600000.0,1488200000.0,525600000.0,1185800000.0,4259800000.0,,,,2228500000.0,630800000.0,149200000,,149200000.0,666900000.0,149200000.0,0.0,520700000.0,649300000.0,41100000.0,41100000.0,,-1700000.0,745900000.0,884300000.0,41100000.0,,31500000.0,-151200000.0,79000000.0,-74600000.0,4256200000.0,1092300000.0,-5500000.0,-13000000.0,0.24,258600000.0,630800000.0,,2200000.0,0.0,,617800000.0,,,1016000000.0,,4500000.0,1378800000.0,-20200000.0,,0.24,-1727700000.0,3167500000.0,89400000.0,600000.0,349100000,,-162600000.0,53500000.0,69300000.0,2610200000.0,,2200000.0,2201800000,118500000.0,-131500000.0,238600000.0,,1375200000.0,2027700000.0,4895200000.0,270100000,,,
