date,quarterlyRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyGoodwill,quarterlyOtherNonCurrentLiabilities,quarterlyAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyNetPPE,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyTotalNonCurrentAssets,quarterlyOtherShortTermInvestments,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,quarterlyCashDividendsPaid,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyChangeInInventory,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyCommonStockIssuance,quarterlyEndCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,quarterlyDilutedEPS,quarterlyCostOfRevenue,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyOperatingExpense,quarterlyBasicEPS,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyInterestExpense,quarterlyCapitalExpenditure
2013-12-31,11366440000.0,45553745000,327245000.0,26206857000,25904156000,55891471000.0,,7659735000,34614000,4393374000.0,233462000,,18479218000,30721000.0,54021238000,19649589000,7290085000,40782376000,5661492000,,5690597000.0,606292000.0,-15109095000.0,83414967000,,127019000,670412000,109621824000,,10795467000,10795467000,2383225000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,13064533000.0,48526813000,,30802323000,28096450000,40759626000.0,,7643249000,357972000,4636221000.0,305488000,,19200641000,151994000.0,55641817000,20430363000,6673996000,40759626000,5727600000,,9294668000.0,919672000.0,,83947660000,,30401883000,1348115000,114749983000,,13007221000,13007221000,6555592000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,13306115000.0,56012927000,393365000.0,33246023000,35117664000,58438001000.0,,8832689000,40082000,5320835000.0,319441000,,19439172000,0.0,57176356000,20895263000,17775991000,41279770000,5393368000,,7656455000.0,2021350000.0,-17158231000.0,90817895000,,30401883000,2258328000,124063918000,,11207706000,11207706000,2238403000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,15963266000.0,56355970000,,37227111000,31034900000,40924460000.0,,8914835000,403010000,6673726000.0,313347000,,23826280000,29953000.0,59340591000,25321070000,12353596000,40924460000,5484017000,,8442681000.0,1983132000.0,,89490244000,,30401883000,2188400000,126717355000,,14168786000,14168786000,3033164000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,17220043000.0,56113870000,731624000.0,33638050000,26307479000,58315807000.0,,8927959000,30322000,3544455000.0,480481000,,27707641000,73003000.0,58187267000,29806391000,7047965000,39623653000,4644199000,,8256953000.0,2250526000.0,-18692154000.0,91127990000,,30401883000,2533370000,124766040000,,13693804000,13693804000,2637942000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,19004722000.0,76150804000,,32512843000,40054208000,45884349000.0,,15342603000,1133857000,4625066000.0,3194813000,,29564219000,98289000.0,58242384000,36096596000,21158146000,45884349000,5287484000,,9757185000.0,2830741000.0,,113129519000,,30401883000,7580039000,145642362000,,12657145000,12657145000,2768832000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,20313014000.0,76669835000,699358000.0,33836298000,39260196000,72695319000.0,,15772276000,323278000,3677157000.0,2081420000,,32210535000,56547000.0,57321208000,37409639000,18418558000,44957805000,4952949000,,9500657000.0,2666050000.0,-27737514000.0,110872463000,,30401883000,6022013000,144708761000,,15971552000,15971552000,2906913000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,23206962000.0,87513447000,,31875787000,33266523000,47078253000.0,,16417581000,1183897000,47702000.0,2278220000,,48385408000,39738000.0,61405484000,54246924000,11604767000,47078253000,5648406000,,10612661000.0,2731480000.0,,128525198000,,30401883000,6313181000,160400985000,,17148935000,17148935000,2650130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,92376013000,1320289000.0,33402727000,31950168000,85973550000.0,,16910280000,230691000,4013063000.0,2594476000,,54095369000,,67568050000,60425845000,6391739000,53351094000,5294480000,,,,-32622456000.0,138146291000,,30401883000,6756268000,171549018000,,17841609000,17841609000,4121974000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,93391335000,,32680862000,30992928000,53823357000.0,,16748168000,1713359000,,2356940000,,55599636000,,70846018000,62398407000,5179960000,53823357000,5784788000,,,,,143413787000,,30401883000,6575998000,176094649000,,16474264000,16474264000,2386499000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,93480908000,1503644000.0,32795608000,29185029000,87482438000.0,,16553016000,205198000,5216897000.0,2250422000,,57983308000,,69672617000,64295879000,1539407000,53186650000,5138624000,,,,-34295788000.0,141700672000,,30401883000,6253346000,174496280000,,17935496000,17935496000,2635717000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,96498116000,,34302621000,28455814000,55281283000.0,,16770790000,2617892000,,2300230000,,60130075000,,72149530000,68042302000,2136886000,55281283000,5454040000,,,,,146216257000,,30401883000,6493496000,180518878000,,17987481000,17987481000,2500560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
