date,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyTaxProvision,quarterlyNetPPE,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyOperatingCashFlow,quarterlyDilutedAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyTotalAssets,quarterlyBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsPayable,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyRetainedEarnings,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyDilutedEPS,quarterlyGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyResearchAndDevelopment
1996-03-31,32600000.0,32600000.0,,17500000,4600000,,,,2000000,8500000,36600000,,-2800000,300000.0,,100000.0,0.0,,-1400000,20000000.0,200000,4000000,-3500000.0,10400000.0,600000.0,,12000000.0,84100000,0.13,,,-4000000,14000000,,17000000,24700000,2600000,4300000,-2900000,500000,20000000.0,,4800000,-600000.0,,-4200000,4300000,43100000,12500000,,-4600000,71600000,26600000,-3400000,1800000.0,0.0,57500000,1900000.0,,,21300000,0,,0.13,21800000,-100000,12700000,500000,2600000,,1900000.0,2600000,,,,,
1996-06-30,34500000.0,34500000.0,,23800000,4200000,,,,1800000,9900000,0,,-2100000,100000.0,,100000.0,0.0,,4100000,20000000.0,-100000,5200000,-4700000.0,13100000.0,0.0,,14600000.0,89300000,0.12,,,1900000,14300000,,23200000,27500000,2400000,6600000,-2000000,600000,20000000.0,,4400000,0.0,,2000000,3800000,54100000,15100000,,600000,74200000,29300000,800000,2400000.0,-100000.0,60000000,1800000.0,,,26500000,0,,0.12,27600000,100000,11900000,400000,2400000,,1900000.0,2400000,,,,,
1996-09-30,32600000.0,32600000.0,,20300000,4100000,,,,1800000,12800000,0,,-3600000,100000.0,,100000.0,500000.0,,5700000,20909091.0,300000,5100000,-5400000.0,11900000.0,600000.0,,18200000.0,92300000,0.12,,,-1900000,16200000,,19500000,28200000,2300000,8900000,-7900000,800000,19166667.0,,4500000,-4900000.0,,2100000,3700000,46100000,17900000,,2400000,74400000,30000000,-2400000,7000000.0,0.0,62300000,1800000.0,,,22100000,0,,0.11,24000000,-4300000,14300000,500000,2300000,,1800000.0,2300000,,,,,
1996-12-31,5100000.0,5100000.0,,23500000,1900000,,,,800000,14600000,0,,-2900000,100000.0,,0.0,-600000.0,,7400000,,0,4300000,-6400000.0,12100000.0,1400000.0,,21000000.0,96600000,,,,7200000,17700000,,22400000,29900000,1100000,10000000,-200000,1100000,,,2600000,0.0,,4500000,1500000,47800000,18900000,,4500000,77700000,31800000,1300000,41500000.0,100000.0,64800000,1900000.0,,,22800000,0,,,25000000,1300000,13000000,500000,1100000,,1800000.0,1100000,,,,,
1997-03-31,,,,18500000,2800000,,,,1200000,21700000,5100000,,-6500000,10000000.0,,100000.0,0.0,,-8000000,20000000.0,9900000,4300000,-7400000.0,11700000.0,600000.0,,29100000.0,101400000,0.08,,,-5000000,12400000,100000.0,17500000,34100000,1600000,11600000,-6900000,1000000,20000000.0,,3500000,-1000000.0,,-14500000,2500000,41900000,26000000,,-10700000,75400000,35800000,-1300000,42000000.0,-100000.0,65600000,1700000.0,,,20900000,0,,0.08,21000000,0,14300000,500000,1600000,,1800000.0,1600000,,,,,
1997-06-30,,,,23800000,2500000,,,,1100000,24200000,0,,-3500000,15000000.0,,200000.0,600000.0,,100000,20000000.0,3800000,4200000,-8400000.0,12400000.0,0.0,,32600000.0,108100000,0.07,,,-100000,12600000,,22900000,40000000,1400000,13000000,-3900000,900000,20000000.0,,3100000,-400000.0,,-3400000,2200000,49800000,28400000,,-2300000,79700000,40000000,-1900000,39900000.0,,68100000,,,,23800000,0,,0.07,26000000,0,16200000,500000,1400000,,,1400000,,,,,
1997-09-30,,,,21700000,5700000,,,,2500000,28100000,0,,-5000000,14300000.0,100000.0,200000.0,0.0,,5500000,20509000.0,-600000,3000000,-9500000.0,14000000.0,600000.0,,37600000.0,107500000,0.16,,,0,8800000,,20600000,37100000,3200000,16300000,-4900000,1100000,20509000.0,,7100000,-500000.0,,500000,6000000,48600000,31100000,,900000,76400000,37100000,-300000,38500000.0,,70400000,,21400000.0,,20900000,0,,0.16,27700000,0,16500000,-100000,3200000,,,3200000,,,,,
1997-12-31,,,,21700000,2100000,,,,800000,28800000,0,,-300000,,-100000.0,300000.0,0.0,,9400000,,-4400000,2700000,-10900000.0,13700000.0,0.0,,39700000.0,105400000,,,,100000,9600000,,20200000,23300000,1300000,17600000,-5000000,1500000,,,3400000,-400000.0,,9100000,1900000,43500000,31500000,,5600000,73900000,34100000,3800000,43700000.0,0.0,71300000,10800000.0,,,19900000,0,,,23600000,-4300000,13700000,500000,1300000,,10800000.0,1300000,,,,,
1998-03-31,300000.0,300000.0,,18000000,4800000,,,,2700000,29800000,0,,-2200000,1500000.0,100000.0,200000.0,0.0,,-1000000,21000000.0,1600000,2600000,-12100000.0,11000000.0,2300000.0,,41900000.0,106900000,0.1,,,300000,7900000,100000.0,16800000,20400000,2100000,19600000,-300000,1200000,21000000.0,,8200000,-400000.0,,-3200000,7000000,45200000,32400000,,-4500000,74500000,31100000,1000000,40200000.0,-100000.0,75800000,10700000.0,,,20200000,0,,0.1,25000000,0,12700000,-2100000,2100000,,10800000.0,2100000,,,,,
1998-06-30,4300000.0,4300000.0,,23000000,3800000,,,,1500000,30300000,0,,-1800000,,0.0,200000.0,0.0,,10000000,20909091.0,-1500000,2700000,-13400000.0,17800000.0,600000.0,,43700000.0,116600000,0.11,,,3900000,7200000,0.0,21600000,25000000,2300000,22000000,-4600000,1400000,20909091.0,,4100000,-3300000.0,,8200000,2700000,46500000,33000000,,4800000,83600000,38200000,-1900000,44900000.0,2400000.0,78400000,13200000.0,,,20800000,0,,0.11,25700000,-100000,14600000,1300000,2300000,,10000000.0,2300000,800000.0,,,,
1998-09-30,11600000.0,11600000.0,,21500000,4300000,,,,1700000,29600000,0,,-800000,,0.0,200000.0,0.0,,8500000,20573000.0,0,2500000,-14800000.0,17300000.0,0.0,,44400000.0,122100000,0.13,,,7400000,10700000,,20200000,28000000,2600000,24600000,-1200000,1300000,20495000.0,,5300000,-400000.0,,7700000,4000000,45400000,32100000,,4400000,90000000,41000000,-3700000,43100000.0,2200000.0,81100000,13000000.0,17000000.0,,19900000,11600000,,0.13,25500000,0,18300000,600000,2600000,,10000000.0,2600000,800000.0,,,,
1998-12-31,8700000.0,8700000.0,,22200000,1300000,,,,400000,28200000,11600000,,-400000,10000000.0,0.0,100000.0,0.0,,4900000,,0,5000000,-15500000.0,14200000.0,0.0,,43700000.0,122700000,,,,-3000000,13200000,,20900000,37400000,900000,25500000,-7700000,1300000,,,2200000,-7400000.0,,4500000,900000,46300000,33200000,,4500000,89500000,40700000,2400000,52900000.0,2200000.0,82000000,3300000.0,,,23200000,0,,,23100000,100000,15800000,500000,900000,,,900000,1100000.0,,,,
1999-03-31,7100000.0,7100000.0,,19100000,5500000,,,,2300000,27500000,8700000,,-700000,10000000.0,,100000.0,,,-900000,20000000.0,0,4900000,-16800000.0,14800000.0,,,44300000.0,121900000,0.16,,,-1600000,8700000,,17700000,33500000,3200000,28700000,-700000,1400000,20000000.0,,6500000,-100000.0,,-1600000,5100000,40900000,32400000,,-5500000,89500000,36500000,-100000,51300000.0,1900000.0,85400000,3000000.0,,,16700000,0,,0.16,24200000,0,16000000,600000,3200000,,,3200000,1100000.0,,,,
1999-06-30,4000000.0,45700000.0,,22500000,6200000,,,,2600000,26700000,0,200000.0,-600000,,,0.0,,,4000000,20000000.0,-10000000,4600000,-18200000.0,15600000.0,,,44900000.0,119400000,0.18,-200000.0,,-3000000,8500000,,21000000,24100000,3600000,32300000,3000000,1500000,20000000.0,,7200000,-31100000.0,41700000.0,3400000,5700000,47200000,31300000,,-1200000,88100000,30400000,-1500000,6400000.0,5200000.0,89000000,6300000.0,,,19000000,4000000,,0.18,28200000,-100000,17400000,0,3600000,,,3600000,1100000.0,,,,
1999-09-30,7800000.0,51900000.0,,22600000,4800000,,,,2000000,25700000,4000000,200000.0,-500000,,,0.0,0.0,,6600000,20579000.0,100000,4500000,-19600000.0,16000000.0,8600000.0,,45300000.0,121800000,0.13,-200000.0,,3800000,7900000,-200000.0,21200000,23900000,2800000,35100000,-2900000,1400000,20531000.0,,5500000,-11100000.0,44100000.0,6100000,4100000,44100000,30200000,,2500000,91600000,30000000,-1700000,6300000.0,5000000.0,91800000,6100000.0,14300000.0,,17400000,7800000,,0.13,26700000,100000,19100000,100000,2800000,,,2800000,1100000.0,,,,
1999-12-31,5300000.0,44300000.0,,23300000,2600000,,,,1100000,26100000,7800000,200000.0,-2000000,,0.0,0.0,-100000.0,,4100000,,-9900000,4300000,-20900000.0,12800000.0,9300000.0,,47000000.0,112700000,,-200000.0,,-2500000,10700000,0.0,21700000,23500000,1500000,36600000,3300000,1600000,,,3400000,-4200000.0,39000000.0,2100000,1800000,44600000,30400000,,300000,82300000,29200000,3500000,6100000.0,5300000.0,83500000,5700000.0,,,19500000,5300000,,,25100000,100000,15700000,200000,1500000,,,1500000,400000.0,,,,
2000-03-31,4358000.0,40188000.0,,20600000,6161000,,,,2588000,26108000,5346000,206000.0,-1515000,,15000.0,,0.0,,2922000,18859000.0,-5786000,4158000,-21827000.0,14108000.0,16500000.0,,47935000.0,109914000,0.19,-235000.0,-5801000.0,-988000,9190000,,19123000,23298000,3573000,40148000,1876000,1477000,18859000.0,,6996000,-13331000.0,35830000.0,1407000,5519000,44257000,30266000,,-2059000,79648000,28522000,-220000,4532000.0,4816000.0,81392000,5224000.0,,,18138000,4358000,,0.19,26119000,0,15876000,128000,3573000,,,3573000,408000.0,,,,
2000-06-30,5303000.0,40675000.0,,25219000,6107000,,,,2565000,26783000,4358000,206000.0,-2178000,,,,31000.0,,5050000,18327000.0,-2446000,4009000,-23130000.0,16217000.0,6167000.0,,49913000.0,111902000,0.19,-20000.0,-2462000.0,945000,8506000,,23643000,24723000,3542000,43691000,-1659000,1576000,18264000.0,,7156000,-5710000.0,35372000.0,2872000,5580000,51439000,30792000,,163000,81110000,29219000,-1766000,5014000.0,4088000.0,82683000,4496000.0,,,20640000,5303000,,0.19,30799000,0,17642000,94000,3542000,,408000.0,3542000,,,,,
2000-09-30,9675000.0,45686000.0,,24704000,3855000,,,,1619000,26285000,5303000,206000.0,-1149000,,,,-31000.0,,6877000,18187000.0,-1057000,3847000,-23614000.0,15708000.0,5000000.0,,49899000.0,113087000,0.12,156000.0,-1155000.0,4372000,9530000,,23043000,25238000,2236000,45927000,-1448000,1661000,18117000.0,,4778000,-5299000.0,36011000.0,5728000,3117000,45991000,30132000,,3166000,82955000,29128000,-1181000,4589000.0,3482000.0,83959000,3890000.0,,,18170000,9675000,,0.12,27821000,0,18823000,224000,2236000,,,2236000,408000.0,,,,
2000-12-31,6256000.0,35114000.0,,26296000,2926000,,,1477000.0,1039000,27047000,9675000,206000.0,-760000,,,,113000.0,,2487000,,-11796000,1671000,-24906000.0,13940000.0,20973000.0,,51953000.0,98602000,,-156000.0,-11780000.0,-3419000,6506000,,24568000,20446000,1887000,47814000,5890000,1728000,,,3631000,-13707000.0,28858000.0,1727000,1903000,48866000,30195000,,-2341000,68407000,24913000,3084000,4961000.0,2634000.0,73689000,4467000.0,,,20667000,6256000,,,28199000,-897000,15739000,1556000,1887000,,1833000.0,1887000,,,,,
2001-03-31,1114000.0,35361000.0,,18934000,5869000,,,1452000.0,2420000,26435000,6256000,206000.0,-952000,,27000.0,,0.0,,3031000,16579000.0,-1912000,1514000,-25892000.0,0.0,6040000.0,,52327000.0,100695000,0.21,-143000.0,-1939000.0,-5142000,5816000,,18934000,21139000,3449000,51263000,-6261000,1621000,16485000.0,,8547000,-11399000.0,34247000.0,2079000,6926000,41676000,29401000,,-2007000,71294000,25285000,1161000,776000.0,2313000.0,75410000,4146000.0,17355000.0,15323000.0,15816000,1114000,,0.21,25860000,0,14578000,87000,3449000,,1833000.0,3449000,,,,,
2001-06-30,9389000.0,43429000.0,,21479000,8088000,,,1427000.0,3372000,26351000,1114000,206000.0,-1493000,,,,132000.0,,10101000,16543000.0,-612000,1360000,-27468000.0,0.0,5500000.0,,53819000.0,108615000,0.29,-131000.0,-717000.0,8275000,8646000,,21479000,25185000,4716000,55979000,-1214000,1649000,16461000.0,,9374000,-5217000.0,34040000.0,8608000,7725000,48633000,29138000,,3706000,79477000,29028000,439000,788000.0,2010000.0,79587000,3843000.0,17610000.0,16539000.0,19429000,9389000,,0.29,29204000,0,14139000,10000,4716000,,1833000.0,4716000,,,,,
2001-09-30,11139000.0,44473000.0,,24289000,4776000,,,1402000.0,2021000,25309000,9389000,205000.0,-514000,,,,-132000.0,,1766000,16568000.0,-303000,1215000,-28169000.0,0.0,3028000.0,,53478000.0,108856000,0.17,-16000.0,-318000.0,1750000,7868000,,24289000,23148000,2755000,58734000,287000,1679000,16409000.0,,6098000,-2227000.0,33334000.0,1252000,4419000,49105000,27926000,,-2624000,80930000,26744000,-1501000,725000.0,1763000.0,82112000,3596000.0,16712000.0,15280000.0,20397000,11139000,,0.17,28708000,0,15640000,-26000,2755000,,1833000.0,2755000,,,,,
2001-12-31,47869000.0,47869000.0,,28951000,-5516000,,,1377000.0,-2429000,23897000,11139000,206000.0,-312000,,386000.0,,0.0,,4380000,,-709000,1750000,-29816000.0,0.0,-4330000.0,,53713000.0,107495000,,-212000.0,-1095000.0,7872000,11201000,,28951000,24397000,-3087000,55647000,4201000,1709000,,,-4303000,8843000.0,,4068000,-6012000,47369000,27024000,,4027000,80471000,29316000,6317000,844000.0,1336000.0,78179000,4919000.0,19219000.0,13196000.0,24430000,47869000,,,22939000,0,9323000,242000,-3087000,,,-3087000,3583000.0,,,,
2002-03-31,31232000.0,45211000.0,,25209000,2237000,,,1377000.0,917000,23100000,45838000,207000.0,-570000,,144000.0,,0.0,,-2415000,16695000.0,144000,1504000,-30045000.0,0.0,2028000.0,,53145000.0,105277000,0.08,-279000.0,,-14606000,9092000,,25209000,20785000,1320000,56967000,-12335000,1373000,16352000.0,,3312000,-13973000.0,13979000.0,-2985000,1939000,45660000,25981000,,-5023000,79296000,25492000,-858000,874000.0,1124000.0,79785000,4707000.0,20005000.0,11693000.0,18512000,31232000,,0.08,27148000,0,10181000,99000,1320000,,,1320000,3583000.0,,,,
2002-06-30,13923000.0,50894000.0,,28416000,8213000,,,1377000.0,3410000,21840000,31232000,207000.0,-377000,,84000.0,,41000.0,,6604000,16682000.0,-673000,2142000,-30085000.0,0.0,6000000.0,,51925000.0,114106000,0.29,-110000.0,,-17309000,9635000,,28416000,25452000,4803000,61769000,-23240000,1506000,16354000.0,,8593000,-28885000.0,36971000.0,6227000,7087000,58872000,25359000,,-533000,88747000,30092000,339000,1520000.0,894000.0,84014000,4640000.0,23247000.0,15817000.0,23369000,13923000,,0.29,35503000,0,9842000,928000,4803000,,,4803000,3746000.0,,,,
