date,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCommonStockIssuance,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyNetPPE,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyGrossPPE,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBasicEPS,quarterlyRepurchaseOfCapitalStock,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyTotalAssets,quarterlyDeferredIncomeTax,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,quarterlyIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyChangeInInventory
2016-06-30,28200000.0,38200000.0,39900000,50300000,-36000000.0,817400000.0,,6700000,0.0,118300000.0,28200000.0,,-1900000.0,-500000.0,166400000.0,194300000.0,18500000.0,152700000.0,,-22900000.0,64500000.0,0.0,166400000.0,-1200000.0,58800000.0,0.17,,16900000,43500000.0,-90100000.0,65900000.0,700000.0,224300000.0,-500000.0,185400000.0,11400000,42800000.0,49200000.0,106000000,3400000.0,41600000.0,60800000,255500000,63200000.0,3479500000.0,-24100000.0,3703800000.0,2100000.0,1838200000.0,0.0,5700000.0,44900000.0,144400000,144300000.0,0.17,1652800000.0,28200000.0,-173100000.0,111100000,-4000000.0,-150200000.0,,1577300000.0,2301400000.0,6600000.0,1100000.0,11400000,33200000,846200000.0,,,,,,,,
2016-09-30,58900000.0,46500000.0,38700000,57900000,-41000000.0,783400000.0,0.0,6300000,0.0,28200000.0,58900000.0,0.0,-17200000.0,0.0,164200000.0,193100000.0,-41000000.0,67900000.0,,-16400000.0,88100000.0,0.0,164200000.0,-700000.0,55900000.0,0.17,,16900000,53400000.0,30700000.0,65900000.0,600000.0,268500000.0,0.0,204000000.0,11200000,54000000.0,56800000.0,112400000,3400000.0,71700000.0,57000000,267100000,67800000.0,3445000000.0,-6900000.0,3713500000.0,1800000.0,1810900000.0,0.0,3600000.0,48200000.0,152200000,163100000.0,0.16,1606900000.0,58900000.0,-16400000.0,114900000,-1400000.0,0.0,,1527100000.0,2304300000.0,8400000.0,1100000.0,11200000,32400000,861000000.0,,,,,,,,
2016-12-31,133900000.0,47400000.0,40900000,54200000,-16000000.0,749500000.0,0.0,6600000,0.0,58900000.0,133900000.0,0.0,16700000.0,-5000000.0,173000000.0,196500000.0,-16100000.0,68100000.0,-89500000.0,-24100000.0,115200000.0,0.0,262500000.0,-800000.0,55200000.0,0.18,,17000000,63400000.0,75000000.0,66100000.0,700000.0,339200000.0,-100000.0,227100000.0,11800000,65700000.0,54100000.0,112000000,2900000.0,91100000.0,58100000,261500000,77300000.0,3422800000.0,23700000.0,3762000000.0,-500000.0,1822600000.0,8200000.0,3500000.0,61100000.0,149200000,155800000.0,0.17,1595500000.0,133900000.0,-24100000.0,112300000,-200000.0,0.0,,1506800000.0,2303800000.0,7900000.0,100000.0,11800000,34300000,875700000.0,,,,,,,,
2017-03-31,107500000.0,51300000.0,39900000,54000000,-15300000.0,721800000.0,,6000000,0.0,133900000.0,107500000.0,,-3900000.0,-5800000.0,177800000.0,203200000.0,-59100000.0,152900000.0,,-16200000.0,48900000.0,0.0,177800000.0,-1400000.0,63100000.0,0.18,,16700000,73400000.0,-26400000.0,67600000.0,700000.0,322300000.0,-38000000.0,215100000.0,12200000,77900000.0,52800000.0,109400000,5200000.0,32700000.0,58600000,258100000,81900000.0,3409600000.0,-44100000.0,3731900000.0,0.0,1797400000.0,0.0,5600000.0,27300000.0,145500000,160300000.0,0.18,1582300000.0,107500000.0,-16200000.0,112600000,-2000000.0,0.0,,1486900000.0,2306800000.0,7900000.0,1200000.0,12200000,33900000,888400000.0,,,,,,,,
2017-06-30,99300000.0,47200000.0,32300000,53400000,-414500000.0,698000000.0,,8100000,0.0,107500000.0,99300000.0,,-13500000.0,-7000000.0,170700000.0,211100000.0,-68400000.0,153000000.0,,-14300000.0,74500000.0,0.0,170700000.0,100000.0,45800000.0,0.1,,14000000,55300000.0,-8200000.0,67700000.0,900000.0,333700000.0,-300000.0,187400000.0,6500000,84400000.0,50100000.0,96400000,4900000.0,60200000.0,66800000,262200000,91200000.0,3386600000.0,-28000000.0,3720300000.0,4500000.0,1799400000.0,0.0,2900000.0,39100000.0,142000000,163600000.0,0.09,1612000000.0,99300000.0,-14300000.0,120200000,-20500000.0,0.0,,1505500000.0,2306800000.0,12400000.0,3300000.0,6500000,24200000,854400000.0,,,,,,,,
2017-09-30,146200000.0,54200000.0,53100000,55300000,-16500000.0,670600000.0,0.0,9200000,0.0,99300000.0,146200000.0,,-2500000.0,-100000.0,165000000.0,231200000.0,-53600000.0,68500000.0,,-11900000.0,116400000.0,0.0,165000000.0,1000000.0,52100000.0,0.22,0.0,14100000,55100000.0,46900000.0,67900000.0,900000.0,376400000.0,-37000000.0,200600000.0,14700000,54200000.0,51300000.0,118500000,4100000.0,104500000.0,67800000,263800000,98100000.0,3373600000.0,16600000.0,3750000000.0,300000.0,2099900000.0,0.0,12500000.0,39200000.0,140700000,169200000.0,0.21,1899300000.0,146200000.0,-15900000.0,123100000,-600000.0,-4000000.0,,1486900000.0,2306800000.0,301800000.0,4000000.0,14700000,43900000,1650100000.0,,,,,,,,
2017-12-31,16200000.0,59600000.0,61100000,56900000,-191100000.0,648400000.0,0.0,-86100000,0.0,146200000.0,16200000.0,,-32600000.0,-1800000.0,179900000.0,240100000.0,-203000000.0,151600000.0,-115600000.0,-38300000.0,111300000.0,0.0,295500000.0,3900000.0,65000000.0,0.98,-90100000.0,12700000,55100000.0,-130000000.0,150900000.0,1000000.0,280700000.0,0.0,231600000.0,147200000,201400000.0,52300000.0,126100000,4700000.0,73000000.0,69300000,267500000,100700000.0,3375200000.0,-10700000.0,3655900000.0,-83200000.0,1947100000.0,8500000.0,11200000.0,51900000.0,141300000,201800000.0,0.97,1715500000.0,16200000.0,-38300000.0,126200000,4500000.0,0.0,,1379000000.0,2306800000.0,224600000.0,4600000.0,147200000,147200000,1708800000.0,,,,,,,,
2018-03-31,9900000.0,50600000.0,55200000,52700000,-119400000.0,628500000.0,,12500000,0.0,16200000.0,9900000.0,,32700000.0,-6600000.0,182600000.0,265000000.0,-80500000.0,149200000.0,,-24700000.0,98900000.0,,182600000.0,8300000.0,59400000.0,0.29,-141500000.0,12800000,55100000.0,-6300000.0,148800000.0,900000.0,252000000.0,0.0,198100000.0,42700000,255300000.0,51400000.0,119400000,7700000.0,74200000.0,68200000,270300000,115700000.0,3382900000.0,-8800000.0,3634900000.0,5000000.0,2008300000.0,7000000.0,11700000.0,,149400000,169500000.0,0.29,1810200000.0,9900000.0,-24700000.0,120900000,-200000.0,,,1447500000.0,2306800000.0,235300000.0,,42700000,42700000,1626600000.0,,,,,,,,
2018-06-30,11400000.0,50100000.0,47100000,54800000,-623500000.0,618500000.0,,7100000,0.0,9900000.0,11400000.0,,11600000.0,-5900000.0,179100000.0,296900000.0,-76300000.0,147700000.0,,-27300000.0,111100000.0,,179100000.0,10900000.0,57900000.0,0.27,0.0,13100000,41600000.0,1500000.0,147100000.0,700000.0,256300000.0,,195100000.0,40000000,295300000.0,53600000.0,113800000,12200000.0,83800000.0,66400000,276600000,113700000.0,3404500000.0,200000.0,3660800000.0,-1400000.0,1979600000.0,8900000.0,12200000.0,,155400000,158500000.0,0.27,1784500000.0,11400000.0,-33300000.0,121200000,-6200000.0,,,1422800000.0,2310000000.0,235800000.0,,40000000,40000000,1681200000.0,,,,,,,,
2018-09-30,16900000.0,48300000.0,53800000,57300000,-109000000.0,597000000.0,0.0,10800000,0.0,11400000.0,16900000.0,,-5600000.0,-900000.0,176100000.0,299800000.0,-68200000.0,147800000.0,,-21700000.0,95400000.0,,176100000.0,13700000.0,43900000.0,0.29,0.0,13200000,47000000.0,5500000.0,147200000.0,700000.0,260300000.0,,191900000.0,43000000,338300000.0,54000000.0,121000000,13500000.0,73700000.0,67000000,281700000,112900000.0,3382900000.0,-13800000.0,3643200000.0,-2000000.0,1903600000.0,9300000.0,12800000.0,,157400000,130200000.0,0.29,1711700000.0,16900000.0,-21700000.0,124300000,,,,1351000000.0,2310000000.0,235000000.0,,43000000,43000000,1739600000.0,,,,,,,,
2018-12-31,20300000.0,52900000.0,50100000,58800000,-216000000.0,593600000.0,-37400000.0,7300000,0.0,16900000.0,20300000.0,,5800000.0,0.0,177100000.0,286900000.0,-62300000.0,148200000.0,-132500000.0,-29400000.0,130100000.0,,309600000.0,300000.0,67800000.0,0.29,0.0,12600000,52500000.0,3400000.0,147200000.0,800000.0,266100000.0,0.0,239000000.0,42800000,381100000.0,58000000.0,120700000,17500000.0,100700000.0,63400000,285400000,106800000.0,3387300000.0,20100000.0,3653400000.0,-9100000.0,1866900000.0,8600000.0,16000000.0,,163200000,172300000.0,0.29,1627900000.0,20300000.0,-64400000.0,122200000,-700000.0,,,1284200000.0,2329700000.0,220900000.0,,42800000,42800000,1786500000.0,,,,,,,,
2019-03-31,12000000.0,51000000.0,50000000,57800000,-206200000.0,574600000.0,-375000000.0,10700000,0.0,20300000.0,12000000.0,,3100000.0,-10900000.0,199300000.0,64400000.0,325300000.0,148200000.0,,-22700000.0,64100000.0,,199300000.0,-5600000.0,72100000.0,0.27,0.0,15000000,52600000.0,-8300000.0,147500000.0,700000.0,262000000.0,,211800000.0,39300000,419400000.0,56900000.0,121900000,13300000.0,41400000.0,65300000,283100000,107700000.0,3754400000.0,-49100000.0,4016400000.0,3000000.0,2195100000.0,8800000.0,38300000.0,,160000000,133500000.0,0.27,1983300000.0,12000000.0,-397700000.0,123100000,-300000.0,,378700000.0,1615800000.0,2329700000.0,221500000.0,,39300000,39300000,1821300000.0,,,,,,,,
2019-06-30,9300000.0,45200000.0,59800000,58500000,-100200000.0,558300000.0,0.0,14500000,0.0,12000000.0,9300000.0,,-2400000.0,-1300000.0,189100000.0,66600000.0,-44000000.0,148500000.0,,-22700000.0,64000000.0,,189100000.0,-17900000.0,54800000.0,0.22,-11900000.0,16700000,60400000.0,-2700000.0,147700000.0,700000.0,271400000.0,,208700000.0,31900000,451300000.0,57500000.0,134000000,12100000.0,41300000.0,77000000,294900000,103200000.0,3713900000.0,-49600000.0,3985300000.0,-2000000.0,2145500000.0,8900000.0,50500000.0,,159400000,126800000.0,0.21,1936800000.0,9300000.0,-22700000.0,135500000,-500000.0,,360400000.0,1572600000.0,2329700000.0,210500000.0,,31900000,31900000,1839800000.0,,,,,,,,
2019-09-30,9800000.0,47300000.0,58600000,60000000,-226000000.0,567000000.0,-70400000.0,9400000,0.0,9300000.0,9800000.0,,,-4300000.0,161800000.0,145300000.0,700000.0,148500000.0,,-23100000.0,93300000.0,,188200000.0,-26400000.0,41900000.0,0.25,0.0,16500000,62900000.0,500000.0,147700000.0,700000.0,271700000.0,,201300000.0,37300000,477100000.0,59600000.0,134700000,14400000.0,70200000.0,75200000,299100000,96400000.0,3731800000.0,-35500000.0,4003500000.0,4900000.0,2135700000.0,11200000.0,63300000.0,,163900000,180600000.0,0.25,1934400000.0,9800000.0,-93500000.0,135200000,-100000.0,,338800000.0,1570500000.0,2361400000.0,204200000.0,,37300000,37300000,1867800000.0,,,,,,,,
