date,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyStockholdersEquity,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyDilutedEPS,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyBasicEPS,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyChangeInAccountPayable,quarterlyResearchAndDevelopment
2006-06-30,,765300000.0,,7100000.0,-8600000.0,48700000.0,-24700000.0,48600000.0,,-1100000.0,17800000,-63000000.0,-7700000.0,58100000.0,-0.07,12800000.0,-26000000.0,20000000,,14000000.0,80800000.0,241700000.0,12800000.0,646200000.0,,,-4300000,367200000.0,-106000000.0,-2200000,-6600000.0,-20200000.0,32011226.0,7200000,108100000,-398100000.0,-0.07,-17200000.0,41700000.0,-42700000.0,-2100000,-2100000,7700000.0,100000.0,88100000,57600000.0,21100000.0,,30200000.0,106200000.0,574300000.0,,1600000,32011226.0,58100000.0,58100000.0,-9900000.0,10600000.0,400000.0,100800000.0,,3300000.0,,13100000,727000000.0,664000000.0,-2100000,33100000.0,22000000.0,422300000.0,400000.0,-23800000.0,,,,,
2006-09-30,,769800000.0,,6000000.0,800000.0,60800000.0,-37700000.0,43900000.0,,-1800000.0,27100000,-74200000.0,-10400000.0,8400000.0,0.07,12700000.0,-38300000.0,29600000,,9000000.0,103200000.0,248400000.0,12700000.0,641600000.0,,,3800000,366200000.0,-112800000.0,1500000,-8600000.0,-22300000.0,32436995.0,16900000,123600000,-403600000.0,0.07,-16100000.0,42300000.0,-49700000.0,2300000,2300000,3100000.0,100000.0,94000000,73800000.0,35900000.0,,30400000.0,144700000.0,568900000.0,,400000,32660605.0,8400000.0,8400000.0,-9900000.0,10200000.0,400000.0,58100000.0,,3400000.0,,13500000,744800000.0,670600000.0,2300000,34300000.0,21700000.0,422200000.0,300000.0,-24700000.0,,,,,
2006-12-31,,783000000.0,,7800000.0,-11900000.0,73000000.0,-17400000.0,35800000.0,,-500000.0,55200000,-65100000.0,-12400000.0,7400000.0,,14000000.0,-2400000.0,58500000,,6300000.0,119000000.0,283800000.0,14000000.0,652400000.0,,,32600000,374600000.0,-95400000.0,6400000,-11900000.0,-3300000.0,,44500000,211100000,-408400000.0,,16300000.0,58900000.0,-1000000.0,26200000,26200000,2900000.0,0.0,152600000,114000000.0,40000000.0,,11100000.0,146100000.0,582400000.0,,1700000,,7400000.0,7400000.0,-9900000.0,10700000.0,400000.0,8400000.0,,3100000.0,,13600000,771400000.0,706300000.0,26200000,26400000.0,21500000.0,422500000.0,400000.0,4400000.0,,,,,
2007-03-31,,795700000.0,,5800000.0,-2800000.0,56600000.0,38300000.0,38500000.0,,0.0,59200000,-45500000.0,-16500000.0,35400000.0,0.8,15600000.0,53200000.0,64600000,,8000000.0,104000000.0,261300000.0,15600000.0,632700000.0,,,35100000,376800000.0,-79300000.0,9000000,-8900000.0,-35800000.0,32578962.0,49000000,264200000,-418900000.0,0.8,80400000.0,59000000.0,28000000.0,26100000,26100000,9000000.0,100000.0,199600000,116900000.0,35400000.0,,9500000.0,92800000.0,564200000.0,,0,32767941.0,35400000.0,35400000.0,-10400000.0,10200000.0,400000.0,7400000.0,,3000000.0,,13900000,736700000.0,691200000.0,26100000,31900000.0,21200000.0,429900000.0,700000.0,71500000.0,,,,,
2007-06-30,,829300000.0,,6100000.0,-3700000.0,47500000.0,18000000.0,46600000.0,,0.0,19300000,-48800000.0,-13900000.0,31300000.0,-0.1,15800000.0,-24700000.0,25400000,,8200000.0,93700000.0,232500000.0,15800000.0,629500000.0,,,-3900000,387800000.0,-91700000.0,-700000,-13900000.0,-19600000.0,32257415.0,9600000,127500000,-441500000.0,-0.1,29600000.0,60900000.0,-4100000.0,-3200000,-3200000,9200000.0,200000.0,102100000,64500000.0,34100000.0,,6900000.0,119900000.0,561700000.0,,0,32257415.0,31300000.0,31300000.0,-10500000.0,9700000.0,400000.0,35400000.0,,2900000.0,,13500000,723200000.0,674400000.0,-3200000,33200000.0,20900000.0,441900000.0,1400000.0,15700000.0,,,,,
2007-09-30,,859200000.0,,5400000.0,-7200000.0,69700000.0,-41400000.0,49800000.0,,-300000.0,26100000,-48300000.0,-12900000.0,2000000.0,0.2,16200000.0,-32800000.0,32500000,,10400000.0,127200000.0,272400000.0,16200000.0,642700000.0,,,3000000,396800000.0,-93100000.0,-3700000,-12600000.0,3700000.0,32903048.0,16300000,139500000,-462400000.0,0.2,-22900000.0,55200000.0,-29300000.0,6700000,6700000,15000000.0,0.0,107000000,96800000.0,39700000.0,,2800000.0,155400000.0,584700000.0,,500000,32988064.0,2000000.0,2000000.0,-10500000.0,9800000.0,400000.0,31300000.0,,2800000.0,,13800000,769900000.0,721600000.0,6700000,31700000.0,20700000.0,449200000.0,8700000.0,-35500000.0,,,,,
2007-12-31,,826800000.0,,7300000.0,13400000.0,104900000.0,-62600000.0,53500000.0,,0.0,81000000,-4600000.0,-12600000.0,12100000.0,,20100000.0,27000000.0,89500000,,17400000.0,165100000.0,365700000.0,20100000.0,659500000.0,,,45900000,396800000.0,-54500000.0,-4500000,-12600000.0,-7400000.0,,69400000,326100000,-430000000.0,,31400000.0,44200000.0,10100000.0,50400000,50400000,8900000.0,100000.0,236600000,206600000.0,47200000.0,,12600000.0,128400000.0,602700000.0,,-10100000,,12100000.0,12100000.0,-10600000.0,11600000.0,400000.0,2000000.0,,4100000.0,,13400000,824600000.0,820000000.0,50400000,35300000.0,22200000.0,454300000.0,-1400000.0,18800000.0,,,,,
2008-03-31,,824800000.0,,9100000.0,-300000.0,80800000.0,79700000.0,45600000.0,,200000.0,89100000,29000000.0,-8500000.0,102800000.0,1.48,18900000.0,62400000.0,97000000,,5100000.0,143200000.0,351900000.0,18900000.0,627500000.0,,,68000000,392000000.0,-14500000.0,18900000,-8700000.0,-43300000.0,32992482.0,78100000,380000000,-432800000.0,1.49,145500000.0,43500000.0,90700000.0,49100000,49100000,13300000.0,1000000.0,283000000,164300000.0,45000000.0,,11300000.0,64800000.0,572700000.0,,1900000,33068105.0,102800000.0,102800000.0,-11000000.0,11000000.0,400000.0,12100000.0,,4100000.0,,12000000,770700000.0,799700000.0,49100000,34000000.0,21800000.0,447800000.0,1700000.0,136800000.0,,,,,
2008-06-30,,838000000.0,,14000000.0,9200000.0,66600000.0,3500000.0,51400000.0,,1000000.0,29400000,27500000.0,-10300000.0,40700000.0,0.05,18200000.0,-43400000.0,37100000,,8500000.0,104700000.0,253300000.0,18200000.0,569600000.0,,,3400000,394200000.0,-20500000.0,1800000,-11300000.0,-85100000.0,33117000.0,18900000,162000000,-443800000.0,0.05,32800000.0,42800000.0,-62100000.0,1600000,1600000,0.0,700000.0,124900000,80400000.0,34000000.0,,21900000.0,108500000.0,504900000.0,,-4500000,33192000.0,40700000.0,40700000.0,-11100000.0,10500000.0,400000.0,102800000.0,,4100000.0,,11000000,674300000.0,701800000.0,1600000,32800000.0,21500000.0,448500000.0,600000.0,21500000.0,,,,,
2008-09-30,,827200000.0,,7200000.0,300000.0,93500000.0,-42200000.0,34700000.0,,-100000.0,65300000,29500000.0,-16600000.0,11800000.0,0.87,20800000.0,-37800000.0,76800000,,900000.0,160500000.0,309100000.0,20800000.0,562800000.0,,,43600000,389900000.0,-700000.0,14900000,-16500000.0,-12000000.0,33135000.0,56000000,237400000,-437300000.0,0.87,-1900000.0,39600000.0,-28900000.0,28700000,28700000,10500000.0,0.0,160600000,131900000.0,52400000.0,,19300000.0,143800000.0,503900000.0,,-2900000,33201000.0,11800000.0,11800000.0,-11100000.0,9300000.0,400000.0,40700000.0,,4100000.0,,9500000,723300000.0,752800000.0,28700000,32800000.0,21000000.0,443700000.0,100000.0,-18400000.0,,,,,
2008-12-31,,790300000.0,29800000.0,9700000.0,7000000.0,115400000.0,-23100000.0,-800000.0,,0.0,126200000,64500000.0,-31300000.0,34600000.0,,24100000.0,13100000.0,145300000,,-14900000.0,215500000.0,390500000.0,24100000.0,542600000.0,,,112000000,383100000.0,68300000.0,31900000,-31300000.0,-21900000.0,,121200000,388300000,-407200000.0,,77700000.0,29400000.0,22800000.0,80100000,80100000,0.0,,243000000,,66200000.0,,21600000.0,123300000.0,491600000.0,,-100000,,34600000.0,34600000.0,-11100000.0,,400000.0,11800000.0,,4100000.0,,9100000,758100000.0,822600000.0,80100000,28600000.0,20400000.0,432100000.0,-4700000.0,46400000.0,,,,,
2009-03-31,,791300000.0,29500000.0,8700000.0,1800000.0,69400000.0,37200000.0,-6000000.0,,-100000.0,105900000,113200000.0,-9500000.0,117400000.0,1.85,20700000.0,-12500000.0,115300000,,900000.0,152200000.0,389000000.0,20700000.0,552500000.0,,-9600000.0,88200000,379300000.0,118100000.0,26600000,-9400000.0,-18300000.0,32493000.0,94600000,309100000,-412000000.0,1.85,112000000.0,30200000.0,82800000.0,61600000,61600000,0.0,1500000.0,193800000,,49200000.0,,40400000.0,135100000.0,481900000.0,,1100000,32538000.0,117400000.0,117400000.0,-11800000.0,,400000.0,34600000.0,,4100000.0,,7500000,704700000.0,817900000.0,61600000,29500000.0,20100000.0,428900000.0,-500000.0,102600000.0,,,,,
2009-06-30,,849800000.0,6100000.0,7600000.0,11600000.0,69600000.0,-66700000.0,,,-300000.0,39500000,143900000.0,-23600000.0,66300000.0,0.42,20200000.0,-63600000.0,55000000,,1400000.0,116400000.0,373400000.0,20200000.0,576100000.0,,-97300000.0,22300000,408600000.0,120400000.0,8200000,-19700000.0,-11300000.0,32585000.0,34800000,159500000,-441200000.0,0.42,-23700000.0,34500000.0,-51100000.0,14100000,14100000,0.0,700000.0,104500000,,36600000.0,,53000000.0,201600000.0,488600000.0,,-5900000,32601000.0,66300000.0,66300000.0,-11800000.0,,400000.0,117400000.0,,4100000.0,,6600000,692500000.0,836400000.0,14100000,34000000.0,20400000.0,463000000.0,-400000.0,-43400000.0,,,,,
2009-09-30,,887800000.0,17400000.0,8900000.0,-3900000.0,80200000.0,-54200000.0,,,-200000.0,54100000,173500000.0,-24700000.0,13200000.0,0.77,21900000.0,-58000000.0,66600000,,1400000.0,146500000.0,410200000.0,21900000.0,578500000.0,0.0,-1000000.0,37200000,431300000.0,134400000.0,11500000,-24500000.0,-12700000.0,32593000.0,44700000,182300000,-456500000.0,0.77,-19800000.0,36300000.0,-53100000.0,25700000,25700000,0.0,100000.0,115700000,,44800000.0,,54600000.0,261200000.0,487600000.0,,-1500000,32609000.0,13200000.0,13200000.0,-11700000.0,,400000.0,66300000.0,,4100000.0,,6000000,725000000.0,898500000.0,25700000,37000000.0,20000000.0,488300000.0,-200000.0,-44300000.0,,,,,
2009-12-31,,919200000.0,21900000.0,11500000.0,16100000.0,95700000.0,-42900000.0,31200000.0,,-600000.0,107100000,223100000.0,-41100000.0,13500000.0,,21100000.0,-12800000.0,117200000,,-2100000.0,184600000.0,483400000.0,21100000.0,596100000.0,0.0,5400000.0,89400000,463800000.0,185000000.0,26900000,-40500000.0,-11000000.0,,96100000,312200000,-455400000.0,,50400000.0,54500000.0,300000.0,62500000,62500000,0.0,,195000000,,62900000.0,,55000000.0,273200000.0,486600000.0,,-1000000,,13500000.0,13500000.0,-11900000.0,,400000.0,13200000.0,,4100000.0,,5700000,780700000.0,1003800000.0,62500000,36900000.0,19700000.0,520400000.0,-3300000.0,9900000.0,,,,,
2010-03-31,,947500000.0,20800000.0,10200000.0,-700000.0,64700000.0,64600000.0,35300000.0,1400000.0,-300000.0,101100000,276900000.0,-24200000.0,118500000.0,1.77,21900000.0,62900000.0,114600000,,700000.0,152900000.0,488000000.0,21900000.0,597000000.0,,-1000000.0,83100000,479500000.0,231000000.0,24200000,-23900000.0,-11600000.0,32668000.0,92700000,357600000,-468000000.0,1.77,137300000.0,50100000.0,105000000.0,58900000,58900000,0.0,1400000.0,243000000,,63300000.0,,61200000.0,211100000.0,485700000.0,,-3700000,32678000.0,118500000.0,118500000.0,-12900000.0,,400000.0,13500000.0,,4100000.0,,5900000,749900000.0,1026800000.0,58900000,40000000.0,19300000.0,538800000.0,0.0,113400000.0,,,,,
2010-06-30,,950500000.0,3200000.0,8500000.0,5500000.0,52300000.0,2700000.0,22800000.0,1400000.0,-300000.0,32300000,265100000.0,-22400000.0,112400000.0,0.34,21500000.0,-6700000.0,39900000,,600000.0,109700000.0,428600000.0,21500000.0,593700000.0,,-1000000.0,15000000,480800000.0,229200000.0,3700000,-22100000.0,-13000000.0,32739000.0,18400000,179000000,-469700000.0,0.34,33800000.0,49400000.0,-6100000.0,11300000,11300000,0.0,400000.0,139100000,,50100000.0,,59600000.0,215600000.0,484700000.0,,1900000,32754000.0,112400000.0,112400000.0,-13100000.0,,400000.0,118500000.0,,4100000.0,,5300000,703400000.0,968500000.0,11300000,40100000.0,19000000.0,539900000.0,0.0,11700000.0,,,,,
2010-09-30,,996000000.0,5800000.0,6600000.0,-600000.0,56000000.0,-35900000.0,33300000.0,1300000.0,-400000.0,43600000,285400000.0,-31500000.0,68900000.0,0.58,20700000.0,-24900000.0,53400000,,400000.0,121200000.0,433800000.0,20700000.0,594700000.0,0.0,-900000.0,26100000,507800000.0,235500000.0,6800000,-31100000.0,-11700000.0,32774000.0,32700000,176000000,-488200000.0,0.58,-3000000.0,51500000.0,-43500000.0,19300000,19300000,0.0,800000.0,122600000,,55300000.0,,59500000.0,242500000.0,483700000.0,,1300000,32785000.0,68900000.0,68900000.0,-13000000.0,,400000.0,112400000.0,,4100000.0,,5300000,715900000.0,1001300000.0,19300000,41000000.0,18700000.0,567500000.0,0.0,-34100000.0,,,,,
2010-12-31,,1036800000.0,14400000.0,14300000.0,3500000.0,92500000.0,-13200000.0,46000000.0,1200000.0,-300000.0,92900000,347800000.0,-35300000.0,91100000.0,,24300000.0,39100000.0,107000000,,1900000.0,182600000.0,521400000.0,24300000.0,583900000.0,0.0,-1200000.0,71000000,533800000.0,283600000.0,9900000,-35000000.0,-18800000.0,,82700000,356300000,-503000000.0,,73100000.0,41600000.0,22200000.0,61100000,61100000,0.0,,249300000,,71500000.0,,59800000.0,205000000.0,482500000.0,,-11700000,,91100000.0,91100000.0,-13000000.0,,400000.0,68900000.0,,4200000.0,,6200000,766500000.0,1114300000.0,61100000,40700000.0,18400000.0,592900000.0,-4800000.0,38100000.0,,,,,
2011-03-31,,1080400000.0,9000000.0,8200000.0,3300000.0,52600000.0,92200000.0,59000000.0,1700000.0,1100000.0,100400000,406100000.0,-72400000.0,177600000.0,1.69,23000000.0,79000000.0,107600000,,300000.0,129200000.0,463600000.0,23000000.0,597300000.0,-56800000.0,-1100000.0,78300000,555700000.0,325000000.0,21800000,-16700000.0,-14000000.0,32835000.0,84600000,390600000,-524700000.0,1.69,170800000.0,42700000.0,86500000.0,56500000,56500000,0.0,,283000000,138400000.0,46300000.0,,73100000.0,128400000.0,481500000.0,,-600000,32866000.0,177600000.0,177600000.0,-15100000.0,,400000.0,91100000.0,,4200000.0,,5700000,726500000.0,1132600000.0,56500000,57000000.0,56300000.0,669000000.0,1100000.0,154100000.0,,,,,
