date,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyPurchaseOfBusiness,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalRevenue,quarterlyDilutedAverageShares,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,quarterlyTotalAssets,quarterlyBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyChangeInInventory,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyInventory,quarterlyNonCurrentDeferredRevenue
2013-09-30,,9328000000.0,3100000000.0,36000000.0,0.17,-1591000000.0,301000000,773000000,726000000,2685000000.0,847000000.0,,21000000.0,-1599000000,-284000000,369000000,0.0,-18000000,-16000000.0,90000000.0,-1136000000.0,950000000,614000000.0,0.0,0.0,872000000.0,507000000,453000000.0,-19000000,1509000000,901000000.0,0,11000000,762000000.0,425000000,425000000,13048000000.0,404000000,43000000,422000000,3100000000,734000000,274000000,1021000000,239000000,-904000000,736000000,6228000000.0,666000000,1885000000.0,-51000000,2000000,2636000000.0,3821000000.0,984000000.0,10549000000.0,2016000000,2528000000.0,0.0,99000000,2430000000.0,14933000000.0,0.17,13000000.0,4384000000.0,-83000000,1938000000,,3001000000,0.0,36000000.0,,,,,,
2013-12-31,,11449000000.0,3323000000.0,38000000.0,0.2,-100000000.0,607000000,963000000,1130000000,2882000000.0,883000000.0,,6000000.0,1525000000,-483000000,409000000,1478000000.0,141000000,-131000000.0,221000000.0,-1260000000.0,1231000000,202000000.0,0.0,0.0,1109000000.0,491000000,87000000.0,43000000,2095000000,1325000000.0,-15000000,-15000000,839000000.0,523000000,523000000,15470000000.0,554000000,9000000,520000000,3323000000,-2534000000,274000000,1410000000,273000000,-3069000000,1132000000,8126000000.0,748000000,2425000000.0,192000000,-58000000,3159000000.0,4142000000.0,1100000000.0,13070000000.0,2586000000,2558000000.0,272000000.0,223000000,2458000000.0,17895000000.0,0.21,14000000.0,4825000000.0,-233000000,1164000000,,3100000000,0.0,87000000.0,,,,,,
2014-03-31,,12629000000.0,2998000000.0,38000000.0,0.25,-84000000.0,433000000,965000000,1075000000,3074000000.0,842000000.0,,,262000000,-363000000,455000000,,345000000,0.0,212000000.0,-1296000000.0,1285000000,1063000000.0,,0.0,1006000000.0,462000000,525000000.0,-10000000,2040000000,1254000000.0,-1000000,0,840000000.0,642000000,642000000,16737000000.0,510000000,-4000000,639000000,2998000000,-1872000000,264000000,1339000000,274000000,-2974000000,1075000000,9631000000.0,922000000,2291000000.0,113000000,-1000000,3801000000.0,4370000000.0,1037000000.0,14060000000.0,2502000000,2609000000.0,0.0,-325000000,2545000000.0,19028000000.0,0.25,15000000.0,4968000000.0,105000000,1466000000,,3323000000,0.0,85000000.0,,,,,,
2014-06-30,,13956000000.0,4384000000.0,53000000.0,0.3,-66000000.0,595000000,1047000000,1386000000,3334000000.0,815000000.0,,,470000000,-469000000,492000000,,535000000,-19000000.0,206000000.0,-1460000000.0,1341000000,1056000000.0,,0.0,1190000000.0,473000000,666000000.0,79000000,2437000000,1209000000.0,-2000000,-4000000,857000000.0,791000000,791000000,18346000000.0,555000000,-19000000,788000000,4384000000,-422000000,257000000,1647000000,314000000,-1508000000,1390000000,9572000000.0,872000000,2423000000.0,36000000,-33000000,4592000000.0,4794000000.0,1214000000.0,15557000000.0,2910000000,2615000000.0,0.0,1386000000,2560000000.0,20769000000.0,0.31,-5000000.0,5212000000.0,-187000000,1576000000,,2998000000,0.0,146000000.0,,,,,,
2014-09-30,,14250000000.0,8999000000.0,48000000.0,0.3,-49000000.0,530000000,1241000000,1336000000,3703000000.0,1317000000.0,,,438000000,-482000000,608000000,,482000000,-735000000.0,441000000.0,-1616000000.0,1248000000,1587000000.0,,0.0,1363000000.0,565000000,709000000.0,-57000000,2638000000,1716000000.0,-112000000,-65000000,2612000000.0,806000000,806000000,21238000000.0,633000000,-3000000,802000000,8999000000,2997000000,289000000,1686000000,353000000,-1733000000,1397000000,5251000000.0,766000000,2950000000.0,-198000000,4000000,5398000000.0,5319000000.0,1234000000.0,16115000000.0,3203000000,2644000000.0,0.0,4615000000,2587000000.0,24188000000.0,0.31,-109000000.0,8073000000.0,-182000000,6059000000,,4384000000,0.0,120000000.0,,,,,,
2014-12-31,987000000.0,11199000000.0,4315000000.0,66000000.0,0.25,-44000000.0,413000000,2066000000,1114000000,3967000000.0,3929000000.0,,,401000000,-517000000,1111000000,0.0,434000000,-4221000000.0,637000000.0,-1817000000.0,1583000000,368000000.0,,0.0,1678000000.0,652000000,164000000.0,19000000,3199000000,2664000000.0,-235000000,-19000000,17981000000.0,701000000,701000000,36096000000.0,955000000,2000000,696000000,4315000000,-6616000000,433000000,1505000000,845000000,-2889000000,1133000000,6884000000.0,1066000000,4088000000.0,-213000000,-180000000,6099000000.0,5784000000.0,1424000000.0,13670000000.0,3851000000,2816000000.0,380000000.0,-4684000000,2761000000.0,40184000000.0,0.25,-228000000.0,26514000000.0,-346000000,1246000000,,8999000000,0.0,176000000.0,,,,,,
2015-03-31,,12413000000.0,3419000000.0,55000000.0,0.18,-47000000.0,420000000,1956000000,932000000,4619000000.0,3774000000.0,,,371000000,-502000000,1062000000,,418000000,-257000000.0,605000000.0,-1955000000.0,1700000000,2647000000.0,,0.0,1508000000.0,654000000,1300000000.0,-15000000,2889000000,2760000000.0,23000000,-3000000,18005000000.0,512000000,512000000,37501000000.0,894000000,6000000,509000000,3419000000,-2844000000,457000000,1390000000,694000000,-3055000000,933000000,8994000000.0,1198000000,4506000000.0,254000000,-223000000,6611000000.0,6574000000.0,1746000000.0,15004000000.0,3543000000,2836000000.0,0.0,-896000000,2784000000.0,42007000000.0,0.18,-447000000.0,27003000000.0,84000000,947000000,,4315000000,0.0,129000000.0,,,,,,
2015-06-30,,14125000000.0,5123000000.0,49000000.0,0.25,-37000000.0,554000000,2101000000,1273000000,4955000000.0,3605000000.0,,,342000000,-549000000,1170000000,,379000000,-25000000.0,594000000.0,-1961000000.0,1880000000,2687000000.0,,0.0,1815000000.0,668000000,1472000000.0,31000000,3374000000,2797000000.0,21000000,-5000000,18025000000.0,719000000,719000000,39452000000.0,931000000,1000000,715000000,5123000000,-564000000,459000000,1732000000,763000000,-2505000000,1273000000,9002000000.0,1331000000,4678000000.0,4000000,-66000000,7330000000.0,6916000000.0,1881000000.0,16951000000.0,4042000000,2850000000.0,0.0,1704000000,2796000000.0,44130000000.0,0.26,-357000000.0,27179000000.0,-282000000,2494000000,,3419000000,0.0,139000000.0,,,,,,
2015-09-30,,15834000000.0,4308000000.0,47000000.0,0.31,-23000000.0,536000000,2322000000,1432000000,5335000000.0,3437000000.0,,,315000000,-780000000,1271000000,,338000000,-27000000.0,534000000.0,-2035000000.0,2192000000,3148000000.0,,0.0,2010000000.0,720000000,1338000000.0,-9000000,3781000000,3257000000.0,33000000,-34000000,18024000000.0,896000000,896000000,41420000000.0,1051000000,6000000,891000000,4308000000,-3300000000,486000000,1945000000,757000000,-4773000000,1459000000,11526000000.0,1412000000,5049000000.0,430000000,-383000000,8226000000.0,7370000000.0,1792000000.0,19139000000.0,4501000000,2863000000.0,0.0,-815000000,2808000000.0,46469000000.0,0.32,-380000000.0,27330000000.0,-207000000,2247000000,,5123000000,0.0,149000000.0,,,,,,
2015-12-31,163000000.0,18434000000.0,4907000000.0,56000000.0,0.54,-12000000.0,996000000,2457000000,2557000000,5687000000.0,3246000000.0,201000000.0,,554000000,-692000000,1314000000,,566000000,-4000000.0,796000000.0,-2132000000.0,2827000000,536000000.0,,0.0,2559000000.0,824000000,192000000.0,11000000,5017000000,3264000000.0,25000000,-17000000,18026000000.0,1561000000,1561000000,44218000000.0,1143000000,4000000,1554000000,4907000000,-2726000000,543000000,3095000000,746000000,-5605000000,2560000000,13527000000.0,2135000000,5189000000.0,96000000,-123000000,9787000000.0,7819000000.0,1925000000.0,21652000000.0,5841000000,2878000000.0,583000000.0,599000000,2825000000.0,49407000000.0,0.55,-455000000.0,27755000000.0,-568000000,3550000000,,4308000000,0.0,196000000.0,,,,,,
2016-03-31,,20621000000.0,6456000000.0,55000000.0,0.52,-312000000.0,555000000,2535000000,2065000000,6467000000.0,3067000000.0,,,184000000,-1132000000,1343000000,,496000000,-1000000.0,700000000.0,-2346000000.0,2983000000,3116000000.0,,0.0,2348000000.0,838000000,1389000000.0,2000000,4544000000,3116000000.0,33000000,29000000,18029000000.0,1510000000,1510000000,47150000000.0,1192000000,13000000,1505000000,6456000000,-1676000000,552000000,2561000000,747000000,-3126000000,2009000000,14165000000.0,1851000000,4925000000.0,226000000,-65000000,11297000000.0,8813000000.0,1809000000.0,23812000000.0,5382000000,2888000000.0,0.0,1549000000,2843000000.0,52075000000.0,0.53,-276000000.0,28263000000.0,267000000,2550000000,,4907000000,0.0,149000000.0,,,,,,
2016-06-30,,23293000000.0,5108000000.0,79000000.0,0.71,0.0,711000000,2774000000,2766000000,7104000000.0,2879000000.0,,,471000000,-995000000,1463000000,,471000000,-19000000.0,703000000.0,-2652000000.0,3198000000,3145000000.0,,0.0,2801000000.0,916000000,1770000000.0,-41000000,5520000000,3145000000.0,41000000,-12000000,18043000000.0,2055000000,2055000000,50383000000.0,1311000000,6000000,2048000000,5108000000,-4971000000,585000000,3331000000,805000000,-6509000000,2746000000,18185000000.0,2203000000,5356000000.0,-176000000,-77000000,13352000000.0,9756000000.0,2211000000.0,27010000000.0,6436000000,2904000000.0,0.0,-1348000000,2856000000.0,55739000000.0,0.72,-374000000.0,28729000000.0,-492000000,2511000000,,6456000000,0.0,130000000.0,,,,,,
2016-09-30,,26140000000.0,6038000000.0,78000000.0,0.82,0.0,790000000,2902000000,3169000000,7899000000.0,2702000000.0,,,451000000,-1095000000,1539000000,,451000000,-61000000.0,660000000.0,-2879000000.0,3577000000,2964000000.0,,0.0,3070000000.0,987000000,2018000000.0,18000000,6024000000,2964000000.0,8000000,-3000000,18085000000.0,2379000000,2379000000,54115000000.0,1363000000,4000000,2373000000,6038000000,-3117000000,591000000,3713000000,819000000,-7733000000,3122000000,20102000000.0,2482000000,5559000000.0,-235000000,19000000,15731000000.0,10778000000.0,2595000000.0,30328000000.0,7011000000,2915000000.0,0.0,930000000,2871000000.0,59674000000.0,0.83,-372000000.0,29346000000.0,-253000000,5764000000,,5108000000,0.0,260000000.0,,,,,,
2016-12-31,,29449000000.0,8903000000.0,90000000.0,1.21,0.0,244000000,3210000000,4517000000,8591000000.0,2535000000.0,0.0,,-1416000000,-1269000000,1574000000,,-1416000000,-42000000.0,1312000000.0,-3212000000.0,6350000000,461000000.0,,0.0,3993000000.0,1048000000,331000000.0,35000000,7761000000,2892000000.0,-21000000,-90000000,18122000000.0,4273000000,4273000000,59194000000.0,1636000000,7000000,4262000000,8903000000,-1975000000,614000000,5266000000,847000000,-4973000000,4551000000,20546000000.0,5081000000,5767000000.0,943000000,-334000000,21670000000.0,11803000000.0,2875000000.0,34401000000.0,8809000000,2938000000.0,1236000000.0,2865000000,2882000000.0,64961000000.0,1.24,-703000000.0,30560000000.0,-1011000000,4330000000,,6038000000,0.0,302000000.0,,,,,,
2017-03-31,,32306000000.0,7104000000.0,80000000.0,1.04,0.0,344000000,3546000000,3408000000,9462000000.0,2360000000.0,,,-992000000,-1271000000,1834000000,,-764000000,0.0,1836000000.0,-3570000000.0,5058000000,3598000000.0,,0.0,3415000000.0,1159000000,2400000000.0,-10000000,6873000000,3598000000.0,11000000,14000000,18126000000.0,3064000000,3064000000,62188000000.0,1712000000,5000000,3059000000,7104000000,-5891000000,671000000,3998000000,867000000,-6992000000,3327000000,25202000000.0,3787000000,6526000000.0,535000000,-84000000,24175000000.0,13032000000.0,2928000000.0,36930000000.0,8032000000,2944000000.0,0.0,-1799000000,2891000000.0,68714000000.0,1.06,-626000000.0,31784000000.0,609000000,2361000000,-228000000.0,8903000000,0.0,170000000.0,,,,,,
2017-06-30,,35452000000.0,6252000000.0,88000000.0,1.32,0.0,594000000,3683000000,4488000000,10628000000.0,2186000000.0,,,-869000000,-1444000000,1919000000,,-719000000,-8000000.0,2096000000.0,-4040000000.0,5360000000,4047000000.0,,0.0,3897000000.0,1237000000,2626000000.0,-28000000,8084000000,4047000000.0,22000000,-4000000,18129000000.0,3894000000,3894000000,66481000000.0,1764000000,7000000,3890000000,6252000000,-5440000000,729000000,5130000000,1032000000,-7145000000,4401000000,29200000000.0,3916000000,7362000000.0,-329000000,26000000,27560000000.0,14668000000.0,3315000000.0,40804000000.0,9321000000,2951000000.0,0.0,-852000000,2900000000.0,73843000000.0,1.34,-370000000.0,33039000000.0,-386000000,3135000000,-150000000.0,7104000000,0.0,323000000.0,,,,,,
2017-09-30,,38289000000.0,7201000000.0,105000000.0,1.59,0.0,529000000,3758000000,5236000000,12158000000.0,2050000000.0,,,-1531000000,-1755000000,2052000000,,-891000000,-98000000.0,2374000000.0,-4288000000.0,6127000000,4485000000.0,,0.0,4424000000.0,1448000000,2503000000.0,31000000,8880000000,4485000000.0,31000000,6000000,18213000000.0,4707000000,4707000000,71208000000.0,1706000000,6000000,4704000000,7201000000,-3714000000,772000000,5894000000,1010000000,-6273000000,5122000000,31088000000.0,4372000000,7790000000.0,-273000000,-94000000,31209000000.0,16446000000.0,3305000000.0,44203000000.0,10328000000,2956000000.0,0.0,949000000,2904000000.0,78998000000.0,1.62,-200000000.0,34795000000.0,-458000000,4381000000,-640000000.0,6252000000,0.0,383000000.0,,,,,,
2017-12-31,,41711000000.0,8079000000.0,98000000.0,1.44,0.0,3193000000,4009000000,7462000000,13721000000.0,1884000000.0,,,-1843000000,-2263000000,1949000000,,-885000000,-16000000.0,2135000000.0,-4616000000.0,7671000000,1045000000.0,,0.0,5832000000.0,1611000000,685000000.0,50000000,11361000000,6417000000.0,3000000,-16000000,18221000000.0,4269000000,4269000000,74347000000.0,2060000000,6000000,4268000000,8079000000,-4993000000,853000000,8602000000,814000000,-5272000000,7352000000,33632000000.0,5408000000,10177000000.0,1954000000,-225000000,33990000000.0,18337000000.0,3760000000.0,48563000000.0,12972000000,2954000000.0,1201000000.0,878000000,2907000000.0,84524000000.0,1.47,-227000000.0,35961000000.0,-1374000000,2555000000,-958000000.0,7201000000,0.0,380000000.0,,,,,,
2018-03-31,,43956000000.0,12082000000.0,94000000.0,1.69,,622000000,4590000000,5610000000,16211000000.0,1735000000.0,,,-2603000000,-2812000000,2238000000,,-829000000,-49000000.0,2319000000.0,-5081000000.0,7860000000,6239000000.0,,,5115000000.0,1927000000,4003000000.0,1000000,10039000000,6239000000.0,-1000000,16000000,18268000000.0,4988000000,4988000000,77620000000.0,2352000000,8000000,4987000000,12210000000,-1287000000,949000000,6398000000,955000000,-4022000000,5449000000,31874000000.0,5048000000,11325000000.0,1007000000,-47000000,36780000000.0,21292000000.0,5086000000.0,50412000000.0,11966000000,2945000000.0,,4006000000,2906000000.0,88945000000.0,1.72,-294000000.0,38533000000.0,788000000,5597000000,-1774000000.0,8204000000,0.0,593000000.0,,,,,,
2018-06-30,,42309000000.0,11552000000.0,91000000.0,1.74,,762000000,5154000000,5868000000,18357000000.0,1573000000.0,,,-4271000000,-3460000000,2523000000,,-922000000,-16000000.0,2265000000.0,-5561000000.0,6298000000,6239000000.0,,,5590000000.0,2214000000,3720000000.0,49000000,11017000000,6239000000.0,0,-138000000,18263000000.0,5106000000,5106000000,79382000000.0,2631000000,10000000,5106000000,11668000000,-2384000000,1034000000,6897000000,1186000000,-4261000000,5863000000,30757000000.0,2838000000,10909000000.0,-1138000000,101000000,38237000000.0,23918000000.0,4670000000.0,49833000000.0,13231000000,2930000000.0,,-542000000,2895000000.0,90291000000.0,1.76,-687000000.0,40458000000.0,-627000000,5353000000,-3349000000.0,12210000000,0.0,419000000.0,,,,,,
2018-09-30,,41206000000.0,9637000000.0,115000000.0,1.76,,775000000,5528000000,5912000000,21112000000.0,1451000000.0,,,-5157000000,-3342000000,2657000000,,-901000000,-72000000.0,2438000000.0,-6084000000.0,7498000000,6648000000.0,,,6058000000.0,2418000000,4255000000.0,38000000,11309000000,6648000000.0,-3000000,-45000000,18304000000.0,5137000000,5137000000,80342000000.0,2871000000,1000000,5137000000,9744000000,-4247000000,1107000000,6888000000,1039000000,-4375000000,5781000000,31569000000.0,4156000000,12110000000.0,185000000,29000000,38767000000.0,27196000000.0,5462000000.0,49147000000.0,13727000000,2913000000.0,,-1924000000,2885000000.0,92452000000.0,1.78,-777000000.0,43305000000.0,-489000000,3545000000,-4256000000.0,11668000000,0.0,590000000.0,,,,,,
