date,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyOperatingExpense,quarterlyCurrentDebt,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyTaxProvision,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue
2016-06-30,750000000.0,16607000000.0,835000000.0,4977000000.0,0.0,598000000.0,13187000000.0,-601000000.0,462000000.0,721000000.0,5862000000.0,,127000000.0,127000000.0,491000000.0,9771000000.0,127000000.0,0.0,50000000.0,0.17,2271000000.0,94000000.0,2271000000.0,1238000000.0,,740000000.0,56000000.0,2271000000.0,2431000000.0,,-45000000.0,349000000.0,,8053000000.0,320000000.0,-34000000.0,435000000.0,593000000.0,-1000000.0,,,-82000000.0,176000000.0,0.0,72000000.0,-649000000.0,972000000.0,739000000.0,2872000000.0,8554000000.0,4000000.0,-816000000.0,,260000000.0,40000000.0,8000000.0,232000000,41000000.0,22000000.0,-52000000.0,-1009000000.0,,4366000000.0,36000000.0,249000000.0,1570000000,479000000.0,-44000000.0,167000000.0,0.17,-5000000.0,3420000000.0,2191000000.0,,,232000000,
2016-09-30,756000000.0,18380000000.0,937000000.0,4881000000.0,0.0,529000000.0,13046000000.0,1758000000.0,446000000.0,689000000.0,5861000000.0,,199000000.0,199000000.0,496000000.0,9787000000.0,199000000.0,0.0,43000000.0,0.27,4029000000.0,131000000.0,4029000000.0,1320000000.0,,745000000.0,1481000000.0,4029000000.0,2134000000.0,,-37000000.0,226000000.0,0.0,9562000000.0,382000000.0,-78000000.0,480000000.0,728000000.0,-45000000.0,,,18000000.0,211000000.0,0.0,36000000.0,-653000000.0,1039000000.0,742000000.0,2271000000.0,8818000000.0,-9000000.0,-3038000000.0,,258000000.0,32000000.0,14000000.0,294000000,32000000.0,9000000.0,-85000000.0,1285000000.0,,4616000000.0,26000000.0,249000000.0,1568000000,508000000.0,-28000000.0,231000000.0,0.26,0.0,5334000000.0,3701000000.0,,,294000000,
2016-12-31,757000000.0,17452000000.0,746000000.0,4887000000.0,0.0,776000000.0,12622000000.0,-784000000.0,732000000.0,806000000.0,5677000000.0,,254000000.0,254000000.0,528000000.0,9768000000.0,254000000.0,-82000000.0,44000000.0,0.34,3245000000.0,49000000.0,3245000000.0,1628000000.0,,813000000.0,,3245000000.0,1912000000.0,,-27000000.0,318000000.0,0.0,8333000000.0,401000000.0,-56000000.0,822000000.0,804000000.0,64000000.0,,,-311000000.0,222000000.0,0.0,26000000.0,-629000000.0,1238000000.0,744000000.0,4029000000.0,9119000000.0,5000000.0,-1500000000.0,-547000000.0,258000000.0,46000000.0,28000000.0,425000000,40000000.0,-47000000.0,191000000.0,-1583000000.0,,4869000000.0,20000000.0,285000000.0,2014000000,859000000.0,-37000000.0,300000000.0,0.33,5000000.0,4830000000.0,2656000000.0,805000000.0,,425000000,
2017-03-31,761000000.0,16921000000.0,812000000.0,4393000000.0,0.0,585000000.0,12565000000.0,3000000.0,344000000.0,936000000.0,5246000000.0,,426000000.0,426000000.0,423000000.0,9763000000.0,426000000.0,-80000000.0,41000000.0,0.57,3248000000.0,48000000.0,3248000000.0,1153000000.0,,648000000.0,,3248000000.0,1747000000.0,,-23000000.0,313000000.0,,7485000000.0,439000000.0,-13000000.0,390000000.0,716000000.0,2000000.0,,,396000000.0,150000000.0,0.0,-76000000.0,-625000000.0,1141000000.0,749000000.0,3245000000.0,9436000000.0,-2000000.0,-3051000000.0,,245000000.0,27000000.0,21000000.0,806000000,33000000.0,-303000000.0,-80000000.0,-404000000.0,,5069000000.0,109000000.0,225000000.0,1726000000,411000000.0,-21000000.0,453000000.0,0.56,0.0,4356000000.0,2239000000.0,,,493000000,
2017-06-30,764000000.0,16808000000.0,903000000.0,4387000000.0,0.0,561000000.0,12456000000.0,30000000.0,360000000.0,662000000.0,5328000000.0,,243000000.0,243000000.0,479000000.0,9763000000.0,243000000.0,0.0,38000000.0,0.32,3278000000.0,51000000.0,3278000000.0,940000000.0,,731000000.0,,3278000000.0,1583000000.0,,-18000000.0,305000000.0,,7093000000.0,466000000.0,-33000000.0,234000000.0,663000000.0,-8000000.0,,,-11000000.0,163000000.0,0.0,8000000.0,-640000000.0,1070000000.0,754000000.0,3248000000.0,9715000000.0,13000000.0,-1200000000.0,,246000000.0,50000000.0,15000000.0,644000000,38000000.0,-319000000.0,-23000000.0,-248000000.0,,5312000000.0,21000000.0,252000000.0,1631000000,265000000.0,-31000000.0,293000000.0,0.32,0.0,4352000000.0,1765000000.0,,,339000000,
2017-09-30,766000000.0,17718000000.0,934000000.0,4388000000.0,0.0,552000000.0,12332000000.0,298000000.0,888000000.0,703000000.0,5362000000.0,,188000000.0,188000000.0,536000000.0,9764000000.0,188000000.0,-74000000.0,40000000.0,0.25,3576000000.0,94000000.0,3576000000.0,1373000000.0,,809000000.0,,3576000000.0,1406000000.0,,-115000000.0,254000000.0,0.0,7751000000.0,469000000.0,-8000000.0,345000000.0,828000000.0,-44000000.0,,,-525000000.0,313000000.0,0.0,146000000.0,-642000000.0,1066000000.0,755000000.0,3278000000.0,9967000000.0,-1000000.0,0.0,,254000000.0,32000000.0,1000000.0,511000000,47000000.0,-79000000.0,-35000000.0,12000000.0,,5501000000.0,20000000.0,273000000.0,1618000000,379000000.0,-34000000.0,220000000.0,0.25,0.0,5386000000.0,2389000000.0,,,257000000,
2017-12-31,757000000.0,18668000000.0,1132000000.0,4390000000.0,0.0,803000000.0,12148000000.0,1137000000.0,918000000.0,1411000000.0,5543000000.0,,-585000000.0,-585000000.0,700000000.0,9763000000.0,-585000000.0,0.0,21000000.0,-0.77,4713000000.0,46000000.0,4713000000.0,1929000000.0,-55000000.0,1019000000.0,,4713000000.0,1192000000.0,,-41000000.0,327000000.0,0.0,9206000000.0,440000000.0,-12000000.0,1089000000.0,843000000.0,24000000.0,,,-25000000.0,323000000.0,0.0,7000000.0,-638000000.0,1240000000.0,757000000.0,3576000000.0,9462000000.0,3000000.0,0.0,-685000000.0,294000000.0,769000000.0,15000000.0,548000000,58000000.0,1362000000.0,-43000000.0,16000000.0,,4916000000.0,28000000.0,319000000.0,2043000000,1158000000.0,-69000000.0,184000000.0,-0.77,0.0,6520000000.0,3663000000.0,979000000.0,,221000000,
2018-03-31,770000000.0,18397000000.0,1243000000.0,4392000000.0,,662000000.0,11987000000.0,504000000.0,431000000.0,1551000000.0,5651000000.0,,500000000.0,500000000.0,449000000.0,9764000000.0,500000000.0,,16000000.0,0.66,5217000000.0,42000000.0,5217000000.0,1204000000.0,-20000000.0,708000000.0,,5224000000.0,1079000000.0,,-51000000.0,305000000.0,,8578000000.0,458000000.0,-39000000.0,498000000.0,720000000.0,4000000.0,,,503000000.0,172000000.0,0.0,-160000000.0,-649000000.0,1303000000.0,759000000.0,4720000000.0,9819000000.0,,0.0,,286000000.0,67000000.0,10000000.0,900000000,54000000.0,-369000000.0,29000000.0,8000000.0,,5245000000.0,47000000.0,259000000.0,1965000000,529000000.0,-31000000.0,567000000.0,0.65,,6410000000.0,2927000000.0,,,595000000,
2018-06-30,770000000.0,17958000000.0,1145000000.0,4394000000.0,,510000000.0,11824000000.0,-359000000.0,418000000.0,1061000000.0,5552000000.0,,402000000.0,402000000.0,442000000.0,9763000000.0,402000000.0,,13000000.0,0.53,4857000000.0,36000000.0,4857000000.0,832000000.0,-39000000.0,697000000.0,,4865000000.0,1041000000.0,,-73000000.0,168000000.0,,7612000000.0,415000000.0,-29000000.0,-21000000.0,823000000.0,4000000.0,,,8000000.0,167000000.0,0.0,3000000.0,-605000000.0,1131000000.0,761000000.0,5224000000.0,10346000000.0,,0.0,,281000000.0,6000000.0,-1000000.0,602000000,56000000.0,-682000000.0,66000000.0,-258000000.0,,5647000000.0,30000000.0,255000000.0,1641000000,9000000.0,-30000000.0,408000000.0,0.52,,6134000000.0,2060000000.0,,,434000000,
2018-09-30,771000000.0,16713000000.0,991000000.0,2670000000.0,,513000000.0,11741000000.0,-1549000000.0,641000000.0,1053000000.0,3672000000.0,,260000000.0,260000000.0,471000000.0,9763000000.0,260000000.0,-40000000.0,11000000.0,0.34,3308000000.0,174000000.0,3308000000.0,1017000000.0,0.0,734000000.0,,3316000000.0,1000000000.0,,-36000000.0,150000000.0,0.0,6054000000.0,454000000.0,-44000000.0,217000000.0,849000000.0,-135000000.0,,,-221000000.0,312000000.0,0.0,143000000.0,-613000000.0,999000000.0,763000000.0,4865000000.0,10659000000.0,0.0,-1740000000.0,,281000000.0,-48000000.0,11000000.0,415000000,54000000.0,-342000000.0,80000000.0,-1770000000.0,,5907000000.0,14000000.0,263000000.0,1512000000,253000000.0,-36000000.0,212000000.0,0.34,,4972000000.0,2382000000.0,,,265000000,
2018-12-31,771000000.0,17835000000.0,1147000000.0,2671000000.0,,832000000.0,11729000000.0,913000000.0,1035000000.0,896000000.0,3836000000.0,,650000000.0,650000000.0,530000000.0,9762000000.0,650000000.0,0.0,18000000.0,0.85,4225000000.0,43000000.0,4225000000.0,1493000000.0,-150000000.0,855000000.0,,4229000000.0,800000000.0,,-70000000.0,375000000.0,0.0,6478000000.0,482000000.0,-8000000.0,965000000.0,803000000.0,122000000.0,,,-404000000.0,253000000.0,0.0,-51000000.0,-601000000.0,1549000000.0,763000000.0,3316000000.0,11357000000.0,-2000000.0,0.0,-770000000.0,282000000.0,40000000.0,-13000000.0,694000000,45000000.0,90000000.0,-155000000.0,0.0,,6558000000.0,8000000.0,325000000.0,2381000000,999000000.0,-34000000.0,690000000.0,0.84,,6106000000.0,2642000000.0,1052000000.0,,694000000,
2019-03-31,770000000.0,17948000000.0,1363000000.0,2672000000.0,,563000000.0,11911000000.0,471000000.0,594000000.0,1198000000.0,4057000000.0,,447000000.0,447000000.0,386000000.0,9763000000.0,447000000.0,-57000000.0,22000000.0,0.58,4696000000.0,45000000.0,4696000000.0,931000000.0,0.0,635000000.0,,4700000000.0,760000000.0,,-5000000.0,191000000.0,,6352000000.0,751000000.0,-6000000.0,432000000.0,702000000.0,-2000000.0,13000000.0,,438000000.0,166000000.0,0.0,-91000000.0,-602000000.0,1262000000.0,764000000.0,4229000000.0,11596000000.0,,,,264000000.0,120000000.0,30000000.0,818000000,63000000.0,-367000000.0,86000000.0,24000000.0,,6757000000.0,30000000.0,249000000.0,1825000000,450000000.0,-18000000.0,567000000.0,0.58,,6037000000.0,2295000000.0,,,627000000,
2019-06-30,770000000.0,17495000000.0,1186000000.0,2673000000.0,,433000000.0,11832000000.0,-101000000.0,455000000.0,731000000.0,3879000000.0,,328000000.0,328000000.0,361000000.0,9763000000.0,328000000.0,16000000.0,20000000.0,0.43,4592000000.0,46000000.0,4592000000.0,728000000.0,0.0,605000000.0,,4599000000.0,723000000.0,23000000.0,42000000.0,162000000.0,,5518000000.0,721000000.0,-42000000.0,127000000.0,570000000.0,-2000000.0,62000000.0,,132000000.0,180000000.0,0.0,16000000.0,-608000000.0,963000000.0,766000000.0,4700000000.0,11977000000.0,,,,259000000.0,42000000.0,-2000000.0,555000000,37000000.0,-337000000.0,5000000.0,-298000000.0,,7085000000.0,27000000.0,244000000.0,1396000000,154000000.0,-27000000.0,370000000.0,0.43,,5663000000.0,1639000000.0,,,358000000,
2019-09-30,771000000.0,17805000000.0,1122000000.0,2674000000.0,,442000000.0,11793000000.0,347000000.0,386000000.0,782000000.0,3819000000.0,,204000000.0,204000000.0,359000000.0,9764000000.0,204000000.0,-19000000.0,23000000.0,0.27,4939000000.0,102000000.0,4939000000.0,695000000.0,0.0,569000000.0,,4946000000.0,692000000.0,23000000.0,42000000.0,105000000.0,0.0,5570000000.0,731000000.0,-7000000.0,275000000.0,585000000.0,-61000000.0,78000000.0,,65000000.0,274000000.0,0.0,97000000.0,-607000000.0,840000000.0,767000000.0,4599000000.0,12235000000.0,-2000000.0,,,249000000.0,45000000.0,19000000.0,377000000,27000000.0,-55000000.0,9000000.0,23000000.0,,7289000000.0,30000000.0,210000000.0,1282000000,309000000.0,-34000000.0,249000000.0,0.26,,6012000000.0,1751000000.0,,,271000000,
