date,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyTaxProvision,quarterlyBasicEPS,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetPPE,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccountsReceivable,quarterlyOperatingExpense,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyTotalAssets,quarterlyPurchaseOfInvestment,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyGrossProfit,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyBasicAverageShares,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2009-03-31,243000000.0,-7000000,-34400000.0,374100000.0,,-38600000.0,0.0,68000000.0,-6300000,-6600000.0,-0.03,200000.0,352400000.0,1510100000.0,466500000.0,-12600000.0,,,74100000.0,739900000.0,,63100000.0,103400000.0,1200000.0,90800000.0,4353700000.0,,232058000.0,90800000.0,250400000.0,29400000.0,19100000.0,0.0,3165300000.0,30000000.0,,-7000000,,79600000.0,,-117500000.0,851400000.0,0.0,2366800000.0,819500000,5500000,2556300000.0,,9200000.0,-26300000.0,-0.03,5200000.0,83400000.0,5200000.0,69300000,33000000.0,-18400000.0,,90800000.0,-45600000.0,232058000.0,1179600000.0,,1961000000.0,74100000.0,1038100000.0,1111000000.0,-12900000.0,1255800000.0,-12200000.0,1188400000.0,-136700000.0,0.0,-1046200000.0,321500000.0,,
2009-06-30,232800000.0,-35900000,106200000.0,424000000.0,,-49700000.0,0.0,105800000.0,-33900000,-19100000.0,-0.153874,-45500000.0,313500000.0,1502100000.0,766200000.0,166100000.0,,,115400000.0,800000000.0,,62900000.0,90800000.0,1200000.0,256900000.0,4611000000.0,,233200000.0,256900000.0,95800000.0,56100000.0,9000000.0,0.0,3216200000.0,-106400000.0,,-35900000,,116200000.0,,-31400000.0,889300000.0,0.0,2528200000.0,916200000,800000,2606600000.0,,0.0,56900000.0,-0.155,8500000.0,51700000.0,7300000.0,18900000,7300000.0,-3700000.0,,256900000.0,-51300000.0,232058000.0,1141000000.0,,2057600000.0,115400000.0,1057300000.0,985100000.0,-53000000.0,1543100000.0,-10100000.0,1394800000.0,-108400000.0,143300000.0,-1104500000.0,303500000.0,,
2009-09-30,247200000.0,17200000,-24100000.0,445500000.0,,-38900000.0,0.0,52500000.0,20000000,1500000.0,0.075,6500000.0,314600000.0,1525000000.0,770900000.0,1900000.0,,,124300000.0,876000000.0,,66000000.0,256900000.0,1200000.0,258800000.0,4791200000.0,,234990000.0,258800000.0,76800000.0,13600000.0,13000000.0,0.0,3286300000.0,0.0,,17200000,,151800000.0,-6800000.0,21500000.0,973200000.0,0.0,2620500000.0,1027800000,27500000,2737700000.0,,4600000.0,-13700000.0,0.075,6800000.0,10800000.0,5400000.0,100500000,9500000.0,-400000.0,,258800000.0,-32800000.0,233458000.0,1155900000.0,,2137200000.0,125900000.0,1068600000.0,1054600000.0,21500000.0,1565900000.0,-700000.0,1504900000.0,82400000.0,0.0,-1212700000.0,310600000.0,,
2009-12-31,257400000.0,52700000,-2900000.0,450500000.0,,-44800000.0,0.0,124700000.0,56600000,5700000.0,,10300000.0,314300000.0,1490300000.0,773200000.0,98600000.0,,,145900000.0,985100000.0,,68900000.0,258800000.0,1200000.0,357400000.0,4811400000.0,,,357400000.0,69100000.0,79900000.0,16100000.0,0.0,3259600000.0,1500000.0,,52700000,,213200000.0,-11600000.0,14500000.0,977100000.0,0.0,2588700000.0,1198300000,67300000,2701900000.0,,0.0,100000.0,,2600000.0,-2900000.0,4100000.0,147300000,8500000.0,-100000.0,,357400000.0,-25100000.0,,1193400000.0,,2185300000.0,144400000.0,1061400000.0,1046200000.0,62300000.0,1542500000.0,15500000.0,1551800000.0,-116500000.0,0.0,-1211600000.0,295600000.0,,
2010-03-31,264900000.0,76200000,21500000.0,464700000.0,,-55300000.0,0.0,64100000.0,81400000,20900000.0,0.325,9300000.0,350300000.0,1436400000.0,774000000.0,16700000.0,,,131900000.0,1048300000.0,,63600000.0,357400000.0,1200000.0,374100000.0,4966200000.0,,259326000.0,374100000.0,132400000.0,8800000.0,14200000.0,2000000.0,3207200000.0,0.0,,76200000,,238500000.0,-3800000.0,-60600000.0,1042600000.0,,2723400000.0,1286800000,106600000,2647400000.0,,10100000.0,-75400000.0,0.315,0.0,-47900000.0,4900000.0,180100000,9300000.0,-5000000.0,,374100000.0,-48300000.0,232750000.0,1262800000.0,,2204200000.0,130300000.0,1041200000.0,1185100000.0,102300000.0,1538300000.0,,1759000000.0,-2500000.0,0.0,-1211000000.0,296100000.0,,
2010-06-30,290000000.0,82800000,-103800000.0,490300000.0,,-52100000.0,0.0,144200000.0,87700000,26000000.0,0.36,10000000.0,378800000.0,1405900000.0,780600000.0,-186600000.0,,,158100000.0,1146300000.0,,64500000.0,374100000.0,1200000.0,187500000.0,4969200000.0,,258156000.0,187500000.0,185700000.0,92100000.0,14200000.0,1900000.0,3266900000.0,-87000000.0,,82800000,,275400000.0,-11900000.0,-193500000.0,1161800000.0,,2911100000.0,1421700000,117300000,2610100000.0,,34800000.0,-18600000.0,0.34,0.0,-3300000.0,5700000.0,192400000,10200000.0,-2800000.0,,187500000.0,-214900000.0,230724000.0,1341900000.0,,2016100000.0,137800000.0,1080700000.0,1382300000.0,113700000.0,1528800000.0,,1702300000.0,-8700000.0,158600000.0,-1204200000.0,298700000.0,,
2010-09-30,310300000.0,106700000,188800000.0,1964900000.0,,-80400000.0,0.0,104400000.0,111500000,4200000.0,0.475,10500000.0,442000000.0,1509100000.0,1045100000.0,244700000.0,,,150300000.0,1137600000.0,,64100000.0,187500000.0,1200000.0,432200000.0,5577700000.0,,255608000.0,432200000.0,146200000.0,24000000.0,18400000.0,1500000.0,3474000000.0,-37800000.0,,106700000,,273300000.0,-24200000.0,-39600000.0,1229900000.0,-42500000.0,3272700000.0,1410900000,123000000,2802700000.0,,45500000.0,-64200000.0,0.435,0.0,-34700000.0,5000000.0,198200000,0.0,-400000.0,,432200000.0,-78900000.0,225514000.0,1448500000.0,,2255900000.0,150200000.0,1120000000.0,1421600000.0,115700000.0,1851100000.0,0.0,2103700000.0,-109100000.0,165100000.0,-1293600000.0,806000000.0,,
2010-12-31,307900000.0,111700000,-119700000.0,56800000.0,,-88800000.0,3300000.0,226200000.0,115600000,30600000.0,,-12600000.0,430600000.0,1542600000.0,1051900000.0,17700000.0,113700000.0,859500000.0,126300000.0,1227300000.0,194800000.0,60700000.0,432200000.0,1200000.0,449900000.0,5555000000.0,,,449900000.0,128500000.0,137400000.0,22000000.0,,3495100000.0,-10900000.0,,111700000,168800000.0,306100000.0,-12300000.0,-53700000.0,766600000.0,-128400000.0,3245200000.0,1533400000,179800000,2850600000.0,23400000.0,39700000.0,51400000.0,,1400000.0,6900000.0,7200000.0,228900000,-14000000.0,8200000.0,,449900000.0,-87400000.0,,1560200000.0,0.0,2258600000.0,148300000.0,1113500000.0,1392300000.0,146200000.0,1852900000.0,0.0,2059900000.0,4200000.0,49400000.0,-1308000000.0,122200000.0,,
2011-03-31,319500000.0,124500000,78600000.0,678900000.0,,-70200000.0,0.0,-41400000.0,129400000,40900000.0,0.565,8400000.0,490700000.0,1623200000.0,1259500000.0,-227000000.0,,,163500000.0,1387600000.0,,67800000.0,449900000.0,1200000.0,222900000.0,6007000000.0,,260448000.0,222900000.0,176200000.0,-111600000.0,18400000.0,6100000.0,3853300000.0,-12500000.0,,124500000,,342800000.0,-18200000.0,31100000.0,1318100000.0,-181900000.0,3653200000.0,1730400000,179300000,2992700000.0,,38200000.0,-217700000.0,0.5,0.0,-33600000.0,4800000.0,256500000,129400000.0,,,222900000.0,-267800000.0,221268000.0,1684800000.0,,2306400000.0,165100000.0,1231700000.0,1532500000.0,170300000.0,2120700000.0,-203700000.0,2153700000.0,38400000.0,0.0,-1369500000.0,413800000.0,,
2011-06-30,336800000.0,162000000,-62100000.0,661400000.0,,-89700000.0,0.0,291000000.0,167300000,49800000.0,0.745,8100000.0,495500000.0,1681400000.0,919500000.0,149500000.0,,,128800000.0,1461700000.0,,72300000.0,222900000.0,1200000.0,372400000.0,6226000000.0,,256284000.0,372400000.0,529400000.0,201300000.0,20500000.0,-600000.0,3920300000.0,8400000.0,,162000000,,357100000.0,3600000.0,65900000.0,1362100000.0,-86900000.0,3727500000.0,1818800000,228300000,3076100000.0,,45100000.0,44400000.0,0.655,0.0,2600000.0,6400000.0,309900000,11400000.0,,,372400000.0,-88200000.0,217522000.0,1846700000.0,,2430900000.0,157700000.0,1240700000.0,1936600000.0,217100000.0,1790900000.0,0.0,2305700000.0,-141100000.0,0.0,-1394700000.0,421400000.0,,
2011-09-30,354800000.0,141600000,-85000000.0,631100000.0,,-114200000.0,0.0,223500000.0,146700000,46400000.0,0.65,11500000.0,482400000.0,1637200000.0,867200000.0,4600000.0,,,152000000.0,1441000000.0,,70000000.0,372400000.0,1200000.0,377000000.0,6094300000.0,,255880000.0,377000000.0,525300000.0,109300000.0,18500000.0,1400000.0,3826600000.0,-30300000.0,,141600000,,350800000.0,-9500000.0,-85000000.0,1346500000.0,0.0,3628600000.0,1791800000,198800000,3004800000.0,,52300000.0,7300000.0,0.575,0.0,-16500000.0,5200000.0,281600000,10500000.0,,,377000000.0,-112800000.0,217558000.0,1988100000.0,,2405500000.0,151400000.0,1203500000.0,1924100000.0,193100000.0,1704500000.0,0.0,2267700000.0,-64200000.0,0.0,-1367600000.0,402100000.0,,
2011-12-31,345300000.0,122000000,-151200000.0,67800000.0,,-119600000.0,2400000.0,235100000.0,127200000,58200000.0,,18300000.0,454300000.0,1664300000.0,751300000.0,-17400000.0,120200000.0,1037400000.0,176700000.0,1414000000.0,205700000.0,72900000.0,377000000.0,1200000.0,359600000.0,5958600000.0,,,359600000.0,577800000.0,115500000.0,17200000.0,,3820800000.0,-3800000.0,,122000000,243300000.0,359700000.0,23000000.0,-150800000.0,869600000.0,-88800000.0,3505600000.0,1773700000,183000000,3008200000.0,26000000.0,29800000.0,-34100000.0,,1000000.0,8900000.0,5400000.0,275500000,10600000.0,,,359600000.0,-95700000.0,,2110300000.0,0.0,2387900000.0,146800000.0,1186200000.0,1905400000.0,185400000.0,1600200000.0,0.0,2137800000.0,-142200000.0,55400000.0,-1343900000.0,160200000.0,,
2012-03-31,345600000.0,158000000,97300000.0,628800000.0,,-95000000.0,0.0,30800000.0,163700000,57500000.0,0.721898,9200000.0,480800000.0,1696400000.0,848700000.0,37300000.0,,1369400000.0,170100000.0,1516700000.0,,71200000.0,359600000.0,1200000.0,396900000.0,6281300000.0,,255400000.0,396900000.0,561300000.0,-64200000.0,15100000.0,,3871300000.0,-29500000.0,,158000000,,395800000.0,-22100000.0,-94800000.0,1291300000.0,0.0,3560500000.0,1912500000,225700000,3081400000.0,,28600000.0,-200000000.0,0.64,1000000.0,-19900000.0,21000000.0,307500000,13600000.0,,,396900000.0,-92400000.0,229227070.0,2268300000.0,,2658000000.0,169000000.0,1200500000.0,1881200000.0,221200000.0,1679300000.0,0.0,2410000000.0,-111600000.0,162900000.0,-1385000000.0,373100000.0,,
2012-06-30,363700000.0,120600000,-87000000.0,602000000.0,,-93400000.0,0.0,279300000.0,126200000,68500000.0,0.54,12500000.0,472700000.0,1672700000.0,956200000.0,85000000.0,,,189700000.0,1473200000.0,,70300000.0,396900000.0,1200000.0,481900000.0,6220700000.0,,242946000.0,481900000.0,197000000.0,185900000.0,12600000.0,,3800200000.0,-2500000.0,,120600000,,383200000.0,16500000.0,-182600000.0,1279300000.0,-200300000.0,3286200000.0,1856400000,193500000,3139400000.0,,37000000.0,21000000.0,0.5,1500000.0,-7400000.0,10100000.0,277600000,11000000.0,,,481900000.0,-91900000.0,224278000.0,2388900000.0,,2873700000.0,153100000.0,1161800000.0,1513300000.0,194700000.0,1772900000.0,0.0,2420500000.0,6000000.0,0.0,-1466700000.0,365600000.0,,
2012-09-30,380700000.0,101100000,-61400000.0,601200000.0,,-94600000.0,0.0,232500000.0,105900000,64200000.0,0.44,11100000.0,475300000.0,1698700000.0,866300000.0,139600000.0,,,180700000.0,1351500000.0,,69800000.0,481900000.0,1200000.0,621500000.0,6346500000.0,,236998000.0,621500000.0,236500000.0,137900000.0,5000000.0,,3852900000.0,-6300000.0,,101100000,,343700000.0,5200000.0,-120600000.0,1276500000.0,-7400000.0,3241000000.0,1695200000,163000000,3233100000.0,,55400000.0,27300000.0,0.425,1400000.0,-11200000.0,9900000.0,244900000,9900000.0,,,621500000.0,-38000000.0,228598000.0,2490000000.0,,3044800000.0,151000000.0,1172300000.0,1568400000.0,170100000.0,1672600000.0,0.0,2493600000.0,-63300000.0,0.0,-1534400000.0,357000000.0,,
2012-12-31,382700000.0,121200000,-137500000.0,125500000.0,,-124400000.0,9800000.0,336100000.0,126600000,48400000.0,,-57100000.0,447600000.0,1788000000.0,823800000.0,94200000.0,89400000.0,1014600000.0,106400000.0,1374900000.0,169600000.0,77300000.0,621500000.0,1200000.0,715700000.0,6400800000.0,,,715700000.0,243400000.0,211700000.0,6700000.0,,3928000000.0,-16700000.0,,121200000,206300000.0,344200000.0,-10300000.0,-121300000.0,855200000.0,-88200000.0,3254700000.0,1719100000,237800000,3355000000.0,30500000.0,72500000.0,126100000.0,,1500000.0,33200000.0,15700000.0,259000000,3100000.0,,,715700000.0,-122900000.0,,2611200000.0,,3082600000.0,173500000.0,1181400000.0,1603100000.0,175000000.0,1651600000.0,0.0,2472800000.0,-77500000.0,22000000.0,-1567000000.0,56900000.0,,
2013-03-31,377500000.0,142000000,59700000.0,614700000.0,,-87400000.0,0.0,16300000.0,148600000,50900000.0,0.615,-1600000.0,449500000.0,1765200000.0,971400000.0,-20300000.0,,1318400000.0,164900000.0,1476400000.0,,74900000.0,715700000.0,1200000.0,695400000.0,6528900000.0,,233130000.0,695400000.0,229300000.0,-71100000.0,9700000.0,,3927400000.0,-36200000.0,-197200000.0,142000000,,374700000.0,-17000000.0,-189200000.0,1311900000.0,-49900000.0,3367300000.0,1851100000,209800000,3328800000.0,,42000000.0,-189800000.0,0.61,13800000.0,-18600000.0,15200000.0,284100000,15200000.0,,54800000.0,695400000.0,-73600000.0,230372000.0,2753200000.0,,3106100000.0,165200000.0,1170000000.0,1583200000.0,199500000.0,1784100000.0,,2601500000.0,-26600000.0,0.0,-1563600000.0,309000000.0,,
2013-06-30,392200000.0,174100000,-61900000.0,607800000.0,,-107400000.0,0.0,283700000.0,180100000,66600000.0,0.76,11100000.0,439200000.0,1796300000.0,913300000.0,121600000.0,,1339700000.0,153200000.0,1497300000.0,,76000000.0,695400000.0,1200000.0,817000000.0,6705400000.0,,232202000.0,817000000.0,316800000.0,176300000.0,8800000.0,,3968500000.0,-1800000.0,-23500000.0,174100000,,396600000.0,6700000.0,-187800000.0,1359100000.0,-100600000.0,3449400000.0,1893900000,243400000,2966900000.0,,40700000.0,24100000.0,0.75,1900000.0,9700000.0,7200000.0,331500000,7200000.0,,47800000.0,817000000.0,-105500000.0,229496000.0,2927300000.0,,3195100000.0,155600000.0,1172200000.0,1716600000.0,246700000.0,1732800000.0,,2736900000.0,-50200000.0,0.0,-1170600000.0,316900000.0,,
2013-09-30,402300000.0,166800000,-57000000.0,590100000.0,,-103100000.0,0.0,214800000.0,172900000,56300000.0,0.735,10400000.0,454700000.0,1875400000.0,1018600000.0,103400000.0,,1347500000.0,154000000.0,1426600000.0,,71600000.0,817000000.0,1200000.0,920400000.0,6964300000.0,,230476000.0,920400000.0,253700000.0,111700000.0,8100000.0,,4058100000.0,-1900000.0,25400000.0,166800000,,379600000.0,1300000.0,-91000000.0,1377700000.0,-75000000.0,3529600000.0,1806200000,225600000,2961900000.0,,43300000.0,-35700000.0,0.725,7100000.0,-4100000.0,6900000.0,308900000,6900000.0,,-17100000.0,920400000.0,-96000000.0,227638000.0,3065600000.0,,3367300000.0,157700000.0,1190300000.0,1674700000.0,229200000.0,1854900000.0,,2906200000.0,-100000.0,183600000.0,-1086500000.0,328600000.0,,
2013-12-31,405100000.0,141400000,-76200000.0,149900000.0,,-119900000.0,7400000.0,204000000.0,149400000,44500000.0,,-40000000.0,458100000.0,1939400000.0,1021000000.0,19100000.0,81300000.0,1067500000.0,166600000.0,1478800000.0,175600000.0,76900000.0,920400000.0,2500000.0,939500000.0,6917000000.0,,,939500000.0,201600000.0,84100000.0,7600000.0,,4118500000.0,-14300000.0,103600000.0,141400000,169500000.0,406600000.0,-13900000.0,-14000000.0,935400000.0,0.0,3284600000.0,1885400000,240000000,3038700000.0,46200000.0,38500000.0,-71100000.0,,1100000.0,-1800000.0,7300000.0,278400000,62700000.0,-28300000.0,-52400000.0,939500000.0,-109700000.0,,3177400000.0,,3560600000.0,167100000.0,1197000000.0,1623900000.0,193900000.0,1660700000.0,,2798500000.0,-44500000.0,30900000.0,-1099300000.0,82200000.0,,
2014-03-31,440200000.0,159100000,56000000.0,623700000.0,,-126200000.0,0.0,46400000.0,167200000,68100000.0,0.7,-30700000.0,516900000.0,2027800000.0,1027600000.0,-131400000.0,,1546100000.0,173100000.0,1638300000.0,,80100000.0,939500000.0,2500000.0,808100000.0,7357800000.0,,229327000.0,808100000.0,338500000.0,-79800000.0,8200000.0,,4336500000.0,-36200000.0,-246500000.0,159100000,,445800000.0,15600000.0,-16800000.0,1562600000.0,0.0,3620500000.0,2084100000,272700000,3162300000.0,,9800000.0,-249600000.0,0.69,1500000.0,-7900000.0,7800000.0,323600000,34300000.0,-28400000.0,69300000.0,808100000.0,-231100000.0,227430000.0,3308100000.0,,3683500000.0,173800000.0,1244800000.0,1910900000.0,235300000.0,1709600000.0,-106400000.0,3021300000.0,-100100000.0,0.0,-1134500000.0,368300000.0,,
2014-06-30,469900000.0,190200000,-185100000.0,616600000.0,,-131100000.0,0.0,279800000.0,199900000,85300000.0,0.84,-2800000.0,528000000.0,2089300000.0,704200000.0,-36700000.0,,1571700000.0,177200000.0,1724200000.0,,85100000.0,808100000.0,2500000.0,771400000.0,7457000000.0,,229670000.0,771400000.0,541100000.0,148700000.0,9000000.0,,4419700000.0,-6000000.0,-19300000.0,190200000,,472800000.0,22000000.0,-18600000.0,1622000000.0,-25000000.0,3563300000.0,2197000000,295600000,3230900000.0,,7600000.0,-28000000.0,0.83,500000.0,-10100000.0,8000000.0,379300000,4600000.0,-28400000.0,50700000.0,771400000.0,-130600000.0,227678000.0,3469900000.0,,3828800000.0,181200000.0,1243900000.0,2170700000.0,285200000.0,1392600000.0,0.0,3037300000.0,-320100000.0,0.0,-1141600000.0,380600000.0,,
2014-09-30,460800000.0,166600000,-20400000.0,591500000.0,,-140600000.0,0.0,220000000.0,173000000,71900000.0,0.73,1700000.0,531800000.0,2067400000.0,705800000.0,11400000.0,,1466100000.0,173700000.0,1607600000.0,,81800000.0,771400000.0,2500000.0,782800000.0,7282300000.0,,228668000.0,782800000.0,605700000.0,79400000.0,9000000.0,,4330500000.0,-1700000.0,40100000.0,166600000,,424500000.0,7200000.0,-199900000.0,1503900000.0,-65000000.0,3482100000.0,2032100000,250800000,3168400000.0,,13200000.0,-66100000.0,0.73,1200000.0,-32800000.0,8300000.0,335700000,5300000.0,-30000000.0,-45600000.0,782800000.0,-139400000.0,227077000.0,3606500000.0,,3730600000.0,177200000.0,1210800000.0,2122800000.0,244900000.0,1359300000.0,0.0,2951800000.0,-2500000.0,0.0,-1101000000.0,358400000.0,,
2014-12-31,184200000.0,139900000,-52200000.0,222700000.0,,-165100000.0,0.0,255600000.0,147400000,67300000.0,,-22000000.0,505700000.0,2093900000.0,716300000.0,15000000.0,46800000.0,1200600000.0,167600000.0,1578600000.0,223800000.0,83400000.0,782800000.0,2500000.0,797800000.0,7228000000.0,,,797800000.0,623700000.0,90500000.0,10200000.0,,4257200000.0,-800000.0,-23000000.0,139900000,151100000.0,413300000.0,-2500000.0,-383600000.0,979200000.0,-49900000.0,3537100000.0,1991900000,245700000,3170700000.0,37800000.0,14200000.0,9500000.0,,5200000.0,11100000.0,8000000.0,308300000,1600000.0,-29300000.0,54700000.0,797800000.0,-164000000.0,,3717100000.0,,3616200000.0,169800000.0,1205700000.0,2168200000.0,214700000.0,1368900000.0,-4100000.0,2970800000.0,-118900000.0,40500000.0,-1076800000.0,136400000.0,,
2015-03-31,422500000.0,178900000,416800000.0,556200000.0,,-140000000.0,0.0,32700000.0,187700000,72100000.0,0.79,7200000.0,506300000.0,2049900000.0,1730600000.0,237700000.0,,1564700000.0,168100000.0,1555200000.0,,77100000.0,797800000.0,2500000.0,1035500000.0,7522600000.0,,227088000.0,1035500000.0,107800000.0,-107300000.0,10000000.0,,4197200000.0,-29000000.0,-202100000.0,178900000,,429000000.0,10400000.0,-616900000.0,1484400000.0,-33700000.0,3960100000.0,1984200000,260900000,3096400000.0,,9300000.0,-240900000.0,0.79,800000.0,-30600000.0,10900000.0,346900000,8100000.0,-29400000.0,32500000.0,1035500000.0,-151800000.0,225796000.0,3866600000.0,,3504000000.0,168200000.0,1168600000.0,1601500000.0,259800000.0,2358600000.0,-12600000.0,3325400000.0,-515400000.0,0.0,-1046500000.0,313000000.0,,
2015-06-30,437500000.0,148100000,-94700000.0,582000000.0,,-145000000.0,0.0,286600000.0,157400000,80200000.0,0.66,-8800000.0,525700000.0,2160500000.0,1731700000.0,72400000.0,,1573000000.0,166600000.0,1602900000.0,,80900000.0,1035500000.0,2500000.0,1107900000.0,7766300000.0,,226615000.0,1107900000.0,72100000.0,141600000.0,17600000.0,,4364900000.0,-2300000.0,27300000.0,148100000,,429000000.0,11900000.0,-539500000.0,1528200000.0,-29200000.0,4014800000.0,2031900000,262400000,3203200000.0,,35300000.0,24600000.0,0.65,1700000.0,-10500000.0,9700000.0,336100000,11000000.0,-29300000.0,-3700000.0,1107900000.0,-143300000.0,225353000.0,3985400000.0,,3686700000.0,167400000.0,1184900000.0,1635600000.0,237600000.0,2379200000.0,0.0,3401400000.0,-39100000.0,0.0,-1042700000.0,336500000.0,,
2015-09-30,438500000.0,157400000,-82600000.0,578700000.0,,-133800000.0,0.0,150900000.0,165900000,66900000.0,0.7,-4500000.0,523100000.0,2185200000.0,1734500000.0,-74600000.0,,1551500000.0,147900000.0,1485800000.0,,78300000.0,1107900000.0,2500000.0,1033300000.0,7687100000.0,,225991000.0,1033300000.0,74600000.0,17100000.0,15000000.0,,4386100000.0,-200000.0,5300000.0,157400000,,398200000.0,4500000.0,-576700000.0,1436600000.0,-67400000.0,3899200000.0,1884000000,250300000,3172700000.0,,28600000.0,-118400000.0,0.7,900000.0,-3600000.0,9900000.0,326100000,800000.0,-29200000.0,-82100000.0,1033300000.0,-132900000.0,224837000.0,4113600000.0,,3717000000.0,148000000.0,1183700000.0,1539800000.0,232800000.0,2359400000.0,0.0,3301000000.0,1100000.0,0.0,-987500000.0,318200000.0,,
2015-12-31,200100000.0,125300000,497100000.0,282200000.0,,-158500000.0,64600000.0,397700000.0,135400000,61200000.0,,-30600000.0,723600000.0,2448100000.0,2124600000.0,-455600000.0,120100000.0,1423600000.0,204100000.0,1676200000.0,264400000.0,83900000.0,1033300000.0,2500000.0,577700000.0,8841500000.0,,,577700000.0,441500000.0,239200000.0,17800000.0,,5706200000.0,8200000.0,87700000.0,125300000,543800000.0,446900000.0,-13500000.0,-610200000.0,1225600000.0,-219500000.0,5210000000.0,2123100000,242800000,3484900000.0,36600000.0,49400000.0,153200000.0,,1300000.0,-8200000.0,9700000.0,298300000,16400000.0,-28800000.0,76400000.0,577700000.0,-1331100000.0,,4210100000.0,,3553700000.0,204100000.0,1757700000.0,2357300000.0,196600000.0,2852700000.0,-1187000000.0,3135300000.0,206900000.0,46300000.0,-1036800000.0,160400000.0,,
2016-03-31,487700000.0,164100000,-124800000.0,458500000.0,,-104300000.0,0.0,34400000.0,173200000,80400000.0,0.75,-3100000.0,756300000.0,2498900000.0,2131900000.0,-185400000.0,,1861200000.0,187900000.0,1804300000.0,,94400000.0,577700000.0,2500000.0,392300000.0,8940700000.0,,218137000.0,392300000.0,466500000.0,-69900000.0,21300000.0,,5758300000.0,-20500000.0,-155800000.0,164100000,539000000.0,464300000.0,23900000.0,-540800000.0,1819400000.0,-79500000.0,5179600000.0,2268600000,276400000,3647400000.0,,24500000.0,-251100000.0,0.75,1100000.0,-17900000.0,9600000.0,369300000,100000.0,-28200000.0,-43600000.0,392300000.0,-103200000.0,217388000.0,4346000000.0,,3693200000.0,188400000.0,1774200000.0,2310400000.0,253600000.0,2869200000.0,0.0,3182400000.0,-8700000.0,172600000.0,-1148500000.0,423700000.0,,
2016-06-30,508900000.0,164400000,-86100000.0,477700000.0,,-130400000.0,0.0,327800000.0,175400000,84200000.0,0.76,-16300000.0,744600000.0,2502800000.0,2119500000.0,102700000.0,,1806900000.0,200900000.0,1832500000.0,,99000000.0,392300000.0,2500000.0,495000000.0,8988600000.0,,216663000.0,495000000.0,515300000.0,197400000.0,21400000.0,,5781700000.0,-3000000.0,32700000.0,164400000,525300000.0,496700000.0,-400000.0,-593800000.0,1790700000.0,-104300000.0,5232500000.0,2329200000,295800000,3651400000.0,,93800000.0,42000000.0,0.76,4700000.0,3800000.0,10700000.0,380000000,9700000.0,-28000000.0,-10700000.0,495000000.0,-125700000.0,215735000.0,4482400000.0,,3681700000.0,202300000.0,1767000000.0,2399800000.0,259600000.0,2832700000.0,0.0,3206900000.0,-600000.0,160400000.0,-1148600000.0,410500000.0,,
