date,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyTaxProvision,quarterlyBasicEPS,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetPPE,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccountsReceivable,quarterlyOperatingExpense,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyTotalAssets,quarterlyPurchaseOfInvestment,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyGrossProfit,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyBasicAverageShares,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1994-09-30,,12000000,-12200000.0,240700000.0,300000.0,-20700000.0,19600000.0,28100000.0,12000000,8400000.0,0.06375,3500000.0,81900000.0,441600000.0,126600000.0,-100000.0,,,42800000.0,221600000.0,,18200000.0,0.0,,18000000.0,1233200000.0,,188235294.0,18000000.0,19700000.0,7400000.0,3400000.0,,997300000.0,0.0,,12000000,315000000.0,63400000.0,,,172000000.0,,718000000.0,285000000,20600000,822900000.0,,,1600000.0,0.06375,4600000.0,-14100000.0,,38800000,-3700000.0,-3500000.0,,0.0,-16100000.0,188235294.0,-53400000.0,,512300000.0,24600000.0,,211300000.0,20400000.0,506700000.0,,235900000.0,,40100000.0,-381300000.0,380100000.0,,
1994-12-31,,19900000,-40900000.0,249600000.0,300000.0,-37000000.0,23600000.0,69200000.0,19900000,11200000.0,,300000.0,81300000.0,462300000.0,86800000.0,-3100000.0,,,39200000.0,265100000.0,,16700000.0,0.0,,14900000.0,1240300000.0,,,14900000.0,20500000.0,32200000.0,3600000.0,,1024500000.0,0.0,,19900000,312600000.0,74000000.0,,,203700000.0,,702200000.0,339100000,34800000,826800000.0,,,46500000.0,,5900000.0,300000.0,,51500000,-13900000.0,-3500000.0,,0.0,-31100000.0,,-33600000.0,,534900000.0,22500000.0,,247800000.0,31100000.0,454400000.0,,215800000.0,,20700000.0,-364500000.0,367600000.0,,
1995-03-31,,17600000,20200000.0,262900000.0,800000.0,-15100000.0,27100000.0,-10800000.0,17600000,11500000.0,0.09375,4200000.0,90000000.0,462300000.0,106100000.0,1000000.0,,,46000000.0,253000000.0,,19600000.0,14900000.0,,15900000.0,1269600000.0,,187733333.0,15900000.0,29000000.0,-25900000.0,3500000.0,,1037900000.0,0.0,,17600000,312700000.0,74800000.0,,,182400000.0,,714000000.0,327800000,28800000,833500000.0,,,-31900000.0,0.09375,6200000.0,-7800000.0,,48400000,-16100000.0,-3500000.0,,0.0,-8900000.0,187733333.0,-16000000.0,,554000000.0,26400000.0,,238500000.0,29100000.0,475500000.0,,231700000.0,,23500000.0,-371200000.0,369400000.0,,
1995-06-30,,21100000,31400000.0,280800000.0,-200000.0,-55400000.0,26600000.0,24500000.0,21100000,13000000.0,0.1125,5900000.0,89800000.0,502700000.0,143900000.0,900000.0,,,46700000.0,276900000.0,,20400000.0,0.0,,16800000.0,1337100000.0,,187555556.0,16800000.0,24800000.0,-30900000.0,3600000.0,,1095900000.0,0.0,,21100000,312400000.0,79100000.0,,,182300000.0,,750800000.0,356000000,32400000,893600000.0,,,-15200000.0,0.1125,-6400000.0,2700000.0,,52800000,-1700000.0,-3400000.0,,0.0,-54500000.0,187555556.0,5000000.0,,586300000.0,26300000.0,,233700000.0,34100000.0,517100000.0,,241200000.0,,25800000.0,-390900000.0,373200000.0,,
1995-09-30,,13200000,-9900000.0,266500000.0,3300000.0,13400000.0,21600000.0,20400000.0,13200000,4500000.0,0.07,4700000.0,92300000.0,499300000.0,139100000.0,-2700000.0,,,40400000.0,241000000.0,,18300000.0,0.0,,14100000.0,1308700000.0,,188571429.0,14100000.0,19900000.0,33800000.0,3600000.0,,1075800000.0,0.0,,13200000,310000000.0,57500000.0,,,172400000.0,,725800000.0,298500000,17100000,900400000.0,,,-10600000.0,0.07,-19300000.0,-3100000.0,,35400000,-500000.0,-3600000.0,,0.0,-13200000.0,188571429.0,15200000.0,,582900000.0,22100000.0,,213900000.0,17700000.0,511900000.0,,232900000.0,,26600000.0,-401100000.0,372800000.0,,
1995-12-31,,22400000,-26600000.0,291700000.0,1100000.0,-35400000.0,26600000.0,78100000.0,22400000,8000000.0,,3800000.0,94000000.0,523000000.0,103100000.0,-2000000.0,,,42300000.0,273900000.0,,19300000.0,0.0,,12100000.0,1335200000.0,,,12100000.0,31600000.0,42700000.0,3500000.0,,1127700000.0,0.0,,22400000,313000000.0,72900000.0,,,194300000.0,,732000000.0,346800000,30600000,927800000.0,,,33200000.0,,-12300000.0,1700000.0,,49900000,22400000.0,-3400000.0,,0.0,-47700000.0,,34100000.0,,600000000.0,23000000.0,,252500000.0,30400000.0,479500000.0,,207500000.0,,10000000.0,-404800000.0,376400000.0,,
1996-03-31,,12300000,-1700000.0,294200000.0,700000.0,-11600000.0,27200000.0,17100000.0,12300000,7200000.0,0.065,4100000.0,104800000.0,513000000.0,89800000.0,4300000.0,,,51800000.0,277500000.0,,21000000.0,12100000.0,,16400000.0,1361400000.0,,189230769.0,16400000.0,44800000.0,5500000.0,3500000.0,,1119200000.0,0.0,,12300000,312000000.0,71400000.0,,,208100000.0,,757100000.0,348900000,19600000,930100000.0,,,-16500000.0,0.065,600000.0,-11200000.0,,40600000,4000000.0,-3600000.0,,0.0,-11000000.0,189230769.0,42800000.0,,604300000.0,30800000.0,,280100000.0,19500000.0,477000000.0,,242200000.0,,9000000.0,-417100000.0,387200000.0,,
1996-06-30,,21800000,222300000.0,295200000.0,800000.0,-20400000.0,30400000.0,80600000.0,21800000,11800000.0,0.11625,2800000.0,105100000.0,539300000.0,313000000.0,400000.0,,,49500000.0,297500000.0,,20300000.0,0.0,,16800000.0,1649900000.0,,187526882.0,16800000.0,45400000.0,60200000.0,3500000.0,,1382100000.0,0.0,,21800000,547600000.0,84300000.0,,,254700000.0,,1030000000.0,381800000,34800000,880500000.0,,,46700000.0,0.11625,-287700000.0,7300000.0,,55100000,-4400000.0,-3500000.0,,0.0,-302200000.0,187526882.0,61100000.0,,619900000.0,29200000.0,,330500000.0,33600000.0,699500000.0,,267800000.0,,11600000.0,-341200000.0,386500000.0,,
1996-09-30,,18800000,51800000.0,300500000.0,800000.0,-25800000.0,31600000.0,-24100000.0,18800000,7800000.0,0.1,6300000.0,109300000.0,547900000.0,352000000.0,5300000.0,,,51600000.0,308100000.0,,21800000.0,0.0,,22100000.0,1666100000.0,,190379747.0,22100000.0,43000000.0,-49900000.0,7000000.0,,1394600000.0,0.0,,18800000,546200000.0,79600000.0,,,215700000.0,,1029800000.0,387700000,28000000,905600000.0,,,-36400000.0,0.09875,9100000.0,-3700000.0,,49800000,-24600000.0,-3500000.0,,0.0,-22600000.0,188000000.0,76400000.0,,636300000.0,29800000.0,,290300000.0,26600000.0,739500000.0,,271500000.0,,13200000.0,-357700000.0,387500000.0,,
1996-12-31,,-11100000,-98900000.0,280600000.0,300000.0,-34100000.0,30600000.0,104300000.0,-11100000,-13900000.0,,-61600000.0,91100000.0,534200000.0,279300000.0,-10600000.0,,,54600000.0,322400000.0,,21700000.0,0.0,,11500000.0,1623600000.0,,,11500000.0,38000000.0,70200000.0,7400000.0,,1370500000.0,0.0,,-11100000,555700000.0,99300000.0,,,269300000.0,,987800000.0,421700000,44700000,863100000.0,,,4300000.0,,18100000.0,-1100000.0,,66400000,31500000.0,-3500000.0,,0.0,-16000000.0,,61800000.0,,628800000.0,32900000.0,,337900000.0,-25000000.0,649900000.0,,253100000.0,,25900000.0,-328900000.0,370600000.0,,
1997-03-31,,24800000,-15400000.0,280100000.0,400000.0,-23400000.0,39400000.0,40500000.0,24800000,12900000.0,0.13125,4000000.0,98600000.0,532100000.0,264000000.0,1700000.0,,,56900000.0,345700000.0,,20900000.0,11500000.0,,13200000.0,1648700000.0,,190769231.0,13200000.0,36700000.0,17100000.0,6500000.0,,1363200000.0,0.0,,24800000,551000000.0,97800000.0,,,291800000.0,,1008300000.0,443500000,40900000,868800000.0,,,-1300000.0,0.13,0.0,-9000000.0,,61800000,,-3500000.0,,0.0,-23000000.0,188952381.0,83100000.0,,640400000.0,36000000.0,,367900000.0,37700000.0,640400000.0,,285500000.0,,28800000.0,-336700000.0,376400000.0,,
1997-06-30,,29600000,800000.0,289300000.0,600000.0,-36100000.0,45400000.0,43500000.0,29600000,15200000.0,0.15625,4600000.0,100900000.0,552200000.0,256700000.0,16200000.0,,,55800000.0,346900000.0,,21800000.0,0.0,,29400000.0,1692900000.0,,192520325.0,29400000.0,47400000.0,7400000.0,6300000.0,,1389300000.0,0.0,,29600000,547800000.0,102800000.0,,,288600000.0,,1014800000.0,449700000,47000000,902900000.0,,,400000.0,0.15375,0.0,-2300000.0,,68800000,,-3600000.0,,0.0,-29000000.0,189440000.0,109100000.0,,678100000.0,34000000.0,,381400000.0,44800000.0,633400000.0,,303600000.0,,29300000.0,-350700000.0,376700000.0,,
1997-09-30,,21600000,-11700000.0,290400000.0,1100000.0,-29000000.0,50000000.0,30200000.0,21600000,11100000.0,0.11375,3100000.0,111800000.0,558700000.0,244800000.0,-10000000.0,,,46700000.0,323700000.0,,21200000.0,0.0,,19400000.0,1696400000.0,,192000000.0,19400000.0,48800000.0,1200000.0,6200000.0,,1392200000.0,0.0,,21600000,543100000.0,83100000.0,,,289500000.0,,1008800000.0,406800000,36400000,921300000.0,,,-5300000.0,0.1125,9000000.0,-11600000.0,,57600000,-4200000.0,-3600000.0,,0.0,-27500000.0,189890110.0,127100000.0,,687600000.0,25500000.0,,388300000.0,32700000.0,620500000.0,,304200000.0,,34400000.0,-362600000.0,375700000.0,,
1997-12-31,,27200000,30800000.0,272100000.0,0.0,-89000000.0,53900000.0,53200000.0,27200000,15500000.0,,1500000.0,108000000.0,611700000.0,270400000.0,-6000000.0,,,59700000.0,359100000.0,,23200000.0,0.0,,13400000.0,1736300000.0,,,13400000.0,67700000.0,-35800000.0,5600000.0,,1429400000.0,0.0,,27200000,545600000.0,107900000.0,,,273600000.0,,1021900000.0,467000000,48200000,971200000.0,,,2400000.0,,-6300000.0,14000000.0,,71400000,-23200000.0,-3600000.0,,0.0,-89600000.0,,150700000.0,,693700000.0,36500000.0,,395200000.0,42700000.0,626700000.0,,306900000.0,,26900000.0,-359500000.0,356300000.0,,
1998-03-31,,26000000,16900000.0,273200000.0,200000.0,-29500000.0,39100000.0,10200000.0,26000000,11100000.0,0.1375,5500000.0,108700000.0,620300000.0,313300000.0,-5900000.0,,,61000000.0,365400000.0,,23500000.0,13400000.0,,7500000.0,1757500000.0,,190825688.0,7500000.0,45200000.0,-19300000.0,6000000.0,,1434700000.0,0.0,,26000000,541200000.0,99300000.0,,,272900000.0,-1200000.0,1040600000.0,464700000,38300000,996500000.0,,,-25400000.0,0.13625,-3500000.0,-700000.0,,61800000,-9900000.0,-3500000.0,,0.0,-33000000.0,189090909.0,172600000.0,,716900000.0,37500000.0,,357200000.0,37100000.0,683400000.0,,322800000.0,,23100000.0,-376200000.0,370100000.0,,
1998-06-30,,19600000,3600000.0,271500000.0,200000.0,-26200000.0,35600000.0,17000000.0,19600000,9400000.0,0.105,2900000.0,124500000.0,629500000.0,330000000.0,6400000.0,,,62100000.0,355300000.0,,23500000.0,0.0,,13900000.0,1762200000.0,,188915663.0,13900000.0,44600000.0,-9200000.0,7000000.0,,1435800000.0,0.0,,19600000,534800000.0,96000000.0,,,259200000.0,-9700000.0,1046600000.0,451300000,33900000,1021700000.0,,,-25800000.0,0.10375,11900000.0,-15500000.0,,57400000,500000.0,-3600000.0,,0.0,-14300000.0,186666667.0,188500000.0,,715600000.0,38600000.0,,339400000.0,29000000.0,707200000.0,,326400000.0,,32300000.0,-392200000.0,377200000.0,,
1998-09-30,,17300000,-29300000.0,259400000.0,0.0,-23100000.0,33400000.0,6900000.0,17300000,8600000.0,0.0925,500000.0,130800000.0,603900000.0,305500000.0,-2200000.0,,,59800000.0,337900000.0,,23200000.0,0.0,,11700000.0,1759500000.0,,189589041.0,11700000.0,46200000.0,-16200000.0,7600000.0,,1391000000.0,0.0,,17300000,527700000.0,93700000.0,1000000.0,,266600000.0,-2100000.0,1030200000.0,431600000,33900000,1004800000.0,,,-40000000.0,0.09125,-6400000.0,-6000000.0,,57100000,8900000.0,-3500000.0,,0.0,19900000.0,187027027.0,202300000.0,,729300000.0,36600000.0,,346200000.0,25900000.0,684000000.0,,368500000.0,,34000000.0,-400900000.0,378500000.0,,
1998-12-31,,31800000,32000000.0,275100000.0,300000.0,-108800000.0,32200000.0,98500000.0,31800000,16900000.0,,1400000.0,115700000.0,634500000.0,248500000.0,32300000.0,,,43800000.0,392100000.0,,21400000.0,0.0,,44000000.0,1846100000.0,,,44000000.0,145000000.0,-10300000.0,6300000.0,,1470000000.0,0.0,,31800000,560400000.0,97100000.0,14800000.0,,276900000.0,0.0,1060300000.0,489200000,53300000,1004900000.0,,,25900000.0,,11900000.0,13100000.0,,74700000,6800000.0,-3500000.0,,0.0,-100200000.0,,230200000.0,,777300000.0,22400000.0,,454100000.0,48700000.0,606200000.0,,376100000.0,,31000000.0,-370400000.0,357700000.0,,
1999-03-31,,32100000,473700000.0,309400000.0,100000.0,-570400000.0,49200000.0,99700000.0,32100000,19700000.0,0.16625,2500000.0,165100000.0,703400000.0,851100000.0,3300000.0,,,68600000.0,424400000.0,,26200000.0,44000000.0,,47300000.0,2755600000.0,,194545455.0,47300000.0,145100000.0,-470700000.0,8600000.0,,2061000000.0,0.0,,32100000,1048200000.0,126900000.0,800000.0,,377100000.0,,1801800000.0,551300000,58300000,1088300000.0,,,59100000.0,0.165,3200000.0,-14200000.0,,84500000,-15800000.0,-3500000.0,,0.0,-567200000.0,193082707.0,258700000.0,,953800000.0,42400000.0,,571400000.0,51800000.0,1230400000.0,,694600000.0,,251800000.0,-384900000.0,379300000.0,,
1999-06-30,,36300000,-79300000.0,303800000.0,0.0,-30500000.0,51500000.0,83300000.0,36300000,20400000.0,0.17,4600000.0,169900000.0,709000000.0,809000000.0,-10100000.0,,,84000000.0,491700000.0,,30500000.0,0.0,,37200000.0,2734100000.0,,215111111.0,37200000.0,110100000.0,52800000.0,12600000.0,,2052500000.0,0.0,,36300000,1039700000.0,149100000.0,800000.0,,395200000.0,,1751000000.0,640800000,65100000,1145100000.0,,,-500000.0,0.16875,2100000.0,-9200000.0,,95600000,,-4000000.0,,0.0,-14100000.0,213529412.0,291000000.0,,983100000.0,53500000.0,,556800000.0,56700000.0,1194200000.0,,681600000.0,,249900000.0,-436100000.0,385200000.0,,
1999-09-30,,27400000,-32200000.0,315000000.0,500000.0,-34900000.0,56000000.0,49400000.0,27400000,15400000.0,0.12875,3900000.0,175400000.0,725100000.0,777400000.0,-12000000.0,,,81300000.0,458600000.0,,30300000.0,0.0,300000.0,25200000.0,2746000000.0,,214901961.0,25200000.0,118500000.0,14500000.0,10500000.0,,2077600000.0,0.0,,27400000,1037500000.0,131100000.0,1100000.0,5900000.0,389000000.0,,1725300000.0,589700000,49800000,1139400000.0,,,2300000.0,0.1275,8400000.0,-4600000.0,,80100000,,-4000000.0,,25200000.0,-29300000.0,212815534.0,314100000.0,,1020700000.0,51000000.0,,563500000.0,42800000.0,1161800000.0,,668400000.0,,252200000.0,-414300000.0,384400000.0,,
1999-12-31,,36500000,84500000.0,331700000.0,100000.0,-363100000.0,92100000.0,112100000.0,36500000,19200000.0,,3100000.0,164400000.0,796000000.0,846300000.0,-3500000.0,,,92800000.0,513800000.0,,36400000.0,25200000.0,300000.0,21700000.0,2970700000.0,,,21700000.0,134000000.0,-251000000.0,17500000.0,,2412400000.0,0.0,,36500000,1284700000.0,163000000.0,-6700000.0,10300000.0,433700000.0,,1904400000.0,676800000,70200000,1204100000.0,,,38200000.0,,-8200000.0,9000000.0,,106600000,,-4000000.0,,21700000.0,-200100000.0,,346400000.0,,1057500000.0,56400000.0,,659800000.0,55700000.0,1244600000.0,,558300000.0,,156000000.0,-408100000.0,398300000.0,,
2000-03-31,,41000000,-85200000.0,333300000.0,100000.0,-28300000.0,69500000.0,23300000.0,41000000,25100000.0,0.1925,3500000.0,180000000.0,791900000.0,767300000.0,-8300000.0,,,100700000.0,550300000.0,,37200000.0,21700000.0,300000.0,13400000.0,2904000000.0,,214176000.0,13400000.0,135700000.0,-5000000.0,15900000.0,,2397700000.0,0.0,,41000000,1272500000.0,179900000.0,,-300000.0,449000000.0,-6100000.0,1824900000.0,730200000,79200000,1231500000.0,,,-52200000.0,0.19125,-40400000.0,-16800000.0,,116400000,,-4000000.0,,13400000.0,53600000.0,213472000.0,382700000.0,,1079100000.0,63500000.0,,654200000.0,66100000.0,1170700000.0,,506300000.0,,36600000.0,-439600000.0,403400000.0,,
2000-06-30,,40100000,-20900000.0,333700000.0,100000.0,-50300000.0,52100000.0,91300000.0,40100000,23500000.0,0.19,4700000.0,182000000.0,809300000.0,821100000.0,7900000.0,,,83700000.0,542000000.0,,36600000.0,13400000.0,300000.0,21300000.0,2891800000.0,,212360000.0,21300000.0,76200000.0,41000000.0,15900000.0,,2399900000.0,0.0,,40100000,1256900000.0,158900000.0,,-8000000.0,441800000.0,-12500000.0,1796200000.0,700900000,75200000,1266800000.0,,,19300000.0,0.18875,-800000.0,-4500000.0,,111800000,,-4000000.0,,21300000.0,-51100000.0,211464000.0,419400000.0,,1095600000.0,57800000.0,,570100000.0,63600000.0,1226100000.0,,491900000.0,,36400000.0,-457500000.0,405000000.0,,
2000-09-30,,5300000,-8100000.0,337700000.0,200000.0,-32900000.0,39400000.0,43200000.0,5300000,1600000.0,0.025,-28400000.0,184500000.0,803100000.0,825800000.0,6800000.0,,,93500000.0,473100000.0,,35900000.0,21300000.0,300000.0,28100000.0,2844000000.0,,210376000.0,28100000.0,68100000.0,10300000.0,15900000.0,,2363300000.0,0.0,,5300000,1222500000.0,145400000.0,,-19500000.0,423200000.0,-3500000.0,1761900000.0,618500000,51900000,1268500000.0,,,-26200000.0,0.025,2800000.0,-6000000.0,,87900000,,-4000000.0,,28100000.0,-30100000.0,209680000.0,420000000.0,,1082100000.0,57500000.0,,530700000.0,6900000.0,1231200000.0,,480700000.0,,37100000.0,-465400000.0,405400000.0,,
