date,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyOtherNonCashItems,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedEPS,quarterlyCommonStockIssuance,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyInvestmentsAndAdvances,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1996-12-31,940601.0,,35984436.0,,,-658791.0,-4131.0,,-1378854.0,179590679.0,14974878,,-2899540.0,-11291212.0,,,61688.0,118064889,-17007658.0,,-4544594,8193106.0,,2983826.0,71819665.0,43432594.0,10813911.0,27555578.0,2650000.0,24713199.0,,16298988.0,45316660,-8271749.0,,10967165,2328457.0,-11271237.0,5543106,10990284.0,5543106,2153398.0,14995524.0,23642742.0,,,103986427.0,31518862.0,-72748229,,28115490.0,4469577.0,-22288,1574682.0,2338154.0,,107097724,16451428.0,,4007713.0,,225662.0,27381251.0,11082263.0,2474607.0,-1060524.0,329469,178759186.0,,5543106,250578851.0,-1200000.0,5018599.0,2718535.0,70988172.0,,
1997-03-31,11000000.0,,38300000.0,,,-9400000.0,,18700000.0,14300000.0,201900000.0,9300000,,,2200000.0,24516623.0,-6100000.0,,12300000,7500000.0,24516623.0,3000000,6000000.0,,-7300000.0,71300000.0,31300000.0,14500000.0,,2300000.0,25400000.0,,,44900000,-2400000.0,0.09,5500000,800000.0,-12900000.0,3700000,-1900000.0,3700000,800000.0,11200000.0,11000000.0,0.09,,,,32600000,,,4400000.0,500000,7300000.0,2300000.0,,6800000,108500000.0,,3800000.0,11100000.0,,11900000.0,11900000.0,1400000.0,-6400000.0,100000,180200000.0,-4300000.0,3700000,251500000.0,800000.0,46300000.0,-4300000.0,49600000.0,,
1997-06-30,200000.0,,42800000.0,,,-200000.0,,25000000.0,12900000.0,233300000.0,-9500000,,,-10100000.0,39411765.0,700000.0,,400000,28400000.0,39411765.0,9900000,10700000.0,,1400000.0,92900000.0,37600000.0,21700000.0,,4000000.0,28300000.0,,,57600000,-6900000.0,0.17,-14200000,-5300000.0,-14500000.0,6700000,33300000.0,6700000,17900000.0,11800000.0,,0.17,,,,57200000,,,5000000.0,25100000,,1600000.0,,14600000,107600000.0,,4700000.0,,,29900000.0,29900000.0,800000.0,-2600000.0,200000,185900000.0,-1400000.0,6700000,278800000.0,-5300000.0,50000000.0,26400000.0,45500000.0,,
1997-09-30,0.0,,50800000.0,,,-8400000.0,,28500000.0,84400000.0,326600000.0,15200000,,-7700000.0,-83800000.0,44117647.0,4000000.0,-800000.0,18900000,-10100000.0,41666667.0,3700000,11600000.0,,0.0,172300000.0,39400000.0,27900000.0,,4100000.0,34700000.0,,,58500000,-8500000.0,0.18,10800000,79300000.0,-16100000.0,7500000,4700000.0,7500000,-300000.0,10300000.0,,0.17,,,,39600000,,,5800000.0,800000,,2300000.0,,8100000,106000000.0,,4400000.0,,,29600000.0,29600000.0,600000.0,-66300000.0,0,196300000.0,-7200000.0,7500000,368600000.0,79300000.0,55600000.0,-3800000.0,42000000.0,,
1997-12-31,14844710.0,,63031363.0,4876458.0,,7937391.0,-961606.0,36435373.0,-1754682.0,340370880.0,18542117,,3686377.0,-22767540.0,,,999852.0,8290778,-9729353.0,,3967883,17497999.0,,576148.0,186541072.0,68567394.0,39652003.0,64577290.0,5764000.0,44306103.0,,82925569.0,78211733,-10859848.0,,13222895,-2962715.0,-18725260.0,11733999,19439730.0,11733999,-6448000.0,26325332.0,57242387.0,,,182167949.0,56187522.0,69920955,,40481186.0,4777542.0,3875104,0.0,7334903.0,,-4932117,16495191.0,,5319222.0,,289643.0,106075675.0,23150106.0,930231.0,-30618248.0,125859,286974492.0,,11733999,473515564.0,-89375297.0,-2707588.0,8579882.0,133144684.0,,
1998-03-31,29400000.0,,75300000.0,,,5200000.0,,39400000.0,66700000.0,374100000.0,14400000,,-29500000.0,-15800000.0,29670910.0,2700000.0,-700000.0,17700000,11800000.0,29670910.0,3300000,8400000.0,,-1300000.0,160700000.0,71900000.0,45300000.0,,2800000.0,53700000.0,,,75400000,-11300000.0,0.13,8200000,100000.0,-21600000.0,5600000,17800000.0,5600000,2000000.0,31200000.0,,0.12,,,,57700000,,,6800000.0,400000,,7300000.0,,9500000,203500000.0,,6200000.0,23200000.0,,25200000.0,25200000.0,1300000.0,-4400000.0,100000,324400000.0,6700000.0,5600000,485100000.0,100000.0,67200000.0,6500000.0,111000000.0,,
1998-06-30,17100000.0,,103700000.0,,,500000.0,,45200000.0,49600000.0,409400000.0,17200000,,21900000.0,-1500000.0,50000000.0,-200000.0,-1600000.0,21600000,15400000.0,50000000.0,4400000,1300000.0,,800000.0,156100000.0,80900000.0,42100000.0,,2800000.0,76800000.0,,,99300000,-43300000.0,-0.03,9900000,-9900000.0,-26900000.0,-1500000,6600000.0,-1500000,-4900000.0,34100000.0,7900000.0,-0.03,,,,77700000,,,8600000.0,-8200000,4200000.0,7600000.0,,11700000,204100000.0,,7300000.0,,,26700000.0,26700000.0,1600000.0,2800000.0,300000,346300000.0,-4600000.0,-1500000,502400000.0,-9900000.0,65400000.0,-36700000.0,93000000.0,,
1998-09-30,9500000.0,,118800000.0,,,-8100000.0,,44700000.0,43200000.0,428000000.0,28800000,,1800000.0,-25400000.0,50000000.0,-400000.0,400000.0,32400000,16700000.0,48148148.0,3600000,19700000.0,,0.0,162900000.0,91600000.0,55100000.0,,6700000.0,87500000.0,,,109700000,-36200000.0,0.27,20400000,10300000.0,-31300000.0,13000000,15000000.0,13000000,,45900000.0,7800000.0,0.26,,,,77300000,,,8200000.0,-300000,9000000.0,7600000.0,,12000000,218000000.0,,8400000.0,,,29600000.0,29600000.0,1000000.0,-500000.0,400000,373500000.0,-9400000.0,13000000,536400000.0,10300000.0,68000000.0,-21200000.0,108400000.0,,
1998-12-31,23611000.0,,134563000.0,11784000.0,,-12947000.0,1777000.0,57177000.0,-1120000.0,488833000.0,34110000,,-57133000.0,-31813000.0,,,-2302000.0,11017000,-39724000.0,,4230000,29791000.0,,-11485000.0,153338000.0,138238000.0,75852000.0,32725000.0,9782000.0,97881000.0,,6166000.0,144930000,32506000.0,,23687000,16732000.0,-36682000.0,20009000,18726000.0,20009000,,68149000.0,13260000.0,,,292693000.0,71248000.0,133913000,,62762000.0,9841000.0,4370000,12504000.0,6961000.0,,-12670000,17084000.0,,10423000.0,,510000.0,39336000.0,33170000.0,1128000.0,-17020000.0,143000,506458000.0,,20009000,659796000.0,-114607000.0,26156000.0,51232000.0,170963000.0,,
1999-03-31,,,145700000.0,,,9200000.0,,53500000.0,23300000.0,496700000.0,21100000,,-23100000.0,-34600000.0,55000000.0,-4400000.0,,25800000,20500000.0,55000000.0,4700000,10300000.0,,-9600000.0,141600000.0,116100000.0,81200000.0,,3500000.0,103500000.0,,,123800000,-11000000.0,0.1,10900000,5100000.0,-42200000.0,6800000,27100000.0,5500000,-3700000.0,61500000.0,40800000.0,0.1,,,,98000000,,,9700000.0,200000,14100000.0,7100000.0,,14900000,292300000.0,,10200000.0,33200000.0,,29400000.0,29400000.0,1100000.0,-500000.0,800000,526100000.0,11000000.0,5500000,667700000.0,5100000.0,130300000.0,16100000.0,171000000.0,,
1999-06-30,,,234300000.0,,,-9300000.0,,68900000.0,18200000.0,510300000.0,31100000,,-4400000.0,-56200000.0,54285714.0,3900000.0,,36100000,20400000.0,51818182.0,5000000,17300000.0,,-7400000.0,153000000.0,141800000.0,91200000.0,,5900000.0,186500000.0,,,148500000,-53200000.0,0.22,20200000,48000000.0,-47800000.0,11400000,14500000.0,11400000,5400000.0,59000000.0,16900000.0,0.21,,,,112400000,,,9900000.0,-300000,98600000.0,7100000.0,,15900000,304200000.0,,10900000.0,,,34900000.0,34900000.0,13900000.0,-1500000.0,1400000,625000000.0,-13700000.0,11400000,778000000.0,48000000.0,134300000.0,-38700000.0,257300000.0,,
1999-09-30,-100000.0,-28400000.0,256000000.0,,,-7400000.0,,62100000.0,21800000.0,498500000.0,35200000,,16700000.0,-21300000.0,53529412.0,-6300000.0,-200000.0,40700000,19300000.0,50555556.0,5500000,24800000.0,,-15500000.0,177500000.0,150700000.0,83500000.0,,8400000.0,201700000.0,,4400000.0,136700000,-38800000.0,-0.18,26200000,-2500000.0,-54300000.0,16400000,16600000.0,-9100000,-7000000.0,69300000.0,8900000.0,-0.18,,,,96000000,,,10000000.0,400000,125400000.0,,,14500000,292000000.0,,9000000.0,,500000.0,32300000.0,27900000.0,19300000.0,900000.0,2000000,616200000.0,-16700000.0,-9100000,793700000.0,-2500000.0,122500000.0,-22200000.0,285000000.0,,
1999-12-31,282000.0,-12000.0,159677000.0,9465000.0,-217000.0,309000.0,-1745000.0,42452000.0,276880000.0,474093000.0,-15039000,20410000.0,-12795000.0,-45812000.0,,,,-50271000,-13571000.0,,11555000,-52755000.0,,-64795000.0,411737000.0,135147000.0,60762000.0,166801000.0,-18956000.0,127720000.0,,10890000.0,-63704000,41789000.0,,-31726000,26272000.0,-31957000.0,-33799000,12720000.0,-22788000,-7460000.0,68794000.0,3050000.0,,,201716000.0,53118000.0,-13433000,,39250000.0,6261000.0,-19297000,151204000.0,12547000.0,,-18545000,2574000.0,,16687000.0,27900000.0,509000.0,31300000.0,20410000.0,14436000.0,-9410000.0,765000,376389000.0,,-22788000,788126000.0,-51868000.0,3250000.0,54509000.0,301948000.0,,
2000-03-31,965000.0,-9860000.0,156881000.0,144493000.0,365000.0,3689000.0,-6658000.0,41823000.0,-4005000.0,742606000.0,89305000,554928000.0,690819000.0,659253000.0,51612186.0,,,9366000,2280000.0,50792945.0,4801000,1982000.0,-23129000.0,-146894000.0,658063000.0,247564000.0,343006000.0,40870000.0,793000.0,123070000.0,,8434000.0,85283000,-9402000.0,5.67,79100000,-136667000.0,-33811000.0,1189000,16081000.0,287996000,534518000.0,61248000.0,3185000.0,5.58,772000.0,201541000.0,48011000.0,75917000,,52827000.0,7253000.0,904000,25448000.0,12237000.0,,-69734000,2595000.0,,10205000.0,20410000.0,503000.0,563362000.0,554928000.0,,0.0,2105000,385209000.0,,287996000,1043272000.0,-127579000.0,5176000.0,6679000.0,288434000.0,,
2000-06-30,307000.0,-130097000.0,160566000.0,129707000.0,5000.0,-37127000.0,-13539000.0,43312000.0,-3928000.0,611209000.0,91107000,421241000.0,-12499000.0,-85572000.0,46690000.0,,,11322000,1457000.0,46690000.0,4566000,7781000.0,-11070000.0,-14661000.0,596778000.0,235059000.0,347675000.0,139023000.0,3112000.0,123088000.0,,61774000.0,92490000,-4304000.0,0.1,84717000,-23805000.0,-37478000.0,4669000,-24606000.0,4669000,-133687000.0,62040000.0,2799000.0,0.1,214000.0,225358000.0,55130000.0,81168000,,52921000.0,6207000.0,5178000,123999000.0,12225000.0,,-73395000,2596000.0,,6390000.0,554928000.0,419000.0,483015000.0,421241000.0,,-58006000.0,946000,410362000.0,,4669000,1007140000.0,106078000.0,6399000.0,-28910000.0,374082000.0,,
2000-09-30,761000.0,-71057000.0,169529000.0,130661000.0,-35000.0,-7300000.0,-21628000.0,39534000.0,-2746000.0,530912000.0,54530000,192243000.0,-30464000.0,-163861000.0,47800000.0,,,6742000,1944000.0,47800000.0,4620000,-1730000.0,-3834000.0,-1594000.0,495974000.0,234023000.0,346241000.0,141343000.0,1607000.0,130329000.0,,185923000.0,59969000,-4993000.0,-0.03,49437000,-61229000.0,-39200000.0,-3337000,-1732000.0,-1434000,-227583000.0,45908000.0,3214000.0,-0.03,257000.0,222727000.0,57043000.0,53227000,,74042000.0,5451000.0,4157000,126400000.0,11729000.0,,-42695000,2594000.0,,5093000.0,421241000.0,373000.0,378166000.0,192243000.0,17920000.0,-125331000.0,2097000,435334000.0,,-1434000,931308000.0,6439000.0,5642000.0,-6725000.0,375366000.0,,
2000-12-31,224993000.0,-975000.0,210807000.0,119511000.0,-4974000.0,200000.0,-12685000.0,20108000.0,3936000.0,553263000.0,-176952000,116490000.0,-731405000.0,-104558000.0,,,,15343000,22567000.0,,6319000,-18104000.0,-8123000.0,-96521000.0,451172000.0,293714000.0,360232000.0,137106000.0,-9788000.0,171842000.0,,202077000.0,98914000,-15114000.0,,-185706000,9675000.0,-38965000.0,-8316000,18185000.0,13991000,-75753000.0,93351000.0,3707000.0,,22000.0,296422000.0,68468000.0,83571000,40452000.0,83934000.0,5832000.0,-16851000,128575000.0,4824000.0,,201049000,2611000.0,,8754000.0,192243000.0,373000.0,318567000.0,116490000.0,20292000.0,-305015000.0,2595000,565791000.0,,13991000,1016963000.0,9190000.0,8604000.0,3071000.0,430820000.0,,
2001-03-31,103098000.0,0.0,219039000.0,14046000.0,-41000.0,-95015000.0,-22960000.0,18076000.0,-6735000.0,537414000.0,118189000,66306000.0,-4915000.0,13410000.0,37367742.0,,,12372000,21098000.0,37367742.0,5986000,-18534000.0,-15775000.0,-6880000.0,309098000.0,171099000.0,348648000.0,143886000.0,-6950000.0,172652000.0,,123673000.0,120446000,-13301000.0,-0.31,108883000,13787000.0,-46387000.0,-11584000,-76236000.0,-11584000,-50184000.0,88197000.0,9435000.0,-0.31,3806000.0,293412000.0,58995000.0,108074000,39801000.0,106622000.0,5798000.0,-17114000,129727000.0,4724000.0,,-96511000,4757000.0,,9306000.0,116490000.0,377000.0,189979000.0,66306000.0,10979000.0,-55697000.0,2229000,594449000.0,,-11584000,903547000.0,16114000.0,17006000.0,-89537000.0,314985000.0,,
2001-06-30,116661000.0,0.0,229095000.0,3151000.0,-149000.0,-18559000.0,-27610000.0,17127000.0,-7542000.0,524334000.0,126774000,92251000.0,2100000.0,2471000.0,38382857.0,,,24061000,31167000.0,38382857.0,5901000,-20416000.0,-12375000.0,-1833000.0,299596000.0,158402000.0,335214000.0,140451000.0,-6982000.0,178657000.0,,89419000.0,130395000,-14991000.0,-0.35,117604000,15957000.0,-50438000.0,-13434000,8195000.0,-13434000,25945000.0,68702000.0,9971000.0,-0.35,3152000.0,293888000.0,60255000.0,106334000,56151000.0,90265000.0,6691000.0,-29252000,127368000.0,3112000.0,,-93543000,4753000.0,,9170000.0,66306000.0,381000.0,181670000.0,92251000.0,13271000.0,-88924000.0,2434000,580386000.0,,-13434000,879982000.0,5785000.0,12823000.0,-6796000.0,298853000.0,,
2001-09-30,31359000.0,0.0,249973000.0,5315000.0,28000.0,-18584000.0,-18007000.0,22200000.0,-9397000.0,552962000.0,107128000,90437000.0,-1980000.0,-4463000.0,41845000.0,,,12014000,-10702000.0,38040909.0,5643000,12605000.0,-22626000.0,-10405000.0,315571000.0,152916000.0,343582000.0,141183000.0,4236000.0,191942000.0,,58621000.0,107749000,-12064000.0,0.22,97327000,13368000.0,-58031000.0,8369000,-11089000.0,8369000,-1814000.0,65487000.0,10282000.0,0.2,8052000.0,311887000.0,71765000.0,95735000,41482000.0,70804000.0,6465000.0,13213000,127897000.0,3004000.0,,-85313000,4747000.0,,9801000.0,92251000.0,386000.0,149058000.0,90437000.0,18432000.0,848000.0,2200000,590389000.0,,8369000,905960000.0,2109000.0,11009000.0,-23153000.0,294099000.0,,
2001-12-31,42579000.0,0.0,261655000.0,31723000.0,-1051000.0,18479000.0,-26704000.0,15696000.0,-11415000.0,545855000.0,-610816000,102194000.0,-1926000.0,-10882000.0,,,,22549000,7403000.0,,4473000,3220000.0,-9701000.0,-183402000.0,288714000.0,168719000.0,342786000.0,138681000.0,4016000.0,201508000.0,,60091000.0,126214000,-15429000.0,,-620507000,-12459000.0,-60147000.0,-796000,33726000.0,-796000,11757000.0,66389000.0,14207000.0,,1916000.0,317591000.0,70925000.0,103665000,48462000.0,67713000.0,7344000.0,-5678000,124474000.0,0.0,,643056000,8400000.0,,9691000.0,90437000.0,387000.0,162285000.0,102194000.0,6449000.0,-26405000.0,2306000,621522000.0,,-796000,910236000.0,789000.0,14709000.0,18297000.0,307400000.0,,
