date,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyEbitda,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyDilutedEPS,quarterlyStockholdersEquity,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyDilutedAverageShares,quarterlyNetIncome,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,quarterlyChangeInAccountPayable,quarterlyCurrentDeferredRevenue
2003-09-30,0.0,0.0,,0.0,-4446000000.0,-329000000.0,-384000000.0,7095000000.0,668536898.201016,,,824000000.0,176326183.737981,0.0,807550220.942356,7095000000.0,306303741.952568,10058000000.0,,1112830528.110157,,495000000.0,,23054000000.0,10058000000.0,,,481838041.805273,0.0,0.0,,3987000000.0,,,,1594668569.91543,4777444052.761366,,9489000000.0,798545636.595336,-815481621.236946,3608677589.659567,3903000000.0,7095000000.0,10058000000.0,2146368.104861,12996000000.0,,,-246609751.253662,1094977508.564619,,,-283036095.526538,,0.0,1168766463.101799,,,-1490357082.567896,,13565000000.0,348000000.0,,,798545636.595336,2513700081.094947,806526786.157589,348000000.0,1851186286.678914,12996000000.0,2394000000.0,,,,,
2003-12-31,3022000000.0,2000000.0,,555355888.75,-5504000000.0,-280000000.0,-632000000.0,152000000.0,-64000000.0,1590000000.0,,1229000000.0,-63000000.0,220000000.0,1042000000.0,3468000000.0,226000000.0,7536000000.0,,846000000.0,3218000000.0,949000000.0,2884000000.0,23573000000.0,10640000000.0,1857000000.0,,390000000.0,733000000.0,3951000000.0,423000000.0,3903000000.0,3086000000.0,,,1168000000.0,4875000000.0,,10316000000.0,635000000.0,-515000000.0,3818000000.0,733000000.0,7695000000.0,13040000000.0,-452000000.0,12933000000.0,-606000000.0,,-497000000.0,849000000.0,10449000000.0,,-471000000.0,,0.0,1057000000.0,989000000.0,3203000000.0,769000000.0,,13178000000.0,303000000.0,,,635000000.0,2969000000.0,620000000.0,728000000.0,1995000000.0,0.0,2621000000.0,,,,,
2004-03-31,3099000000.0,0.0,28000000.0,0.0,-5504000000.0,-10000000.0,-580000000.0,72000000.0,-608000000.0,1423000000.0,,1016000000.0,-124000000.0,0.0,857000000.0,,285000000.0,7556000000.0,,1084000000.0,,720000000.0,2910000000.0,23785000000.0,10524000000.0,13382000000.0,,302000000.0,814000000.0,814000000.0,420000000.0,872000000.0,7675000000.0,3376000000.0,23.5,1386000000.0,5074000000.0,-5000000.0,11370000000.0,797000000.0,-564000000.0,3916000000.0,742000000.0,7747000000.0,7556000000.0,,13261000000.0,-580000000.0,,91000000.0,1052000000.0,9556000000.0,,-163000000.0,,0.0,1158000000.0,,,-272000000.0,23.5,12319000000.0,305000000.0,,3380000000.0,797000000.0,2864000000.0,799000000.0,84000000.0,2003000000.0,7941000000.0,3623000000.0,,,,,
2004-06-30,3138000000.0,0.0,44000000.0,,-5504000000.0,-668000000.0,-152000000.0,102000000.0,537000000.0,1642000000.0,,726000000.0,665000000.0,145000000.0,888000000.0,6855000000.0,230000000.0,7537000000.0,,1046000000.0,2573000000.0,371000000.0,4762000000.0,24343000000.0,12432000000.0,13195000000.0,,303000000.0,1499000000.0,4072000000.0,419000000.0,742000000.0,,3358000000.0,0.24,1355000000.0,5288000000.0,-2000000.0,11540000000.0,811000000.0,401000000.0,4037000000.0,1397000000.0,6957000000.0,7537000000.0,,11911000000.0,,,-7000000.0,1052000000.0,9892000000.0,,-215000000.0,,0.0,1251000000.0,,6564000000.0,634000000.0,0.24,12707000000.0,1097000000.0,,3362000000.0,811000000.0,2985000000.0,811000000.0,1576000000.0,2206000000.0,4701000000.0,4583000000.0,,,,,
2004-09-30,3080000000.0,219000000.0,3000000.0,,-5504000000.0,-266000000.0,-2121000000.0,170000000.0,1449000000.0,1371000000.0,,1120000000.0,-556000000.0,0.0,823000000.0,6756000000.0,280000000.0,9177000000.0,,1419000000.0,3167000000.0,854000000.0,2907000000.0,24471000000.0,12218000000.0,14384000000.0,,291000000.0,1020000000.0,4187000000.0,415000000.0,1397000000.0,6590000000.0,3338000000.0,0.34,1463000000.0,5265000000.0,0.0,9552000000.0,1133000000.0,-935000000.0,3979000000.0,852000000.0,6760000000.0,9177000000.0,-481000000.0,12253000000.0,,,93000000.0,1172000000.0,10444000000.0,,-140000000.0,,0.0,1286000000.0,,4986000000.0,-916000000.0,0.34,13332000000.0,1095000000.0,,3342000000.0,1133000000.0,2807000000.0,1133000000.0,2115000000.0,2011000000.0,9946000000.0,2792000000.0,1000000.0,,,,
2004-12-31,3020000000.0,4242000000.0,27000741.3,-287999493.8,-6545000000.0,-938000000.0,-770000000.0,142000000.0,-2240000000.0,1581000000.0,,2011000000.0,324000000.0,267000000.0,1235000000.0,3318000000.0,526000000.0,8083000000.0,,1317000000.0,4091000000.0,1865000000.0,2826000000.0,25616000000.0,11176000000.0,1851000000.0,,372000000.0,1055000000.0,5146000000.0,411000000.0,852000000.0,3125000000.0,,,-3204000000.0,5799000000.0,-110000000.0,11097000000.0,1072000000.0,157000000.0,4344000000.0,1055000000.0,7782000000.0,14628000000.0,0.0,14440000000.0,-560000000.0,,-1333000000.0,-2961000000.0,11606000000.0,,509000000.0,,0.0,1455000000.0,1197000000.0,3590000000.0,403000000.0,,14418000000.0,1030000000.0,,,1072000000.0,7305000000.0,773000000.0,704000000.0,1888000000.0,0.0,3315000000.0,-19999982.0,,,,
2005-03-31,2206000000.0,0.0,4000000.0,86000000.0,-6545000000.0,-232000000.0,-1558000000.0,90000000.0,0.0,1112000000.0,,1509000000.0,-78000000.0,221000000.0,865000000.0,0.0,443000000.0,6985000000.0,,1486000000.0,1624000000.0,1277000000.0,2712000000.0,24840000000.0,11070000000.0,1850000000.0,158000000.0,309000000.0,4979000000.0,6603000000.0,395000000.0,3927000000.0,5466000000.0,3280000000.0,31.5,1881000000.0,5743000000.0,-2000000.0,11149000000.0,1040000000.0,-25000000.0,4333000000.0,3839000000.0,6839000000.0,6985000000.0,-1079000000.0,13770000000.0,-481000000.0,,170000000.0,1453000000.0,10679000000.0,,-111000000.0,,0.0,1410000000.0,,183000000.0,158000000.0,31.5,13597000000.0,1111000000.0,,3280000000.0,1040000000.0,2880000000.0,1043000000.0,2086000000.0,2007000000.0,0.0,4310000000.0,-2000000.0,,,,
2005-06-30,2663000000.0,0.0,30000000.0,-86000000.0,-6545000000.0,-217000000.0,-659000000.0,150000000.0,0.0,1163000000.0,,1645000000.0,1492000000.0,221000000.0,860000000.0,6647000000.0,525000000.0,7355000000.0,,1749000000.0,398000000.0,1428000000.0,2696000000.0,24884000000.0,11446000000.0,1892000000.0,618000000.0,321000000.0,5451000000.0,5849000000.0,404000000.0,3839000000.0,5496000000.0,,,1984000000.0,6132000000.0,-4000000.0,11314000000.0,1219000000.0,502000000.0,4819000000.0,5313000000.0,6797000000.0,7355000000.0,0.0,13438000000.0,-701000000.0,,-189000000.0,1718000000.0,10597000000.0,,242000000.0,,,1313000000.0,,201000000.0,613000000.0,,13477000000.0,1163000000.0,,,1219000000.0,3101000000.0,1224000000.0,2191000000.0,2229000000.0,0.0,4517000000.0,,,,,
2005-09-30,2493000000.0,0.0,42000000.0,372000000.0,-6545000000.0,-274000000.0,-1598000000.0,122000000.0,0.0,1217000000.0,,1660000000.0,-1036000000.0,239000000.0,781000000.0,6619000000.0,513000000.0,7262000000.0,,1743000000.0,1242000000.0,1386000000.0,2763000000.0,24527000000.0,11432000000.0,1866000000.0,,303000000.0,4400000000.0,5642000000.0,399000000.0,5313000000.0,5404000000.0,,,2418000000.0,5789000000.0,0.0,11158000000.0,1223000000.0,-1093000000.0,4544000000.0,4289000000.0,6741000000.0,7262000000.0,-638000000.0,13095000000.0,-1000000000.0,,194000000.0,1695000000.0,10372000000.0,,-59000000.0,,0.0,1245000000.0,,184000000.0,-872000000.0,,13275000000.0,1122000000.0,,,1223000000.0,2849000000.0,1230000000.0,2078000000.0,2056000000.0,0.0,4417000000.0,,,,,
2005-12-31,2206000000.0,0.0,67000000.0,-310999882.3,-6020000000.0,-87000000.0,-757000000.0,90000000.0,0.0,1112000000.0,,1929000000.0,590000000.0,256000000.0,873000000.0,2689000000.0,462000000.0,6985000000.0,,1689000000.0,6058000000.0,1842000000.0,2712000000.0,24840000000.0,11070000000.0,1831000000.0,,394000000.0,545000000.0,6603000000.0,395000000.0,4289000000.0,3161000000.0,,,1546000000.0,6286000000.0,-497000000.0,11149000000.0,1224000000.0,-566000000.0,4898000000.0,4895000000.0,6839000000.0,13005000000.0,0.0,13770000000.0,-819000000.0,,-1758000000.0,1636000000.0,10679000000.0,,260000000.0,,,1388000000.0,899000000.0,3764000000.0,145000000.0,,13597000000.0,1111000000.0,,,1224000000.0,3262000000.0,1209000000.0,2087000000.0,2614000000.0,0.0,4310000000.0,,,,,
2006-03-31,2250000000.0,0.0,362000000.0,132000000.0,-6020000000.0,-289000000.0,-1642000000.0,136000000.0,0.0,1559000000.0,,1512000000.0,-2033000000.0,243000000.0,861000000.0,1547000000.0,620000000.0,7453000000.0,-203000000.0,2044000000.0,657000000.0,1223000000.0,4204000000.0,29932000000.0,12996000000.0,1837000000.0,54000000.0,282000000.0,7103000000.0,7760000000.0,383000000.0,4895000000.0,6334000000.0,3158000000.0,0.45,2458000000.0,6180000000.0,-14000000.0,14516000000.0,1425000000.0,-1899000000.0,4929000000.0,2869000000.0,9447000000.0,7453000000.0,-1442000000.0,16936000000.0,-564000000.0,,41000000.0,1976000000.0,11348000000.0,,-365000000.0,,,1251000000.0,,5158000000.0,-1524000000.0,0.45,15304000000.0,1087000000.0,,3164000000.0,1425000000.0,2953000000.0,1424000000.0,1929000000.0,2115000000.0,1365000000.0,5069000000.0,,,,,
2006-06-30,2211000000.0,0.0,384000000.0,122000000.0,-6020000000.0,-415000000.0,-681000000.0,85000000.0,0.0,1775000000.0,,1909000000.0,3120000000.0,125000000.0,955000000.0,1748000000.0,607000000.0,7269000000.0,-10000000.0,2209000000.0,1020000000.0,1494000000.0,4609000000.0,28459000000.0,13408000000.0,1851000000.0,0.0,306000000.0,6076000000.0,7096000000.0,392000000.0,2869000000.0,6572000000.0,,,2637000000.0,6625000000.0,-1000000.0,13450000000.0,1599000000.0,1888000000.0,5234000000.0,5998000000.0,8405000000.0,7269000000.0,0.0,15051000000.0,-1063000000.0,,-72000000.0,2131000000.0,11234000000.0,,13000000.0,,,1391000000.0,,273000000.0,2221000000.0,,14910000000.0,1046000000.0,,,1599000000.0,3103000000.0,1602000000.0,2224000000.0,2290000000.0,1020000000.0,5045000000.0,,,,,
2006-09-30,2209000000.0,0.0,188000000.0,140000000.0,-6020000000.0,-350000000.0,-1885000000.0,113000000.0,0.0,1772000000.0,,2112000000.0,-319000000.0,137000000.0,962000000.0,2195000000.0,595000000.0,7297000000.0,-957000000.0,2187000000.0,413000000.0,1762000000.0,4710000000.0,28122000000.0,13689000000.0,1856000000.0,0.0,329000000.0,5756000000.0,6169000000.0,388000000.0,5998000000.0,5780000000.0,,,2656000000.0,6516000000.0,0.0,13339000000.0,1587000000.0,-542000000.0,5177000000.0,5685000000.0,8088000000.0,7297000000.0,-778000000.0,14433000000.0,-1331000000.0,,272000000.0,2106000000.0,10819000000.0,,188000000.0,,,1339000000.0,,651000000.0,656000000.0,,14683000000.0,1089000000.0,,,1587000000.0,3071000000.0,1592000000.0,2390000000.0,2180000000.0,413000000.0,5251000000.0,,,,,
2006-12-31,2250000000.0,-3000000.0,51000000.0,-321999899.1,-7455000000.0,-285000000.0,-1158000000.0,136000000.0,0.0,1559000000.0,,2160000000.0,1326000000.0,119000000.0,1124000000.0,4624000000.0,658000000.0,7453000000.0,21999591.0,2103000000.0,581000000.0,1875000000.0,3107000000.0,29932000000.0,12996000000.0,1902000000.0,1134000000.0,428000000.0,7103000000.0,7684000000.0,383000000.0,5685000000.0,3482000000.0,,,1810000000.0,7154000000.0,-2000000.0,14516000000.0,1432000000.0,281000000.0,5576000000.0,6989000000.0,9447000000.0,14908000000.0,0.0,16936000000.0,-1189000000.0,,-2544000000.0,2003000000.0,11348000000.0,,272000000.0,,1097000000.0,1578000000.0,1205000000.0,4288000000.0,-1005000000.0,,15304000000.0,1087000000.0,,,1432000000.0,3573000000.0,1425000000.0,2423000000.0,2737000000.0,76000000.0,5069000000.0,,,,,
2007-03-31,2294000000.0,0.0,33000000.0,150000000.0,-7455000000.0,-405000000.0,-3039000000.0,59000000.0,0.0,1695000000.0,,2187000000.0,-1468000000.0,116000000.0,1170000000.0,3278000000.0,703000000.0,7420000000.0,-143000000.0,2267000000.0,849000000.0,1782000000.0,3345000000.0,29565000000.0,13279000000.0,1884000000.0,,370000000.0,5567000000.0,6416000000.0,378000000.0,6989000000.0,6913000000.0,3054000000.0,0.51,2787000000.0,6966000000.0,-193000000.0,15543000000.0,1560000000.0,-615000000.0,5562000000.0,5520000000.0,10349000000.0,7420000000.0,-1878000000.0,16286000000.0,-1184000000.0,,88000000.0,2252000000.0,9941000000.0,,-61000000.0,,1102000000.0,1404000000.0,,6238000000.0,112000000.0,0.51,13907000000.0,1087000000.0,,3062000000.0,1560000000.0,3310000000.0,1564000000.0,2412000000.0,2278000000.0,1338000000.0,5194000000.0,-10000000.0,,,,
2007-06-30,2563000000.0,0.0,95000000.0,221000000.0,-7455000000.0,-350000000.0,12204000000.0,14342000000.0,0.0,4235000000.0,,997000000.0,-676000000.0,604000000.0,1196000000.0,3412000000.0,554000000.0,8161000000.0,-14400000000.0,1991000000.0,360000000.0,647000000.0,11723000000.0,47600000000.0,31522000000.0,1911000000.0,,369000000.0,4951000000.0,5311000000.0,374000000.0,5520000000.0,7025000000.0,,,2581000000.0,7273000000.0,187000000.0,32633000000.0,1426000000.0,-13878000000.0,5804000000.0,4871000000.0,24933000000.0,8161000000.0,0.0,16078000000.0,-976000000.0,,339000000.0,2349000000.0,10763000000.0,,-528000000.0,,9698000000.0,1469000000.0,,6260000000.0,94000000.0,,14847000000.0,1057000000.0,,,1426000000.0,3455000000.0,1437000000.0,2408000000.0,2396000000.0,0.0,7700000000.0,-828000000.0,,,,
2007-09-30,2558000000.0,0.0,34000000.0,351000000.0,-7455000000.0,-453000000.0,-2911000000.0,5403000000.0,0.0,4224000000.0,,1328000000.0,-1550000000.0,217000000.0,1327000000.0,3393000000.0,537000000.0,8316000000.0,-271000000.0,1888000000.0,102000000.0,875000000.0,11682000000.0,45950000000.0,31259000000.0,1903000000.0,687000000.0,565000000.0,3428000000.0,3530000000.0,369000000.0,4871000000.0,6632000000.0,,,2804000000.0,7150000000.0,-16000000.0,31208000000.0,1343000000.0,42000000.0,5745000000.0,-10867000000.0,15528000000.0,8316000000.0,-763000000.0,14691000000.0,-1134000000.0,,252000000.0,2168000000.0,10510000000.0,,-460000000.0,,9713000000.0,1405000000.0,,6492000000.0,312000000.0,,14614000000.0,8994000000.0,,,1343000000.0,3577000000.0,1351000000.0,2462000000.0,2569000000.0,2111000000.0,15680000000.0,-327000000.0,,,,
2007-12-31,2119000000.0,600000000.0,56000000.0,-200000007.7,-8537000000.0,-471000000.0,-203000000.0,4280000000.0,0.0,4119000000.0,,2998000000.0,2432000000.0,182000000.0,1469000000.0,5238000000.0,562000000.0,8298000000.0,-77000476.5,1837000000.0,91000000.0,2527000000.0,11467000000.0,47957000000.0,30875000000.0,1902000000.0,931000000.0,552000000.0,5867000000.0,5958000000.0,364000000.0,-10867000000.0,3497000000.0,,,1778000000.0,8170000000.0,-13000000.0,33042000000.0,1266000000.0,-436000000.0,6029000000.0,5727000000.0,15187000000.0,16835000000.0,0.0,17082000000.0,-876000000.0,,-2565000000.0,1325000000.0,10624000000.0,,606000000.0,,9884000000.0,2141000000.0,2172000000.0,5326000000.0,-526000000.0,,14778000000.0,10876000000.0,,,1266000000.0,4704000000.0,1243000000.0,2860000000.0,3369000000.0,86000000.0,17855000000.0,-48.2,,,,
2008-03-31,2169000000.0,0.0,1000000.0,372000000.0,-8537000000.0,-2938000000.0,-2381000000.0,3886000000.0,-2007000000.0,4322000000.0,,2391000000.0,-2927000000.0,197000000.0,1182000000.0,4602000000.0,638000000.0,8486000000.0,,2143000000.0,55000000.0,-547000000.0,13778000000.0,48458000000.0,34006000000.0,1882000000.0,,702000000.0,2920000000.0,2975000000.0,364000000.0,5727000000.0,7194000000.0,2914000000.0,0.515,3217000000.0,7677000000.0,-29000000.0,33591000000.0,1503000000.0,-2923000000.0,6207000000.0,2801000000.0,15682000000.0,8486000000.0,-2007000000.0,14452000000.0,,,100000000.0,2374000000.0,10585000000.0,,-59000000.0,,9906000000.0,1470000000.0,,7054000000.0,-31000000.0,0.515,14720000000.0,11116000000.0,,2914000000.0,1503000000.0,3833000000.0,1505000000.0,2471000000.0,2706000000.0,2218000000.0,17909000000.0,-375000000.0,,,,
2008-06-30,2269000000.0,0.0,34000000.0,338000000.0,-8537000000.0,-307000000.0,-173000000.0,3841000000.0,0.0,4172000000.0,,1901000000.0,1466000000.0,199000000.0,1265000000.0,4741000000.0,651000000.0,8479000000.0,,2279000000.0,58000000.0,1594000000.0,13638000000.0,50202000000.0,33726000000.0,1887000000.0,,461000000.0,4340000000.0,4398000000.0,363000000.0,2801000000.0,7409000000.0,,,3078000000.0,7956000000.0,-3000000.0,34107000000.0,1620000000.0,-276000000.0,6525000000.0,-10359000000.0,15991000000.0,8479000000.0,0.0,16476000000.0,,,176000000.0,2604000000.0,11801000000.0,,-386000000.0,,9903000000.0,1431000000.0,,7335000000.0,-4000000.0,,15974000000.0,11032000000.0,,,1620000000.0,3921000000.0,1628000000.0,2912000000.0,2759000000.0,0.0,18116000000.0,1000000.0,,,,
2008-09-30,2083000000.0,0.0,83000000.0,314000000.0,-8537000000.0,-301000000.0,-2308000000.0,2546000000.0,0.0,3864000000.0,,1659000000.0,-874000000.0,179000000.0,1261000000.0,4895000000.0,705000000.0,7830000000.0,,2443000000.0,55000000.0,1358000000.0,13223000000.0,48204000000.0,32634000000.0,1915000000.0,31000000.0,530000000.0,3541000000.0,3596000000.0,362000000.0,-10359000000.0,6939000000.0,,,3287000000.0,7775000000.0,-1000000.0,31972000000.0,1730000000.0,-188000000.0,6190000000.0,-9749000000.0,14456000000.0,7830000000.0,-732000000.0,15570000000.0,-395000000.0,,-80000000.0,2531000000.0,11823000000.0,,-417000000.0,,9870000000.0,1585000000.0,,7181000000.0,63000000.0,,16105000000.0,10826000000.0,,,1730000000.0,3659000000.0,1738000000.0,2771000000.0,2434000000.0,2710000000.0,17516000000.0,-2051000000.0,,,,
2008-12-31,1636000000.0,698000000.0,41000000.0,-304999493.2,-7571000000.0,-493000000.0,-1500000000.0,993000000.0,0.0,3126000000.0,,2791000000.0,731000000.0,156000000.0,1471000000.0,6546000000.0,557000000.0,7043000000.0,,1816000000.0,388000000.0,2298000000.0,12323000000.0,46784000000.0,30632000000.0,1932000000.0,28000000.0,927000000.0,4286000000.0,4674000000.0,362000000.0,-9749000000.0,3903000000.0,,,2182000000.0,8193000000.0,-7000000.0,30724000000.0,1248000000.0,-509000000.0,6081000000.0,4123000000.0,13320000000.0,14614000000.0,0.0,16152000000.0,-7000000.0,,-2545000000.0,1635000000.0,11572000000.0,,652000000.0,,9874000000.0,2112000000.0,1878000000.0,5558000000.0,84000000.0,,15912000000.0,10855000000.0,,,1248000000.0,4446000000.0,1230000000.0,3423000000.0,3305000000.0,0.0,17404000000.0,-1533999876.2,,,,
2009-03-31,1702000000.0,0.0,6000000.0,273000000.0,,-284000000.0,,1628000000.0,0.0,3110000000.0,149000000.0,2227000000.0,47000000.0,416000000.0,980000000.0,125000000.0,859000000.0,6820000000.0,,3003000000.0,49000000.0,1943000000.0,12040000000.0,46515000000.0,30663000000.0,1947000000.0,1000000.0,385000000.0,4441000000.0,4490000000.0,362000000.0,4123000000.0,7150000000.0,2894000000.0,0.74,3661000000.0,7701000000.0,-10000000.0,30986000000.0,2144000000.0,74000000.0,6318000000.0,4145000000.0,14049000000.0,6820000000.0,-2103000000.0,15852000000.0,,4667000000.0,-135000000.0,3163000000.0,11022000000.0,,-63000000.0,,9855000000.0,1383000000.0,,7126000000.0,15000000.0,0.74,15383000000.0,10139000000.0,,2896000000.0,2144000000.0,3155000000.0,2146000000.0,0.0,2440000000.0,2534000000.0,16937000000.0,-157000000.0,,,,
2009-06-30,1866000000.0,0.0,13000000.0,337000000.0,,-260000000.0,,1498000000.0,0.0,3170000000.0,171000000.0,3107000000.0,2902000000.0,285000000.0,1059000000.0,65000000.0,891000000.0,7262000000.0,,2608000000.0,42000000.0,2847000000.0,12098000000.0,50200000000.0,31074000000.0,,0.0,464000000.0,7195000000.0,7237000000.0,362000000.0,4145000000.0,7366000000.0,2896000000.0,0.59,3409000000.0,7958000000.0,-9000000.0,32258000000.0,1707000000.0,-236000000.0,6494000000.0,7092000000.0,15143000000.0,7262000000.0,0.0,19126000000.0,,5257000000.0,365000000.0,2851000000.0,13437000000.0,,321000000.0,,9887000000.0,1464000000.0,,7361000000.0,11000000.0,0.59,17796000000.0,10322000000.0,,2896000000.0,1707000000.0,3643000000.0,1717000000.0,0.0,2898000000.0,38000000.0,17115000000.0,18000000.0,,,,
2009-09-30,1898000000.0,0.0,66000000.0,297000000.0,,-456000000.0,,980000000.0,0.0,3273000000.0,183000000.0,2323000000.0,443000000.0,351000000.0,1056000000.0,108000000.0,911000000.0,7363000000.0,,3032000000.0,40000000.0,1867000000.0,12230000000.0,51899000000.0,31359000000.0,,1000000.0,463000000.0,7794000000.0,7834000000.0,363000000.0,7092000000.0,7385000000.0,2898000000.0,0.73,3792000000.0,8200000000.0,-11000000.0,32346000000.0,2115000000.0,-410000000.0,6937000000.0,7575000000.0,15116000000.0,7363000000.0,-874000000.0,20540000000.0,,5591000000.0,236000000.0,3145000000.0,14988000000.0,,-497000000.0,,9893000000.0,1263000000.0,,8008000000.0,43000000.0,0.73,19394000000.0,10524000000.0,,2906000000.0,2115000000.0,3792000000.0,2121000000.0,0.0,2736000000.0,2800000000.0,17230000000.0,-662000000.0,,,,
2009-12-31,1750000000.0,0.0,50000000.0,291000000.0,-7861000000.0,-1957000000.0,,1926000000.0,0.0,3247000000.0,184000000.0,4082000000.0,2242000000.0,0.0,1314000000.0,90000000.0,602000000.0,7307000000.0,,2164000000.0,1508000000.0,2125000000.0,12226000000.0,54920000000.0,31160000000.0,1392000000.0,1000000.0,775000000.0,9918000000.0,11426000000.0,363000000.0,7575000000.0,8687000000.0,,,3230000000.0,8945000000.0,-1000000.0,34099000000.0,1553000000.0,-1904000000.0,7280000000.0,9828000000.0,17640000000.0,15168000000.0,0.0,23760000000.0,0.0,5728000000.0,270000000.0,2963000000.0,16198000000.0,,1368000000.0,,9889000000.0,1665000000.0,,7709000000.0,33000000.0,,20660000000.0,244000000.0,,,1553000000.0,4317000000.0,1562000000.0,9137000000.0,3556000000.0,0.0,16459000000.0,14000000.0,,,,
2010-03-31,1780000000.0,0.0,124000000.0,257000000.0,,-1159000000.0,,1277000000.0,-156000000.0,3169000000.0,192000000.0,1739000000.0,-2706000000.0,0.0,991000000.0,110000000.0,740000000.0,7067000000.0,-346000000.0,3519000000.0,2030000000.0,580000000.0,13040000000.0,54075000000.0,31728000000.0,1924000000.0,2000000.0,401000000.0,7366000000.0,9396000000.0,362000000.0,9828000000.0,8507000000.0,2904000000.0,0.955,4177000000.0,8576000000.0,-14000000.0,33187000000.0,2777000000.0,-1263000000.0,6922000000.0,7130000000.0,16994000000.0,7067000000.0,-2367000000.0,22347000000.0,-214000000.0,6034000000.0,-154000000.0,3643000000.0,16137000000.0,,-1221000000.0,-806000000.0,9866000000.0,1654000000.0,,8126000000.0,27000000.0,0.95,20727000000.0,9288000000.0,,2916000000.0,2777000000.0,3279000000.0,2779000000.0,0.0,2540000000.0,3045000000.0,16193000000.0,-725000000.0,,,,
2010-06-30,1689000000.0,0.0,69000000.0,243000000.0,,-965000000.0,,1275000000.0,0.0,2851000000.0,193000000.0,3028000000.0,1658000000.0,0.0,1320000000.0,201000000.0,801000000.0,6824000000.0,-2000000.0,2917000000.0,1964000000.0,2063000000.0,12832000000.0,54647000000.0,31271000000.0,1939000000.0,0.0,431000000.0,9088000000.0,11052000000.0,360000000.0,7130000000.0,7362000000.0,2890000000.0,0.73,3591000000.0,8178000000.0,-9000000.0,32382000000.0,2107000000.0,-925000000.0,6726000000.0,8744000000.0,16304000000.0,6824000000.0,0.0,23376000000.0,-495000000.0,6519000000.0,427000000.0,3034000000.0,17420000000.0,,244000000.0,-668000000.0,9846000000.0,1452000000.0,,7307000000.0,40000000.0,0.725,22091000000.0,215000000.0,,2900000000.0,2107000000.0,3692000000.0,2116000000.0,9043000000.0,2538000000.0,3328000000.0,16078000000.0,-19000000.0,,,,
2010-09-30,1810000000.0,0.0,252000000.0,271000000.0,,-229000000.0,,1376000000.0,0.0,3158000000.0,205000000.0,2353000000.0,880000000.0,0.0,1077000000.0,82000000.0,704000000.0,7096000000.0,0.0,2258000000.0,1517000000.0,2569000000.0,12945000000.0,56390000000.0,31821000000.0,1913000000.0,0.0,602000000.0,10010000000.0,11527000000.0,356000000.0,8744000000.0,7796000000.0,2874000000.0,0.54,3131000000.0,7898000000.0,-4000000.0,34078000000.0,1548000000.0,300000000.0,6374000000.0,9676000000.0,16852000000.0,7096000000.0,-994000000.0,24569000000.0,-1033000000.0,6714000000.0,365000000.0,2406000000.0,17233000000.0,,-39000000.0,-641000000.0,9878000000.0,1524000000.0,,7735000000.0,49000000.0,0.535,22125000000.0,9530000000.0,,2892000000.0,1548000000.0,3968000000.0,1554000000.0,0.0,3093000000.0,49000000.0,17226000000.0,2000000.0,,,,
