date,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyOtherNonCurrentAssets,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsPayable,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyCashDividendsPaid,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyTotalAssets,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyEndCashPosition,quarterlyInventory,quarterlyOperatingExpense,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation
2001-12-31,617030035.0,617030035.0,,,457312830,,,,,520505563.06,,163500.0,,182100000.0,,,69075096.56,,,2600000.0,520505563.06,,83462972.56,,,,,,0.0,,,,,190439498.49,1191355139.06,342363820.19,153561500.0,,,,,,495925320.19,,645365181.91,,1836720320.97,,,150000000.0,,3561500.0,0.0,,,,237698509.31,1340523930.37,,,,197590074.36,,,,,,,,,,,,,,,
2002-03-31,607852905.99,607852905.99,,4206000.0,457312830,,0.03971,,27809000.0,524649758.19,,163500.0,1862000.0,167100000.0,,,69435810.56,,,2217463.3,524649758.19,,105841479.2,,,,,,0.0,29671000.0,,50228000.0,,214047532.63,1234115709.18,367610212.23,153561500.0,,30845000.0,306001000.0,,23608000.0,521171712.23,,651803386.75,0.03971,1885919095.93,,23603000.0,150000000.0,23608000.0,3561500.0,0.0,,223201000.0,,280403996.82,1364131964.51,82800000.0,,,206379074.06,51955000.0,,,,,,,,,,,,,,
2002-06-30,578411054.09,578411054.09,,2983128.0,457312830,,,,20370847.98,536944189.97,,75500.0,6575000.0,130000000.0,,,68976524.56,,,1500000.0,536944189.97,,109211763.0,,,,,,0.0,26945847.98,,54924077.06,,231426645.04,1210314779.28,286930604.85,203561500.0,,20497598.75,294297230.25,,17379146.55,490492104.85,,661273532.53,,1871588311.81,,17387719.98,200000000.0,17379146.55,3561500.0,0.0,,218099240.96,,290087263.71,1379849426.92,76197989.29,,,204412200.23,55700390.54,,,,,,,,,,,,,,
2002-09-30,534455981.62,534455981.62,,2907872.0,457312830,,,,18906152.02,603173603.27,,75500.0,-5137000.0,130000000.0,,,68517238.56,,,2907185.85,603173603.27,,127674935.92,,,,,,0.0,13769152.02,,52038922.94,,247416529.97,1170429598.14,297335016.93,203561500.0,,21629401.25,282282769.75,,15989853.45,500896516.93,,727043659.83,,1897473257.97,,15998280.02,200000000.0,15989853.45,3561500.0,0.0,,208377759.04,,305954286.72,1395321390.97,73905010.71,,,205608126.46,52275609.46,,,,,,,,,,,,,,
2002-12-31,503467118.6,503467118.6,,2461924.07,457312830,,,,14293589.07,663341474.49,,75500.0,10504000.0,140000000.0,,,68331382.56,,,200000000.0,663341474.49,,116877846.6,,,,,,0.0,24797589.07,,70967255.32,,214532093.12,1118430541.4,519548675.15,3561500.0,,14566608.44,294933901.32,,11787260.99,523110175.15,,787025675.05,,1905456216.45,,11831665.0,,11787260.99,3561500.0,0.0,,208951236.45,,259552936.2,1379669850.68,85982664.87,,,220777068.33,71416056.43,,,,,,,,,,,,,,
2003-03-31,452680683.06,452680683.06,,4227122.26,457312830,503467118.6,0.040067,,28057708.42,707857671.68,-20000000.0,75500.0,1773023.61,130000000.0,-36424895.96,317418.84,68100345.56,8416770.04,,200000000.0,707857671.68,-50786435.54,166394978.42,,,-35483625.83,,,0.0,48127518.13,-4818528.46,58237368.78,1773023.61,238352283.26,1131762644.95,561612552.73,3561500.0,-28008125.92,31106648.6,350984923.76,-8277200.0,23820190.14,565174052.73,18296786.1,839588035.24,0.040067,1971350680.19,,23830586.16,,23820190.14,3561500.0,0.0,0.0,261317924.06,,331156648.83,1403490040.82,89666999.7,4442082.27,452680683.06,216334986.06,58560351.1,-44702095.96,,,,,,,,,,,,,
2003-06-30,429978157.97,429978157.97,,3095739.11,457312830,452680683.06,,,22637715.08,776789550.65,-60000000.0,75500.0,4948976.39,130000000.0,-47358955.18,2251883.69,72534167.56,32539793.02,,200000000.0,776789550.65,-22702525.09,199086972.62,,,-4807173.51,,,0.0,43982865.32,-11009892.62,49919424.91,2735799.2,257885017.26,1114279351.09,597952983.87,3561500.0,-14819162.16,25440895.37,326976767.24,0.0,19532734.0,601514483.87,16396173.85,912953736.21,,2027233087.3,,19541975.97,,19532734.0,3561500.0,0.0,350000.0,249582455.78,,323330206.07,1423022774.82,77394311.46,-9130386.8,429978157.97,225465372.86,51953416.09,-46484309.18,,,,,,,,,,,,,
2003-09-30,448329153.9,478333353.9,,1082557.83,457312830,429978157.97,0.010552,,7320325.85,803172593.39,-310000000.0,75500.0,2315352.12,202771000.0,-31555079.66,4078659.02,71426777.56,20486495.18,430806.43,2784966.15,803172593.39,18350995.93,231998825.82,,,-11331813.88,,,30004200.0,33901392.88,-5650466.48,47893337.39,2315352.12,264158111.38,1181810030.06,497395346.12,203561500.0,-11068584.48,7913820.2,328923778.94,-42877998.56,6273094.12,700956846.12,24265714.91,951103187.51,0.010552,2132913217.57,,6237768.02,200000000.0,6273094.12,3561500.0,0.0,430806.43,272557237.75,,333550192.56,1429295868.94,56366541.19,-3703185.67,448329153.9,229168558.53,48452720.99,-73334691.79,,,,,,,,,,,,,
2003-12-31,413986014.3,445163856.3,,-23299.74,457312830,448329153.9,,,-7644491.74,830012455.55,-70000000.0,75500.0,7193825.07,174156000.0,-68709801.52,3329544.86,70442662.78,69875170.71,0.0,7302547.67,830012455.55,-34343139.6,237546541.81,,,39844418.06,,,31177842.0,20800525.38,-6330153.08,77156743.17,3460450.31,236903608.28,1104741508.14,464546576.4,203561500.0,1165369.19,-2940196.16,323683040.99,-4853843.44,-7549720.95,668108076.4,21251192.05,980639136.33,,2085380644.47,,-7621192.0,200000000.0,-7549720.95,3561500.0,0.0,0.0,244155140.0,,259673380.86,1413304497.04,79527900.99,-23433218.53,413986014.3,250537957.72,82468097.15,-73285324.96,,,,,,,,,,,,,
2004-03-31,462467521.2,513645363.2,,3373379.09,457312830,413986014.3,0.029602,,20911509.98,846927699.73,-27526473.18,75500.0,3833374.47,275145026.64,-38168976.49,174466.45,69773431.78,7973612.43,,4090000.0,846927699.73,48481506.9,276162868.54,,,-37594153.64,,,51177842.0,49171278.77,-2486602.13,53657678.25,3833374.47,254502401.11,1259733055.52,618409676.07,203561500.0,-30195364.06,24319312.1,392674871.38,-20000000.0,17598792.83,821971176.07,24426394.32,996885149.51,0.029602,2256618205.03,,17538130.89,200000000.0,17598792.83,3561500.0,0.0,0.0,313901707.21,,358291368.7,1430739619.87,78773164.17,9976573.6,462467521.2,240561384.12,54453852.07,-58005326.49,,,,,,,,,,,,,
2004-06-30,497287531.93,567287531.93,,1735990.24,457312830,462467521.2,,,11438463.43,876389492.43,-19930830.64,75500.0,2993625.53,352802511.51,-67185823.16,1680814.27,74862403.78,-3055582.67,,6395022.39,876389492.43,34820010.73,276555202.88,,,-29761583.02,,,70000000.0,38901057.08,-13620885.01,58547317.84,1166174.47,245939202.04,1362628037.86,714453718.12,253561500.0,-70241405.83,7822569.9,410386088.16,-50000000.0,9729314.13,968015218.12,24468968.12,1031435914.21,,2394063952.07,,9702473.19,250000000.0,9729314.13,3561500.0,0.0,7920965.43,343697515.54,,397883836.19,1422168165.8,66688572.62,-14872829.2,497287531.93,255434213.32,58866002.72,-77833565.73,,,,,,,,,,,,,
2004-09-30,333986474.61,403986474.61,,550992.49,457312830,497287531.93,0.005393,,3700591.58,890863737.29,-85749326.88,130075500.0,2063069.63,306083061.39,-30655170.47,3026249.32,74097208.78,55445373.94,350000.0,3659469.54,890863737.29,-163301057.32,290305448.15,,,27074683.97,,,70000000.0,30567661.05,-10503893.49,46561536.0,2063069.63,249145336.44,1177923262.81,675228313.84,253561500.0,24790203.47,610139.4,357020527.0,-135000000.0,3206134.4,928789813.84,24803999.84,1180144964.07,0.005393,2358068226.88,,3149599.09,250000000.0,3206134.4,3561500.0,0.0,350000.0,309682555.1,,367474555.6,1425454380.2,47337971.9,-2200930.2,333986474.61,257635143.52,46727832.5,-165092220.47,,,,,,,,,,,,,
2004-12-31,337932575.24,396483621.0,,-311188.2,457312830,333986474.61,,,-87295581.06,917757446.75,-38842374.32,130075500.0,8321381.43,306285118.06,-5194068.31,860613.41,72169207.78,-1238668.83,1489481.2,250000000.0,917757446.75,3946100.63,307769291.57,,,23361827.02,,,58551045.76,-63018987.43,1791133.78,102486989.49,3478841.35,163003055.71,1113741129.54,951998502.84,3561500.0,-6432737.14,-56137205.58,354282281.17,5000000.0,-86142280.73,955560002.84,15955212.2,1184728416.51,,2298469546.05,,-86984392.86,,-86142280.73,3561500.0,0.0,1489481.2,299369845.3,,296192621.26,1340004804.49,54912435.87,-42739408.21,337932575.24,300253329.37,111049641.45,1732622.89,,,,,,,,,,,,,
2005-03-31,279107831.91,337658877.67,,3079837.9,457312830,337932575.24,0.015053,,11989363.17,883833178.52,-72889265.6,130075500.0,5044119.25,280616049.91,-33743639.34,523451.69,98880522.78,2784477.22,1606944.44,250000000.0,883833178.52,-58824743.33,305664889.94,,,-34250755.64,,,58551045.76,41184528.43,-4660419.19,63812596.54,5044119.25,171952357.03,1115287213.05,936656110.64,3561500.0,-30959162.12,16027276.92,447949077.54,,8949301.32,940217610.64,24151046.01,1176749466.07,0.015053,2292036679.12,,8909525.27,,8949301.32,3561500.0,0.0,1606944.44,366236021.76,,353104749.45,1348954105.81,81713055.78,34694926.08,279107831.91,265558403.29,65685778.86,-31908184.9,,,,,,,,,,,,,
2005-06-30,430538051.84,488577001.6,,1838269.6,457312830,279107831.91,,,8379050.32,885766558.12,-49855980.7,130075500.0,5500880.75,400815773.32,-13363015.71,302194.94,98174399.78,57817745.56,1625000.0,250000000.0,885766558.12,151430219.93,305616263.83,,,24040030.61,,,58038949.76,37855962.22,-5474487.38,64012147.74,4333470.09,178624067.33,1219241210.74,1045075796.94,3561500.0,44454729.85,11743932.18,424828931.6,,6671710.3,1048637296.94,23976031.15,1187529560.13,,2406770770.87,,6540780.72,,6671710.3,3561500.0,0.0,-8375000.0,346913006.05,,330580114.59,1355625816.11,77915925.55,26881334.64,430538051.84,238677068.65,66171993.37,-21218585.71,,,,,,,,,,,,,
2005-09-30,346667203.93,404726784.52,0.0,1008568.78,457312830,430538051.84,0.00558,,4279123.68,892191809.57,-154866836.67,117075500.0,4895806.41,532201162.29,-29082151.84,1303323.25,97532402.48,48240787.41,14891680.56,3485313.83,892191809.57,-83870847.91,311643563.1,,,20485360.15,,,58059580.59,30892221.11,-6057000.62,57000102.02,4895806.41,181941438.34,1115504192.59,930542202.66,3561500.0,19158635.57,6542502.98,416835928.9,0.0,3317371.01,934103702.66,21717291.02,1180003538.9,0.00558,2295507731.49,,3270554.9,0.0,3317371.01,3561500.0,0.0,1891680.56,350303667.24,,331169158.2,1358943187.12,66532261.66,18928809.97,346667203.93,219748258.68,59989758.68,-13873621.28,,,,,,,,,,,,,
2005-12-31,363190821.79,363190821.79,,3876116.12,457312830,346667203.93,,,-12187596.96,897561476.35,-141975887.33,117075500.0,8132604.25,418969306.9,-7262641.24,-5323878.56,97310967.48,70016097.3,60311229.1,3945468.73,897561476.35,8832756.69,353489085.02,,,38573189.38,,,0.0,24095315.56,-6340754.32,84592075.36,8132509.38,167636170.49,1041049149.52,858907405.95,3561500.0,62753456.06,-5030899.16,409523027.11,0.0,-13522531.92,862468905.95,28150308.27,1166004301.62,,2207053451.14,,-17090960.57,,-13522531.92,3561500.0,0.0,1668979.72,331415862.19,,254455977.93,1343492616.72,78107164.92,-55016417.47,298041418.46,274764676.15,83138064.08,65307087.86,,,,,,,,,,,,,
2006-03-31,326707801.94,326707801.94,,2514651.04,457312830,298041418.46,0.016362,,12275536.81,887072668.41,-1690706.9,117075500.0,5345517.59,416717000.0,-33894188.04,3010974.14,96292855.48,1360638.07,1575730.0,7565642.4,887072668.41,-33989406.52,354684152.71,,,-37887735.53,,,0.0,43406296.12,-4958653.79,73074943.69,5345517.59,177363596.98,1069476066.47,865723621.76,3561500.0,-32533549.97,16287548.73,460618502.82,,9727426.49,869285121.76,25785241.72,1154154486.25,0.016362,2223630552.72,,9760885.77,,9727426.49,3561500.0,0.0,1575730.0,369266112.94,,313836675.11,1353220043.21,91352389.88,21228759.23,264052011.94,253535916.92,75064841.15,-31711658.04,,,,,,,,,,,,,
2006-06-30,229945463.82,229945463.82,,616221.71,457312830,264052011.94,,,3152976.68,890999038.46,-64132000.0,117075500.0,4914482.41,352225000.0,-25935353.75,13229171.68,95274743.48,4891476.81,1541475.0,10722865.68,890999038.46,-87727334.12,264541736.47,,,-27713851.12,,,0.0,33961912.93,-17417403.86,58322218.82,4968011.13,157132752.28,891162686.04,707062731.94,3561500.0,-21043876.94,8213625.58,402114050.77,,2634796.8,710624231.94,25894453.84,1156692850.01,,2047855536.05,,2536754.97,,2634796.8,3561500.0,0.0,1541475.0,333409853.61,,266784233.95,1333201220.69,68704197.16,10736823.19,176324677.82,242799093.73,60490571.58,-24298578.75,,,,,,,,,,,,,
2006-09-30,330549570.33,330549570.33,,1191491.79,457312830,176324677.82,0.006774,,5192874.91,886150523.32,-200000000.0,117075500.0,5058564.47,461605000.0,-24413261.11,-12191910.8,94256631.48,24252960.64,1764888.76,10854569.49,886150523.32,87804566.51,266654328.81,,,-8075337.03,454780024.0,0.0,0.0,35743149.4,-5104449.0,51656562.54,5058564.47,161159963.27,996609642.17,814599549.6,3561500.0,-160300.47,8231419.33,395621824.79,-12000000.0,4027210.99,818161049.6,25491710.02,1162784094.66,0.006774,2159393736.83,454780024.0,4001383.12,,4027210.99,3561500.0,0.0,-10235111.24,332740422.12,,344554363.9,1337228431.68,62881402.67,28785359.01,264129244.33,214013734.72,54649983.34,-29152034.33,,,,,,,,,,,,,
2006-12-31,162535231.19,162535231.19,,3320574.65,457312830,264129244.33,,,8685402.36,864669500.76,-236493312.32,117075500.0,4999906.81,235233500.0,-6949366.89,-1045497.52,93301452.81,102798430.56,1702967.5,4848769.31,864669500.76,-130994883.14,218971413.77,,,51338856.75,,0.0,0.0,39306907.64,-5506896.62,67119865.08,4999427.84,165397982.84,738616437.54,529809293.08,3561500.0,95849063.67,10105913.05,415245297.83,-1000000.0,6316123.58,533370793.08,25621598.47,1141403838.19,,1880020275.73,,5105265.05,,6316123.58,3561500.0,0.0,1702967.5,335937642.54,,269249651.02,1343336960.31,79307655.29,-14971881.84,133134361.19,224355465.93,69201742.24,-2278209.39,,,,,,,,,,,,,
2007-03-31,200086718.07,200435851.73,0.0,3191009.97,457312830,133134361.19,0.015385,0.0,14654378.97,897022422.25,-7465701.7,0.0,0.0,229496500.0,-14113305.46,0.0,93439140.8,,51737190.0,4509570.32,897022422.25,28752356.88,263610694.5,,,,632045889.0,0.0,349133.66,14654378.97,-2146460.24,62507006.76,,182017776.51,872132034.11,604271826.58,3561500.0,-8824347.97,17161162.41,482371085.2,-5788000.0,9723782.91,607833326.58,,1121023907.41,0.015385,1993155941.52,632045889.0,11463369.0,0.0,9723782.91,3561500.0,0.0,1737190.0,399885520.48,0.0,357121914.51,1361243564.13,82485564.72,,161886718.07,207018692.29,65324402.31,33343084.54,,,,,,,,,,,,,
2007-06-30,238890287.11,240985700.51,,4592264.18,457312830,161886718.07,,0.0,15168518.18,885368909.32,-129525100.0,0.0,6486000.0,128718000.0,-10944689.7,0.0,92576838.79,,68624706.06,4490727.08,885368909.32,20003569.04,331805882.76,,,,,0.0,2095413.4,21654518.18,-3947434.86,55474725.1,,181993753.48,920415176.91,582341115.7,3561500.0,62551619.27,20973988.74,486505923.79,-8510170.6,9122233.57,585902615.7,,1120074828.13,,2040490005.04,,10576254.0,0.0,9122233.57,3561500.0,0.0,1624706.06,407700919.26,0.0,327322939.19,1429100488.7,78805004.53,,181890287.11,222162676.43,57831015.79,50699641.76,,,,,,,,,,,,,
2007-09-30,191270640.2,193278257.91,,4115091.83,457312830,181890287.11,0.009385,0.0,10946936.07,895378028.18,-80000000.0,0.0,0.0,98417000.0,-44280920.7,0.0,91644395.78,,0.0,4478661.87,895378028.18,-18774906.91,299167495.73,,,,596575987.0,,2007617.71,10946936.07,-12828083.57,43776887.9,,187592389.67,862044460.06,526062274.17,3561500.0,14281020.77,18514467.75,459434792.46,0.0,5598636.19,529623774.17,,1143643667.69,0.009385,2005688127.75,596575987.0,6831844.24,0.0,5598636.19,3561500.0,0.0,0.0,394039688.33,0.0,329804140.78,1449344244.89,65395104.13,,163115380.2,216382683.46,46880636.38,-33116160.3,,,,,,,,,,,,,
2007-12-31,212257860.96,228154593.81,53795108.23,-3532156.94,457312830,163115380.2,,,5740660.26,924443790.03,-114776238.0,0.0,12183000.0,206819000.0,-18403575.83,0.0,96647338.77,,747200.0,0.0,924443790.03,36717148.04,184284469.89,,,,,,15896732.85,17923660.26,-679949.73,54033311.62,,193496393.27,849270838.37,496604316.98,57356608.23,-35159739.92,206353.37,458667149.74,5140000.0,8278381.93,553960925.21,,1421444142.77,,2270714981.14,,9272817.2,,8278381.93,3561500.0,0.0,747200.0,400790596.92,,221089889.52,1665960952.04,57876552.82,,199832528.24,286041091.79,57670199.45,-10079885.84,,,,,,,,,,,,,
2008-03-31,169302053.58,186278411.95,30111948.06,3702340.06,457312830,199832528.24,0.023077,,16833843.88,929340448.03,-40359080.8,0.0,481774.16,220873637.0,-30057919.28,0.0,99833796.76,,,0.0,929340448.03,-47267354.66,200906170.57,,,,543809576.0,,16976358.37,17315618.04,-3680025.78,66114298.95,,206045845.02,902097802.42,544546141.96,33673448.06,-57620298.0,16532032.79,567130089.82,,12549451.75,578219590.02,,1270885091.35,0.023077,2172982893.77,543809576.0,13131503.82,,12549451.75,3561500.0,0.0,0.0,482615397.57,,345491754.72,1543388147.79,84514692.25,,152565173.58,255075532.65,67982659.46,-30051919.28,,,,,,,,,,,,,
2008-06-30,205851374.74,208113318.31,19976577.84,4993690.12,457312830,152565173.58,,,13734574.8,949957847.8,-53753249.8,0.0,6436225.84,245144246.34,-61341042.22,0.0,100741931.75,,,0.0,949957847.8,29402315.97,232431305.82,,,,,,2261943.57,20170800.64,-379323.67,42749060.36,,200234182.64,891523351.26,585360500.56,23538077.84,10201336.5,28156902.09,573522579.32,,7907722.52,608898578.4,,1239787033.49,,2131310384.75,,8740884.68,0.0,7907722.52,3561500.0,0.0,-4597956.0,499606304.0,0.0,291764188.05,1492679265.49,73916275.32,,181967489.55,270273563.98,45759373.23,-65576562.22,,,,,,,,,,,,,
2008-09-30,315313844.1,315313844.1,15923586.3,2748179.66,457312830,181967489.55,0.008538,0.0,10935683.79,987723160.74,-20986689.59,0.0,0.0,376145903.83,-48718148.6,0.0,111036806.24,,619251.81,0.0,987723160.74,85101154.55,280332345.18,,,,595704412.0,0.0,0.0,10935683.79,-21912569.85,47918989.62,,205320581.85,1026449302.01,761666954.47,19485086.3,-25720053.95,4498665.01,507634294.88,0.0,5086399.21,781152040.77,,1264051331.96,0.008538,2290500633.97,595704412.0,8187504.13,0.0,5086399.21,3561500.0,0.0,619251.81,453166786.01,0.0,305264140.57,1476721364.7,54467508.87,,267068644.1,290233936.58,49968843.86,-46757902.79,,,,,,,,,,,,,
