date,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyBasicAverageShares,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedEPS,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyResearchAndDevelopment,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyInventory,quarterlyTaxProvision,quarterlyLongTermDebt,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherIntangibleAssets,quarterlyBasicEPS,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNetOtherFinancingCharges,quarterlyCurrentDebt,quarterlySaleOfInvestment,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyChangeInInventory
1993-03-31,39100000,,,,497100000,,92300000,,,1176500000.0,20600000,180000000.0,179600000,-54700000,0.015,32900000,600000.0,,,252400000,390100000.0,18500000,13100000,,843500000,2400000,183400000,-411500000.0,439800000,,,57300000,-3800000.0,,180000000.0,25200000.0,2700000,,350900000.0,,-52600000,-9500000,29000000,2700000,-6200000,765000000,,10400000,231200000.0,,,,-35200000,53200000,,,,0.015,0.0,214800000,2700000,1368300000,1115900000,-23600000,1300000,,,0.0,,4400000.0,-2700000.0,12300000,,,,,
1993-06-30,37600000,,,,509700000,,104500000,,,1225500000.0,18900000,150000000.0,137500000,-66700000,0.02,31400000,-2900000.0,,,217600000,384700000.0,18700000,12600000,,838100000,2200000,183500000,-411500000.0,444500000,,,65200000,-4000000.0,,150000000.0,23400000.0,3000000,,343800000.0,,-61800000,1000000,23700000,3000000,-5200000,814000000,,9600000,237600000.0,,,,-42000000,66900000,,,,0.02,0.0,179600000,3000000,1375400000,1157800000,-38100000,1100000,,,-8400000.0,,1000000.0,-1900000.0,12500000,,,,,
1993-09-30,47600000,,,,495000000,,134300000,,,1188900000.0,26800000,165000000.0,148900000,-43700000,0.06,39700000,12200000.0,0.0,,239500000,394600000.0,20800000,20900000,,848100000,2200000,172300000,-411500000.0,412400000,,,82600000,-5700000.0,,165000000.0,21200000.0,9900000,,326200000.0,,-73100000,2200000,52800000,9900000,-4400000,777400000,,11000000,218900000.0,,,,11300000,86700000,,,,0.06,0.0,137500000,9900000,1343100000,1103600000,-20300000,1400000,,,100000.0,,35800000.0,-700000.0,12900000,,,,,
1993-12-31,43400000,27600000.0,900000.0,,492900000,52300000.0,137900000,,,1132300000.0,23000000,,253100000,-43400000,,35500000,-6600000.0,-8400000.0,,347600000,399800000.0,20400000,21600000,,976200000,2000000,169000000,-374700000.0,411000000,,,81900000,-14300000.0,26400000.0,,0.0,13600000,,363900000.0,,2600000,115700000,32000000,13600000,0,757600000,52600000.0,8000000,242000000.0,122900000.0,17600000.0,,104300000,94500000,,15500000.0,,,0.0,148900000,13600000,1469100000,1121500000,34600000,1300000,253100000.0,253100000.0,100000.0,,-31400000.0,-300000.0,12500000,,,,,
1994-03-31,40000000,,600000.0,,616400000,,125300000,,,1187900000.0,21700000,181538462.0,83900000,-300200000,0.065,33400000,14200000.0,,,162400000,411600000.0,18300000,20700000,,992500000,1900000,169400000,-374700000.0,534700000,,,81700000,-6500000.0,,181538462.0,17500000.0,11800000,,633300000.0,,-61200000,86200000,44800000,11800000,-200000,813200000,,8900000,347800000.0,4500000.0,,,-169300000,85300000,,,,0.065,0.0,253100000,11800000,1608900000,1446500000,-16400000,800000,,,0.0,,100000.0,-232600000.0,11700000,,,,,
1994-06-30,46100000,,900000.0,,616700000,,132800000,,,1222400000.0,23900000,173333333.0,43100000,-64500000,0.075,37600000,-6000000.0,,,120700000,415600000.0,22200000,23100000,,996700000,2100000,171800000,-374700000.0,544400000,,,72300000,-4600000.0,,173333333.0,0.0,13000000,,645000000.0,,-57300000,-4100000,27900000,13000000,800000,847700000,,10100000,372600000.0,100000.0,,,-40700000,86700000,,,,0.075,0.0,83900000,13000000,1613400000,1492700000,-29400000,1400000,,,-9000000.0,,0.0,-2600000.0,13700000,,,,,
1994-09-30,50600000,,800000.0,,765500000,,138300000,,,1239100000.0,27500000,184000000.0,175100000,-40100000,0.1,41200000,6000000.0,0.0,,262600000,434000000.0,23100000,28700000,,1015300000,2200000,175900000,-374700000.0,685800000,,,79700000,-7300000.0,,184000000.0,190500000.0,18400000,,653800000.0,,-29600000,129800000,42100000,18400000,5900000,864400000,,10300000,319400000.0,200000.0,,,131900000,87700000,,,,0.1,0.0,43100000,18400000,1780800000,1518200000,12500000,4600000,,,0.0,,1300000.0,-4500000.0,13700000,,,,,
1994-12-31,48400000,27600000.0,6200000.0,,768000000,70000000.0,145900000,,,1312300000.0,20300000,,131700000,-19500000,,35900000,,-8900000.0,,226800000,450900000.0,28100000,31300000,,1032600000,4000000,183700000,-418800000.0,680200000,,,87800000,18500000.0,31400000.0,,20700000.0,25900000,,680300000.0,,-6000000,-46500000,22700000,25900000,16600000,893500000,45300000.0,5400000,475800000.0,400000.0,300000.0,,-43300000,97500000,,18400000.0,,,0.0,175100000,25900000,1800600000,1573800000,16700000,5700000,131700000.0,131700000.0,100000.0,,0.0,-32000000.0,15600000,,,,,
1995-03-31,51300000,,-100000.0,,765800000,,149600000,,,1283800000.0,24900000,179166667.0,129200000,-17600000,0.12,41000000,-13500000.0,,,245200000,472400000.0,26400000,30400000,,1054300000,2400000,184800000,-418800000.0,681600000,,,84200000,0.0,,179166667.0,22100000.0,21500000,,709900000.0,,-15800000,-1600000,16700000,21500000,10700000,865000000,,8900000,474700000.0,100000.0,,,-2500000,98300000,,,,0.12,0.0,131700000,21500000,1820100000,1574900000,900000,5200000,,,0.0,,,-1800000.0,16100000,,,,,
1995-06-30,58800000,,-2900000.0,,764900000,,178300000,,,1289200000.0,29200000,181000000.0,36500000,-135900000,0.1,48700000,-2700000.0,,,162000000,481400000.0,29600000,27600000,,1090600000,2600000,184700000,-418800000.0,679500000,,,85400000,100000.0,,181000000.0,23100000.0,18100000,,823100000.0,,-26900000,13400000,29800000,18100000,7000000,870400000,,9500000,471700000.0,27400000.0,,,-92700000,119500000,,,,0.1,0.0,129200000,18100000,1855500000,1693500000,2900000,8500000,,,-9100000.0,,,-109100000.0,19500000,,,,,
1995-09-30,63400000,,3500000.0,,731400000,82100000.0,182700000,,,1291900000.0,31700000,188333333.0,106400000,-36100000,0.12,53900000,-18600000.0,0.0,,255800000,504100000.0,31700000,33000000,,1246200000,2500000,184200000,-418800000.0,623600000,,,107800000,-100000.0,39400000.0,188333333.0,23000000.0,22600000,,848700000.0,,-20000000,81100000,25000000,22600000,10200000,873100000,50900000.0,10400000,416400000.0,132900000.0,4400000.0,,70000000,119300000,,59100000.0,,0.12,0.0,36500000,22600000,1977600000,1721800000,5000000,8900000,106400000.0,106400000.0,100000.0,,,-16000000.0,22200000,,,,,
1995-12-31,68000000,27600000.0,4200000.0,,725400000,79400000.0,188200000,,,1365100000.0,30200000,,132300000,-25800000,,52300000,34900000.0,-9600000.0,,273900000,521800000.0,37800000,35500000,,1264200000,4600000,189700000,-504700000.0,622800000,,,102600000,100000.0,37800000.0,,32200000.0,27400000,,855300000.0,,-27600000,-17300000,69000000,27400000,13700000,860400000,44500000.0,8100000,400900000.0,300000.0,0.0,,25800000,120200000,,59300000.0,,,0.0,106400000,27400000,1989600000,1715700000,41400000,8400000,132300000.0,132300000.0,-100000.0,,,-8200000.0,22100000,,,,,
1996-03-31,58000000,,,,724300000,78200000.0,174500000,,,1365300000.0,25000000,189090909.0,130900000,-26300000,0.11,46700000,-12900000.0,,,283600000,542700000.0,33000000,29000000,,1288000000,3100000,189600000,-504700000.0,631400000,,,92900000,0.0,37800000.0,189090909.0,34100000.0,20800000,,868100000.0,,-22300000,1000000,23900000,20800000,11900000,860600000,55600000.0,8200000,407700000.0,2000000.0,0.0,,-1400000,116500000,,59300000.0,,0.11,0.0,132300000,20800000,2012300000,1728700000,1600000,8000000,130900000.0,130900000.0,0.0,,4500000.0,-8500000.0,21700000,,,,,
1996-06-30,56100000,,,,738200000,83000000.0,179300000,,,1363400000.0,21700000,197000000.0,151100000,-10100000,0.1,44200000,2700000.0,,,303700000,552800000.0,34400000,28200000,,1299300000,3200000,201900000,-504700000.0,636200000,,,102000000,12500000.0,37500000.0,197000000.0,35300000.0,19700000,,875100000.0,,-19000000,-11000000,41400000,19700000,14200000,858700000,54800000.0,8500000,399000000.0,2200000.0,0.0,,20200000,123200000,,60300000.0,,0.1,0.0,130900000,19700000,2037500000,1733800000,22400000,7700000,151100000.0,151100000.0,-9600000.0,,12000000.0,-15600000.0,22400000,,,,,
1996-09-30,50900000,,,,1103800000,87900000.0,174600000,,,1333700000.0,16100000,192217195.0,457800000,36900000,1.105,38700000,-1800000.0,0.0,,613200000,765100000.0,34800000,320600000,,1512300000,3400000,304100000,-504700000.0,999600000,,,104200000,-12500000.0,40400000.0,192217195.0,49400000.0,212400000,,1173900000.0,,-16200000,233500000,36100000,212400000,312600000,829000000,55800000.0,108200000,646100000.0,600000.0,0.0,,306700000,123700000,,59200000.0,,1.105,0.0,151100000,212400000,2616100000,2002900000,19900000,8200000,457800000.0,457800000.0,-100000.0,,16900000.0,-24300000.0,22600000,,,,,
1996-12-31,58800000,51700000.0,-1900000.0,,1050500000,91700000.0,171200000,,,1494500000.0,20200000,,381700000,-93200000,,42900000,11900000.0,-9700000.0,,539800000,757300000.0,38600000,4400000,,1529600000,5600000,289200000,-586800000.0,940800000,,,109700000,0.0,39000000.0,,52300000.0,1900000,,1132600000.0,,-96400000,-30700000,47900000,1900000,-5800000,907700000,60600000.0,2500000,599300000.0,1000000.0,0.0,,-76100000,112400000,,58500000.0,,,0.0,457800000,1900000,2580100000,2040300000,-48500000,10000000,381700000.0,381700000.0,0.0,,14500000.0,-11300000.0,22700000,,,,,
1997-03-31,49900000,,,,1031600000,89100000.0,168900000,,,1486900000.0,16900000,190000000.0,345600000,-51000000,0.08,38700000,-16900000.0,,,503100000,772500000.0,33000000,20800000,,1551300000,3700000,277400000,-586800000.0,930100000,,,101500000,0.0,40200000.0,190000000.0,54600000.0,15200000,,1179700000.0,,-14100000,-1800000,16600000,15200000,13800000,900100000,52300000.0,5600000,598100000.0,6500000.0,0.0,,-36200000,119000000,,65000000.0,,0.08,0.0,381700000,15200000,2582900000,2079800000,2500000,9900000,345600000.0,345600000.0,-100000.0,,5900000.0,-42800000.0,21800000,,,,,
1997-06-30,51600000,,,,1189900000,90600000.0,158700000,,,1645400000.0,17300000,188750000.0,280600000,-136700000,0.08,38800000,-1200000.0,,,534600000,777900000.0,34300000,21000000,,1557000000,4300000,301200000,-586800000.0,1006700000,,,183200000,100000.0,41900000.0,188750000.0,54600000.0,15100000,,1153700000.0,,-160400000,36100000,35600000,15100000,13400000,1058600000,53300000.0,5900000,650900000.0,300000.0,0.0,,-65000000,107100000,,72500000.0,,0.08,0.0,345600000,15100000,2746900000,2212300000,-124800000,9800000,366900000.0,366900000.0,-9600000.0,86300000.0,2100000.0,21500000.0,21500000,,,,,
1997-09-30,51900000,,,,1102100000,100400000.0,193500000,,,1634600000.0,11400000,191764706.0,272300000,-31500000,0.085,36600000,18600000.0,0.0,,437600000,794300000.0,40500000,19200000,,1573400000,3000000,287000000,-586800000.0,999800000,,,102300000,-100000.0,43200000.0,191764706.0,60800000.0,16300000,,1190100000.0,,-9400000,-27900000,51200000,16300000,19500000,1047800000,51100000.0,2900000,652000000.0,0.0,0.0,,-8200000,141600000,,71000000.0,,0.085,0.0,280600000,16300000,2675500000,2237900000,41800000,11700000,272300000.0,272300000.0,100000.0,,6400000.0,-28400000.0,25100000,,,,,
1997-12-31,46900000,51700000.0,,,1015200000,103300000.0,166800000,,,1555000000.0,8000000,,265300000,-36600000,,33400000,,-9700000.0,,430000000,562400000.0,38900000,-315800000,,1343900000,3000000,185400000,-690200000.0,909700000,,,105500000,0.0,40000000.0,,60000000.0,-222300000,,1064300000.0,,-18200000,-6800000,36400000,-222300000,-313100000,864800000,51800000.0,-93500000,664300000.0,2500000.0,-100000.0,,-7000000,119900000,,72900000.0,,,0.0,272300000,-222300000,2359100000,1929100000,18200000,10700000,265300000.0,265300000.0,-100000.0,,2100000.0,-20500000.0,25400000,,,,,
1998-03-31,44300000,,,,1013300000,100700000.0,164200000,,,1558800000.0,10500000,220000000.0,279500000,-15700000,0.005,33700000,1700000.0,,,436100000,563500000.0,33800000,2900000,,1345000000,2600000,182800000,-690200000.0,911900000,,,101400000,-100000.0,40300000.0,220000000.0,63400000.0,1100000,,1053600000.0,,-25700000,0,29900000,1100000,3200000,868600000,53900000.0,1800000,665700000.0,,0.0,,14200000,119900000,,62400000.0,,0.005,0.0,265300000,1100000,2358300000,1922200000,4200000,10700000,279500000.0,279500000.0,,,11800000.0,-1700000.0,23200000,,,,,
1998-06-30,46600000,,,,1032800000,103400000.0,171000000,,,1647200000.0,13100000,206666667.0,235800000,-24900000,0.015,36500000,-20600000.0,,,416200000,556900000.0,33500000,6600000,,1338400000,4400000,176900000,-690200000.0,928800000,,,104000000,100000.0,38700000.0,206666667.0,68900000.0,3100000,,1032900000.0,,-25400000,-33300000,14500000,3100000,4600000,957000000,70200000.0,3500000,683000000.0,,-100000.0,,-43700000,124400000,,71500000.0,,0.015,0.0,279500000,3100000,2406100000,1989900000,-10900000,10800000,235800000.0,235800000.0,,,800000.0,-400000.0,23400000,,,,,
1998-09-30,53800000,,,,1047500000,101000000.0,185500000,,,1701100000.0,19800000,210000000.0,204900000,-70000000,0.01,44400000,4000000.0,0.0,,376600000,559000000.0,34000000,7600000,,1340500000,3600000,175800000,-690200000.0,945900000,,,101600000,0.0,44800000.0,210000000.0,69300000.0,2100000,,1029200000.0,,-67500000,0,39100000,2100000,-500000,1010900000,57100000.0,5500000,700800000.0,,-100000.0,,-30900000,131700000,,69800000.0,,0.01,0.0,235800000,2100000,2416700000,2040100000,-28400000,11200000,204900000.0,204900000.0,0.0,,1300000.0,-3800000.0,24600000,,,,,
1998-12-31,48800000,51500000.0,,,1035600000,104200000.0,174700000,,,1810300000.0,9400000,,195600000,-36400000,,34500000,,-9700000.0,,375800000,493900000.0,39400000,-87400000,,1274900000,4000000,151100000,-807600000.0,927500000,,,108100000,-63800000.0,40900000.0,,76000000.0,-55400000,,961200000.0,,36200000,-10700000,37900000,-55400000,-84500000,1002700000,63600000.0,-32000000,700400000.0,,0.0,,-9300000,125900000,,75700000.0,,,0.0,204900000,-55400000,2339700000,1963900000,74100000,11500000,195600000.0,195600000.0,-500000.0,,5800000.0,-14600000.0,25100000,,,,,
