date,quarterlyRetainedEarnings,quarterlyBasicAverageShares,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyCurrentDeferredRevenue,quarterlyCurrentAccruedExpenses,quarterlyCashDividendsPaid,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyPurchaseOfBusiness
2016-09-30,-4248000.0,44669000.0,103120000.0,7844000,373000,757337000.0,66343000.0,489000.0,20873000,749218000.0,3425000,852338000.0,45901000,823680000.0,14863000,3425000,1132000.0,44686000.0,-4519000,0.0,759000.0,-204000,176981000.0,477067000.0,1275000.0,12244000,21062000.0,10207000.0,-9599000,14435000.0,41106000,19748000,134000,3759000.0,65954000,55664000,10000.0,65954000.0,65954000.0,9464000.0,19658000,-1287000,19420000.0,-28435000.0,5100000.0,6291000,-9599000,-2887000,0.08,258799000.0,-1123000.0,0.0,25652000,-10807000,-4779000,,26153000,2677000.0,87007000,85012000.0,14415000.0,8472000.0,-2287000,4359000,4795000,56577000.0,413000.0,33793000,10290000,0.08,,,,,,,
2016-12-31,-164062000.0,,91225000.0,8470000,502000,1132924000.0,83273000.0,5225000.0,26968000,910217000.0,10574000,1001442000.0,57019000,1216197000.0,21947000,10574000,7729000.0,,-5830000,0.0,1802000.0,1341000,176981000.0,702003000.0,1238000.0,13538000,19950000.0,19190000.0,-275778000,26873000.0,59400000,20950000,-1043000,17600000.0,40393000,65954000,10000.0,40393000.0,40393000.0,-130759000.0,29104000,-1805000,3074000.0,-30987000.0,7185000.0,8306000,-9987000,-12652000,,253862000.0,-1174000.0,0.0,33079000,-52746000,-6111000,,36069000,369000.0,116419000,92225000.0,28507000.0,8351000.0,-6532000,4544000,7157000,61238000.0,355000.0,45880000,-25561000,,,,,,,,
2017-03-31,-155288000.0,64121000.0,99591000.0,8045000,-76000,1272866000.0,71510000.0,5271000.0,25136000,1056761000.0,8842000,1156352000.0,54794000,1344376000.0,17866000,8842000,8186000.0,64150000.0,-5336000,0.0,1331000.0,682000,176981000.0,700672000.0,1052000.0,13820000,28965000.0,10263000.0,-20000,14988000.0,36308000,21739000,471000,-21244000.0,60236000,40393000,10000.0,60236000.0,60236000.0,-133465000.0,24974000,-1796000,7905000.0,-33794000.0,7185000.0,8763000,-3508000,11859000,0.14,249148000.0,-1274000.0,,30472000,-5324000,-5336000,,33055000,536000.0,91102000,94898000.0,13278000.0,8445000.0,-1500000,5298000,7108000,61104000.0,380000.0,41782000,19843000,0.14,,,,,,,
2017-06-30,-142864000.0,79154000.0,117353000.0,7984000,477000,1420581000.0,90815000.0,4786000.0,23735000,1237288000.0,12412000,1354641000.0,61260000,1511396000.0,18004000,12412000,10353000.0,79193000.0,-8791000,0.0,1447000.0,-933000,176981000.0,699175000.0,1142000.0,14768000,27831000.0,12215000.0,-119000,15721000.0,46056000,23010000,-116000,7100000.0,78521000,60236000,10000.0,78521000.0,78521000.0,-133557000.0,28289000,-1796000,7330000.0,-32700000.0,7185000.0,9028000,-3728000,-317000,0.16,244437000.0,-1332000.0,,32526000,-5617000,-8791000,,38250000,565000.0,107316000,100264000.0,18532000.0,7746000.0,-5162000,9291000,10285000,67564000.0,632000.0,45301000,18285000,0.16,,,,,,,
2017-09-30,-127513000.0,85663000.0,135564000.0,8213000,497000,1419113000.0,86546000.0,4111000.0,20928000,1230456000.0,15345000,1366020000.0,56126000,1505659000.0,18902000,15345000,10177000.0,85734000.0,-8936000,0.0,550000.0,408000,176981000.0,697876000.0,751000.0,14071000,25245000.0,13357000.0,-1183000,16358000.0,41370000,22172000,898000,-2841000.0,93267000,78521000,10000.0,93267000.0,93267000.0,-116823000.0,25442000,-1796000,8623000.0,-33546000.0,7185000.0,8920000,-3716000,-443000,0.18,239741000.0,-1013000.0,0.0,30030000,-6549000,-9102000,146000.0,33954000,3446000.0,97496000,105972000.0,12826000.0,8180000.0,-5705000,6755000,6540000,72426000.0,788000.0,42575000,14746000,0.18,,,,,,,
2017-12-31,-130966000.0,,177001000.0,7853000,-316317000,1117372000.0,112030000.0,4302000.0,23500000,915464000.0,-3453000,1092465000.0,67839000,1229402000.0,829000,-3453000,11717000.0,,-13979000,0.0,2692000.0,316771000,176981000.0,696576000.0,1629000.0,17710000,25581000.0,18590000.0,-652000,37272000.0,66189000,25562000,-2143000,21195000.0,113080000,93267000,10000.0,113080000.0,113080000.0,-119486000.0,350476000,-1819000,499000.0,-36228000.0,7185000.0,8572000,-2050000,-21580000,,235657000.0,-648000.0,,37993000,-4213000,-14493000,308000.0,42277000,964000.0,134028000,119555000.0,28648000.0,8440000.0,-6519000,351078000,349647000,83327000.0,731000.0,366901000,19813000,,,,,,,,
2018-03-31,-120245000.0,87434000.0,181512000.0,8558000,88000,1133893000.0,104394000.0,4379000.0,17595000,934341000.0,19880000,1115853000.0,66016000,1238287000.0,23493000,19880000,8437000.0,87698000.0,-30499000,,4056000.0,192000,191038000.0,695264000.0,1379000.0,17623000,35125000.0,14787000.0,-20000,18620000.0,55317000,27098000,-1364000,-16758000.0,127146000,113080000,10000.0,127146000.0,127146000.0,-107594000.0,30376000,-1807000,5355000.0,-40493000.0,7185000.0,8734000,-1734000,18637000,0.23,241105000.0,-370000.0,,48134000,-3319000,-30539000,,38918000,571000.0,121333000,125038000.0,15664000.0,22942000.0,8907000,4909000,6883000,84545000.0,998000.0,47668000,14066000,0.23,,,,,,,
2018-06-30,-94348000.0,87693000.0,200685000.0,8712000,531000,1119527000.0,96442000.0,1350000.0,24260000,924036000.0,25874000,1124721000.0,74601000,1215969000.0,30418000,25874000,1637000.0,88105000.0,-6006000,,3193000.0,-502000,191038000.0,693957000.0,1389000.0,17210000,32187000.0,14715000.0,-118000,14932000.0,65949000,25790000,863000,-126000.0,147784000,127146000,10000.0,147784000.0,147784000.0,-79979000.0,39681000,-1808000,5916000.0,-44676000.0,7185000.0,8628000,-1769000,3644000,0.29,237092000.0,-385000.0,,30360000,-3537000,-6100000,,48811000,509000.0,140550000,132246000.0,16268000.0,23255000.0,-19536000,8391000,9263000,87570000.0,1689000.0,57021000,20638000,0.3,,,,,,,
2018-09-30,-118964000.0,88047000.0,665475000.0,8957000,1068000,1606563000.0,125024000.0,1331000.0,37678000,955964000.0,17471000,1621439000.0,69657000,1731587000.0,20472000,17471000,4608000.0,88458000.0,-27652000,,6142000.0,-27000,199513000.0,1161712000.0,1730000.0,17233000,33408000.0,26764000.0,-743000,26145000.0,66999000,26084000,-2949000,19310000.0,608646000,147784000,10000.0,572731000.0,572731000.0,-101461000.0,27662000,-705889000,6318000.0,-48960000.0,12000000.0,17909000,-29057000,-11359000,0.2,237896000.0,256000.0,,65392000,422927000,-27714000,,43573000,3874000.0,136656000,146200000.0,23400000.0,25916000.0,21776000,6354000,7190000,97240000.0,1450000.0,54528000,460862000,0.2,,,,,,,
2018-12-31,-394410000.0,,388540000.0,9408000,6478000,1604802000.0,131403000.0,1447000.0,18254000,964876000.0,24795000,1353416000.0,82355000,1736205000.0,28778000,24795000,1825000.0,,-22259000,,5122000.0,-5837000,199513000.0,1160127000.0,2303000.0,20380000,31396000.0,32384000.0,-76000,38960000.0,92005000,29613000,1020000,12080000.0,320139000,608646000,10000.0,289431000.0,289431000.0,-374574000.0,34085000,-3012000,,-53086000.0,12000000.0,15021000,-2873000,-12845000,,234330000.0,94000.0,-300293000.0,40513000,-306151000,-22259000,103000.0,52742000,430000.0,174360000,167453000.0,30428000.0,26374000.0,-9703000,4279000,5307000,114367000.0,1342000.0,58514000,-288507000,,,,,,,,
2019-03-31,-368714000.0,83806000.0,417436000.0,9907000,4729000,1729159000.0,134475000.0,2031000.0,50463000,1092156000.0,27409000,1509592000.0,81614000,1863634000.0,31639000,27409000,1612000.0,84425000.0,-7450000,,3445000.0,-3318000,199513000.0,1158483000.0,1798000.0,18154000,38422000.0,23679000.0,-20000,18919000.0,67203000,28429000,1677000,,366606000,320139000,10000.0,335961000.0,335961000.0,-345980000.0,36916000,-3012000,4877000.0,-59029000.0,12000000.0,14749000,-1842000,20032000,0.32,228663000.0,148000.0,,57934000,-4267000,-7471000,607000.0,53185000,12549000.0,148817000,289450000.0,23060000.0,27652000.0,7956000,2165000,5277000,230421000.0,1315000.0,61572000,46467000,0.33,,,,,,,
2019-06-30,-333870000.0,84143000.0,424123000.0,10577000,2787000,1712415000.0,125424000.0,2254000.0,-1685000,1099344000.0,34844000,1523467000.0,94585000,1837839000.0,39827000,34844000,1613000.0,84835000.0,-26222000,,2513000.0,-1444000,206752000.0,1156792000.0,1874000.0,18864000,34452000.0,22558000.0,-118000,26566000.0,87076000,29319000,931000,,361126000,366606000,9000.0,330550000.0,330550000.0,-309115000.0,51165000,-3015000,5776000.0,-64839000.0,12000000.0,14636000,-1900000,-7567000,0.41,231425000.0,251000.0,,24570000,-4120000,-26255000,913000.0,65266000,14631000.0,181661000,298746000.0,16277000.0,29648000.0,-36155000,6689000,11338000,233907000.0,964000.0,76378000,-5480000,0.41,,,,,,,
2019-09-30,-466032000.0,83157000.0,306270000.0,11832000,1136000,1726428000.0,135921000.0,2250000.0,51720000,1113962000.0,25777000,1420232000.0,85674000,1862349000.0,29692000,25777000,1690000.0,83807000.0,-18483000,,2612000.0,-61000,206752000.0,1155049000.0,2067000.0,20928000,33204000.0,25737000.0,-91000,29398000.0,81141000,32613000,-99000,7892000.0,250251000,361126000,9000.0,219752000.0,219752000.0,-438594000.0,40001000,-3032000,5471000.0,-70083000.0,12000000.0,14807000,-1757000,314000,0.31,227575000.0,189000.0,,70233000,-162453000,-18513000,,53061000,16437000.0,166815000,329283000.0,23037000.0,31532000.0,19472000,6812000,10309000,259200000.0,1286000.0,66640000,-110875000,0.31,,,,,,,
