date,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,quarterlyInventory,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyCostOfRevenue,quarterlyOtherNonCashItems,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyInterestExpense,quarterlyResearchAndDevelopment,quarterlyTaxProvision,quarterlyEbitda,quarterlyNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalRevenue
2014-12-31,3029000,24682000,22780175000,802749000,15400648000,0.0,5773191000,6976845000,94788000.0,3400173000,1276271000,11885803000,393426000,10867117000,,3249450000,3246421000,0.0,640563000,373000.0,777059000.0,-5975058000.0,8311245000,1509451000.0,14286303000.0,7379527000,4908958000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,3029000,24682000,20792416000,599853000,14757535000,0.0,5591519000,6661572000,764905000.0,3030678000,1275541000,10689661000,393426000,10069931000,,2100500000,2097471000,,447269000,0.0,456496000.0,,7374418000,662330000.0,20324000.0,6034881000,4028089000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,3029000,24682000,14066526000,486640000,9895024000,0.0,6449658000,7638655000,0.0,1356249000,648616000,9961208000,392886000,4167381000,,1303226000,1300197000,,449818000,42996000.0,0.0,-7169623000.0,6277518000,-4581524000.0,13447141000.0,4171502000,2322553000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,3029000,24682000,13626554000,402720000,9667312000,0.0,4070556000,5223570000,291809000.0,3687775000,722750000,9546867000,392886000,4159712000,,1232361000,1229332000,,309868000,17026000.0,226091000.0,,5484034000,-4466759000.0,17763000.0,3959242000,4323297000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,3029000,24682000,13268749000,621733000,9369369000,0.0,6155518000,6436419000,289988000.0,1371809000,577698000,8572459000,392886000,4804758000,,1164018000,1160989000,,130891000,0.0,565039000.0,-9129082000.0,4980729000,-4193655000.0,14109811000.0,3899380000,2136040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,3029000,24682000,14026694000,432907000,9770003000,0.0,6517206000,6845839000,287798000.0,934807000,678306000,8633455000,392886000,5487678000,,1477324000,1474295000,17827000.0,117602000,0.0,650366000.0,,4450518000,5073771000.0,16329000.0,4256691000,1787616000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,3029000,24682000,14132916000,555308000,9963374000,,6602069000,6962777000,,386206000,642719000,8185966000,392886000,6064173000,,1408701000,1405672000,67365000.0,167093000,,,-9384992000.0,4145257000,,13530249000.0,4169542000,1223189000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,2190000,24682000,13909295000,575104000,9606381000,,6608839000,6904496000,255931000.0,142362000,649108000,7963261000,392886000,6041071000,,1680456000,1678266000,0.0,127303000,,,,3538188000,,15574000.0,4302914000,1058765000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,2190000,24682000,13679747000,559665000,9510875000,,4209823000,4612057000,,2006729000,608854000,7625729000,392886000,6141483000,,1923359000,1921169000,0.0,158411000,,,-9604839000.0,3387280000,,12992119000.0,4168872000,3013672000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,2190000,24682000,13307865000,444586000,9619108000,,3900000000,4412109000,260382000.0,1682755000,440796000,7123271000,392886000,6253442000,,2050029000,2047839000,,111326000,,,,3072143000,6506174000.0,121509000.0,3688757000,2711162000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
