date,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyDilutedEPS,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyPretaxIncome,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyChangeInInventory,quarterlyBasicEPS,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyDilutedAverageShares,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredRevenue,quarterlyCommonStockIssuance,quarterlyPurchaseOfInvestment,quarterlyCurrentDeferredRevenue
2013-09-30,3642000000.0,478000000.0,6259000000.0,3176000000.0,184000000.0,1110000000.0,385000000,,20000000,133000000.0,4085000000.0,131000000,980000000.0,131000000,399000000,,-996000000.0,54000000,1252000000.0,6000000,7000000.0,263000000,93000000,-47000000,0.26,207000000.0,,-28000000,185000000,121000000.0,1103000000,2248000000.0,1308000000.0,3083000000.0,-55000000,211000000,-32000000,114000000,,0.26,228000000.0,,,,500000000.0,5000000.0,369000000,,482000000.0,-245000000.0,507000000,718000000,7000000,843000000.0,131000000,269000000.0,-54000000,389000000,500354000.0,3000000,1290000000.0,389000000.0,-32000000,29000000,389000000.0,10000000.0,49000000,59000000.0,5393000000.0,815000000.0,59000000,0,,,,,
2013-12-31,3642000000.0,589000000.0,6558000000.0,3201000000.0,229000000.0,1138000000.0,466000000,,221000000,168000000.0,4181000000.0,104000000,982000000.0,105000000,458000000,,-1028000000.0,22000000,1295000000.0,6000000,6000000.0,214000000,121000000,58000000,0.21,276000000.0,,70000000,126000000,40000000.0,1254000000,2323000000.0,1415000000.0,3357000000.0,-49000000,194000000,-28000000,298000000,,0.21,219000000.0,,,,500007000.0,5000000.0,389000000,,506000000.0,-219000000.0,594000000,788000000,2000000,940000000.0,105000000,322000000.0,-51000000,610000000,500586000.0,-38000000,1293000000.0,610000000.0,-33000000,30000000,610000000.0,15000000.0,58000000,58000000.0,5596000000.0,803000000.0,249000000,0,,,,,
2014-03-31,3642000000.0,451000000.0,6403000000.0,3181000000.0,177000000.0,1100000000.0,379000000,,-104000000,165000000.0,4177000000.0,155000000,982000000.0,155000000,356000000,,-1066000000.0,72000000,1292000000.0,5000000,3000000.0,306000000,87000000,-238000000,0.31,395000000.0,,2000000,227000000,84000000.0,1097000000,2358000000.0,1127000000.0,3222000000.0,-45000000,260000000,-35000000,-23000000,,0.31,205000000.0,,,,500231000.0,5000000.0,610000000,,363000000.0,-229000000.0,458000000,718000000,0,1077000000.0,155000000,319000000.0,-45000000,506000000,500702000.0,-4000000,1316000000.0,506000000.0,-36000000,29000000,506000000.0,16000000.0,50000000,63000000.0,5304000000.0,787000000.0,-68000000,0,,,,,
2014-06-30,3642000000.0,443000000.0,6522000000.0,3195000000.0,172000000.0,1098000000.0,413000000,,72000000,168000000.0,4178000000.0,139000000,984000000.0,136000000,396000000,,-1114000000.0,61000000,1309000000.0,8000000,-11000000.0,280000000,92000000,-24000000,0.27,531000000.0,,-6000000,200000000,97000000.0,1158000000,2423000000.0,1061000000.0,3327000000.0,-57000000,242000000,-39000000,159000000,,0.27,207000000.0,,,,500975000.0,5000000.0,506000000,,337000000.0,-199000000.0,503000000,745000000,-8000000,1260000000.0,136000000,314000000.0,-50000000,578000000,501684000.0,-13000000,1336000000.0,578000000.0,-37000000,29000000,578000000.0,12000000.0,51000000,71000000.0,5239000000.0,774000000.0,102000000,1000000,,,,,
2014-09-30,3642000000.0,442000000.0,6527000000.0,3174000000.0,201000000.0,1057000000.0,434000000,,20000000,176000000.0,4140000000.0,167000000,982000000.0,166000000,394000000,,-1143000000.0,71000000,1313000000.0,9000000,0.0,317000000,93000000,-75000000,0.33,661000000.0,,-56000000,238000000,86000000.0,1210000000,2456000000.0,998000000.0,3353000000.0,-42000000,273000000,-38000000,103000000,,0.33,204000000.0,,,,501453000.0,5000000.0,578000000,,259000000.0,-240000000.0,503000000,776000000,0,1364000000.0,166000000,265000000.0,-42000000,598000000,502445000.0,-6000000,1388000000.0,598000000.0,-36000000,29000000,598000000.0,10000000.0,50000000,67000000.0,5138000000.0,757000000.0,61000000,1000000,,,,,
2014-12-31,3643000000.0,8000000.0,6607000000.0,3142000000.0,475000000.0,980000000.0,491000000,,284000000,207000000.0,4184000000.0,126000000,976000000.0,126000000,497000000,,-1145000000.0,29000000,1318000000.0,10000000,5000000.0,238000000,124000000,180000000,0.25,709000000.0,,11000000,155000000,26000000.0,1320000000,2463000000.0,1086000000.0,3465000000.0,-51000000,194000000,-42000000,387000000,,0.25,205000000.0,,,,501560000.0,5000000.0,598000000,,290000000.0,-361000000.0,635000000,829000000,1000000,1311000000.0,126000000,277000000.0,-50000000,882000000,503269000.0,-9000000,1289000000.0,882000000.0,-37000000,30000000,882000000.0,7000000.0,53000000,67000000.0,5270000000.0,727000000.0,336000000,-2000000,,,,,
2015-03-31,3243000000.0,30000000.0,6430000000.0,3320000000.0,426000000.0,905000000.0,394000000,,-323000000,199000000.0,3755000000.0,165000000,1169000000.0,165000000,354000000,,-1155000000.0,65000000,1301000000.0,10000000,3000000.0,306000000,80000000,-165000000,0.33,832000000.0,-230000000.0,-3000000,230000000,41000000.0,1102000000,2456000000.0,1370000000.0,3110000000.0,-45000000,259000000,-94000000,60000000,,0.33,213000000.0,,,-48000000.0,501146000.0,5000000.0,882000000,,256000000.0,-479000000.0,449000000,708000000,1000000,1278000000.0,165000000,256000000.0,-274000000,559000000,503224000.0,-1000000,1346000000.0,559000000.0,-42000000,28000000,559000000.0,402000000.0,48000000,58000000.0,5125000000.0,735000000.0,15000000,1000000,,,,,
2015-06-30,3243000000.0,39000000.0,6598000000.0,3282000000.0,627000000.0,993000000.0,427000000,,-15000000,288000000.0,3824000000.0,-36000000,1167000000.0,-37000000,379000000,,-1179000000.0,9000000,1295000000.0,11000000,231000000.0,52000000,84000000,-101000000,-0.07,795000000.0,1000000.0,-70000000,-27000000,59000000.0,1175000000,2474000000.0,1572000000.0,3316000000.0,-46000000,270000000,-91000000,122000000,,-0.07,235000000.0,,,-52000000.0,500173000.0,5000000.0,559000000,,278000000.0,-504000000.0,478000000,748000000,1000000,1176000000.0,-37000000,234000000.0,-44000000,544000000,500173000.0,-268000000,1417000000.0,544000000.0,-43000000,29000000,544000000.0,404000000.0,50000000,58000000.0,5396000000.0,697000000.0,76000000,1000000,,,,,
2015-09-30,3226000000.0,57000000.0,6686000000.0,3236000000.0,599000000.0,1038000000.0,421000000,,48000000,258000000.0,3774000000.0,190000000,1163000000.0,189000000,374000000,,-1201000000.0,83000000,1293000000.0,10000000,-16000000.0,348000000,91000000,-29000000,0.38,943000000.0,0.0,-8000000,273000000,91000000.0,1214000000,2494000000.0,1658000000.0,3450000000.0,-52000000,313000000,-86000000,204000000,-8000000.0,0.38,264000000.0,,-79000000.0,-50000000.0,499239000.0,5000000.0,544000000,32000000.0,306000000.0,-562000000.0,480000000,793000000,-8000000,1229000000.0,189000000,227000000.0,-60000000,592000000,501653000.0,-11000000,1403000000.0,592000000.0,-42000000,29000000,592000000.0,408000000.0,46000000,43000000.0,5432000000.0,679000000.0,152000000,2000000,,,,,
2015-12-31,4463000000.0,63000000.0,7913000000.0,4083000000.0,676000000.0,937000000.0,496000000,,562000000,251000000.0,5041000000.0,20000000,1455000000.0,22000000,425000000,,-1208000000.0,49000000,1307000000.0,12000000,-5000000.0,162000000,109000000,87000000,0.04,876000000.0,-654000000.0,-4000000,69000000,63000000.0,1274000000,2515000000.0,1781000000.0,3830000000.0,-81000000,228000000,1026000000,278000000,-120000000.0,0.04,201000000.0,,92000000.0,-53000000.0,498271000.0,5000000.0,592000000,-13000000.0,293000000.0,-622000000.0,550000000,778000000,-2000000,1068000000.0,22000000,264000000.0,-737000000,1154000000,500639000.0,-121000000,1467000000.0,1154000000.0,-41000000,38000000,1154000000.0,405000000.0,55000000,49000000.0,6822000000.0,1190000000.0,197000000,7000000,,,,,
2016-03-31,4464000000.0,64000000.0,7453000000.0,4146000000.0,552000000.0,908000000.0,389000000,,-479000000,246000000.0,5103000000.0,204000000,1459000000.0,204000000,315000000,-400000000.0,-1248000000.0,128000000,1317000000.0,9000000,3000000.0,432000000,90000000,-181000000,0.41,1016000000.0,-12000000.0,-25000000,332000000,118000000.0,1162000000,2565000000.0,1163000000.0,3307000000.0,-45000000,347000000,-543000000,51000000,-3000000.0,0.41,236000000.0,,21000000.0,-76000000.0,497399000.0,5000000.0,1154000000,-84000000.0,210000000.0,-618000000.0,426000000,773000000,75000000,1165000000.0,204000000,270000000.0,18000000,675000000,499539000.0,28000000,1461000000.0,675000000.0,-47000000,43000000,675000000.0,4000000.0,57000000,48000000.0,6266000000.0,1210000000.0,6000000,-19000000,,,,,
2016-06-30,4465000000.0,37000000.0,7518000000.0,4190000000.0,512000000.0,888000000.0,399000000,,-17000000,236000000.0,5108000000.0,224000000,1475000000.0,224000000,343000000,0.0,-1297000000.0,108000000,1341000000.0,10000000,-13000000.0,433000000,88000000,-211000000,0.45,1190000000.0,-8000000.0,42000000,332000000,51000000.0,1208000000,2638000000.0,1039000000.0,3328000000.0,-54000000,356000000,-108000000,137000000,-84000000.0,0.45,257000000.0,,32000000.0,-75000000.0,496300000.0,5000000.0,675000000,13000000.0,224000000.0,-554000000.0,453000000,809000000,13000000,1357000000.0,224000000,292000000.0,-49000000,658000000,498800000.0,17000000,1525000000.0,658000000.0,-47000000,41000000,658000000.0,4000000.0,60000000,66000000.0,6147000000.0,1217000000.0,83000000,14000000,,,,,
2016-09-30,4467000000.0,42000000.0,7715000000.0,4351000000.0,457000000.0,915000000.0,410000000,,-7000000,252000000.0,5078000000.0,237000000,1497000000.0,239000000,345000000,0.0,-1341000000.0,96000000,1382000000.0,9000000,8000000.0,434000000,90000000,-39000000,0.48,1423000000.0,-68000000.0,-69000000,333000000,95000000.0,1241000000,2723000000.0,1039000000.0,3364000000.0,-57000000,375000000,-124000000,239000000,-46000000.0,0.48,235000000.0,,-9000000.0,-74000000.0,495200000.0,5000000.0,658000000,15000000.0,241000000.0,-506000000.0,456000000,831000000,1000000,1585000000.0,239000000,266000000.0,-124000000,651000000,497900000.0,-1000000,1563000000.0,651000000.0,-47000000,41000000,651000000.0,0.0,60000000,71000000.0,6117000000.0,1282000000.0,182000000,1000000,,,,,
2016-12-31,4468000000.0,41000000.0,7649000000.0,4259000000.0,464000000.0,913000000.0,468000000,,76000000,248000000.0,5033000000.0,154000000,1481000000.0,154000000,361000000,0.0,-1358000000.0,77000000,1381000000.0,9000000,26000000.0,335000000,108000000,-8000000,0.31,1477000000.0,0.0,-3000000,231000000,71000000.0,1277000000,2739000000.0,1117000000.0,3390000000.0,-60000000,319000000,-128000000,286000000,32000000.0,0.31,248000000.0,,-29000000.0,-75000000.0,493932000.0,5000000.0,651000000,28000000.0,265000000.0,-598000000.0,490000000,809000000,1000000,1487000000.0,154000000,244000000.0,-59000000,727000000,496638000.0,-47000000,1502000000.0,727000000.0,-47000000,41000000,727000000.0,0.0,63000000,73000000.0,6150000000.0,1228000000.0,226000000,-6000000,,,,,
2017-03-31,3718000000.0,31000000.0,7649000000.0,4266000000.0,383000000.0,954000000.0,443000000,,-98000000,215000000.0,4284000000.0,239000000,1497000000.0,238000000,309000000,0.0,-1435000000.0,98000000,1368000000.0,11000000,3000000.0,440000000,90000000,-237000000,0.48,1651000000.0,-3000000.0,24000000,337000000,100000000.0,1231000000,2803000000.0,1730000000.0,3383000000.0,-42000000,367000000,-176000000,119000000,-52000000.0,0.48,265000000.0,,-22000000.0,-125000000.0,492400000.0,5000000.0,727000000,-37000000.0,231000000.0,-552000000.0,421000000,788000000,-3000000,1609000000.0,238000000,272000000.0,-48000000,629000000,495300000.0,11000000,1535000000.0,629000000.0,-52000000,41000000,629000000.0,750000000.0,62000000,72000000.0,6014000000.0,1232000000.0,77000000,-5000000,,,,,
2017-06-30,3719000000.0,32000000.0,7802000000.0,4218000000.0,406000000.0,975000000.0,440000000,,76000000,209000000.0,4272000000.0,247000000,1495000000.0,247000000,336000000,0.0,-1397000000.0,98000000,1355000000.0,11000000,-4000000.0,445000000,86000000,-148000000,0.5,1843000000.0,0.0,-11000000,345000000,82000000.0,1269000000,2752000000.0,1784000000.0,3584000000.0,-51000000,384000000,-64000000,180000000,6000000.0,0.5,353000000.0,,-19000000.0,-125000000.0,490800000.0,5000000.0,629000000,-29000000.0,199000000.0,-542000000.0,445000000,829000000,11000000,1715000000.0,247000000,261000000.0,-40000000,705000000,494000000.0,2000000,1498000000.0,705000000.0,-51000000,41000000,705000000.0,850000000.0,59000000,65000000.0,6056000000.0,1210000000.0,129000000,0,,,,,
2017-09-30,4952000000.0,40000000.0,9288000000.0,4394000000.0,413000000.0,1009000000.0,435000000,,1276000000,213000000.0,5523000000.0,296000000,1530000000.0,298000000,328000000,0.0,-1447000000.0,117000000,1388000000.0,11000000,19000000.0,514000000,96000000,63000000,0.61,2140000000.0,-79000000.0,-16000000,413000000,128000000.0,1347000000,2835000000.0,1746000000.0,4894000000.0,-48000000,465000000,956000000,439000000,11000000.0,0.61,357000000.0,,-17000000.0,-125000000.0,489100000.0,5000000.0,705000000,10000000.0,213000000.0,-455000000.0,447000000,912000000,-1000000,1989000000.0,298000000,269000000.0,-128000000,1981000000,492400000.0,-9000000,1490000000.0,1981000000.0,-52000000,43000000,1981000000.0,750000000.0,58000000,64000000.0,7269000000.0,1318000000.0,391000000,0,,,,,
2017-12-31,4953000000.0,44000000.0,8586000000.0,4369000000.0,432000000.0,998000000.0,457000000,,-417000000,201000000.0,5706000000.0,80000000,1510000000.0,81000000,361000000,-750000000.0,-1471000000.0,350000000,1435000000.0,11000000,11000000.0,543000000,110000000,293000000,0.16,2109000000.0,0.0,130000000,430000000,60000000.0,1460000000,2906000000.0,1094000000.0,4217000000.0,-83000000,509000000,-967000000,608000000,54000000.0,0.17,228000000.0,,8000000.0,-125000000.0,487323000.0,5000000.0,1981000000,46000000.0,261000000.0,-505000000.0,494000000,1003000000,29000000,1770000000.0,81000000,380000000.0,-54000000,1564000000,491022000.0,-29000000,1427000000.0,1564000000.0,-51000000,50000000,1564000000.0,,63000000,75000000.0,6800000000.0,1269000000.0,525000000,-21000000,,,,,
2018-03-31,4954000000.0,29000000.0,8690000000.0,4423000000.0,419000000.0,943000000.0,447000000,,90000000,211000000.0,5715000000.0,350000000,1532000000.0,352000000,338000000,,-1519000000.0,67000000,1453000000.0,11000000,5000000.0,524000000,97000000,85000000,0.72,2399000000.0,0.0,-141000000,417000000,92000000.0,1366000000,2972000000.0,1000000000.0,4267000000.0,-53000000,461000000,-262000000,389000000,-33000000.0,0.72,229000000.0,,60000000.0,-190000000.0,485900000.0,5000000.0,1564000000,-46000000.0,217000000.0,-429000000.0,458000000,919000000,8000000,1960000000.0,352000000,246000000.0,-45000000,1654000000,489800000.0,3000000,1441000000.0,1654000000.0,-62000000,47000000,1654000000.0,,60000000,78000000.0,6715000000.0,1280000000.0,336000000,-12000000,,,,,
2018-06-30,4955000000.0,29000000.0,8603000000.0,4364000000.0,434000000.0,973000000.0,447000000,,-96000000,204000000.0,5654000000.0,382000000,1514000000.0,384000000,359000000,,-1522000000.0,55000000,1470000000.0,11000000,6000000.0,546000000,102000000,-195000000,0.79,2722000000.0,,-14000000,437000000,53000000.0,1415000000,2992000000.0,967000000.0,4239000000.0,-73000000,484000000,-271000000,267000000,10000000.0,0.79,288000000.0,,-69000000.0,-215000000.0,483800000.0,5000000.0,1654000000,18000000.0,230000000.0,-543000000.0,484000000,968000000,-3000000,1970000000.0,384000000,229000000.0,-76000000,1558000000,487500000.0,-1000000,1420000000.0,1558000000.0,-60000000,46000000,1558000000.0,,63000000,75000000.0,6621000000.0,1225000000.0,194000000,0,,,,,
2018-09-30,6441000000.0,39000000.0,10459000000.0,6383000000.0,425000000.0,929000000.0,473000000,105000000.0,-272000000,201000000.0,7338000000.0,347000000,2537000000.0,347000000,367000000,,-1559000000.0,71000000,1556000000.0,14000000,-28000000.0,556000000,108000000,123000000,0.71,3067000000.0,,0,418000000,75000000.0,1480000000,3115000000.0,1003000000.0,4076000000.0,-74000000,500000000,1263000000,550000000,52000000.0,0.72,315000000.0,,46000000.0,-143000000.0,482000000.0,5000000.0,1558000000,-11000000.0,238000000.0,-619000000.0,507000000,1007000000,2000000,2118000000.0,347000000,446000000.0,-2064000000,1286000000,485800000.0,-34000000,1441000000.0,1286000000.0,-61000000,54000000,1391000000.0,,84000000,97000000.0,8341000000.0,2120000000.0,476000000,-26000000,,,,,
2018-12-31,6443000000.0,34000000.0,10777000000.0,6378000000.0,487000000.0,1036000000.0,544000000,99000000.0,316000000,187000000.0,7369000000.0,345000000,2519000000.0,345000000,420000000,,-1599000000.0,73000000,1658000000.0,17000000,3000000.0,578000000,125000000,99000000,0.71,3270000000.0,-6000000.0,43000000,418000000,35000000.0,1564000000,3257000000.0,1223000000.0,4399000000.0,-138000000,436000000,-197000000,584000000,32000000.0,0.72,271000000.0,,-104000000.0,-150000000.0,480603000.0,5000000.0,1286000000,76000000.0,313000000.0,-629000000.0,584000000,1020000000,42000000,2185000000.0,345000000,474000000.0,-74000000,1602000000,484479000.0,30000000,1391000000.0,1602000000.0,-60000000,59000000,1701000000.0,9000000.0,101000000,94000000.0,8592000000.0,2046000000.0,446000000,19000000,,,,,
