date,quarterlyBasicEPS,quarterlyOtherIncomeExpense,quarterlyTaxProvision,quarterlyInventory,quarterlyNetPPE,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyOtherNonCurrentAssets,quarterlyBasicAverageShares,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyPretaxIncome,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyCostOfRevenue,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,quarterlyDilutedAverageShares,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyCapitalStock,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGoodwill,quarterlyResearchAndDevelopment,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
2013-06-30,0.37,3425000,7802000.0,6271000.0,681172000.0,-171309000.0,145000.0,-64626000,535000.0,71098000.0,0.0,-416000,2913000,0.0,931000.0,39402282.0,32943000,108020000,,2679000.0,22273000.0,16374000.0,0.0,2324000.0,121000.0,23098000,-7000,66107000.0,39718574.0,22296000,14471000,14471000,627609000.0,2868000,73543000.0,,3191000.0,-64581000,81898000,,22808000,281000.0,,14471000,1334000.0,-32207000.0,116536000.0,171030000.0,852481000.0,,210000,0.0,45394000,19383000,,97487000.0,7802000.0,-723000,-2590000,76382000,-31683000,798639000.0,682103000.0,422000.0,,0.36,81898000.0,81898000.0,5516000,22630000.0,,,,,,,
2013-09-30,0.33,-4640000,9099000.0,6228000.0,1361121000.0,-188645000.0,145000.0,-691505000,1089000.0,80544000.0,0.0,-9510000,2428000,,12333000.0,44385107.0,41849000,620850000,177744000.0,1933000.0,23695000.0,21141000.0,0.0,2878000.0,450085000.0,25940000,405000,76230000.0,44697609.0,31851000,14596000,14596000,822938000.0,2382000,533507000.0,0.0,223000.0,-691497000,53100000,,42207000,490000.0,,14596000,2773000.0,-17611000.0,91915000.0,642958000.0,1549766000.0,,254000,0.0,57791000,29423000,,109451000.0,9099000.0,-1708000,-6537000,-28798000,-649656000,1465896000.0,1373981000.0,470000.0,,0.33,53100000.0,53100000.0,81898000,24012000.0,,,,,,,
2013-12-31,0.43,39000,11691000.0,5631000.0,1446337000.0,-212236000.0,0.0,-109978000,5950000.0,91764000.0,0.0,-2592000,4167000,,13091000.0,47076306.0,64130000,8293000,0.0,20254000.0,31815000.0,23533000.0,0.0,2989000.0,460000000.0,34015000,245000,104821000.0,47411602.0,41893000,20124000,20124000,845541000.0,4100000,554753000.0,0.0,213000.0,-109968000,15555000,,37765000,326000.0,,20124000,13218000.0,2513000.0,61968000.0,676073000.0,1658573000.0,,559000,0.0,75908000,37726000,,121320000.0,11500000.0,10370000,-6893000,-37545000,-45848000,1521614000.0,1459646000.0,471000.0,,0.42,15555000.0,15555000.0,53100000,2679000.0,,,,,,,
2014-03-31,0.49,-4368000,13601000.0,5889000.0,1833578000.0,-243131000.0,,-399195000,6505000.0,106630000.0,0.0,-157000,5211000,,12666000.0,48446609.0,71466000,337477000,208644000.0,2910000.0,37190000.0,38360000.0,0.0,5147000.0,587000000.0,44730000,-258000,114856000.0,48866719.0,53274000,23589000,23589000,1082909000.0,5139000,698777000.0,,0.0,-399184000,25314000,,43695000,2190000.0,,23589000,7886000.0,26102000.0,90653000.0,853988000.0,2076709000.0,,530000,0.0,98004000,48063000,,155211000.0,13601000.0,-2748000,-13485000,9759000,-327729000,1936897000.0,1846244000.0,508000.0,,0.48,25314000.0,25314000.0,15555000,24487000.0,,,,,,,
2014-06-30,0.55,-12466000,15163000.0,3308000.0,1919988000.0,-283152000.0,,-124461000,7739000.0,124743000.0,0.0,-1828000,4741000,,12702000.0,50777000.0,88240000,47900000,139035000.0,10379000.0,42987000.0,40648000.0,0.0,5437000.0,496000000.0,59071000,1235000,119786000.0,51142000.0,67933000,27824000,27753000,1114901000.0,4637000,626180000.0,,0.0,-124461000,36993000,,50726000,1128000.0,,27753000,-5810000.0,53855000.0,114704000.0,795057000.0,2203140000.0,,592000,0.0,127004000,63192000,,168877000.0,15163000.0,-5364000,-7106000,11679000,-36221000,2047394000.0,1932690000.0,509000.0,,0.54,36993000.0,36993000.0,25314000,23475000.0,,,,,,,
2014-09-30,0.79,14949000,23978000.0,3105000.0,2626159000.0,-326228000.0,,-731585000,9846000.0,140308000.0,0.0,597000,7482000,0.0,51135000.0,55152000.0,92289000,676798000,580753000.0,0.0,68619000.0,46687000.0,0.0,8115000.0,590000000.0,68129000,-62000,169282000.0,55442000.0,70998000,44641000,43739000,1651528000.0,7355000,738423000.0,-165900000.0,6061000.0,-765436000,40644000,,78465000,2069000.0,,43739000,5719000.0,97594000.0,143261000.0,934709000.0,2952387000.0,,686000,0.0,139127000,63516000,,196286000.0,19996000.0,-4790000,-16006000,3651000,-639296000,2820555000.0,2677294000.0,567000.0,,0.79,40644000.0,40644000.0,36993000,8009000.0,,,,,,,
2014-12-31,1.74,128685000,56243000.0,2827000.0,2791807000.0,-382144000.0,,-192335000,10424000.0,161592000.0,0.0,-7389000,7587000,-626000.0,50029000.0,56787000.0,104394000,78061000,0.0,0.0,156160000.0,43050000.0,0.0,8447000.0,673500000.0,86097000,0,148704000.0,57045000.0,45486000,99917000,98674000,1751011000.0,7423000,843539000.0,0.0,115607000.0,-192916000,30183000,-626000.0,166584000,4429000.0,,98674000,-983000.0,196268000.0,251711000.0,1110268000.0,3173951000.0,,784000,0.0,131583000,37899000,9952000.0,266729000.0,60225000.0,-2365000,-5544000,-10461000,-87941000,3095481000.0,2843770000.0,569000.0,,1.73,30183000.0,30183000.0,40644000,26230000.0,,,,,,,
2015-03-31,0.1,18869000,3370000.0,2847000.0,2825672000.0,-441821000.0,,-153555000,10497000.0,171511000.0,0.0,-2517000,9436000,,51437000.0,58386000.0,99143000,55872000,119422000.0,0.0,9809000.0,38647000.0,0.0,8844000.0,611579000.0,90528000,-20000,126224000.0,58626000.0,10873000,6439000,5849000,1883101000.0,9266000,791934000.0,-119422000.0,92335000.0,-153555000,31643000,,79983000,4924000.0,,5849000,-2098000.0,202117000.0,215372000.0,975964000.0,3267493000.0,,800000,0.0,101401000,1437000,,184030000.0,2425000.0,-328000,7005000,1460000,-54412000,3092481000.0,2877109000.0,590000.0,,0.1,31643000.0,31643000.0,30183000,8801000.0,,,,,,,
2015-06-30,-3.45,-342141000,-116732000.0,2658000.0,2946397000.0,-822243000.0,,-524735000,10274000.0,55349000.0,0.0,-2159000,9489000,,54699000.0,61469000.0,100643000,438802000,333638000.0,0.0,-328084000.0,42379000.0,-1675000.0,11851000.0,718000000.0,85243000,189000,85217000.0,61469000.0,33820000,-211352000,-212287000,2010088000.0,9309000,785200000.0,-199579000.0,47910000.0,-526410000,44678000,,-317810000,4333000.0,,-212287000,18724000.0,-10170000.0,170362000.0,927839000.0,3768640000.0,,829000,0.0,119063000,24331000,,142639000.0,-133616000.0,15477000,2050000,13035000,-424092000,3171458000.0,3001096000.0,637000.0,,-3.45,44678000.0,44678000.0,31643000,23309000.0,,,,,,,
2015-09-30,-2.4,-245834000,-81461000.0,2602000.0,2758217000.0,-1147936000.0,,-106969000,10633000.0,0.0,0.0,-2326000,9452000,-1027000.0,54257000.0,65251000.0,139818000,-32770000,197628000.0,0.0,-237503000.0,42221000.0,0.0,12662000.0,489000000.0,83530000,56000,135345000.0,65251000.0,28416000,-156042000,-156781000,2056411000.0,9214000,501662000.0,-258000000.0,40009000.0,-107899000,43827000,-1027000.0,-226870000,4402000.0,,-156781000,6130000.0,-166951000.0,173439000.0,701834000.0,3906153000.0,,877000,0.0,111946000,18964000,,200172000.0,-63599000.0,20258000,4057000,-851000,32849000,2991554000.0,2818115000.0,667000.0,,-2.4,43827000.0,43827000.0,44678000,32010000.0,,,,,,,
2015-12-31,-2.8,-213013000,-6487000.0,1728000.0,2597625000.0,-1413543000.0,,-116828000,10106000.0,,,-2078000,10515000,0.0,52042000.0,66850000.0,76897000,6577000,0.0,193000.0,-193322000.0,36004000.0,-34168000.0,12518000.0,495500000.0,74011000,-1000,89419000.0,66850000.0,40312000,-186835000,-187409000,1875972000.0,10270000,508018000.0,-26000000.0,4623000.0,-107186000,20115000,0.0,-183216000,4870000.0,,-187409000,-21736000.0,-354360000.0,108745000.0,649439000.0,4011168000.0,,928000,0.0,114323000,29797000,518000.0,141421000.0,-6755000.0,-37615000,-1965000,-23712000,-39931000,2758412000.0,2649667000.0,668000.0,,-2.8,20115000.0,20115000.0,43827000,20008000.0,,,,,,,
2016-03-31,-0.46,-28827000,0.0,1591000.0,2607446000.0,-1485931000.0,,-106480000,10013000.0,,0.0,-2298000,16014000,-800000.0,44338000.0,71026000.0,72760000,250092000,254518000.0,0.0,-35627000.0,32289000.0,123000.0,13562000.0,485641000.0,68254000,137000,86365000.0,71026000.0,19227000,-35627000,-32912000,2107912000.0,15768000,499203000.0,-11000000.0,821000.0,-107157000,235810000,-800000.0,-25614000,8350000.0,,-32912000,-5133000.0,-387272000.0,291064000.0,605903000.0,4093377000.0,,914000,0.0,87481000,3213000,,106700000.0,0.0,22547000,23466000,215695000,-33720000,2942959000.0,2651895000.0,717000.0,,-0.46,235810000.0,235810000.0,20115000,7131000.0,,,,,,,
2016-06-30,-2.17,-180300000,368000.0,1494000.0,2496373000.0,-1693791000.0,,-73257000,10019000.0,,,-1444000,12210000,0.0,46032000.0,71719000.0,49021000,7182000,0.0,6824000.0,-156753000.0,41715000.0,38000.0,13787000.0,494475000.0,66707000,97000,93342000.0,71719000.0,45776000,-157121000,-155490000,1959464000.0,11956000,512098000.0,0.0,0.0,-73219000,218794000,0.0,-146734000,6028000.0,,-155490000,8206000.0,-542762000.0,297950000.0,653803000.0,4190164000.0,,926000,0.0,112483000,33566000,,141705000.0,0.0,-20581000,-21047000,-17016000,-24236000,2840355000.0,2542405000.0,717000.0,,-2.17,218794000.0,218794000.0,235810000,28216000.0,,,,,,,
2016-09-30,-0.03,-43427000,0.0,1969000.0,3223980000.0,-1784780000.0,,-803069000,10234000.0,,,-3583000,13021000,0.0,43430000.0,77167000.0,104565000,645574000,646157000.0,6428000.0,-600000.0,52471000.0,1405000.0,15740000.0,497813000.0,76049000,-475000,112200000.0,77167000.0,66082000,-600000,-2230000,2514869000.0,12751000,515360000.0,-78000000.0,0.0,-801664000,167269000,0.0,9634000,6265000.0,,-2230000,7301000.0,-544992000.0,258270000.0,690385000.0,5008760000.0,,953000,0.0,142131000,53061000,,175025000.0,,9240000,-8441000,-51525000,-698504000,3525680000.0,3267410000.0,781000.0,,-0.03,167269000.0,167269000.0,218794000,38834000.0,,,,,,,
2016-12-31,0.32,-48397000,-176000.0,1983000.0,3390857000.0,-1836056000.0,,-208361000,,,0.0,-45055000,14044000,-1545000.0,165948000.0,80315000.0,105734000,1721773000,1150828000.0,22608000.0,28264000.0,70349000.0,-118296000.0,16134000.0,1105912000.0,83889000,-14000,99759000.0,80510000.0,101123000,28440000,25598000,3697462000.0,13750000,1122046000.0,-450000000.0,0.0,-328202000,1666574000,-122936000.0,87079000,5810000.0,,25598000,5332000.0,-519394000.0,1792166000.0,1331388000.0,5226913000.0,,988000,0.0,185012000,87079000,,209342000.0,,-26922000,-27714000,1499305000,-102627000,5349680000.0,3557514000.0,901000.0,,0.32,1666574000.0,1666574000.0,167269000,47648000.0,,,,,,,
2017-03-31,1.46,38846000,1957000.0,3027000.0,6103097000.0,-1894897000.0,,-1945869000,12225000.0,1548000.0,0.0,-7165000,16686000,-188000.0,64604000.0,93161000.0,175927000,20418000,147725000.0,0.0,143031000.0,83425000.0,120578000.0,18939000.0,985786000.0,102134000,-1044000,175573000.0,93364000.0,133096000,141074000,136273000,4651867000.0,16363000,1006273000.0,-120500000.0,14374000.0,-1825479000,37440000,-188000.0,116410000,7063000.0,,136273000,10279000.0,-383121000.0,198774000.0,1250342000.0,7997994000.0,,1175000,0.0,235230000,116410000,,244069000.0,1425000.0,5651000,-19905000,-1629134000,-1769942000,6369700000.0,6170926000.0,981000.0,,1.46,37440000.0,37440000.0,1666574000,19689000.0,,,,,,,
2017-06-30,1.61,41644000,1579000.0,4925000.0,6508747000.0,-1969816000.0,,-398105000,8245000.0,2655000.0,0.0,-8859000,15257000,0.0,49025000.0,98142000.0,218504000,156641000,0.0,0.0,165707000.0,82950000.0,2108000.0,19539000.0,1151515000.0,121869000,-2015000,243354000.0,98354000.0,147565000,164128000,158405000,4817624000.0,14907000,1173709000.0,-100500000.0,41732000.0,-395997000,16588000,0.0,249125000,6168000.0,,158405000,16501000.0,-224716000.0,221337000.0,1496875000.0,8478563000.0,,1309000,0.0,269434000,132308000,,323166000.0,909000.0,-340000,-15943000,-20852000,-179601000,6783809000.0,6562472000.0,981000.0,,1.61,16588000.0,16588000.0,37440000,27764000.0,,,,,,,
2017-09-30,0.74,-50642000,857000.0,4834000.0,7048607000.0,-2056796000.0,,-545538000,9192000.0,3313000.0,0.0,-13840000,15721000,0.0,45107000.0,98144000.0,243587000,313279000,222619000.0,10003000.0,82805000.0,103963000.0,2289000.0,19982000.0,1256388000.0,142893000,359000,279852000.0,98369000.0,158360000,81948000,73024000,4898500000.0,15364000,1283828000.0,-162500000.0,1614000.0,-543249000,30205000,0.0,91997000,6187000.0,,73024000,-8477000.0,-151692000.0,193854000.0,1701445000.0,9105403000.0,,1374000,0.0,301253000,142639000,,417617000.0,979000.0,7347000,12709000,13617000,-301951000,7287568000.0,7093714000.0,982000.0,,0.74,30205000.0,30205000.0,16588000,74700000.0,,,,,,,
2017-12-31,1.17,-97125000,-23961000.0,9108000.0,7343617000.0,-2161372000.0,,-412325000,10892000.0,108048000.0,,-21309000,15230000,0.0,68767000.0,98169000.0,250607000,199191000,0.0,100367000.0,105646000.0,158575000.0,44768000.0,20122000.0,1477347000.0,170301000,455000,281449000.0,98368000.0,228893000,129607000,114559000,5254860000.0,14869000,1611820000.0,0.0,531000.0,-367557000,112446000,0.0,116538000,6119000.0,,114559000,18457000.0,-37133000.0,358601000.0,2189248000.0,9504989000.0,,1476000,,399194000,213663000,,577428000.0,-23880000.0,-60981000,-74175000,82241000,-161718000,7770985000.0,7412384000.0,982000.0,,1.16,112446000.0,112446000.0,30205000,94590000.0,,,,,,,
2018-03-31,1.65,-28710000,47081000.0,8963000.0,7751172000.0,,,-486381000,13701000.0,152369000.0,,-22455000,21495000,0.0,40146000.0,98555000.0,339427000,205545000,0.0,99685000.0,225235000.0,165263000.0,11114000.0,7000.0,1701912000.0,191054000,-12778000,362799000.0,98769000.0,289141000,178154000,162812000,5417083000.0,20610000,1882038000.0,-308000000.0,,-584931000,72487000,,238936000,7451000.0,,162812000,-18280000.0,116286000.0,324467000.0,2489706000.0,,,1103000,,480195000,267646000,,607668000.0,46908000.0,-6377000,6322000,-39959000,-146954000,8224888000.0,7900421000.0,986000.0,,1.65,72487000.0,72487000.0,112446000,63129000.0,,,,,,,
2018-06-30,2.22,30350000,-6607000.0,13264000.0,8343044000.0,-2401240000.0,,-616476000,17096000.0,217476000.0,,-22496000,22653000,-125000.0,37391000.0,98614000.0,424926000,230177000,,111330000.0,294557000.0,167854000.0,3754000.0,7000.0,1967074000.0,222317000,-5205000,464223000.0,98797000.0,303956000,301164000,219146000,5631449000.0,21342000,2214851000.0,-80000000.0,,-613663000,113927000,,311653000,5650000.0,,219146000,16981000.0,323105000.0,393347000.0,2941928000.0,10744284000.0,,1051000,,526273000,281303000,,727077000.0,-6942000.0,-20362000,-7389000,41440000,-191550000,8954395000.0,8561048000.0,986000.0,,2.22,113927000.0,113927000.0,72487000,73974000.0,,,,,,,
2018-09-30,1.59,-46610000,42276000.0,14815000.0,8714606000.0,-2545412000.0,,-560569000,18548000.0,292795000.0,,-41064000,22488000,-479000.0,93893000.0,98638000.0,387363000,627520000,,123826000.0,201693000.0,182362000.0,-59142000.0,7000.0,2332359000.0,248690000,3787000,436492000.0,98818000.0,289339000,159417000,157054000,5933359000.0,21161000,2654989000.0,-833500000.0,,-620364000,508446000,,220241000,5350000.0,-12329000.0,157054000,19682000.0,467830000.0,795689000.0,3376776000.0,11260018000.0,,1244000,,538029000,266851000,,721787000.0,41607000.0,23373000,-20544000,394519000,-173206000,9806573000.0,9010884000.0,987000.0,,1.59,508446000.0,508446000.0,113927000,85869000.0,,,,,,,
2018-12-31,2.5,197884000,85612000.0,37570000.0,20371975000.0,-2774465000.0,,-1819399000,37931000.0,1784532000.0,,-40517000,30745000,-8000.0,86396000.0,122510000.0,412789000,977366000,0.0,,391772000.0,296525000.0,135353000.0,9570000.0,4464338000.0,370492000,-578000,639686000.0,122739000.0,262564000,306160000,306660000,13699287000.0,28851000,6409813000.0,-579000000.0,,-1684085000,214516000,,429703000,8313000.0,-12657000.0,306660000,-25229000.0,761759000.0,925021000.0,7429425000.0,23146440000.0,,10347000,,633056000,231819000,,1019612000.0,87784000.0,8172000,34771000,-293930000,-1406610000,21595687000.0,20670666000.0,1643000.0,,2.5,214516000.0,214516000.0,508446000,127979000.0,,,,,,,
2019-03-31,0.06,-263000000,-33000000.0,39000000.0,21047000000.0,-3095000000.0,,-788000000,46000000.0,1802000000.0,150000000.0,-29000000,42000000,-149000000.0,88000000.0,164852000.0,377000000,471000000,341000000.0,58000000.0,10000000.0,356000000.0,,9000000.0,4670000000.0,503000000,-4000000,702000000.0,165061000.0,361000000,43000000,10000000,13773000000.0,39000000,6637000000.0,-314000000.0,,-937000000,126000000,,378000000,14000000.0,-21000000.0,10000000,-190000000.0,752000000.0,693000000.0,7728000000.0,24142000000.0,-13000000.0,3000000,,864000000,319000000,,1091000000.0,-33000000.0,-253000000,-63000000,-89000000,-411000000,22242000000.0,21549000000.0,2000000.0,,0.06,126000000.0,126000000.0,215000000,180000000.0,,,,,,,
