date,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyBasicAverageShares,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1986-09-30,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,,,,,,,,,423264000.0,841400000,,-0.02,,,,,,,,,841400000,841400000,,,,,,,423264000.0,-7200000,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,513400000.0,,513400000.0,,,,,1025800000.0,,,,,,35300000.0,,,,621700000.0,-2281900000.0,,,,3307700000.0,,,,,,,,707500000.0,,,,-3295900000,,,1680500000.0,,,742800000.0,,2122100000.0,435000000.0,,-3295900000,808200000,,1647500000.0,3328000000.0,,1177800000.0,11200000.0,,5400000,,104600000.0,2150200000.0,,,,,,,,,,241100000.0,182700000.0,265100000.0,,,,,,,
1987-03-31,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,,,,,,,,,423640000.0,700100000,,-0.02,,,,,,,,,700100000,700100000,,,,,,,423640000.0,-8200000,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,423892000.0,776600000,,0.005,,,,,,,,,776600000,776600000,,,,,,,423892000.0,1500000,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,424084000.0,896800000,,0.05,,,,,,,,,896800000,896800000,,,,,,,424084000.0,20800000,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,547300000.0,,547300000.0,,,,,865300000.0,,,,,,31500000.0,,,,620000000.0,-2214800000.0,,,,3080100000.0,,,,,,,,764300000.0,,,,-2350800000,,,1785300000.0,,,795800000.0,,2064300000.0,393300000.0,,-2350800000,994500000,,1485300000.0,3270600000.0,,1189100000.0,11900000.0,,34100000,,75400000.0,2081500000.0,,,,,,,,,,198000000.0,183400000.0,228400000.0,,,,,,,
1988-03-31,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,424152000.0,1047500000,,0.055,,,,,,,,,1047500000,1047500000,,,,,,,424152000.0,22800000,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,421904000.0,1192000000,,0.06,,,,,,,,,1192000000,1192000000,,,,,,,421904000.0,24700000,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,425156000.0,1223900000,,0.06,,,,,,,,,1223900000,1223900000,,,,,,,425156000.0,25300000,,,,,,,,,,,,,,,,,,,,,,
1988-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3252500000,,,0.0,,,0.0,,2052300000.0,2615000000.0,,-3252500000,1433400000,,4722200000.0,4722200000.0,,2615000000.0,2415400000.0,,11800000,,,2107200000.0,,,,,,,,,,199600000.0,,,,,,,,,
1989-03-31,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,425572000.0,1196700000,,0.03,,,,,,,,,1196700000,1196700000,,,,,,,425572000.0,12400000,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,274300000.0,,274300000.0,27200000.0,,,58600000.0,919800000.0,,,0.075,11000000.0,,4900000.0,,,,524000000.0,-2438300000.0,,,,3358100000.0,,,,420800000.0,,,,172700000.0,,,418666667.0,113200000,,0.075,2677600000.0,63300000.0,,598400000.0,,2044200000.0,1417500000.0,,60300000,1371100000,31400000.0,1443800000.0,4121400000.0,,2015900000.0,1118100000.0,418666667.0,31400000,31400000.0,671900000.0,2078600000.0,,,1194600000.0,,,176500000.0,,,,199600000.0,99800000.0,404200000.0,,116200000.0,9800000.0,,,,
1989-09-30,305600000.0,,305600000.0,38200000.0,,,80600000.0,907000000.0,,0.0,0.1,8100000.0,-20000000.0,11200000.0,-155900000.0,,,565200000.0,-2336000000.0,6700000.0,140300000.0,31300000.0,3243000000.0,,,,420300000.0,30300000.0,,,197700000.0,,,424000000.0,148900000,-13800000.0,0.1,2758400000.0,63100000.0,-26700000.0,629200000.0,75200000.0,2059900000.0,1474600000.0,,73700000,1468100000,42400000.0,1472200000.0,4230600000.0,-15600000.0,2103800000.0,1165800000.0,424000000.0,42400000,42400000.0,681400000.0,2098500000.0,,,1270300000.0,,-28900000.0,197800000.0,-92300000.0,0.0,,199600000.0,109200000.0,396500000.0,7100000.0,124100000.0,17500000.0,,,,
1989-12-31,401800000.0,,401800000.0,37200000.0,,,84700000.0,923100000.0,,0.0,,10900000.0,-39600000.0,1700000.0,-300000.0,,125800000.0,364400000.0,-2363300000.0,-13000000.0,172100000.0,96200000.0,3286400000.0,,,,429200000.0,49700000.0,,,282900000.0,,,,147900000,40800000.0,,2849700000.0,46200000.0,-26600000.0,713800000.0,63600000.0,2080800000.0,1403800000.0,,84300000,1625300000,47500000.0,1413300000.0,4263000000.0,171800000.0,2117600000.0,1126900000.0,,47500000,47500000.0,677000000.0,2119100000.0,,,1431200000.0,,-13200000.0,194100000.0,-35000000.0,0.0,,198800000.0,78100000.0,378400000.0,19400000.0,109800000.0,9700000.0,,,,
1990-03-31,277200000.0,,277200000.0,28900000.0,,,65100000.0,928700000.0,,401800000.0,0.085,7600000.0,-25100000.0,3100000.0,-56700000.0,,124800000.0,371100000.0,-2377100000.0,0.0,-36300000.0,-124600000.0,3305800000.0,,27700000.0,,417100000.0,-124200000.0,-2200000.0,,257900000.0,,100000.0,425882353.0,128300000,-8100000.0,0.085,2817300000.0,65000000.0,-26600000.0,678100000.0,61200000.0,2090400000.0,1407900000.0,-25000000.0,67100000,1593500000,36200000.0,1424600000.0,4241900000.0,-93000000.0,2086000000.0,1132800000.0,425882353.0,36200000,36200000.0,674300000.0,2130700000.0,,,1400200000.0,,-13400000.0,193300000.0,-62400000.0,0.0,,76500000.0,198600000.0,410100000.0,-31800000.0,126200000.0,6200000.0,,,,
1990-06-30,140700000.0,,140700000.0,37200000.0,,,84300000.0,962100000.0,,0.0,0.11,8300000.0,-21200000.0,8400000.0,-85100000.0,,126300000.0,411700000.0,-2402300000.0,0.0,-27600000.0,-136500000.0,3364400000.0,,16500000.0,,420000000.0,-109700000.0,-16500000.0,,250400000.0,,0.0,428181818.0,149600000,12600000.0,0.11,2809700000.0,76200000.0,-26700000.0,678800000.0,61000000.0,2537000000.0,1445700000.0,-15100000.0,88500000,1688400000,47100000.0,1500100000.0,4309800000.0,-112700000.0,2124500000.0,1179300000.0,428181818.0,47100000,47100000.0,672700000.0,2160600000.0,,,1462600000.0,,-8800000.0,225800000.0,-86500000.0,0.0,,68100000.0,198300000.0,439000000.0,-28500000.0,137300000.0,4200000.0,,,,
1990-09-30,190300000.0,,190300000.0,43200000.0,,,98600000.0,969700000.0,,0.0,0.13,9200000.0,-30100000.0,8800000.0,-73700000.0,,125300000.0,416400000.0,-2273400000.0,0.0,107200000.0,49600000.0,3243100000.0,,21800000.0,,436200000.0,37700000.0,-16500000.0,,279500000.0,,0.0,426153846.0,141000000,-2200000.0,0.13,2946500000.0,78300000.0,-26700000.0,724500000.0,65800000.0,2139500000.0,1506600000.0,-19400000.0,75200000,1791000000,55400000.0,1511400000.0,4457900000.0,33500000.0,2231100000.0,1267700000.0,426153846.0,55400000,55400000.0,669800000.0,2200600000.0,,,1574800000.0,,-10400000.0,216200000.0,-27500000.0,0.0,,194100000.0,44800000.0,459400000.0,-20000000.0,141000000.0,34600000.0,,,,
1990-12-31,123400000.0,,123400000.0,44200000.0,,,102900000.0,1013200000.0,,0.0,,8600000.0,-33000000.0,5900000.0,-122800000.0,,124200000.0,451400000.0,-220300000.0,-100000.0,103400000.0,-66900000.0,1233500000.0,,19200000.0,,370400000.0,9600000.0,9900000.0,,520800000.0,,0.0,,166600000,-8700000.0,,2955100000.0,63800000.0,-26700000.0,897100000.0,61600000.0,2171500000.0,1379600000.0,-43100000.0,105000000,1852600000,58700000.0,1588800000.0,4543900000.0,-19400000.0,2276700000.0,1102800000.0,,58700000,58700000.0,696200000.0,2246900000.0,,,1622200000.0,,-14900000.0,230400000.0,-135900000.0,0.0,,189800000.0,87000000.0,469000000.0,-12400000.0,125400000.0,6400000.0,,,,
1991-03-31,348700000.0,,348700000.0,21000000.0,,,48400000.0,1047700000.0,,123400000.0,0.065,9900000.0,443600000.0,5500000.0,-94100000.0,,123100000.0,478200000.0,-2246000000.0,-2400000.0,-54000000.0,225300000.0,3293700000.0,-300000.0,33700000.0,,385700000.0,-148300000.0,-7300000.0,,455800000.0,,,421538462.0,120000000,6700000.0,0.065,3288000000.0,75400000.0,-26700000.0,847000000.0,64300000.0,2172200000.0,1838200000.0,-91200000.0,55700000,1732400000,27400000.0,1649000000.0,4937000000.0,-148100000.0,2685200000.0,1091100000.0,421538462.0,27400000,27400000.0,753300000.0,2230800000.0,,,1537000000.0,,-19100000.0,195400000.0,-162700000.0,0.0,,670800000.0,76300000.0,504900000.0,-36300000.0,139700000.0,3200000.0,,,,
1991-06-30,76200000.0,,76200000.0,27000000.0,,,59300000.0,1113600000.0,,0.0,0.075,14800000.0,-64900000.0,7500000.0,-123200000.0,,122000000.0,475400000.0,-2264600000.0,-3800000.0,102900000.0,-272500000.0,3378200000.0,-100000.0,44300000.0,,369800000.0,-1700000.0,-600000.0,,492600000.0,,,430666667.0,137600000,3300000.0,0.075,3206900000.0,80100000.0,-26700000.0,869900000.0,68500000.0,2177800000.0,1806300000.0,-216500000.0,69100000,1787700000,32300000.0,1711000000.0,4917900000.0,-20300000.0,2676200000.0,1090300000.0,430666667.0,32300000,32300000.0,927900000.0,2225100000.0,,,1570000000.0,,-20700000.0,217700000.0,-310900000.0,0.0,,642000000.0,74000000.0,516100000.0,-11600000.0,148600000.0,5600000.0,,,,
1991-09-30,110400000.0,,110400000.0,26300000.0,,,50900000.0,1174100000.0,,0.0,0.06,14500000.0,-11800000.0,21700000.0,-102500000.0,,132100000.0,470400000.0,-2347700000.0,1200000.0,109800000.0,34200000.0,3521800000.0,-100000.0,104700000.0,,383000000.0,2200000.0,-20100000.0,,569000000.0,,,410000000.0,133300000,-4500000.0,0.06,3264500000.0,72800000.0,-26800000.0,973700000.0,73300000.0,2175700000.0,1812500000.0,-40600000.0,60000000,1723300000,24600000.0,1776600000.0,5041100000.0,7300000.0,2786200000.0,1113800000.0,410000000.0,24600000,24600000.0,869200000.0,2234900000.0,,,1517200000.0,,-33500000.0,206100000.0,-64600000.0,0.0,,646500000.0,52200000.0,524800000.0,-6200000.0,146100000.0,7000000.0,,,,
1991-12-31,131600000.0,,131600000.0,-10500000.0,,,-68200000.0,1191500000.0,,0.0,,14100000.0,-37600000.0,10800000.0,-106100000.0,,373000000.0,249000000.0,-2354500000.0,-1900000.0,127500000.0,21200000.0,3546000000.0,-100000.0,77500000.0,,409200000.0,100900000.0,4400000.0,,576300000.0,,,,-500000,4000000.0,,3203700000.0,107200000.0,-26600000.0,996300000.0,88400000.0,2091300000.0,1837800000.0,-27300000.0,-88900000,1775400000,-57700000.0,1813500000.0,5017200000.0,21400000.0,2834100000.0,1143200000.0,,-57700000,-57700000.0,823300000.0,2164600000.0,,,1668700000.0,,-21900000.0,106700000.0,-68800000.0,0.0,,653200000.0,41400000.0,476300000.0,49300000.0,195600000.0,34600000.0,,,,
1992-03-31,95900000.0,,95900000.0,12700000.0,,,22100000.0,1205300000.0,,131600000.0,0.025,15100000.0,-44300000.0,14600000.0,-80400000.0,,131600000.0,438700000.0,-2375400000.0,-300000.0,55000000.0,-35700000.0,3580700000.0,-300000.0,91900000.0,,368100000.0,-82000000.0,2000000.0,,501600000.0,,,376000000.0,105400000,9500000.0,0.025,3058300000.0,63100000.0,-26800000.0,884300000.0,68200000.0,2074000000.0,1791200000.0,-31800000.0,37200000,1673000000,9400000.0,1775600000.0,4833900000.0,-25400000.0,2675500000.0,1100000000.0,376000000.0,9400000,9400000.0,764600000.0,2139300000.0,,,1504500000.0,,-35000000.0,168500000.0,-50100000.0,0.0,,637200000.0,54000000.0,475500000.0,4500000.0,131300000.0,2400000.0,,,,
1992-06-30,104000000.0,,104000000.0,16500000.0,,,29300000.0,1215000000.0,,0.0,0.03,13100000.0,-53000000.0,22600000.0,-78000000.0,,131700000.0,467100000.0,-2378300000.0,-200000.0,98600000.0,8100000.0,3593300000.0,-100000.0,59900000.0,,376700000.0,36900000.0,-8400000.0,,524700000.0,,,426666667.0,114200000,700000.0,0.03,3001600000.0,70900000.0,-26700000.0,924000000.0,71900000.0,2060000000.0,1736200000.0,-26900000.0,42300000,1621700000,12800000.0,1813800000.0,4815400000.0,20600000.0,2660200000.0,1089800000.0,426666667.0,12800000,12800000.0,734200000.0,2134900000.0,,,1438400000.0,,-900000.0,183300000.0,-37000000.0,0.0,,608300000.0,38100000.0,462300000.0,13600000.0,141000000.0,800000.0,,,,
1992-09-30,176200000.0,,176200000.0,30500000.0,,,63500000.0,1196900000.0,,0.0,0.08,12500000.0,-42000000.0,9000000.0,-52400000.0,,130400000.0,448500000.0,-2437200000.0,-700000.0,103800000.0,72200000.0,3634100000.0,-100000.0,92300000.0,,371000000.0,-45700000.0,13200000.0,,539400000.0,,,412500000.0,128600000,-5900000.0,0.08,3010100000.0,73900000.0,-26800000.0,919400000.0,75200000.0,2066200000.0,1712600000.0,-6300000.0,51600000,1577200000,33000000.0,1775800000.0,4785900000.0,51400000.0,2632000000.0,1050900000.0,412500000.0,33000000,33000000.0,47600000.0,2135600000.0,,,1374700000.0,,-22100000.0,202500000.0,17100000.0,0.0,,612500000.0,49200000.0,449300000.0,13100000.0,150900000.0,24400000.0,,,,
1992-12-31,233300000.0,,233300000.0,-65800000.0,,,-244500000.0,1233300000.0,,0.0,,12900000.0,3500000.0,700000.0,-105100000.0,,121400000.0,423000000.0,-2457900000.0,-700000.0,124200000.0,57100000.0,3691200000.0,0.0,46500000.0,,383700000.0,240900000.0,-73800000.0,,578600000.0,,,,-130100000,-26400000.0,,2958100000.0,113900000.0,-27000000.0,963000000.0,144700000.0,1846700000.0,1853600000.0,-14100000.0,-274800000,1651700000,-192500000.0,1777700000.0,4735800000.0,19100000.0,2816600000.0,1196900000.0,,-178700000,-192500000.0,86500000.0,1907300000.0,,,1667900000.0,,-45700000.0,-16200000.0,-68500000.0,0.0,,656700000.0,,381700000.0,72000000.0,258600000.0,38400000.0,,,,
1993-03-31,127100000.0,,127100000.0,14000000.0,,,32800000.0,1319800000.0,,233300000.0,0.045,9600000.0,-37100000.0,10800000.0,-60500000.0,,233300000.0,543000000.0,-2489500000.0,0.0,2200000.0,-106200000.0,3809300000.0,-200000.0,59300000.0,,346800000.0,-108900000.0,16800000.0,,547400000.0,,,417777778.0,117500000,-2400000.0,0.045,2750900000.0,69800000.0,-26600000.0,905000000.0,74700000.0,1839000000.0,1790900000.0,-43800000.0,42800000,1559500000,18800000.0,2096100000.0,4847000000.0,-58300000.0,2695900000.0,1149500000.0,417777778.0,18800000,18800000.0,610200000.0,2145200000.0,,,1372200000.0,,-33000000.0,187300000.0,-70200000.0,0.0,,641400000.0,,398800000.0,6700000.0,144500000.0,-600000.0,,,,
1993-06-30,121100000.0,,121100000.0,19600000.0,,,42500000.0,1305300000.0,,0.0,0.05,12600000.0,58800000.0,132900000.0,-82900000.0,,251300000.0,568000000.0,-2529400000.0,-1400000.0,47200000.0,-6000000.0,3834700000.0,,29000000.0,,304800000.0,-72400000.0,12300000.0,,548000000.0,,,458000000.0,133600000,6500000.0,0.05,2788100000.0,76800000.0,-28500000.0,985700000.0,76100000.0,1833300000.0,1782800000.0,-51700000.0,57500000,1596600000,22900000.0,2124600000.0,4912700000.0,-35700000.0,2768500000.0,1169700000.0,458000000.0,22900000,22900000.0,634100000.0,2139000000.0,,,1386900000.0,,-13400000.0,209700000.0,-111300000.0,0.0,,613100000.0,,399000000.0,-200000.0,152200000.0,-2900000.0,,,,
1993-09-30,177200000.0,,177200000.0,-67400000.0,,,-228100000.0,1249500000.0,,0.0,-0.355,21400000.0,-7700000.0,155000000.0,-37200000.0,,291300000.0,533600000.0,-2654300000.0,-1500000.0,122800000.0,56100000.0,3903800000.0,,47600000.0,,296900000.0,135700000.0,-48300000.0,,561500000.0,,,452676056.0,-66600000,22300000.0,-0.355,2773400000.0,78100000.0,-28500000.0,1013400000.0,143900000.0,1644100000.0,1878100000.0,-21500000.0,-210500000,1541400000,-160700000.0,2074400000.0,4847800000.0,85600000.0,2891500000.0,1255800000.0,452676056.0,-160700000,-160700000.0,609200000.0,1952200000.0,,,1575600000.0,,-49300000.0,-34200000.0,-56800000.0,0.0,,622300000.0,,385800000.0,4500000.0,176300000.0,3400000.0,,,,
1993-12-31,48800000.0,,48800000.0,7200000.0,,,-34800000.0,1152800000.0,,0.0,,17200000.0,-95000000.0,92000000.0,-66300000.0,,219200000.0,747200000.0,-2523100000.0,1100000.0,70900000.0,-128400000.0,3675900000.0,,39600000.0,,297400000.0,-21300000.0,1700000.0,,651000000.0,,,,134900000,-14900000.0,,3283900000.0,-6300000.0,-28600000.0,1040400000.0,157300000.0,1573500000.0,2471500000.0,-75500000.0,-22400000,1653300000,-42000000.0,2119200000.0,5403100000.0,4600000.0,3511900000.0,1847600000.0,,-42000000,-42000000.0,1310000000.0,1887700000.0,,,1524700000.0,,-12800000.0,128600000.0,-104200000.0,0.0,,623900000.0,,369000000.0,-9100000.0,151000000.0,4400000.0,,,,
1994-03-31,82300000.0,,82300000.0,12100000.0,,,29900000.0,1138800000.0,,48800000.0,0.04,13300000.0,-144400000.0,12500000.0,-53800000.0,,304500000.0,1088800000.0,-2581200000.0,0.0,22200000.0,33500000.0,3720000000.0,,230100000.0,,310700000.0,-94000000.0,34100000.0,,559600000.0,,,445000000.0,106400000,-1900000.0,0.04,2673100000.0,50900000.0,-28500000.0,882800000.0,66200000.0,1562800000.0,2447200000.0,-29600000.0,40200000,1376300000,17800000.0,2532100000.0,5205200000.0,-31600000.0,3330000000.0,1778700000.0,445000000.0,17800000,17800000.0,651400000.0,1870400000.0,,,1219000000.0,,-5100000.0,157300000.0,157400000.0,0.0,,668500000.0,,376600000.0,-11900000.0,117100000.0,3300000.0,,,,
1994-06-30,88000000.0,,88000000.0,-12900000.0,,,-32100000.0,1117600000.0,,0.0,-0.045,11000000.0,-44600000.0,,-47200000.0,,308400000.0,1343200000.0,-2557000000.0,200000.0,95800000.0,5700000.0,3674600000.0,,33300000.0,,292500000.0,51800000.0,-12700000.0,,599900000.0,,,426666667.0,52300000,8700000.0,-0.045,2422400000.0,56800000.0,-28600000.0,892400000.0,67200000.0,1515000000.0,2470000000.0,-37000000.0,-14900000,1425400000,-19200000.0,2769200000.0,5191600000.0,48600000.0,3362400000.0,1824800000.0,426666667.0,-19200000,-19200000.0,641400000.0,1823500000.0,,,1316800000.0,,-600000.0,108600000.0,-43700000.0,0.0,,645200000.0,,345400000.0,30400000.0,123500000.0,-6200000.0,,,,
1994-09-30,174200000.0,,174200000.0,34300000.0,,,86000000.0,1106700000.0,,0.0,0.115,12600000.0,-39100000.0,,-53200000.0,,214900000.0,1192300000.0,-2509500000.0,-700000.0,178600000.0,86200000.0,3616200000.0,,27200000.0,,252800000.0,36200000.0,25000000.0,,631200000.0,,,449565217.0,160900000,3900000.0,0.115,2647000000.0,45900000.0,-28500000.0,884000000.0,61800000.0,1538200000.0,2424400000.0,-44500000.0,98600000,1405400000,51700000.0,2513900000.0,5160900000.0,125400000.0,3308400000.0,1782300000.0,449565217.0,51700000,51700000.0,648400000.0,1848100000.0,,,1198600000.0,,-800000.0,206800000.0,-53600000.0,0.0,,642100000.0,,319300000.0,26600000.0,108200000.0,-300000.0,,,,
1994-12-31,428100000.0,,428100000.0,79400000.0,,,206900000.0,1076800000.0,,0.0,,13500000.0,-24500000.0,30700000.0,-91500000.0,,213400000.0,495300000.0,-2341400000.0,100000.0,146800000.0,253900000.0,3418200000.0,,-142000000.0,,303500000.0,27400000.0,39600000.0,,595400000.0,,,,177500000,-11500000.0,,3482800000.0,44200000.0,-28400000.0,929600000.0,66400000.0,1637300000.0,2391300000.0,-53700000.0,111100000,1533400000,127500000.0,1785500000.0,5268300000.0,55300000.0,3320900000.0,1748200000.0,,127500000,127500000.0,1325900000.0,1942200000.0,,,1311700000.0,,-4500000.0,221700000.0,134200000.0,0.0,,643100000.0,,268900000.0,46900000.0,110600000.0,109500000.0,,,,
