date,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyBasicAverageShares,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2010-09-30,1875000000.0,219000000.0,2755000000.0,249000000.0,,-193000000.0,735000000.0,6486000000.0,2670000000.0,1160000000.0,0.6,85000000.0,-178000000.0,750000000.0,-557000000.0,,,1242000000.0,-5844000000.0,-96000000.0,554000000.0,715000000.0,12330000000.0,,1050000000.0,,1095000000.0,-177000000.0,70000000.0,-209000000.0,822000000.0,880000000.0,,910000000.0,1104000000,-168000000.0,0.6,9216000000.0,62000000.0,-82000000.0,3333000000.0,,11848000000.0,5012000000.0,0.0,818000000,4665000000,544000000.0,8982000000.0,18198000000.0,-3000000.0,8345000000.0,1188000000.0,912000000.0,486000000,544000000.0,849000000.0,9840000000.0,,1254000000.0,3785000000.0,666000000.0,40000000.0,880000000.0,340000000.0,1875000000.0,-10000000.0,3824000000.0,,1889000000.0,-118000000.0,62000000.0,-7000000.0,,,,
2010-12-31,1398000000.0,266000000.0,2051000000.0,283000000.0,,-140000000.0,910000000.0,6842000000.0,2674000000.0,1875000000.0,,135000000.0,-818000000.0,0.0,-657000000.0,,,1254000000.0,-6064000000.0,195000000.0,850000000.0,-477000000.0,12906000000.0,,325000000.0,,1139000000.0,-66000000.0,82000000.0,-240000000.0,636000000.0,653000000.0,,,1347000000,,,8886000000.0,62000000.0,-82000000.0,2757000000.0,,12371000000.0,5153000000.0,-100000000.0,980000000,5160000000,605000000.0,9411000000.0,18297000000.0,193000000.0,7910000000.0,842000000.0,,627000000,605000000.0,714000000.0,10373000000.0,,1315000000.0,4128000000.0,716000000.0,72000000.0,1032000000.0,-500000000.0,1398000000.0,44000000.0,3824000000.0,,1940000000.0,-51000000.0,52000000.0,-1000000.0,,,,
2011-03-31,1030000000.0,280000000.0,1882000000.0,229000000.0,,-31000000.0,741000000.0,7248000000.0,2678000000.0,1398000000.0,0.56,70000000.0,-9000000.0,,-704000000.0,,,1391000000.0,-6313000000.0,7000000.0,565000000.0,-368000000.0,13561000000.0,,300000000.0,,1372000000.0,-266000000.0,,-238000000.0,630000000.0,852000000.0,,914000000.0,1131000000,511000000.0,0.56,9028000000.0,70000000.0,-82000000.0,2919000000.0,,12800000000.0,5131000000.0,-482000000.0,814000000,5282000000,511000000.0,9962000000.0,18990000000.0,-139000000.0,8050000000.0,828000000.0,919000000.0,512000000,511000000.0,675000000.0,10924000000.0,,1323000000.0,4398000000.0,637000000.0,-12000000.0,884000000.0,-917000000.0,1030000000.0,220000000.0,3824000000.0,,2099000000.0,-159000000.0,70000000.0,-4000000.0,,,,
2011-06-30,1438000000.0,260000000.0,1889000000.0,352000000.0,,-39000000.0,1093000000.0,7626000000.0,2680000000.0,1030000000.0,0.8,65000000.0,-76000000.0,,-719000000.0,,,1421000000.0,-6611000000.0,-20000000.0,823000000.0,408000000.0,14237000000.0,,401000000.0,,1554000000.0,-243000000.0,,-237000000.0,646000000.0,451000000.0,,916000000.0,1489000000,,0.81,9540000000.0,65000000.0,-83000000.0,3166000000.0,,13456000000.0,5132000000.0,-19000000.0,1161000000,5935000000,739000000.0,10416000000.0,19956000000.0,104000000.0,8298000000.0,825000000.0,921000000.0,741000000,739000000.0,710000000.0,11642000000.0,,1369000000.0,4709000000.0,706000000.0,-8000000.0,1226000000.0,-326000000.0,1438000000.0,177000000.0,3824000000.0,,2235000000.0,-131000000.0,65000000.0,-5000000.0,,,,
2011-09-30,1775000000.0,269000000.0,2175000000.0,411000000.0,,0.0,1261000000.0,7993000000.0,0.0,1438000000.0,0.74,66000000.0,-3000000.0,,-741000000.0,,,1532000000.0,-6842000000.0,15000000.0,978000000.0,337000000.0,14835000000.0,,50000000.0,,1733000000.0,-213000000.0,,-240000000.0,921000000.0,400000000.0,,920000000.0,1667000000,,0.74,10306000000.0,79000000.0,-82000000.0,3656000000.0,,14057000000.0,5172000000.0,0.0,1332000000,6548000000,683000000.0,10898000000.0,21204000000.0,237000000.0,8828000000.0,871000000.0,925000000.0,850000000,683000000.0,712000000.0,12358000000.0,4910000000.0,1373000000.0,5137000000.0,733000000.0,56000000.0,1411000000.0,-635000000.0,1775000000.0,201000000.0,3824000000.0,,2412000000.0,-178000000.0,79000000.0,-9000000.0,,,,
2011-12-31,2698000000.0,309000000.0,2848000000.0,447000000.0,,-810000000.0,1354000000.0,8492000000.0,2683000000.0,1775000000.0,,73000000.0,921000000.0,,-789000000.0,,,1832000000.0,-7096000000.0,66000000.0,1318000000.0,923000000.0,15588000000.0,,250000000.0,,1826000000.0,73000000.0,,-273000000.0,1124000000.0,150000000.0,,,1795000000,,,11577000000.0,67000000.0,-83000000.0,4121000000.0,,14880000000.0,6340000000.0,0.0,1430000000,7064000000,906000000.0,12100000000.0,23677000000.0,529000000.0,10461000000.0,986000000.0,,907000000,906000000.0,754000000.0,13198000000.0,5221000000.0,1776000000.0,5567000000.0,862000000.0,37000000.0,1497000000.0,-1312000000.0,2698000000.0,51000000.0,4820000000.0,,2570000000.0,-96000000.0,67000000.0,-7000000.0,,,,
2012-03-31,2655000000.0,318000000.0,2655000000.0,304000000.0,,,942000000.0,8897000000.0,2683000000.0,2698000000.0,0.68,76000000.0,-49000000.0,,-782000000.0,,,1787000000.0,-7393000000.0,-12000000.0,734000000.0,-43000000.0,16290000000.0,,150000000.0,,1941000000.0,-581000000.0,,-266000000.0,1358000000.0,0.0,,923000000.0,1403000000,,0.68,12018000000.0,68000000.0,-83000000.0,4310000000.0,,15424000000.0,6494000000.0,-95000000.0,1023000000,6868000000,627000000.0,12650000000.0,24668000000.0,-48000000.0,10804000000.0,1165000000.0,926000000.0,638000000,627000000.0,794000000.0,13844000000.0,5096000000.0,1966000000.0,5777000000.0,693000000.0,5000000.0,1091000000.0,-727000000.0,2655000000.0,104000000.0,4820000000.0,,2916000000.0,-346000000.0,68000000.0,-7000000.0,,,,
2012-06-30,2172000000.0,,2172000000.0,357000000.0,,,1104000000.0,9363000000.0,2683000000.0,2655000000.0,0.79,82000000.0,-93000000.0,,-869000000.0,,,1688000000.0,-7514000000.0,37000000.0,401000000.0,-483000000.0,16877000000.0,,50000000.0,,2113000000.0,-744000000.0,,-261000000.0,1538000000.0,,,924000000.0,1592000000,,0.8,12534000000.0,67000000.0,-84000000.0,4440000000.0,,16077000000.0,6570000000.0,29000000.0,1201000000,7234000000,737000000.0,13037000000.0,25571000000.0,-468000000.0,11010000000.0,1238000000.0,926000000.0,747000000,737000000.0,1391000000.0,14540000000.0,5791000000.0,1986000000.0,5966000000.0,789000000.0,29000000.0,1268000000.0,-790000000.0,2172000000.0,185000000.0,4820000000.0,,3297000000.0,-378000000.0,67000000.0,-17000000.0,,,,
2012-09-30,2032000000.0,,2032000000.0,267000000.0,,,877000000.0,9678000000.0,2682000000.0,2172000000.0,0.65,72000000.0,24000000.0,,-868000000.0,,,1793000000.0,-7727000000.0,107000000.0,778000000.0,-140000000.0,17405000000.0,,50000000.0,,2136000000.0,-254000000.0,,-262000000.0,1635000000.0,,,928000000.0,1355000000,,0.65,12766000000.0,67000000.0,-83000000.0,4598000000.0,,16596000000.0,6523000000.0,-105000000.0,954000000,7111000000,602000000.0,13546000000.0,26312000000.0,-90000000.0,11121000000.0,1179000000.0,930000000.0,610000000,602000000.0,1325000000.0,15168000000.0,5991000000.0,2075000000.0,6090000000.0,827000000.0,-52000000.0,1021000000.0,-941000000.0,2032000000.0,8000000.0,4820000000.0,,3539000000.0,-244000000.0,67000000.0,-6000000.0,,,,
2012-12-31,2484000000.0,307000000.0,2484000000.0,307000000.0,,,899000000.0,10257000000.0,2682000000.0,2032000000.0,,75000000.0,-54000000.0,,-1047000000.0,,,1932000000.0,-8056000000.0,-45000000.0,1741000000.0,452000000.0,18313000000.0,,8000000.0,,2041000000.0,486000000.0,,-309000000.0,1474000000.0,,,,1405000000,67000000.0,,13086000000.0,73000000.0,-83000000.0,4752000000.0,,17182000000.0,6868000000.0,-335000000.0,981000000,7290000000,669000000.0,14324000000.0,27410000000.0,694000000.0,11620000000.0,1441000000.0,,592000000,669000000.0,1278000000.0,15765000000.0,5787000000.0,2135000000.0,6236000000.0,930000000.0,-37000000.0,1054000000.0,-1230000000.0,2484000000.0,-97000000.0,4820000000.0,,3186000000.0,357000000.0,73000000.0,-9000000.0,,,,
2013-03-31,2029000000.0,,2029000000.0,-172000000.0,,,-183000000.0,10509000000.0,2681000000.0,2484000000.0,-0.02,74000000.0,-145000000.0,,-685000000.0,-406000000.0,,1904000000.0,-8381000000.0,-29000000.0,349000000.0,-455000000.0,18890000000.0,,9000000.0,,2197000000.0,-318000000.0,,-303000000.0,1698000000.0,,,931000000.0,339000000,235000000.0,-0.02,13152000000.0,72000000.0,-116000000.0,4666000000.0,,17048000000.0,7281000000.0,-28000000.0,902000000,6974000000,-18000000.0,14532000000.0,27684000000.0,-336000000.0,11947000000.0,1895000000.0,931000000.0,-11000000,-18000000.0,1656000000.0,15710000000.0,6210000000.0,2119000000.0,6000000000.0,771000000.0,53000000.0,974000000.0,-651000000.0,2029000000.0,158000000.0,4820000000.0,,3257000000.0,-70000000.0,72000000.0,-1014000000.0,,,,
2013-06-30,1412000000.0,,1412000000.0,256000000.0,,,902000000.0,10753000000.0,2681000000.0,2029000000.0,0.73,73000000.0,-1184000000.0,,-711000000.0,-207000000.0,,1928000000.0,-8796000000.0,-54000000.0,1122000000.0,-617000000.0,19549000000.0,,223000000.0,,2251000000.0,-222000000.0,,-302000000.0,1659000000.0,,,925000000.0,1449000000,222000000.0,0.73,12621000000.0,87000000.0,-115000000.0,4777000000.0,,17577000000.0,7276000000.0,-82000000.0,984000000,7317000000,644000000.0,14797000000.0,27418000000.0,411000000.0,12053000000.0,1891000000.0,928000000.0,646000000,644000000.0,1509000000.0,15337000000.0,6359000000.0,2116000000.0,6246000000.0,867000000.0,30000000.0,1071000000.0,-540000000.0,1412000000.0,69000000.0,4820000000.0,,3341000000.0,-84000000.0,87000000.0,-11000000.0,,,,
2013-09-30,1491000000.0,,1491000000.0,296000000.0,,,1005000000.0,10949000000.0,2681000000.0,1412000000.0,0.79,92000000.0,-338000000.0,,-679000000.0,-243000000.0,,1984000000.0,-9137000000.0,141000000.0,1078000000.0,79000000.0,20086000000.0,-3341000000.0,62000000.0,,2278000000.0,-283000000.0,,-300000000.0,1556000000.0,140000000.0,,890000000.0,1578000000,172000000.0,0.79,12890000000.0,80000000.0,-106000000.0,4762000000.0,,18177000000.0,10368000000.0,-58000000.0,1108000000,7472000000,706000000.0,15058000000.0,27948000000.0,399000000.0,15130000000.0,1977000000.0,894000000.0,709000000,706000000.0,1374000000.0,12788000000.0,6626000000.0,2125000000.0,6284000000.0,928000000.0,-1000000.0,1188000000.0,-676000000.0,1491000000.0,16000000.0,7816000000.0,,3399000000.0,-56000000.0,80000000.0,-12000000.0,133000000.0,,,
2013-12-31,2356000000.0,350000000.0,2356000000.0,268000000.0,,,1040000000.0,11322000000.0,2680000000.0,1491000000.0,0.93,105000000.0,-87000000.0,,-859000000.0,407000000.0,,2029000000.0,-9480000000.0,-236000000.0,1898000000.0,865000000.0,20802000000.0,0.0,62000000.0,,2365000000.0,594000000.0,,-307000000.0,1282000000.0,,,849000000.0,1642000000,163000000.0,0.93,13704000000.0,94000000.0,-128000000.0,5026000000.0,,18842000000.0,10582000000.0,-161000000.0,1144000000,7639000000,793000000.0,15519000000.0,29223000000.0,1039000000.0,15608000000.0,2182000000.0,854000000.0,772000000,793000000.0,737000000.0,13581000000.0,6181000000.0,2168000000.0,6401000000.0,1029000000.0,-192000000.0,1238000000.0,-1003000000.0,2356000000.0,84000000.0,7816000000.0,,3305000000.0,103000000.0,94000000.0,-6000000.0,,,,
2014-03-31,2123000000.0,,2123000000.0,229000000.0,,,846000000.0,11463000000.0,2680000000.0,2356000000.0,0.73,96000000.0,-514000000.0,,-643000000.0,-175000000.0,,2114000000.0,-10004000000.0,113000000.0,954000000.0,-233000000.0,21467000000.0,-500000000.0,50000000.0,,2525000000.0,-120000000.0,,-303000000.0,1584000000.0,,,849000000.0,1480000000,-52000000.0,0.73,13486000000.0,75000000.0,-127000000.0,4932000000.0,,19337000000.0,10572000000.0,-55000000.0,970000000,7348000000,622000000.0,15770000000.0,29256000000.0,311000000.0,15504000000.0,2186000000.0,853000000.0,617000000,622000000.0,1634000000.0,13725000000.0,6314000000.0,2193000000.0,6303000000.0,823000000.0,-26000000.0,1045000000.0,-674000000.0,2123000000.0,160000000.0,7816000000.0,,3415000000.0,-105000000.0,75000000.0,-31000000.0,,,,
2014-06-30,2360000000.0,,2360000000.0,299000000.0,,,1076000000.0,11677000000.0,2679000000.0,2123000000.0,0.91,98000000.0,-10000000.0,,-732000000.0,-419000000.0,,2375000000.0,-10318000000.0,117000000.0,1121000000.0,237000000.0,21995000000.0,0.0,154000000.0,,2727000000.0,-337000000.0,,-303000000.0,1702000000.0,,,846000000.0,1718000000,159000000.0,0.92,14165000000.0,89000000.0,-127000000.0,5369000000.0,,19984000000.0,10528000000.0,-60000000.0,1194000000,8051000000,774000000.0,16319000000.0,30484000000.0,389000000.0,15897000000.0,2129000000.0,852000000.0,777000000,774000000.0,1495000000.0,14562000000.0,6781000000.0,2267000000.0,6768000000.0,940000000.0,-208000000.0,1283000000.0,-846000000.0,2360000000.0,195000000.0,7816000000.0,,3529000000.0,-113000000.0,89000000.0,-24000000.0,,,,
2014-09-30,2029000000.0,,2029000000.0,411000000.0,,,1550000000.0,12050000000.0,2679000000.0,2360000000.0,1.41,99000000.0,-346000000.0,,-909000000.0,-745000000.0,,2374000000.0,-10656000000.0,81000000.0,838000000.0,-331000000.0,22706000000.0,-300000000.0,52000000.0,,3005000000.0,-548000000.0,,-307000000.0,1898000000.0,,,848000000.0,1974000000,181000000.0,1.42,14847000000.0,74000000.0,-127000000.0,5889000000.0,,21060000000.0,10176000000.0,-51000000.0,1439000000,8701000000,1203000000.0,16736000000.0,31583000000.0,-71000000.0,16065000000.0,1780000000.0,854000000.0,1139000000,1203000000.0,1613000000.0,15491000000.0,7555000000.0,2312000000.0,7188000000.0,986000000.0,326000000.0,1513000000.0,-812000000.0,2029000000.0,298000000.0,7816000000.0,,3650000000.0,-101000000.0,74000000.0,207000000.0,,,,
2014-12-31,2291000000.0,349000000.0,2291000000.0,336000000.0,,-1000000.0,1240000000.0,12475000000.0,2679000000.0,2029000000.0,,103000000.0,-160000000.0,,-999000000.0,-36000000.0,,2367000000.0,-11007000000.0,-340000000.0,1149000000.0,262000000.0,23482000000.0,0.0,188000000.0,,2814000000.0,-128000000.0,81000000.0,-399000000.0,1280000000.0,,,,1856000000,-564000000.0,,15068000000.0,71000000.0,-152000000.0,5883000000.0,,21809000000.0,10059000000.0,-17000000.0,1299000000,8770000000,901000000.0,17172000000.0,32240000000.0,150000000.0,15942000000.0,1528000000.0,,904000000,901000000.0,563000000.0,16267000000.0,7564000000.0,2330000000.0,7400000000.0,1033000000.0,-315000000.0,1370000000.0,-806000000.0,2291000000.0,-164000000.0,7840000000.0,,3571000000.0,72000000.0,71000000.0,41000000.0,,,,
2015-03-31,2294000000.0,,2294000000.0,-241000000.0,,,-878000000.0,12299000000.0,2678000000.0,2291000000.0,-0.76,109000000.0,-102000000.0,,-704000000.0,763000000.0,,2131000000.0,-11246000000.0,51000000.0,812000000.0,3000000.0,23545000000.0,0.0,22000000.0,,2424000000.0,313000000.0,,-402000000.0,1820000000.0,,,850000000.0,1220000000,-628000000.0,-0.76,13825000000.0,105000000.0,-153000000.0,5018000000.0,,21013000000.0,9946000000.0,-27000000.0,660000000,7050000000,-643000000.0,16762000000.0,30587000000.0,108000000.0,14964000000.0,1462000000.0,850000000.0,-637000000,-643000000.0,1645000000.0,15591000000.0,6419000000.0,2332000000.0,6285000000.0,774000000.0,27000000.0,765000000.0,-682000000.0,2294000000.0,-318000000.0,7841000000.0,,3467000000.0,-132000000.0,105000000.0,-1432000000.0,,,,
2015-06-30,2760000000.0,,2760000000.0,71000000.0,,,125000000.0,11153000000.0,2677000000.0,2294000000.0,0.06,106000000.0,-141000000.0,,-519000000.0,777000000.0,,2246000000.0,-9340000000.0,12000000.0,1183000000.0,466000000.0,20493000000.0,0.0,23000000.0,,2181000000.0,553000000.0,,-298000000.0,2015000000.0,,,852000000.0,1099000000,-185000000.0,0.06,15224000000.0,43000000.0,-153000000.0,5005000000.0,,20914000000.0,9886000000.0,-16000000.0,643000000,5919000000,54000000.0,15382000000.0,30606000000.0,664000000.0,14891000000.0,1453000000.0,854000000.0,54000000,54000000.0,1896000000.0,15685000000.0,5633000000.0,1983000000.0,5233000000.0,809000000.0,-41000000.0,686000000.0,-553000000.0,2760000000.0,-239000000.0,7838000000.0,,2831000000.0,15000000.0,43000000.0,-412000000.0,,,,
2015-09-30,2249000000.0,,2249000000.0,-37000000.0,,,-90000000.0,11018000000.0,2677000000.0,2760000000.0,-0.06,102000000.0,-79000000.0,648000000.0,-525000000.0,-144000000.0,,2187000000.0,-9540000000.0,75000000.0,26000000.0,-511000000.0,20558000000.0,0.0,32000000.0,,2193000000.0,38000000.0,,-451000000.0,1991000000.0,,,855000000.0,923000000,-346000000.0,-0.06,14919000000.0,37000000.0,-154000000.0,5703000000.0,,20706000000.0,9065000000.0,-29000000.0,506000000,5582000000,-54000000.0,15329000000.0,30248000000.0,-499000000.0,14768000000.0,1246000000.0,855000000.0,-53000000,-54000000.0,2105000000.0,15448000000.0,5791000000.0,2124000000.0,5039000000.0,871000000.0,67000000.0,543000000.0,-489000000.0,2249000000.0,88000000.0,7243000000.0,,2692000000.0,94000000.0,37000000.0,-497000000.0,,,,
2015-12-31,10077000000.0,298000000.0,10077000000.0,-67000000.0,,-5000000.0,-93000000.0,10911000000.0,2677000000.0,2249000000.0,-0.03,142000000.0,7403000000.0,659000000.0,-436000000.0,72000000.0,,2313000000.0,-9789000000.0,-50000000.0,885000000.0,7828000000.0,20700000000.0,0.0,29000000.0,,2019000000.0,114000000.0,187000000.0,-363000000.0,1252000000.0,,,856000000.0,875000000,230000000.0,-0.03,21609000000.0,53000000.0,-154000000.0,5359000000.0,,20524000000.0,16088000000.0,-37000000.0,473000000,5082000000,-28000000.0,15333000000.0,36942000000.0,449000000.0,21447000000.0,944000000.0,856000000.0,-26000000,-28000000.0,632000000.0,15462000000.0,5317000000.0,2109000000.0,4556000000.0,838000000.0,-187000000.0,526000000.0,-468000000.0,10077000000.0,-134000000.0,14687000000.0,,2417000000.0,176000000.0,53000000.0,-430000000.0,,,,
2016-03-31,9593000000.0,,9593000000.0,-875000000.0,,,-3291000000.0,9252000000.0,2676000000.0,10077000000.0,-2.81,175000000.0,-77000000.0,3186000000.0,-234000000.0,228000000.0,,3192000000.0,-11976000000.0,77000000.0,-171000000.0,-484000000.0,21228000000.0,,,,1844000000.0,92000000.0,-857000000.0,-364000000.0,1773000000.0,,,858000000.0,571000000,-100000000.0,-2.81,19105000000.0,48000000.0,-154000000.0,7412000000.0,,17958000000.0,13460000000.0,,225000000,4198000000,-2412000000.0,14827000000.0,33932000000.0,-405000000.0,20872000000.0,806000000.0,858000000.0,-2416000000,-2412000000.0,438000000.0,13015000000.0,4983000000.0,2383000000.0,3925000000.0,609000000.0,-24000000.0,273000000.0,-208000000.0,9593000000.0,-170000000.0,12207000000.0,,2893000000.0,34000000.0,48000000.0,-3351000000.0,,,,
2016-06-30,3108000000.0,,3108000000.0,-902000000.0,,,-4107000000.0,8961000000.0,2675000000.0,9593000000.0,-3.73,206000000.0,-2655000000.0,763000000.0,-213000000.0,141000000.0,,1957000000.0,-10847000000.0,25000000.0,-3632000000.0,-6485000000.0,19808000000.0,,,,1490000000.0,-20000000.0,-659000000.0,-361000000.0,1676000000.0,,,860000000.0,458000000,-567000000.0,-3.73,12580000000.0,41000000.0,-155000000.0,4478000000.0,,14595000000.0,13482000000.0,,62000000,3835000000,-3208000000.0,15157000000.0,27737000000.0,-3845000000.0,17960000000.0,875000000.0,860000000.0,-3205000000,-3208000000.0,998000000.0,9734000000.0,4725000000.0,2383000000.0,3732000000.0,549000000.0,-36000000.0,103000000.0,-185000000.0,3108000000.0,-340000000.0,12158000000.0,,2650000000.0,179000000.0,41000000.0,-3973000000.0,,,,
2016-09-30,3289000000.0,,3289000000.0,-59000000.0,-624000000.0,,-52000000.0,8741000000.0,2675000000.0,3108000000.0,0.01,159000000.0,-719000000.0,152000000.0,-178000000.0,313000000.0,,1927000000.0,-10944000000.0,61000000.0,1041000000.0,181000000.0,19685000000.0,,,,1543000000.0,537000000.0,435000000.0,-360000000.0,1401000000.0,,,862000000.0,503000000,-313000000.0,0.01,11760000000.0,43000000.0,-156000000.0,3631000000.0,,14445000000.0,13398000000.0,,128000000,3833000000,6000000.0,14995000000.0,26755000000.0,863000000.0,17029000000.0,786000000.0,864000000.0,7000000,6000000.0,933000000.0,9682000000.0,4360000000.0,2383000000.0,3662000000.0,535000000.0,-13000000.0,171000000.0,-129000000.0,3289000000.0,49000000.0,12163000000.0,,2475000000.0,175000000.0,43000000.0,-39000000.0,,,,
2016-12-31,4009000000.0,261000000.0,4009000000.0,-22000000.0,-22000000.0,,-175000000.0,8532000000.0,2674000000.0,3289000000.0,,158000000.0,-89000000.0,163000000.0,-173000000.0,217000000.0,,2417000000.0,-11198000000.0,-172000000.0,1059000000.0,720000000.0,19730000000.0,,,,1764000000.0,623000000.0,-420000000.0,-454000000.0,1073000000.0,,,,-6956000000,728000000.0,,11677000000.0,96000000.0,-155000000.0,4023000000.0,,14141000000.0,13529000000.0,,221000000,4021000000,-149000000.0,15323000000.0,27000000000.0,886000000.0,17552000000.0,741000000.0,,-153000000,-149000000.0,886000000.0,9409000000.0,3922000000.0,2414000000.0,3704000000.0,544000000.0,-30000000.0,317000000.0,-188000000.0,4009000000.0,242000000.0,12214000000.0,,2275000000.0,164000000.0,96000000.0,-259000000.0,,,,
2017-03-31,2107000000.0,,2107000000.0,-25000000.0,-1566000000.0,,-57000000.0,8415000000.0,2674000000.0,4009000000.0,-0.04,265000000.0,-1659000000.0,97000000.0,-265000000.0,-178000000.0,,2082000000.0,-11446000000.0,63000000.0,5000000.0,-1902000000.0,19861000000.0,,,,2006000000.0,32000000.0,-132000000.0,-452000000.0,1195000000.0,,,867000000.0,586000000,-246000000.0,-0.04,9828000000.0,55000000.0,-156000000.0,3842000000.0,,13569000000.0,12054000000.0,,203000000,4279000000,-32000000.0,15057000000.0,24885000000.0,-260000000.0,15896000000.0,703000000.0,867000000.0,-32000000,-32000000.0,863000000.0,8951000000.0,4008000000.0,2419000000.0,4021000000.0,544000000.0,-13000000.0,258000000.0,-237000000.0,2107000000.0,228000000.0,10812000000.0,,2295000000.0,-18000000.0,55000000.0,-18000000.0,,,,
2017-06-30,2139000000.0,,2139000000.0,-29000000.0,-57000000.0,,-1000000.0,8374000000.0,2673000000.0,2107000000.0,0.03,,18000000.0,336000000.0,-327000000.0,-437000000.0,,2052000000.0,-11708000000.0,-1000000.0,346000000.0,32000000.0,20082000000.0,,,,2166000000.0,-254000000.0,-84000000.0,-450000000.0,983000000.0,,,869000000.0,794000000,8000000.0,0.03,10260000000.0,75000000.0,-156000000.0,4068000000.0,,13441000000.0,12304000000.0,,408000000,4957000000,28000000.0,15065000000.0,25325000000.0,19000000.0,16372000000.0,938000000.0,871000000.0,28000000,28000000.0,896000000.0,8917000000.0,4385000000.0,2407000000.0,4474000000.0,583000000.0,-16000000.0,483000000.0,-308000000.0,2139000000.0,170000000.0,10816000000.0,,2283000000.0,13000000.0,75000000.0,-288000000.0,,,,
2017-09-30,1898000000.0,,1898000000.0,135000000.0,-10000000.0,,496000000.0,8432000000.0,2673000000.0,2139000000.0,0.42,145000000.0,-369000000.0,515000000.0,-342000000.0,-449000000.0,,2338000000.0,-11911000000.0,30000000.0,1106000000.0,-241000000.0,20343000000.0,,,,2416000000.0,-280000000.0,511000000.0,-448000000.0,964000000.0,,,872000000.0,1035000000,120000000.0,0.42,10144000000.0,55000000.0,-157000000.0,4601000000.0,,13649000000.0,11943000000.0,,634000000,5444000000,365000000.0,15646000000.0,25790000000.0,764000000.0,16544000000.0,949000000.0,873000000.0,361000000,365000000.0,897000000.0,9217000000.0,4852000000.0,2685000000.0,4755000000.0,706000000.0,-27000000.0,689000000.0,-962000000.0,1898000000.0,213000000.0,10423000000.0,,2444000000.0,-44000000.0,55000000.0,-23000000.0,,,,
2017-12-31,2337000000.0,257000000.0,2337000000.0,1050000000.0,-8000000.0,0.0,244000000.0,8521000000.0,2673000000.0,1898000000.0,-0.94,146000000.0,-151000000.0,512000000.0,-439000000.0,-286000000.0,,1864000000.0,-12249000000.0,-154000000.0,1011000000.0,439000000.0,20770000000.0,,,,2554000000.0,-124000000.0,917000000.0,-469000000.0,562000000.0,,,873000000.0,1405000000,265000000.0,-0.94,10777000000.0,71000000.0,-157000000.0,4862000000.0,,12668000000.0,11874000000.0,,764000000,5940000000,-824000000.0,14308000000.0,25085000000.0,572000000.0,16736000000.0,835000000.0,873000000.0,-806000000,-824000000.0,875000000.0,8322000000.0,5036000000.0,2693000000.0,5105000000.0,746000000.0,-28000000.0,835000000.0,-420000000.0,2337000000.0,142000000.0,10430000000.0,,2396000000.0,20000000.0,71000000.0,-405000000.0,,,,
