date,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,quarterlyEbitda,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyAccountsReceivable,quarterlyTaxProvision,quarterlyLongTermDebt,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1986-12-31,,,,,,,872300000,872300000,,,,,,,,872300000,,,,,,,,,,,,,,,,,,51100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-31,,,,,,,872000000,872000000,,,,,,,87987000.0,872000000,,,,,,,,,,,,,,,0.28,,,24100000,,87987000.0,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,552400000,552400000,,,,,,,88007000.0,552400000,,,,,,,,,,,,,,,0.38,,,33500000,,88007000.0,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,574200000,574200000,,,,,,,86320000.0,574200000,,,,,,,,,,,,,,,0.7,,,60600000,,86320000.0,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,
1987-12-31,,,,,,,801900000,801900000,,,,,,,,801900000,,,,,,,,,,,,,,,,,,68700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-31,,,,,,,917100000,917100000,,,,,,,85036000.0,917100000,,,,,,,,,,,,,,,0.96,,,78900000,,85036000.0,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,575600000,575600000,,,,,,,82072000.0,575600000,,,,,,,,,,,,,,,0.64,,,52600000,,82072000.0,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,589500000,589500000,,,,,,,82122000.0,589500000,,,,,,,,,,,,,,,0.81,,,66800000,,82122000.0,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,
1988-12-31,,,,,,,860500000,860500000,,,,,,,,860500000,,,,,,,,,,,,,,,,,,73200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-31,,,,,,,922600000,922600000,,,,,,,82316000.0,922600000,,,,,,,,,,,,,,,1.29,,,106300000,,82316000.0,,,,,,,,,,,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,,,,
1989-06-30,,,,,,,608900000,608900000,,,,,,,82207792.0,608900000,,,,,,,,,,,,,,,0.77,,63300000.0,63300000,,82207792.0,,,,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,63300000.0,,,,,,,,,,
1989-09-30,,,,,,,569100000,569100000,,,,,,,82168675.0,569100000,,,,,,,,,,,,,,,0.83,,68200000.0,68200000,,82168675.0,,,,,,,,,,,,,,,,,,,,,,0.83,,,,,,,,,68200000.0,,,,,,,,,,
1989-12-31,,,,,,,860600000,860600000,,,,,,,,860600000,,,,,,,,,,,,,,,,,74300000.0,74300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74300000.0,,,,,,,,,,
1990-03-31,,,,,,,857100000,857100000,,,,,,,84109000.0,857100000,,,,,,,,,,,,,,,1.27,,248800000.0,248800000,,84109000.0,,,,,,,,,,,,,,,,,,,,,,1.27,,,,,,,,,245900000.0,,,,,,,,,,
1990-06-30,,,,,,,641700000,641700000,,,,,,,84109000.0,641700000,,,,,,,,,,,,,,,0.77,,184400000.0,184400000,,84109000.0,,,,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,181500000.0,,,,,,,,,,
1990-09-30,,,,,,,614900000,614900000,,,,,,,81529000.0,614900000,,,,,,,,,,,,,,,-0.26,,-3900000.0,-21400000,,81529000.0,,,,,,,,,,,,,,,,,,,,,,-0.26,,,,,,,,,-3900000.0,,,,,,,,,,
1990-12-31,,,,,,,850300000,850300000,,,,,,,,850300000,,,,,,,,,,,,,,,,,-638900000.0,-638900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-638900000.0,,,,,,,,,,
1991-03-31,,,,,,,977000000,977000000,,,,,,,80468750.0,977000000,,,,,,,,,,,,,,,-2.56,,-206000000.0,-206000000,,80468750.0,,,,,,,,,,,,,,,,,,,,,,-2.56,,,,,,,,,-206000000.0,,,,,,,,,,
1991-06-30,,,,,,,635000000,635000000,,,,,,,81578947.0,635000000,,,,,,,,,,,,,,,0.38,,31000000.0,31000000,,81578947.0,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,31000000.0,,,,,,,,,,
1991-09-30,,,,,,,614000000,614000000,,,,,,,80555556.0,614000000,,,,,,,,,,,,,,,0.36,,29000000.0,29000000,,80555556.0,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,29000000.0,,,,,,,,,,
1991-12-31,,,,,,,716000000,716000000,,,,,,,,716000000,,,,,,,,,,,,,,,,,-115000000.0,-115000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-115000000.0,,,,,,,,,,
1992-03-31,,,,,,,967000000,967000000,,,,,,,79687500.0,967000000,,,,,,,,,,,,,,,0.64,,51000000.0,51000000,,79687500.0,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,,,,,51000000.0,,,,,,,,,,
1992-06-30,,,,,,,664000000,664000000,,,,,,,82352941.0,664000000,,,,,,,,,,,,,,,0.17,,14000000.0,14000000,,82352941.0,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,14000000.0,,,,,,,,,,
1992-09-30,,,,,,,599000000,599000000,,,,,,,76923077.0,599000000,,,,,,,,,,,,,,,0.13,,10000000.0,10000000,,76923077.0,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,10000000.0,,,,,,,,,,
1992-12-31,,,,,,,843000000,843000000,,,,,,,,843000000,,,,,,,,,,,,,,,,,-372000000.0,-372000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-372000000.0,,,,,,,,,,
1993-03-31,,,,,,,1009000000,1009000000,,,,,,,80000000.0,1009000000,,,,,,,,,,,,,,,0.9,,72000000.0,72000000,,80000000.0,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,72000000.0,,,,,,,,,,
1993-06-30,,,,,,,742000000,742000000,,,,,,,80000000.0,742000000,,,,,,,,,,,,,,,0.3,,24000000.0,24000000,,80000000.0,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,24000000.0,,,,,,,,,,
1993-09-30,,,,,,,758000000,758000000,,,,,,,80000000.0,758000000,,,,,,,,,,,,,,,0.4,,32000000.0,32000000,,80000000.0,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,32000000.0,,,,,,,,,,
1993-12-31,,,,,,,936000000,936000000,,,,,,,,936000000,,,,,,,,,,,,,,,,,27000000.0,27000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000000.0,,,,,,,,,,
1994-03-31,1042000000.0,8707000000.0,527000000.0,-1000000.0,,5783000000.0,175000000,1142000000,202000000.0,212000000.0,179000000.0,17000000.0,70000000.0,-7000000.0,84782609.0,283000000,,,-15000000.0,-156000000.0,573000000.0,126000000.0,352000000.0,,108000000.0,1042000000.0,,981000000.0,,-4105000000.0,0.92,,78000000.0,78000000,380000000.0,84782609.0,1650000000.0,284000000.0,-209000000.0,-114000000.0,162000000.0,2000000.0,4602000000.0,129000000.0,48000000.0,2498000000.0,206000000.0,706000000.0,15000000.0,,495000000.0,615000000.0,,,70000000.0,70000000.0,55000000.0,0.92,6252000000.0,-35000000.0,284000000.0,48000000.0,266000000.0,0.0,,6825000000.0,78000000.0,,,,,,,,,,
1994-06-30,-1000000.0,8858000000.0,277000000.0,0.0,,5949000000.0,108000000,796000000,213000000.0,173000000.0,-72000000.0,32000000.0,45000000.0,-14000000.0,85714286.0,187000000,,,-16000000.0,-180000000.0,642000000.0,53000000.0,169000000.0,-630000000.0,79000000.0,1058000000.0,,1094000000.0,,-4173000000.0,0.35,4297000000.0,30000000.0,30000000,64000000.0,85714286.0,1680000000.0,391000000.0,118000000.0,-154000000.0,264000000.0,0.0,4685000000.0,160000000.0,23000000.0,2531000000.0,4000000.0,741000000.0,2000000.0,,490000000.0,519000000.0,,1000000.0,45000000.0,45000000.0,70000000.0,0.35,6365000000.0,-13000000.0,391000000.0,48000000.0,-90000000.0,0.0,,7007000000.0,30000000.0,,,,,,,,,,
1994-09-30,-3000000.0,8996000000.0,297000000.0,-1000000.0,,6076000000.0,126000000,767000000,198000000.0,149000000.0,-150000000.0,12000000.0,26000000.0,-14000000.0,86956522.0,211000000,,,-18000000.0,-181000000.0,670000000.0,67000000.0,171000000.0,-608000000.0,85000000.0,1085000000.0,,1275000000.0,,-4244000000.0,0.46,4241000000.0,40000000.0,40000000,-20000000.0,86956522.0,1739000000.0,639000000.0,182000000.0,-147000000.0,383000000.0,0.0,4752000000.0,112000000.0,27000000.0,2496000000.0,7000000.0,750000000.0,-19000000.0,,438000000.0,470000000.0,,1000000.0,26000000.0,26000000.0,45000000.0,0.46,6491000000.0,-29000000.0,639000000.0,52000000.0,-167000000.0,0.0,,7161000000.0,40000000.0,,,,,,,,,,
1994-12-31,,9125000000.0,303000000.0,0.0,,6277000000.0,96000000,914000000,243000000.0,250000000.0,55000000.0,-5000000.0,79000000.0,-17000000.0,,276000000,,,-18000000.0,-192000000.0,830000000.0,38000000.0,207000000.0,-595000000.0,158000000.0,1107000000.0,,1221000000.0,,-4299000000.0,,4503000000.0,31000000.0,31000000,188000000.0,,1728000000.0,403000000.0,57000000.0,-160000000.0,347000000.0,7000000.0,4826000000.0,154000000.0,7000000.0,2817000000.0,6000000.0,763000000.0,53000000.0,,575000000.0,611000000.0,,1000000.0,79000000.0,79000000.0,26000000.0,,6554000000.0,-25000000.0,403000000.0,58000000.0,28000000.0,0.0,,7384000000.0,31000000.0,,,,,,,,,,
1995-03-31,1000000.0,9231000000.0,422000000.0,,,6135000000.0,206000000,1119000000,214000000.0,215000000.0,103000000.0,29000000.0,48000000.0,-15000000.0,86868687.0,338000000,,,-18000000.0,-326000000.0,598000000.0,140000000.0,216000000.0,-527000000.0,132000000.0,1209000000.0,,1027000000.0,,-4405000000.0,0.99,,86000000.0,86000000,306000000.0,86868687.0,1920000000.0,315000000.0,-11000000.0,-287000000.0,186000000.0,1000000.0,4826000000.0,149000000.0,54000000.0,2890000000.0,33000000.0,782000000.0,-31000000.0,,498000000.0,697000000.0,,1000000.0,48000000.0,48000000.0,79000000.0,0.99,6746000000.0,-24000000.0,315000000.0,60000000.0,19000000.0,0.0,,7344000000.0,86000000.0,,,,,,,,,,
1995-06-30,1000000.0,9357000000.0,303000000.0,,,6259000000.0,124000000,837000000,247000000.0,168000000.0,-56000000.0,28000000.0,45000000.0,-14000000.0,89189189.0,233000000,,,-19000000.0,-182000000.0,650000000.0,58000000.0,179000000.0,-513000000.0,109000000.0,1229000000.0,,1215000000.0,,-4493000000.0,0.37,4479000000.0,33000000.0,33000000,75000000.0,89189189.0,1974000000.0,490000000.0,104000000.0,-149000000.0,268000000.0,1000000.0,4864000000.0,169000000.0,25000000.0,2857000000.0,6000000.0,797000000.0,-3000000.0,,478000000.0,534000000.0,,1000000.0,45000000.0,45000000.0,48000000.0,0.37,6838000000.0,-20000000.0,490000000.0,60000000.0,-74000000.0,0.0,,7488000000.0,33000000.0,,,,,,,,,,
1995-09-30,-8000000.0,9539000000.0,338000000.0,,,6417000000.0,149000000,869000000,263000000.0,135000000.0,-118000000.0,8000000.0,37000000.0,-13000000.0,87037037.0,260000000,,,-23000000.0,-272000000.0,742000000.0,79000000.0,189000000.0,-489000000.0,111000000.0,1439000000.0,,1380000000.0,,-4578000000.0,0.54,4470000000.0,47000000.0,47000000,8000000.0,87037037.0,2153000000.0,681000000.0,256000000.0,-91000000.0,368000000.0,-2000000.0,4961000000.0,202000000.0,32000000.0,2864000000.0,109000000.0,801000000.0,-8000000.0,,436000000.0,531000000.0,,1000000.0,37000000.0,37000000.0,45000000.0,0.54,7114000000.0,-168000000.0,681000000.0,61000000.0,-83000000.0,0.0,,7856000000.0,47000000.0,,,,,,,,,,
1995-12-31,1469000000.0,9701000000.0,338000000.0,0.0,,6674000000.0,124000000,1069000000,357000000.0,254000000.0,160000000.0,10000000.0,56000000.0,-22000000.0,,249000000,,,-24000000.0,-236000000.0,910000000.0,57000000.0,214000000.0,,125000000.0,1469000000.0,,1510000000.0,,-4627000000.0,,4593000000.0,38000000.0,38000000,293000000.0,,2159000000.0,548000000.0,-38000000.0,-8000000.0,304000000.0,2000000.0,5074000000.0,296000000.0,19000000.0,3012000000.0,12000000.0,811000000.0,19000000.0,,605000000.0,731000000.0,,,56000000.0,56000000.0,37000000.0,,7233000000.0,-81000000.0,548000000.0,62000000.0,285000000.0,0.0,,8143000000.0,38000000.0,,,,,,,,,,
1996-03-31,-8000000.0,9799000000.0,437000000.0,,,6502000000.0,214000000,1275000000,327000000.0,212000000.0,144000000.0,6000000.0,42000000.0,-11000000.0,106024096.0,347000000,,,-24000000.0,-225000000.0,750000000.0,145000000.0,223000000.0,-411000000.0,133000000.0,1541000000.0,,1039000000.0,,-4747000000.0,0.83,,88000000.0,88000000,349000000.0,106024096.0,2241000000.0,135000000.0,-138000000.0,-110000000.0,140000000.0,1000000.0,5052000000.0,356000000.0,57000000.0,3318000000.0,105000000.0,806000000.0,-14000000.0,,577000000.0,838000000.0,,1000000.0,42000000.0,42000000.0,56000000.0,0.83,7293000000.0,-84000000.0,135000000.0,62000000.0,239000000.0,0.0,,8043000000.0,88000000.0,,,,,,,,,,
1996-06-30,-8000000.0,9937000000.0,338000000.0,,,6574000000.0,156000000,936000000,346000000.0,181000000.0,-7000000.0,11000000.0,60000000.0,-6000000.0,94339623.0,342000000,,,-24000000.0,-205000000.0,746000000.0,84000000.0,182000000.0,-385000000.0,112000000.0,1575000000.0,,1136000000.0,,-4843000000.0,0.54,4859000000.0,50000000.0,50000000,137000000.0,92592593.0,2309000000.0,239000000.0,86000000.0,-141000000.0,215000000.0,0.0,5094000000.0,290000000.0,34000000.0,3310000000.0,8000000.0,812000000.0,18000000.0,,551000000.0,598000000.0,,1000000.0,60000000.0,60000000.0,42000000.0,0.53,7403000000.0,-73000000.0,239000000.0,63000000.0,-4000000.0,0.0,,8149000000.0,50000000.0,,,,,,,,,,
1996-09-30,-7000000.0,10113000000.0,352000000.0,,,6672000000.0,166000000,929000000,319000000.0,151000000.0,-121000000.0,8000000.0,55000000.0,-5000000.0,89230769.0,276000000,,,-27000000.0,-192000000.0,785000000.0,92000000.0,186000000.0,-354000000.0,110000000.0,1619000000.0,,1365000000.0,,-4936000000.0,0.65,4727000000.0,58000000.0,58000000,34000000.0,89230769.0,2329000000.0,539000000.0,153000000.0,-179000000.0,360000000.0,-1000000.0,5177000000.0,219000000.0,34000000.0,3188000000.0,13000000.0,814000000.0,-5000000.0,,507000000.0,577000000.0,,1000000.0,55000000.0,55000000.0,60000000.0,0.65,7506000000.0,-27000000.0,539000000.0,64000000.0,-145000000.0,0.0,,8291000000.0,58000000.0,,,,,,,,,,
1996-12-31,-6000000.0,10147000000.0,371000000.0,0.0,,6913000000.0,141000000,1183000000,411000000.0,283000000.0,-28000000.0,21000000.0,56000000.0,-7000000.0,,268000000,,,-28000000.0,-219000000.0,1014000000.0,58000000.0,230000000.0,-338000000.0,127000000.0,1702000000.0,,1723000000.0,,-4867000000.0,,4607000000.0,44000000.0,44000000,141000000.0,,2321000000.0,742000000.0,79000000.0,-229000000.0,302000000.0,-11000000.0,5280000000.0,373000000.0,14000000.0,3045000000.0,66000000.0,859000000.0,1000000.0,,570000000.0,812000000.0,,1000000.0,56000000.0,56000000.0,55000000.0,,7601000000.0,-28000000.0,742000000.0,63000000.0,-88000000.0,0.0,,8615000000.0,44000000.0,,,,,,,,,,
1997-03-31,-6000000.0,10270000000.0,446000000.0,,,6628000000.0,213000000,1313000000,388000000.0,227000000.0,184000000.0,3000000.0,57000000.0,-13000000.0,107692308.0,352000000,,,-28000000.0,-157000000.0,769000000.0,134000000.0,233000000.0,-282000000.0,139000000.0,1775000000.0,,1663000000.0,,-4991000000.0,0.79,,84000000.0,84000000,379000000.0,106329114.0,2355000000.0,756000000.0,-221000000.0,-132000000.0,184000000.0,-2000000.0,5279000000.0,301000000.0,50000000.0,2828000000.0,17000000.0,847000000.0,1000000.0,,519000000.0,867000000.0,,1000000.0,57000000.0,57000000.0,56000000.0,0.78,7634000000.0,-25000000.0,756000000.0,68000000.0,247000000.0,0.0,,8403000000.0,84000000.0,,,,,,,,,,
1997-06-30,-6000000.0,5901000000.0,364000000.0,,,7322000000.0,167000000,1036000000,351000000.0,166000000.0,-172000000.0,20000000.0,51000000.0,-12000000.0,98181818.0,288000000,,,-28000000.0,-778000000.0,801000000.0,83000000.0,197000000.0,-256000000.0,121000000.0,1814000000.0,,1753000000.0,,-512000000.0,0.55,4703000000.0,54000000.0,54000000,2000000.0,98181818.0,2946000000.0,936000000.0,770000000.0,-233000000.0,245000000.0,-1000000.0,5389000000.0,339000000.0,29000000.0,3166000000.0,186000000.0,847000000.0,-6000000.0,,466000000.0,672000000.0,,1000000.0,51000000.0,51000000.0,57000000.0,0.55,8335000000.0,-533000000.0,936000000.0,73000000.0,-231000000.0,0.0,,9136000000.0,54000000.0,,,,,,,,,,
1997-09-30,-49000000.0,10604000000.0,382000000.0,,,7666000000.0,185000000,1045000000,396000000.0,131000000.0,-162000000.0,-3000000.0,134000000.0,-28000000.0,95652174.0,309000000,,,-31000000.0,-235000000.0,1020000000.0,94000000.0,197000000.0,-221000000.0,124000000.0,1834000000.0,,2153000000.0,,-5189000000.0,0.7,4642000000.0,66000000.0,66000000,-18000000.0,94285714.0,3065000000.0,1305000000.0,336000000.0,-173000000.0,371000000.0,1000000.0,5415000000.0,384000000.0,28000000.0,3142000000.0,143000000.0,829000000.0,83000000.0,,452000000.0,663000000.0,,1000000.0,134000000.0,134000000.0,51000000.0,0.69,8480000000.0,-67000000.0,1305000000.0,80000000.0,-191000000.0,0.0,,9500000000.0,66000000.0,,,,,,,,,,
1997-12-31,-102000000.0,10705000000.0,415000000.0,0.0,,7816000000.0,181000000,1393000000,478000000.0,278000000.0,115000000.0,13000000.0,67000000.0,11000000.0,,318000000,,,-32000000.0,-414000000.0,1138000000.0,74000000.0,234000000.0,-189000000.0,137000000.0,1977000000.0,,2075000000.0,,-5270000000.0,,4905000000.0,64000000.0,64000000,294000000.0,,3220000000.0,1025000000.0,53000000.0,-173000000.0,317000000.0,-10000000.0,5435000000.0,476000000.0,10000000.0,3347000000.0,164000000.0,894000000.0,-67000000.0,,572000000.0,978000000.0,,1000000.0,67000000.0,67000000.0,134000000.0,,8655000000.0,-255000000.0,1025000000.0,85000000.0,121000000.0,0.0,,9793000000.0,64000000.0,,,,,,,,,,
1998-03-31,-97000000.0,10795000000.0,426000000.0,,,7729000000.0,150000000,1374000000,412000000.0,276000000.0,93000000.0,-12000000.0,72000000.0,-21000000.0,115277778.0,304000000,,,-33000000.0,-246000000.0,1028000000.0,55000000.0,276000000.0,-139000000.0,154000000.0,2052000000.0,,1506000000.0,,-5416000000.0,0.73,,83000000.0,40000000,249000000.0,113698630.0,3374000000.0,563000000.0,2000000.0,-128000000.0,208000000.0,1000000.0,5379000000.0,472000000.0,15000000.0,3829000000.0,20000000.0,865000000.0,5000000.0,,531000000.0,948000000.0,,1000000.0,72000000.0,72000000.0,67000000.0,0.72,8753000000.0,-125000000.0,563000000.0,83000000.0,121000000.0,0.0,,9781000000.0,83000000.0,,,,,,,,,,
1998-06-30,-129000000.0,10815000000.0,385000000.0,,,7981000000.0,188000000,1132000000,416000000.0,216000000.0,-198000000.0,96000000.0,230000000.0,-38000000.0,104838710.0,298000000,,,-33000000.0,-221000000.0,1257000000.0,91000000.0,197000000.0,-292000000.0,110000000.0,1877000000.0,,1249000000.0,,-5667000000.0,0.63,5896000000.0,65000000.0,65000000,60000000.0,103174603.0,3453000000.0,381000000.0,317000000.0,-161000000.0,302000000.0,0.0,5148000000.0,509000000.0,26000000.0,4372000000.0,10000000.0,839000000.0,156000000.0,,452000000.0,747000000.0,,1000000.0,230000000.0,230000000.0,72000000.0,0.62,8601000000.0,-62000000.0,381000000.0,84000000.0,-101000000.0,0.0,,9858000000.0,65000000.0,,,,,,,,,,
