date,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,quarterlyEbitda,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyAccountsReceivable,quarterlyTaxProvision,quarterlyLongTermDebt,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2006-12-31,-318000000.0,13293000000.0,-653000000.0,,10000000.0,12785000000.0,-147000000,1920000000,566000000.0,560000000.0,109000000.0,-48000000.0,351000000.0,-229000000.0,,11000000,141000000.0,,-3000000.0,-315000000.0,3143000000.0,-64000000.0,-506000000.0,-1918000000.0,6000000.0,2495000000.0,,2156000000.0,,-5317000000.0,,8569000000.0,-29000000.0,-31000000,252000000.0,,4226000000.0,566000000.0,-45000000.0,-152000000.0,1357000000.0,110000000.0,7976000000.0,875000000.0,-33000000.0,6380000000.0,-10000000.0,182000000.0,-108000000.0,,1024000000.0,2573000000.0,,263000000.0,351000000.0,351000000.0,459000000.0,,12228000000.0,-13000000.0,566000000.0,127000000.0,100000000.0,1000000.0,,15371000000.0,-32000000.0,,,,,,,,,,
2007-03-31,-192000000.0,13189000000.0,1807000000.0,-32000000.0,18000000.0,12788000000.0,-47000000,2237000000,495000000.0,677000000.0,17000000.0,-143000000.0,616000000.0,74000000.0,220618557.0,125000000,517000000.0,,-14000000.0,6000000.0,3215000000.0,-101000000.0,1854000000.0,-2168000000.0,242000000.0,2404000000.0,,2184000000.0,,-5286000000.0,-0.97,,-211000000.0,-31000000,315000000.0,220618557.0,4133000000.0,723000000.0,-57000000.0,-266000000.0,824000000.0,39000000.0,7903000000.0,1072000000.0,-70000000.0,6210000000.0,7000000.0,168000000.0,265000000.0,,966000000.0,430000000.0,,296000000.0,642000000.0,642000000.0,351000000.0,-0.97,12062000000.0,,723000000.0,108000000.0,49000000.0,-1000000.0,,15277000000.0,-214000000.0,26000000.0,,,,,,,,,
2007-06-30,-137000000.0,11896000000.0,847000000.0,0.0,,12184000000.0,4000000,1319000000,470000000.0,398000000.0,15000000.0,15000000.0,1891000000.0,167000000.0,220000000.0,142000000,-325000000.0,,-14000000.0,1473000000.0,4171000000.0,-84000000.0,843000000.0,-2140000000.0,23000000.0,2452000000.0,,2473000000.0,,-4076000000.0,0.15,7606000000.0,36000000.0,-55000000,86000000.0,220000000.0,2699000000.0,986000000.0,-285000000.0,-112000000.0,1130000000.0,5000000.0,7820000000.0,699000000.0,-29000000.0,5585000000.0,4000000.0,128000000.0,1275000000.0,,1017000000.0,472000000.0,,252000000.0,1944000000.0,1944000000.0,616000000.0,0.15,10519000000.0,,986000000.0,120000000.0,-26000000.0,1000000.0,,14690000000.0,33000000.0,,,,,,,,,,
2007-09-30,-136000000.0,12078000000.0,762000000.0,0.0,,11732000000.0,194000000,1282000000,488000000.0,409000000.0,-455000000.0,49000000.0,1245000000.0,-2000000.0,241176471.0,332000000,-378000000.0,,-14000000.0,-85000000.0,3696000000.0,130000000.0,568000000.0,-2070000000.0,-304000000.0,2522000000.0,,2449000000.0,,-4117000000.0,0.37,7163000000.0,84000000.0,84000000,-517000000.0,221621622.0,2647000000.0,998000000.0,-44000000.0,-163000000.0,1509000000.0,19000000.0,7961000000.0,533000000.0,46000000.0,5568000000.0,2000000.0,59000000.0,-646000000.0,,963000000.0,520000000.0,,252000000.0,1245000000.0,1245000000.0,1891000000.0,0.34,10608000000.0,,998000000.0,113000000.0,-680000000.0,-18000000.0,,14304000000.0,82000000.0,,,,,,,,,,
2007-12-31,-144000000.0,12894000000.0,-1023000000.0,0.0,,11763000000.0,-231000000,1674000000,433000000.0,329000000.0,-105000000.0,-142000000.0,348000000.0,-7000000.0,,-93000000,176000000.0,,-14000000.0,-736000000.0,2884000000.0,-259000000.0,-792000000.0,-2208000000.0,423000000.0,2380000000.0,,2477000000.0,,-4166000000.0,,7211000000.0,-124000000.0,-122000000,143000000.0,,2584000000.0,723000000.0,-304000000.0,-750000000.0,1334000000.0,59000000.0,8728000000.0,839000000.0,-137000000.0,5563000000.0,2000000.0,58000000.0,-897000000.0,,1321000000.0,2697000000.0,,252000000.0,382000000.0,382000000.0,1245000000.0,,11312000000.0,,723000000.0,102000000.0,-607000000.0,1000000.0,,14196000000.0,-127000000.0,,,,,,,,,,
2008-03-31,-149000000.0,13031000000.0,1699000000.0,,,11734000000.0,261000000,2184000000,396000000.0,317000000.0,380000000.0,67000000.0,841000000.0,3000000.0,234090909.0,443000000,526000000.0,,-23000000.0,-152000000.0,2887000000.0,170000000.0,1438000000.0,-2131000000.0,-12000000.0,2455000000.0,,2234000000.0,,-4245000000.0,0.46,,106000000.0,106000000,474000000.0,223913043.0,2569000000.0,856000000.0,171000000.0,-155000000.0,808000000.0,2000000.0,8786000000.0,921000000.0,64000000.0,5722000000.0,493000000.0,57000000.0,493000000.0,,982000000.0,485000000.0,,252000000.0,841000000.0,841000000.0,348000000.0,0.44,11355000000.0,,856000000.0,100000000.0,319000000.0,-5000000.0,,14242000000.0,103000000.0,,,,,,,,,,
2008-06-30,-22000000.0,13189000000.0,933000000.0,,,11227000000.0,148000000,1365000000,478000000.0,249000000.0,-44000000.0,16000000.0,527000000.0,-7000000.0,242105263.0,286000000,-347000000.0,,-24000000.0,-192000000.0,2647000000.0,75000000.0,785000000.0,-2106000000.0,-4000000.0,2611000000.0,,1882000000.0,,-4294000000.0,0.2,7351000000.0,49000000.0,50000000,177000000.0,230000000.0,2348000000.0,517000000.0,-299000000.0,-185000000.0,1194000000.0,12000000.0,8895000000.0,647000000.0,25000000.0,5698000000.0,-489000000.0,56000000.0,-314000000.0,,887000000.0,432000000.0,,251000000.0,555000000.0,555000000.0,841000000.0,0.19,11243000000.0,,517000000.0,94000000.0,-8000000.0,0.0,,13890000000.0,46000000.0,,,,,,,,,,
2008-09-30,-17000000.0,13355000000.0,849000000.0,,,11346000000.0,207000000,1428000000,417000000.0,204000000.0,-739000000.0,34000000.0,162000000.0,-24000000.0,234300000.0,351000000,-572000000.0,,-24000000.0,-194000000.0,2830000000.0,117000000.0,642000000.0,-2047000000.0,,2678000000.0,,1875000000.0,,-4360000000.0,0.36,7479000000.0,81000000.0,80000000,-468000000.0,224100000.0,2252000000.0,649000000.0,297000000.0,-171000000.0,1726000000.0,3000000.0,8995000000.0,738000000.0,37000000.0,5896000000.0,2000000.0,56000000.0,-365000000.0,,809000000.0,579000000.0,,251000000.0,162000000.0,162000000.0,527000000.0,0.34,11247000000.0,,649000000.0,96000000.0,-639000000.0,-5000000.0,,14077000000.0,79000000.0,,,,,,,,,,
2008-12-31,-28000000.0,13618000000.0,-872000000.0,,,12143000000.0,177000000,1844000000,466000000.0,358000000.0,75000000.0,12000000.0,213000000.0,12000000.0,,330000000,357000000.0,,-24000000.0,-301000000.0,2827000000.0,80000000.0,-1049000000.0,-2007000000.0,,2706000000.0,,1863000000.0,,-4428000000.0,,8314000000.0,64000000.0,64000000,376000000.0,,2884000000.0,514000000.0,-24000000.0,-315000000.0,1405000000.0,0.0,9190000000.0,851000000.0,16000000.0,6037000000.0,3000000.0,100000000.0,51000000.0,,883000000.0,2716000000.0,,245000000.0,213000000.0,213000000.0,162000000.0,,12074000000.0,,514000000.0,103000000.0,61000000.0,2000000.0,,14901000000.0,61000000.0,,,,,,,,,,
2009-03-31,-32000000.0,13790000000.0,719000000.0,,,12146000000.0,206000000,2106000000,354000000.0,19000000.0,254000000.0,49000000.0,826000000.0,6000000.0,233200000.0,393000000,566000000.0,-75000000.0,-32000000.0,-192000000.0,2984000000.0,121000000.0,513000000.0,-1991000000.0,14000000.0,2804000000.0,10710000000.0,1436000000.0,-310000000.0,-4524000000.0,0.3,2407000000.0,72000000.0,73000000,606000000.0,226600000.0,2561000000.0,309000000.0,199000000.0,-197000000.0,839000000.0,10000000.0,9266000000.0,982000000.0,48000000.0,6457000000.0,3000000.0,130000000.0,613000000.0,11000000.0,122000000.0,1387000000.0,173000000.0,289000000.0,826000000.0,826000000.0,213000000.0,0.3,12018000000.0,-1000000.0,311000000.0,99000000.0,409000000.0,0.0,,15002000000.0,69000000.0,,,,,,,,,,
2009-06-30,-27000000.0,13883000000.0,1228000000.0,,,12357000000.0,142000000,1228000000,406000000.0,2100000000.0,155000000.0,45000000.0,1025000000.0,-11000000.0,235000000.0,142000000,-299000000.0,49000000.0,-31000000.0,-244000000.0,3156000000.0,79000000.0,1086000000.0,-1945000000.0,194000000.0,2869000000.0,11157000000.0,1200000000.0,-145000000.0,-4462000000.0,0.33,3947000000.0,77000000.0,50000000,197000000.0,227000000.0,2690000000.0,269000000.0,246000000.0,-240000000.0,251000000.0,-63000000.0,9421000000.0,701000000.0,29000000.0,7104000000.0,2000000.0,167000000.0,199000000.0,10000000.0,171000000.0,0.0,121000000.0,287000000.0,1025000000.0,1025000000.0,826000000.0,0.32,12121000000.0,,623000000.0,105000000.0,-43000000.0,-19000000.0,,15277000000.0,74000000.0,,,,,,,,,,
2009-09-30,-23000000.0,14081000000.0,1274000000.0,,,12196000000.0,239000000,1274000000,376000000.0,2449000000.0,-471000000.0,37000000.0,183000000.0,-243000000.0,235483871.0,235000000,-389000000.0,-29000000.0,-30000000.0,-243000000.0,2662000000.0,132000000.0,1035000000.0,-1900000000.0,-455000000.0,2634000000.0,11078000000.0,1118000000.0,-686000000.0,-4515000000.0,0.32,4220000000.0,75000000.0,81000000,-165000000.0,228125000.0,2646000000.0,332000000.0,-434000000.0,-217000000.0,1527000000.0,-3000000.0,9566000000.0,665000000.0,51000000.0,6471000000.0,2000000.0,157000000.0,-842000000.0,9000000.0,225000000.0,0.0,128000000.0,2000000.0,183000000.0,183000000.0,1025000000.0,0.31,12221000000.0,,712000000.0,103000000.0,-165000000.0,-434000000.0,90000000.0,14883000000.0,73000000.0,,,,,,,,,,
2009-12-31,-33000000.0,14222000000.0,603000000.0,,,12318000000.0,111000000,1597000000,509000000.0,21000000.0,55000000.0,-9000000.0,90000000.0,-43000000.0,,279000000,208000000.0,5000000.0,-32000000.0,-256000000.0,2742000000.0,3000000.0,492000000.0,-1927000000.0,-47000000.0,2841000000.0,10364000000.0,1954000000.0,-71000000.0,-4540000000.0,,2761000000.0,5000000.0,16000000,210000000.0,,2323000000.0,268000000.0,-46000000.0,-213000000.0,1319000000.0,13000000.0,9682000000.0,948000000.0,-13000000.0,5895000000.0,2000000.0,51000000.0,-87000000.0,9000000.0,117000000.0,994000000.0,148000000.0,2000000.0,90000000.0,90000000.0,183000000.0,,12514000000.0,,734000000.0,128000000.0,-3000000.0,36000000.0,,15256000000.0,2000000.0,,,,,,,,,,
2010-03-31,-32000000.0,14154000000.0,752000000.0,,,12285000000.0,239000000,1967000000,403000000.0,2017000000.0,420000000.0,42000000.0,755000000.0,-212000000.0,250000000.0,255000000,460000000.0,-44000000.0,-37000000.0,-212000000.0,2795000000.0,150000000.0,513000000.0,-1876000000.0,13000000.0,2897000000.0,11312000000.0,973000000.0,-45000000.0,-4507000000.0,0.37,4287000000.0,88000000.0,89000000,657000000.0,229729730.0,2784000000.0,234000000.0,221000000.0,-201000000.0,846000000.0,13000000.0,9647000000.0,882000000.0,61000000.0,7025000000.0,3000000.0,458000000.0,665000000.0,52000000.0,80000000.0,1215000000.0,172000000.0,2000000.0,755000000.0,755000000.0,90000000.0,0.34,12431000000.0,,720000000.0,105000000.0,657000000.0,221000000.0,36000000.0,15226000000.0,85000000.0,,,,,,,,,,
2010-06-30,-31000000.0,14370000000.0,676000000.0,,,12058000000.0,262000000,1340000000,460000000.0,45000000.0,70000000.0,65000000.0,536000000.0,-37000000.0,247600000.0,388000000,-230000000.0,85000000.0,-37000000.0,-278000000.0,2621000000.0,159000000.0,414000000.0,-1831000000.0,8000000.0,2948000000.0,10322000000.0,1736000000.0,-319000000.0,-4566000000.0,0.35,2239000000.0,82000000.0,100000000,391000000.0,228200000.0,2288000000.0,229000000.0,-332000000.0,-243000000.0,1077000000.0,-10000000.0,9804000000.0,705000000.0,59000000.0,5883000000.0,2000000.0,493000000.0,-219000000.0,52000000.0,113000000.0,664000000.0,131000000.0,241000000.0,536000000.0,536000000.0,755000000.0,0.32,12430000000.0,,653000000.0,98000000.0,148000000.0,22000000.0,142000000.0,15051000000.0,80000000.0,,,,,,,,,,
2010-09-30,-31000000.0,14534000000.0,772000000.0,,,12705000000.0,319000000,1443000000,464000000.0,1236000000.0,-503000000.0,98000000.0,696000000.0,-36000000.0,254700000.0,468000000,-318000000.0,-50000000.0,-37000000.0,-236000000.0,3086000000.0,233000000.0,453000000.0,-1731000000.0,3000000.0,2821000000.0,10408000000.0,2297000000.0,-90000000.0,-4616000000.0,0.58,2232000000.0,145000000.0,146000000,-50000000.0,229000000.0,2196000000.0,404000000.0,446000000.0,-198000000.0,224000000.0,11000000.0,9918000000.0,681000000.0,87000000.0,6013000000.0,2000000.0,453000000.0,160000000.0,49000000.0,93000000.0,671000000.0,133000000.0,0.0,696000000.0,696000000.0,536000000.0,0.53,12485000000.0,,1031000000.0,102000000.0,-248000000.0,-71000000.0,61000000.0,15571000000.0,134000000.0,,,,,,,,,,
2010-12-31,-40000000.0,14715000000.0,714000000.0,-226000000.0,,12779000000.0,158000000,1682000000,501000000.0,980000000.0,-20000000.0,22000000.0,247000000.0,-55000000.0,,295000000,221000000.0,2000000.0,-51000000.0,-277000000.0,2759000000.0,48000000.0,556000000.0,-1757000000.0,32000000.0,2793000000.0,10758000000.0,2021000000.0,-487000000.0,-4646000000.0,,2255000000.0,25000000.0,31000000,-39000000.0,,2342000000.0,167000000.0,-133000000.0,-222000000.0,229000000.0,-8000000.0,10069000000.0,991000000.0,17000000.0,6448000000.0,3000000.0,487000000.0,-449000000.0,49000000.0,121000000.0,968000000.0,140000000.0,2000000.0,247000000.0,247000000.0,696000000.0,,12857000000.0,,750000000.0,107000000.0,-261000000.0,34000000.0,,15616000000.0,25000000.0,,,,,,,,,,
2011-03-31,-40000000.0,14869000000.0,814000000.0,,,12711000000.0,306000000,2055000000,413000000.0,14000000.0,429000000.0,73000000.0,801000000.0,-37000000.0,261700000.0,477000000,462000000.0,-9000000.0,-53000000.0,-228000000.0,2741000000.0,210000000.0,508000000.0,-1675000000.0,21000000.0,2887000000.0,10421000000.0,2290000000.0,-19000000.0,-4731000000.0,0.54,288000000.0,135000000.0,133000000,841000000.0,250000000.0,252000000.0,110000000.0,-61000000.0,-191000000.0,712000000.0,7000000.0,10138000000.0,930000000.0,77000000.0,5926000000.0,,593000000.0,554000000.0,51000000.0,95000000.0,1241000000.0,162000000.0,3000000.0,801000000.0,801000000.0,247000000.0,0.52,12901000000.0,,1275000000.0,105000000.0,650000000.0,-2000000.0,,15642000000.0,135000000.0,,,,,,,,,,
2011-06-30,-38000000.0,15057000000.0,668000000.0,,,12943000000.0,207000000,1364000000,444000000.0,8000000.0,110000000.0,1000000.0,994000000.0,-35000000.0,261900000.0,337000000,-258000000.0,43000000.0,-53000000.0,-243000000.0,2956000000.0,111000000.0,461000000.0,-1628000000.0,18000000.0,2958000000.0,10702000000.0,2241000000.0,-285000000.0,-4802000000.0,0.4,278000000.0,100000000.0,101000000,375000000.0,250300000.0,234000000.0,123000000.0,61000000.0,-208000000.0,969000000.0,6000000.0,10255000000.0,719000000.0,10000000.0,6184000000.0,,815000000.0,193000000.0,52000000.0,150000000.0,696000000.0,122000000.0,3000000.0,994000000.0,994000000.0,801000000.0,0.38,12989000000.0,,1123000000.0,104000000.0,167000000.0,-6000000.0,,15945000000.0,100000000.0,,,,,,,,,,
2011-09-30,-40000000.0,15279000000.0,770000000.0,,,12871000000.0,316000000,1464000000,484000000.0,2000000.0,-406000000.0,75000000.0,623000000.0,-56000000.0,263900000.0,445000000,-310000000.0,-24000000.0,-53000000.0,-281000000.0,2860000000.0,221000000.0,454000000.0,-1542000000.0,26000000.0,3043000000.0,10657000000.0,2214000000.0,-14000000.0,-4869000000.0,0.55,265000000.0,139000000.0,140000000,-21000000.0,251300000.0,203000000.0,252000000.0,-69000000.0,-225000000.0,1279000000.0,5000000.0,10410000000.0,690000000.0,81000000.0,6037000000.0,4000000.0,917000000.0,-371000000.0,53000000.0,94000000.0,694000000.0,120000000.0,3000000.0,623000000.0,623000000.0,994000000.0,0.53,13098000000.0,,1140000000.0,104000000.0,-246000000.0,-43000000.0,,15958000000.0,139000000.0,,,,,,,,,,
2011-12-31,-49000000.0,15534000000.0,739000000.0,0.0,,13380000000.0,174000000,1620000000,575000000.0,1000000.0,-39000000.0,18000000.0,161000000.0,-48000000.0,,308000000,92000000.0,20000000.0,-52000000.0,-306000000.0,2565000000.0,64000000.0,565000000.0,-1553000000.0,-32000000.0,3028000000.0,11042000000.0,2338000000.0,-119000000.0,-4901000000.0,,336000000.0,41000000.0,41000000,-26000000.0,,276000000.0,284000000.0,-130000000.0,-258000000.0,1187000000.0,-9000000.0,10633000000.0,869000000.0,23000000.0,6040000000.0,3000000.0,1081000000.0,-462000000.0,50000000.0,131000000.0,881000000.0,142000000.0,3000000.0,161000000.0,161000000.0,623000000.0,,13887000000.0,,1057000000.0,102000000.0,-284000000.0,-2000000.0,,16452000000.0,41000000.0,,,,,,,,,,
2012-03-31,-47000000.0,15763000000.0,724000000.0,,,13067000000.0,188000000,1743000000,409000000.0,0.0,307000000.0,42000000.0,358000000.0,-19000000.0,266800000.0,369000000,312000000.0,-89000000.0,-62000000.0,-313000000.0,2268000000.0,98000000.0,536000000.0,-1548000000.0,19000000.0,3049000000.0,11248000000.0,1819000000.0,-465000000.0,-5008000000.0,0.26,328000000.0,67000000.0,60000000,635000000.0,255600000.0,268000000.0,259000000.0,-125000000.0,-294000000.0,888000000.0,8000000.0,10755000000.0,750000000.0,38000000.0,6193000000.0,,1101000000.0,197000000.0,53000000.0,100000000.0,1019000000.0,172000000.0,3000000.0,358000000.0,358000000.0,161000000.0,0.25,13892000000.0,,837000000.0,99000000.0,341000000.0,-3000000.0,,16160000000.0,67000000.0,,,,,,,,,,
2012-06-30,-45000000.0,15970000000.0,720000000.0,,,13138000000.0,260000000,1333000000,527000000.0,13000000.0,-28000000.0,60000000.0,187000000.0,-16000000.0,268200000.0,396000000,-177000000.0,99000000.0,-63000000.0,-297000000.0,2206000000.0,168000000.0,460000000.0,-1511000000.0,16000000.0,3111000000.0,11331000000.0,1807000000.0,-523000000.0,-4973000000.0,0.38,336000000.0,100000000.0,101000000,308000000.0,261200000.0,240000000.0,258000000.0,-182000000.0,-281000000.0,1052000000.0,5000000.0,10997000000.0,670000000.0,67000000.0,6221000000.0,,1134000000.0,-171000000.0,54000000.0,133000000.0,613000000.0,130000000.0,3000000.0,187000000.0,187000000.0,358000000.0,0.37,14087000000.0,,653000000.0,98000000.0,27000000.0,-4000000.0,,16293000000.0,100000000.0,,,,,,,,,,
2012-09-30,-43000000.0,16237000000.0,828000000.0,,,13368000000.0,343000000,1507000000,491000000.0,42000000.0,-433000000.0,91000000.0,128000000.0,-10000000.0,269000000.0,481000000,-218000000.0,-26000000.0,-63000000.0,-328000000.0,2360000000.0,247000000.0,485000000.0,-1426000000.0,16000000.0,3196000000.0,11883000000.0,1485000000.0,-205000000.0,-5047000000.0,0.56,2262000000.0,148000000.0,149000000,-9000000.0,262900000.0,2490000000.0,259000000.0,278000000.0,-318000000.0,1272000000.0,-1000000.0,11190000000.0,667000000.0,98000000.0,6711000000.0,4000000.0,1200000000.0,-59000000.0,56000000.0,81000000.0,679000000.0,138000000.0,3000000.0,128000000.0,128000000.0,187000000.0,0.55,14248000000.0,,510000000.0,96000000.0,-327000000.0,19000000.0,,16608000000.0,148000000.0,,,,,,,,,,
2012-12-31,-55000000.0,16672000000.0,-443000000.0,,,13893000000.0,211000000,1670000000,521000000.0,35000000.0,-2000000.0,34000000.0,93000000.0,-29000000.0,,363000000,187000000.0,11000000.0,-64000000.0,-412000000.0,2422000000.0,109000000.0,-654000000.0,-1423000000.0,-35000000.0,3194000000.0,12096000000.0,1797000000.0,-369000000.0,-5121000000.0,,311000000.0,67000000.0,67000000,307000000.0,,293000000.0,177000000.0,70000000.0,-383000000.0,1084000000.0,-8000000.0,11551000000.0,865000000.0,42000000.0,6710000000.0,3000000.0,1058000000.0,-35000000.0,57000000.0,101000000.0,2113000000.0,158000000.0,3000000.0,93000000.0,93000000.0,128000000.0,,14709000000.0,,651000000.0,96000000.0,-76000000.0,-35000000.0,,17131000000.0,67000000.0,,,,,,,,,,
2013-03-31,-54000000.0,16867000000.0,580000000.0,-67000000.0,,13919000000.0,329000000,1979000000,436000000.0,38000000.0,246000000.0,87000000.0,586000000.0,-10000000.0,270900000.0,518000000,447000000.0,-44000000.0,-67000000.0,-293000000.0,2528000000.0,239000000.0,251000000.0,-1346000000.0,19000000.0,3306000000.0,12274000000.0,1645000000.0,-20000000.0,-5200000000.0,0.55,311000000.0,144000000.0,144000000,725000000.0,263600000.0,283000000.0,148000000.0,61000000.0,-283000000.0,637000000.0,8000000.0,11667000000.0,924000000.0,95000000.0,6741000000.0,24000000.0,1140000000.0,493000000.0,60000000.0,69000000.0,1399000000.0,181000000.0,3000000.0,586000000.0,586000000.0,93000000.0,0.53,14741000000.0,,732000000.0,98000000.0,442000000.0,-10000000.0,-103000000.0,17269000000.0,144000000.0,,,,,,,,,,
2013-06-30,-56000000.0,17194000000.0,419000000.0,-68000000.0,,14069000000.0,232000000,1406000000,521000000.0,36000000.0,63000000.0,48000000.0,537000000.0,-3000000.0,272200000.0,374000000,-194000000.0,63000000.0,-68000000.0,-323000000.0,2485000000.0,135000000.0,187000000.0,-1334000000.0,13000000.0,3323000000.0,12267000000.0,1802000000.0,-473000000.0,-5278000000.0,0.3,316000000.0,80000000.0,81000000,370000000.0,264500000.0,259000000.0,147000000.0,-96000000.0,-320000000.0,830000000.0,3000000.0,11916000000.0,738000000.0,54000000.0,6695000000.0,4000000.0,1157000000.0,-49000000.0,63000000.0,93000000.0,987000000.0,137000000.0,3000000.0,537000000.0,537000000.0,586000000.0,0.29,14944000000.0,,758000000.0,102000000.0,50000000.0,-10000000.0,188000000.0,17429000000.0,80000000.0,,,,,,,,,,
2013-09-30,-39000000.0,17509000000.0,515000000.0,-68000000.0,,13553000000.0,317000000,1445000000,526000000.0,2109000000.0,-358000000.0,78000000.0,260000000.0,-53000000.0,272000000.0,317000000,-259000000.0,-22000000.0,-68000000.0,-388000000.0,2401000000.0,218000000.0,1128000000.0,-1276000000.0,27000000.0,3396000000.0,12621000000.0,932000000.0,-191000000.0,-5355000000.0,0.48,4963000000.0,126000000.0,127000000,23000000.0,265000000.0,2431000000.0,187000000.0,88000000.0,-335000000.0,1089000000.0,-1000000.0,12154000000.0,688000000.0,91000000.0,7658000000.0,4000000.0,1396000000.0,-277000000.0,63000000.0,65000000.0,930000000.0,145000000.0,3000000.0,260000000.0,260000000.0,537000000.0,0.46,14585000000.0,,532000000.0,99000000.0,-312000000.0,-14000000.0,49000000.0,16986000000.0,126000000.0,,,,,,,,,,
2013-12-31,-22000000.0,17333000000.0,490000000.0,0.0,,13925000000.0,264000000,1736000000,595000000.0,2322000000.0,47000000.0,55000000.0,172000000.0,-85000000.0,272000000.0,263000000,208000000.0,9000000.0,-70000000.0,-528000000.0,2526000000.0,164000000.0,1472000000.0,-1242000000.0,-37000000.0,3454000000.0,12712000000.0,1213000000.0,-92000000.0,-5087000000.0,0.38,4833000000.0,102000000.0,102000000,303000000.0,265000000.0,2644000000.0,213000000.0,137000000.0,-443000000.0,881000000.0,-1000000.0,12246000000.0,924000000.0,62000000.0,7879000000.0,4000000.0,1656000000.0,-88000000.0,59000000.0,108000000.0,1246000000.0,165000000.0,3000000.0,172000000.0,172000000.0,260000000.0,0.37,14890000000.0,,732000000.0,99000000.0,303000000.0,-8000000.0,-254000000.0,17416000000.0,102000000.0,,,,,,,,,,
2014-03-31,-21000000.0,17528000000.0,682000000.0,-72000000.0,,14269000000.0,408000000,2523000000,642000000.0,16000000.0,83000000.0,102000000.0,758000000.0,-28000000.0,273000000.0,609000000,345000000.0,117000000.0,-72000000.0,-346000000.0,2969000000.0,309000000.0,274000000.0,-1110000000.0,19000000.0,3618000000.0,12468000000.0,1801000000.0,-20000000.0,-5168000000.0,0.77,307000000.0,204000000.0,204000000,611000000.0,266100000.0,392000000.0,201000000.0,321000000.0,-318000000.0,537000000.0,2000000.0,12360000000.0,1042000000.0,105000000.0,7536000000.0,33000000.0,1686000000.0,586000000.0,61000000.0,67000000.0,1841000000.0,199000000.0,3000000.0,758000000.0,758000000.0,172000000.0,0.75,14955000000.0,,666000000.0,101000000.0,293000000.0,-10000000.0,-313000000.0,17924000000.0,204000000.0,,,,,,,,,,
2014-06-30,-20000000.0,17922000000.0,442000000.0,,,14037000000.0,235000000,1468000000,597000000.0,11000000.0,34000000.0,35000000.0,358000000.0,-56000000.0,274600000.0,379000000,-237000000.0,-115000000.0,-74000000.0,-437000000.0,2465000000.0,127000000.0,207000000.0,-1099000000.0,19000000.0,3645000000.0,12474000000.0,1563000000.0,-297000000.0,-5242000000.0,0.31,303000000.0,83000000.0,84000000,326000000.0,268000000.0,362000000.0,199000000.0,-289000000.0,-381000000.0,775000000.0,-8000000.0,12680000000.0,765000000.0,43000000.0,7535000000.0,4000000.0,1715000000.0,-400000000.0,62000000.0,103000000.0,1026000000.0,151000000.0,3000000.0,358000000.0,358000000.0,758000000.0,0.3,15254000000.0,,439000000.0,101000000.0,-55000000.0,-6000000.0,299000000.0,17719000000.0,83000000.0,,,,,,,,,,
