date,quarterlyCurrentDebt,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyTotalAssets,quarterlyNetPPE,quarterlyTotalNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,quarterlyOtherShortTermInvestments,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyInventory,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCostOfRevenue,quarterlyOtherNonCashItems,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyInterestExpense,quarterlyResearchAndDevelopment,quarterlyTaxProvision,quarterlyEbitda,quarterlyNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalRevenue
2013-12-31,21007276000,447724000.0,132842000,105453110000,7587983000,15739734000,-2289270000.0,120352000,70841179000,5312091000.0,89713376000,2137249000.0,2568293000,1122000.0,14003084000,14001962000,9877253000.0,155481000.0,3041892000.0,45018844000,76841760000,6000581000,47481041000.0,16702338000,3466040000.0,4134067000,21815546000,596282000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,22103090000,5033891000.0,146283000,113171560000,7784250000,16545185000,-16777000.0,1164950000,76869639000,6109797000.0,96626375000,7116819000.0,2568293000,1122000.0,12428020000,12426898000,7801027000.0,152310000.0,3330995000.0,48601002000,83144095000,6274456000,56138415000.0,17044649000,,4322900000,21903331000,573756000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,25232854000,754816000.0,168505000,128655739000,8547974000,18383275000,-2805187000.0,315547000,86019825000,,110272464000,2624122000.0,2767095000,728000.0,15233084000,15232356000,11353161000.0,205664000.0,4151194000.0,55332150000,92366110000,6346285000,62566132000.0,20308570000,3723888000.0,4222597000,27381867000,632801000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,31521264000,5563101000.0,896422000,136320719000,8761306000,19209800000,,1462297000,96181854000,8424719000.0,117110919000,8156575000.0,2767095000,728000.0,14061254000,14060526000,8761306000.0,,4123499000.0,57749760000,98386206000,2204352000,71226687000.0,19910920000,,154629000,28250963000,658645000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,28203994000,930599000.0,307042000,138267028000,9130936000,21514960000,-3486309000.0,180755000,94682070000,10034577000.0,116752068000,2722868000.0,2767095000,2069000.0,19921223000,19919154000,12617245000.0,290341000.0,1226470000.0,60136795000,97611323000,2929253000,58860366000.0,22348576000,3997101000.0,608195000,30051626000,692619000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,24821068000,6299333000.0,900521000,152538593000,9078162000,22026755000,,1544584000,98252040000,11429268000.0,130511838000,8072350000.0,2767095000,1004000.0,23507692000,23506688000,9078162000.0,,4355453000.0,65223448000,109653358000,11401318000,68944304000.0,22391402000,,9310136000,31292870000,644934000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,22362578000,1080870000.0,209166000,157711590000,8081019000,24951871000,-3376424000.0,165522000,99737359000,13437539000.0,132759719000,2447901000.0,2767095000,5468000.0,25578227000,25572759000,11457443000.0,238055000.0,6236082000.0,68845508000,113179154000,13441795000,60688999000.0,25759525000,3834871000.0,11135299000,31810928000,601328000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,34917539000,201987000.0,198929000,173659671000,8721120000,28456375000,-19540000.0,2156764000,115114242000,,145203296000,13176292000.0,2767095000,929000.0,20071849000,20070920000,8721120000.0,233363000.0,4409803000.0,69311128000,125792842000,10678600000,81006068000.0,24338257000,,8430170000,32892034000,591546000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,30162908000,2839449000.0,139535000,169539028000,9144258000,24695635000,-4032987000.0,184900000,110876304000,,144843393000,2546893000.0,2767095000,175614000.0,29187050000,29011436000,13177245000.0,214339000.0,,69179367000,118269374000,7393070000,64443680000.0,26768692000,4127286000.0,5441488000,35257635000,666872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,46531643000,813606000.0,126951000,191826134000,10552654000,26665309000,,2006407000,135009038000,,165160825000,,2767095000,418000.0,23354128000,23353710000,10552654000.0,204199000.0,,72824837000,138381687000,3372649000,93494681000.0,27357090000,,1448426000,36309085000,655601000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,50085218000,6323223000.0,247016000,235771077000,12713461000,31116504000,-5518690000.0,322376000,160074381000,,204654573000,2577350000.0,2971656000,41199000.0,40340184000,40298985000,18232151000.0,300603000.0,,87715715000,167495310000,7420929000,97845345000.0,35388863000,4899384000.0,4951167000,42821826000,864906000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,64276887000,,599324000,274485300000,17362568000,37176539000,,2160484000,191655204000,,237308761000,,2971656000,169000.0,33449162000,33448993000,17362568000.0,328980000.0,,95462311000,202805896000,11150692000,132588930000.0,40997340000,,5413888000,44175752000,915858000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
