date,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyDepreciationAndAmortization,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyCashDividendsPaid,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyInventory,quarterlyBasicAverageShares,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCommonStockIssuance,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,quarterlyRepurchaseOfCapitalStock,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments
2008-09-30,184000000.0,254200000.0,720000000.0,386000000.0,589000000.0,47000000.0,3170000000.0,8484000000.0,9822000000.0,,542000000.0,726000000.0,3587000000.0,106000000,106000000,5589000000.0,0.41,59000000.0,35000000.0,,585000000.0,6000000.0,239000000.0,106000000,-61000000.0,6492000000.0,,,-1000000.0,785000000.0,330000000.0,254200000.0,3330000000.0,3595000000.0,,565000000.0,16000000.0,,0.41,1276000000.0,239000000.0,239000000.0,,0.0,,296000000.0,3000000.0,300000000.0,0.0,-27000000.0,-61000000.0,-241000000.0,220000000,,1505000000,,267000000,-61000000.0,186000000.0,2000000.0,-603000000.0,245000000.0,,,945000000.0,,1338000000.0,164000000.0,1548000000.0,903000000.0,75000000.0,21000000.0,,59000000.0,191000000.0,,
2008-12-31,85000000.0,,587000000.0,86000000.0,532000000.0,62000000.0,2983000000.0,7401000000.0,8638000000.0,,489000000.0,727000000.0,3522000000.0,-621000000,-621000000,5230000000.0,,58000000.0,5000000.0,,576000000.0,-1061000000.0,214000000.0,-621000000,-101000000.0,6031000000.0,,,2063000000.0,754000000.0,263000000.0,,2607000000.0,2712000000.0,,1564000000.0,63000000.0,,,981000000.0,214000000.0,214000000.0,,-1378000000.0,,234000000.0,3000000.0,239000000.0,0.0,-106000000.0,-101000000.0,-102000000.0,-810000000,,1341000000,,-748000000,-25000000.0,476000000.0,1048000000.0,-686000000.0,186000000.0,,,990000000.0,,1237000000.0,-882000000.0,1676000000.0,801000000.0,-12000000.0,-299000000.0,,-260000000.0,-430000000.0,,
2009-03-31,95000000.0,254300000.0,531000000.0,178000000.0,588000000.0,49000000.0,2982000000.0,7389000000.0,8640000000.0,,499000000.0,725000000.0,3366000000.0,132000000,132000000,5083000000.0,0.52,55000000.0,,,558000000.0,3000000.0,219000000.0,132000000,-15000000.0,5904000000.0,12000000.0,,-1000000.0,729000000.0,286000000.0,254200000.0,2736000000.0,2704000000.0,-9000000.0,464000000.0,-24000000.0,,0.52,992000000.0,219000000.0,219000000.0,68000000.0,0.0,-155000000.0,281000000.0,3000000.0,214000000.0,0.0,-112000000.0,-83000000.0,-156000000.0,265000000,,1260000000,3000000.0,318000000,7000000.0,0.0,1000000.0,,178000000.0,17000000.0,,1001000000.0,,1251000000.0,214000000.0,,821000000.0,33000000.0,17000000.0,,82000000.0,-298000000.0,,
2009-06-30,131000000.0,255100000.0,596000000.0,135000000.0,629000000.0,50000000.0,2983000000.0,7420000000.0,8730000000.0,,550000000.0,751000000.0,3240000000.0,158000000,158000000,4994000000.0,0.62,52000000.0,,,562000000.0,2000000.0,235000000.0,158000000,-58000000.0,5810000000.0,14000000.0,,0.0,885000000.0,284000000.0,254200000.0,2920000000.0,2708000000.0,-35000000.0,588000000.0,3000000.0,,0.62,1003000000.0,235000000.0,235000000.0,0.0,0.0,-125000000.0,255000000.0,3000000.0,219000000.0,0.0,-86000000.0,-62000000.0,-125000000.0,297000000,,1481000000,5000000.0,350000000,10000000.0,0.0,3000000.0,,193000000.0,13000000.0,,1013000000.0,,1310000000.0,248000000.0,,816000000.0,-48000000.0,21000000.0,,91000000.0,-140000000.0,,
2009-09-30,245000000.0,255500000.0,579000000.0,179000000.0,577000000.0,52000000.0,2982000000.0,7457000000.0,8740000000.0,0.0,547000000.0,747000000.0,3039000000.0,151000000,151000000,4790000000.0,0.59,51000000.0,,,566000000.0,20000000.0,282000000.0,151000000,-84000000.0,5662000000.0,14000000.0,,-2000000.0,855000000.0,275000000.0,254200000.0,3078000000.0,2704000000.0,44000000.0,583000000.0,10000000.0,,0.59,1004000000.0,282000000.0,282000000.0,0.0,0.0,-200000000.0,258000000.0,3000000.0,235000000.0,0.0,-83000000.0,-85000000.0,-202000000.0,272000000,,1434000000,5000000.0,345000000,44000000.0,0.0,0.0,,330000000.0,21000000.0,,1041000000.0,,1283000000.0,242000000.0,,872000000.0,108000000.0,10000000.0,,92000000.0,11000000.0,,
2009-12-31,77000000.0,,528000000.0,150000000.0,540000000.0,56000000.0,2983000000.0,7497000000.0,8776000000.0,0.0,539000000.0,737000000.0,2960000000.0,114000000,114000000,4735000000.0,,85000000.0,,,543000000.0,-3000000.0,280000000.0,114000000,-94000000.0,5589000000.0,9000000.0,,-2000000.0,828000000.0,262000000.0,,3187000000.0,2702000000.0,5000000.0,577000000.0,14000000.0,,,1038000000.0,280000000.0,280000000.0,,-76000000.0,-1325000000.0,252000000.0,3000000.0,282000000.0,32000000.0,-59000000.0,-87000000.0,-71000000.0,251000000,,1356000000,6000000.0,305000000,5000000.0,448000000.0,36000000.0,-789000000.0,164000000.0,4000000.0,,1109000000.0,,1279000000.0,164000000.0,1898000000.0,854000000.0,-115000000.0,55000000.0,,50000000.0,87000000.0,,
2010-03-31,932000000.0,255100000.0,496000000.0,118000000.0,561000000.0,54000000.0,2984000000.0,7487000000.0,9117000000.0,-38000000.0,531000000.0,736000000.0,2566000000.0,89000000,89000000,5205000000.0,0.35,34000000.0,,,543000000.0,3000000.0,571000000.0,89000000,-55000000.0,6055000000.0,10000000.0,,0.0,752000000.0,270000000.0,253300000.0,3062000000.0,2702000000.0,10000000.0,565000000.0,-7000000.0,36000000.0,0.35,1042000000.0,571000000.0,571000000.0,,0.0,-405000000.0,289000000.0,3000000.0,280000000.0,0.0,-41000000.0,-55000000.0,-645000000.0,187000000,,1248000000,6000000.0,245000000,287000000.0,0.0,3000000.0,,987000000.0,16000000.0,-202000000.0,1106000000.0,,1630000000.0,157000000.0,,850000000.0,822000000.0,9000000.0,861000000.0,68000000.0,138000000.0,,
2010-06-30,220000000.0,246700000.0,593000000.0,103000000.0,606000000.0,55000000.0,2983000000.0,7475000000.0,8978000000.0,-38000000.0,587000000.0,734000000.0,2568000000.0,183000000,183000000,5195000000.0,0.75,29000000.0,,,542000000.0,2000000.0,411000000.0,183000000,-43000000.0,6155000000.0,10000000.0,,0.0,926000000.0,269000000.0,244500000.0,2823000000.0,2695000000.0,-48000000.0,616000000.0,0.0,36000000.0,0.74,1042000000.0,411000000.0,411000000.0,,0.0,0.0,313000000.0,2000000.0,571000000.0,0.0,-56000000.0,-59000000.0,-393000000.0,310000000,,1519000000,7000000.0,368000000,-157000000.0,0.0,4000000.0,,279000000.0,40000000.0,-355000000.0,1110000000.0,,1503000000.0,284000000.0,,960000000.0,27000000.0,4000000.0,851000000.0,102000000.0,260000000.0,,
2010-09-30,217000000.0,240400000.0,600000000.0,,558000000.0,56000000.0,2984000000.0,7491000000.0,8790000000.0,-60000000.0,564000000.0,724000000.0,2571000000.0,144000000,144000000,5221000000.0,0.61,31000000.0,,,541000000.0,2000000.0,224000000.0,144000000,-53000000.0,6205000000.0,11000000.0,,4000000.0,857000000.0,283000000.0,238000000.0,2585000000.0,2693000000.0,47000000.0,597000000.0,-14000000.0,36000000.0,0.6,1083000000.0,224000000.0,224000000.0,,3000000.0,0.0,947000000.0,2000000.0,411000000.0,0.0,-40000000.0,-56000000.0,-409000000.0,260000000,,1457000000,8000000.0,318000000,-189000000.0,0.0,-13000000.0,,273000000.0,1000000.0,-353000000.0,1123000000.0,,1299000000.0,231000000.0,,984000000.0,46000000.0,31000000.0,843000000.0,87000000.0,346000000.0,,
2010-12-31,920000000.0,,554000000.0,,536000000.0,58000000.0,2984000000.0,7550000000.0,8859000000.0,-58000000.0,551000000.0,777000000.0,1687000000.0,112000000,112000000,5062000000.0,,34000000.0,404000000.0,,552000000.0,-94000000.0,315000000.0,112000000,-74000000.0,6400000000.0,11000000.0,,-5000000.0,858000000.0,244000000.0,,2459000000.0,2691000000.0,,582000000.0,,65000000.0,,1083000000.0,315000000.0,315000000.0,,0.0,-573000000.0,851000000.0,2000000.0,224000000.0,0.0,-28000000.0,-76000000.0,-833000000.0,276000000,,1412000000,8000000.0,241000000,89000000.0,0.0,5000000.0,-913000000.0,996000000.0,18000000.0,-203000000.0,1168000000.0,0.0,1309000000.0,149000000.0,2081000000.0,1338000000.0,748000000.0,-7000000.0,1515000000.0,37000000.0,400000000.0,,
2011-03-31,-3000000.0,226300000.0,547000000.0,107000000.0,561000000.0,57000000.0,2985000000.0,7541000000.0,9314000000.0,-56000000.0,547000000.0,90000000.0,2288000000.0,114000000,114000000,5471000000.0,0.51,27000000.0,,,116000000.0,2000000.0,657000000.0,114000000,-54000000.0,6884000000.0,12000000.0,,-1000000.0,784000000.0,264000000.0,223600000.0,2430000000.0,2690000000.0,-26000000.0,582000000.0,-19000000.0,65000000.0,0.5,998000000.0,657000000.0,657000000.0,,0.0,0.0,331000000.0,2000000.0,315000000.0,0.0,-26000000.0,-54000000.0,343000000.0,202000000,,1331000000,8000000.0,262000000,342000000.0,324000000.0,-3000000.0,,51000000.0,128000000.0,-100000000.0,1153000000.0,,1773000000.0,178000000.0,,1413000000.0,-26000000.0,-86000000.0,1500000000.0,64000000.0,458000000.0,,
2011-06-30,155000000.0,224400000.0,662000000.0,107000000.0,610000000.0,54000000.0,2985000000.0,7533000000.0,9228000000.0,-55000000.0,598000000.0,89000000.0,2184000000.0,172000000,172000000,5330000000.0,0.78,28000000.0,,,114000000.0,3000000.0,550000000.0,172000000,-49000000.0,6891000000.0,12000000.0,,4000000.0,920000000.0,275000000.0,221900000.0,2337000000.0,2689000000.0,-55000000.0,630000000.0,-11000000.0,65000000.0,0.77,865000000.0,550000000.0,550000000.0,,0.0,0.0,299000000.0,2000000.0,657000000.0,44000000.0,-22000000.0,-50000000.0,-264000000.0,290000000,,1582000000,9000000.0,347000000,-107000000.0,373000000.0,254000000.0,,205000000.0,244000000.0,-225000000.0,1147000000.0,,1695000000.0,265000000.0,,1561000000.0,125000000.0,-143000000.0,1485000000.0,94000000.0,559000000.0,,
2011-09-30,280000000.0,218200000.0,672000000.0,149000000.0,541000000.0,56000000.0,2981000000.0,7494000000.0,9189000000.0,-72000000.0,559000000.0,103000000.0,2210000000.0,154000000,154000000,5207000000.0,0.71,30000000.0,,,133000000.0,4000000.0,651000000.0,154000000,-43000000.0,6933000000.0,11000000.0,,1000000.0,857000000.0,260000000.0,216000000.0,2256000000.0,2676000000.0,54000000.0,596000000.0,11000000.0,65000000.0,0.71,722000000.0,651000000.0,651000000.0,,0.0,0.0,288000000.0,2000000.0,550000000.0,48000000.0,-97000000.0,-44000000.0,-171000000.0,261000000,,1529000000,7000000.0,322000000,107000000.0,372000000.0,-296000000.0,,324000000.0,382000000.0,-100000000.0,1121000000.0,,1695000000.0,236000000.0,,1726000000.0,244000000.0,-132000000.0,1464000000.0,82000000.0,643000000.0,,
2011-12-31,110000000.0,,604000000.0,52000000.0,585000000.0,65000000.0,2980000000.0,7526000000.0,9283000000.0,-68000000.0,553000000.0,814000000.0,2249000000.0,166000000,166000000,5105000000.0,,29000000.0,452000000.0,,573000000.0,-8000000.0,701000000.0,166000000,-71000000.0,7020000000.0,13000000.0,,-3000000.0,857000000.0,212000000.0,,2263000000.0,2677000000.0,-46000000.0,575000000.0,48000000.0,65000000.0,,586000000.0,701000000.0,701000000.0,,-3000000.0,-400000000.0,265000000.0,2000000.0,651000000.0,50000000.0,-110000000.0,-70000000.0,-60000000.0,282000000,,1461000000,10000000.0,340000000,49000000.0,385000000.0,69000000.0,-1038000000.0,180000000.0,530000000.0,-97000000.0,1152000000.0,-2000000.0,1757000000.0,246000000.0,2190000000.0,1915000000.0,84000000.0,-137000000.0,1449000000.0,80000000.0,740000000.0,,
2012-03-31,-382000000.0,213900000.0,584000000.0,363000000.0,564000000.0,60000000.0,2983000000.0,7523000000.0,8784000000.0,-68000000.0,553000000.0,54000000.0,2247000000.0,102000000,102000000,5112000000.0,0.48,32000000.0,,,100000000.0,3000000.0,192000000.0,102000000,-53000000.0,6524000000.0,14000000.0,46000000.0,13000000.0,778000000.0,225000000.0,212600000.0,2260000000.0,2687000000.0,39000000.0,586000000.0,-11000000.0,65000000.0,0.48,602000000.0,192000000.0,192000000.0,,0.0,,313000000.0,2000000.0,701000000.0,0.0,-86000000.0,-57000000.0,-134000000.0,192000000,,1362000000,8000000.0,255000000,-512000000.0,106000000.0,70000000.0,,-325000000.0,40000000.0,-85000000.0,1149000000.0,,1261000000.0,163000000.0,,1412000000.0,-491000000.0,28000000.0,1434000000.0,61000000.0,769000000.0,,
2012-06-30,245000000.0,213300000.0,685000000.0,143000000.0,652000000.0,65000000.0,2982000000.0,7516000000.0,8907000000.0,-73000000.0,599000000.0,675000000.0,2020000000.0,178000000,178000000,4878000000.0,0.84,31000000.0,,,93000000.0,1000000.0,303000000.0,178000000,-38000000.0,6612000000.0,13000000.0,25000000.0,0.0,936000000.0,217000000.0,211900000.0,2295000000.0,2683000000.0,-55000000.0,636000000.0,7000000.0,271000000.0,0.83,621000000.0,303000000.0,303000000.0,,0.0,,337000000.0,2000000.0,192000000.0,0.0,-105000000.0,-39000000.0,-134000000.0,300000000,,1621000000,9000000.0,367000000,112000000.0,154000000.0,198000000.0,,284000000.0,56000000.0,-67000000.0,1141000000.0,,1391000000.0,271000000.0,,1734000000.0,30000000.0,14000000.0,1417000000.0,93000000.0,874000000.0,,
2012-09-30,251000000.0,212000000.0,626000000.0,134000000.0,546000000.0,57000000.0,2983000000.0,7593000000.0,8989000000.0,-72000000.0,561000000.0,833000000.0,2065000000.0,179000000,179000000,4935000000.0,0.85,31000000.0,,,583000000.0,4000000.0,383000000.0,179000000,-53000000.0,6671000000.0,14000000.0,-47000000.0,-1000000.0,902000000.0,207000000.0,210400000.0,2318000000.0,2685000000.0,57000000.0,594000000.0,11000000.0,65000000.0,0.84,635000000.0,383000000.0,383000000.0,,0.0,,297000000.0,2000000.0,303000000.0,0.0,-98000000.0,-54000000.0,-174000000.0,308000000,,1528000000,9000000.0,369000000,78000000.0,112000000.0,170000000.0,,305000000.0,48000000.0,-110000000.0,1194000000.0,,1396000000.0,281000000.0,,1736000000.0,70000000.0,16000000.0,1402000000.0,102000000.0,981000000.0,,
2012-12-31,144000000.0,,605000000.0,27000000.0,552000000.0,58000000.0,2983000000.0,7593000000.0,8928000000.0,-71000000.0,555000000.0,693000000.0,2498000000.0,170000000,170000000,5416000000.0,,31000000.0,250000000.0,,102000000.0,1000000.0,366000000.0,170000000,-49000000.0,6648000000.0,14000000.0,-14000000.0,-3000000.0,879000000.0,197000000.0,,2280000000.0,2684000000.0,-5000000.0,587000000.0,10000000.0,65000000.0,,630000000.0,366000000.0,366000000.0,,0.0,,283000000.0,2000000.0,383000000.0,104000000.0,-110000000.0,-50000000.0,-161000000.0,292000000,,1484000000,9000000.0,352000000,-16000000.0,387000000.0,-456000000.0,-1163000000.0,194000000.0,45000000.0,-138000000.0,1202000000.0,,1335000000.0,263000000.0,2365000000.0,1232000000.0,-63000000.0,33000000.0,1386000000.0,93000000.0,1080000000.0,,
2013-03-31,26000000.0,206300000.0,590000000.0,47000000.0,583000000.0,57000000.0,2990000000.0,7592000000.0,8872000000.0,-70000000.0,563000000.0,705000000.0,2491000000.0,106000000,106000000,5421000000.0,0.52,34000000.0,250000000.0,,101000000.0,3000000.0,208000000.0,106000000,-44000000.0,6633000000.0,15000000.0,32000000.0,-7000000.0,790000000.0,216000000.0,204600000.0,2239000000.0,2703000000.0,-29000000.0,593000000.0,-18000000.0,65000000.0,0.51,652000000.0,208000000.0,208000000.0,,0.0,,317000000.0,2000000.0,366000000.0,155000000.0,-97000000.0,-34000000.0,-175000000.0,197000000,,1380000000,9000000.0,257000000,-159000000.0,356000000.0,5000000.0,,60000000.0,36000000.0,-101000000.0,1186000000.0,-10000000.0,1280000000.0,166000000.0,,1212000000.0,-116000000.0,15000000.0,1369000000.0,60000000.0,1107000000.0,,
2013-06-30,184000000.0,205500000.0,676000000.0,26000000.0,625000000.0,58000000.0,2989000000.0,7496000000.0,8709000000.0,-78000000.0,619000000.0,700000000.0,2465000000.0,155000000,155000000,5341000000.0,0.76,31000000.0,68000000.0,,92000000.0,41000000.0,113000000.0,155000000,-31000000.0,6405000000.0,14000000.0,-16000000.0,0.0,935000000.0,222000000.0,204100000.0,2304000000.0,2697000000.0,-44000000.0,650000000.0,-7000000.0,65000000.0,0.76,670000000.0,113000000.0,113000000.0,,0.0,,299000000.0,2000000.0,208000000.0,132000000.0,-104000000.0,-32000000.0,-276000000.0,285000000,,1611000000,10000000.0,385000000,-91000000.0,391000000.0,11000000.0,,216000000.0,60000000.0,-25000000.0,1169000000.0,0.0,1213000000.0,296000000.0,,1064000000.0,-49000000.0,47000000.0,1351000000.0,142000000.0,1184000000.0,,
2013-09-30,290000000.0,204700000.0,650000000.0,40000000.0,531000000.0,59000000.0,2988000000.0,7070000000.0,8129000000.0,-77000000.0,563000000.0,153000000.0,2465000000.0,207000000,207000000,4865000000.0,1.02,29000000.0,1000000.0,,95000000.0,-428000000.0,119000000.0,207000000,-53000000.0,5821000000.0,33000000.0,-17000000.0,0.0,893000000.0,196000000.0,203300000.0,2308000000.0,2696000000.0,94000000.0,593000000.0,26000000.0,65000000.0,1.01,743000000.0,119000000.0,119000000.0,,-3000000.0,0.0,271000000.0,2000000.0,113000000.0,98000000.0,-103000000.0,-50000000.0,-281000000.0,300000000,,1543000000,9000000.0,-69000000,6000000.0,387000000.0,0.0,,340000000.0,21000000.0,-137000000.0,1155000000.0,0.0,1059000000.0,-157000000.0,,956000000.0,-3000000.0,85000000.0,1336000000.0,-364000000.0,1313000000.0,,
2013-12-31,182000000.0,,583000000.0,26000000.0,564000000.0,60000000.0,2988000000.0,7082000000.0,8201000000.0,-77000000.0,583000000.0,129000000.0,2453000000.0,156000000,156000000,4894000000.0,,29000000.0,65000000.0,,95000000.0,1000000.0,153000000.0,156000000,-67000000.0,5924000000.0,36000000.0,-5000000.0,-1000000.0,880000000.0,200000000.0,,2277000000.0,2694000000.0,-34000000.0,616000000.0,-4000000.0,65000000.0,,755000000.0,153000000.0,153000000.0,,1000000.0,0.0,271000000.0,2000000.0,119000000.0,78000000.0,-88000000.0,-68000000.0,-148000000.0,264000000,,1463000000,9000000.0,326000000,35000000.0,387000000.0,19000000.0,-1279000000.0,250000000.0,33000000.0,-137000000.0,1173000000.0,0.0,1119000000.0,237000000.0,2452000000.0,1030000000.0,31000000.0,-9000000.0,1318000000.0,81000000.0,1393000000.0,,
