date,quarterlyInterestExpense,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentAssets,quarterlyDilutedAverageShares,quarterlyIncomeTaxPayable,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances
1991-06-30,187700000.0,,-40400000.0,57500000.0,,1537300000.0,16100000.0,-1123700000.0,286300000.0,1359900000.0,-261000000.0,-5400000.0,152500000.0,49800000.0,997600000.0,123900000.0,,1203900000.0,,,15310000000.0,1026200000.0,3561100000.0,112100000.0,0.215,37100000.0,37100000.0,264300000.0,55200000.0,467700000.0,,19900000.0,0.0,,-376400000.0,627800000.0,572600000.0,2009300000.0,954100000.0,-215400000.0,0.0,,74100000.0,12533500000.0,79400000.0,1671600000.0,2121300000.0,-21700000.0,,11748900000.0,344651163.0,,2281000000.0,-102400000.0,-5100000.0,2776500000.0,,,1055200000.0,,-65000000.0,381500000.0,7499200000.0,5400000.0,0.215,,3076400000.0,345200000.0,74100000.0,74100000.0,3577500000.0,,10861900000.0,344651163.0,,,
1991-09-30,189500000.0,3800000.0,-34600000.0,-3600000.0,,1636600000.0,-1100000.0,-1123700000.0,304700000.0,1416700000.0,-273400000.0,400000.0,287300000.0,49700000.0,977300000.0,125400000.0,,1281000000.0,,,15615000000.0,1016600000.0,3630500000.0,252700000.0,0.215,37500000.0,37500000.0,187100000.0,57700000.0,487600000.0,,19500000.0,0.0,,-305800000.0,646000000.0,588300000.0,1906100000.0,973400000.0,-284500000.0,0.0,,75700000.0,12766900000.0,128800000.0,1768600000.0,2101000000.0,-21700000.0,,11984500000.0,352093023.0,,2335000000.0,-16600000.0,700000.0,2848100000.0,,,932700000.0,,-137900000.0,385100000.0,7530700000.0,-56800000.0,0.215,,3162900000.0,329600000.0,75700000.0,75700000.0,3688400000.0,,10998300000.0,352093023.0,,,
1991-12-31,183500000.0,5400000.0,-43300000.0,24200000.0,,1642200000.0,8400000.0,-1274000000.0,341100000.0,1358800000.0,-289900000.0,12600000.0,433200000.0,50100000.0,971500000.0,133400000.0,,1232600000.0,,,15737300000.0,1007000000.0,3620700000.0,389900000.0,,50100000.0,50100000.0,439400000.0,56200000.0,489800000.0,,19300000.0,0.0,,-519600000.0,663000000.0,606800000.0,2016000000.0,989300000.0,-442900000.0,0.0,,82200000.0,12809600000.0,132800000.0,1722400000.0,2245500000.0,-24400000.0,,12116600000.0,,,2393900000.0,104000000.0,9300000.0,2927700000.0,,,1026700000.0,,-321500000.0,382500000.0,7483800000.0,57900000.0,,,3262300000.0,326300000.0,83300000.0,83300000.0,3766300000.0,,11087200000.0,,,,
1992-03-31,188200000.0,7600000.0,-61800000.0,1030700000.0,,1886100000.0,6100000.0,-1274000000.0,372300000.0,1810700000.0,-270800000.0,28800000.0,72500000.0,50200000.0,1147800000.0,126200000.0,,1631600000.0,,,17809500000.0,1390400000.0,4424300000.0,10700000.0,0.215,78900000.0,78900000.0,352900000.0,59400000.0,525400000.0,,18900000.0,50100000.0,,-374500000.0,644600000.0,585200000.0,1995100000.0,1006000000.0,-1075400000.0,0.0,,76000000.0,14829300000.0,98400000.0,2157000000.0,2421800000.0,-24500000.0,,13385200000.0,353488372.0,,2445400000.0,-201800000.0,,2980200000.0,,,989100000.0,,-992000000.0,420800000.0,8945500000.0,-69300000.0,0.215,,3354500000.0,361400000.0,76000000.0,76000000.0,3823900000.0,,12672300000.0,353488372.0,,,
1992-06-30,190600000.0,2600000.0,-50700000.0,81800000.0,,1848800000.0,15700000.0,-1274000000.0,389400000.0,1776000000.0,-273000000.0,-62800000.0,227600000.0,53400000.0,1144700000.0,137500000.0,,1568100000.0,,,17939100000.0,1378300000.0,4371800000.0,176900000.0,0.24,16100000.0,16100000.0,256900000.0,66600000.0,463900000.0,,18800000.0,0.0,,-464000000.0,667700000.0,601100000.0,2161600000.0,1040400000.0,-373000000.0,0.0,,84100000.0,14885400000.0,118700000.0,2032000000.0,2418700000.0,-24500000.0,,13567300000.0,350416667.0,,2505000000.0,-92500000.0,,3053700000.0,,,1121200000.0,,-115200000.0,439300000.0,9042600000.0,34700000.0,0.24,,3421400000.0,376300000.0,84100000.0,84100000.0,4020000000.0,,12853400000.0,350416667.0,,,
1992-09-30,183400000.0,4600000.0,-45900000.0,96400000.0,,1912600000.0,3600000.0,-1274000000.0,401900000.0,1728800000.0,-280500000.0,-700000.0,348000000.0,54300000.0,1151000000.0,141100000.0,,1569800000.0,,,18075600000.0,1366100000.0,4429700000.0,302100000.0,0.245,15400000.0,15400000.0,376800000.0,64900000.0,545400000.0,,18200000.0,0.0,,-456200000.0,669900000.0,605000000.0,2031100000.0,1046300000.0,-443500000.0,0.0,,86800000.0,14963000000.0,90900000.0,2115200000.0,2425000000.0,-24500000.0,,13645900000.0,354285714.0,,2567300000.0,61700000.0,,3112600000.0,,,984800000.0,,-318200000.0,441300000.0,8949600000.0,36900000.0,0.245,,3496300000.0,377700000.0,86800000.0,86800000.0,4098000000.0,,12847800000.0,354285714.0,,,
1992-12-31,179800000.0,18900000.0,-58700000.0,-135600000.0,,2255600000.0,28900000.0,-1384000000.0,,1648100000.0,-291700000.0,15700000.0,393400000.0,45000000.0,1183800000.0,122200000.0,,2072300000.0,,,18366800000.0,1365800000.0,4805200000.0,334700000.0,,31100000.0,31100000.0,520600000.0,205300000.0,488500000.0,,18100000.0,0.0,,-568700000.0,799000000.0,593700000.0,2159700000.0,1130400000.0,-241400000.0,0.0,,-603400000.0,15879000000.0,25300000.0,2560800000.0,2567800000.0,-24600000.0,,13561600000.0,,,1940400000.0,24500000.0,,2487800000.0,,,1029300000.0,,-134600000.0,536700000.0,8723100000.0,52500000.0,,,4595100000.0,331400000.0,77200000.0,-602300000.0,4152100000.0,,13318200000.0,,,,
1993-03-31,171100000.0,5400000.0,-42600000.0,126300000.0,,2273400000.0,33300000.0,-1384000000.0,,1695300000.0,-281500000.0,21200000.0,200300000.0,51800000.0,1189000000.0,134600000.0,,2069600000.0,,,18734200000.0,1353800000.0,4816200000.0,157700000.0,0.23,52300000.0,52300000.0,324800000.0,65400000.0,504100000.0,,17400000.0,31100000.0,,-476200000.0,652600000.0,587200000.0,2164700000.0,1009100000.0,-305500000.0,0.0,,82800000.0,16178300000.0,146100000.0,2573700000.0,2573000000.0,-27500000.0,,13918000000.0,360000000.0,,1995700000.0,-154800000.0,12000000.0,2555900000.0,,,1155600000.0,,-111500000.0,421900000.0,8853500000.0,-47200000.0,0.23,,4751100000.0,356500000.0,82800000.0,82800000.0,4313000000.0,,13604600000.0,360000000.0,,,
1993-06-30,164900000.0,7400000.0,-58300000.0,90700000.0,,2316300000.0,24700000.0,-1384000000.0,,1677300000.0,-281800000.0,-26400000.0,260900000.0,59100000.0,1242000000.0,153400000.0,,2048800000.0,,,19041000000.0,1465300000.0,5023600000.0,202600000.0,0.265,25900000.0,25900000.0,441100000.0,68900000.0,607900000.0,,17100000.0,0.0,,-495700000.0,669000000.0,600100000.0,2253200000.0,1031500000.0,-380000000.0,0.0,,94300000.0,16411000000.0,45300000.0,2656700000.0,2626000000.0,-27500000.0,,14017400000.0,355849057.0,,2062500000.0,17400000.0,,2630000000.0,,,1221700000.0,,-267100000.0,431400000.0,8892000000.0,33500000.0,0.265,,4862300000.0,364200000.0,94300000.0,94300000.0,4388100000.0,,13754300000.0,355849057.0,,,
1993-09-30,167000000.0,2300000.0,-62100000.0,-16300000.0,,2452200000.0,15600000.0,-1384000000.0,,1637100000.0,-291500000.0,24000000.0,361400000.0,58600000.0,1242700000.0,158100000.0,,2104300000.0,,,19273100000.0,1450700000.0,5145600000.0,299300000.0,0.275,49900000.0,49900000.0,221700000.0,183000000.0,634300000.0,,16700000.0,0.0,,-316900000.0,799600000.0,616600000.0,2233100000.0,1092800000.0,-318200000.0,0.0,,99500000.0,16580300000.0,43700000.0,2738600000.0,2626700000.0,-27500000.0,,14127500000.0,361818182.0,,2134500000.0,-10700000.0,,2692800000.0,,,1140300000.0,,-160900000.0,476200000.0,8848300000.0,40200000.0,0.275,,4993400000.0,370400000.0,99500000.0,99500000.0,4479900000.0,,13841700000.0,361818182.0,,,
1993-12-31,164800000.0,4400000.0,-88800000.0,-3700000.0,,2433100000.0,14800000.0,-1528000000.0,,1487700000.0,-290400000.0,-23700000.0,476800000.0,64900000.0,1269000000.0,167400000.0,,2267800000.0,,,19658400000.0,1437400000.0,5139500000.0,388000000.0,,26200000.0,26200000.0,200800000.0,-36500000.0,614100000.0,,16600000.0,0.0,,-455700000.0,586100000.0,622600000.0,2427300000.0,936200000.0,-498800000.0,0.0,,101600000.0,16878200000.0,278500000.0,2881900000.0,2797000000.0,-27600000.0,,14518900000.0,,,2209400000.0,79300000.0,,2780200000.0,,,1491100000.0,,-155100000.0,313600000.0,8872100000.0,149400000.0,,,5124200000.0,350100000.0,102500000.0,102500000.0,4764200000.0,,13996300000.0,,,,
1994-03-31,158000000.0,6000000.0,-60000000.0,89000000.0,,2446000000.0,18000000.0,-1528000000.0,,1514000000.0,-298000000.0,0.0,206000000.0,65000000.0,1271000000.0,165000000.0,,2334000000.0,,,19968000000.0,1423000000.0,5140000000.0,146000000.0,0.275,26000000.0,26000000.0,367000000.0,72000000.0,643000000.0,,16000000.0,26000000.0,,-471000000.0,693000000.0,621000000.0,2408000000.0,1054000000.0,-284000000.0,0.0,,100000000.0,17098000000.0,98000000.0,2977000000.0,2799000000.0,-31000000.0,,14828000000.0,363636364.0,,2278000000.0,-132000000.0,17000000.0,2870000000.0,,,1354000000.0,,-120000000.0,433000000.0,8901000000.0,-26000000.0,0.275,,5220000000.0,361000000.0,100000000.0,100000000.0,4897000000.0,,14121000000.0,363636364.0,,,
1994-06-30,163000000.0,3000000.0,-71000000.0,51000000.0,,2243000000.0,50000000.0,-1528000000.0,,1536000000.0,-310000000.0,45000000.0,348000000.0,71000000.0,1310000000.0,181000000.0,,2414000000.0,,,20325000000.0,1593000000.0,5146000000.0,277000000.0,0.305,71000000.0,71000000.0,597000000.0,74000000.0,637000000.0,,16000000.0,0.0,,-762000000.0,728000000.0,654000000.0,2517000000.0,1107000000.0,-366000000.0,0.0,,110000000.0,17416000000.0,159000000.0,3051000000.0,2838000000.0,-32000000.0,,15179000000.0,360655738.0,,2357000000.0,-51000000.0,10000000.0,2909000000.0,,,1410000000.0,,-130000000.0,453000000.0,8987000000.0,15000000.0,0.305,,5378000000.0,380000000.0,110000000.0,110000000.0,4995000000.0,,14365000000.0,360655738.0,,,
1994-09-30,168000000.0,2000000.0,-67000000.0,85000000.0,,2322000000.0,38000000.0,-1635000000.0,,1455000000.0,-325000000.0,16000000.0,335000000.0,71000000.0,1290000000.0,182000000.0,,2464000000.0,,,20737000000.0,1578000000.0,5190000000.0,268000000.0,0.31,87000000.0,87000000.0,326000000.0,157000000.0,622000000.0,,16000000.0,0.0,,-463000000.0,832000000.0,675000000.0,2381000000.0,1144000000.0,-404000000.0,0.0,,111000000.0,17742000000.0,73000000.0,3086000000.0,2925000000.0,-31000000.0,,15547000000.0,358064516.0,,2437000000.0,-65000000.0,12000000.0,2995000000.0,,,1237000000.0,,-318000000.0,469000000.0,9103000000.0,38000000.0,0.31,,5553000000.0,368000000.0,111000000.0,111000000.0,5133000000.0,,14656000000.0,358064516.0,,,
1994-12-31,176000000.0,1000000.0,-104000000.0,142000000.0,,2321000000.0,-185000000.0,-1450000000.0,,1211000000.0,-328000000.0,-38000000.0,374000000.0,101000000.0,1253000000.0,213000000.0,,2424000000.0,,,20925000000.0,1512000000.0,5086000000.0,270000000.0,,49000000.0,49000000.0,84000000.0,95000000.0,619000000.0,,16000000.0,0.0,,-258000000.0,825000000.0,730000000.0,2377000000.0,1207000000.0,-560000000.0,0.0,,111000000.0,18043000000.0,-159000000.0,3043000000.0,2703000000.0,218000000.0,,15839000000.0,,,2518000000.0,217000000.0,53000000.0,2882000000.0,,,1170000000.0,,-656000000.0,477000000.0,9364000000.0,37000000.0,,,5636000000.0,382000000.0,112000000.0,112000000.0,5294000000.0,,15000000000.0,,,,
