date,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyNetPPE,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCostOfRevenue,quarterlyOtherNonCashItems,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCurrentAssets,quarterlyStockBasedCompensation,quarterlyFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyOtherShortTermInvestments,quarterlyInterestExpense,quarterlyResearchAndDevelopment,quarterlyTaxProvision,quarterlyOtherNonCurrentLiabilities,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyDeferredIncomeTax,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentLiabilities,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyOtherCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyCashDividendsPaid,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyEndCashPosition,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyOperatingIncome,quarterlyCurrentDebt,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyInventory,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalRevenue
2012-12-31,630475000000,13725000000.0,,,51585000000.0,,57153000000,2743000000.0,,,-4273000000.0,,96235000000,9452000000,1298000000.0,692114000000,136207000000.0,3912000000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,632512000000,13591000000.0,,,15388000000.0,,60413000000,,,,-4573000000.0,,95572000000,9018000000,4008000000.0,697433000000,106109000000.0,4028000000.0,5654000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,685720000000,13932000000.0,,,16778000000.0,,63682000000,2724000000.0,,,-4802000000.0,,101978000000,9130000000,1266000000.0,753954000000,126265000000.0,4131000000.0,5724000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,734139000000,13780000000.0,,0.0,18518000000.0,,66658000000,,,0.0,-4935000000.0,,116685000000,8845000000,3983000000.0,805349000000,125453000000.0,4633000000.0,24622000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,722447000000,13732000000.0,,,19849000000.0,,68880000000,2722000000.0,,,-5159000000.0,,114781000000,8573000000,1233000000.0,795891000000,121243000000.0,4853000000.0,25217000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,733117000000,13772000000.0,,0.0,21325000000.0,,78299000000,,,0.0,-5380000000.0,,122666000000,8392000000,3927000000.0,815986000000,136953000000.0,4556000000.0,33153000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,695723000000,13796000000.0,,,21799000000.0,,82429000000,2685000000.0,,,-5390000000.0,,121433000000,8406000000,1198000000.0,781364000000,149950000000.0,4269000000.0,33815000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,669536000000,13147000000.0,,0.0,22197000000.0,,83856000000,,,0.0,-5340000000.0,,137961000000,7807000000,2658000000.0,756571000000,107330000000.0,3455000000.0,34875000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,679070000000,12832000000.0,,,42941000000.0,,83447000000,1474000000.0,,,-5309000000.0,,139061000000,7523000000,1165000000.0,765706000000,109772000000.0,3812000000.0,35490000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,690480000000,13053000000.0,,0.0,27616000000.0,,95196000000,,,0.0,-5502000000.0,,152612000000,7551000000,2624000000.0,788456000000,105214000000.0,3160000000.0,36136000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,707728000000,13342000000.0,,,51955000000.0,,98376000000,1474000000.0,,,-5699000000.0,,162012000000,7643000000,485000000.0,808942000000,114279000000.0,3187000000.0,37527000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,723239000000,13475000000.0,,0.0,52932000000.0,,100709000000,,,0.0,-5801000000.0,,160248000000,7674000000,,826834000000,115250000000.0,3284000000.0,38883000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,735876000000,13760000000.0,,,,,100720000000,1474000000.0,,,-5844000000.0,,167552000000,7916000000,466000000.0,839451000000,108479000000.0,3279000000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,771790000000,15210000000.0,,,,,102149000000,,,,-6254000000.0,,177159000000,8956000000,,876778000000,122543000000.0,3520000000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
