date,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyCommonStockIssuance,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable
2006-12-31,290900000.0,10300000.0,8006400000.0,62500000.0,93200000,1286300000.0,,1821800000.0,866300000.0,,,16300000.0,,,5146200000.0,1615200000.0,703400000.0,-20700000.0,175600000.0,-62700000.0,175600000.0,,2700000.0,22800000.0,,,102500000.0,1286300000.0,,13142900000.0,1395900000.0,18156500000.0,62500000.0,,51800000.0,15373600000.0,0.0,,17544500000.0,,-600000.0,713100000.0,82300000.0,16000000.0,,1037600000.0,20900000.0,,5013600000.0,62600000.0,396400000,,-172100000.0,33100000.0,1792500000.0,118000000.0,2049200000.0,-53500000.0,,3821200000.0,,2782900000.0,,,,9694500000.0,142300000.0,,49100000.0,1012900000.0,2049200000,256700000,-239100000.0,-108500000.0,-7850000000.0,,
2007-03-31,780000000.0,69100000.0,7852600000.0,216700000.0,209100000,710100000.0,273600000.0,1852800000.0,954000000.0,,,2100000.0,,,5153100000.0,1604400000.0,444100000.0,-1300000.0,163400000.0,-63000000.0,163400000.0,,2700000.0,33100000.0,0.79,,98600000.0,710100000.0,,12427900000.0,1281300000.0,17555200000.0,216700000.0,,627900000.0,15293900000.0,0.0,,17680700000.0,274800000.0,-1500000.0,659500000.0,439200000.0,1600000.0,,699800000.0,50200000.0,,5127300000.0,78400000.0,573900000,,-72200000.0,102200000.0,2460600000.0,707200000.0,2893700000.0,-7500000.0,,3222400000.0,,2261300000.0,,,,9740900000.0,333200000.0,0.79,124100000.0,1096000000.0,2893700000,433100000,-152100000.0,-638700000.0,-7939800000.0,,
2007-06-30,-192100000.0,-79200000.0,7812600000.0,26700000.0,28200000,1078200000.0,273800000.0,1058400000.0,1067100000.0,,,5600000.0,,,5124300000.0,1595100000.0,562800000.0,3300000.0,89900000.0,-63000000.0,89900000.0,,2700000.0,102200000.0,0.1,,98100000.0,1078200000.0,,12430100000.0,1280300000.0,17504600000.0,26700000.0,,-371700000.0,15355000000.0,0.0,,17804900000.0,274900000.0,-600000.0,1046800000.0,-356700000.0,-15700000.0,,429800000.0,27900000.0,,5074500000.0,-11800000.0,279600000,,-190600000.0,23000000.0,1437500000.0,-420800000.0,1577100000.0,6900000.0,,3246500000.0,,2149600000.0,,,,9804900000.0,44800000.0,0.1,16600000.0,1059600000.0,1577100000,139600000,-179600000.0,303500000.0,-8000000000.0,,
2007-09-30,-189000000.0,-5300000.0,8565800000.0,11000000.0,9800000,733900000.0,273900000.0,1459500000.0,571500000.0,,,200000.0,,,5923400000.0,1604900000.0,927200000.0,4000000.0,113700000.0,-63100000.0,113700000.0,,2700000.0,23000000.0,0.04,,100800000.0,733900000.0,,12647200000.0,1254400000.0,17651400000.0,11000000.0,,-377100000.0,15382600000.0,0.0,,17684500000.0,274700000.0,0.0,449700000.0,-299100000.0,-8100000.0,,656400000.0,8500000.0,,5004200000.0,4400000.0,254400000,,-183700000.0,17700000.0,1130700000.0,-411200000.0,1241000000.0,-19100000.0,,2706200000.0,,2268800000.0,,,,9871100000.0,13500000.0,0.04,3700000.0,1007400000.0,1241000000,110300000,-188100000.0,367400000.0,-7813400000.0,,
2007-12-31,358300000.0,18300000.0,8129000000.0,67000000.0,64900000,1094900000.0,,1577800000.0,936000000.0,,,300000.0,,,5594400000.0,1616800000.0,766700000.0,-15400000.0,95400000.0,-63000000.0,95400000.0,,2700000.0,17700000.0,,,120300000.0,1094900000.0,,12928200000.0,1295300000.0,18004800000.0,67000000.0,,89800000.0,15549900000.0,-40600000.0,,17882300000.0,,0.0,719900000.0,81300000.0,34900000.0,,656800000.0,11700000.0,,5076600000.0,31700000.0,340500000,,-234900000.0,36000000.0,2029100000.0,219200000.0,2228000000.0,38700000.0,,3392600000.0,,2454900000.0,,,,10031800000.0,92600000.0,,27700000.0,1074500000.0,2228000000,198900000,-268500000.0,-105100000.0,-7850500000.0,,
2008-03-31,845300000.0,42800000.0,7973000000.0,99300000.0,189400000,714000000.0,273900000.0,2220300000.0,1086200000.0,,,600000.0,,,5383000000.0,1546100000.0,458600000.0,500000.0,81200000.0,-63100000.0,81200000.0,,2700000.0,34600000.0,0.36,,91800000.0,714000000.0,,13122500000.0,1852300000.0,18186700000.0,99300000.0,,654600000.0,15665200000.0,0.0,,17495100000.0,275400000.0,,755900000.0,533500000.0,16700000.0,,895500000.0,24100000.0,,5064200000.0,73600000.0,530200000,,-104600000.0,77400000.0,2896900000.0,847300000.0,3289700000.0,-24000000.0,,3753300000.0,,2521500000.0,,,,9676000000.0,301500000.0,0.36,112100000.0,1047500000.0,3289700000,392800000,-190700000.0,-697900000.0,-7819100000.0,,
2008-06-30,-205900000.0,-31500000.0,8679400000.0,-202300000.0,21000000,549100000.0,274000000.0,2371400000.0,737000000.0,,,200000.0,,,6059900000.0,1572000000.0,745000000.0,2900000.0,47200000.0,-63000000.0,47200000.0,,2700000.0,77400000.0,-0.74,,87400000.0,549100000.0,,13805300000.0,1682100000.0,18616200000.0,-202300000.0,,-438000000.0,15935800000.0,0.0,,18108600000.0,275400000.0,,665200000.0,-434100000.0,35400000.0,,1151200000.0,34000000.0,,4810900000.0,-268000000.0,264600000,,-283000000.0,45900000.0,1677100000.0,-485400000.0,1792100000.0,23000000.0,,3648800000.0,,2680400000.0,,,,10126100000.0,30500000.0,-0.74,9500000.0,782200000.0,1792100000,115000000,-232100000.0,457400000.0,-7982500000.0,,
2008-09-30,-361900000.0,-20800000.0,8959600000.0,20000000.0,32600000,1282900000.0,274000000.0,2175200000.0,586800000.0,,,300000.0,,,6323300000.0,1588600000.0,1102600000.0,24200000.0,269000000.0,-63100000.0,269000000.0,,2700000.0,45900000.0,0.07,,100200000.0,1282900000.0,,14427000000.0,1581500000.0,19097800000.0,20000000.0,,-618500000.0,15971800000.0,0.0,,18339800000.0,275500000.0,0.0,498000000.0,-573400000.0,40000000.0,,1167600000.0,-65300000.0,,4670800000.0,-137100000.0,245500000,,-581300000.0,25100000.0,1304600000.0,-609900000.0,1409100000.0,9000000.0,,4019200000.0,,3126000000.0,,,,10261800000.0,28500000.0,0.08,-4100000.0,739100000.0,1409100000,104500000,-256600000.0,922400000.0,-8078000000.0,,
2008-12-31,306700000.0,-4500000.0,9287800000.0,-489600000.0,127000000,1632800000.0,,2257300000.0,1142500000.0,,,200000.0,,,5943900000.0,1595900000.0,850900000.0,2300000.0,20600000.0,-63200000.0,20600000.0,,2700000.0,25100000.0,,,100700000.0,1632800000.0,,15303400000.0,2101900000.0,20032200000.0,-489600000.0,,-313500000.0,16621400000.0,0.0,,18468900000.0,,,693300000.0,-9100000.0,45700000.0,,1396800000.0,-172000000.0,,4728800000.0,469000000.0,436300000,,-145400000.0,20600000.0,2092100000.0,165600000.0,2385500000.0,-380500000.0,,4583400000.0,,3410800000.0,,,,10388100000.0,195000000.0,,68000000.0,901100000.0,2385500000,293400000,-620200000.0,-165800000.0,-8080800000.0,,
2009-03-31,1057900000.0,114600000.0,1900300000.0,148400000.0,159300000,923000000.0,274200000.0,392400000.0,910700000.0,,1654800000.0,200000.0,3677300000.0,276400000.0,6451900000.0,1650700000.0,259800000.0,1000000.0,135200000.0,-63100000.0,135200000.0,143800000.0,2700000.0,20600000.0,0.54,172100000.0,90500000.0,436000000.0,,14612300000.0,1832400000.0,19350000000.0,148400000.0,327800000.0,851000000.0,16717600000.0,0.0,,18610800000.0,276700000.0,-800000.0,531600000.0,806000000.0,23100000.0,6800000.0,461500000.0,-187200000.0,1600000.0,4737700000.0,3000000.0,491100000,-161100000.0,-196400000.0,135200000.0,725500000.0,487700000.0,1065400000.0,-4500000.0,11000000.0,3278000000.0,,2632400000.0,-1264900000.0,11334300000.0,,10476700000.0,256800000.0,0.54,97500000.0,923300000.0,2720200000,339900000,-206900000.0,-746900000.0,-8134100000.0,,
2009-06-30,182300000.0,113700000.0,1874400000.0,-4800000.0,-8700000,1283800000.0,274700000.0,381700000.0,544700000.0,,338200000.0,200000.0,3677300000.0,438300000.0,6564400000.0,1715000000.0,428400000.0,-1200000.0,248900000.0,-63100000.0,248900000.0,148100000.0,2800000.0,135200000.0,-0.02,241100000.0,105300000.0,424000000.0,,14430900000.0,1668000000.0,19223300000.0,-4800000.0,325100000.0,3600000.0,16786600000.0,0.0,,18776000000.0,274700000.0,-100000.0,240900000.0,14200000.0,11000000.0,7300000.0,806500000.0,-74000000.0,3300000.0,4792400000.0,40000000.0,250900000,-166000000.0,-123500000.0,248900000.0,564500000.0,-268400000.0,671000000.0,22100000.0,20200000.0,2942400000.0,,2436700000.0,-263500000.0,11488500000.0,,10543100000.0,-2600000.0,-0.02,6100000.0,855100000.0,1009200000,106500000,-178700000.0,55300000.0,-8232900000.0,,
2009-09-30,-120000000.0,-165100000.0,1887800000.0,-15400000.0,-9700000,941900000.0,275400000.0,450200000.0,442300000.0,,227300000.0,200000.0,3677300000.0,453100000.0,6560700000.0,2042800000.0,703000000.0,-2100000.0,83800000.0,-63400000.0,83800000.0,148200000.0,2800000.0,248900000.0,-0.05,109000000.0,104800000.0,633800000.0,,14651300000.0,1657200000.0,19391100000.0,-15400000.0,322400000.0,-320100000.0,16827900000.0,0.0,,18868400000.0,275400000.0,0.0,214000000.0,-410900000.0,320300000.0,7900000.0,763300000.0,-58300000.0,3400000.0,4739800000.0,-21600000.0,250600000,28000000.0,-183000000.0,83800000.0,559300000.0,-242200000.0,657500000.0,-12300000.0,8700000.0,2909700000.0,,2563200000.0,199100000.0,11741600000.0,,10582100000.0,-2900000.0,-0.05,6800000.0,776300000.0,884800000,98200000,-200100000.0,137500000.0,-8286300000.0,,
2009-12-31,546000000.0,-67400000.0,2030000000.0,89500000.0,89900000,757200000.0,,459300000.0,808600000.0,,1377600000.0,10000000.0,3677300000.0,313700000.0,5965100000.0,2057800000.0,587200000.0,-29700000.0,16400000.0,-63700000.0,16400000.0,148900000.0,2800000.0,83800000.0,,-263300000.0,98600000.0,822300000.0,,14417600000.0,1881700000.0,19271700000.0,89500000.0,319600000.0,354500000.0,17048100000.0,0.0,,19103500000.0,,-1700000.0,502100000.0,292000000.0,23800000.0,8500000.0,413800000.0,-45900000.0,1300000.0,4854100000.0,116900000.0,392700000,107600000.0,-151900000.0,16400000.0,664000000.0,151600000.0,940300000.0,-11000000.0,27300000.0,3149600000.0,,2223600000.0,-901000000.0,11268000000.0,,10683900000.0,145200000.0,,55300000.0,865500000.0,2317900000,276300000,-191500000.0,-461500000.0,-8419600000.0,,
2010-03-31,83300000.0,94200000.0,2098600000.0,197300000.0,197300000,623400000.0,276900000.0,349200000.0,949900000.0,,1286300000.0,3600000.0,3677300000.0,308800000.0,5963900000.0,2091400000.0,344300000.0,2500000.0,110600000.0,-63700000.0,110600000.0,149800000.0,2800000.0,16400000.0,0.71,-138400000.0,98700000.0,1093800000.0,0.0,14422800000.0,1991300000.0,19351600000.0,197300000.0,316800000.0,-55500000.0,17154400000.0,0.0,,19140700000.0,277500000.0,-1400000.0,407100000.0,-232700000.0,27200000.0,9000000.0,360700000.0,-50400000.0,2200000.0,4928800000.0,-56000000.0,545700000,-103000000.0,-194400000.0,110600000.0,676100000.0,332700000.0,1072000000.0,-24600000.0,11500000.0,2997200000.0,,2197200000.0,-900000.0,11425600000.0,,10697200000.0,307100000.0,0.71,109800000.0,935300000.0,2358300000,395900000,-138800000.0,205300000.0,-8443500000.0,,
2010-06-30,319200000.0,-103200000.0,2081500000.0,28100000.0,28000000,531500000.0,277600000.0,382400000.0,568900000.0,,439100000.0,3200000.0,3677300000.0,278600000.0,5977300000.0,2110900000.0,493200000.0,2600000.0,7400000.0,-63900000.0,7400000.0,151600000.0,2800000.0,110600000.0,0.1,383500000.0,98400000.0,931600000.0,-300000.0,14153200000.0,1936400000.0,19048100000.0,28100000.0,314100000.0,121100000.0,17154700000.0,0.0,,19347300000.0,278400000.0,0.0,278900000.0,119500000.0,11400000.0,200000.0,357100000.0,-60400000.0,3800000.0,4894900000.0,-1100000.0,293400000,-132400000.0,-199500000.0,7400000.0,593200000.0,-185100000.0,732000000.0,8100000.0,10100000.0,2717400000.0,,1893400000.0,-4300000.0,11435800000.0,,10800000000.0,43400000.0,0.1,15400000.0,899500000.0,1171100000,138800000,-198100000.0,-222900000.0,-8547300000.0,,
2010-09-30,-70000000.0,3500000.0,2082800000.0,33200000.0,33400000,672000000.0,278100000.0,363500000.0,517800000.0,,420000000.0,3800000.0,3677300000.0,354500000.0,5964300000.0,2242800000.0,706600000.0,1000000.0,10900000.0,-63800000.0,10900000.0,153100000.0,2800000.0,7400000.0,0.12,54100000.0,97600000.0,1451500000.0,-87400000.0,14647500000.0,1921200000.0,19525400000.0,33200000.0,311400000.0,-286800000.0,17329900000.0,0.0,,19366500000.0,279900000.0,0.0,242900000.0,-340600000.0,92000000.0,200000.0,409900000.0,-57400000.0,17200000.0,4877900000.0,-86800000.0,278500000,-31400000.0,-367200000.0,10900000.0,597200000.0,-180400000.0,718100000.0,-15300000.0,4500000.0,3251200000.0,,2195500000.0,-11100000.0,11396300000.0,,10921500000.0,27800000.0,0.12,-5600000.0,868500000.0,1138100000,120900000,-216800000.0,440700000.0,-8445000000.0,,
2010-12-31,392900000.0,-1700000.0,162000000.0,33400000.0,35800000,278600000.0,,450800000.0,1079300000.0,0.0,828700000.0,3800000.0,3677300000.0,340600000.0,5936100000.0,2243400000.0,563700000.0,-92300000.0,9200000.0,-64200000.0,9200000.0,141800000.0,2800000.0,10900000.0,,-543100000.0,97800000.0,1382500000.0,-200000.0,15015600000.0,7900000.0,19938800000.0,33400000.0,308600000.0,142800000.0,17489900000.0,-93000000.0,0.0,19589600000.0,,-100000.0,581800000.0,39400000.0,69500000.0,300000.0,151800000.0,-57900000.0,7700000.0,4923200000.0,67600000.0,297300000,304500000.0,-182200000.0,9200000.0,672900000.0,136100000.0,925400000.0,-200000.0,324900000.0,3649400000.0,,2448900000.0,-961400000.0,11366200000.0,,11097000000.0,57700000.0,,21900000.0,901800000.0,1754100000,252500000,-250100000.0,-212400000.0,-8492600000.0,,
2011-03-31,422100000.0,53300000.0,163400000.0,205200000.0,204800000,327500000.0,279300000.0,310400000.0,1063200000.0,0.0,1170900000.0,3700000.0,3677300000.0,338900000.0,5927600000.0,2372700000.0,242300000.0,5600000.0,62500000.0,-64200000.0,62500000.0,138900000.0,2800000.0,9200000.0,0.72,16000000.0,,1299400000.0,,14464500000.0,2300000.0,19478800000.0,205200000.0,305900000.0,212700000.0,17493600000.0,-8200000.0,,19668600000.0,285000000.0,-2700000.0,429600000.0,-29200000.0,99400000.0,0.0,112600000.0,-56700000.0,7800000.0,5014300000.0,34300000.0,535800000,-119900000.0,-175100000.0,62500000.0,664400000.0,208500000.0,1061300000.0,13600000.0,189400000.0,3096100000.0,,1985200000.0,-2800000.0,11368400000.0,,11140600000.0,312700000.0,0.73,107900000.0,978300000.0,2232200000,396900000,-209400000.0,-193700000.0,-8528000000.0,,
2011-06-30,313900000.0,-2600000.0,157800000.0,38900000.0,39500000,340200000.0,280200000.0,344400000.0,638300000.0,0.0,462500000.0,4200000.0,3677300000.0,348000000.0,6340000000.0,2400400000.0,434600000.0,2900000.0,59900000.0,-64500000.0,59900000.0,134500000.0,2800000.0,62500000.0,0.14,418600000.0,,900400000.0,,14342900000.0,2300000.0,19346300000.0,38900000.0,303100000.0,78300000.0,17601200000.0,0.0,,19897900000.0,287100000.0,-300000.0,316200000.0,121100000.0,32700000.0,0.0,121900000.0,-54500000.0,9400000.0,5003400000.0,-12600000.0,295500000,-130500000.0,-248300000.0,59900000.0,604800000.0,-194800000.0,765800000.0,-2800000.0,188100000.0,2558100000.0,,1745100000.0,-10200000.0,11784800000.0,,11295000000.0,69500000.0,0.14,30000000.0,952600000.0,1228300000,161000000,-235600000.0,-68200000.0,-8602900000.0,,
2011-09-30,58100000.0,-37700000.0,193100000.0,34700000.0,36300000,340600000.0,280800000.0,322200000.0,512500000.0,0.0,323100000.0,7200000.0,3677300000.0,364500000.0,6337300000.0,2460300000.0,653000000.0,4700000.0,22200000.0,-64600000.0,22200000.0,134900000.0,2800000.0,59900000.0,0.12,126800000.0,,1242200000.0,-100000.0,14752100000.0,2300000.0,19742100000.0,34700000.0,300400000.0,-271100000.0,17881600000.0,0.0,,20221000000.0,289000000.0,-100000.0,244400000.0,-148000000.0,33100000.0,0.0,142400000.0,-54400000.0,10200000.0,4990000000.0,-49200000.0,279300000,-74700000.0,-378500000.0,22200000.0,601200000.0,-185100000.0,745600000.0,-4100000.0,284800000.0,2887200000.0,,1860500000.0,-23500000.0,11864900000.0,,11548700000.0,53400000.0,0.12,17100000.0,922600000.0,1068700000,144400000,-329200000.0,282700000.0,-8672300000.0,,
2011-12-31,76100000.0,-10700000.0,244700000.0,20300000.0,23200000,328700000.0,,412900000.0,854800000.0,0.0,599900000.0,9300000.0,3677300000.0,355600000.0,6267100000.0,2570900000.0,586800000.0,-81000000.0,11500000.0,-64500000.0,11500000.0,129900000.0,2800000.0,22200000.0,,-341800000.0,,1686700000.0,-6200000.0,15711000000.0,200000.0,20708300000.0,20300000.0,297600000.0,-274900000.0,18460100000.0,-53900000.0,0.0,20470300000.0,,0.0,434800000.0,-206100000.0,13200000.0,0.0,169700000.0,-59700000.0,11800000.0,4997300000.0,9800000.0,271100000,170300000.0,-347400000.0,11500000.0,685000000.0,29600000.0,890000000.0,31500000.0,323700000.0,3646400000.0,,2248200000.0,-250400000.0,12064600000.0,,11800100000.0,31500000.0,,8300000.0,917000000.0,1489900000,205000000,-351000000.0,260600000.0,-8670200000.0,,
2012-03-31,480000000.0,27000000.0,247800000.0,193400000.0,193500000,354600000.0,282900000.0,309900000.0,730300000.0,0.0,630300000.0,17400000.0,3677300000.0,361300000.0,5834400000.0,2678600000.0,369200000.0,9600000.0,38500000.0,-65100000.0,38500000.0,146100000.0,2900000.0,11500000.0,0.66,127900000.0,,2015000000.0,-5300000.0,15365400000.0,200000.0,20445900000.0,193400000.0,294900000.0,187400000.0,18475600000.0,0.0,,20707900000.0,293100000.0,-9900000.0,380700000.0,8300000.0,92200000.0,,186200000.0,-60900000.0,8900000.0,5080500000.0,3200000.0,536200000,-41300000.0,-294700000.0,38500000.0,638300000.0,211200000.0,1028400000.0,24400000.0,225700000.0,3718400000.0,,1970300000.0,-5900000.0,11647000000.0,,11902000000.0,296400000.0,0.68,102900000.0,980000000.0,1658700000,390100000,-292600000.0,-158300000.0,-8805900000.0,,
2012-06-30,291800000.0,14300000.0,242100000.0,69400000.0,70500000,310100000.0,284400000.0,336400000.0,553300000.0,0.0,241100000.0,12600000.0,3677300000.0,368300000.0,6806900000.0,2757400000.0,430000000.0,12800000.0,52800000.0,-65300000.0,52800000.0,148000000.0,2900000.0,38500000.0,0.23,177300000.0,,1094500000.0,-2300000.0,15304100000.0,200000.0,20409400000.0,69400000.0,292100000.0,-35100000.0,18657800000.0,-3400000.0,,21031800000.0,295800000.0,-100000.0,292100000.0,77000000.0,36800000.0,,192900000.0,-59000000.0,10800000.0,5105300000.0,55000000.0,346600000,-106200000.0,-274200000.0,52800000.0,609000000.0,-77600000.0,807600000.0,-47600000.0,211800000.0,2662300000.0,,1751600000.0,-1900000.0,12641800000.0,,12149000000.0,108200000.0,0.25,37700000.0,980900000.0,1048700000,198600000,-326900000.0,-3300000.0,-8882800000.0,,
2012-09-30,170000000.0,-40500000.0,246200000.0,19300000.0,20000000,333900000.0,290300000.0,315600000.0,526200000.0,0.0,233700000.0,346400000.0,3677300000.0,411700000.0,6819700000.0,2784300000.0,573200000.0,10900000.0,12300000.0,-68400000.0,12300000.0,126000000.0,3100000.0,52800000.0,0.06,28700000.0,,1048600000.0,-3700000.0,15427800000.0,200000.0,20838600000.0,19300000.0,289400000.0,-234800000.0,18999900000.0,0.0,,21499500000.0,300000000.0,0.0,300100000.0,-2300000.0,11100000.0,22800000.0,190600000.0,-56800000.0,13300000.0,5410800000.0,26100000.0,254500000,-3500000.0,-382400000.0,12300000.0,611300000.0,-114000000.0,739800000.0,1200000.0,294500000.0,2727100000.0,,1838700000.0,-3800000.0,12700700000.0,,12542700000.0,31500000.0,0.06,11500000.0,925700000.0,973500000,128500000,-404800000.0,171900000.0,-8956800000.0,,
2012-12-31,333700000.0,24000000.0,226200000.0,134000000.0,126600000,292800000.0,,443400000.0,907300000.0,26700000.0,2099200000.0,7100000.0,3677300000.0,437700000.0,6712500000.0,2978100000.0,540700000.0,4400000.0,36300000.0,-74400000.0,36300000.0,141800000.0,3100000.0,12300000.0,,-385200000.0,,1284100000.0,-9100000.0,16290400000.0,0.0,21844700000.0,134000000.0,286600000.0,-140800000.0,19492300000.0,0.0,,21902300000.0,,0.0,538900000.0,-113300000.0,164500000.0,,162800000.0,-65500000.0,12000000.0,5554300000.0,13000000.0,448500000,208300000.0,-473900000.0,36300000.0,-1008400000.0,42800000.0,-718900000.0,21100000.0,312400000.0,3301600000.0,,2352400000.0,-902200000.0,12988800000.0,,12915900000.0,190000000.0,,63400000.0,1059600000.0,1380300000,289500000,-474500000.0,164200000.0,-8986400000.0,,
2013-03-31,449100000.0,65100000.0,225000000.0,260500000.0,215400000,222400000.0,311100000.0,337900000.0,1070300000.0,0.0,1143100000.0,17200000.0,3666200000.0,451200000.0,6803900000.0,3003900000.0,257600000.0,11400000.0,101400000.0,-74700000.0,101400000.0,143600000.0,3100000.0,36300000.0,0.83,-161300000.0,98600000.0,1220500000.0,-17100000.0,15945700000.0,0.0,21636400000.0,260500000.0,283900000.0,79800000.0,19604600000.0,0.0,,22194300000.0,312100000.0,-7600000.0,527400000.0,-48100000.0,116500000.0,,141700000.0,-62300000.0,10600000.0,5690700000.0,18800000.0,575800000,25400000.0,-246100000.0,101400000.0,230400000.0,254700000.0,651200000.0,-1200000.0,210000000.0,2974400000.0,,2031800000.0,-427100000.0,12971300000.0,-17100000.0,13118900000.0,333600000.0,0.84,118200000.0,1170500000.0,1794300000,420800000,-369300000.0,-137900000.0,-9075400000.0,,
2013-06-30,445400000.0,-56900000.0,216400000.0,71700000.0,72100000,192100000.0,312200000.0,409000000.0,716500000.0,0.0,812800000.0,6900000.0,3666200000.0,468500000.0,7616700000.0,3085600000.0,420300000.0,21500000.0,44500000.0,-74800000.0,44500000.0,143300000.0,3100000.0,101400000.0,0.23,355800000.0,102000000.0,448400000.0,-15600000.0,15918900000.0,0.0,21621600000.0,71700000.0,281200000.0,13000000.0,19914000000.0,0.0,,22643600000.0,313200000.0,-300000.0,393000000.0,169600000.0,50900000.0,37200000.0,145500000.0,-62000000.0,12400000.0,5702700000.0,-24300000.0,350100000,-144600000.0,-472000000.0,44500000.0,214200000.0,-181500000.0,399500000.0,-2200000.0,169800000.0,2068000000.0,,1707600000.0,-423100000.0,13850900000.0,-15600000.0,13473900000.0,104800000.0,0.23,32700000.0,1164100000.0,1212300000,185300000,-432400000.0,-30300000.0,-9169700000.0,,
2013-09-30,184100000.0,-29600000.0,219100000.0,48100000.0,49500000,116000000.0,312800000.0,380300000.0,591000000.0,0.0,711900000.0,12000000.0,3666200000.0,529400000.0,7089100000.0,3155400000.0,610900000.0,25000000.0,14900000.0,-78100000.0,14900000.0,144500000.0,3200000.0,44500000.0,0.16,123900000.0,103700000.0,1362000000.0,-44400000.0,16383200000.0,0.0,22084100000.0,48100000.0,278400000.0,-311500000.0,20338600000.0,-3200000.0,,23171000000.0,313800000.0,-100000.0,369600000.0,-43000000.0,31700000.0,23100000.0,152500000.0,-60400000.0,16700000.0,5700900000.0,9900000.0,325600000,-58500000.0,-533200000.0,14900000.0,208800000.0,-176900000.0,364900000.0,-2300000.0,270500000.0,3005600000.0,,1745500000.0,345000000.0,13377600000.0,-44400000.0,13912400000.0,77400000.0,0.16,27900000.0,1133800000.0,1076800000,156100000,-495600000.0,319500000.0,-9258600000.0,,
2013-12-31,358200000.0,11900000.0,216000000.0,151800000.0,153000000,93800000.0,,464000000.0,1005800000.0,0.0,1045500000.0,7600000.0,3666200000.0,577700000.0,7533500000.0,3298700000.0,546800000.0,16100000.0,26800000.0,-78300000.0,26800000.0,145900000.0,3200000.0,14900000.0,,-413200000.0,94100000.0,1240800000.0,-48300000.0,16767300000.0,0.0,22653900000.0,151800000.0,275700000.0,-224400000.0,20494700000.0,0.0,,23664200000.0,,-100000.0,619000000.0,-23200000.0,88300000.0,17100000.0,142800000.0,-43600000.0,11000000.0,5886600000.0,-9200000.0,475700000,245500000.0,-640100000.0,26800000.0,224800000.0,94500000.0,551300000.0,-3400000.0,281100000.0,3178400000.0,,2159200000.0,-83800000.0,13588900000.0,-48300000.0,14365100000.0,235700000.0,,82700000.0,1285500000.0,1596800000,326500000,-582600000.0,293800000.0,-9299100000.0,,
