date,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyBasicEPS,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyOperatingCashFlow,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyNetPPE,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyDilutedEPS,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyDilutedAverageShares,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyAccumulatedDepreciation
2002-03-31,2737767809.0,,,0.049767,35245538.0,-88893964,,1040842715.0,,,,,81677572.0,107733856,,5392439422,26378536.0,0.0,,8865027618,681425095.0,6063708535,,807331081.0,807331081.0,,893330225.0,1000000000,,1453208219.0,104431635.0,,116923110.0,55577746.0,5159381209,,,573321893.0,0.049767,,4939140409,,2801319083,5392439422,,,235542106,879886326.0,3020227759,,342516896.0,,176697883.0,,468890258.0,,329383065.0,685418650.0,55299036.0,55577746.0,-232994643,220240800,,,,,,,,,,,,,,,
2002-06-30,2597971173.0,,,,42064641.0,-68258563,,1083869503.0,,,,,131220380.0,84806566,,5463673292,32028637.0,0.0,,8965114250,722116706.0,6189004421,,942642241.0,942642241.0,,977439522.0,1000000000,,2072893963.0,178569000.0,,173285021.0,67241493.0,5160374194,,,880912490.0,,,4933086570,,2776109829,5463673292,,,302783599,1191981473.0,3087645228,,328834005.0,,185440294.0,,702343490.0,,478243075.0,717094828.0,99191743.0,67241493.0,-187030732,227287624,,,,,,,,,,,,,,,
2002-09-30,2393055965.0,,,,31345367.0,-66100888,,976422085.0,,,,,179922051.0,89449143,,5423261727,45820149.0,0.0,,8753169132,717784031.0,6146846290,,917454051.0,917454051.0,,940235263.0,1000000000,,2205979775.0,209487768.0,,211267418.0,111456821.0,4814922293,,,986815859.0,,,4645599944,,2606322842,5423261727,,,414240410,1219163916.0,3199102039,,173942481.0,,130175217.0,,777328091.0,,535157346.0,739144800.0,134101902.0,111456821.0,695000,169322349,,,,,,,,,,,,,,,
2002-12-31,2669481347.0,,,,38005715.0,98174773,,1223807108.0,,,,,-15370708.0,110054376,,5418416110,5688990.0,76640000.0,,8938615600,716614284.0,6124975750,,931010803.0,854370803.0,,1087140808.0,1000000000,,1219904450.0,-29254814.0,,22635007.0,-3618675.0,5317055816,,,452938112.0,,,5226412296,,2813639850,5418416110,,,108828477,766966338.0,2977353602,,167721734.0,,90643520.0,,482192926.0,,372509846.0,644206182.0,-21059698.0,-3618675.0,0,90643520,,,,,,,,,,,,,,,
2003-03-31,2653983829.0,-112078494.0,,0.053473,34575505.0,94112855,1101103.0,1302207811.0,374476955.0,,133685326.0,,84552142.0,70820739,,5413821197,28487076.0,76640000.0,123742534.0,9271967841,711459648.0,6142467806,262398461.0,1060586108.0,983946108.0,,1212278369.0,1000000000,762166064.0,1626019492.0,111446419.0,-44044001.0,242870181.0,59717354.0,5610127515,-155001583.0,895851390.0,636983965.0,0.053473,-43908305.0,5475120113,33459514.0,3129500035,5413821197,164239213.0,,168545831,989035527.0,3037166794,-322077.0,254873483.0,,101417361.0,-82679596.0,525537546.0,,370602215.0,624673532.0,56065066.0,59717354.0,0,135007402,-812682804.0,,,,,,,,,,,,,,
2003-06-30,1724548528.0,-157418320.0,,,33273322.0,97758865,12954170.0,1373228729.0,365113106.0,,111468037.0,,100219935.0,374195655,,5414573624,26428067.0,66450000.0,119175390.0,9398635962,706924958.0,6142410872,207694786.0,1137278579.0,1070828579.0,,1293100739.0,1000000000,895851390.0,2216687976.0,139354811.0,0.0,252668647.0,56685930.0,5658942454,-115068004.0,1007319426.0,918062162.0,,-169035739.0,4907047096,30552595.0,3256225090,5414573624,87475097.0,,225231761,1298625814.0,3094128169,37223474.0,213203873.0,,86332902.0,-67594922.0,778707351.0,,531342983.0,665562456.0,73791868.0,56685930.0,0,751895358,-1643932869.0,,,,,,,,,,,,,,
2003-09-30,1571676060.0,-117396303.0,281444244.0,0.122015,23652980.0,97758865,249797300.0,1200578879.0,474272690.0,,4972131.0,,221607623.0,60362585,,5403137758,45376746.0,66450000.0,134476529.0,9215904063,701728583.0,6129763359,356876387.0,1159130734.0,1092680734.0,937106.0,1219662234.0,1060000000,1007319426.0,2404442999.0,240306732.0,-6000000.0,379737132.0,143583472.0,5018332324,-122541174.0,1012291558.0,1087738134.0,0.122015,-163991165.0,4269341017,37241210.0,3086140704,5403137758,117724653.0,,368815240,1316704865.0,3519344491,-26120833.0,219126771.0,,748991307.0,173683213.0,847431402.0,,581243398.0,678227248.0,176230877.0,143583472.0,0,748991307,-984301098.0,,,,,,,,,,,,,,
2003-12-31,1302612990.0,-80779610.0,14067194.0,,22332519.0,53808142,100607486.0,1305503104.0,-75901691.0,,-174541931.0,,19832480.0,65899435,,5339528811,35295249.0,66450000.0,154787626.0,9002202662,685135590.0,6025121647,-156681301.0,999350408.0,932900408.0,-1186613.0,1172362330.0,1060000000,1012291558.0,1278216896.0,24218795.0,-36057318.0,196952625.0,-6115102.0,4836499900,-134872546.0,837749627.0,570032963.0,,92038.0,3719512398,22796673.0,2977081015,5339528811,-250192785.0,,259760239,708183933.0,3513902521,-32193437.0,165204439.0,,992940022.0,-107654819.0,545814168.0,,420127704.0,651800241.0,-15462769.0,-6115102.0,0,1116987502,-790438859.0,,,,,,,,,,,,,,
2004-03-31,1272871610.0,-60900426.0,,0.054221,11894490.0,53808142,30314453.0,1310308948.0,358065713.0,,504587792.0,,92094322.0,54175210,,5311137739,28385739.0,66450000.0,122786193.0,9662735969,690006421.0,6096485862,297165287.0,1489291414.0,1422841414.0,40600785.0,1242952994.0,1060000000,837749626.0,1809623837.0,98162251.0,-52918790.0,226775005.0,63805466.0,5432106005,-70665084.0,1342337418.0,744182431.0,0.054221,-21217687.0,4059744709,8358547.0,3566250107,5311137739,150409989.0,,323565705,1065441406.0,3578421374,1297843.0,214839244.0,,1248313816.0,-112987.0,646020180.0,,462917804.0,652208590.0,63708583.0,63805466.0,0,1372361296,-488276654.0,,,,,,,,,,,,,,
2004-06-30,1246664700.0,-137508835.0,,,22633700.0,53808142,-26675627.0,1276504057.0,505295622.0,,236982104.0,,153204625.0,53180959,,5268462615,47550871.0,60980000.0,123378877.0,9953895061,684760600.0,6091694185,367786787.0,1693374367.0,1632394367.0,5962504.0,1282916823.0,1060000000,1342337418.0,2543851442.0,243360230.0,-84381254.0,299217202.0,84445095.0,5862814788,-206472674.0,1579319523.0,1097292581.0,,-8559037.0,4435631817,7291894.0,3862200876,5268462615,206609435.0,,196010800,1446558861.0,3477601235,7729912.0,228049915.0,,46514815.0,15185048.0,853932351.0,,571929644.0,1256517656.0,105653754.0,84445095.0,0,1427182971,-276663500.0,,,,,,,,,,,,,,
2004-09-30,1302891110.0,-94203847.0,,0.117509,8383020.0,53825642,12112030.0,1188565380.0,531817477.0,,23293251.0,,213725294.0,47056719,,5474289470,53454500.0,28553557.0,134184677.0,10219635754,780611509.0,6433577271,437613630.0,1681105408.0,1652551851.0,-4690784.0,1183266225.0,1060000000,1579319523.0,2754340033.0,214909785.0,31191775.0,356292991.0,138281348.0,5925246529,-30001801.0,1602612773.0,1193720613.0,0.117509,-263100583.0,4551732008,29795657.0,3786058483,5474289470,139605969.0,,333497498,1560619420.0,3616203911,34707471.0,263844511.0,,1298887255.0,104845357.0,978810828.0,,675142748.0,51068422.0,160270794.0,138281348.0,0,1373514521,-496589380.0,,,,,,,,,,,,,,
2004-12-31,1355191925.0,-81443418.0,,,34629571.0,35892810,-4892465.0,1382831371.0,-100781237.0,,-286873251.0,,13527209.0,30349299,,5531451233,41506348.0,0.0,133184551.0,9878004821,742522683.0,6408353414,-182224655.0,1362553132.0,1362553132.0,96897477.0,1101984459.0,1060000000,1602612773.0,1543487037.0,27772633.0,91436335.0,181341331.0,-6807690.0,5695717425,95596.0,1315739523.0,588676704.0,,19816395.0,4245949434,28236417.0,3469651407,5531451233,-248674501.0,,223865647,954810333.0,3586682183,-132994301.0,159419396.0,,66301848.0,-152536033.0,560904071.0,,411945937.0,1234720025.0,-27979139.0,-6807690.0,0,1449767991,-284483543.0,,,,,,,,,,,,,,
2005-03-31,1151960817.0,-79221718.0,,0.058565,11645936.0,35892810,-9922283.0,1424973710.0,387420602.0,,-7877597.0,,108351868.0,27489266,,5912390742,35799934.0,0.0,136165081.0,10389818688,779737636.0,6865598767,308198884.0,1347523600.0,1347523600.0,19426000.0,1260425940.0,1060000000,1315739523.0,2034429497.0,115004240.0,-200920000.0,256162885.0,68917048.0,6087258055,-233075015.0,1307861926.0,805233709.0,0.058565,-12719961.0,4516391327,4883623.0,3524219921,5912390742,165262256.0,,292782695,1229195788.0,3655526624,25647355.0,202553063.0,,1406131445.0,-13343286.0,690229469.0,,500547597.0,27000000.0,72551934.0,68917048.0,0,1570866728,-152637068.0,,,,,,,,,,,,,,
2005-06-30,1264596055.0,-76791107.0,,,13325061.0,35892810,45229029.0,1411175830.0,589555753.0,,434402450.0,,182850104.0,87540890,,5780782395,47655146.0,0.0,144695709.0,10622510856,773793857.0,6725107989,512764646.0,1773160858.0,1773160858.0,1510151.0,1246873497.0,1308219178,1307861926.0,2962402600.0,220666006.0,,340870874.0,94236466.0,5174066836,-67826496.0,1742264376.0,1245566462.0,,-86749886.0,4982742061,14677675.0,3897402867,5780782395,221395110.0,,190786284,1716836138.0,4796587637,-207189318.0,212633677.0,,24924290.0,-46387.0,1024900456.0,,696389887.0,27000000.0,135194958.0,94236466.0,0,191324775,-374626656.0,,,,,,,,,,,,,,
2005-09-30,1119631500.0,-57954803.0,,0.117294,7451845.0,35892810,4958051.0,1360679600.0,553553538.0,,103902808.0,,253530311.0,25868330,,5700276798,64482972.0,0.0,141199981.0,10589039164,766630504.0,6638119334,495598735.0,1880800605.0,1880800605.0,-3079171.0,1225429438.0,1308219178,1742264376.0,3300827019.0,231996606.0,,402182137.0,167143036.0,4955449270,-52058110.0,1846167184.0,1403996747.0,0.117294,-180955616.0,4767229112,2334685.0,3950919830,5700276798,134148225.0,,357929320,1896830272.0,4960537310,198314395.0,209774206.0,,23706986.0,45009840.0,1172000141.0,,825265460.0,27000000.0,189047339.0,167143036.0,0,188220158,-247986311.0,,,,,,,,,,,,,,
2005-12-31,949171250.0,-103307544.0,49115.0,,51807683.0,25892810,-41165515.0,1420474304.0,-349953658.0,,-600986098.0,,-16404616.0,6550713,,5516040133,40926625.0,0.0,160373511.0,9589116733,750395329.0,6395227622,-453261202.0,1265861113.0,1265861113.0,11637341.0,1056841413.0,1308219178,1846167184.0,1761936767.0,85180132.0,26147685.0,195776578.0,-26338490.0,4015876602,-71950905.0,1245181086.0,660697958.0,,25205633.0,3854397390,14045146.0,3193889111,5516040133,-504279139.0,,231303257,1101238809.0,4941429679,-20976683.0,105068080.0,,21786386.0,-60858922.0,575517826.0,,405827135.0,631810452.0,-57331241.0,-26338490.0,0,161479212,-709040138.0,,,,,,,,,,,,,,
2006-03-31,757048690.0,-92584838.0,,0.052569,9783300.0,20892810,-11268994.0,1542130964.0,629714600.0,,294576941.0,,127819941.0,6309213,,5436172821,52947145.0,0.0,198218204.0,10038852753,749520013.0,6323765148,537129762.0,1575594485.0,1575594485.0,3041508.0,1247737110.0,1308219178,1245181086.0,2396335899.0,157152084.0,-13750000.0,335821445.0,74910488.0,4405117918,-101279616.0,1539758027.0,984179731.0,0.052569,-13774602.0,4243859101,1839924.0,3715087605,5436172821,315988947.0,,306213745,1412156168.0,5002764186,-908398.0,118211468.0,,21957831.0,-144553276.0,827027647.0,,606138311.0,630970649.0,74872796.0,74910488.0,0,161258817,-316652331.0,,,,,,,,,,,,,,
2006-06-30,769419420.0,-257432848.0,,,12787532.0,20892810,-18478112.0,1490739567.0,730774770.0,,422191284.0,,217758479.0,6385332,,5503131193,60692282.0,0.0,78047991.0,10490896951,764407280.0,6412426875,473341922.0,2035108532.0,2035108532.0,1873412.0,1322280073.0,1308219178,1539758027.0,3396106144.0,223398794.0,,308594002.0,127086020.0,4947039147,-240302501.0,1961949311.0,1425315124.0,,-7422719.0,4785261700,5413866.0,4078470076,5503131193,479791092.0,,223984697,1970791020.0,4935974508,-116290.0,144279048.0,,22934682.0,86257419.0,1201916330.0,,845835518.0,607883296.0,157066197.0,127086020.0,0,161777447,-112253084.0,,,,,,,,,,,,,,
2006-09-30,643858064.0,-94651738.0,0.0,0.14893,5029756.0,20892810,-12223007.0,1390157219.0,421557218.0,,29517860.0,,309634192.0,6656525,,5445458528,77535164.0,0.0,203474219.0,10456788597,757253969.0,6360577225,326905480.0,2074048383.0,2074048383.0,6535864.0,1276542251.0,1308219178,1961949311.0,3672473761.0,256668316.0,,518138167.0,212223139.0,4675298465,-48931187.0,1991467171.0,1592324881.0,0.14893,-273268511.0,4505174693,8369403.0,4096211372,5445458528,-23668061.0,,435775694,2080148880.0,5175426967,-4320564.0,123585127.0,,32375412.0,60298661.0,1335656565.0,,951118986.0,606063165.0,232099028.0,212223139.0,0,170123772,-450821793.0,,,,,,,,,,,,,,
2006-12-31,599745254.0,-156081214.0,0.0,,34005002.0,26142767,32526055.0,1641319438.0,-654214737.0,,-783114606.0,,-40400251.0,2163708,,5313935614,-11602517.0,0.0,82696478.0,9589433246,749676263.0,6141192953,-810295951.0,1232766676.0,1232766676.0,2207047.0,1044792297.0,1308219178,1991467171.0,2242387634.0,178174612.0,,76301229.0,20677180.0,3826444870,-138544658.0,1208352565.0,900260086.0,,42455271.0,3632572562,16062944.0,3448240293,5313935614,-921434177.0,,386317753,1342127548.0,5223721630,5050000.0,113372198.0,,53259320.0,-245626733.0,722085474.0,,511962816.0,539266746.0,-28797734.0,20677180.0,0,193872308,2946316.0,,,,,,,,,,,,,,
2007-03-31,549154058.0,-155363026.0,,0.0674,5041598.0,17441647,-4924777.0,1782326564.0,,1308942463.0,648633548.0,,175131021.0,1894966,,5779237879,73838171.0,,,10455640041,96172207.0,6117969421,642689305.0,1879678812.0,1879678812.0,4943348.0,1336749671.0,1308219178,1208352565.0,2856455128.0,163180666.0,-8000000.0,180172619.0,88222722.0,4655668667,-151448291.0,1856986113.0,1161125926.0,0.0674,-5852363.0,4412075875,,4337670620,5779237879,,,713792607,1695329202.0,5318022495,1265465.0,105594076.0,122816301.0,55355471.0,,997945260.0,17374428.0,742305451.0,32048810.0,101292850.0,88222722.0,52475,243592792,-78820893.0,,,,,,,,,,,,,,
2007-06-30,621470066.0,-234207637.0,,,15784800.0,0,1470294.0,1791815083.0,,,338591858.0,,370603974.0,4446185,,5239149976,69723946.0,,,10965064589,737450109.0,6230495022,336377750.0,2283963460.0,2283963460.0,325681.0,1373108004.0,1308219178,1856986113.0,3977063852.0,399682053.0,-60000000.0,386388774.0,278583268.0,5181639361,-265324975.0,2195577971.0,1649679206.0,,-35874173.0,4882746352,,4734569567,5239149976,,,662707477,2327384646.0,5308207385,25437039.0,100102231.0,122816301.0,103214066.0,,1249997153.0,16602131.0,839836930.0,31800000.0,300880028.0,278583268.0,0,298893009,-163055644.0,,,,,,,,,,,,,,
2007-09-30,794875460.0,-371350442.0,,0.2512,4120539.0,0,3919863.0,1655642253.0,,1308257783.0,-335769531.0,,448713934.0,4164068,,5483376672,93211670.0,,,11238429226,733545569.0,6480196470,-227824339.0,1937570389.0,1937570389.0,5256637.0,1153291894.0,1308219178,2195577971.0,4279791263.0,411117105.0,0.0,452834473.0,328634355.0,5099496905,-364756942.0,1859808440.0,1899697969.0,0.2512,-266958193.0,4801215098,,4758232756,5483376672,,,991161693,2380093294.0,5636846568,-20926780.0,103620415.0,122816301.0,103420940.0,,1488580864.0,16602131.0,1060739453.0,31895238.0,355502264.0,328634355.0,80896,298281807,-23034425.0,1308257783.0,,,,,,,,,,,,,
2007-12-31,971095596.0,-307966498.0,,,38510632.0,0,3925067.0,2187253664.0,,,-575166103.0,,9674549.0,126203635,,5640344402,169349168.0,,,11545234601,800352551.0,6814836596,-726036427.0,1334908588.0,1334908588.0,50025511.0,1288070938.0,1308219178,1859808440.0,2595909486.0,93024127.0,-100413400.0,48185181.0,-137298061.0,5556899196,-333079300.0,1284642337.0,997071375.0,,-7981998.0,5326316189,,4730398005,5640344402,,14907738.0,835546023,1598838111.0,5509184632,5116147.0,94199301.0,122816301.0,90854451.0,,904047248.0,17034856.0,675678820.0,28285586.0,-159674619.0,-137298061.0,0,230583007,-381476830.0,,,,,,,,,,,,,,
2008-03-31,1020894581.0,-224717333.0,,0.0991,4605219.0,0,-7831981.0,2470453596.0,,1308145449.0,336458830.0,,252791556.0,121108222,,5720095217,118397647.0,,,12169545618,797739823.0,6900616393,378829282.0,1645391461.0,1645391461.0,32078633.0,1519127529.0,1308219178,1284642337.0,3582889396.0,229031864.0,-108160591.0,257396775.0,129637214.0,6243909198,-289533955.0,1621101167.0,1486171445.0,0.0991,-10602800.0,6012458328,,5268929225,5720095217,,13807798.0,965183237,2096717951.0,5544697600,9151717.0,90693611.0,122816301.0,91545283.0,,1257139581.0,16535106.0,950262168.0,28285586.0,134393909.0,129637214.0,0,231450870,-111622529.0,1308145449.0,,,,,,,,,,,,,
2008-06-30,830214483.0,-248502282.0,,,39953622.0,0,-26431323.0,2690262999.0,,,1136846460.0,,343292429.0,111665764,,5839770501,72131648.0,,,13665029276,887164901.0,7093796807,-56000369.0,2776514947.0,2776514947.0,-1641850.0,1506678757.0,1308219178,1621101167.0,4321422135.0,331662453.0,-72389409.0,383246051.0,251490590.0,7500811764,-298024558.0,2757947627.0,1748408699.0,,-15817653.0,6082688019,,6571232469,5839770501,,2478738.0,928865608,2573013436.0,5793444233,15871796.0,99371908.0,122816301.0,1192806077.0,,1416746246.0,115033078.0,1019121856.0,28285586.0,271160781.0,251490590.0,0,1418123745,-309905023.0,,,,,,,,,,,,,,
