date,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyPretaxIncome,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyTaxProvision,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,quarterlyDepreciationAndAmortization,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyIncomeTaxPayable
2003-12-31,523908000,22280000.0,-43583000.0,13606000.0,,78640000,-86041000,272112000,52519000,153610000.0,,64812000,-33712000.0,,-9663000.0,22280000.0,,,279815000,226495000.0,,,50805000,,261139000,,38324000,321628000,244093000,0.0,,83631000.0,-94713000.0,13477000,174049000,-27000.0,-34908000.0,2623000.0,,19018000.0,32252000,30917000,-9663000.0,-22386000.0,13085000,58897000,43939000,1889000.0,18553000,8833000.0,222399000.0,169946000.0,193472000,26121000,108158000,43034000.0,695000.0,44666000.0,9355000.0,30917000,785047000,22280000,22280000,463419000,,223782000,2596000.0,12293000.0,,,,,,,,,
2004-03-31,599052000,49311000.0,3914000.0,5623000.0,,65116000,-87548000,263409000,35546000,159127000.0,,46630000,-20777000.0,,-46302000.0,46530000.0,-3218000.0,0.32,341052000,243957000.0,,,32790000,64643000.0,260404000,,29570000,336591000,258000000,0.0,,77188000.0,-97327000.0,15454000,182793000,-90000.0,27561000.0,1646000.0,,42830000.0,20658000,20658000,-7111000.0,24250000.0,220000,61800000,50996000,1864000.0,12132000,7806000.0,274602000.0,200268000.0,198293000,29570000,94949000,615000.0,695000.0,22280000.0,35719000.0,20658000,859456000,46530000,46530000,522865000,,271581000,2976000.0,11084000.0,0.32,63677000.0,,,,,,,
2004-06-30,598763000,59497000.0,15084000.0,1678000.0,,74560000,-97216000,284124000,42650000,161618000.0,,53992000,-19228000.0,,-9681000.0,57331000.0,-3196000.0,0.39,327524000,265709000.0,,,39582000,64272000.0,261067000,,31910000,345450000,271239000,0.0,,94460000.0,-100431000.0,16526000,189224000,-123000.0,-31938000.0,5609000.0,,54594000.0,24937000,24937000,-10114000.0,10801000.0,85000,61187000,51190000,,14645000,,259808000.0,211742000.0,209564000,31910000,96929000,,695000.0,46530000.0,44480000.0,24937000,859830000,57331000,57331000,514380000,,263969000,3153000.0,11342000.0,0.4,63083000.0,,,,,,,
2004-09-30,613909000,55662000.0,-15957000.0,-6694000.0,,76518000,-87820000,262660000,47053000,165987000.0,,63988000,-47792000.0,,-13520000.0,43458000.0,-3184000.0,0.46,347977000,291683000.0,,,44088000,63849000.0,249711000,,29465000,358944000,265932000,0.0,,131007000.0,-104898000.0,16755000,192267000,-204000.0,-23429000.0,1211000.0,,19550000.0,27775000,29100000,-11257000.0,-18520000.0,294000,61089000,44057000,,16313000,,287165000.0,210270000.0,186142000,29465000,99895000,,695000.0,57331000.0,8293000.0,29100000,863620000,43458000,43458000,504676000,,251320000,3259000.0,16935000.0,0.46,62588000.0,,,,,,,
2004-12-31,622146000,56764000.0,-22374000.0,-4313000.0,,89179000,-68842000,281842000,58862000,172649000.0,1628000.0,73244000,-8705000.0,,-11126000.0,41801000.0,-3035000.0,,331808000,325681000.0,44855000.0,,67651000,,300063000,,30317000,408717000,290338000,0.0,,103380000.0,-111159000.0,17545000,193555000,-734000.0,-22589000.0,2825000.0,,27843000.0,35314000,37115000,-12426000.0,-3128000.0,608000,61490000,40295000,,20630000,,273968000.0,233574000.0,192663000,30317000,120767000,,695000.0,43458000.0,15417000.0,37115000,922209000,41801000,86656000,513492000,,258447000,3526000.0,14382000.0,,,,,,,,,
2005-03-31,570000000,58794000.0,10785000.0,-2661000.0,,72166000,-62960000,262458000,37052000,179360000.0,1497000.0,52674000,,,-12037000.0,50625000.0,-3119000.0,0.37,297858000,315600000.0,43473000.0,,33912000,62859000.0,327359000,,35114000,383977000,272142000,0.0,,91002000.0,-114922000.0,17889000,193954000,-308000.0,-27007000.0,720000.0,,46398000.0,21155000,23196000,-12037000.0,6732000.0,165000,64438000,29760000,,12757000,,250209000.0,213348000.0,190292000,35114000,106534000,,693000.0,43893000.0,34361000.0,23196000,897359000,50625000,94098000,513382000,,254990000,3305000.0,15622000.0,0.38,61794000.0,,,,,,,
2005-06-30,542064000,65090000.0,-14100000.0,150000.0,,79557000,-51940000,276023000,43377000,185827000.0,,59465000,,,40918000.0,101667000.0,-3127000.0,0.75,276680000,360011000.0,40801000.0,,40703000,63029000.0,387706000,,36180000,397222000,265384000,0.0,,6087000.0,-119471000.0,19230000,196640000,-356000.0,-25541000.0,2242000.0,,37845000.0,25391000,47544000,-16082000.0,53134000.0,576000,66356000,31424000,1693000.0,15312000,8664000.0,226026000.0,188832000.0,196466000,36180000,99870000,2798000.0,693000.0,50625000.0,21763000.0,47544000,929770000,101667000,142468000,532548000,,265743000,3250000.0,16088000.0,0.77,61899000.0,,,,,,,
2005-09-30,512147000,65092000.0,-11237000.0,-940000.0,,80777000,-44638000,282774000,50028000,190769000.0,,65870000,,,-12764000.0,105261000.0,-3124000.0,0.37,280417000,380137000.0,38061000.0,,40567000,63313000.0,421947000,,30749000,388172000,231730000,-1000000.0,,49719000.0,-124572000.0,19652000,207896000,-343000.0,-208000.0,3259000.0,,10054000.0,22667000,23269000,-14764000.0,-2170000.0,-6339000,66197000,34901000,,17900000,,225864000.0,166638000.0,201997000,30749000,105576000,,693000.0,101667000.0,-4710000.0,23269000,934094000,105261000,143322000,545922000,,271829000,3122000.0,15842000.0,0.38,62017000.0,,,,,,,
2005-12-31,513165000,63083000.0,-28787000.0,5432000.0,,93060000,-64177000,295886000,64368000,198718000.0,,80880000,,,-20683000.0,137979000.0,-3139000.0,,279603000,413268000.0,31327000.0,,59376000,,459270000,,28692000,444902000,233562000,0.0,,17847000.0,-128372000.0,22610000,196845000,1296000.0,16847000.0,18690000.0,,34518000.0,36301000,36310000,-20683000.0,38482000.0,-1954000,70346000,29112000,,22958000,,227881000.0,152389000.0,202826000,28692000,115825000,18090000.0,693000.0,105261000.0,13835000.0,36310000,972435000,137979000,169306000,527533000,,260342000,3155000.0,16512000.0,,,,,,,,,
2006-03-31,4424251000,74802000.0,-58399000.0,-6240000.0,,278599000,2565000,900936000,104810000,511316000.0,,201605000,,,56069000.0,211355000.0,-9616000.0,0.23,3576768000,185869000.0,49128000.0,3710714000.0,61323000,172987000.0,2968353000,,145729000,1169150000,847483000,0.0,,0.0,-211858000.0,268645000,478893000,4263000.0,-76295000.0,26834000.0,28060000.0,98429000.0,39358000,39358000,-69264000.0,78203000.0,-277000,299458000,413588000,,23487000,277468000.0,2894535000.0,149758000.0,622337000,173789000,526220000,311865000.0,1974000.0,133152000.0,29165000.0,39358000,7406782000,211355000,260483000,6237632000,33590000.0,1748567000,43268000.0,96795000.0,0.23,169989000.0,,,,,,,
2006-06-30,4328912000,78175000.0,-28098000.0,-26825000.0,,302228000,8673000,1021946000,152716000,535660000.0,,263090000,,,-83204000.0,143694000.0,-9540000.0,0.34,3551961000,242358000.0,,3697900000.0,106082000,195374000.0,2996161000,,125866000,1139885000,776951000,-227000.0,,47826000.0,-235404000.0,288491000,478215000,-352388000.0,-110566000.0,10629000.0,23646000.0,126109000.0,66029000,66029000,-80156000.0,-67661000.0,1125000,300256000,399786000,,40629000,273425000.0,2863684000.0,159573000.0,719718000,149512000,555977000,250149000.0,1974000.0,211355000.0,45953000.0,66029000,7342785000,143694000,143694000,6202900000,15629000.0,1726529000,49033000.0,110374000.0,0.34,192224000.0,,,,,,,
2006-09-30,4373052000,88612000.0,-108079000.0,62963000.0,,308071000,13416000,1080651000,169492000,546647000.0,4434000.0,280627000,-38794000.0,,-66778000.0,174690000.0,-9473000.0,0.41,3526188000,311465000.0,,3782225000.0,119659000,193626000.0,3046361000,,112724000,1166949000,846864000,227000.0,,42609000.0,-247380000.0,292274000,502976000,363124000.0,-50666000.0,3053000.0,25855000.0,148440000.0,78580000,78580000,-67114000.0,30996000.0,1093000,299267000,389263000,,42799000,263386000.0,2844651000.0,65172000.0,772580000,138579000,567885000,405554000.0,1974000.0,143694000.0,81326000.0,78580000,7432119000,174690000,174690000,6265170000,24140000.0,1680702000,49717000.0,111135000.0,0.41,190680000.0,,,,,,,
2006-12-31,4474846000,25264000.0,-66659000.0,-11056000.0,,314137000,45009000,1129069000,164909000,607489000.0,12854000.0,280155000,-56616000.0,,-95331000.0,211753000.0,-9624000.0,,3594331000,376961000.0,,3737540000.0,116566000,,3142744000,,121209000,1300539000,880515000,0.0,,25488000.0,-261690000.0,250228000,595889000,-360379000.0,8974000.0,29887000.0,28019000.0,121735000.0,75120000,75120000,-83663000.0,37063000.0,3627000,345799000,396263000,,43235000,254908000.0,2947840000.0,43930000.0,814932000,149228000,623065000,494752000.0,1974000.0,174690000.0,38072000.0,75120000,7630560000,211753000,211753000,6330021000,61661000.0,1650793000,50801000.0,115246000.0,,,,,,,,,
2007-03-31,4428708000,464983000.0,-142600000.0,8950000.0,,310750000,48025000,1124066000,164158000,612749000.0,8489000.0,303094000,,,-95312000.0,222004000.0,-9621000.0,0.3,3558140000,426843000.0,,3746347000.0,93400000,195807000.0,3248040000,,119483000,1373175000,870568000,0.0,,29131000.0,-264600000.0,247087000,588508000,-1821000.0,32970000.0,33157000.0,27109000.0,72430000.0,59503000,59503000,-74116000.0,10251000.0,1604000,348149000,379330000,,34745000,257194000.0,2931723000.0,50834000.0,813316000,146592000,688456000,,1974000.0,211753000.0,-1686000.0,59503000,7688467000,222004000,222004000,6315292000,97557000.0,1632288000,72115000.0,138936000.0,0.31,191898000.0,,,,,,,
2007-06-30,4342739000,548840000.0,-2499000.0,-5399000.0,,333292000,76449000,1176238000,183934000,628873000.0,8751000.0,297938000,,,11890000.0,220890000.0,-9646000.0,0.75,3362832000,565201000.0,,3781367000.0,234377000,196977000.0,3440019000,,125770000,1458826000,979907000,136338000.0,,33838000.0,-275900000.0,242471000,583782000,405000.0,-184357000.0,10037000.0,23588000.0,170657000.0,148004000,148004000,-79894000.0,-1114000.0,93592000,352973000,381558000,,86533000,262017000.0,2738803000.0,55429000.0,842946000,149358000,736939000,,1975000.0,222004000.0,90763000.0,148004000,7795216000,220890000,220890000,6336390000,113621000.0,1618268000,42991000.0,114004000.0,0.77,192743000.0,,,,,,,
2007-09-30,5909824000,555823000.0,-49681000.0,-30264000.0,,329155000,73005000,1168067000,178897000,657233000.0,-34353000.0,314124000,,,-1372114000.0,279076000.0,-9664000.0,1.25,4754095000,800841000.0,,5111670000.0,321376000,196649000.0,3670341000,,123802000,1579923000,1155729000,279334000.0,,35239000.0,-257600000.0,277443000,409069000,17607000.0,1416408000.0,1766000.0,26456000.0,13319000.0,201262000,245304000,-90661000.0,58186000.0,185370000,399633000,428495000,,118909000,246303000.0,4048157000.0,80884000.0,838912000,150258000,759311000,,1990000.0,220890000.0,-77342000.0,245304000,9593757000,279076000,279076000,8013834000,272719000.0,2093462000,44370000.0,135227000.0,1.27,193171000.0,,,,,,,
2007-12-31,5999210000,119518000.0,-82760000.0,44648000.0,,398626000,53389000,1330414000,229257000,724035000.0,8555000.0,368555000,0.0,,-90384000.0,355278000.0,-9740000.0,,4744996000,899512000.0,,5326831000.0,173760000,,3781179000,,140208000,1829495000,1254214000,-415157000.0,,21162000.0,-331527000.0,346641000,440016000,-3030783000.0,-40625000.0,12738000.0,29161000.0,207146000.0,108411000,108411000,-98628000.0,76202000.0,10771000,392508000,394972000,,64290000,246222000.0,4003383000.0,249388000.0,931788000,169369000,825915000,367072000.0,1990000.0,279076000.0,108518000.0,108411000,9794583000,355278000,355278000,7965088000,272014000.0,1805733000,68886000.0,139298000.0,,,,,,,,,
2008-03-31,5981149000,606250000.0,-58777000.0,6823000.0,,362397000,28476000,1290952000,171778000,748848000.0,26021000.0,297334000,-9944000.0,,-85464000.0,327965000.0,-9716000.0,0.36,4701345000,960296000.0,,5338727000.0,111897000,196537000.0,3839832000,,163551000,1840097000,1279804000,0.0,,42742000.0,-346000000.0,410398000,454977000,344000.0,-111123000.0,5991000.0,27068000.0,168226000.0,68863000,70500000,-89548000.0,-27313000.0,-2408000,402848000,382245000,,40955000,241308000.0,3908702000.0,161631000.0,928555000,190619000,857881000,,1990000.0,355278000.0,78678000.0,70500000,9832230000,327965000,327965000,7992133000,270615000.0,1795581000,62448000.0,125556000.0,0.36,194542000.0,,,,,,,
2008-06-30,5947638000,540845000.0,-134511000.0,-3793000.0,,376074000,86099000,1339038000,174123000,760296000.0,17488000.0,295943000,-226224000.0,,-58745000.0,207035000.0,-9539000.0,0.37,4725536000,1022664000.0,,5337592000.0,115410000,194448000.0,3755517000,,175384000,1737601000,1222102000,-4665000.0,,33665000.0,-365800000.0,347705000,475214000,575000.0,-136809000.0,5554000.0,26567000.0,74606000.0,73510000,71907000,-66098000.0,-120930000.0,1866000,394496000,402753000,,40867000,243717000.0,3975078000.0,140411000.0,962964000,201951000,914204000,,1994000.0,327965000.0,8508000.0,71907000,9778445000,207035000,207035000,8040844000,297129000.0,1833542000,62800000.0,121820000.0,0.37,192538000.0,,,,,,,
2008-09-30,3881388000,73551000.0,-14604000.0,66000.0,,231849000,-11682000,893844000,125750000,524938000.0,6946000.0,238937000,0.0,,-48163000.0,238458000.0,-9486000.0,0.23,3160601000,1056801000.0,,4231476000.0,76447000,191822000.0,3602291000,,79944000,1205498000,720787000,0.0,,30218000.0,-244436000.0,264101000,339269000,-21562000.0,-62107000.0,7081000.0,26155000.0,155817000.0,45625000,43623000,-48163000.0,31423000.0,-1884000,280502000,341701000,,28071000,159837000.0,2554799000.0,75927000.0,661995000,106099000,518640000,317510000.0,1994000.0,207035000.0,107654000.0,43623000,7549972000,238458000,238458000,6344474000,93962000.0,1493227000,48397000.0,113187000.0,0.23,189541000.0,,,,,,,
2008-12-31,3817000000,61600000.0,-27708000.0,32504000.0,,182675000,-102300000,835280000,90629000,517000000.0,10245000.0,212266000,68000.0,,-80728000.0,220900000.0,-9459000.0,,2964800000,1076100000.0,,4194000000.0,62072000,,3532800000,,80554000,1179800000,852200000,-35000.0,,31400000.0,-244400000.0,209500000,326300000,-5322657000.0,-128361000.0,574000.0,11492000.0,197751000.0,40777000,28770000,-51591000.0,-17580000.0,1558000,272600000,346300000,,20119000,182900000.0,2409000000.0,182200000.0,652605000,92046000,538100000,320000000.0,2000000.0,238458000.0,146160000.0,28770000,7514000000,220900000,220900000,6334200000,105500000.0,1541300000,31085000.0,121637000.0,,,,,,,,,
2009-03-31,3692500000,,26600000.0,1300000.0,87900000.0,203500000,-111500000,797800000,81900000,526100000.0,-300000.0,175900000,0.0,9500000.0,-48300000.0,272000000.0,-9500000.0,0.17,2889700000,1099600000.0,39200000.0,4190100000.0,51900000,191600000.0,3560300000,-3000000.0,99000000,1136000000,802800000,0.0,-595900000.0,0.0,-256500000.0,147500000,72100000,100000.0,-59900000.0,,22600000.0,162900000.0,34000000,33000000,-45300000.0,51100000.0,1200000,269600000,326600000,,17900000,192500000.0,2327700000.0,0.0,594300000,121600000,498800000,,2000000.0,220900000.0,117600000.0,33000000,7416400000,272000000,311200000,6280400000,132800000.0,1506100000,32000000.0,92000000.0,0.17,190000000.0,68900000.0,,,,,,
2009-06-30,3551500000,,40000000.0,-33100000.0,89100000.0,232100000,-15700000,834800000,117400000,551800000.0,9600000.0,123400000,0.0,8800000.0,-51700000.0,227900000.0,-9600000.0,0.31,2669600000,1149200000.0,38000000.0,4200200000.0,91600000,192700000.0,3716900000,-800000.0,93200000,1094900000,881900000,0.0,-824200000.0,0.0,-280400000.0,115300000,73300000,0.0,-174500000.0,,21500000.0,168200000.0,60000000,59600000,-50900000.0,-44100000.0,5500000,271400000,331200000,,31600000,184100000.0,2134000000.0,0.0,602700000,114700000,521800000,,2000000.0,272000000.0,117300000.0,59200000,7439800000,227900000,265900000,6344900000,158100000.0,1545900000,31800000.0,92100000.0,0.31,190300000.0,24900000.0,,,,,,
2009-09-30,3398600000,,-2000000.0,7200000.0,92300000.0,250200000,44600000,850700000,135700000,562100000.0,5400000.0,232800000,0.0,9000000.0,-43500000.0,205600000.0,-11500000.0,0.35,2512700000,1207100000.0,44800000.0,4205700000.0,105300000,194600000.0,3854100000,0.0,92200000,1057300000,885900000,-105200000.0,-1096900000.0,0.0,-298800000.0,118500000,80800000,4400000.0,-149900000.0,,22300000.0,173900000.0,69000000,67600000,-49400000.0,-22300000.0,1400000,263300000,354000000,,36300000,167800000.0,1947900000.0,0.0,600500000,114500000,518100000,,2000000.0,227900000.0,124500000.0,67600000,7430500000,205600000,250400000,6373200000,195800000.0,1567000000,33200000.0,94300000.0,0.35,191100000.0,40600000.0,,,,,,
2009-12-31,5479000000,,-137500000.0,51000000.0,104800000.0,286000000,82200000,1286200000,79800000,697600000.0,47900000.0,99800000,0.0,43700000.0,392300000.0,430900000.0,-19100000.0,,4244300000,1134600000.0,50800000.0,8232900000.0,-92800000,,8308900000,,272600000,1666100000,1234700000,19500000.0,-3091100000.0,71500000.0,-321700000.0,207000000,131800000,-1700000.0,-385700000.0,,,209100000.0,-59100000,-53900000,-66900000.0,225300000.0,-136300000,375900000,915900000,,-33700000,279500000.0,3016600000.0,0.0,1000200000,206200000,765400000,,3800000.0,205600000.0,142200000.0,-53900000,13997600000,430900000,481700000,12331500000,236700000.0,3329500000,37000000.0,155600000.0,,,-41700000.0,,,,,,
