date,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyBasicAverageShares,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyDilutedEPS,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,quarterlyChangeInAccountPayable,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable
2016-06-30,225500000,228600000.0,117600000.0,2183800000,1193500000.0,980500000.0,0.0,68900000.0,,440100000,253400000.0,-77800000.0,,-11400000.0,200500000.0,,214900000,10800000.0,,144300000.0,354800000.0,1.606667,,249700000.0,0.0,213000000.0,54700000,-11200000.0,245400000,0.0,64800000,6900000.0,9300000.0,,42600000.0,189700000.0,990300000.0,267700000,,2827400000,489500000,22300000.0,9100000.0,170800000,1193000000.0,109800000,-580600000.0,114900000.0,670100000,599300000,238300000.0,5780800000,184500000,2953400000,184500000,109800000.0,184500000,0.0,1.57,199200000,201100000.0,0.0,403800000.0,101600000.0,5181500000,2041100000.0,-11700000.0,,-237200000.0,470900000,8000000.0,1193500000.0,169200000,7700000.0,,,
2016-09-30,230600000,229600000.0,119100000.0,2215300000,1021600000.0,1193500000.0,0.0,55800000.0,,447300000,266800000.0,-28300000.0,,-15100000.0,109700000.0,,216400000,7800000.0,,135800000.0,302100000.0,1.816667,,259600000.0,0.0,-171900000.0,62600000,-23400000.0,256400000,0.0,60600000,-4100000.0,4000000.0,,46800000.0,101900000.0,1193700000.0,278700000,,2911400000,528100000,22300000.0,8900000.0,168000000,1402800000.0,104800000,-828300000.0,116100000.0,682900000,632900000,244500000.0,6174700000,211000000,3263300000,211000000,104800000.0,211000000,0.0,1.77,195900000,201100000.0,0.0,432000000.0,101600000.0,5541800000,2346000000.0,-21300000.0,,-541300000.0,487000000,10400000.0,1021600000.0,183500000,-6600000.0,,,
2016-12-31,262800000,240600000.0,119400000.0,2554600000,1036600000.0,1021600000.0,0.0,72100000.0,,458400000,276100000.0,1800000.0,,-17800000.0,-100000.0,,111300000,3800000.0,-321900000.0,31500000.0,397700000.0,1.753333,780300000.0,325100000.0,-34400000.0,15000000.0,69100000,55300000.0,264400000,0.0,68500000,-13000000.0,-8900000.0,,45500000.0,30500000.0,1518000000.0,288500000,,3250400000,596500000,24100000.0,9600000.0,193700000,1574900000.0,112600000,-688900000.0,116400000.0,756900000,709100000,307300000.0,6486900000,204000000,3236500000,204000000,27700000.0,204000000,0.0,1.71,229700000,201100000.0,0.0,430200000.0,110600000.0,5777800000,2283300000.0,-5900000.0,,-309000000.0,527200000,11700000.0,1036600000.0,182300000,9500000.0,,,
2017-03-31,274600000,273300000.0,115500000.0,1464800000,708600000.0,1036600000.0,0.0,20400000.0,,497400000,200200000.0,17300000.0,,-53000000.0,-1878300000.0,,216700000,-47400000.0,,140200000.0,1529500000.0,1.606667,,241500000.0,-2000000000.0,-328000000.0,73500000,-44200000.0,191500000,0.0,74000000,29700000.0,-8000000.0,,47400000.0,169100000.0,756200000.0,214200000,,2167700000,558200000,22700000.0,6100000.0,201100000,263300000.0,122300000,-168200000.0,111900000.0,674200000,680500000,188500000.0,4808000000,179800000,2640300000,179800000,122300000.0,179800000,0.0,1.556667,208100000,201100000.0,0.0,412900000.0,125000000.0,4127500000,1682000000.0,-39000000.0,,1308300000.0,466100000,8700000.0,708600000.0,213500000,5500000.0,,,
2017-06-30,270400000,288900000.0,115200000.0,1823400000,696500000.0,708600000.0,0.0,46100000.0,,540100000,267600000.0,-68200000.0,,-55300000.0,124700000.0,,275900000,-2600000.0,,152400000.0,240300000.0,1.996667,,216500000.0,0.0,-12100000.0,84600000,-88700000.0,257500000,0.0,74200000,4100000.0,-9800000.0,,50400000.0,127300000.0,1126900000.0,281400000,,2642200000,599800000,23900000.0,5300000.0,185800000,482300000.0,128700000,-538800000.0,111000000.0,756200000,728500000,161200000.0,5250800000,221500000,2608600000,221500000,128700000.0,221500000,0.0,1.923333,228300000,201100000.0,0.0,481100000.0,125600000.0,4522300000,1599900000.0,-19300000.0,,-353800000.0,527900000,10100000.0,696500000.0,214200000,200000.0,,,
2017-09-30,288200000,282500000.0,116799999.0,2146800000,875000000.0,696500000.0,100000.0,-8100000.0,,584800000,289400000.0,13100000.0,,-51400000.0,83600000.0,,243700000,-1600000.0,,154800000.0,206500000.0,2.66,,353900000.0,0.0,178500000.0,83400000,-24600000.0,278600000,0.0,80400000,-5000000.0,-9200000.0,,55700000.0,85200000.0,1271800000.0,303500000,,2928900000,615700000,24900000.0,5400000.0,204800000,776600000.0,69000000,-415100000.0,111800000.0,806100000,684700000,302500000.0,5644600000,297500000,2715700000,297500000,69000000.0,297500000,0.0,2.55,239300000,201100000.0,0.0,468000000.0,128100000.0,4957900000,1655200000.0,-24400000.0,,-260000000.0,566800000,10800000.0,875000000.0,225200000,6200000.0,,,
2017-12-31,306300000,284500000.0,112200000.0,1960600000,648200000.0,875000000.0,100000.0,378100000.0,,613100000,339300000.0,-43900000.0,,-31000000.0,-243100000.0,,133700000,-3000000.0,-347000000.0,26000000.0,588100000.0,-0.35,960100000.0,332000000.0,-274000000.0,-226800000.0,87100000,249100000.0,327000000,0.0,82500000,34100000.0,-15500000.0,,55600000.0,33900000.0,1312400000.0,354600000,,2810900000,704100000,27600000.0,4400000.0,219200000,61400000.0,327100000,-872900000.0,112200000.0,892400000,1031200000,301000000.0,5758000000,-38800000,2947100000,-38800000,40300000.0,-38800000,0.0,-0.35,259100000,201100000.0,0.0,511900000.0,106400000.0,4725200000,1885900000.0,-32800000.0,,-315800000.0,633300000,12300000.0,648200000.0,241200000,2100000.0,,,
2018-03-31,317100000,254600000.0,118000000.0,2517300000,974700000.0,663200000.0,100000.0,2600000.0,,661900000,289900000.0,33000000.0,,-40100000.0,-8300000.0,,309700000,-94500000.0,,203800000.0,527400000.0,2.55,,280200000.0,,326500000.0,95500000,-135700000.0,276700000,,96300000,37400000.0,-18100000.0,25400000.0,57500000.0,86200000.0,1542600000.0,305700000,,3381700000,581200000,29000000.0,4700000.0,221600000,698000000.0,338600000,-433700000.0,112800000.0,847500000,919800000,240100000.0,6426200000,287600000,3044500000,287300000,21200000.0,287600000,,2.44,253700000,201100000.0,,474900000.0,126700000.0,5497100000,1550900000.0,-66200000.0,,53600000.0,593800000,13200000.0,989700000.0,283600000,8400000.0,,,
2018-06-30,354900000,272100000.0,113700000.0,2932500000,1203500000.0,989700000.0,100000.0,41000000.0,,688800000,295600000.0,-50300000.0,,-44800000.0,43200000.0,,410900000,-5500000.0,,221300000.0,456500000.0,2.25,,231500000.0,,228800000.0,95100000,-129500000.0,277400000,,102200000,11300000.0,-16400000.0,30100000.0,63300000.0,48700000.0,1729000000.0,309200000,,3986100000,666400000,31800000.0,0.0,259800000,948100000.0,314000000,-417900000.0,113700000.0,909300000,980400000,186700000.0,6849600000,255300000,2863500000,254600000,21400000.0,255300000,,2.15,277000000,210900000.0,,532500000.0,146200000.0,5860600000,1327100000.0,-67700000.0,,-44300000.0,632300000,18200000.0,1218500000.0,331500000,5900000.0,,,
2018-09-30,329000000,281000000.0,119200000.0,3135900000,1008300000.0,1218500000.0,100000.0,43400000.0,-22000000.0,746400000,335200000.0,-47900000.0,,-47000000.0,57700000.0,,403600000,-7000000.0,,237400000.0,338800000.0,2.57,,319800000.0,,-195200000.0,107600000,-77700000.0,313300000,,96400000,3600000.0,-16700000.0,26100000.0,70000000.0,64700000.0,2127600000.0,346900000,,4252600000,703300000,33600000.0,-1500000.0,221400000,1234000000.0,326800000,-842400000.0,114000000.0,920900000,1030100000,272800000.0,7318600000,292500000,3066000000,291800000,37600000.0,292500000,,2.45,278600000,236100000.0,,580400000.0,157000000.0,6280600000,1434600000.0,-71900000.0,,-572600000.0,642300000,21900000.0,1023300000.0,370100000,-900000.0,,,
2018-12-31,403700000,294300000.0,,3063100000,857900000.0,1023300000.0,100000.0,67500000.0,-27800000.0,812000000,358800000.0,-96100000.0,,-55500000.0,33700000.0,,194300000,-3300000.0,-436200000.0,66700000.0,484900000.0,,1248200000.0,338100000.0,0.0,-113900000.0,119900000,-40800000.0,332000000,,100700000,-20400000.0,-13300000.0,33000000.0,70400000.0,37000000.0,2205200000.0,371000000,,4333200000,820600000,39000000.0,-1400000.0,283800000,1521700000.0,338600000,-887900000.0,,1046500000,1159200000,282600000.0,7846700000,292500000,3513500000,291300000,35400000.0,292500000,,,310800000,240600000.0,,682300000.0,192700000.0,6678800000,1771300000.0,-73200000.0,,-486300000.0,735700000,26800000.0,909400000.0,409000000,3300000.0,,,
2019-03-31,417400000,329200000.0,119600000.0,5064600000,5064600000.0,909400000.0,100000.0,-24300000.0,-1300000.0,935400000,279700000.0,134600000.0,,-114800000.0,-41800000.0,,579100000,-130600000.0,,378700000.0,799500000.0,2.67,,333200000.0,,-18700000.0,144000000,-123000000.0,252200000,,130600000,32900000.0,-700000.0,30800000.0,76100000.0,,1933000000.0,252200000,,6472900000,1194500000,44400000.0,-1200000.0,273400000,1696000000.0,0,-992300000.0,115000000.0,973700000,1194500000,218400000.0,8234900000,306500000,1762000000,304000000,151100000.0,306500000,,2.56,304100000,247500000.0,,547600000.0,865300000.0,7040400000,2255900000.0,-94000000.0,,-308900000.0,669600000,,890700000.0,468300000,23000000.0,,,
2019-06-30,400000000,306800000.0,119300000.0,5148200000,5148200000.0,890700000.0,100000.0,75400000.0,,1032400000,391800000.0,-85700000.0,,-82100000.0,-178600000.0,,590800000,-9400000.0,,383800000.0,680500000.0,2.76,,316000000.0,,-85400000.0,120800000,-151200000.0,359000000,,913500000,19800000.0,16100000.0,338500000.0,81600000.0,,1928100000.0,359000000,,6294400000,913500000,49800000.0,,279200000,1819000000.0,338500000,-823600000.0,115400000.0,1098900000,1252000000,233900000.0,8531600000,318300000,2237200000,316400000,146800000.0,318300000,,2.67,339900000,244900000.0,,633400000.0,186300000.0,7279600000,2429800000.0,-84000000.0,,-222700000.0,759000000,,805300000.0,512800000,-1300000.0,,,
2019-09-30,419900000,307600000.0,119300000.0,5430600000,969600000.0,805300000.0,100000.0,300000.0,,1136800000,399000000.0,1700000.0,,-86700000.0,1200000.0,,616500000,-15400000.0,,415700000.0,630600000.0,3.44,,396300000.0,-69500000.0,179300000.0,135900000,-79500000.0,365700000,,1018600000,-61000000.0,17800000.0,335600000.0,88900000.0,,1928000000.0,365700000,,6649200000,1018600000,54200000.0,,284000000,2142600000.0,335600000,-727500000.0,115400000.0,1128200000,1354200000,309600000.0,9131300000,396800000,2482100000,398700000,136800000.0,396800000,,3.33,342600000,304700000.0,,639000000.0,217500000.0,7777100000,2533000000.0,-115400000.0,,-216600000.0,785600000,,984600000.0,579600000,3000000.0,,,
2019-12-31,498400000,365200000.0,119700000.0,5845200000,,,,69000000.0,,1272900000,431700000.0,,,,,,641600000,,,,,3.09,,,,,156600000,,397600000,,1083300000,,,,,,,397600000,,7511500000,1448500000,,,341800000,,0,,115800000.0,1277700000,1448500000,,9733200000,357700000,2221700000,362700000,,357700000,,2.99,381700000,307200000.0,,645200000.0,,8284700000,,,,,896000000,,,595500000,,,,
