date,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyBasicEPS,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyTotalAssets,quarterlyPurchaseOfInvestment,quarterlyBasicAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedEPS,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInInventory
1995-09-30,68125000.0,,,,749200000.0,,-40000000.0,,,,,,19900000.0,,159100000.0,-1000000.0,,,,,0.16,151700000.0,-152500000.0,-159100000.0,161800000,47000000.0,,100600000,1967500000.0,,24000000.0,,1967500000.0,,176700000,-47600000.0,14900000.0,-45700000.0,-6400000.0,,2000000.0,,,,2114300000.0,,68125000.0,,-105500000.0,,10900000.0,,,14500000.0,14500000.0,1189100000.0,,-93800000.0,,,,1098800000.0,-61200000.0,-24100000.0,,13900000.0,,0.16,13000000.0,-246300000.0,,,,,,,
1995-12-31,,,,,884500000.0,,-140500000.0,,,,,,17800000.0,,-30600000.0,-14600000.0,,,,,,-3900000.0,198500000.0,8900000.0,193700000,10400000.0,,125300000,1969500000.0,,-55600000.0,,1969500000.0,,215100000,2000000.0,21400000.0,-41300000.0,14200000.0,,2000000.0,,,,2141300000.0,,,,208900000.0,,25100000.0,,,30400000.0,30400000.0,1087800000.0,,-203000000.0,,,,1003800000.0,-68400000.0,-8000000.0,,8400000.0,,,-13200000.0,-4500000.0,,,,,,,
1996-03-31,79120000.0,13400000.0,,,1006800000.0,,-102700000.0,,,,,,19200000.0,,500000.0,15900000.0,,,,-1100000.0,0.16,22600000.0,-5800000.0,119700000.0,172700000,62300000.0,,107600000,2070800000.0,,41400000.0,,2070800000.0,,194300000,-4900000.0,21600000.0,-52700000.0,-19100000.0,,2100000.0,,,,2217500000.0,,79120000.0,,56500000.0,,18400000.0,,,18400000.0,18400000.0,1059000000.0,,-84000000.0,,,,964000000.0,-65100000.0,-30800000.0,,12800000.0,,0.155,4800000.0,-89800000.0,,,,,,,
1996-06-30,84242424.0,,,,1102000000.0,,-128200000.0,,,,,,19800000.0,,72400000.0,-4900000.0,,,,0.0,0.17,141800000.0,-8700000.0,112600000.0,183500000,43300000.0,,114300000,2227100000.0,,-4600000.0,,2227100000.0,,206900000,3400000.0,23400000.0,-64400000.0,4200000.0,,2000000.0,,,,2394100000.0,,81764706.0,,34600000.0,,13900000.0,,,20300000.0,20300000.0,1137100000.0,,-173000000.0,,,,1036500000.0,-69200000.0,-35000000.0,,8000000.0,,0.165,2600000.0,-181700000.0,,,,,,,
1996-09-30,89285714.0,,,,1271900000.0,,-146800000.0,,,,,,22600000.0,,28900000.0,-1000000.0,,,,0.0,0.145,278600000.0,-10600000.0,75800000.0,202000000,66100000.0,,124500000,2473700000.0,,31800000.0,,2473700000.0,,226900000,140600000.0,24900000.0,-78900000.0,-10200000.0,,2300000.0,,,,2784900000.0,,86206897.0,,55500000.0,,12500000.0,,,19600000.0,19600000.0,1358200000.0,,-193500000.0,,,,1237600000.0,-77500000.0,-37300000.0,,14700000.0,,0.14,16900000.0,-204100000.0,,,,,,,
1996-12-31,,,393512000.0,147271000.0,1458830000.0,,-34117000.0,,,-301512000.0,147271000.0,,24093000.0,,-6224000.0,-11700000.0,,79092000.0,,-10398000.0,,115568000.0,-651263000.0,185067000.0,-375274000,39230000.0,,131985000,2983510000.0,,-51901000.0,,2681998000.0,,-351921000,-5257000.0,23353000.0,-76641000.0,19896000.0,,3157000.0,,,,2986127000.0,,,,-612033000.0,,34309000.0,,102030000.0,43324000.0,61135000.0,1376660000.0,,449944000.0,,,,1254902000.0,507259000.0,-18760000.0,,12700000.0,,,-5900000.0,-160055000.0,,,,,,,
1997-03-31,106222222.0,147300000.0,,,1545700000.0,,-20600000.0,,,,,,23900000.0,,600000.0,-4000000.0,,,,,0.23,25300000.0,-160400000.0,91200000.0,226700000,61700000.0,,145000000,2873200000.0,,400000.0,,2873200000.0,,255500000,-62400000.0,28800000.0,-86300000.0,-500000.0,,3000000.0,,,,3113200000.0,,103913043.0,,-98700000.0,,23900000.0,,,33000000.0,33000000.0,1423200000.0,,11000000.0,,,,1294600000.0,-81700000.0,-45900000.0,,15400000.0,,0.225,4200000.0,-149400000.0,,,,,,,
1997-06-30,119000000.0,,,,2662700000.0,,-203800000.0,,,,,,28200000.0,,3800000.0,-800000.0,,,,,0.2,513600000.0,143000000.0,400900000.0,259800000,84100000.0,,164900000,4124800000.0,,21800000.0,,4124800000.0,,294300000,226500000.0,34500000.0,-108500000.0,-7900000.0,,3200000.0,,,,4738700000.0,,119000000.0,,227100000.0,,23800000.0,,,35700000.0,35700000.0,1896800000.0,,-514200000.0,,,,1715400000.0,-94900000.0,-47300000.0,,22200000.0,,0.2,11700000.0,-371200000.0,,,,,,,
1997-09-30,150731707.0,,,,2939100000.0,,-23600000.0,,,,,,32400000.0,,-11500000.0,-3100000.0,,,,,0.21,202500000.0,-12600000.0,27700000.0,320800000,108500000.0,,203700000,4422200000.0,,19200000.0,,4422200000.0,,362800000,-33800000.0,42000000.0,-124000000.0,100000.0,,3800000.0,,,,5034000000.0,,147142857.0,,95900000.0,,30900000.0,,,47200000.0,47200000.0,1913000000.0,,-332300000.0,,,,1718100000.0,-117100000.0,-65100000.0,,20500000.0,,0.205,12700000.0,-344900000.0,,,,,,,
1997-12-31,,,1042604000.0,33295000.0,3689991000.0,,-80046000.0,,,-444762000.0,33295000.0,235000000.0,39247000.0,,-103980000.0,-37300000.0,,87970000.0,,,,356813000.0,-20246000.0,25209000.0,-507439000,76835000.0,,233721000,7121435000.0,,-41993000.0,,6676673000.0,,-456095000,-244276000.0,51344000.0,-133129000.0,4622000.0,,5064000.0,,,,7094631000.0,,,,56589000.0,,38980000.0,,220927000.0,60692000.0,73952000.0,3131236000.0,,497044000.0,,,,2948323000.0,741160000.0,-108953000.0,,28000000.0,,,16000000.0,-677824000.0,,,,,,,
1998-03-31,188947368.0,33300000.0,,,3998600000.0,,-255500000.0,,,,,,50900000.0,,-9200000.0,-2600000.0,,,,,0.19,70200000.0,-158700000.0,358400000.0,459500000,131400000.0,,288300000,6854500000.0,,15200000.0,,6854500000.0,,523800000,44300000.0,64300000.0,-161500000.0,-5700000.0,,4900000.0,,,,7329300000.0,,188947368.0,,-27300000.0,,35900000.0,,,57600000.0,57600000.0,3048500000.0,,1300000.0,,,,2786100000.0,-171200000.0,-23500000.0,,35500000.0,,0.19,10200000.0,-157400000.0,,,,,,,
1998-06-30,195744681.0,,,,4051100000.0,,-19300000.0,,,,,175000000.0,56000000.0,,302800000.0,-800000.0,,,,,0.235,438500000.0,-377200000.0,65700000.0,498700000,134100000.0,,316200000,7394800000.0,,14800000.0,,7394800000.0,,565600000,188300000.0,66900000.0,-181000000.0,-15300000.0,,5400000.0,,,,8000000000.0,,195744681.0,,-243100000.0,,46000000.0,,,67700000.0,67700000.0,3658100000.0,,-47500000.0,,9200000.0,,3203900000.0,-182500000.0,-85700000.0,,35000000.0,,0.235,8200000.0,-384200000.0,,,,,,,
1998-09-30,193888889.0,,,,3980200000.0,,-150900000.0,,,,,310000000.0,65200000.0,,-297600000.0,-4300000.0,,,,,0.18,181600000.0,-479600000.0,4900000.0,550300000,174400000.0,,341000000,8112200000.0,,71800000.0,,8112200000.0,,638900000,-111900000.0,88600000.0,-210300000.0,-42600000.0,,5300000.0,,,,8632600000.0,,193888889.0,,-305200000.0,,34900000.0,,,56600000.0,56600000.0,4267600000.0,,52200000.0,,1600000.0,,3632400000.0,-209300000.0,-100500000.0,,48500000.0,,0.18,40200000.0,-467900000.0,,,,,,,
1998-12-31,,,1411756000.0,3965000.0,5330447000.0,,-531709000.0,,,-718491000.0,3965000.0,290000000.0,77242000.0,,116119000.0,-15700000.0,,119657000.0,,-12375000.0,,-205417000.0,913480000.0,11540000.0,-1004026000,93263000.0,,392049000,10971949000.0,,-123322000.0,,10253458000.0,,-921957000,-150030000.0,82069000.0,-245538000.0,57411000.0,,6118000.0,,,,10700260000.0,,,,1006743000.0,,48489000.0,,88041000.0,76306000.0,94835000.0,4938439000.0,,-59719000.0,,9000000.0,,4680527000.0,1396075000.0,-194819000.0,,46200000.0,,,-56700000.0,-37876000.0,,,,,,,
1999-03-31,237777778.0,4000000.0,,,5337300000.0,,-4200000.0,,,,,165000000.0,80000000.0,,4500000.0,3600000.0,,,,,0.27,-136900000.0,-134400000.0,17600000.0,688600000,193600000.0,,437600000,10268000000.0,,35200000.0,,10268000000.0,,786000000,6800000.0,97400000.0,-266000000.0,-32600000.0,,5900000.0,,,,10702000000.0,,237777778.0,,59200000.0,,64200000.0,,,93600000.0,93600000.0,4930300000.0,,84400000.0,,21400000.0,,4402700000.0,-251000000.0,-29800000.0,,60700000.0,,0.27,14000000.0,-50000000.0,10700000.0,,,,,,
1999-06-30,241754386.0,10700000.0,,,5354000000.0,,-183400000.0,,,,,85000000.0,80100000.0,,1000000.0,46500000.0,,,,,0.285,-10800000.0,-125600000.0,12300000.0,703800000,224200000.0,,446700000,10261600000.0,,86200000.0,,10261600000.0,,804500000,84700000.0,100700000.0,-283900000.0,-59800000.0,,5000000.0,,,,10841800000.0,,241754386.0,,98600000.0,,68900000.0,,,96600000.0,97100000.0,5068500000.0,,-3000000.0,,24400000.0,,4622700000.0,-257100000.0,-121600000.0,,45000000.0,,0.285,-3400000.0,-128600000.0,95500000.0,,,,,,
1999-09-30,246909091.0,95500000.0,1200000.0,,5334200000.0,,-1163700000.0,,,,,90000000.0,84100000.0,,-6200000.0,-10900000.0,,,,,0.28,40000000.0,-309000000.0,4700000.0,715300000,218500000.0,,453700000,10465900000.0,,65800000.0,,10465900000.0,,816500000,-32700000.0,101200000.0,-309000000.0,-43900000.0,,5000000.0,,,,11049100000.0,,242500000.0,,-90500000.0,,67900000.0,,,95900000.0,95900000.0,5254400000.0,,17900000.0,,18500000.0,,4755500000.0,-261600000.0,-123500000.0,,62600000.0,,0.275,43800000.0,-291100000.0,62800000.0,,,,,,
1999-12-31,,62800000.0,1311541000.0,29117000.0,5504934000.0,,-316342000.0,,,-1070487000.0,29117000.0,300000000.0,96973000.0,,1152000.0,2100000.0,,121725000.0,,,,-128816000.0,427065000.0,3867000.0,-1435994000,148919000.0,,415218000,12251831000.0,,-151760000.0,,11181344000.0,,-1326606000,-33648000.0,109388000.0,-325856000.0,81748000.0,,6596000.0,,,,11715689000.0,,,,574491000.0,,80285000.0,,84977000.0,108281000.0,137768000.0,5753776000.0,,-121766000.0,,,,5473868000.0,1851212000.0,-240016000.0,,44300000.0,,,-19300000.0,-53851000.0,29117000.0,,,,,,
2000-03-31,255596000.0,29117000.0,1308320000.0,72510000.0,5493332000.0,,-416310000.0,-50209000.0,,-1166702000.0,72510000.0,,96452000.0,4596000.0,6540000.0,-4104000.0,,230270000.0,,-32000.0,0.285,-123466000.0,-28467000.0,6900000.0,184644000,214417000.0,,485410000,12278010000.0,,11951000.0,,11111308000.0,,296530000,43393000.0,111886000.0,-350328000.0,-11324000.0,,6698000.0,,,,11784166000.0,-18307000.0,255596000.0,,185950000.0,,72751000.0,,83290000.0,101139000.0,72751000.0,5774061000.0,,-51812000.0,,19998000.0,,5366193000.0,300766000.0,-28597000.0,,62701000.0,,0.285,16055000.0,-47558000.0,72510000.0,,,,,,
2000-06-30,261235417.0,72510000.0,1194365000.0,237066000.0,5527685000.0,,-164300000.0,-39376000.0,,-1208331000.0,237066000.0,,96514000.0,-2135000.0,-1371000.0,-679000.0,,246808000.0,,-33000.0,0.485,24012000.0,-32772000.0,7148000.0,193443000,206480000.0,,493113000,12081873000.0,,11976000.0,,10873542000.0,,306069000,164556000.0,112626000.0,-324561000.0,-71566000.0,,6518000.0,,,,11746743000.0,-125373000.0,258144000.0,,173708000.0,,125393000.0,,81777000.0,152659000.0,125393000.0,5682177000.0,,6552000.0,,,,5277601000.0,299670000.0,-134542000.0,,47182000.0,,0.48,-4649000.0,-65936000.0,237066000.0,,,,,,
2000-09-30,267717293.0,237066000.0,1191275000.0,56242000.0,5579361000.0,105729000.0,-274303000.0,-101536000.0,,-1273394000.0,56242000.0,,96434000.0,,2650000.0,1202000.0,70844000.0,288713000.0,,-147000.0,0.675,-288121000.0,-44270000.0,10817000.0,202163000,265793000.0,,537254000,12161138000.0,,24031000.0,-518000.0,10887744000.0,,314262000,-180824000.0,112099000.0,-201092000.0,-77100000.0,,6223000.0,,,,11820862000.0,,262824000.0,,221523000.0,,178032000.0,,423267000.0,205975000.0,178032000.0,5648978000.0,,-113087000.0,,0.0,,5172198000.0,335091000.0,-133926000.0,,69995000.0,,0.665,40133000.0,-158496000.0,56242000.0,,,,,,
2000-12-31,,56242000.0,1184462000.0,23772000.0,5619547000.0,,-346259000.0,-51160000.0,,-1352236000.0,23772000.0,355462000.0,99019000.0,,-234080000.0,-17256000.0,,126681000.0,,-82000.0,,109380000.0,-39578000.0,8039000.0,188782000,147813000.0,,514563000,12710900000.0,,-82023000.0,,11358664000.0,,303515000,-32470000.0,114733000.0,-300351000.0,24622000.0,,6946000.0,,,,12263966000.0,,,,108235000.0,,61334000.0,,393724000.0,89678000.0,178867000.0,6031801000.0,,-72706000.0,,,67589000.0,5706152000.0,325781000.0,-267272000.0,,51877000.0,,,-64767000.0,-289663000.0,23772000.0,,,,,,
2001-03-31,297184000.0,23772000.0,1183032000.0,104831000.0,5626841000.0,,-717464000.0,-5538000.0,,-1433394000.0,104831000.0,,96673000.0,870000.0,-10679000.0,-2989000.0,,238875000.0,-17033000.0,-63000.0,0.405,-203516000.0,-31336000.0,11476000.0,197238000,231093000.0,,537901000,12651401000.0,,8172000.0,,11218007000.0,,313200000,81059000.0,115962000.0,-302363000.0,-28817000.0,,6754000.0,,,,12245495000.0,-157157000.0,265198000.0,,199757000.0,,106754000.0,,407517000.0,135280000.0,136239000.0,5981362000.0,,-33805000.0,,,70357000.0,5515944000.0,340663000.0,-25965000.0,,71629000.0,,0.4,11161000.0,53482000.0,104831000.0,,,,,,
2001-06-30,293940000.0,104831000.0,970839000.0,26614000.0,5422484000.0,,-75245000.0,-2065000.0,,-1535333000.0,26614000.0,,96520000.0,-511000.0,-484000.0,-40407000.0,,244926000.0,-8504000.0,-211754000.0,0.28,-246203000.0,-257018000.0,23375000.0,195127000,182123000.0,,544411000,12666865000.0,,-38827000.0,,11131532000.0,,311894000,-78217000.0,116767000.0,-337723000.0,51000.0,,7325000.0,,,,12077736000.0,113990000.0,266358000.0,,-74895000.0,,74038000.0,,401996000.0,102931000.0,103136000.0,6014688000.0,,50165000.0,,4787000.0,75288000.0,5590588000.0,349284000.0,-152341000.0,,63503000.0,,0.275,1580000.0,-14137000.0,26614000.0,,,,,,
2001-09-30,296391000.0,26614000.0,969093000.0,110807000.0,5395054000.0,,-343606000.0,-628000.0,,-1621752000.0,110807000.0,,98474000.0,451701000.0,-361000.0,11293000.0,,279688000.0,-25388000.0,-218000.0,0.26,-356160000.0,-126220000.0,28752000.0,138334000,277613000.0,,552382000,12931191000.0,,42161000.0,,11309439000.0,,257770000,84193000.0,119436000.0,-385160000.0,20926000.0,,9525000.0,,,,12194617000.0,-478088000.0,268253000.0,,151393000.0,,69511000.0,,351947000.0,93851000.0,93979000.0,6164804000.0,,199354000.0,,,48218000.0,5688180000.0,414048000.0,-174921000.0,,77769000.0,,0.26,30868000.0,162740000.0,110807000.0,,,,,,
2001-12-31,,110807000.0,969387000.0,51603000.0,5413950000.0,,-164520000.0,-554000.0,,-1718845000.0,51603000.0,,69424000.0,-451405000.0,-150025000.0,-15069000.0,,250086000.0,-33040000.0,-688000.0,,-113387000.0,-167947000.0,10799000.0,188689000,198948000.0,,535949000,13042785000.0,,-53436000.0,,11323940000.0,,308245000,-59204000.0,119556000.0,-385320000.0,-9315000.0,,11810000.0,,,,12235625000.0,378690000.0,,,31001000.0,,117163000.0,,397237000.0,141523000.0,141057000.0,6185853000.0,,-19578000.0,,,47291000.0,5742758000.0,347260000.0,-154724000.0,,62360000.0,,,-38367000.0,-144765000.0,51603000.0,,,,,,
2002-03-31,297229000.0,51603000.0,968476000.0,249762000.0,5406401000.0,,-466833000.0,-207000.0,,-1831277000.0,249762000.0,,86186000.0,15422000.0,-102120000.0,33624000.0,,245102000.0,-25663000.0,-141000.0,0.28,-50456000.0,-87023000.0,14013000.0,185432000,261674000.0,,516201000,13086818000.0,,39228000.0,,11255541000.0,,302199000,198159000.0,116767000.0,-427190000.0,3640000.0,,10800000.0,,,,12328253000.0,-12099000.0,271094000.0,,174651000.0,,76353000.0,,396733000.0,100878000.0,100975000.0,6287681000.0,,-4380000.0,,5657000.0,47122000.0,5835463000.0,330769000.0,-158211000.0,,72323000.0,,0.28,5604000.0,-13059000.0,249762000.0,,,,,,
2002-06-30,299494000.0,249762000.0,953111000.0,88942000.0,5397662000.0,,-156596000.0,-254000.0,,-1929115000.0,88942000.0,,88826000.0,-4105000.0,-133364000.0,-17845000.0,,262072000.0,-30665000.0,-17000.0,0.33,-351098000.0,-206511000.0,19371000.0,184595000,197472000.0,,514717000,13157096000.0,,-24268000.0,,11227981000.0,,302674000,-160820000.0,118079000.0,-457264000.0,-11507000.0,,11527000.0,,,,12111800000.0,-30342000.0,273146000.0,,-9039000.0,,89041000.0,,423529000.0,113297000.0,113668000.0,6086556000.0,,75528000.0,,-411000.0,47122000.0,5649484000.0,330122000.0,-153933000.0,,62676000.0,,0.32,-6423000.0,-7194000.0,88942000.0,,,,,,
2002-09-30,299057000.0,88942000.0,949303000.0,21756000.0,5339188000.0,,-218240000.0,-197000.0,,-2026010000.0,21756000.0,35000000.0,85515000.0,23479000.0,-1282000.0,3705000.0,,282276000.0,-45030000.0,-12000.0,0.24,-239405000.0,-159975000.0,3583000.0,162311000,251571000.0,,506735000,13208087000.0,,40375000.0,,11182077000.0,,280671000,-67186000.0,118360000.0,-512093000.0,2978000.0,,10673000.0,,,,11998196000.0,-55141000.0,273943000.0,,91596000.0,,64473000.0,,435701000.0,88661000.0,88661000.0,6037865000.0,,23811000.0,,-7851000.0,30000000.0,5570577000.0,344424000.0,-157313000.0,,67725000.0,,0.23,36670000.0,-79352000.0,21756000.0,,,,,,
