date,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,quarterlyDilutedEPS,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyRepaymentOfDebt,quarterlySaleOfInvestment,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicEPS,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyPretaxIncome,quarterlyEbitda,quarterlyNetPPE,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,quarterlyChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyChangesInAccountReceivables
1988-09-30,,,,,,,,,,,,,53800000,297920000.0,,,,,,,,,,,,,,,,,0.185,,,,,297920000.0,,,,,,,0.185,,,,,,840400000,,840400000,,,,,,,,,,,,,,840400000,,,,,,,,,,,,
1988-12-31,,,,1048400000.0,,,,3033800000.0,1728400000.0,654600000.0,268600000.0,,50200000,,,48300000.0,,,,,,,,,448500000.0,,536800000.0,125200000.0,1875200000.0,,,1158600000.0,,265800000.0,,,191500000.0,191500000.0,,,178800000.0,,,,,,,,890900000,,-2177200000,-745500000.0,,,,1671300000.0,826800000.0,1305400000.0,834400000.0,,,,,,-2177200000,925800000.0,,778500000.0,,,,,,,,,
1989-03-31,,,,,,,,,,,,,63300000,296816000.0,,,,,,,,,,,,,,,,,0.2275,,,,,296816000.0,,,,,,,0.2275,,,,,,957700000,,957700000,,,,,,,,,,,,,,957700000,,,,,,,,,,,,
1989-06-30,,,787100000.0,1145200000.0,,,,2976600000.0,1673900000.0,716900000.0,293400000.0,30100000.0,61900000,294883721.0,,24900000.0,18100000.0,,,,182300000.0,,63400000.0,4900000.0,460800000.0,63400000.0,489000000.0,134900000.0,1764700000.0,,0.215,1211900000.0,,274600000.0,72100000.0,294883721.0,12100000.0,12100000.0,,,293700000.0,,0.215,,,,,,969400000,,110200000,-745500000.0,,,,1655800000.0,619500000.0,1302700000.0,834400000.0,35100000.0,,,,97000000.0,152200000,910300000.0,,594600000.0,,,,,,,,,
1989-09-30,,14700000.0,593600000.0,1279400000.0,,,,3075800000.0,1699100000.0,853300000.0,291700000.0,140900000.0,39900000,307692308.0,41100000.0,40300000.0,19000000.0,,0.0,-161300000.0,270500000.0,0.0,40000000.0,10100000.0,452600000.0,40000000.0,470900000.0,134400000.0,1877100000.0,-19500000.0,0.13,1198700000.0,-15400000.0,285200000.0,197700000.0,307692308.0,8000000.0,8000000.0,,,387200000.0,,0.13,,0.0,,-51800000.0,90700000.0,864100000,,72800000,-745500000.0,,-4100000.0,66500000.0,1688500000.0,597700000.0,1376700000.0,956800000.0,24000000.0,,-38700000.0,,63900000.0,129600000,943000000.0,,557400000.0,,,,,,,,,
1989-12-31,,24700000.0,603500000.0,1291300000.0,,,,3051600000.0,1760900000.0,836200000.0,288000000.0,144700000.0,44600000,,50200000.0,61700000.0,20200000.0,30300000.0,0.0,3400000.0,276300000.0,0.0,54300000.0,10100000.0,442200000.0,54300000.0,471500000.0,167100000.0,1906900000.0,-18900000.0,,1144700000.0,14400000.0,284900000.0,194900000.0,,25800000.0,25800000.0,,,317100000.0,,,245000000.0,0.0,,-138000000.0,-148300000.0,879800000,55200000.0,81400000,-836000000.0,-24500000.0,17800000.0,162700000.0,1840500000.0,615600000.0,1290700000.0,842700000.0,26700000.0,,-109200000.0,,71300000.0,131600000,1004500000.0,,308900000.0,,,,,,,,,
1990-03-31,,51600000.0,679800000.0,1222800000.0,,,,2984000000.0,1756900000.0,773700000.0,286400000.0,147300000.0,50200000,290270270.0,23300000.0,54600000.0,22600000.0,,-100000.0,31700000.0,261800000.0,0.0,53700000.0,11100000.0,405800000.0,53700000.0,475300000.0,162700000.0,1849300000.0,-18300000.0,0.185,1134700000.0,1300000.0,281800000.0,170600000.0,290270270.0,8600000.0,8600000.0,,58400000.0,259800000.0,,0.185,,25800000.0,,-28000000.0,-128500000.0,941600000,,91200000,-836000000.0,15400000.0,-17200000.0,79600000.0,1835800000.0,626500000.0,1227100000.0,878100000.0,29500000.0,,-44700000.0,,79700000.0,114500000,999800000.0,,571900000.0,,,,,,,,,
1990-06-30,,114100000.0,653600000.0,1263900000.0,,,,3085600000.0,1758600000.0,815700000.0,284900000.0,149900000.0,50200000,285866667.0,55600000.0,60400000.0,18400000.0,,100000.0,-167600000.0,299200000.0,0.0,53600000.0,4400000.0,402900000.0,53600000.0,459200000.0,163300000.0,1919700000.0,-18000000.0,0.1875,1165900000.0,-8800000.0,283900000.0,205500000.0,285866667.0,8500000.0,8500000.0,,,370900000.0,,0.1875,,0.0,,-45500000.0,7900000.0,952800000,,93700000,-836000000.0,34500000.0,-100000.0,159600000.0,1851500000.0,655800000.0,1327000000.0,913700000.0,29500000.0,,-19900000.0,,79700000.0,149300000,1015500000.0,,595400000.0,,,,,,,,,
1990-09-30,,77100000.0,628500000.0,1228200000.0,,,,3043900000.0,1749700000.0,756700000.0,308800000.0,146600000.0,33900000,280784314.0,36000000.0,61000000.0,20100000.0,50900000.0,0.0,2700000.0,240600000.0,0.0,35800000.0,14600000.0,421600000.0,35800000.0,411200000.0,162700000.0,1897100000.0,-19500000.0,0.1275,1146800000.0,-4200000.0,282000000.0,182600000.0,280784314.0,7300000.0,7300000.0,,,330600000.0,,0.1275,,0.0,,-44000000.0,-125000000.0,869100000,,58000000,-836000000.0,15700000.0,-1200000.0,121100000.0,1892500000.0,668900000.0,1294200000.0,930000000.0,18600000.0,,-47600000.0,,52500000.0,94000000,1056500000.0,,607900000.0,,,,,,,,,
1990-12-31,,100200000.0,626100000.0,1240000000.0,,,,3013000000.0,1717000000.0,755000000.0,320000000.0,151200000.0,34700000,,48100000.0,60000000.0,17900000.0,-81000000.0,0.0,-73800000.0,249400000.0,0.0,35900000.0,5900000.0,430000000.0,35900000.0,349000000.0,165000000.0,1873000000.0,-19200000.0,,1140000000.0,-9300000.0,282000000.0,199300000.0,,30000000.0,30000000.0,,,338000000.0,,,241000000.0,0.0,,-57500000.0,-61400000.0,875500000,,50100000,-944000000.0,-47600000.0,22500000.0,157700000.0,2030000000.0,633000000.0,1296000000.0,837000000.0,3400000.0,,-37800000.0,,38100000.0,98200000,1086000000.0,,332000000.0,,,,,,,,,
1991-03-31,,-122000000.0,715000000.0,1232000000.0,,,,2969000000.0,1750000000.0,769000000.0,308000000.0,70000000.0,-14000000,282352941.0,43000000.0,79000000.0,20000000.0,,0.0,45000000.0,103000000.0,0.0,-12000000.0,7000000.0,429000000.0,-12000000.0,417000000.0,155000000.0,1879000000.0,-19000000.0,-0.0425,1090000000.0,2000000.0,278000000.0,113000000.0,282352941.0,11000000.0,11000000.0,,79000000.0,271000000.0,,-0.0425,,30000000.0,,-36000000.0,22000000.0,818000000,-56000000.0,-10000000,-944000000.0,-5000000.0,-19000000.0,-86000000.0,1999000000.0,647000000.0,1219000000.0,806000000.0,-9000000.0,,,,-23000000.0,33000000,1055000000.0,,568000000.0,,,,,,,,,
1991-06-30,,-9000000.0,733000000.0,1216000000.0,,,,2934000000.0,1782000000.0,761000000.0,302000000.0,30000000.0,27000000,266666667.0,43000000.0,60000000.0,19000000.0,,0.0,16000000.0,122000000.0,0.0,30000000.0,8000000.0,414000000.0,30000000.0,463000000.0,153000000.0,1844000000.0,-18000000.0,0.1125,1090000000.0,-9000000.0,286000000.0,73000000.0,266666667.0,11000000.0,11000000.0,,57000000.0,201000000.0,,0.1125,,0.0,,-32000000.0,-39000000.0,855000000,-1000000.0,49000000,-944000000.0,-6000000.0,0.0,23000000.0,1977000000.0,628000000.0,1152000000.0,818000000.0,11000000.0,,,,38000000.0,92000000,1033000000.0,,568000000.0,,,,,,,,,
1991-09-30,,-19000000.0,609000000.0,1308000000.0,,,,3047000000.0,1847000000.0,860000000.0,306000000.0,150000000.0,21000000,270588235.0,39000000.0,55000000.0,20000000.0,,0.0,-97000000.0,233000000.0,0.0,23000000.0,6000000.0,422000000.0,23000000.0,495000000.0,142000000.0,1928000000.0,-19000000.0,0.085,1119000000.0,-5000000.0,285000000.0,189000000.0,270588235.0,8000000.0,8000000.0,,-54000000.0,243000000.0,,0.085,,0.0,,-38000000.0,75000000.0,842000000,-5000000.0,44000000,-944000000.0,-1000000.0,-3000000.0,19000000.0,2011000000.0,620000000.0,1200000000.0,822000000.0,9000000.0,,,,30000000.0,83000000,1067000000.0,,565000000.0,,,,,,,,,
1991-12-31,,9000000.0,618000000.0,1235000000.0,,,,3087000000.0,1901000000.0,795000000.0,304000000.0,191000000.0,28000000,,44000000.0,132000000.0,21000000.0,,4000000.0,-52000000.0,248000000.0,0.0,33000000.0,45000000.0,440000000.0,33000000.0,505000000.0,136000000.0,1934000000.0,-19000000.0,,1153000000.0,-5000000.0,285000000.0,235000000.0,,21000000.0,21000000.0,,56000000.0,241000000.0,,,246000000.0,0.0,,-64000000.0,-8000000.0,866000000,24000000.0,13000000,-1025000000.0,-6000000.0,13000000.0,73000000.0,2136000000.0,699000000.0,1186000000.0,838000000.0,9000000.0,,,,37000000.0,57000000,1111000000.0,,321000000.0,,,,,,,,,
1992-03-31,,35000000.0,678000000.0,1209000000.0,,,,3064000000.0,1869000000.0,780000000.0,294000000.0,161000000.0,33000000,269387755.0,45000000.0,74000000.0,22000000.0,,0.0,45000000.0,271000000.0,0.0,33000000.0,5000000.0,437000000.0,33000000.0,477000000.0,135000000.0,1900000000.0,-19000000.0,0.1225,1164000000.0,-8000000.0,281000000.0,206000000.0,269387755.0,18000000.0,18000000.0,,76000000.0,178000000.0,,0.1225,,21000000.0,,-23000000.0,-106000000.0,949000000,-37000000.0,65000000,-1025000000.0,-9000000.0,-3000000.0,58000000.0,2136000000.0,691000000.0,1195000000.0,852000000.0,15000000.0,,,,48000000.0,110000000,1111000000.0,,617000000.0,14000000.0,,,,,,,,
1992-06-30,,26000000.0,718000000.0,1211000000.0,,,,3109000000.0,1900000000.0,778000000.0,301000000.0,168000000.0,42000000,270967742.0,47000000.0,67000000.0,20000000.0,,0.0,-35000000.0,293000000.0,0.0,42000000.0,3000000.0,435000000.0,42000000.0,490000000.0,132000000.0,1888000000.0,-19000000.0,0.155,1221000000.0,-3000000.0,281000000.0,215000000.0,270967742.0,22000000.0,22000000.0,,3000000.0,175000000.0,,0.155,,0.0,,-35000000.0,-22000000.0,1011000000,-16000000.0,78000000,-1025000000.0,1000000.0,4000000.0,61000000.0,2154000000.0,677000000.0,1209000000.0,875000000.0,19000000.0,,,,61000000.0,125000000,1129000000.0,,610000000.0,8000000.0,,,,,,,,
1992-09-30,,48000000.0,682000000.0,1300000000.0,,,,3181000000.0,1846000000.0,860000000.0,307000000.0,174000000.0,28000000,276190476.0,46000000.0,71000000.0,21000000.0,,0.0,-157000000.0,263000000.0,0.0,29000000.0,20000000.0,445000000.0,29000000.0,444000000.0,133000000.0,1953000000.0,-19000000.0,0.105,1228000000.0,12000000.0,278000000.0,220000000.0,276190476.0,26000000.0,26000000.0,,,295000000.0,,0.105,,0.0,,-45000000.0,68000000.0,945000000,-24000000.0,43000000,-1025000000.0,-7000000.0,4000000.0,93000000.0,2149000000.0,653000000.0,1335000000.0,885000000.0,14000000.0,,,,42000000.0,89000000,1124000000.0,,582000000.0,3000000.0,,,,,,,,
1992-12-31,,82000000.0,695000000.0,1493000000.0,,,,3096000000.0,1778000000.0,833000000.0,646000000.0,180000000.0,34000000,,46000000.0,49000000.0,20000000.0,-41000000.0,0.0,-93000000.0,269000000.0,0.0,-232000000.0,4000000.0,437000000.0,-232000000.0,412000000.0,14000000.0,2148000000.0,-19000000.0,,948000000.0,17000000.0,266000000.0,226000000.0,,30000000.0,30000000.0,,,351000000.0,,,244000000.0,0.0,,-69000000.0,-54000000.0,964000000,44000000.0,43000000,-1136000000.0,57000000.0,4000000.0,151000000.0,2236000000.0,655000000.0,1318000000.0,636000000.0,-7000000.0,,,,27000000.0,89000000,1100000000.0,,362000000.0,4000000.0,,,,,,,,
1993-03-31,,48000000.0,723000000.0,1411000000.0,,,,3133000000.0,1705000000.0,755000000.0,656000000.0,171000000.0,50000000,277777778.0,45000000.0,107000000.0,21000000.0,-18000000.0,0.0,-68000000.0,311000000.0,0.0,50000000.0,1000000.0,440000000.0,50000000.0,349000000.0,,2148000000.0,-19000000.0,0.18,985000000.0,-10000000.0,265000000.0,216000000.0,277777778.0,17000000.0,17000000.0,,,376000000.0,,0.18,,30000000.0,,-40000000.0,-33000000.0,1034000000,-84000000.0,95000000,-1136000000.0,3000000.0,-13000000.0,88000000.0,2227000000.0,737000000.0,1428000000.0,667000000.0,25000000.0,,,,75000000.0,140000000,1091000000.0,,630000000.0,6000000.0,,,,,,,,
1993-06-30,,129000000.0,819000000.0,1449000000.0,,,,3212000000.0,1737000000.0,749000000.0,700000000.0,189000000.0,53000000,275324675.0,53000000.0,28000000.0,19000000.0,-24000000.0,0.0,-77000000.0,328000000.0,0.0,53000000.0,9000000.0,430000000.0,53000000.0,296000000.0,,2215000000.0,-22000000.0,0.1925,997000000.0,4000000.0,270000000.0,238000000.0,275324675.0,20000000.0,20000000.0,,,415000000.0,,0.1925,,0.0,,-57000000.0,-106000000.0,1147000000,157000000.0,90000000,-1136000000.0,,3000000.0,186000000.0,2307000000.0,766000000.0,1475000000.0,698000000.0,27000000.0,,,,80000000.0,143000000,1171000000.0,,738000000.0,5000000.0,,,,,,,,
1993-09-30,,-6000000.0,738000000.0,1445000000.0,,,,3219000000.0,1738000000.0,746000000.0,699000000.0,185000000.0,44000000,279365079.0,49000000.0,42000000.0,20000000.0,1000000.0,0.0,-50000000.0,315000000.0,0.0,44000000.0,4000000.0,439000000.0,44000000.0,298000000.0,,2177000000.0,-21000000.0,0.1575,1042000000.0,9000000.0,267000000.0,234000000.0,279365079.0,18000000.0,18000000.0,,,425000000.0,,0.1575,,0.0,,-60000000.0,-6000000.0,1053000000,-20000000.0,81000000,-1136000000.0,,-2000000.0,54000000.0,2309000000.0,732000000.0,1481000000.0,721000000.0,21000000.0,,,,65000000.0,130000000,1173000000.0,,690000000.0,4000000.0,,,,,,,,
1993-12-31,,37000000.0,769000000.0,1376000000.0,,,,3268000000.0,1802000000.0,649000000.0,727000000.0,246000000.0,33000000,,49000000.0,124000000.0,14000000.0,-67000000.0,0.0,-124000000.0,346000000.0,0.0,40000000.0,5000000.0,434000000.0,40000000.0,349000000.0,,2163000000.0,-21000000.0,,1105000000.0,-9000000.0,265000000.0,295000000.0,,32000000.0,32000000.0,,,450000000.0,,,266000000.0,0.0,,-70000000.0,31000000.0,1115000000,19000000.0,51000000,-1298000000.0,71000000.0,14000000.0,107000000.0,2486000000.0,787000000.0,1466000000.0,708000000.0,9000000.0,,,,42000000.0,100000000,1188000000.0,,397000000.0,66000000.0,,,,,,,,
1994-03-31,,20000000.0,936000000.0,2091000000.0,,,,4588000000.0,2803000000.0,1199000000.0,892000000.0,197000000.0,74000000,292400000.0,62000000.0,159000000.0,23000000.0,,0.0,-886000000.0,435000000.0,22000000.0,74000000.0,2000000.0,656000000.0,74000000.0,429000000.0,,3148000000.0,-22000000.0,0.2525,1440000000.0,3000000.0,849000000.0,309000000.0,292400000.0,22000000.0,22000000.0,,246000000.0,228000000.0,,0.2525,,32000000.0,,-39000000.0,817000000.0,1371000000,-115000000.0,126000000,-1298000000.0,38000000.0,-10000000.0,59000000.0,2823000000.0,1057000000.0,1785000000.0,760000000.0,33000000.0,,,,107000000.0,188000000,1525000000.0,50000000.0,898000000.0,268000000.0,,,,,,,,
1994-06-30,,119000000.0,1053000000.0,2121000000.0,,,,4682000000.0,2854000000.0,1208000000.0,913000000.0,227000000.0,86000000,305200000.0,63000000.0,41000000.0,23000000.0,,0.0,-46000000.0,492000000.0,13000000.0,86000000.0,0.0,665000000.0,86000000.0,560000000.0,,3154000000.0,-23000000.0,0.2825,1528000000.0,6000000.0,873000000.0,345000000.0,305200000.0,13000000.0,13000000.0,,0.0,249000000.0,,0.2825,992000000.0,22000000.0,,-51000000.0,-133000000.0,1545000000,3000000.0,147000000,-1298000000.0,18000000.0,-9000000.0,170000000.0,2719000000.0,1033000000.0,1828000000.0,823000000.0,39000000.0,,,,125000000.0,210000000,1421000000.0,55000000.0,0.0,1000000.0,,,,,,,,
1994-09-30,,60000000.0,1058000000.0,2032000000.0,,,,4695000000.0,2801000000.0,1113000000.0,919000000.0,221000000.0,84000000,305200000.0,62000000.0,28000000.0,25000000.0,,0.0,23000000.0,473000000.0,16000000.0,84000000.0,11000000.0,677000000.0,84000000.0,561000000.0,,3089000000.0,-23000000.0,0.275,1606000000.0,5000000.0,817000000.0,335000000.0,305200000.0,16000000.0,16000000.0,,-28000000.0,267000000.0,,0.275,1029000000.0,13000000.0,,-53000000.0,-133000000.0,1531000000,-33000000.0,138000000,-1424000000.0,0.0,3000000.0,113000000.0,2847000000.0,1057000000.0,1894000000.0,884000000.0,42000000.0,,,,126000000.0,200000000,1423000000.0,52000000.0,0.0,1000000.0,,,,,,,,
1994-12-31,,56000000.0,1099000000.0,1900000000.0,,,,4682000000.0,2836000000.0,1053000000.0,847000000.0,237000000.0,89000000,,64000000.0,36000000.0,20000000.0,,0.0,-101000000.0,506000000.0,18000000.0,89000000.0,-1000000.0,698000000.0,89000000.0,517000000.0,,3002000000.0,-23000000.0,,1680000000.0,-5000000.0,850000000.0,357000000.0,,18000000.0,18000000.0,,34000000.0,241000000.0,,,449000000.0,16000000.0,,-124000000.0,-77000000.0,1605000000,-33000000.0,149000000,-1441000000.0,-15000000.0,2000000.0,180000000.0,2910000000.0,1102000000.0,1846000000.0,988000000.0,41000000.0,,,,130000000.0,213000000,1469000000.0,56000000.0,617000000.0,0.0,,,,,,,,
1995-03-31,,-16000000.0,1199000000.0,1974000000.0,,,,4926000000.0,2849000000.0,1102000000.0,872000000.0,229000000.0,108000000,311600000.0,66000000.0,53000000.0,23000000.0,-19000000.0,0.0,-67000000.0,532000000.0,22000000.0,108000000.0,5000000.0,735000000.0,108000000.0,530000000.0,,3160000000.0,-23000000.0,0.3475,1766000000.0,14000000.0,844000000.0,352000000.0,311600000.0,22000000.0,22000000.0,,,268000000.0,,0.3475,1133000000.0,18000000.0,,-57000000.0,30000000.0,1731000000,-151000000.0,180000000,-1456000000.0,18000000.0,4000000.0,41000000.0,2931000000.0,1186000000.0,2077000000.0,1073000000.0,55000000.0,,-9000000.0,,163000000.0,246000000,1475000000.0,57000000.0,0.0,1000000.0,,,,,,,,
