date,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyNetOtherFinancingCharges,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,quarterlyDilutedEPS,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyRepaymentOfDebt,quarterlySaleOfInvestment,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicEPS,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyPretaxIncome,quarterlyEbitda,quarterlyNetPPE,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,quarterlyChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyChangesInAccountReceivables
2011-09-30,536000000.0,479000000.0,2900000000.0,6101000000.0,401000000.0,5571000000.0,2549000000.0,17627000000.0,11894000000.0,3368000000.0,461000000.0,668000000.0,367000000,338100000.0,139000000.0,86000000.0,29000000.0,,1000000.0,-234000000.0,1223000000.0,278000000.0,365000000.0,10000000.0,1769000000.0,365000000.0,562000000.0,456000000.0,9881000000.0,-116000000.0,1.07,7723000000.0,-6000000.0,2253000000.0,772000000.0,341900000.0,814000000.0,278000000.0,-35000000.0,,601000000.0,,1.07,1527000000.0,282000000.0,,-163000000.0,-394000000.0,4123000000,182000000.0,451000000,,4000000.0,-4000000.0,642000000.0,,3780000000.0,5733000000.0,,65000000.0,-86000000.0,-275000000.0,,432000000.0,451000000,2537000000.0,104000000.0,1445000000.0,,,,,,,,,
2011-12-31,699000000.0,375000000.0,2817000000.0,6744000000.0,420000000.0,5537000000.0,2444000000.0,17873000000.0,12047000000.0,3366000000.0,501000000.0,707000000.0,361000000,,137000000.0,407000000.0,,,57000000.0,-391000000.0,1216000000.0,385000000.0,362000000.0,8000000.0,1701000000.0,362000000.0,582000000.0,442000000.0,10381000000.0,-114000000.0,,7469000000.0,-11000000.0,2192000000.0,808000000.0,,1084000000.0,385000000.0,-13000000.0,,0.0,-1964000000.0,,1491000000.0,278000000.0,167000000.0,-184000000.0,-52000000.0,4033000000,116000000.0,408000000,-3592000000.0,-8000000.0,107000000.0,559000000.0,6194000000.0,3637000000.0,5826000000.0,5097000000.0,29000000.0,-27000000.0,0.0,,390000000.0,515000000,2602000000.0,101000000.0,1319000000.0,,,,,,,,,
2012-03-31,444000000.0,-203000000.0,2754000000.0,6474000000.0,297000000.0,5605000000.0,2588000000.0,17993000000.0,12111000000.0,3345000000.0,528000000.0,702000000.0,311000000,335400000.0,140000000.0,405000000.0,28000000.0,,16000000.0,141000000.0,1206000000.0,367000000.0,311000000.0,3000000.0,1779000000.0,311000000.0,597000000.0,450000000.0,10039000000.0,-127000000.0,0.91,7933000000.0,-16000000.0,2192000000.0,807000000.0,339800000.0,811000000.0,367000000.0,-1000000.0,,704000000.0,,0.93,1530000000.0,385000000.0,,-105000000.0,-69000000.0,3960000000,-388000000.0,399000000,,184000000.0,-18000000.0,-98000000.0,,3565000000.0,5882000000.0,,57000000.0,,0.0,,368000000.0,396000000,2660000000.0,105000000.0,1333000000.0,,,,,,,,,
2012-06-30,652000000.0,343000000.0,2815000000.0,6766000000.0,333000000.0,5649000000.0,2683000000.0,18554000000.0,12188000000.0,3678000000.0,546000000.0,690000000.0,382000000,337000000.0,138000000.0,86000000.0,30000000.0,,-42000000.0,-723000000.0,1253000000.0,525000000.0,382000000.0,-8000000.0,1756000000.0,382000000.0,622000000.0,416000000.0,10596000000.0,-128000000.0,1.12,7937000000.0,-5000000.0,2218000000.0,796000000.0,339500000.0,1177000000.0,525000000.0,-16000000.0,,750000000.0,,1.13,1556000000.0,367000000.0,,-126000000.0,414000000.0,4068000000,-56000000.0,457000000,,50000000.0,158000000.0,469000000.0,,3830000000.0,6366000000.0,,37000000.0,,0.0,,419000000.0,449000000,2675000000.0,106000000.0,1246000000.0,,,,,,,,,
2012-09-30,620000000.0,480000000.0,2747000000.0,6850000000.0,385000000.0,5838000000.0,2645000000.0,18800000000.0,12605000000.0,3690000000.0,437000000.0,687000000.0,347000000,337600000.0,141000000.0,415000000.0,42000000.0,,-19000000.0,-275000000.0,1203000000.0,425000000.0,345000000.0,4000000.0,1801000000.0,345000000.0,656000000.0,569000000.0,10558000000.0,-129000000.0,1.02,8220000000.0,-14000000.0,2253000000.0,789000000.0,339800000.0,1045000000.0,425000000.0,-304000000.0,,704000000.0,,1.02,1441000000.0,525000000.0,,-126000000.0,-441000000.0,3950000000,126000000.0,414000000,,-603000000.0,-100000000.0,606000000.0,,3708000000.0,6195000000.0,,29000000.0,-189000000.0,0.0,,376000000.0,559000000,2794000000.0,102000000.0,1467000000.0,,,,,,,,,
2012-12-31,527000000.0,451000000.0,3132000000.0,15659000000.0,463000000.0,14211000000.0,3510000000.0,36284000000.0,28460000000.0,9762000000.0,812000000.0,815000000.0,180000000,381300000.0,179000000.0,1071000000.0,108000000.0,,-49000000.0,-6115000000.0,1201000000.0,577000000.0,179000000.0,-64000000.0,2339000000.0,179000000.0,1704000000.0,2341000000.0,21129000000.0,-128000000.0,0.46,15113000000.0,-11000000.0,7468000000.0,941000000.0,384400000.0,1104000000.0,577000000.0,-1003000000.0,,945000000.0,-1964000000.0,0.47,1879000000.0,425000000.0,5000000.0,-236000000.0,5576000000.0,4333000000,381000000.0,260000000,-3830000000.0,55000000.0,152000000.0,687000000.0,7653000000.0,5470000000.0,7824000000.0,5805000000.0,-92000000.0,-6382000000.0,,,88000000.0,260000000,3823000000.0,126000000.0,2057000000.0,,,,,,,,,
2013-03-31,397000000.0,-22000000.0,3735000000.0,14864000000.0,318000000.0,14275000000.0,3685000000.0,34977000000.0,26781000000.0,9473000000.0,862000000.0,958000000.0,380000000,471900000.0,245000000.0,653000000.0,75000000.0,,15000000.0,773000000.0,1575000000.0,639000000.0,378000000.0,10000000.0,2394000000.0,378000000.0,898000000.0,2007000000.0,19767000000.0,-194000000.0,0.79,15167000000.0,-6000000.0,6664000000.0,1110000000.0,475100000.0,1036000000.0,639000000.0,-687000000.0,132000000.0,0.0,,0.8,1978000000.0,577000000.0,,-122000000.0,-810000000.0,5310000000,-546000000.0,465000000,,-51000000.0,62000000.0,100000000.0,,4903000000.0,8196000000.0,,20000000.0,,,,400000000.0,710000000,3841000000.0,152000000.0,1954000000.0,,,,,,,,,
2013-06-30,368000000.0,480000000.0,3870000000.0,14845000000.0,368000000.0,14049000000.0,3820000000.0,35257000000.0,27028000000.0,9069000000.0,934000000.0,960000000.0,497000000,473400000.0,245000000.0,690000000.0,71000000.0,,3000000.0,-167000000.0,1732000000.0,628000000.0,494000000.0,-6000000.0,2405000000.0,494000000.0,875000000.0,2301000000.0,19826000000.0,-203000000.0,1.04,15388000000.0,-35000000.0,7186000000.0,1121000000.0,476300000.0,996000000.0,628000000.0,-290000000.0,16000000.0,0.0,,1.04,2045000000.0,639000000.0,,-129000000.0,-440000000.0,5602000000,-101000000.0,611000000,,-108000000.0,-11000000.0,609000000.0,,4981000000.0,8229000000.0,,37000000.0,,,,534000000.0,856000000,3749000000.0,161000000.0,1878000000.0,,,,,,,,,
2013-09-30,698000000.0,583000000.0,3883000000.0,14141000000.0,430000000.0,14276000000.0,3950000000.0,35312000000.0,26546000000.0,9029000000.0,1065000000.0,967000000.0,514000000,474000000.0,250000000.0,664000000.0,63000000.0,,2000000.0,-463000000.0,1724000000.0,642000000.0,510000000.0,-7000000.0,2403000000.0,510000000.0,954000000.0,1513000000.0,19195000000.0,-200000000.0,1.07,16071000000.0,-9000000.0,7231000000.0,1133000000.0,477200000.0,1340000000.0,642000000.0,-35000000.0,,0.0,,1.08,1976000000.0,628000000.0,,-121000000.0,-235000000.0,5607000000,-166000000.0,591000000,,15000000.0,14000000.0,704000000.0,,5054000000.0,8766000000.0,,7000000.0,0.0,,,521000000.0,841000000,3757000000.0,166000000.0,1984000000.0,,,,,,,,,
2013-12-31,794000000.0,630000000.0,3881000000.0,13714000000.0,461000000.0,14495000000.0,3648000000.0,35491000000.0,26760000000.0,8969000000.0,1299000000.0,1001000000.0,482000000,474700000.0,257000000.0,580000000.0,62000000.0,,6000000.0,-345000000.0,1646000000.0,915000000.0,479000000.0,11000000.0,2382000000.0,479000000.0,1006000000.0,1313000000.0,18628000000.0,-199000000.0,1.0,16791000000.0,-18000000.0,7186000000.0,1166000000.0,478200000.0,1709000000.0,915000000.0,-84000000.0,,0.0,-1560000000.0,1.01,1960000000.0,642000000.0,5000000.0,-242000000.0,-251000000.0,5527000000,489000000.0,480000000,-4132000000.0,-158000000.0,273000000.0,872000000.0,7965000000.0,4914000000.0,8731000000.0,6866000000.0,-53000000.0,2000000.0,,,429000000.0,737000000,3833000000.0,165000000.0,1913000000.0,,,,,,,,,
2014-03-31,360000000.0,-98000000.0,3858000000.0,13346000000.0,334000000.0,14450000000.0,3889000000.0,35262000000.0,26579000000.0,8991000000.0,1165000000.0,962000000.0,441000000,475800000.0,249000000.0,324000000.0,,,20000000.0,304000000.0,1634000000.0,784000000.0,439000000.0,5000000.0,2532000000.0,439000000.0,988000000.0,1296000000.0,18151000000.0,-229000000.0,0.92,17037000000.0,-20000000.0,7078000000.0,1124000000.0,478800000.0,1144000000.0,784000000.0,-257000000.0,431000000.0,0.0,,0.92,2076000000.0,915000000.0,,-110000000.0,-443000000.0,5492000000,-370000000.0,510000000,,-363000000.0,-131000000.0,12000000.0,,4805000000.0,8683000000.0,,12000000.0,,,-24000000.0,453000000.0,759000000,3806000000.0,162000000.0,2071000000.0,,,,,,,,,
2014-06-30,634000000.0,507000000.0,4025000000.0,12673000000.0,373000000.0,14377000000.0,4010000000.0,35258000000.0,26420000000.0,8615000000.0,1121000000.0,984000000.0,172000000,475900000.0,250000000.0,418000000.0,,,0.0,-156000000.0,1742000000.0,631000000.0,171000000.0,-478000000.0,2534000000.0,171000000.0,1032000000.0,1047000000.0,18216000000.0,-238000000.0,0.36,16982000000.0,-31000000.0,6976000000.0,1152000000.0,478500000.0,1265000000.0,631000000.0,-319000000.0,,0.0,,0.36,2044000000.0,784000000.0,,-126000000.0,-635000000.0,5767000000,486000000.0,590000000,,-55000000.0,-153000000.0,633000000.0,,5543000000.0,8838000000.0,,-115000000.0,,,-232000000.0,57000000.0,840000000,3793000000.0,168000000.0,2708000000.0,,,,,,,,,
2014-09-30,335000000.0,147000000.0,3916000000.0,12608000000.0,424000000.0,14088000000.0,3972000000.0,34239000000.0,25808000000.0,8587000000.0,1141000000.0,961000000.0,605000000,474800000.0,244000000.0,413000000.0,,,-3000000.0,145000000.0,1812000000.0,655000000.0,602000000.0,10000000.0,2498000000.0,602000000.0,1038000000.0,1035000000.0,17594000000.0,-233000000.0,1.26,16587000000.0,-5000000.0,6739000000.0,1124000000.0,477200000.0,990000000.0,655000000.0,-4000000.0,,0.0,,1.27,2038000000.0,631000000.0,,-142000000.0,-402000000.0,5728000000,-507000000.0,688000000,,-104000000.0,24000000.0,289000000.0,,4986000000.0,8431000000.0,,37000000.0,,-168000000.0,-30000000.0,642000000.0,932000000,3702000000.0,163000000.0,2111000000.0,,,,,,,,,
2014-12-31,245000000.0,690000000.0,3847000000.0,12335000000.0,420000000.0,13893000000.0,3667000000.0,33529000000.0,25429000000.0,8024000000.0,1085000000.0,903000000.0,585000000,470000000.0,240000000.0,1010000000.0,,,-40000000.0,-150000000.0,1718000000.0,781000000.0,581000000.0,2000000.0,2428000000.0,581000000.0,1002000000.0,901000000.0,17690000000.0,-229000000.0,1.23,15786000000.0,25000000.0,6556000000.0,1057000000.0,472500000.0,1026000000.0,781000000.0,-2000000.0,,0.0,-2899000000.0,1.24,1940000000.0,655000000.0,5000000.0,-254000000.0,-650000000.0,5565000000,59000000.0,661000000,-4214000000.0,123000000.0,126000000.0,944000000.0,7964000000.0,5355000000.0,8100000000.0,7078000000.0,24000000.0,,,-96000000.0,609000000.0,901000000,3750000000.0,154000000.0,1985000000.0,,,,,,,,,
2015-03-31,139000000.0,-28000000.0,3593000000.0,11766000000.0,282000000.0,13548000000.0,3733000000.0,32696000000.0,24756000000.0,7829000000.0,1020000000.0,915000000.0,467000000,467900000.0,226000000.0,1511000000.0,,,-2000000.0,-53000000.0,1630000000.0,663000000.0,466000000.0,5000000.0,2424000000.0,466000000.0,1037000000.0,881000000.0,17432000000.0,-251000000.0,0.99,15210000000.0,-9000000.0,6317000000.0,1073000000.0,470000000.0,802000000.0,663000000.0,-3000000.0,,0.0,,1.0,1969000000.0,781000000.0,,-105000000.0,-127000000.0,5223000000,-372000000.0,557000000,,-334000000.0,-118000000.0,77000000.0,,5666000000.0,7940000000.0,,38000000.0,-38000000.0,-170000000.0,14000000.0,505000000.0,783000000,3634000000.0,158000000.0,1904000000.0,,,,,,,,,
2015-06-30,127000000.0,438000000.0,3675000000.0,11720000000.0,327000000.0,13698000000.0,3840000000.0,32579000000.0,24935000000.0,7770000000.0,1015000000.0,901000000.0,535000000,467600000.0,234000000.0,981000000.0,,,-5000000.0,-154000000.0,1697000000.0,303000000.0,535000000.0,19000000.0,2439000000.0,535000000.0,1025000000.0,876000000.0,16776000000.0,-263000000.0,1.14,15753000000.0,-24000000.0,6282000000.0,1059000000.0,469200000.0,430000000.0,303000000.0,-401000000.0,,0.0,,1.14,1931000000.0,663000000.0,,-141000000.0,-785000000.0,5372000000,-134000000.0,638000000,,-95000000.0,-360000000.0,579000000.0,,5056000000.0,7644000000.0,,63000000.0,0.0,0.0,-43000000.0,598000000.0,872000000,3680000000.0,158000000.0,1817000000.0,,,,,,,,,
2015-09-30,150000000.0,851000000.0,3597000000.0,11688000000.0,373000000.0,13540000000.0,3656000000.0,32201000000.0,24622000000.0,7830000000.0,997000000.0,907000000.0,445000000,465100000.0,232000000.0,842000000.0,,,-1000000.0,-166000000.0,1606000000.0,418000000.0,446000000.0,3000000.0,2395000000.0,446000000.0,1107000000.0,820000000.0,16788000000.0,-257000000.0,0.96,15366000000.0,-11000000.0,6139000000.0,1063000000.0,466400000.0,568000000.0,418000000.0,-1000000.0,,0.0,,0.96,1997000000.0,303000000.0,,-122000000.0,-677000000.0,5203000000,322000000.0,543000000,,-40000000.0,115000000.0,973000000.0,,5100000000.0,7579000000.0,,42000000.0,0.0,-284000000.0,-72000000.0,487000000.0,775000000,3590000000.0,156000000.0,1888000000.0,,,,,,,,,
2015-12-31,177000000.0,604000000.0,3427000000.0,11175000000.0,366000000.0,13479000000.0,3479000000.0,31031000000.0,24415000000.0,7781000000.0,978000000.0,873000000.0,534000000,461400000.0,233000000.0,668000000.0,,,-1000000.0,-202000000.0,1630000000.0,268000000.0,532000000.0,8000000.0,2323000000.0,532000000.0,995000000.0,390000000.0,15800000000.0,-255000000.0,1.15,15186000000.0,9000000.0,6014000000.0,1026000000.0,462700000.0,445000000.0,268000000.0,-622000000.0,,0.0,-3863000000.0,1.15,1758000000.0,418000000.0,5000000.0,-138000000.0,-678000000.0,5057000000,-57000000.0,604000000,-4319000000.0,-47000000.0,-150000000.0,742000000.0,7884000000.0,4625000000.0,6616000000.0,7346000000.0,21000000.0,-34000000.0,-228000000.0,1000000.0,555000000.0,604000000,3565000000.0,153000000.0,1833000000.0,,,,,,,,,
2016-03-31,240000000.0,260000000.0,3291000000.0,10998000000.0,276000000.0,13588000000.0,3581000000.0,31583000000.0,24570000000.0,7572000000.0,1008000000.0,892000000.0,403000000,458600000.0,233000000.0,1073000000.0,,,2000000.0,-159000000.0,1522000000.0,333000000.0,404000000.0,18000000.0,2391000000.0,404000000.0,1072000000.0,395000000.0,16020000000.0,-256000000.0,0.88,15519000000.0,4000000.0,5947000000.0,1041000000.0,459800000.0,573000000.0,333000000.0,-241000000.0,,0.0,,0.88,1795000000.0,268000000.0,,-111000000.0,-160000000.0,4813000000,-313000000.0,481000000,,4000000.0,65000000.0,371000000.0,,5022000000.0,7013000000.0,,39000000.0,,-100000000.0,-13000000.0,442000000.0,714000000,3583000000.0,149000000.0,1878000000.0,,,,,,,,,
2016-06-30,146000000.0,610000000.0,3419000000.0,10974000000.0,316000000.0,13450000000.0,3628000000.0,31154000000.0,24328000000.0,7605000000.0,1017000000.0,897000000.0,492000000,457000000.0,234000000.0,809000000.0,,,1000000.0,-45000000.0,1661000000.0,323000000.0,491000000.0,-5000000.0,2323000000.0,491000000.0,1119000000.0,365000000.0,15790000000.0,-265000000.0,1.07,15320000000.0,-1000000.0,5795000000.0,1046000000.0,458300000.0,469000000.0,323000000.0,1000000.0,,0.0,,1.08,1802000000.0,333000000.0,,-135000000.0,-705000000.0,5080000000,40000000.0,615000000,,-16000000.0,-10000000.0,745000000.0,,4816000000.0,6826000000.0,,61000000.0,,-195000000.0,-61000000.0,553000000.0,849000000,3551000000.0,149000000.0,1889000000.0,,,,,,,,,
2016-09-30,213000000.0,698000000.0,3371000000.0,11196000000.0,388000000.0,13434000000.0,3659000000.0,31237000000.0,24150000000.0,7881000000.0,988000000.0,853000000.0,522000000,453900000.0,233000000.0,551000000.0,,,-8000000.0,-167000000.0,1616000000.0,494000000.0,523000000.0,15000000.0,2328000000.0,523000000.0,1109000000.0,366000000.0,15791000000.0,-259000000.0,1.15,15404000000.0,0.0,5689000000.0,999000000.0,455600000.0,707000000.0,494000000.0,-426000000.0,,0.0,,1.15,1790000000.0,323000000.0,,-100000000.0,-460000000.0,4987000000,49000000.0,617000000,,-39000000.0,171000000.0,798000000.0,,4595000000.0,7087000000.0,,51000000.0,,-272000000.0,-31000000.0,573000000.0,850000000,3506000000.0,146000000.0,1866000000.0,,,,,,,,,
2016-12-31,203000000.0,487000000.0,3319000000.0,9993000000.0,379000000.0,13201000000.0,3560000000.0,30419000000.0,23478000000.0,6711000000.0,934000000.0,863000000.0,508000000,450500000.0,229000000.0,1566000000.0,,,0.0,-158000000.0,1548000000.0,543000000.0,504000000.0,79000000.0,2254000000.0,504000000.0,960000000.0,321000000.0,15478000000.0,-257000000.0,1.12,14897000000.0,4000000.0,5514000000.0,1008000000.0,452400000.0,746000000.0,543000000.0,13000000.0,,0.0,-4448000000.0,1.12,1718000000.0,494000000.0,5000000.0,-151000000.0,-395000000.0,4867000000,46000000.0,540000000,-4596000000.0,-227000000.0,49000000.0,638000000.0,8039000000.0,5485000000.0,6941000000.0,7498000000.0,51000000.0,,-163000000.0,25000000.0,559000000.0,540000000,3443000000.0,145000000.0,1822000000.0,,,,,,,,,
2017-03-31,301000000.0,347000000.0,3310000000.0,9855000000.0,270000000.0,13296000000.0,3673000000.0,30611000000.0,23636000000.0,6677000000.0,940000000.0,885000000.0,432000000,448800000.0,225000000.0,1536000000.0,,,-23000000.0,-229000000.0,1538000000.0,222000000.0,432000000.0,15000000.0,2344000000.0,432000000.0,979000000.0,319000000.0,15412000000.0,-263000000.0,0.96,15157000000.0,-20000000.0,5441000000.0,1028000000.0,451000000.0,523000000.0,222000000.0,-254000000.0,,0.0,,0.96,1891000000.0,543000000.0,,-116000000.0,-563000000.0,4848000000,-163000000.0,510000000,-4724000000.0,-44000000.0,-321000000.0,463000000.0,8205000000.0,5557000000.0,6975000000.0,,32000000.0,,-255000000.0,-38000000.0,464000000.0,735000000,3481000000.0,143000000.0,1860000000.0,,,,,,,,,
2017-06-30,525000000.0,444000000.0,3450000000.0,9452000000.0,338000000.0,13478000000.0,3813000000.0,31355000000.0,23868000000.0,6264000000.0,930000000.0,902000000.0,516000000,446300000.0,228000000.0,2341000000.0,,,-2000000.0,-357000000.0,1682000000.0,312000000.0,515000000.0,0.0,2393000000.0,515000000.0,1007000000.0,316000000.0,15761000000.0,-274000000.0,1.15,15552000000.0,-11000000.0,5410000000.0,1052000000.0,448600000.0,837000000.0,312000000.0,-289000000.0,,0.0,,1.15,1885000000.0,222000000.0,,-130000000.0,-126000000.0,5132000000,-213000000.0,630000000,-4859000000.0,59000000.0,90000000.0,574000000.0,8389000000.0,6309000000.0,7487000000.0,,54000000.0,,-210000000.0,-69000000.0,570000000.0,858000000,3530000000.0,150000000.0,1745000000.0,,,,,,,,,
2017-09-30,843000000.0,645000000.0,3469000000.0,10189000000.0,434000000.0,13545000000.0,3962000000.0,32725000000.0,24276000000.0,7273000000.0,895000000.0,916000000.0,1399000000,442600000.0,232000000.0,1499000000.0,,,-4000000.0,151000000.0,1742000000.0,791000000.0,1399000000.0,1072000000.0,2457000000.0,1399000000.0,1627000000.0,327000000.0,16089000000.0,-266000000.0,3.14,16593000000.0,-32000000.0,5354000000.0,1063000000.0,445200000.0,1634000000.0,791000000.0,-10000000.0,,396000000.0,,3.16,2039000000.0,312000000.0,,-105000000.0,-426000000.0,5211000000,232000000.0,679000000,-4952000000.0,-253000000.0,479000000.0,750000000.0,8438000000.0,5900000000.0,8449000000.0,,292000000.0,,-324000000.0,-74000000.0,1691000000.0,911000000,3486000000.0,147000000.0,1928000000.0,,,,,,,,,
2017-12-31,534000000.0,710000000.0,3527000000.0,10258000000.0,453000000.0,13568000000.0,3943000000.0,32623000000.0,24286000000.0,7167000000.0,965000000.0,862000000.0,639000000,440300000.0,229000000.0,584000000.0,,,-7000000.0,218000000.0,1686000000.0,561000000.0,639000000.0,28000000.0,2620000000.0,639000000.0,1698000000.0,538000000.0,15333000000.0,-265000000.0,1.43,17253000000.0,57000000.0,5265000000.0,1006000000.0,443300000.0,1095000000.0,561000000.0,-1001000000.0,,679000000.0,-3404000000.0,1.44,2166000000.0,791000000.0,4000000.0,-169000000.0,-1327000000.0,5213000000,-47000000.0,680000000,-5003000000.0,36000000.0,-230000000.0,879000000.0,8505000000.0,5075000000.0,8337000000.0,8669000000.0,4000000.0,,-61000000.0,-25000000.0,643000000.0,909000000,3502000000.0,144000000.0,1872000000.0,,,,,,,,,
2018-03-31,510000000.0,208000000.0,3573000000.0,9971000000.0,,13698000000.0,4005000000.0,32668000000.0,24539000000.0,6845000000.0,985000000.0,889000000.0,487000000,438800000.0,230000000.0,1032000000.0,,,-24000000.0,-137000000.0,1678000000.0,317000000.0,488000000.0,2000000.0,2745000000.0,488000000.0,1736000000.0,557000000.0,15367000000.0,-284000000.0,1.1,17263000000.0,-37000000.0,5206000000.0,1045000000.0,441700000.0,827000000.0,317000000.0,-33000000.0,,,,1.11,2203000000.0,561000000.0,,-131000000.0,-443000000.0,5251000000,-459000000.0,633000000,-5123000000.0,50000000.0,-244000000.0,339000000.0,8666000000.0,5396000000.0,8129000000.0,,78000000.0,,-300000000.0,-12000000.0,565000000.0,633000000,3543000000.0,156000000.0,1861000000.0,,,,,,,,,
2018-06-30,236000000.0,350000000.0,3671000000.0,9753000000.0,,13427000000.0,4092000000.0,31865000000.0,23952000000.0,6753000000.0,986000000.0,901000000.0,611000000,435200000.0,227000000.0,932000000.0,,,-1000000.0,100000000.0,1816000000.0,256000000.0,610000000.0,-8000000.0,2753000000.0,610000000.0,1717000000.0,486000000.0,15140000000.0,-294000000.0,1.39,16690000000.0,-4000000.0,5050000000.0,1046000000.0,437300000.0,492000000.0,256000000.0,-453000000.0,,,,1.4,2192000000.0,317000000.0,,-149000000.0,-725000000.0,5487000000,-23000000.0,770000000,-5031000000.0,-258000000.0,-61000000.0,499000000.0,8493000000.0,5387000000.0,7913000000.0,,83000000.0,,-300000000.0,-97000000.0,694000000.0,997000000,3462000000.0,145000000.0,1910000000.0,,,,,,,,,
2018-09-30,178000000.0,869000000.0,3597000000.0,9572000000.0,,13385000000.0,4027000000.0,31628000000.0,23761000000.0,6737000000.0,984000000.0,889000000.0,416000000,433500000.0,223000000.0,508000000.0,,,-1000000.0,-219000000.0,1815000000.0,327000000.0,416000000.0,-282000000.0,2835000000.0,416000000.0,1740000000.0,347000000.0,14839000000.0,-286000000.0,0.95,16754000000.0,-11000000.0,4949000000.0,1027000000.0,436300000.0,505000000.0,327000000.0,0.0,,,,0.96,2165000000.0,256000000.0,,-131000000.0,-700000000.0,5412000000,544000000.0,788000000,-5054000000.0,-122000000.0,71000000.0,1000000000.0,8500000000.0,5267000000.0,7867000000.0,,23000000.0,,0.0,-102000000.0,439000000.0,1011000000,3446000000.0,138000000.0,2167000000.0,,,,,,,,,
2018-12-31,157000000.0,666000000.0,3670000000.0,9796000000.0,,13328000000.0,3858000000.0,31092000000.0,23502000000.0,6768000000.0,1054000000.0,869000000.0,632000000,429900000.0,223000000.0,753000000.0,,,0.0,-142000000.0,1789000000.0,283000000.0,631000000.0,17000000.0,2785000000.0,631000000.0,1568000000.0,349000000.0,14950000000.0,-285000000.0,1.46,16107000000.0,-26000000.0,4846000000.0,1014000000.0,432400000.0,440000000.0,283000000.0,-88000000.0,,,-4145000000.0,1.46,2130000000.0,327000000.0,4000000.0,-154000000.0,-713000000.0,5459000000,-197000000.0,775000000,-5105000000.0,30000000.0,-44000000.0,820000000.0,8572000000.0,5154000000.0,7590000000.0,8161000000.0,94000000.0,,-671000000.0,96000000.0,726000000.0,775000000,3467000000.0,145000000.0,1814000000.0,,,,,,,,,
2019-03-31,143000000.0,402000000.0,3573000000.0,10096000000.0,,13318000000.0,3865000000.0,31649000000.0,23905000000.0,6782000000.0,1061000000.0,917000000.0,522000000,424000000.0,221000000.0,783000000.0,,,-36000000.0,-68000000.0,1732000000.0,303000000.0,522000000.0,10000000.0,2897000000.0,522000000.0,1631000000.0,360000000.0,15382000000.0,-302000000.0,1.23,16233000000.0,14000000.0,4754000000.0,1073000000.0,425900000.0,446000000.0,303000000.0,-315000000.0,,,-4078000000.0,1.23,2274000000.0,283000000.0,4000000.0,-149000000.0,-471000000.0,5305000000,-306000000.0,659000000,-5129000000.0,81000000.0,20000000.0,551000000.0,3893000000.0,5286000000.0,7744000000.0,8225000000.0,81000000.0,,-180000000.0,-3000000.0,603000000.0,659000000,3893000000.0,156000000.0,1927000000.0,,,,,,,,,
