date,quarterlyOperatingIncome,quarterlyBasicAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyPretaxIncome,quarterlyGoodwill,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyDilutedAverageShares,quarterlyOperatingExpense,quarterlyNetPPE,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyInventory
1997-03-31,20600000,45555556.0,95900000,-2100000.0,-2800000.0,,,,,438900000.0,15600000,,,,-16600000.0,-10900000.0,1100000.0,25100000,0.18,,,-167400000.0,,,,1300000.0,,,371800000,1300000.0,,,,,7300000.0,,,,18200000.0,200000.0,-17900000.0,8200000,8200000,11000000.0,,88200000,,,45555556.0,-5000000,438900000.0,,,,1800000.0,1600000.0,,-6900000.0,,,0.18,8200000,467700000,,21600000.0,700000.0,,4500000.0,,1300000,,,,,,,
1997-06-30,21200000,46285714.0,131300000,4000000.0,7800000.0,,,,,472200000.0,16300000,,,,-37500000.0,-10800000.0,-4000000.0,25600000,0.175,,,-170200000.0,,,,1500000.0,,,369000000,1300000.0,,,,,20800000.0,,,,31600000.0,200000.0,-39000000.0,8100000,8100000,16300000.0,,122000000,,,46285714.0,-4900000,472200000.0,,,,-500000.0,,,-22700000.0,,,0.175,8100000,500300000,,21400000.0,-100000.0,,4400000.0,,2000000,,,,,,,
1997-09-30,22600000,45945946.0,191700000,2800000.0,6200000.0,,,,,526400000.0,17400000,,,,-56200000.0,-10900000.0,-3600000.0,27400000,0.185,,,-172600000.0,,,,1100000.0,,,366800000,1300000.0,,,-600000.0,,43800000.0,,,,-300000.0,600000.0,-57300000.0,8500000,8500000,15800000.0,,177600000,,,45945946.0,-5200000,526400000.0,,,,3300000.0,,,-41500000.0,,,0.185,8500000,558500000,,21100000.0,300000.0,,4800000.0,,2500000,,,,,,,
1997-12-31,-22686000,,143706000,,-10957000.0,,,,,699797000.0,18397000,,,,-25657000.0,,6665000.0,-17790000,,,,-174833000.0,,20901000.0,,,,,433315000,1537000.0,,-152206000.0,-69600000.0,,11929000.0,,,68753000.0,-44376000.0,,-26189000.0,10070000,10070000,9592000.0,,132600000,,,,41083000,547591000.0,3236000.0,,,-4036000.0,,25698000.0,-16597000.0,2123000.0,2123000.0,,10070000,577021000,,,-1744000.0,,4896000.0,,2426000,,,,,,,
1998-03-31,25100000,52105263.0,161300000,2200000.0,7000000.0,,,,,592900000.0,19500000,,,,-50100000.0,-12500000.0,-3700000.0,30200000,0.19,,,-177600000.0,,,,2000000.0,,,459300000,1500000.0,,,-39300000.0,,31400000.0,,,28500000.0,43900000.0,200000.0,-52100000.0,9900000,9900000,18300000.0,,148000000,,,52105263.0,-5600000,592900000.0,,,,-400000.0,2100000.0,,-33800000.0,,,0.19,9900000,620600000,,20700000.0,1300000.0,,5100000.0,,2500000,,,,,,,
1998-06-30,26400000,55675676.0,209500000,-2000000.0,-3200000.0,,,,,637500000.0,20600000,,,,-49100000.0,-13000000.0,1200000.0,31800000,0.185,,,-180500000.0,,,,800000.0,,,456500000,1700000.0,,,-6700000.0,,36800000.0,,,0.0,49800000.0,300000.0,-49900000.0,10300000,10300000,13700000.0,,197900000,,,55675676.0,-5800000,637500000.0,,,,1400000.0,,,-36200000.0,,,0.185,10300000,666000000,,20400000.0,400000.0,,5400000.0,,2900000,,,,,,,
1998-09-30,27900000,53846154.0,244400000,2200000.0,4800000.0,,,,,670400000.0,21800000,,,,-34800000.0,-13300000.0,-2300000.0,33500000,0.195,,,-183300000.0,,,,0.0,,,453200000,1700000.0,,,-4700000.0,,15800000.0,,,0.0,0.0,,-34800000.0,10500000,10500000,18600000.0,,227000000,,,53846154.0,-6100000,670400000.0,,,,-300000.0,,,-16200000.0,,,0.195,10500000,697600000,,20200000.0,200000.0,,5600000.0,,3700000,,,,,,,
1998-12-31,-38496000,,309025000,-800000.0,-6894000.0,,,,,889835000.0,23132000,,,,-55818000.0,-13500000.0,4500000.0,-32661000,,,,-186277000.0,,19977000.0,,,,,450209000,1880000.0,,-171555000.0,-112000000.0,,41583000.0,,,-52000.0,99000.0,0.0,-55788000.0,10830000,10604000,14045000.0,,294800000,,,,61628000,718280000.0,2973000.0,,,-290000.0,,26817000.0,-41743000.0,2533000.0,2533000.0,,10604000,759234000,,,-1800000.0,,5835000.0,,4723000,,,,,,,
1999-03-31,30400000,53513514.0,350000000,2300000.0,7200000.0,,,,,753400000.0,23900000,,,,-41400000.0,-13700000.0,-3600000.0,36500000,0.185,,,-190100000.0,,,,-1700000.0,,,446500000,1600000.0,,,-27900000.0,,24900000.0,,,,38600000.0,,-39700000.0,9900000,9900000,19600000.0,,333900000,,,53513514.0,-6500000,753400000.0,,,,3200000.0,2500000.0,,-20100000.0,,,0.185,9900000,796500000,,,1300000.0,,6100000.0,,5900000,,,,,,,
1999-06-30,31600000,52972973.0,340600000,-1900000.0,-3400000.0,,,,,795600000.0,24900000,,,,-45200000.0,-14500000.0,1700000.0,37800000,0.185,,,-194200000.0,,,,0.0,,,508900000,1800000.0,,,-77900000.0,,41500000.0,,,,56000000.0,,-45200000.0,10400000,10400000,15000000.0,,323300000,,,52972973.0,-6700000,795600000.0,,,,11100000.0,,,-30200000.0,,,0.185,9800000,849500000,,,200000.0,,6200000.0,,6000000,,,,,,,
1999-09-30,35300000,53170732.0,351400000,2100000.0,5400000.0,,,,,851400000.0,28100000,,,,-61400000.0,-13400000.0,-3900000.0,42000000,0.205,,,-197400000.0,,,,7900000.0,,,538900000,1800000.0,,,-61000000.0,,26000000.0,,,33100000.0,39400000.0,1200000.0,-69300000.0,13100000,13100000,21300000.0,,332500000,,,53170732.0,-7200000,851400000.0,,,,-13900000.0,,,-48000000.0,,,0.205,10900000,890300000,,,600000.0,,6700000.0,,6100000,,,,,,,
1999-12-31,-27632000,,370573000,,-8293000.0,,,,,1062479000.0,27510000,,773000.0,,-18338000.0,-19554000.0,,-20680000,,,,-201459000.0,,19053000.0,,-7913000.0,,,534831000,1768000.0,,-195386000.0,-20000000.0,,24000.0,,,-99700000.0,19578000.0,,-19856000.0,13096000,12741000,16254000.0,,349200000,,,,55142000,867093000.0,3407000.0,,,-2160000.0,2900000.0,736290000.0,-3602000.0,773000.0,773000.0,,10312000,905404000,,,-2075000.0,,6952000.0,,6473000,,,,,,,
2000-03-31,11588000,53586940.0,381803000,1754000.0,2270000.0,,,,,1070124000.0,28355000,-951000.0,2103000.0,,-19775000.0,-16912000.0,-662000.0,18336000,0.195645,,,-205487000.0,,18822000.0,,0.0,,,529918000,1684000.0,,-201520000.0,-14100000.0,,-163000.0,,,,17700000.0,662000.0,-21199000.0,10484000,12912000,21268000.0,,366900000,,,53586940.0,16767000,868604000.0,3180000.0,,,1330000.0,773000.0,735405000.0,69000.0,2103000.0,2103000.0,0.195645,10484000,911721000,,,516000.0,,6748000.0,,7158000,,,,,,,
2000-06-30,11925000,53512821.0,405536000,-1450000.0,-852000.0,,,,,1081458000.0,28441000,-3212000.0,2449000.0,,-22797000.0,-16962000.0,-938000.0,18769000,0.195,,,-209595000.0,,18591000.0,,-150000.0,,,522856000,1735000.0,,-191831000.0,-26500000.0,,5226000.0,,,,25400000.0,938000.0,-24763000.0,10435000,12863000,17917000.0,,392300000,,,53512821.0,16516000,889627000.0,3048000.0,,,346000.0,2103000.0,732451000.0,-6846000.0,2449000.0,2449000.0,0.195,10435000,928392000,,,598000.0,,6844000.0,,7471000,,,,,,,
2000-09-30,12120000,53637838.0,436147000,4706000.0,5324000.0,,,,,1055709000.0,29885000,-1465000.0,5297000.0,,-5686000.0,-15140000.0,-23630000.0,19033000,0.185,,,-214288000.0,,18360000.0,,5918000.0,,,516882000,1863000.0,,-196407000.0,-22700000.0,,7576000.0,,,,-24000000.0,789000.0,-8064000.0,9923000,12351000,958000.0,,416300000,,,53637838.0,17765000,859302000.0,3558000.0,,,2848000.0,2449000.0,731170000.0,-7106000.0,5297000.0,5297000.0,0.185,9923000,953029000,,,618000.0,,6913000.0,,8184000,,,,,,,
2000-12-31,43328000,,419197000,,-4103000.0,,,,,1106657000.0,31629000,-871000.0,3815000.0,,14202000.0,-18960000.0,-10059000.0,51826000,,,,-214731000.0,,18130000.0,,-450000.0,,,515569000,1481000.0,,-212379000.0,-39600000.0,,-32131000.0,,,35000.0,-12300000.0,,-2116000.0,23946000,16662000,16447000.0,,404000000,,,,-11699000,894278000.0,5053000.0,,,-1482000.0,5297000.0,730300000.0,14331000.0,3815000.0,3815000.0,,14234000,934766000,,,-1247000.0,,8498000.0,,8734000,16768000.0,,,,,,
2001-03-31,12522000,53483333.0,394935000,1515000.0,3451000.0,,,,,1076451000.0,31565000,-169000.0,1992000.0,,9512000.0,-15316000.0,2682000.0,19732000,0.3,,,-213498000.0,,17899000.0,-7542000.0,7542000.0,,,517893000,2040000.0,,-218246000.0,-56300000.0,,-43151000.0,,,34000.0,-27700000.0,,-7542000.0,16045000,18473000,31816000.0,,376300000,,,53483333.0,19043000,858205000.0,3696000.0,,,-1823000.0,3815000.0,731391000.0,24274000.0,1992000.0,1992000.0,0.3,16045000,912828000,,,1936000.0,,7210000.0,,8059000,17054000.0,,,,,,
2001-06-30,13312000,56656410.0,317547000,-2782000.0,-2424000.0,,,,,1081850000.0,29926000,0.0,1180000.0,,-4276000.0,-17847000.0,678000.0,20470000,0.195,,,-218465000.0,,17668000.0,-6896000.0,6896000.0,,,591778000,1866000.0,,-224291000.0,-92300000.0,,-15424000.0,,,78523000.0,-76100000.0,325000.0,-6896000.0,11048000,13476000,18888000.0,,300200000,,,56656410.0,16614000,857559000.0,3270000.0,,,-812000.0,1992000.0,810243000.0,11992000.0,1180000.0,1180000.0,0.195,11048000,909325000,,,358000.0,,7158000.0,,6587000,2620000.0,,,,,,
2001-09-30,14380000,59032000.0,345325000,2090000.0,2427000.0,,,,,1093174000.0,31007000,0.0,11624000.0,,-17267000.0,-19144000.0,-13925000.0,21614000,0.25,,,-220510000.0,,17437000.0,,0.0,,,596170000,1914000.0,,-228587000.0,-26800000.0,,14789000.0,,,6633000.0,27300000.0,,-27243000.0,14758000,17186000,12922000.0,,327500000,,,59032000.0,16627000,864587000.0,3606000.0,,,10444000.0,1180000.0,816680000.0,-14321000.0,11624000.0,11624000.0,0.25,14758000,941495000,,,337000.0,,7234000.0,,6080000,9976000.0,,,,,,
2001-12-31,43332000,,331915000,,-2378000.0,,,,,1201518000.0,33773000,0.0,2467000.0,,-80717000.0,-22276000.0,-22998000.0,51156000,,,,-223080000.0,,17206000.0,,41681000.0,,,671793000,2016000.0,,-233848000.0,-109600000.0,,45151000.0,,,79627000.0,-12200000.0,,,25707000,18423000,26409000.0,,315300000,,,,-9559000,967670000.0,4857000.0,,,-9157000.0,11624000.0,894873000.0,68090000.0,2467000.0,2467000.0,,15995000,1003708000,,,-1506000.0,,7824000.0,,5740000,9893000.0,,,,,,
2002-03-31,22845000,66108333.0,322150000,1148000.0,3095000.0,,,,,1180700000.0,33659000,0.0,3730000.0,,-5052000.0,-19639000.0,-1080000.0,30319000,0.24,,,-226164000.0,,17206000.0,-8424000.0,11796000.0,,,679431000,2389000.0,,-238754000.0,-46400000.0,,-20754000.0,,,10585000.0,-11700000.0,365000.0,-8424000.0,17240000,18294000,27069000.0,,303600000,,,66108333.0,10814000,941946000.0,3294000.0,,,1263000.0,2467000.0,905595000.0,18645000.0,3730000.0,3730000.0,0.24,15866000,1001581000,,,1947000.0,,7474000.0,,5605000,,,,,,,
2002-06-30,22912000,66737500.0,403792000,-1135000.0,-586000.0,,,,,1229151000.0,33901000,0.0,21242000.0,,-75300000.0,-21269000.0,8633000.0,30333000,0.24,,,-229307000.0,,17206000.0,-79143000.0,82986000.0,,,676528000,2348000.0,,-233736000.0,-49000000.0,,61019000.0,,,88000.0,82200000.0,1126000.0,-79143000.0,17109000,18445000,31793000.0,,385800000,,,66737500.0,10989000,995415000.0,3284000.0,,,17512000.0,3730000.0,905835000.0,-47350000.0,21242000.0,21242000.0,0.24,16017000,1080320000,,,549000.0,,7209000.0,,5803000,,,,,,,
2002-09-30,24565000,68965044.0,350747000,,3300000.0,,,,,1284441000.0,36055000,0.0,8391000.0,,-20525000.0,-24149000.0,-12632000.0,33129000,0.28,,,-230096000.0,,17206000.0,,-94782000.0,,,724907000,2313000.0,,-247234000.0,-84500000.0,,-28745000.0,,,49004000.0,-53600000.0,,,18646000,21820000,36419000.0,,332200000,,,69076014.0,11490000,1037207000.0,3116000.0,,,-12851000.0,21242000.0,955003000.0,123986000.0,8391000.0,8391000.0,0.28,19392000,1075654000,,,836000.0,,8564000.0,,5919000,,,,,,,
2002-12-31,25683000,,357775000,,-3582000.0,,,,,1292428000.0,37152000,0.0,8921000.0,,-13822000.0,-22698000.0,-638000.0,33864000,,,,-232731000.0,,17206000.0,,0.0,,,722455000,2404000.0,,-254250000.0,-128400000.0,,-15174000.0,,,24000.0,0.0,,,19474000,20108000,29526000.0,,339700000,,,,11469000,1038178000.0,4408000.0,,,530000.0,8391000.0,955186000.0,29526000.0,8921000.0,8921000.0,,17679000,1080230000,,,-3130000.0,,8181000.0,-18058000.0,6209000,4236000.0,,,,,,
2003-03-31,18042000,69360000.0,375182000,1378000.0,3064000.0,,,,,1314238000.0,35682000,-41000.0,3606000.0,,-28125000.0,-22878000.0,1812000.0,26115000,0.225,,,-237644000.0,,17206000.0,-30566000.0,30566000.0,,,718744000,2747000.0,,-261535000.0,-134000000.0,,-8181000.0,,,937000.0,13801000.0,276000.0,-30566000.0,18042000,18034000,30991000.0,,354800000,,,69360000.0,17640000,1052703000.0,3343000.0,,,-5315000.0,8921000.0,956388000.0,425000.0,3606000.0,3606000.0,0.225,15606000,1093926000,,,1686000.0,,8073000.0,,5964000,2441000.0,,,,,,
2003-06-30,18055000,69853846.0,402494000,-189000.0,572000.0,,,,,1331480000.0,36505000,-4815000.0,4719000.0,,-28999000.0,-23040000.0,-939000.0,26320000,0.26,,,-240141000.0,,17206000.0,-34538000.0,34538000.0,,,716620000,2707000.0,,-260988000.0,-31300000.0,,4285000.0,,,5033000.0,27107000.0,296000.0,-34538000.0,18055000,20590000,25827000.0,,382100000,,,69853846.0,18450000,1070492000.0,3279000.0,,,1113000.0,3606000.0,956761000.0,-8711000.0,4719000.0,4719000.0,0.26,18162000,1119114000,,,761000.0,,8198000.0,,6618000,5539000.0,,,,,,
2003-09-30,19117000,70200000.0,446943000,1020000.0,1305000.0,,,,,1349477000.0,37590000,,5709000.0,,-23182000.0,-23179000.0,-24386000.0,27389000,0.255,,,-243037000.0,,17206000.0,,0.0,,,714101000,2637000.0,,-265399000.0,-27500000.0,,20150000.0,,,-4725000.0,43198000.0,316000.0,-27157000.0,19117000,20329000,4022000.0,,425300000,,,70200000.0,18473000,1084078000.0,3384000.0,,,990000.0,4719000.0,957138000.0,-23135000.0,5709000.0,5709000.0,0.255,17901000,1161044000,,,285000.0,,8148000.0,,6660000,3975000.0,,,,,,
2003-12-31,51190000,,532491000,,2004000.0,,,,,1593292000.0,46824000,,4837000.0,,-179508000.0,-24458000.0,-62109000.0,61187000,,,,-240632000.0,,17206000.0,,92261000.0,,,827766000,3091000.0,,-272647000.0,-251100000.0,,165519000.0,,,111016000.0,78961000.0,,,24216000,27483000,13117000.0,,506400000,,,,-4366000,1320645000.0,3950000.0,,,-872000.0,5709000.0,1068398000.0,105378000.0,4837000.0,4837000.0,,25055000,1360257000,,,-981000.0,,9997000.0,,7731000,8818000.0,,,,,,
2004-03-31,28521000,76010169.0,537876000,768000.0,2165000.0,,,,,1632528000.0,42396000,,5550000.0,,-101246000.0,-25230000.0,20313000.0,38310000,0.295,,,-241401000.0,20193000.0,17206000.0,,0.0,,,895458000,3162000.0,,-279814000.0,-114700000.0,,49652000.0,,,68109000.0,-6800000.0,4964000.0,-107211000.0,20040000,24851000,52307000.0,,513200000,,153000.0,76010169.0,13875000,1352714000.0,3216000.0,,,713000.0,4837000.0,1136859000.0,-54904000.0,5550000.0,5550000.0,0.295,22423000,1433334000,,,1397000.0,,9789000.0,,8481000,5965000.0,,,,,,
2004-06-30,30083000,79429630.0,501279000,-4504000.0,-3364000.0,,,,,1664575000.0,44540000,,15040000.0,,-10979000.0,-25922000.0,23373000.0,40288000,0.27,,,-243932000.0,21769000.0,17206000.0,,0.0,,,923584000,3260000.0,,-286895000.0,-56900000.0,,-31182000.0,,,165226000.0,-19600000.0,5401000.0,-15905000.0,21578000,26788000,51651000.0,,480000000,,191000.0,79429630.0,14457000,1377680000.0,2924000.0,,,9490000.0,5550000.0,1167516000.0,35746000.0,15040000.0,15040000.0,0.27,21446000,1424863000,,,1140000.0,,10159000.0,,8505000,4926000.0,,,,,,
2004-09-30,12549000,79956364.0,549714000,4024000.0,5085000.0,,,,,1691319000.0,44112000,27350000.0,8483000.0,,-26572000.0,44248000.0,2009000.0,22832000,0.275,,,-247266000.0,21279000.0,17206000.0,,0.0,,,887930000,3202000.0,,-293190000.0,-40700000.0,,-17853000.0,,,-61530000.0,-45027000.0,4278000.0,-35479000.0,21102000,25203000,37868000.0,,523400000,,177000.0,79956364.0,31563000,1398129000.0,2614000.0,,,-6557000.0,15040000.0,1135196000.0,2389000.0,8483000.0,8483000.0,0.275,21988000,1437644000,,,1061000.0,,10132000.0,,8553000,8907000.0,,,,,,
2004-12-31,13341000,,528580000,-1338000.0,-3842000.0,,,,,1708438000.0,45329000,2000.0,2141000.0,,-22072000.0,-99579000.0,8161000.0,23600000,,,,-249025000.0,22111000.0,17206000.0,,0.0,,,913735000,3496000.0,,-301728000.0,-70928000.0,,-20781000.0,,,-161000.0,51599000.0,4801000.0,-36875000.0,21933000,26556000,36511000.0,,503600000,,178000.0,,31988000,1406710000.0,4075000.0,,,-6342000.0,8483000.0,1162760000.0,-364000.0,2141000.0,2141000.0,,24312000,1442315000,,,-2504000.0,,10259000.0,,8592000,14803000.0,,,,,,
2005-03-31,12676000,79581517.0,614083000,2345000.0,3987000.0,,,,,1778644000.0,46743000,,11076000.0,,-74490000.0,-28613000.0,-1070000.0,23493000,0.265531,,,-254216000.0,21932000.0,17206000.0,,0.0,,,909139000,4056000.0,,-309489000.0,-121200000.0,,47957000.0,,,49000.0,20500000.0,1967000.0,-81070000.0,21734000,23503000,35468000.0,,583100000,,198000.0,79659364.0,34067000,1469155000.0,3512000.0,,,8935000.0,2141000.0,1163355000.0,-45602000.0,11076000.0,11076000.0,0.27,21152000,1523222000,,,1642000.0,,10817000.0,,9058000,6580000.0,,,,,,
