date,quarterlyOperatingIncome,quarterlyBasicAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyPretaxIncome,quarterlyGoodwill,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyDilutedAverageShares,quarterlyOperatingExpense,quarterlyNetPPE,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyInventory
2014-12-31,115053000,,5371523000,,35199000.0,36122000.0,123287000.0,227176000.0,,11153571000.0,247573000,,3852000.0,4306000.0,-120502000.0,-129374000.0,-3198000.0,230970000,,,5204561000.0,-1246964000.0,79477000.0,15470000.0,,-9200000.0,152097000.0,166962000.0,5613401000,15586000.0,226345000.0,-1386871000.0,-142789000.0,0.0,-80193000.0,,11186000.0,0.0,98770000.0,22233000.0,-153346000.0,78374000,77788000,187611000.0,0.0,4930947000,,1103000.0,,112123000,9766700000.0,64386000.0,123287000.0,20397000.0,-13084000.0,16936000.0,6860365000.0,187611000.0,3852000.0,3852000.0,,71018000,11012622000,10860525000.0,1039724000.0,-16731000.0,,96537000.0,,54956000,,,,,,,
2015-03-31,121992000,225346407.0,5417691000,,-43004000.0,30933000.0,77594000.0,232891000.0,,11303067000.0,246867000,-6750000.0,12190000.0,2552000.0,-163769000.0,-133452000.0,-2183000.0,221290000,0.27,,5294631000.0,-1314952000.0,68655000.0,15425000.0,,18083000.0,140124000.0,123060000.0,5650036000,12862000.0,234187000.0,-1459320000.0,-186296000.0,0.0,54255000.0,,10314000.0,,98753000.0,4073000.0,-204126000.0,67581000,67264000,117852000.0,0.0,5025036000,,1074000.0,225825854.0,110899000,9843747000.0,66831000.0,67953000.0,13976000.0,8338000.0,3852000.0,6964988000.0,117852000.0,12190000.0,12190000.0,0.27,60494000,11092153000,10952029000.0,1056845000.0,892000.0,34617000.0,98037000.0,,54598000,,,,,,,
2015-06-30,125213000,232403586.0,5743841000,,34113000.0,29896000.0,112824000.0,238923000.0,,12015481000.0,253860000,0.0,18741000.0,2810000.0,-711474000.0,-138365000.0,-71000.0,222949000,0.25,,5583928000.0,-1388854000.0,66978000.0,15386000.0,,3230000.0,137239000.0,159913000.0,5960203000,12609000.0,243956000.0,-1534780000.0,-642995000.0,0.0,514167000.0,,9089000.0,,94097000.0,-454000.0,-722885000.0,66350000,66087000,203858000.0,0.0,5305524000,,628000.0,232886185.0,113710000,10480701000.0,70318000.0,98397000.0,14937000.0,6551000.0,12190000.0,7349057000.0,203858000.0,18741000.0,18741000.0,0.26,59317000,11728314000,11591075000.0,1051713000.0,886000.0,,101101000.0,,54870000,,,,,,,
2015-09-30,130148000,236211706.0,5674733000,,-24918000.0,26313000.0,97219000.0,245347000.0,,12105879000.0,258889000,0.0,7074000.0,2236000.0,-120014000.0,-141260000.0,-3010000.0,228721000,0.26,,5529670000.0,-1463392000.0,68558000.0,15372000.0,,-796000.0,144166000.0,145063000.0,6039648000,10861000.0,247179000.0,-1609914000.0,-154534000.0,0.0,-42891000.0,,7105000.0,0.0,150903000.0,-2820000.0,-140721000.0,67813000,67475000,151238000.0,0.0,5251549000,,745000.0,236739942.0,115199000,10495965000.0,74977000.0,78038000.0,13542000.0,-11667000.0,18741000.0,7503040000.0,151238000.0,7074000.0,7074000.0,0.26,60705000,11738569000,11594403000.0,1043554000.0,573000.0,,104338000.0,,55825000,,,,,,,
2015-12-31,132065000,,5312537000,,37336000.0,42840000.0,115826000.0,250771000.0,,12296782000.0,263668000,0.0,40294000.0,2793000.0,-183798000.0,-147241000.0,-1781000.0,242720000,,,5146367000.0,-1530210000.0,83832000.0,15321000.0,,13037000.0,168081000.0,166170000.0,6531596000,12967000.0,257334000.0,-1687665000.0,-797528000.0,0.0,-2337000.0,,8218000.0,517129000.0,36303000.0,7843000.0,-210694000.0,83111000,82941000,219355000.0,0.0,4841486000,,721000.0,,118706000,10609117000.0,81678000.0,102472000.0,12897000.0,33220000.0,7074000.0,8061806000.0,219355000.0,40294000.0,40294000.0,,76171000,11865870000,11697789000.0,1034417000.0,-4992000.0,,105739000.0,,53149000,,,,,,,
2016-03-31,131760000,250173815.0,5536613000,,-48144000.0,31920000.0,86328000.0,252011000.0,,12634761000.0,267116000,,8695000.0,2605000.0,-294693000.0,-154115000.0,-2000000.0,231400000,0.25,,5397802000.0,-1616216000.0,71448000.0,15283000.0,,8340000.0,123191000.0,138811000.0,6478999000,12318000.0,256000000.0,-1768272000.0,-958339000.0,0.0,126804000.0,,5256000.0,,30258000.0,-5412000.0,-314071000.0,70484000,70243000,136290000.0,0.0,5105098000,,964000.0,250698023.0,120251000,10866489000.0,82990000.0,74981000.0,15105000.0,-31599000.0,40294000.0,8095215000.0,136290000.0,8695000.0,8695000.0,0.25,63473000,12037103000,11913912000.0,1017411000.0,5081000.0,,107933000.0,,52019000,,,,,,,
2016-06-30,132041000,253375546.0,5429354000,,35813000.0,29743000.0,130024000.0,256368000.0,,12839945000.0,271039000,,20443000.0,3947000.0,-296395000.0,-158006000.0,-750000.0,239798000,0.27,,5245307000.0,-1699966000.0,77021000.0,15220000.0,,-13174000.0,157816000.0,184047000.0,6800641000,13985000.0,263098000.0,-1841790000.0,-1192994000.0,0.0,83006000.0,,6461000.0,,15481000.0,280000.0,-307203000.0,76068000,75815000,225137000.0,0.0,4947604000,,953000.0,253973745.0,124327000,10998155000.0,87166000.0,115034000.0,14671000.0,11748000.0,8695000.0,8500607000.0,225137000.0,20443000.0,20443000.0,0.27,69045000,12249431000,12091615000.0,1063045000.0,1865000.0,,110342000.0,,52435000,,,,,,,
2016-09-30,135476000,258085633.0,5765956000,,22627000.0,86479000.0,22190000.0,261496000.0,,13152423000.0,277174000,-9026000.0,29801000.0,2652000.0,-382281000.0,-161963000.0,-992000.0,244201000,0.27,,5613647000.0,-1785630000.0,78096000.0,15165000.0,,9563000.0,180328000.0,152309000.0,6754731000,12103000.0,271532000.0,-1913580000.0,-583364000.0,0.0,173856000.0,,6426000.0,47000.0,42199000.0,-2377000.0,-411938000.0,77202000,77072000,217783000.0,0.0,5250697000,,894000.0,258673914.0,126020000,11238843000.0,94498000.0,76379000.0,15678000.0,9358000.0,20443000.0,8540361000.0,217783000.0,29801000.0,29801000.0,0.27,70302000,12536453000,12356125000.0,1087648000.0,-3982000.0,42761000.0,113917000.0,,52188000,,,,,,,
2016-12-31,139122000,,6365818000,,22940000.0,74098000.0,121156000.0,270432000.0,,13864416000.0,287843000,0.0,9420000.0,2803000.0,-727742000.0,-163512000.0,-922000.0,264249000,,,6189427000.0,-1857168000.0,93174000.0,15067000.0,,7382000.0,164621000.0,176391000.0,6766804000,13559000.0,270708000.0,-1987200000.0,-769046000.0,0.0,482526000.0,,6344000.0,0.0,64058000.0,10461000.0,-779106000.0,92724000,92441000,224835000.0,0.0,5839605000,,450000.0,,131310000,11877216000.0,104584000.0,104207000.0,17411000.0,-20381000.0,29801000.0,8623972000.0,224835000.0,9420000.0,9420000.0,,85671000,13152871000,12988250000.0,1082320000.0,-4196000.0,,117751000.0,,53324000,,,,,,,
2017-03-31,144288000,263340491.0,6367463000,,6258000.0,110468000.0,86638000.0,278950000.0,,14159761000.0,298025000,,27598000.0,2753000.0,-365312000.0,-168674000.0,417000.0,266494000,0.27,,6222940000.0,-1952990000.0,90082000.0,15036000.0,,-18222000.0,201385000.0,144523000.0,7034943000,13565000.0,275002000.0,-2075711000.0,-1201120000.0,0.0,170359000.0,,7056000.0,705012000.0,44329000.0,4172000.0,-378322000.0,89035000,88870000,213131000.0,0.0,5423626000,,1047000.0,263934304.0,134662000,12084050000.0,103759000.0,73286000.0,19075000.0,18178000.0,9420000.0,8987933000.0,213131000.0,27598000.0,27598000.0,0.27,71586000,13422186000,13220801000.0,1108096000.0,139000.0,45405000.0,121097000.0,,55315000,,,,,,,
2017-06-30,144814000,272588332.0,6553064000,,37308000.0,113177000.0,115595000.0,283684000.0,,14362983000.0,300170000,,10945000.0,4462000.0,-299953000.0,-172874000.0,1463000.0,264889000,0.3,,6379185000.0,-2045127000.0,81700000.0,15001000.0,,14300000.0,169557000.0,173879000.0,7001406000,15781000.0,272789000.0,-2168248000.0,-129395000.0,0.0,35814000.0,,8818000.0,-74000.0,53907000.0,95000.0,-327026000.0,81259000,81136000,247486000.0,0.0,5988048000,,441000.0,273099487.0,138870000,12194735000.0,107147000.0,99445000.0,16486000.0,-16653000.0,27598000.0,9046533000.0,247486000.0,10945000.0,10945000.0,0.3,81136000,13574116000,13404559000.0,1180182000.0,1807000.0,76759000.0,123089000.0,,60100000,,,,,,,
2017-09-30,148203000,275511870.0,6327492000,,-35841000.0,103520000.0,92947000.0,289653000.0,,14609937000.0,306920000,0.0,3199000.0,3426000.0,-248416000.0,-174607000.0,576000.0,277269000,0.32,,6174441000.0,-2133614000.0,89206000.0,14989000.0,,-2692000.0,162057000.0,153051000.0,7354429000,13881000.0,278645000.0,-2265035000.0,-619009000.0,0.0,61189000.0,,9364000.0,0.0,437805000.0,4322000.0,-271205000.0,88073000,87940000,179481000.0,0.0,5787027000,,1133000.0,276050671.0,141450000,12344902000.0,113721000.0,70492000.0,17267000.0,-7746000.0,10945000.0,9488043000.0,179481000.0,3199000.0,3199000.0,0.32,87940000,13701419000,13539362000.0,1165013000.0,-4288000.0,41801000.0,127569000.0,,60494000,,,,,,,
2017-12-31,151749000,,6667458000,,18279000.0,105284000.0,109523000.0,294001000.0,,15016469000.0,310653000,0.0,12142000.0,3305000.0,-340826000.0,-179307000.0,2309000.0,252047000,,,6497136000.0,-2252763000.0,64375000.0,14970000.0,,21148000.0,163321000.0,170322000.0,7371501000,15219000.0,275055000.0,-2346644000.0,-1431844000.0,0.0,107756000.0,,10754000.0,0.0,121678000.0,-23874000.0,-451964000.0,60952000,60852000,235752000.0,0.0,6111471000,,3423000.0,,142252000,12669825000.0,119533000.0,97805000.0,16652000.0,2682000.0,3199000.0,9624264000.0,235752000.0,6898000.0,6898000.0,,60852000,14058166000,13894845000.0,1194930000.0,2250000.0,64058000.0,127033000.0,,60639000,,,,,,,
2018-03-31,154956000,283917418.0,7176434000,,-13196000.0,111997000.0,92379000.0,301743000.0,,,318295000,,26582000.0,3662000.0,-492835000.0,-185556000.0,-351000.0,274852000,0.29,,7021151000.0,,84538000.0,14943000.0,-442000.0,1216000.0,209767000.0,155283000.0,7267980000,15684000.0,309508000.0,,-574189000.0,,293746000.0,,11933000.0,0.0,-4509000.0,-8996000.0,,83315000,83163000,213529000.0,,6594242000,,1223000.0,284345328.0,146787000,,125690000.0,77427000.0,16552000.0,14440000.0,12142000.0,9625200000.0,213529000.0,20627000.0,20627000.0,0.29,83163000,14474093000,14264326000.0,1262252000.0,-2473000.0,,131103000.0,,59211000,,,,,,,
2018-06-30,160697000,284928969.0,7161605000,,33699000.0,111814000.0,122379000.0,312650000.0,,,328886000,,44800000.0,4995000.0,-297371000.0,-187488000.0,-1022000.0,296866000,0.337734,,6974827000.0,,97905000.0,14902000.0,,7887000.0,252991000.0,186778000.0,7475750000,17954000.0,317330000.0,,-631124000.0,,51849000.0,,14677000.0,,290961000.0,4628000.0,,96697000,96380000,263740000.0,,6540202000,,1208000.0,285372256.0,151953000,,126126000.0,104179000.0,16236000.0,18218000.0,26582000.0,9925543000.0,263740000.0,30717000.0,30717000.0,0.34,96380000,14674074000,14421083000.0,1228580000.0,5258000.0,,133999000.0,,64962000,,,,,,,
2018-09-30,168976000,290664368.0,7384071000,,-26093000.0,98085000.0,119144000.0,322275000.0,,,338081000,,15728000.0,3870000.0,-577466000.0,-191703000.0,-238000.0,304728000,0.339961,,7199178000.0,,100585000.0,14861000.0,,3285000.0,228966000.0,184893000.0,7676240000,16332000.0,315876000.0,,-291161000.0,,335821000.0,,15015000.0,,288685000.0,1216000.0,,99283000,98999000,212573000.0,,6779659000,,1302000.0,291207186.0,153299000,,135866000.0,95512000.0,15806000.0,-29072000.0,44800000.0,10220092000.0,212573000.0,6666000.0,6666000.0,0.34,98999000,15095325000,14866359000.0,1212679000.0,-4325000.0,,136967000.0,,67176000,,,,,,,
2018-12-31,152955000,,7139505000,,17384000.0,115380000.0,133765000.0,324844000.0,-8098000.0,,342576000,-2752000.0,21071000.0,14740000.0,-272012000.0,-196835000.0,21000.0,290540000,,,6937951000.0,,86910000.0,14630000.0,3075000.0,527000.0,187987000.0,201554000.0,8088742000,34178000.0,316959000.0,,-633297000.0,,26455000.0,,17089000.0,0.0,505339000.0,4259000.0,,85303000,85072000,250900000.0,,6499976000,,1607000.0,,171889000,,144991000.0,119254000.0,17732000.0,5343000.0,15728000.0,10754495000.0,250900000.0,10387000.0,10387000.0,,85072000,15260483000,15072496000.0,1199597000.0,-5361000.0,,137711000.0,,65919000,,,,,,,
2019-03-31,180104000,303528336.0,7753832000,,-37058000.0,102644000.0,114225000.0,332729000.0,-11797000.0,164974000.0,354365000,-20225000.0,22334000.0,2764000.0,-498514000.0,-204546000.0,-513000.0,320212000,0.37,,7570349000.0,,112675000.0,14597000.0,0.0,,176402000.0,183483000.0,7983895000,15108000.0,554922000.0,,-217235000.0,,287750000.0,,246932000.0,,-2244000.0,2591000.0,,111230000,110942000,212027000.0,,7015427000,,1445000.0,303819878.0,152625000,164974000.0,151341000.0,99089000.0,21636000.0,1263000.0,21071000.0,10748467000.0,212027000.0,2997000.0,2997000.0,0.37,110942000,15762908000,15586506000.0,1205147000.0,-6185000.0,,137517000.0,,70020000,,,,,,,
2019-06-30,175097000,311032972.0,7886036000,,21129000.0,112301000.0,156859000.0,344108000.0,-14597000.0,162247000.0,365450000,0.0,39892000.0,4527000.0,-1076395000.0,-208864000.0,-586000.0,319489000,0.31,,7656425000.0,,96575000.0,14536000.0,,,211112000.0,229611000.0,8837502000,18585000.0,582137000.0,,-1503257000.0,,817050000.0,,292658000.0,,116336000.0,-6034000.0,,95420000,95194000,277636000.0,,7074288000,,1155000.0,311322162.0,169011000,162247000.0,165470000.0,111348000.0,21342000.0,17558000.0,22334000.0,11722036000.0,277636000.0,27136000.0,27136000.0,0.31,95194000,16748630000,16537518000.0,1308564000.0,-5065000.0,,150426000.0,,72488000,,,,,,,
2019-09-30,188009000,319945932.0,7861807000,,22053000.0,123854000.0,163154000.0,353893000.0,-13599000.0,159655000.0,374247000,-898000.0,259289000.0,3187000.0,-395163000.0,-216248000.0,-92000.0,325931000,0.32,,7623918000.0,,103097000.0,14503000.0,,2446000.0,415278000.0,237889000.0,9293419000,16460000.0,586529000.0,,-240285000.0,,326391000.0,,305369000.0,0.0,568540000.0,-11502000.0,,101275000,101049000,288043000.0,,7037389000,,1822000.0,320263017.0,165884000,159655000.0,163444000.0,107978000.0,20354000.0,219397000.0,39892000.0,12294138000.0,288043000.0,236064000.0,236064000.0,0.32,101049000,17179904000,16764626000.0,1313798000.0,,,149424000.0,,73410000,,,,,,,
