date,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyDilutedEPS,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyBasicEPS,quarterlyNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyEbitda,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital
1988-09-30,,,,,,,0.039376,,,,,,,125610881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039376,,3450565281.0,,,,,,1224049508.0,,,,,,,,1224049508.0,3450565281.0,,,,,,,1224049508.0,,,,,,,,,,
1988-12-31,297975000.0,1219214375.0,,5643886250.0,17662296875.0,,,,,,,6863100625.0,,98219795.0,,49234375.0,,,,,,,,,,15412500.0,1403993125.0,15412500.0,,,,47436250.0,16432550625.0,8565068750.0,599032500.0,41356875.0,,,,9097228125.0,,,,,,,,,,,-2852621773.0,15786081875.0,,636279375.0,,,,,-2852621773.0,,,,1701968125.0,1229746250.0,26165116250.0,,957091352.0,,,-10379034375.0,,,,,,,
1989-03-31,,,,,,,0.034237,,,,,,,110210754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034237,,3450565281.0,,,,,,1257929010.0,,,,,,,,1257929010.0,3450565281.0,,,,,,,1257929010.0,,,,,,,,,,
1989-06-30,,,,,,,0.041026,,,,,,,134177076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041026,,3450565281.0,,,,,,1314312582.0,,,,,,,,1314312582.0,3450565281.0,,,,,,,1314312582.0,,,,,,,,,,
1989-09-30,,,,,,,0.03679,,,,,,,123932220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03679,,3450565281.0,,,,,,1404051420.0,,,,,,,,1404051420.0,3450565281.0,,,,,,,1404051420.0,,,,,,,,,,
1989-12-31,574143305.0,1872726563.0,,6844057786.0,21917446779.0,,,,,,,8716784349.0,,167513545.0,,64027720.0,,,,,,,,,,7245242.0,2836006761.0,7245242.0,,,,82056578.0,20305127693.0,12510763747.0,1307513440.0,141871948.0,,,,9406683032.0,,383829332.0,,,,,,,,,-2979571071.0,18915557675.0,,530250618.0,,,,,-2979571071.0,,,,3793979398.0,1612319086.0,30671973784.0,,1549631896.0,,,-11756416109.0,,,,,,,
1990-03-31,,,,,,,0.033629,,,,,,,109886946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033629,,3450565281.0,,,,,,1433668300.0,,,,,,,,1433668300.0,3450565281.0,,,,,,,1433668300.0,,,,,,,,,,
1990-06-30,,,,,,,0.063328,,,,,,,225356630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063328,,3450565281.0,,,,,,1804066810.0,,,,,,,,1804066810.0,3450565281.0,,,,,,,1804066810.0,,,,,,,,,,
1990-09-30,,,,,,,0.035187,,,,,,,111987072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035187,,3450565281.0,,,,,,1615618368.0,,,,,,,,1615618368.0,3450565281.0,,,,,,,1615618368.0,,,,,,,,,,
1990-12-31,2599442475.0,2259597900.0,,7056098700.0,25154044650.0,,,,,,,9406915350.0,,141812083.0,,62320650.0,,91218750.0,,,,,,,,19557300.0,3258917550.0,19557300.0,,,,136098375.0,23248886325.0,15265275375.0,1495622625.0,101070375.0,,,,9888769275.0,,,,,,,,,,,-3454833433.0,21617165325.0,,578910675.0,,,,,-3454833433.0,,,,5858360025.0,1905158325.0,34520458875.0,,1765725092.0,,,-12903293550.0,,,,,,,
1991-03-31,,,,,,,0.086596,,,,,,,299586680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.086596,,3450565281.0,,,,,,1774200452.0,,,,,,,,1774200452.0,3450565281.0,,,,,,,1774200452.0,,,,,,,,,,
1991-06-30,,,,,,,0.133254,,,,,,,450880800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133254,,3450565281.0,,,,,,1841273416.0,,,,,,,,1841273416.0,3450565281.0,,,,,,,1841273416.0,,,,,,,,,,
1991-09-30,,,,,,,0.117632,,,,,,,393082095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117632,,3450565281.0,,,,,,2234634780.0,,,,,,,,2234634780.0,3450565281.0,,,,,,,2234634780.0,,,,,,,,,,
1991-12-31,1823172533.0,1771547232.0,,11170340454.0,28770608412.0,,,,,,,13179543377.0,,-293598711.0,,157939054.0,,237655691.0,,,,,,,,51924145.0,2526726020.0,51924145.0,,,,268660756.0,26236560714.0,18480214116.0,1573637793.0,96974878.0,,,,10290394296.0,,950772186.0,,,,,,,,,-3292020781.0,24394262165.0,,806430534.0,,,,,-3292020781.0,,,,5300670739.0,2534047698.0,38696786583.0,,3456623849.0,,,-14302524418.0,,,,,,,
1994-03-31,,,,,,,0.055178,,,,,,185083392.0,185083392.0,,,,,185083392.0,,,,,,,,,,,,,,,,,,,,,,,,0.055178,,3354294406.0,,,,,,2847117312.0,,,,,,,,2847117312.0,3354294406.0,,,,,,,2847117312.0,,,,,,,,,,
1994-06-30,,,,,,,0.053261,,,,,,178651419.0,178651419.0,,,,,178651419.0,,,,,,,,,,,,,,,,,,,,,,,,0.053261,,3354294406.0,,,,,,2748174984.0,,,,,,,,2748174984.0,3354294406.0,,,,,,,2748174984.0,,,,,,,,,,
1994-09-30,,,,,,,0.051622,,,,,,173156328.0,173156328.0,,,,,173156328.0,,,,,,,,,,,,,,,,,,,,,,,,0.051622,,3354294406.0,,,,,,2663644608.0,,,,,,,,2663644608.0,3354294406.0,,,,,,,2663644608.0,,,,,,,,,,
1994-12-31,1389625386.0,3953676264.0,,10985795574.0,29483608668.0,,,,,,,15400696014.0,178237998.0,178237998.0,,157139142.0,,461224176.0,178237998.0,,,,,,,111147198.0,1672590006.0,111147198.0,,,,2192690394.0,26415766602.0,20116501194.0,2171243796.0,508602402.0,,,,9367107474.0,,1653589788.0,,,,,,,,,-5312229270.0,22051832412.0,,570822.0,,,,,-5312229270.0,,,,4715805180.0,3067842066.0,39100246902.0,,2741742966.0,,,-17048414490.0,,,,,,,
1995-03-31,75552.0,4337666976.0,,10717051200.0,28265363136.0,,0.035039,,,,1134262176.0,15054718176.0,119372160.0,119372160.0,,,52961952.0,,119372160.0,0.0,0.0,,,,,,1439416704.0,,,336810816.0,0.0,2077906656.0,25191605568.0,19280945952.0,2146281216.0,,,,,8984417184.0,0.0,2786735520.0,0.035039,,3406861160.0,814903872.0,1281588576.0,,59006112.0,,1222582464.0,20967417696.0,182760288.0,,63388128.0,,,,466684704.0,3406861160.0,,,4226227776.0,3073757568.0,37689266304.0,,2415850752.0,0.0,,-16721848608.0,,,,,,,
1995-06-30,0.0,4597746200.0,,11089478120.0,29465425320.0,,0.084507,,,,1407519360.0,15687224320.0,255639200.0,255639200.0,,,85714320.0,,255639200.0,0.0,0.0,,,,,,1530075800.0,,,367669320.0,0.0,2185715160.0,26133093160.0,20085722320.0,2130827920.0,,,,,9379703000.0,0.0,2868422200.0,0.084507,,3447111714.0,886466520.0,1495489320.0,,57894760.0,,1437594560.0,21816550080.0,327819680.0,,72180480.0,,,,609022800.0,3447111714.0,,,4398498000.0,3332332160.0,39783474560.0,,2903008680.0,0.0,,-17966924480.0,,,,,,,
1995-09-30,,,,,,,0.106511,,,,,,241808060.0,241808060.0,,,,,241808060.0,,,,,,,,,,,,,,,,,,,,,,,,0.106511,,3447111714.0,,,,,,2706979210.0,,,,,,,,2706979210.0,3447111714.0,,,,,,,2706979210.0,,,,,,,,,,
1995-12-31,183122868.0,3196305153.0,,9902829234.0,30866654052.0,,,,,,,13554055890.0,230250862.0,230250862.0,,186008535.0,,454921503.0,230250862.0,,,,,,,513648726.0,1770629673.0,513648726.0,,,,2337780225.0,27571378320.0,18949707243.0,2187803532.0,40633311.0,,,,9906962757.0,,3441898812.0,,,,,,,,,-5614939672.0,23045794563.0,,6224929656.0,,,,,-5614939672.0,,,,5395651353.0,3295275732.0,41886860343.0,,3038239769.0,,,-18841065780.0,,,,,,,
1996-03-31,795930.0,2491260900.0,,10866832290.0,30913125270.0,2777795700.0,0.044801,,,,1376958900.0,13813365150.0,154410420.0,154410420.0,,191819130.0,70837770.0,455271960.0,154410420.0,0.0,0.0,,,,,395577210.0,1691351250.0,395577210.0,,280167360.0,0.0,2369483610.0,27518483820.0,18983726430.0,2250890040.0,29449410.0,,,,9815408760.0,0.0,3478214100.0,0.044801,,3447108402.0,977402040.0,1493960610.0,,70837770.0,,1376162970.0,22898110170.0,239574930.0,,85164510.0,,,,516558570.0,3447108402.0,,,5170361280.0,3394641450.0,42126187110.0,,2870919510.0,0.0,,-19228076940.0,,,,,,,
1996-06-30,0.0,2670520320.0,,10467990288.0,31181775228.0,2678705208.0,0.088228,,,,1669957884.0,13597907508.0,303723540.0,303723540.0,,208714644.0,121649904.0,459396900.0,303723540.0,0.0,0.0,,,,,397528776.0,2084578632.0,397528776.0,,237522240.0,0.0,2371771908.0,27851408496.0,18764256960.0,2328761124.0,45418104.0,,,,10150384536.0,0.0,3081770820.0,0.088228,,3447108402.0,935083332.0,1538036748.0,,50072256.0,,1439497116.0,23150875464.0,391751208.0,,88027668.0,,,,602953416.0,3447108402.0,,,5166349452.0,3330366732.0,42536220984.0,,3207994632.0,0.0,,-19385345520.0,,,,,,,
1996-09-30,0.0,2548463800.0,,10157814700.0,30990825500.0,2895253500.0,0.084408,,,,1444823600.0,13182814000.0,290726700.0,290726700.0,,205831300.0,43248600.0,476535500.0,290726700.0,0.0,0.0,,,,,367613100.0,1950191500.0,367613100.0,,251482600.0,0.0,2318605500.0,27467666400.0,18466351300.0,2423523400.0,54461200.0,,,,10225891200.0,0.0,3333345800.0,0.084408,,3447108402.0,943460200.0,1669876500.0,,65673800.0,,1539329800.0,22725537500.0,416468000.0,,125741300.0,,,,726416300.0,3447108402.0,,,5283537300.0,3523159100.0,42073679700.0,,3114700100.0,0.0,,-19348142200.0,,,,,,,
1996-12-31,159970877.0,2596895387.0,,9821054851.0,33283584056.0,3096251992.0,,,,,-1707646701.0,12930724792.0,231796205.0,231796205.0,,207134566.0,69861710.0,512774554.0,231796205.0,296882165.0,-5229946924.0,,,,,296882165.0,2400607666.0,296882165.0,,342179456.0,1652175361.0,2068613862.0,29607387418.0,19577028632.0,3205764953.0,75927915.0,,,,11412246839.0,0.0,4085725297.0,,,,4136281472.0,4785712155.0,,3372521359.0,,1358442571.0,24333008603.0,280804891.0,7491473933.0,49008686.0,,,,649430683.0,,,,6646303840.0,3676196638.0,43013846797.0,,3078065454.0,5809088100.0,,-18680838194.0,,,,,,,
1997-03-31,0.0,2642589378.0,,9351045704.0,33711333557.0,3119745123.0,0.04881,,,,1658536473.0,12528549517.0,169138134.0,169138134.0,,276293435.0,73793192.0,534914435.0,169138134.0,0.0,0.0,,,,,590345536.0,3191469347.0,590345536.0,,298793462.0,0.0,2605347954.0,29647018335.0,19863299698.0,2703882555.0,77931128.0,,,,11246996255.0,0.0,4143280834.0,0.04881,,3447111714.0,1058708167.0,1639570933.0,,74827676.0,,1506639739.0,24337787826.0,249655472.0,,80517338.0,,,,580862766.0,3447111714.0,,,7334750181.0,4064315222.0,44381087740.0,,3298107406.0,0.0,,-20043299914.0,,,,,,,
1997-06-30,0.0,2824781991.0,,9855356420.0,34313986195.0,3473076604.0,0.097308,,,,1619538124.0,13230429840.0,333956502.0,333956502.0,,275278871.0,54505394.0,550291429.0,333956502.0,0.0,0.0,,,,,357924672.0,2985368730.0,357924672.0,,237107341.0,0.0,2818212937.0,30130652820.0,20045201968.0,2871297995.0,77053228.0,,,,11549373413.0,0.0,3829403398.0,0.097308,,3447111714.0,1031962875.0,1749942723.0,,79094961.0,,1609329459.0,24441141888.0,435332984.0,,101376482.0,,,,717979848.0,3447111714.0,,,6814772128.0,4183333375.0,45080576930.0,,3369480847.0,0.0,,-20639435042.0,,,,,,,
1997-09-30,,,,,,,0.077521,,,,,,288601600.0,288601600.0,,,,,288601600.0,,,,,,,,,,,,,,,,,,,,,,,,0.077521,,3722878250.0,,,,,,3589211836.0,,,,,,,,3589211836.0,3722878250.0,,,,,,,3589211836.0,,,,,,,,,,
1997-12-31,308726964.0,3009087900.0,,11503261224.0,37359871731.0,,,,,,,14512349124.0,335888420.0,335888420.0,,226181592.0,,,335888420.0,,,,,,,62636301.0,1704634659.0,62636301.0,,,,3843996156.0,32451876639.0,23042704230.0,3711723561.0,842635521.0,,,,11951897139.0,,6516993483.0,,,,,,,,,-7472529610.0,24896156922.0,,2746179072.0,,,,,-7472529610.0,,,,8530355106.0,4907995092.0,45650954349.0,,3720004652.0,,,-20754797427.0,,,,,,,
1998-03-31,0.0,3272812048.0,1542533663.0,13729877370.0,42571812096.0,,0.05921,,,,535286015.0,17002689418.0,194337143.0,194337143.0,,262861181.0,-177902516.0,,194337143.0,0.0,0.0,,,1119968762.0,,116249452.0,4197700859.0,116249452.0,,336863428.0,1542533663.0,4148489829.0,36214304126.0,26396517939.0,3452942988.0,1240489360.0,,,,11553078526.0,-1426284211.0,5196127662.0,0.05921,,3282159043.0,2670951866.0,3705683410.0,,1477259410.0,,2154700306.0,28612871309.0,359890476.0,2804843008.0,165553333.0,,25069770.0,0.0,1034731544.0,3282159043.0,,,9393828521.0,6357507970.0,49811033162.0,,4240969425.0,1542533663.0,,-21198161853.0,,,,,,,
1998-06-30,0.0,3432707825.0,1775783962.0,12839024900.0,43782940125.0,,0.108235,,,,562843500.0,16271732725.0,387888425.0,387888425.0,,299454600.0,128780050.0,,387888425.0,0.0,0.0,,,1179492838.0,,125774575.0,3902108375.0,125774575.0,,377323725.0,1775783962.0,4356481550.0,36184279650.0,25433786650.0,3741543150.0,2104105725.0,,,,14430924825.0,0.0,5259945550.0,0.108235,,3583749853.0,2618133025.0,3609757625.0,,1374503900.0,,2171117438.0,28086254950.0,587433750.0,3329702000.0,199545325.0,,-35634470.0,0.0,991624600.0,3583749853.0,,,9162053925.0,7598660475.0,48878950675.0,,4172601125.0,1775783962.0,,-20792695725.0,,,,,,,
1998-09-30,0.0,3473243928.0,1723197931.0,13838499444.0,46966604146.0,,0.122978,,,,595081102.0,17311743372.0,390243546.0,390243546.0,,314978048.0,6618612.0,,390243546.0,0.0,142978990.0,,,1155453864.0,,52948896.0,6371092882.0,52948896.0,,327366732.0,1580218941.0,8589685566.0,40706754858.0,28053071816.0,4769134216.0,838018104.0,,,,15064554890.0,0.0,4370235562.0,0.122978,,3173277950.0,2694963040.0,3767178184.0,,1471707776.0,,2227669008.0,27347935076.0,606875808.0,3492505786.0,216632262.0,,-1155453864.0,0.0,1072215144.0,3173277950.0,,,10741328444.0,6259849288.0,46720357838.0,,4362259286.0,1580218941.0,,-19372422762.0,,,,,,,
1998-12-31,3068808606.0,6690823020.0,,13690223694.0,49541421852.0,,,,392053068.0,,1127297048.0,20381046714.0,330034382.0,330034382.0,,295446690.0,28693818.0,,330034382.0,0.0,-142978990.0,,,,3078614196.0,535044150.0,6724673622.0,142991082.0,,401318478.0,-4898536566.0,9010569816.0,43213490928.0,32502376008.0,6391795158.0,230473998.0,,6541266456.0,,13494879288.0,0.0,2327847066.0,,,,2718904836.0,3481563382.0,,1584363626.0,,1821725122.0,27811125954.0,297147844.0,1307213046.0,-32886538.0,,,,762658546.0,,,,12121329294.0,6327930924.0,52304551848.0,,4608860430.0,-4898536566.0,,-24493425894.0,,,,,,,
1999-03-31,3352916036.0,6546890438.0,,9818802906.0,37473625388.0,,0.067315,,1368421514.0,,608177018.0,17097883852.0,257037698.0,257037698.0,,226103996.0,94008728.0,732190508.0,257037698.0,0.0,0.0,,,,,1479429844.0,3622029954.0,111008330.0,,134046042.0,0.0,7915219058.0,32930365636.0,24072829842.0,7521162710.0,56944022.0,,,,13384817778.0,0.0,,0.067315,,3818447781.0,2169632264.0,2531733076.0,,1034281796.0,,1441436198.0,17493983868.0,322063498.0,,65025800.0,,,,362100812.0,3818447781.0,,,6974945990.0,4543259752.0,44178621414.0,,3139910094.0,0.0,,-26684637546.0,,,,,,,
1999-06-30,4078029800.0,6778106660.0,,10104279900.0,38801555260.0,,0.20158,,815799140.0,,467302420.0,17587396970.0,761901920.0,761901920.0,,259633920.0,612090830.0,705010410.0,761901920.0,0.0,0.0,,,,,853759010.0,3225333280.0,37959870.0,,188736860.0,0.0,8715315700.0,34054446530.0,24890760050.0,8292927630.0,111851220.0,,,,13887806790.0,0.0,,0.20158,,3779642256.0,2155888800.0,2782951080.0,,1162267470.0,,1568718190.0,17046203200.0,1049450350.0,,287548430.0,,,,627062280.0,3779642256.0,,,7303363080.0,4747108730.0,44792550010.0,,3250253500.0,0.0,,-27746346810.0,,,,,,,
1999-09-30,5286576672.0,6805845504.0,,10411724016.0,39407742216.0,,0.100306,,898991136.0,,606622608.0,17217569520.0,393472296.0,393472296.0,,243546912.0,3741120.0,,393472296.0,0.0,0.0,,,,,910120968.0,2603913048.0,11129832.0,,194725296.0,0.0,9156297672.0,34751731320.0,25108059240.0,8591482080.0,100449072.0,,11416214736.0,,14262832944.0,0.0,,0.100306,,3922720449.0,2293587144.0,2854474560.0,,1265059728.0,,1540125576.0,17003951568.0,365507424.0,2846618208.0,-27964872.0,,,,560887416.0,3922720449.0,,,7890489720.0,4656010896.0,43870711320.0,,3461097168.0,0.0,,-26866759752.0,,,,,,,
1999-12-31,6961156092.45,7834510669.93,,16719392773.51,64334533043.13,,,,773361415.26,,2976834617.96,25674982041.8,397252268.37,397252268.37,,477496219.2,-263674054.59,1121078598.36,397252268.37,0.0,0.0,,,,3272369600.22,960007102.74,2267530643.0,186645687.48,,916194868.5,0.0,11246186770.98,54765851866.67,39161620665.86,7659900773.14,1048466338.22,,3882654051.64,,14527281847.4,0.0,4257951888.61,,,,8115523880.5,10197125875.2,,4499769154.96,,5403932728.01,35859764322.55,248972889.54,4796024577.26,-148279378.83,,,,2081601994.7,,,,13486638624.06,9568681176.46,71753248933.59,,13173960493.16,0.0,,-35893484611.04,,,,,,,
2000-03-31,4847767382.4,7555794764.6,,10182910721.5,41655687962.5,3625372999.8,0.094016,,792325323.2,,1276102007.9,17738705486.1,346054308.3,346054308.3,,289345894.6,289944378.2,,346054308.3,0.0,0.0,,,,,1354013691.1,3634674606.8,561688367.9,,252239911.4,0.0,9737139838.0,36253633738.4,26221147475.3,10894123729.8,133321638.6,,9575075292.1,,14970567122.6,0.0,,0.094016,,3845195688.0,1842891088.3,2302064028.5,,770521477.5,,1477533591.3,15622370170.6,520582379.8,5395491830.5,174528071.5,,,,459172940.2,3845195688.0,,,8482441989.2,5402054224.1,53412399199.4,,3578166036.4,0.0,,-37790029028.8,,,,,,,
2000-06-30,8884832827.37,9006542549.72,,16714344152.24,69764493664.0,8173204421.53,0.161276,,1756631325.85,,2533972588.64,25720886701.96,644111975.31,644111975.31,,813303554.15,127920398.31,,644111975.31,0.0,0.0,,,,,2217226015.06,7632070408.74,460594689.21,,393879263.71,0.0,12145559484.33,58141035137.16,42237789938.07,8460300161.47,419724536.1,,9607546177.0,,15664632834.38,0.0,,0.161276,,3874414071.0,3053169771.67,4308134691.68,,1220105978.96,,3008591689.64,37535175491.36,795172285.64,6057086657.38,151060310.33,,,,1254964920.01,3884976234.0,,,16516903236.11,11623458526.84,75451977913.92,,6842107280.32,0.0,,-37916802422.56,,,,,,,
2000-09-30,10551993914.0,9185916609.1,,23175563290.44,84047738544.0,9679598331.26,0.101866,,6020920408.36,,2961182271.3,32361479899.54,494980896.52,494980896.52,,867092321.26,70240439.94,,494980896.52,0.0,0.0,,,,,6372819808.96,11248689201.64,351899400.6,,529100661.54,0.0,13685572995.16,66755116769.66,54162163015.18,13379799952.64,373111312.86,,17526325783.34,,24481905782.62,0.0,,0.101866,,4771876815.0,3331191890.4,4519666618.72,,1353068556.4,,3065240922.7,39689743821.86,698797093.28,6955579999.28,203816196.76,,,,1188474728.32,4771876815.0,,,21800683115.64,17292621774.34,80635021762.02,,7480848890.02,0.0,,-40945277940.16,,,,,,,
